property_id,multifamily_housing_percent,alert_no_meters_are_associated,multifamily_housing_resident,office_number_of_workers,strip_mall_gross_floor_area,multifamily_housing_percent_1,data_center_ups_system,total_ghg_emissions_metric,urgent_care_clinic_other,largest_property_use_type_1,restaurant_gross_floor_area,municipally_supplied_potable_2,non_refrigerated_warehouse,hospital_general_medical_5,repair_services_vehicle_shoe,_2nd_largest_property_use,estimated_data_flag_natural,percent_of_electricity_that,electricity_use_generated,_3rd_largest_property_use_1,data_center_gross_floor_area,electricity_use_grid_purchase_1,site_eui_kbtu_ft,mailing_center_post_office,occupancy,hotel_room_density_number,source_energy_use_kbtu,nyc_borough_block_and_lot,hospital_general_medical_12,city,hospital_general_medical_6,generation_date,borough,hospital_general_medical_17,electricity_use_generated_1,medical_office_gross_floor,food_sales_gross_floor_area,electricity_use_grid_purchase,community_board,alert_property_has_no_uses,national_median_source_energy,estimated_data_flag_fuel_2,pre_school_daycare_gross,other_number_of_workers_on,hospital_general_medical_16,hotel_worker_density_number,property_gfa_epa_calculated,hospital_general_medical_9,date_property_last_modified,data_center_it_energy,data_quality_checker_run,k_12_school_gross_floor_area,nyc_building_identification,data_center_it_equipment,electricity_use_generated_2,largest_property_use_type,retail_store_number_of_walk,social_meeting_hall_gross,multifamily_housing_number_1,alert_individual_monthly
4400665,0,Ok,No specific resident population,Not Available,Not Available,80,Not Available,209.2,Not Available,62274.0,Not Available,60.86,Not Available,Not Available,Not Available,Parking,No,0,Not Available,Not Available,Not Available,1184152,52.6,Not Available,100,Not Available,5912422.7,3014297502,Not Available,Brooklyn,Not Available,2016-03-28T00:44:45.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,1184152.1,309.0,Ok,9371070.1,Not Available,Not Available,Not Available,Not Available,Not Available,63534.0,Not Available,04/21/2015 03:43 PM EDT,Not Available,True,Not Available,3346133,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,60,Ok
2735674,0,Ok,Not Available,Not Available,Not Available,100,Not Available,1416.1,Not Available,73480.0,Not Available,138.5,Not Available,Not Available,Not Available,Parking,Yes,0,Not Available,Not Available,Not Available,3181072.4,283.6,Not Available,100,Not Available,28125341.2,4-04756-0001,Not Available,Queens,Not Available,2016-03-30T13:45:13.000,QUEENS,Not Available,Not Available,Not Available,Not Available,3181072.3,407.0,Ok,14684836.9,Not Available,Not Available,Not Available,Not Available,Not Available,88015.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,4455011;4455012;4455013;4455014;4455015;4455018;4455019;4455021;4455022;4455023;4455024;4455026;4455027;4455028;4455030;4455031;4455033;4455034;4455048;4455047;4455046;4459465;4459441;4459442;4459443;4459462;4459463;4454993;4454995;4454997;4454999;4455000;4455002;4459445;4455004;4455006;4455008;4455009;4455016;4455020;4455035;4455037;4455039;4455041;4455043;4455044;4455050;4455051;4455052;4459439;4459440;4459446;4459448;4459451;4459452;4459454;4459456;4459458;4459460;4459438;4459444;4459447;4459450;4459449;4459453;4459455;4455032;4459461;4459464;4454994;4454996;4454998;4455001;4455003;4455005;4455007;4455010;4455017;4455025;4455029;4455036;4455038;4455040;4455042;4455049;4459457;4459459;4455045,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2591543,Not Available,Ok,Not Available,1325,Not Available,Not Available,Not Available,2342.9,Not Available,376132.0,Not Available,Not Available,Not Available,Not Available,Not Available,Retail Store,No,0,Not Available,3230,Not Available,15804039.4,90.7,Not Available,100,Not Available,70030741.7,1008250001,Not Available,NEW YORK,Not Available,2016-03-28T10:11:52.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,15804038.8,105.0,Ok,111482461,Not Available,Not Available,Not Available,Not Available,Not Available,388669.0,Not Available,03/09/2016 01:03 PM EST,Not Available,True,Not Available,1015575,Not Available,Not Available,Office,0,Not Available,Not Available,Ok
3289113,0,Ok,No specific resident population,Not Available,Not Available,100,Not Available,383,Not Available,51456.0,Not Available,15.98,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,808449.5,99.2,Not Available,100,Not Available,6882949.7,1-01820-0061,Not Available,Manhattan,Not Available,2016-03-11T16:32:53.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,808449.5,110.0,Ok,5631400.8,Not Available,Not Available,Not Available,Not Available,Not Available,51456.0,Not Available,09/03/2014 11:24 PM EDT,Not Available,False,Not Available,1054938,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,18,Ok
2739884,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,1586.9,Not Available,116742.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,8449265.3,182.3,Not Available,100,0.34264,39631551.7,1-01375-0001,Not Available,New York,Not Available,2016-04-01T09:06:15.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,8449264.2,108.0,Ok,25738377.4,Not Available,Not Available,Not Available,Not Available,0.48826,116742.0,Not Available,03/31/2016 05:05 PM EDT,Not Available,True,Not Available,1081206,Not Available,Not Available,Hotel,Not Available,Not Available,Not Available,Ok
3433066,0,Ok,No specific resident population,Not Available,Not Available,90,Not Available,313,Not Available,65315.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,858552.7,82.9,Not Available,100,Not Available,7476751,2-03209-0060,Not Available,Bronx,Not Available,2016-03-14T11:52:25.000,BRONX,Not Available,Not Available,Not Available,Not Available,858552.6,207.0,Ok,8329651.6,Not Available,Not Available,Not Available,Not Available,Not Available,65315.0,Not Available,09/03/2014 11:25 PM EDT,Not Available,False,Not Available,2014565,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
3788344,90,Ok,No specific resident population,Not Available,Not Available,100,Not Available,216.7,Not Available,55250.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,634416,67.4,Not Available,100,Not Available,5235364.3,3-05664-0035,Not Available,Brooklyn,Not Available,2016-03-15T10:02:21.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,634416.2,312.0,Ok,7510951.4,Not Available,Not Available,Not Available,Not Available,Not Available,55250.0,Not Available,03/02/2016 10:09 AM EST,Not Available,True,Not Available,3138771,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
4734631,0,Ok,No specific resident population,Not Available,Not Available,100,Not Available,785,Not Available,68800.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,2029058.4,157.9,Not Available,100,Not Available,15365371.5,2-03225-0156,Not Available,Bronx,Not Available,2016-04-01T12:58:57.000,BRONX,Not Available,Not Available,Not Available,Not Available,2029058.4,207.0,Ok,8194225.8,Not Available,Not Available,Not Available,Not Available,Not Available,68800.0,Not Available,12/31/2015 10:25 AM EST,Not Available,False,Not Available,2014963,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2711401,90,Ok,Not Available,Not Available,Not Available,100,Not Available,337,Not Available,55142.0,Not Available,Not Available,Not Available,Not Available,Not Available,Parking,No,0,Not Available,Not Available,Not Available,1050586.5,104.4,Not Available,100,Not Available,8238924,4082760010,Not Available,Douglaston,Not Available,2016-03-24T15:51:31.000,QUEENS,Not Available,Not Available,Not Available,Not Available,1050586.7,411.0,Ok,7050065.8,Not Available,Not Available,Not Available,Not Available,Not Available,57422.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,4455827;4455828;4455829;4455830;4455831;4455832;4455833;4455834;4455835;4455836;4455837;4455838;4455839;4455840;4455841;4455842;4455843;4455844;4455845;4455846;4455847;4455848;4455789;4455790;4455791;4455792;4455793,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,80,Ok
3103486,0,Ok,No specific resident population,Not Available,Not Available,100,Not Available,596.8,Not Available,73644.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1756718.7,108.9,Not Available,100,Not Available,11866749.3,1-02098-0013,Not Available,New York,Not Available,2016-03-24T15:14:38.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,1756718.7,109.0,Ok,10030811.6,Not Available,Not Available,Not Available,Not Available,Not Available,73644.0,Not Available,09/03/2014 11:23 PM EDT,Not Available,True,Not Available,1062453,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2645118,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,1287.1,Not Available,120780.0,Not Available,21.55,4455,Not Available,Not Available,Supermarket/Grocery Store,No,0,Not Available,4455,Not Available,8249595,124.9,Not Available,100,0.61268,37013390.3,1011387503,Not Available,New York,Not Available,2016-03-18T15:24:24.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,8249594.4,107.0,Ok,23028631.2,Not Available,Not Available,6,Not Available,0.19871,142088.0,Not Available,09/03/2014 11:20 PM EDT,Not Available,False,Not Available,1028838,Not Available,Not Available,Hotel,Not Available,Not Available,Not Available,Ok
2740440,0,Ok,No specific resident population,Not Available,Not Available,100,Not Available,786.5,Not Available,121500.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1793404.9,85.4,Not Available,100,Not Available,14317522.9,2-05845-1863,Not Available,Bronx,Not Available,2016-03-22T10:39:03.000,BRONX,Not Available,Not Available,Not Available,Not Available,1793404.8,208.0,Ok,15436066.5,Not Available,Not Available,Not Available,Not Available,Not Available,121500.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,2084745,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
4370544,0,Ok,No specific resident population,Not Available,Not Available,100,Not Available,283,Not Available,58024.0,Not Available,46.31,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,977490.2,77.4,Not Available,100,Not Available,6732775.8,3-01327-0034,Not Available,Brooklyn,Not Available,2016-03-28T12:47:21.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,977490.2,309.0,Ok,7087490.4,Not Available,Not Available,Not Available,Not Available,Not Available,58024.0,Not Available,03/19/2015 03:21 PM EDT,Not Available,False,Not Available,3035244,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Ok
2590314,100,Ok,Not Available,Not Available,Not Available,100,Not Available,250.9,Not Available,62000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,169265.6,74.6,Not Available,100,Not Available,5212913.4,1021390537,Not Available,New York,Not Available,2016-03-09T16:37:49.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,169265.6,112.0,Ok,7506035.6,Not Available,Not Available,Not Available,Not Available,Not Available,62000.0,Not Available,03/02/2016 02:27 PM EST,Not Available,False,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Ok
3433052,0,Ok,No specific resident population,Not Available,Not Available,90,Not Available,389.5,Not Available,89199.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1136132.2,75.1,Not Available,100,Not Available,9404879.5,2-02844-0075,Not Available,Bronx,Not Available,2016-03-14T11:52:24.000,BRONX,Not Available,Not Available,Not Available,Not Available,1136132.3,204.0,Ok,11679613.9,No,Not Available,Not Available,Not Available,Not Available,89199.0,Not Available,09/03/2014 11:25 PM EDT,Not Available,False,Not Available,2008117,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2689111,100,Ok,No specific resident population,Not Available,Not Available,100,Not Available,916,Not Available,221313.0,Not Available,Not Available,Not Available,Not Available,Not Available,Other,No,0,Not Available,7873,Not Available,9364578.6,49.9,Not Available,100,Not Available,32158708.9,1-00069-0006,Not Available,New York,Not Available,2016-03-24T11:33:29.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,9364579.1,101.0,Ok,29721468.5,Not Available,Not Available,Not Available,Not Available,Not Available,247977.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,1087832,Not Available,Not Available,Multifamily Housing,0,Not Available,0,Ok
2795490,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,618.4,Not Available,31500.0,Not Available,33.42,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,5889651.1,264.6,Not Available,100,Not Available,21061733.8,1014700016,Not Available,New York,Not Available,2016-03-03T11:21:12.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,5889649.9,108.0,Ok,12278825.8,Not Available,Not Available,Not Available,Not Available,Not Available,31500.0,Not Available,04/28/2015 09:44 AM EDT,Not Available,True,Not Available,1045927,Not Available,Not Available,Other - Specialty Hospital,Not Available,Not Available,Not Available,Ok
2813906,0,Ok,Other dedicated housing,16,Not Available,100,Not Available,740.2,Not Available,127556.0,Not Available,138.73,Not Available,Not Available,Not Available,Office,No,0,Not Available,371,Not Available,3345841.3,87.7,Not Available,100,Not Available,19354426.8,2-02690-7502,Not Available,BRONX,Not Available,2016-04-01T09:43:20.000,BRONX,Not Available,Not Available,Not Available,Not Available,3345841.4,202.0,Ok,18188146.4,Not Available,Not Available,Not Available,Not Available,Not Available,139115.0,Not Available,04/17/2015 11:06 AM EDT,Not Available,False,Not Available,2113129,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Ok
2610560,60,Ok,Not Available,Not Available,Not Available,100,Not Available,16.7,Not Available,64800.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,201517.7,3.1,Not Available,100,Not Available,632765.5,3061000028,Not Available,Brooklyn,Not Available,2016-03-07T13:11:25.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,201517.7,310.0,Ok,9470967.4,Not Available,Not Available,Not Available,Not Available,Not Available,64800.0,Not Available,09/03/2014 11:20 PM EDT,Not Available,False,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2782132,Not Available,Ok,Not Available,3000,Not Available,Not Available,Not Available,3680.9,Not Available,639459.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,32930805.4,73.9,Not Available,100,Not Available,120611974.8,1009930029,Not Available,New York,Not Available,2016-03-03T11:20:09.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,32930805,105.0,Ok,193316657,Not Available,Not Available,Not Available,Not Available,Not Available,639459.0,Not Available,03/03/2016 10:56 AM EST,Not Available,False,Not Available,1022565,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Ok
1241684,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,993,Not Available,60713.0,Not Available,55546.63,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,8195811.7,232.1,Not Available,100,Not Available,31927449.5,4038860380,Not Available,Glendale,Not Available,2016-03-15T10:35:47.000,QUEENS,Not Available,Not Available,Not Available,Not Available,8195811.7,406.0,Ok,38430408.1,Not Available,Not Available,Not Available,Not Available,Not Available,60713.0,Not Available,03/15/2016 10:15 AM EDT,Not Available,False,Not Available,Not Available,Not Available,Not Available,Supermarket/Grocery Store,Not Available,Not Available,Not Available,Ok
4593574,Not Available,Ok,Not Available,520,Not Available,Not Available,Not Available,887.7,Not Available,163310.0,Not Available,Not Available,Not Available,Not Available,Not Available,Bank Branch,No,93.57344,Not Available,1444,Not Available,7952300.6,68.7,Not Available,95,Not Available,29212082,1010287502,Not Available,New York,Not Available,2016-03-01T11:44:55.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,7952301.9,105.0,Ok,44049108.9,Not Available,Not Available,0,Not Available,Not Available,169416.0,Not Available,10/30/2015 10:15 AM EDT,Not Available,True,Not Available,1024898,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Ok
2820889,0,Ok,Not Available,Not Available,Not Available,90,Not Available,389.1,Not Available,52000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,824432,113.5,Not Available,100,Not Available,7824756.8,1-02217-0007,Not Available,New York,Not Available,2016-03-23T11:11:47.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,824431.9,112.0,Ok,6689898.8,Not Available,Not Available,Not Available,Not Available,Not Available,52000.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,1064708,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
3112105,10,Ok,No specific resident population,Not Available,Not Available,100,Not Available,362.3,Not Available,93004.0,Not Available,53.85,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1065152.7,66.9,Not Available,100,Not Available,8760926.2,3-05424-0001,Not Available,Brooklyn,Not Available,2016-03-28T12:21:43.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,1065152.6,314.0,Ok,12954392.7,Not Available,Not Available,Not Available,Not Available,Not Available,93004.0,Not Available,04/22/2015 11:30 AM EDT,Not Available,True,Not Available,3127938;3327478;3391380;3127953,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2737433,100,Ok,Not Available,Not Available,Not Available,100,Not Available,363.7,Not Available,80000.0,Not Available,35.72,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1042742.7,78.3,Not Available,100,Not Available,8753819.5,2-05789-0059,Not Available,Bronx,Not Available,2016-03-22T10:39:01.000,BRONX,Not Available,Not Available,Not Available,Not Available,1042742.8,208.0,Ok,9394971.1,Not Available,Not Available,Not Available,Not Available,Not Available,80000.0,Not Available,03/27/2015 03:02 PM EDT,Not Available,True,Not Available,2084126,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2944866,100,Ok,No specific resident population,Not Available,Not Available,100,Not Available,499.5,Not Available,75000.0,1560,Not Available,Not Available,Not Available,Not Available,Restaurant,No,0,Not Available,1100,Not Available,2329045.9,103.5,Not Available,100,Not Available,13369610,1-01628-0037,Not Available,New York,Not Available,2016-03-14T10:14:40.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,2329045.8,111.0,Ok,10004140.7,Not Available,Not Available,Not Available,Not Available,Not Available,78200.0,Not Available,09/03/2014 11:22 PM EDT,Not Available,False,Not Available,1087540;1813092;1813088;1802805,Not Available,Not Available,Multifamily Housing,0,Not Available,32,Ok
4022595,0,Ok,No specific resident population,0,Not Available,100,Not Available,545,Not Available,53400.0,Not Available,9.69,Not Available,Not Available,Not Available,Retail Store,No,0,Not Available,1100,Not Available,840512.1,131.7,Not Available,100,Not Available,9286073.5,2-02765-0140,Not Available,Bronx,Not Available,2016-03-11T16:32:55.000,BRONX,Not Available,Not Available,Not Available,Not Available,840512.1,202.0,Ok,7176883.6,Not Available,Not Available,Not Available,Not Available,Not Available,56100.0,Not Available,03/02/2016 05:09 PM EST,Not Available,False,Not Available,2006612,Not Available,Not Available,Multifamily Housing,1,Not Available,40,Ok
2790315,0,Ok,Not Available,Not Available,Not Available,100,Not Available,3739.9,Not Available,459402.0,8734,46.23,Not Available,Not Available,Not Available,Retail Store,No,0,Not Available,41000,Not Available,35130634.4,92.6,Not Available,100,Not Available,126647151.2,1-00824-0011,Not Available,New York,Not Available,2016-03-23T12:28:19.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,35130647.3,105.0,Ok,72917636,Not Available,Not Available,20,Not Available,Not Available,588356.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,1086050,Not Available,Not Available,Multifamily Housing,0,Not Available,0,Ok
2678570,0,Ok,No specific resident population,Not Available,Not Available,100,Not Available,493.7,Not Available,107627.0,Not Available,38.43,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1592594.7,78.1,Not Available,100,Not Available,12150109.8,2-05802-1294,Not Available,Bronx,Not Available,2016-03-22T10:38:58.000,BRONX,Not Available,Not Available,Not Available,Not Available,1592594.8,208.0,Ok,15227002.3,Not Available,Not Available,Not Available,Not Available,Not Available,107627.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,2084217,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
3114887,0,Ok,No specific resident population,Not Available,Not Available,90,Not Available,297.6,Not Available,62502.0,Not Available,114.75,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,717441.6,83.2,Not Available,100,Not Available,6959302.5,3012910008,Not Available,Brooklyn,Not Available,2016-03-28T15:52:24.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,717441.6,309.0,Ok,7953107.5,Not Available,Not Available,Not Available,Not Available,Not Available,62502.0,Not Available,03/27/2016 12:15 PM EDT,Not Available,True,Not Available,3033909,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,6,Ok
3128667,0,Ok,No specific resident population,2.3,Not Available,100,Not Available,495.7,Not Available,92925.0,Not Available,42.92,Not Available,Not Available,Not Available,Office,No,0,Not Available,Not Available,Not Available,1616122.8,89.7,Not Available,100,Not Available,12225217.3,1-01512-0025,Not Available,New York,Not Available,2016-03-31T10:50:42.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,1616123,108.0,Ok,12015842.9,No,Not Available,Not Available,Not Available,Not Available,93925.0,Not Available,04/22/2015 11:29 AM EDT,Not Available,False,Not Available,1047650,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2560563,10,Ok,Not Available,Not Available,Not Available,100,Not Available,677.7,Not Available,123646.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,3526233.8,87.2,Not Available,100,Not Available,18687690.9,1006410017,Not Available,NEW YORK,Not Available,2016-03-30T16:47:07.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,3526234.6,102.0,Ok,17182245.8,Not Available,Not Available,Not Available,Not Available,Not Available,123646.0,Not Available,04/27/2015 03:50 PM EDT,Not Available,True,Not Available,1084803,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,1,Ok
3112128,0,Ok,No specific resident population,Not Available,Not Available,100,Not Available,331.7,Not Available,58430.0,Not Available,53.13,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1094129.8,96.4,Not Available,100,Not Available,8198373.7,1-01823-7501,Not Available,New York,Not Available,2016-03-28T15:12:29.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,1094129.8,110.0,Ok,8683298.5,Not Available,Not Available,Not Available,Not Available,Not Available,58430.0,Not Available,04/22/2015 11:30 AM EDT,Not Available,True,Not Available,1055030,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
4037236,90,Ok,No specific resident population,Not Available,Not Available,90,Not Available,63.1,Not Available,57772.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,751287.9,13.3,Not Available,100,Not Available,2375251.7,3-05873-0084,Not Available,Brooklyn,Not Available,2016-03-30T11:49:34.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,751288.1,310.0,Ok,5722292.8,Not Available,Not Available,Not Available,Not Available,Not Available,57772.0,Not Available,04/22/2015 11:29 AM EDT,Not Available,True,Not Available,3145771,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,32,Ok
3072410,0,Ok,No specific resident population,Not Available,Not Available,90,Not Available,645.4,Not Available,127950.0,Not Available,91.4,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,2106305.1,80.2,Not Available,100,Not Available,15106212.3,3014190006,Not Available,Brooklyn,Not Available,2016-03-27T12:55:44.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,2106305.2,309.0,Ok,18297451.7,Not Available,Not Available,Not Available,Not Available,Not Available,127950.0,Not Available,04/19/2015 10:33 AM EDT,Not Available,True,Not Available,3038261,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
4442421,80,Ok,No specific resident population,Not Available,Not Available,100,Not Available,289.4,Not Available,35000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,111.4,Not Available,100,Not Available,3938474.5,4-06792-0600,Not Available,Flushing,Not Available,2016-03-09T09:42:35.000,QUEENS,Not Available,Not Available,Not Available,Not Available,Not Available,408.0,Ok,5243799.7,Not Available,Not Available,Not Available,Not Available,Not Available,35000.0,Not Available,06/05/2015 02:22 PM EDT,Not Available,False,Not Available,4455438,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,13,Ok
2676435,100,Ok,No specific resident population,Not Available,Not Available,100,Not Available,3913.1,Not Available,346253.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,28356657.7,152,Not Available,95,Not Available,117655318.8,1-00031-7501,Not Available,New York,Not Available,2016-04-01T14:46:54.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,28356657,101.0,Ok,51786789.2,Not Available,Not Available,Not Available,Not Available,Not Available,346253.0,Not Available,02/03/2016 11:13 AM EST,Not Available,False,Not Available,1085950,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,349,Ok
3093074,0,Ok,No specific resident population,Not Available,Not Available,100,Not Available,398.2,Not Available,76670.0,Not Available,42.02,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,800079.9,91.9,Not Available,100,Not Available,9072821.1,3-05058-0044,Not Available,Brooklyn,Not Available,2016-03-03T09:30:51.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,800079.9,314.0,Ok,9643059.3,Not Available,Not Available,Not Available,Not Available,Not Available,76670.0,Not Available,09/03/2014 11:23 PM EDT,Not Available,False,Not Available,3116088,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2694101,80,Ok,No specific resident population,Not Available,Not Available,100,Not Available,329.9,Not Available,72756.0,Not Available,40.93,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1267958.2,75.6,Not Available,100,Not Available,8425132.9,3011640064,Not Available,Brooklyn,Not Available,2016-03-22T22:54:46.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,1267958.1,308.0,Ok,10363206.5,Not Available,Not Available,Not Available,Not Available,Not Available,72756.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,3029061,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2901984,100,Ok,Not Available,Not Available,Not Available,100,Not Available,256.7,Not Available,42240.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,628881.8,80.5,Not Available,100,Not Available,4776546.8,1-01444-0036,Not Available,New York,Not Available,2016-03-24T14:11:50.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,628881.7,108.0,Ok,5629177.6,Not Available,Not Available,Not Available,Not Available,Not Available,42240.0,Not Available,04/20/2015 02:29 PM EDT,Not Available,True,Not Available,1078379;1078380;1078381;1078382,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
3070163,0,Ok,No specific resident population,Not Available,Not Available,90,Not Available,357.8,Not Available,75043.0,Not Available,0,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1082335.5,78.4,Not Available,100,Not Available,8417509.5,3050820072,Not Available,Brooklyn,Not Available,2016-03-27T12:55:41.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,1082335.4,314.0,Ok,10439929,No,Not Available,Not Available,Not Available,Not Available,75043.0,Not Available,04/15/2015 12:45 AM EDT,Not Available,True,Not Available,3116595,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
