wpaa_id,a_playgrnd,f_shade,a_basketct,a_otherrec,a_boating,f_pier,the_geom,hours_open,cpc_approv,f_promenad,shore_area,a_splash,f_edu_intp,zap_link,f_seatlawn,a_fishing,chair_cert
4100004,0,0,0,0,0,0,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.83976007083959, 40.661039686884415], [-73.83974898592606, 40.66098500550377], [-73.83975688507219, 40.660965369909185], [-73.83976923345399, 40.66096026316377], [-73.83975993100292, 40.660919202798745], [-73.83985886307308, 40.66090458558658], [-73.83988632395054, 40.661012365376415], [-73.84006324303279, 40.66098622452563], [-73.84020112271632, 40.661542793002354], [-73.84025858840369, 40.66177475255311], [-73.83997313850658, 40.661815146553785], [-73.83996691395483, 40.66178394846018], [-73.83995581732238, 40.66173353644323], [-73.83994024441023, 40.661678849742], [-73.83992908955574, 40.66165320908499], [-73.83992131044963, 40.66162330286908], [-73.83991404368622, 40.66158341782705], [-73.83991134753302, 40.66156862216901], [-73.83990138636125, 40.661512235889354], [-73.83989254743912, 40.66145584666786], [-73.83986907989568, 40.661419941873326], [-73.83984902061738, 40.661365246210586], [-73.8398255921046, 40.66131310962673], [-73.83980777290772, 40.6612592743682], [-73.83979668705527, 40.6612054448822], [-73.8397811167641, 40.66115075725887], [-73.83977003149825, 40.661095223090086], [-73.83976007083959, 40.661039686884415]]]]}",Dawn to Dusk,,0,4329.0,0,0,https://zap.planning.nyc.gov/projects/P1994Q0516,0,0,1995-07-19T00:00:00.000
3130005,0,0,0,1,0,0,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00150694673553, 40.572982087273296], [-74.00135898342226, 40.572228275297206], [-74.0015047292023, 40.57226246549964], [-74.00188927637937, 40.57235267437436], [-74.0020338973863, 40.573089427982374], [-74.00165177414658, 40.573011589168125], [-74.00150694673553, 40.572982087273296]]]]}",,,0,0.0,0,0,,0,0,2011-08-10T00:00:00.000
3010014,0,0,0,0,0,0,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95951186776047, 40.73577958021494], [-73.96025263622582, 40.7366069339928], [-73.95973338921277, 40.737128999465554], [-73.95917563496998, 40.737522124138394], [-73.95823499446465, 40.73648377609327], [-73.95853175965021, 40.73632418728452], [-73.95951186776047, 40.73577958021494]]]]}","Dawn to Dusk or
business
closing,
whichever is
later",2013-11-06T00:00:00.000,1,30982.0,0,0,https://zap.planning.nyc.gov/projects/P2012K0231,0,0,
2010003,0,0,0,0,0,0,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93112067111488, 40.81669468128709], [-73.93115371525514, 40.81641800079458], [-73.93125014600827, 40.81610309507076], [-73.9312765460515, 40.81523164927036], [-73.93225936785682, 40.815245079184955], [-73.93223424817596, 40.8161323972147], [-73.93225147010946, 40.81643300046169], [-73.93224679348296, 40.816711910459304], [-73.93112067111488, 40.81669468128709]]], [[[-73.93112067111488, 40.81669468128709], [-73.93214578024995, 40.81671681639819], [-73.93214748036844, 40.81733255921184], [-73.93112925689555, 40.81723803458669], [-73.93112067111488, 40.81669468128709]]], [[[-73.93214748036844, 40.81733255921184], [-73.93224957979847, 40.81733976289167], [-73.9322383480689, 40.81738379689396], [-73.93214758337395, 40.81736987406358], [-73.93214748036844, 40.81733255921184]]], [[[-73.9321604535667, 40.81812550745878], [-73.93216124287571, 40.81809422286328], [-73.9320453167709, 40.81808004741696], [-73.93211302329294, 40.81779647942626], [-73.9322383480689, 40.81738379689396], [-73.93213330979027, 40.81780007354506], [-73.93207927828007, 40.81804538389221], [-73.93216340582758, 40.81805377111775], [-73.9322353184133, 40.81809737313576], [-73.9322369273802, 40.81812599186968], [-73.9321604535667, 40.81812550745878]]], [[[-73.9321604535667, 40.81812550745878], [-73.93221010976316, 40.818837935849], [-73.93214114305816, 40.81883973139427], [-73.9321629476862, 40.81932298495043], [-73.930501680326, 40.819163832388966], [-73.9304613223317, 40.81903761155309], [-73.93081409242235, 40.81811697309153], [-73.9321604535667, 40.81812550745878]]]]}",,,0,0.0,0,0,https://zap.planning.nyc.gov/projects/2020X0392,0,0,2021-06-28T00:00:00.000
5030009,0,0,0,0,0,0,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.19671932622093, 40.513058083523546], [-74.19616973538896, 40.51298168838191], [-74.19565375267767, 40.51290996831617], [-74.19549768171451, 40.512888270309766], [-74.19512354012696, 40.51283862133227], [-74.19499620360568, 40.51282171864738], [-74.19446280384444, 40.512740864419065], [-74.19403027681342, 40.51269709219928], [-74.19392418403325, 40.512686357069455], [-74.19371563373201, 40.51266524959792], [-74.193406227163, 40.51261416736863], [-74.1933822871318, 40.51257793431412], [-74.19324422890445, 40.512459493054344], [-74.19311674925513, 40.51235095858287], [-74.19281037610898, 40.512090115229164], [-74.1928117462111, 40.512088972855004], [-74.19284749581942, 40.512061566361886], [-74.19295134849615, 40.511985395088786], [-74.19297166735608, 40.51196861284872], [-74.19298143952248, 40.51196054206706], [-74.19300496233348, 40.51194027568184], [-74.19300825546712, 40.511937434371234], [-74.19301697391145, 40.511929339243146], [-74.19308748142606, 40.51186382587256], [-74.19311817858916, 40.511833994559034], [-74.19314553880889, 40.51180736483805], [-74.19319574460928, 40.51175603561], [-74.19323926060426, 40.51170641962742], [-74.19351028933026, 40.511387355037556], [-74.19378019211314, 40.51106743619245], [-74.19379691977645, 40.51104605635208], [-74.19381474661242, 40.511021261639584], [-74.19386376400209, 40.51094173398543], [-74.19394732815785, 40.51081347422023], [-74.19396848028869, 40.51077585029864], [-74.19398739940233, 40.510741652166246], [-74.19399455838783, 40.51072685244169], [-74.19399483020628, 40.51072619369389], [-74.19399796298808, 40.51071813945001], [-74.19399850580577, 40.510710033751046], [-74.19399618772091, 40.51070405814174], [-74.19397717278169, 40.51068529619394], [-74.1939764745616, 40.51068457334688], [-74.1939416700098, 40.5106485154593], [-74.19394598620009, 40.51063964693783], [-74.19395561929208, 40.51063458228031], [-74.19395630521977, 40.51063432176814], [-74.19399003387497, 40.510622852329895], [-74.19399488542514, 40.51062120246084], [-74.19400561425658, 40.51061642321647], [-74.19400608986524, 40.51061605859787], [-74.19400706415324, 40.51061555445448], [-74.1940150027708, 40.51060920939926], [-74.19401598210993, 40.51060800643498], [-74.19402054715533, 40.51060236139192], [-74.19402811216915, 40.51058924857431], [-74.19403728063305, 40.5105732945707], [-74.19403906778403, 40.510571141981], [-74.19404460441359, 40.5105644695892], [-74.19404522534174, 40.510563766124974], [-74.19405799962246, 40.5105523356954], [-74.1940584797643, 40.5105519071312], [-74.19407076326912, 40.51054334031896], [-74.19407297564986, 40.510542165887195], [-74.19408528629658, 40.51053563422816], [-74.19410093252193, 40.51052791723067], [-74.19413335079746, 40.51051419233431], [-74.19422054756551, 40.51048330066821], [-74.1942451414423, 40.510473001994505], [-74.19426636907232, 40.51046186251417], [-74.19439371999029, 40.51038306651861], [-74.1944607813559, 40.51034056130076], [-74.19456127841545, 40.510276854891295], [-74.19464622733936, 40.51022134438391], [-74.19483383017416, 40.5100987339038], [-74.19493436876532, 40.51003535488828], [-74.1950337999389, 40.50997624618447], [-74.19509447962588, 40.50994094938543], [-74.1951309907579, 40.50991968880629], [-74.19522707431281, 40.509867440470316], [-74.19527067221895, 40.509845998491286], [-74.19531203015723, 40.5098279940337], [-74.19532311969043, 40.509823984006005], [-74.19535226425624, 40.50981341979699], [-74.1953794060064, 40.509805882073906], [-74.19539252710015, 40.50980222789294], [-74.19540594377214, 40.50979918827015], [-74.19544173798486, 40.50979105135524], [-74.19549206642054, 40.50978157309599], [-74.19552658596193, 40.50977612010825], [-74.19554126717155, 40.50977380054137], [-74.19555123215939, 40.50977257234787], [-74.19559050830142, 40.50976773530426], [-74.19565987511645, 40.50976078203297], [-74.19573371854626, 40.509755532094665], [-74.19573690360603, 40.50975534655628], [-74.19581092703382, 40.50975113187238], [-74.19589484883998, 40.50974672013944], [-74.19592395135854, 40.5097492279702], [-74.19599894449813, 40.50975423295081], [-74.19605256179499, 40.50975988676124], [-74.19605253359485, 40.50975992643279], [-74.19607056026275, 40.509761833580676], [-74.19614116527967, 40.50977277776523], [-74.1962139477819, 40.50978715371083], [-74.19628449428541, 40.50980668357348], [-74.196313987127, 40.509815937418935], [-74.19635504966908, 40.509828821316475], [-74.19639713491772, 40.50984081912748], [-74.19642336740728, 40.50984831528363], [-74.19649392496164, 40.50986955510783], [-74.19656003761233, 40.509895062014884], [-74.19662725318707, 40.509918864990034], [-74.19669222340013, 40.50994181716975], [-74.19670489249528, 40.509947764178364], [-74.19675391011688, 40.509970783287265], [-74.19681324590042, 40.510003115086825], [-74.19682034832574, 40.51000701571564], [-74.19682560606101, 40.51000991991781], [-74.19688950957477, 40.51005081149979], [-74.1970666739098, 40.510165820472494], [-74.19720714588703, 40.51026028266549], [-74.19726180055133, 40.51029704658747], [-74.19729269835626, 40.5103180902251], [-74.19737056430492, 40.510371150731096], [-74.19751948756762, 40.510474875281794], [-74.19761280298093, 40.51053988700125], [-74.19785687964541, 40.51071011897629], [-74.19771397520596, 40.510866991063594], [-74.1975523642758, 40.5110609727473], [-74.19745814525623, 40.51121117691311], [-74.19733965820974, 40.511514546369334], [-74.19701999220452, 40.51244343072531], [-74.19697960193744, 40.512560796045555], [-74.19693879372818, 40.5125427365815], [-74.19687949538852, 40.51261525903703], [-74.19671932622093, 40.513058083523546]]]]}",6:00 am- 10:00 pm between April 15 and October 31 and 7:00 am - 8:00 pm between November 1- April 14,1989-11-29T00:00:00.000,0,0.0,0,0,https://zap.planning.nyc.gov/projects/P2007R0193,0,0,
4070001,0,0,0,0,0,1,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.84796136595305, 40.79573701764867], [-73.84796270335394, 40.795740813224015], [-73.84791720862106, 40.79575884427367], [-73.847813742463, 40.795789459824675], [-73.84763157223644, 40.795831074449346], [-73.84745165500141, 40.79586670343544], [-73.84729196812918, 40.79590578985395], [-73.84711993413849, 40.79593972681905], [-73.8469389123243, 40.79597108516465], [-73.84676464234613, 40.795998192831966], [-73.84660271523099, 40.796032142461186], [-73.84650934558998, 40.796067038652865], [-73.84637204305407, 40.79614628893671], [-73.84631580072488, 40.79616927579499], [-73.84623937903791, 40.796166607447574], [-73.84611365064306, 40.796098109636716], [-73.84603398434844, 40.79604334283166], [-73.84596772355599, 40.79602274989359], [-73.84587892343568, 40.796018416847474], [-73.8458778215837, 40.79601836134412], [-73.84569794842655, 40.79603434772315], [-73.84561477876238, 40.79603423635603], [-73.84558559821349, 40.79601711476161], [-73.8455890426007, 40.795988078214265], [-73.8456207260424, 40.79589672879292], [-73.84560958812658, 40.79585059020587], [-73.84557033600217, 40.79581295970986], [-73.84551086929662, 40.795770169251604], [-73.8454302269629, 40.79565133906304], [-73.84536863810655, 40.79555302978541], [-73.84527896909776, 40.79544869445084], [-73.84519590541083, 40.795403323731385], [-73.84505783088179, 40.79533053079425], [-73.84497816647787, 40.795270630395876], [-73.84494460305528, 40.79520737906748], [-73.84488300336696, 40.79511420236466], [-73.8448661700509, 40.79510221204782], [-73.84479432605242, 40.79506282645913], [-73.84475982313725, 40.79503672849252], [-73.8446608210485, 40.79496186250844], [-73.844592368252, 40.79491650203423], [-73.84450701850251, 40.79488649028306], [-73.8443778072641, 40.79487521271956], [-73.8442170712745, 40.7948818303946], [-73.84407209075982, 40.794879923403094], [-73.8438990242483, 40.79487456529563], [-73.8437922347603, 40.794882110901895], [-73.84372590380727, 40.79488714484155], [-73.84354039046774, 40.79491934723979], [-73.84353920474038, 40.79491969682579], [-73.84342567085012, 40.79495335648069], [-73.84333108495058, 40.79502668184791], [-73.84332402367446, 40.795069147996074], [-73.84334225183139, 40.79516199824696], [-73.84335645667119, 40.7952389860988], [-73.84336366488048, 40.795345077646196], [-73.84335026619215, 40.795473351150115], [-73.84331873836659, 40.79549986047758], [-73.84329961165706, 40.795505813804816], [-73.84323160899152, 40.79547475579922], [-73.84317833836644, 40.79543266234386], [-73.84314855529558, 40.79538800378227], [-73.84310888785751, 40.79526233887301], [-73.84304136917574, 40.79521461043191], [-73.84289546042507, 40.795182474470934], [-73.842860635691, 40.795198629719195], [-73.84285875606045, 40.795200791061326], [-73.8426348507798, 40.79478014867694], [-73.84231928984269, 40.79418678406646], [-73.84234246094972, 40.794189562292225], [-73.84238720484603, 40.79419507782253], [-73.84290028463518, 40.79434677706497], [-73.84310098821031, 40.79435279204244], [-73.84355344548186, 40.7943663508643], [-73.84402459691397, 40.794380469007066], [-73.84462805193549, 40.79439854755027], [-73.84524412976592, 40.79441569975883], [-73.84629052373822, 40.79444963956029], [-73.84634108281791, 40.79444985105327], [-73.84660681383149, 40.7944575557925], [-73.84659907530488, 40.79285575333146], [-73.84671776748436, 40.79285922328495], [-73.84697072946824, 40.793126939036036], [-73.84717761439603, 40.793348868370636], [-73.84741212107623, 40.79389148624199], [-73.84800510534208, 40.795263525187174], [-73.84817438908571, 40.79565520515367], [-73.84796136595305, 40.79573701764867]]], [[[-73.84635215695738, 40.794288094350335], [-73.8431355109806, 40.794201075725326], [-73.84289163658154, 40.79419443465507], [-73.8426963311257, 40.79418321998015], [-73.8426654695997, 40.79413049762245], [-73.84340427978195, 40.79359478775834], [-73.84361542048009, 40.79344168749929], [-73.84373433829202, 40.79337465336061], [-73.84457174184085, 40.79292231376936], [-73.84465022586463, 40.7928854999144], [-73.84474872119884, 40.79284659048013], [-73.844832415714, 40.79282111993388], [-73.84488782888707, 40.7928092367598], [-73.84496140308114, 40.79279812630628], [-73.84502072307268, 40.79279219973853], [-73.84505903877798, 40.79278887257007], [-73.84542280546289, 40.79280042366368], [-73.84548582354466, 40.79280412907857], [-73.84553095288206, 40.7928056249688], [-73.84575619440693, 40.792813090105], [-73.84635546200984, 40.792832948722925], [-73.84635372123272, 40.79387009719723], [-73.84635215695738, 40.794288094350335]]]]}",Dawn to Dusk,,1,0.0,0,0,https://zap.planning.nyc.gov/projects/2021K0236,1,0,2006-09-13T00:00:00.000
4070002,0,0,0,0,0,0,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.81061204690293, 40.79722660368352], [-73.81059856351045, 40.79722572605243], [-73.81058057964393, 40.79722569650072], [-73.81056036003197, 40.797222247668955], [-73.81054237741616, 40.79722136263678], [-73.81052552167554, 40.7972204812551], [-73.81050642296297, 40.797217887931986], [-73.81048732675023, 40.79721358455715], [-73.81047384822035, 40.79721100046878], [-73.81045437834881, 40.797208503780965], [-73.81043565323968, 40.79720495923021], [-73.8104179464264, 40.79720334612632], [-73.81033955715657, 40.79718763579042], [-73.81032266397483, 40.79718534323136], [-73.81030055196773, 40.79718025232687], [-73.81028266010472, 40.79717621744862], [-73.81027276753726, 40.79717394450885], [-73.81025254559734, 40.79717049201717], [-73.81023569230693, 40.797168756921565], [-73.81021883901998, 40.79716702092296], [-73.81019861707728, 40.79716357112334], [-73.81017952333427, 40.79715841402588], [-73.81015930870474, 40.79715240140363], [-73.81015665709268, 40.79715146591772], [-73.81014471181537, 40.79714725260698], [-73.81012787802807, 40.797138682719876], [-73.81010879640543, 40.797130111828714], [-73.81009195413097, 40.797124104750154], [-73.81007735725306, 40.79711895594495], [-73.81006387757841, 40.79711637000564], [-73.81004590835977, 40.79711121744049], [-73.8100301881651, 40.79710606677812], [-73.81001221527184, 40.797102618851326], [-73.80999760865343, 40.79710088652337], [-73.80998076033025, 40.79709658947127], [-73.80996279837754, 40.79708972595184], [-73.80994932484496, 40.79708457718142], [-73.80993585004927, 40.79708028658542], [-73.80992125194297, 40.797075990533436], [-73.80990103366608, 40.79707168701194], [-73.80988980064768, 40.79706910655844], [-73.80987069712697, 40.797068220473086], [-73.80985721014794, 40.797068198225865], [-73.80983811157637, 40.797064750215995], [-73.80982126202393, 40.797061305013095], [-73.80980441365297, 40.797057861610696], [-73.80978306969449, 40.79705355711152], [-73.80976509438861, 40.79705096281778], [-73.80974374792518, 40.797048365658384], [-73.80973027071776, 40.79704492600844], [-73.80971342361097, 40.7970406289192], [-73.80969882189983, 40.79703718740917], [-73.80968534232716, 40.79703374775004], [-73.809668496411, 40.797029450656176], [-73.80965389463104, 40.797026863716475], [-73.80963703658414, 40.79702598130046], [-73.8096201809024, 40.79702510068687], [-73.80960220071961, 40.797024216412396], [-73.80958647080999, 40.797022481276315], [-73.80956512932417, 40.797017321264185], [-73.80954715158396, 40.79701558420997], [-73.8095184951519, 40.79701425364293], [-73.80949434296396, 40.79700951581065], [-73.80947299896245, 40.79700606673056], [-73.80945390043638, 40.797002615955456], [-73.8094370520967, 40.79699917339981], [-73.80941795475424, 40.796995724421755], [-73.80939436538333, 40.796991416137864], [-73.80936965277941, 40.7969862487139], [-73.80934606223, 40.79698194041816], [-73.80932808577556, 40.79697934605426], [-73.8093123607692, 40.79697590533859], [-73.80928989600653, 40.79697074071562], [-73.80927304776196, 40.796966443559946], [-73.8092550797615, 40.796962141847374], [-73.80924384923023, 40.796958708559764], [-73.80922813158264, 40.79695270321576], [-73.80921017219035, 40.79694498680783], [-73.80919445581611, 40.7969381259847], [-73.80917874062229, 40.79693126786287], [-73.80915965437187, 40.796923547780516], [-73.8091405693057, 40.79691582949795], [-73.80913271357028, 40.79691154631075], [-73.80911587751461, 40.79690383354917], [-73.80909791452333, 40.7968969680918], [-73.80908669255109, 40.796890970174], [-73.80907097492849, 40.79688496660951], [-73.80905300949048, 40.79687895751822], [-73.80903390983251, 40.796875508472546], [-73.80901931056005, 40.79687206778076], [-73.80900358931636, 40.796866916976235], [-73.80898562752638, 40.796860053304286], [-73.80897440192814, 40.79685491174666], [-73.80895868314956, 40.7968489045629], [-73.80894296919122, 40.7968420446098], [-73.80892500630702, 40.79683432815138], [-73.80891040957769, 40.79682918099916], [-73.80889132330172, 40.796822316348745], [-73.8088756032698, 40.79681716372772], [-73.80886100409953, 40.79681286934032], [-73.808840788425, 40.79680771106055], [-73.80882394025326, 40.79680341293868], [-73.8088070944562, 40.79679911391774], [-73.80879361616276, 40.79679567415619], [-73.80878350393246, 40.79679565738134], [-73.80876887296004, 40.79680161244058], [-73.80875763622602, 40.79680159379784], [-73.80874527143432, 40.79680157328227], [-73.80872953795419, 40.796800694400325], [-73.80871381421363, 40.79679725090337], [-73.80869922242553, 40.79679039277918], [-73.80868351104456, 40.79678182544349], [-73.8086677873972, 40.796777527364206], [-73.80864757047172, 40.79677322542557], [-73.80863297251848, 40.796768928309746], [-73.80861387654534, 40.796764628226235], [-73.80860151658744, 40.7967637531271], [-73.80858241325377, 40.79676201405316], [-73.8085689324396, 40.79676028161248], [-73.80854981801457, 40.79676281179365], [-73.80853407226193, 40.796766203944536], [-73.80851720684369, 40.79676873605505], [-73.80850146718433, 40.79677042086026], [-73.80847787185813, 40.79676781882939], [-73.80845877462916, 40.79676437059277], [-73.8084475404522, 40.79676264187116], [-73.8084284359405, 40.796760901869256], [-73.80841158279875, 40.796759167407316], [-73.80839697866985, 40.79675743397988], [-73.80838011824795, 40.796757405952086], [-73.80836214553163, 40.79675395866831], [-73.8083464243641, 40.79674880867454], [-73.80833294975007, 40.79674451428897], [-73.80831722858703, 40.7967393642912], [-73.80829589457949, 40.796732495804065], [-73.80827792679142, 40.79672734116393], [-73.80825545726475, 40.79672388728437], [-73.80824810203042, 40.79672317535885], [-73.80843224785414, 40.79536008207851], [-73.80910458825876, 40.7954130538515], [-73.80999510316576, 40.795483210133625], [-73.80998321814548, 40.795345079658915], [-73.81035838504528, 40.79533032775966], [-73.81044258379096, 40.79532701733764], [-73.81047550057053, 40.795709556050845], [-73.8100194215599, 40.7957658439253], [-73.81028350810672, 40.79635310982794], [-73.81026142052256, 40.796492123554515], [-73.810244756445, 40.796597000076275], [-73.8102283517296, 40.79670024441131], [-73.810342314561, 40.79670391602248], [-73.81033765012492, 40.79653607283009], [-73.81037315122607, 40.79639198972079], [-73.81058620556239, 40.79635830646208], [-73.81059960984872, 40.79636526955615], [-73.81158119011653, 40.796137488957406], [-73.81167189786504, 40.796116438485086], [-73.81180263852397, 40.796086098898954], [-73.81183488829836, 40.796207390608565], [-73.8117912245024, 40.796461491347344], [-73.81175585033841, 40.796667354915385], [-73.81171979407058, 40.79687718136054], [-73.81168173763243, 40.79709864980748], [-73.81164331229179, 40.7973222581241], [-73.81163042946734, 40.79739723534939], [-73.81162874900551, 40.79739311911175], [-73.81160969977957, 40.797372588060284], [-73.81149738402405, 40.79734421963843], [-73.81146174872028, 40.79733930855328], [-73.81142210867168, 40.79733384520131], [-73.81141311973703, 40.79733297591896], [-73.8113951430996, 40.797330384579055], [-73.81137676089939, 40.79732706676836], [-73.81137604792544, 40.79732693773044], [-73.81136032155383, 40.79732349459088], [-73.81134684054602, 40.79732176517673], [-73.81132661731802, 40.79731831377216], [-73.81130976880675, 40.79731486968941], [-73.81129404001635, 40.797312282013394], [-73.81127831360224, 40.79730969253814], [-73.81125921127483, 40.797307101134955], [-73.8112378682816, 40.79730364878177], [-73.81121764382627, 40.79730105193207], [-73.81119629603845, 40.79729845594036], [-73.81117157951496, 40.79729499894958], [-73.81114798271611, 40.79729239656313], [-73.81112214168364, 40.7972889386198], [-73.81109742274515, 40.797286335284724], [-73.8110536014434, 40.797281994182555], [-73.81103787267591, 40.79727940467057], [-73.81102214385095, 40.797277670632944], [-73.81100866168138, 40.79727593937627], [-73.81098394517088, 40.797272484146234], [-73.81096035442586, 40.79726817257908], [-73.81093788338738, 40.79726472102174], [-73.81091878346626, 40.79726212596405], [-73.81090530248488, 40.79726039559773], [-73.81088620256111, 40.79725780233561], [-73.81086934804716, 40.79725606733072], [-73.81084799911265, 40.797253467670565], [-73.81083114578568, 40.79725173266204], [-73.81081541697014, 40.79724999949664], [-73.81079968578803, 40.79724826542473], [-73.8107783344322, 40.797246519423254], [-73.8107637289396, 40.79724478989588], [-73.81074800137196, 40.79724220214726], [-73.8107289002199, 40.79724046163212], [-73.81070418013492, 40.79723785640972], [-73.81068620473313, 40.7972352658617], [-73.81065980087533, 40.79723223192705], [-73.81063227250723, 40.79722919703945], [-73.81061204690293, 40.79722660368352]]], [[[-73.81056055052738, 40.79544975968701], [-73.81075034901805, 40.79544607054035], [-73.81101086543615, 40.79551257321138], [-73.81144864478136, 40.79562432475626], [-73.81167443751154, 40.79568196220824], [-73.81168862114458, 40.79596089241344], [-73.8106557846259, 40.796210467433475], [-73.81043844223169, 40.79626298316712], [-73.8102472117198, 40.795841216546066], [-73.81057366720374, 40.79580675460216], [-73.81056055052738, 40.79544975968701]]]]}",Dawn to Dusk,2008-10-29T00:00:00.000,0,0.0,0,0,https://zap.planning.nyc.gov/projects/P2008Q0162,0,0,
3060004,0,0,0,0,1,0,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98967127466985, 40.677072888442176], [-73.98982319145043, 40.6768932484006], [-73.99028682888202, 40.6771151329671], [-73.99062878014088, 40.677278780336636], [-73.99124735403096, 40.677574804800365], [-73.99087925799408, 40.67801029658312], [-73.98942054997572, 40.677369367314974], [-73.9895600841377, 40.67720436975674], [-73.98967127466985, 40.677072888442176]]], [[[-73.98934186966905, 40.67812073952649], [-73.98939944790364, 40.67752970740531], [-73.98944023691976, 40.67754759987897], [-73.99078690648994, 40.67813834239547], [-73.99060324798756, 40.67835285081799], [-73.99001078582982, 40.67811704800125], [-73.9898354819758, 40.67836789438683], [-73.98964246227212, 40.67829355410704], [-73.98967057134047, 40.67825371697032], [-73.98934868232166, 40.67812349573189], [-73.98934186966905, 40.67812073952649]]]]}",Dawn to Dusk,2013-03-18T00:00:00.000,1,16427.0,0,0,https://zap.planning.nyc.gov/projects/P2013K0392,0,0,
4010004,0,0,0,0,0,0,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92993415245557, 40.77619565647538], [-73.92992572795266, 40.77619437263858], [-73.92989706988803, 40.776198624491045], [-73.9298928246206, 40.77619952601306], [-73.92999256330529, 40.77601119966747], [-73.93007610995218, 40.7760357638828], [-73.9303139759367, 40.7755818960662], [-73.93034055235817, 40.77558338175615], [-73.93038838113824, 40.77558697755197], [-73.93043879189675, 40.77559205981586], [-73.93049330131568, 40.77559820622291], [-73.93057747727985, 40.7756130576323], [-73.93064050243778, 40.775626122260284], [-73.93067419968179, 40.77563404895361], [-73.93069882131047, 40.775640371786665], [-73.93075310727997, 40.775655276227035], [-73.93081397395002, 40.775674321503196], [-73.93104599951485, 40.77574684660228], [-73.93113747386417, 40.77577546345344], [-73.93121264451031, 40.77579895294278], [-73.93177903657914, 40.77597594850299], [-73.93247349880079, 40.77619295729417], [-73.93214701869519, 40.77679564037308], [-73.93165397615584, 40.777705774251494], [-73.93165596578658, 40.77770971783175], [-73.93163973921288, 40.77773967152871], [-73.93163817402788, 40.77773883943629], [-73.93161122394206, 40.77772430284138], [-73.93154721845522, 40.77768326585648], [-73.93152476013732, 40.77767129293862], [-73.93149780334059, 40.77766102739666], [-73.93141019325967, 40.77763193497466], [-73.93138323649747, 40.777621668505354], [-73.93136077409798, 40.777611405607395], [-73.93134168306273, 40.77760114561429], [-73.93130238154126, 40.777577205742915], [-73.93121592081789, 40.77752163547999], [-73.93112046978088, 40.77746776803149], [-73.93111829630836, 40.7774663745553], [-73.93107360651973, 40.77738607973251], [-73.93107448967436, 40.777383178841376], [-73.93108237215677, 40.77736695559847], [-73.93110151138895, 40.777329385467645], [-73.931104895688, 40.77731572146348], [-73.93110715848312, 40.7773029077636], [-73.9311062942617, 40.77726232159386], [-73.93110608525751, 40.777252515895896], [-73.9311038554667, 40.77723457655046], [-73.93109938029717, 40.77721834591685], [-73.93108817246113, 40.7771901516815], [-73.93107022521541, 40.777161099737214], [-73.9310466609586, 40.777129481598486], [-73.93100738696832, 40.77708162699229], [-73.93085591860488, 40.77687056193784], [-73.93068761657595, 40.776640696663065], [-73.93068236384401, 40.77663302752382], [-73.93067415534365, 40.7766210431981], [-73.93065619597972, 40.77660394895489], [-73.9306225170079, 40.77657574114656], [-73.9305865891403, 40.776549242028196], [-73.93057817621816, 40.77654361242008], [-73.93054953654249, 40.776524449573834], [-73.93051023505144, 40.77650136220391], [-73.9304260110298, 40.77645775136318], [-73.93028678107999, 40.77638953517725], [-73.93028113947676, 40.776386770822576], [-73.92997530914414, 40.77623625544686], [-73.92996670094632, 40.77622941629989], [-73.92994874726077, 40.776207197187375], [-73.92994369735531, 40.77620164161723], [-73.92993415245557, 40.77619565647538]]]]}",Dawn to Dusk,2014-09-29T00:00:00.000,0,30534.0,0,0,https://zap.planning.nyc.gov/projects/P2012Q0311,0,0,
1040008,0,0,0,0,0,1,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0027869933096, 40.76092474941908], [-74.00357887869225, 40.7598493575405], [-74.00393382811814, 40.759999683420844], [-74.00378781501672, 40.760198672826604], [-74.00376314466558, 40.760231996809104], [-74.00342503442205, 40.76069407878099], [-74.00341039986847, 40.76071290246214], [-74.00338798745774, 40.7607436193342], [-74.00335654308985, 40.76078807186129], [-74.00334082021028, 40.760808549791975], [-74.00331832369451, 40.76084015635095], [-74.0032857079195, 40.760883718292824], [-74.00326664083234, 40.76091023779339], [-74.00324757368345, 40.76093580275585], [-74.00322733534917, 40.76096346682396], [-74.00314194928758, 40.761080163765016], [-74.0027869933096, 40.76092474941908]]]]}",Dawn to Dusk,,1,0.0,0,0,https://zap.planning.nyc.gov/projects/P2002M0302,0,0,2012-06-12T00:00:00.000
