bin,des_addres,alt_date_2,style_sec,alt_date_1,block,build_nme,alt_arch_1,use_other,date_low
3003514,297 Clinton Street,0,0,0,312,0,0,0,0
3059149,286 Vanderbilt Avenue,0,0,0,2105,0,0,0,1868
3064829,136 Greenpoint Avenue,0,0,0,2563,0,0,0,1891
3115050,20 Midwood Street,0,0,0,5034,0,0,0,1909
3031530,858 Park Place,0,Renaissance Revival,0,1241,0,0,0,1894
3025520,504 4th Street,0,0,0,1082,0,0,0,0
3047438,392 Stuyvesant Avenue,0,Romanesque Revival,0,1680,0,0,0,1899
3032306,260 New York Avenue,0,0,0,1255,0,0,0,1899
3117188,2108 Albemarle Terrace,0,0,0,5102,0,0,0,1916
3032284,868 St. John's Place,0,Renaissance Revival,0,1255,0,0,0,1897
3001653,113 Columbia Heights,0,0,0,224,0,0,0,1837
3025457,473 4th Street,0,0,0,1080,0,0,0,1904
3056842,42 Downing Street,0,0,0,1982,0,0,0,1877
3400036,151 Calyer Street,0,0,0,2572,0,0,0,0
3046469,435 Macon Street,0,0,0,1665,0,0,0,1890
3024870,10 Polhemus Place,0,0,0,1069,0,0,0,1896
3053274,104 Macon Street,0,0,0,1850,0,0,0,1886
3381844,220 Rutland Road,0,0,0,5038,0,0,0,0
3003183,205 Congress Street,0,Queen Anne,0,297,0,0,0,1884
3002679,10 Schermerhorn Street,0,0,0,270,0,0,0,1849
3026095,675 10th Street,0,0,0,1093,0,0,0,1889
3002024,35 Remsen Street,0,0,0,247,0,0,0,1861
3064941,93 Noble Street,0,0,0,2566,0,0,0,1853
3034990,199 Lefferts Avenue,0,French Renaissance,0,1319,0,0,0,1906
3034975,408 Rogers Avenue,0,0,0,1319,0,0,0,1908
3030808,135 Kingston Avenue,0,0,0,1223,0,0,0,1909
3003081,187 Amity Street,0,0,0,292,0,0,0,1847
3030507,1255 Bergen Street,0,0,0,1215,0,0,0,1898
3019839,201 6th Avenue,0,0,0,954,0,0,0,1886
3024960,886 Carroll Street,0,0,0,1072,0,0,0,1894
3026059,526 9th Street,0,0,0,1093,0,0,0,1894
3029131,301 Sterling Place,0,Romanesque Revival,0,1165,0,0,0,1897
3115315,74 Rutland Road,0,0,0,5037,0,0,0,0
3055077,296 Washington Avenue,0,0,0,1917,0,0,0,1876
3337035,81 Greenpoint Avenue,0,0,Late 1880s (possibly),2558,0,Not determined,0,1865
3059128,285 Clermont Avenue,0,0,0,2105,0,0,0,1868
3046815,442 Macon Street,0,Romanesqure Revival,0,1670,0,0,0,1889
3031231,812 Prospect Place,0,0,0,1234,0,0,0,1901
3047763,75 Chauncey Street,0,0,0,1685,0,0,0,1900
3115104,87 Rutland Road,0,0,0,5034,0,0,0,1925
3322580,233 Park Place,0,0,0,1158,0,0,0,1919
3030192,1462 Pacific Street (aka 79-81 Kingston Avenue),0,0,0,1210,0,0,0,1905
3002087,152 Montague Street,0,0,0,249,0,0,"Mixed-use, commercial & residential",1860
3026500,1314 8th Avenue (aka 1314-1324 8 Avenue; 429-435 14 Street),0,0,0,1100,Congregation Tifereth Isreal,0,0,1925
3025264,623 2nd Street,0,0,0,1077,0,0,0,1908
3056003,390 Waverly Avenue,0,0,0,1961,0,0,0,1863
3031631,217 Brooklyn Avenue,0,0,0,1243,0,0,0,1902
3024592,899 Union Street,0,Queen Anne,0,1063,0,0,0,1889
3029127,309 Sterling Place,0,Romanesque Revival,0,1165,0,0,0,1897
3047500,340 Decatur Street,0,0,0,1681,0,0,0,0
3029111,344 Park Place,0,0,0,1165,0,0,0,1906
3058486,249 Carlton Avenue,0,0,0,2090,0,0,0,1867
3382104,551 East 19th Street,0,0,0,5205,0,0,0,0
3025345,221-223 8th Avenue,0,Renaissance,0,1079,0,0,0,1909
3356399,103 Midwood Street,0,0,0,5031,0,0,0,0
3028344,96 St. Mark's Avenue,0,0,0,1150,0,0,0,1889
3019114,14 7th Avenue,0,0,0,942,0,0,0,1860
3058941,41 South Oxford Street,0,0,0,2101,0,0,0,1857
3059047,229 Cumberland Street,0,0,0,2102,0,0,0,1850
3003436,227 Baltic Street,0,Greek Revival,0,307,0,0,0,1850
3003849,451 A Henry Street,0,0,0,323,0,0,0,1875
3027612,516 Carlton Avenue,0,0,0,1128,0,0,0,1869
3338704,343 Jefferson Avenue (aka 382 Tompkins Avenue),0,0,0,1829,0,0,0,0
3058999,247 Cumberland Street,0,0,c. 1870,2102,0,Not determined,0,1850
3003526,228 Baltic Street,0,0,0,312,0,0,0,1850
3028118,586 Bergen Street,0,0,0,1144,0,0,0,1886
3025476,616-616A 3rd Street,0,0,0,1081,0,0,0,1909
3007303,337 President Street,0,0,0,436,0,0,0,1878
3121310,676 East 18th Street,0,0,0,5238,0,0,0,1907
3035352,290 Lefferts Avenue,0,0,0,1329,0,0,0,1905
3052742,260 Hancock Street,0,Renaissance Revival,0,1839,0,0,0,1892
3368936,1816 Glenwood Road,0,0,0,6693,0,0,0,1928
3056633,479 Waverly Avenue,0,0,0,1978,0,0,0,1873
3002932,94 Atlantic Avenue,0,0,0,284,0,0,"Mixed-use, commercial & residential",1851
3390221,242 Adelphi Street,0,Italianate,0,2090,0,0,0,1853
3052247,105 Hancock Street,0,0,0,1832,0,0,0,1882
3356410,100 Midwood Street,0,0,0,5034,0,0,0,0
3003824,179 Degraw Street,0,0,0,322,0,0,0,1853
3059438,350 Adelphi Street,0,0,0,2120,0,0,0,1858
3046543,507 Macon Street,0,0,0,1666,0,0,0,1909
3064825,122 Greenpoint Avenue,0,0,0,2563,0,0,Taxpayer,1893
3026307,421 12th Street,0,0,0,1096,0,0,0,1885
3047050,234 MacDonough Street,0,0,0,1674,0,0,0,1876
3378515,69 Hudson Avenue,0,0,0,44,0,0,0,1927
3055532,282 Lafayette Avenue (aka 41-65 St. James Place),0,0,0,1947,Pratt Institute: Higgins Hall,0,0,1867
3029323,284 Sterling Place,0,Renaissance Revival,0,1170,0,0,0,1899
3002667,147 State Street,0,0,0,270,0,0,0,1856
3003372,201 Baltic Street,0,0,0,306,0,0,0,1848
3000946,435 Pacific Street,0,0,0,184,0,0,0,1850
3029943,1523 Pacific Street,0,0,0,1204,0,0,0,1882
3003319,141 Baltic Street,0,0,0,305,0,0,0,1878
3024559,188 Berkeley Place,0,0,0,1063,0,0,0,1882
3121325,717 East 18th Street,0,0,0,5239,0,0,0,1907
3053172,404 Marcus Garvey Blvd (aka 396 Halsey Street),0,0,0,1847,0,0,0,1896
3378972,427 8th Street,0,0,0,1088,0,0,0,1900
3179070,832 East 17th Street (aka 1617 Avenue H),0,0,0,6691,0,0,0,1961
3381909,1305 Albemarle Road,0,0,0,5094,0,0,0,0
3382073,403 East 19th Street,0,0,0,5183,0,0,0,0
3029214,401 Sterling Place,0,Romanesque Revival,0,1166,0,0,0,1898
3019803,196 6th Avenue,0,0,0,953,0,0,0,1879
3003060,201 Clinton Street,0,0,0,292,0,0,0,1850
3368915,803 East 17th Street,0,0,1958,6692,0,Donald A. Brown,0,1912
3024759,874 President Street,0,Tudor,0,1067,0,0,0,1888
3058428,193 Washington Park,0,0,0,2089,0,0,0,0
3026277,528 11th Street,0,0,0,1096,0,0,0,1879
3002675,159 Clinton Street,0,0,0,270,0,0,0,1849
3002004,120 Pierrepont Street,0,0,0,243,0,0,0,1858
3115409,269 Fenimore Street,0,0,0,5038,0,0,0,1909
3003423,253 Baltic Street,0,Greek Revival,0,307,0,0,0,1850
3047135,378 MacDonough Street,0,Romanesque Revival,0,1676,0,0,0,1896
3019842,195A 6th Avenue,0,0,0,954,0,0,0,1872
3030165,1399 Dean Street,0,0,0,1209,0,0,0,1896
3026491,438 13th Street,0,0,0,1100,0,0,0,1886
3032816,1062 Lincoln Place,0,0,0,1265,0,0,0,1904
3001632,45 Willow Street,0,0,0,220,0,0,0,1824
3115310,64 Rutland Road,0,0,0,5037,0,0,0,0
3002546,117 Clinton Street,0,0,0,265,St. Anne's Protestant Episcopal Church,0,0,1867
3031669,1081 Sterling Place,0,0,0,1243,0,0,0,1909
3047117,249 Decatur Street,0,0,0,1675,0,0,0,1886
3058432,189 Washington Park,0,0,0,2089,0,0,0,1863
3338897,335A Decatur Street,0,0,0,1676,0,0,0,1882
3255876,70 Decatur Street (aka 70-72 Decatur Street; 644 Throop Avenue),0,0,0,1857,0,0,0,1889
3399764,60 Cambridge Place,0,0,0,1964,0,0,0,0
3058779,63 South Elliott Place,0,0,0,2099,0,0,0,1875
3052013,337 Jefferson Avenue,0,0,0,1829,0,0,0,1885
3121354,702 East 19th Street,0,0,0,5239,0,0,0,1906
3056690,197 St. James Place,0,0,0,1980,0,0,0,1889
3024994,20 Montgomery Place,0,Romanesque Revival,0,1073,0,0,0,1897
3052353,290 Jefferson Avenue,0,0,0,1834,0,0,0,1883
3025774,489 8th Street,0,0,0,1088,0,0,0,1885
3035001,173 Lefferts Avenue,0,French Renaissance,0,1319,0,0,0,1906
3051635,242 Madison Street,0,0,0,1823,0,0,0,1899
3030223,1461 Dean Street,0,0,0,1210,0,0,0,1901
3114694,170 Lincoln Road (aka 1824-1834 Bedford Avenue),0,0,0,5028,0,0,0,1910
3024417,57 7th Avenue  (aka 169-179 Lincoln Place),0,0,0,1059,0,0,"Mixed-use, commercial & residential",1871
3368892,1666 Glenwood Road,0,0,0,6689,0,0,0,1920
3055033,241 Clinton Avenue (aka 224-232 Waverly Avenue),0,0,0,1916,Charles Millard Pratt House,0,0,1893
3003706,128 Kane Street,0,0,0,321,0,0,0,1850
3003139,173 Congress Street,0,0,0,296,0,0,0,1877
3047447,129 Bainbridge Street,0,neo-Renaissance,0,1680,0,0,0,1892
3029079,677 Vanderbilt Avenue,0,Renaissance Revival,0,1165,0,0,0,1895
3064838,161 Milton Street,0,0,0,2563,0,0,0,1904
3026509,395 14th Street,0,0,0,1100,0,0,0,1881
3064980,1097 Lorimer Street,0,0,0,2569,0,0,0,1884
3064926,123 Noble Street,0,0,0,2566,0,0,0,1867
3331280,375-379 Flatbush Avenue,0,Second Empire,0,1164,0,0,0,1885
3002198,18 Grace Court Alley,0,0,0,253,0,0,Residential,0
3115142,126 Midwood Street,0,0,0,5035,0,0,0,1899
3030421,100 Brooklyn Avenue,0,0,0,1214,0,0,0,1885
3047911,80A Chauncey Street,0,0,0,1691,0,0,0,1889
3059127,287 Clermont Avenue,0,0,0,2105,0,0,0,1868
3059097,308 Clermont Avenue,0,0,0,2104,0,0,0,1860
3119491,439 East 19th Street,0,0,0,5183,0,0,0,1908
3031385,1101 Park Place,0,0,0,1237,0,0,0,1895
3053497,98 MacDonough Street,0,0,0,1855,0,0,0,1885
3052262,75 Hancock Street,0,0,0,1832,0,0,0,1880
3053501,106 MacDonough Street,0,0,0,1855,0,0,0,1890
3002351,304 Hicks Street,0,0,0,260,0,0,0,1853
3024780,771 Carroll Street,0,0,0,1067,0,0,0,1887
3052242,115 Hancock Street,0,0,0,1832,0,0,0,1881
3058509,214 Adelphi Street,0,0,0,2090,0,0,0,1866
3028371,604 Carlton Avenue,0,0,0,1150,0,0,0,1874
3115287,16 Rutland Road,0,0,0,5037,0,0,0,1914
3002787,178 State Street,0,0,0,276,0,0,0,1861
3003237,274 Clinton Street,0,0,0,301,0,0,0,1830
3055294,306 Clinton Avenue,0,neo-Grec,0,1929,0,0,0,1877
3018616,55 St. Marks Avenue,0,0,0,933,0,0,0,1869
3030487,1295 Bergen Street,0,Romanesque Revival,0,1215,0,0,0,1891
3115186,205 Rutland Road,0,0,0,5035,0,0,0,1910
3003770,49 Cheever Place,0,0,0,322,0,0,0,1852
3051939,259 Jefferson Avenue,0,0,0,1828,0,0,0,1886
3032468,264 Kingston Avenue,0,0,0,1257,0,0,0,1909
3028486,627 Vanderbilt Avenue,0,0,0,1152,0,0,0,1871
3000100,245 Front Street,0,0,0,42,0,0,0,1852
3047530,185 Bainbridge Street,0,0,0,1681,0,0,0,1884
3051409,822 Marcy Avenue,0,0,0,1818,0,0,0,1899
3047109,275 Decatur Street,0,0,0,1675,0,0,0,1889
3031077,978 St Mark's Avenue,0,0,0,1230,0,0,0,1890
3024940,838 Carroll Street,0,0,0,1072,0,0,0,1887
3114968,165 Midwood Street,0,0,0,5032,0,0,0,1899
3323265,401 Henry Street,0,0,0,306,0,0,0,1895
3032729,906 Lincoln Place,0,0,0,1263,0,0,0,1907
3058557,237 Clermont Avenue,0,0,0,2092,0,0,0,1867
3399123,1001-1011 8th Avenue,0,0,0,1095,0,0,0,0
3117517,194 Rugby Road,0,0,0,5117,0,0,0,1907
3047067,302 MacDonough Street,0,0,0,1675,0,0,0,1888
3031644,1030 Park Place,0,0,0,1243,Brower Court,0,0,1917
3055958,430 Vanderbilt Avenue,0,0,0,1959,0,0,0,1872
3055734,215 Greene Avenue,0,neo-Grec,0,1951,0,0,0,1874
3028695,319 Flatbush Avenue,0,0,0,1157,0,0,0,1889
3378548,375 Henry Street,0,0,0,301,0,0,0,0
3056811,407 Grand Avenue,0,0,0,1982,0,0,0,1869
3055493,372 Washington Avenue,0,0,0,1945,0,0,0,1872
3030005,1191 Dean Street,0,0,0,1206,0,0,0,1893
3422302,209 Washington Park (aka 167-175 DeKalb Avenue),0,0,0,2089,0,0,0,0
3058502,203 Carlton Avenue,0,0,0,2090,0,0,0,1866
3003972,14 Tompkins,0,0,0,325,0,0,0,0
3028168,163 St. Mark's Avenue,0,0,0,1144,0,0,0,1877
3028710,632 Carlton Avenue,0,0,0,1157,0,0,0,1900
3030311,1152 Dean Street,0,0,c. 1920,1212,0,Not determined,0,1894
3001878,148 Henry Street,0,0,0,236,0,0,0,1840
3018753,37 Prospect Place,0,0,0,935,0,0,0,1879
3002091,160 Montague Street,0,0,0,249,0,0,0,1900
3025125,292 Garfield Place,0,0,0,1075,0,0,0,1891
3004009,37 Tompkins Place,0,0,0,326,0,0,0,0
3024542,43 8th Avenue,0,neo-Grec,0,1062,0,0,0,1882
3046198,527 Halsey Street,0,0,0,1661,0,0,0,1885
3019273,84 Sterling Place,0,0,0,945,0,0,0,1882
3002451,278 Henry Street,0,0,0,262,0,0,0,1851
3025211,543 2nd Street,0,0,0,1076,0,0,0,1939
3007427,293 Carroll Street,0,0,0,443,0,0,0,1874
3064677,148 Franklin Street,0,0,0,2558,0,0,0,1863
3024474,71 7th Avenue,0,0,0,1061,0,0,"Mixed-use, commercial & residential",1880
3115146,136 Midwood Street,0,0,0,5035,0,0,0,1899
3047748,420 Stuyvesant Avenue (aka 107 Chauncey Street),0,0,0,1685,0,0,0,1910
3059363,310 Cumberland Street,0,Greek Revival,0,2118,0,0,0,1859
3058830,44 South Portland Avenue,0,0,0,2099,0,0,0,1864
3029938,1533 Pacific Street,0,0,0,1204,0,0,0,1879
3028792,256 Prospect Place,0,0,0,1159,0,0,0,1892
3003715,28 Cheever Place,0,0,0,321,0,0,0,0
3046848,315 MacDonough Street,0,Queen Anne,0,1670,0,0,0,1891
3121235,660 East 17th Street,0,0,0,5237,0,0,0,1906
3028452,191 Prospect Place,0,0,0,1151,0,0,0,1889
3053488,80 MacDonough Street,0,0,0,1855,0,0,0,1888
3058874,29 South Portland Avenue,0,0,0,2100,0,0,0,1878
3028885,419 Park Place,0,Renaissance Revival,0,1160,0,0,0,1895
3059238,133 Fort Greene Place,0,0,0,2113,0,0,0,1857
3030150,1446 Pacific Street,0,0,0,1209,0,0,0,1898
3031592,958 Park Place,0,0,0,1242,0,0,0,1897
3053192,309 Macon Street,0,0,0,1847,0,0,0,1886
3321952,86 Cambridge Place,0,0,0,1980,0,0,0,0
3053580,196 MacDonough Street,0,0,0,1856,0,0,0,1886
3335852,Not determined,0,0,0,25,0,0,0,0
3335981,163 Pacific Street,0,0,0,286,0,0,0,0
