bin,des_addres,alt_date_2,style_sec,alt_date_1,block,build_nme,alt_arch_1,use_other,date_low
3390785,570 7th Street,0,0,0,1089,0,0,0,1905
3120189,1612 Ditmas Avenue,0,0,0,5202,0,0,0,1916
3026121,361 7th Avenue,0,0,0,1094,0,0,0,1885
3002184,265 Hicks Street,0,Modern,0,253,0,0,0,1861
3001836,28 College Place,0,0,0,236,0,0,0,0
3025221,523 2nd Street,0,0,0,1076,0,0,0,1894
3000938,451 Pacific Street (aka 100 Nevins Street),0,0,0,184,0,0,0,1850
3053388,119 MacDonough Street,0,0,0,1852,0,0,0,1872
3338892,351 Decatur Street,0,0,0,1676,0,0,0,1878
3056023,433 Waverly Avenue,0,0,0,1962,0,0,0,0
3115089,110 Midwood Street,0,0,0,5034,0,0,0,1924
3046199,525 Halsey Street,0,0,0,1661,0,0,0,1886
3179131,768 East 19th Street,0,0,0,6693,0,0,0,1906
3056212,210 Greene Avenue,0,neo-Grec,0,1965,0,0,0,1876
3024829,857 Carroll Street,0,Italian Renaissance,0,1068,0,0,0,1892
3321858,292 DeKalb Avenue (aka 285-293 Waverly Avenue),0,0,0,1931,0,0,0,1876
3019870,80 7th Avenue,0,0,0,954,0,0,0,1886
3344382,1676 Glenwood Road (aka 740-748 East 17th Street),0,0,0,6689,0,0,0,1908
3335986,172 Court Street,0,0,0,297,0,0,0,1880
3031709,1145 Sterling Place,0,0,0,1244,0,0,0,1899
3025239,540 1st Street,0,0,0,1077,0,0,0,1909
3003138,175 Congress Street,0,0,0,296,0,0,0,1851
3024522,221 Berkeley Place,0,0,0,1061,0,0,0,1883
3003172,170 Court Street,0,0,0,297,0,0,0,1860
3321899,442-446 Waverly Avenue,0,0,0,1961,0,0,0,0
3053513,130 MacDonough Street,0,0,0,1855,0,0,0,1888
3059425,355 Carlton Avenue,0,Greek Revival,0,2120,0,0,0,1859
3002518,48 Sidney Place,0,0,0,263,0,0,0,1843
3024347,19 7th Avenue,0,0,0,1057,0,0,0,1882
3003885,37 Strong Place,0,0,0,324,0,0,0,1891
3114675,207 Ocean Avenue,0,0,0,5026,0,0,0,1909
3052998,5 Arlington Place,0,0,0,1843,0,0,0,1887
3058988,129 Lafayette Avenue (aka 276 Cumberland Street),0,0,0,2101,0,0,0,1860
3055018,256 Clinton Avenue,0,0,0,1915,0,0,0,0
3055499,398 Washington Avenue,0,0,0,1945,0,0,0,1887
3404819,473 East 18th Street,0,0,0,5182,0,0,0,0
3002626,42 Livingston Street,0,0,0,268,0,0,0,1848
3052710,129 Halsey Street,0,0,0,1838,0,0,0,1885
3047518,334 Malcolm X Boulevard,0,0,0,1681,0,0,0,1875
3032368,976 St. John's Place,0,Arts & Crafts,0,1256,0,0,0,1910
3031334,1096 Prospect Place,0,0,0,1237,0,0,0,1897
3387630,328A President Street,0,neo-Grec,0,443,0,0,0,1883
3051453,817 Marcy Avenue,0,0,0,1819,0,0,0,1883
3382068,450 East 19th Street,0,0,0,5182,0,0,0,0
3047053,240 MacDonough Street,0,0,0,1674,0,0,0,1891
3056828,375 Grand Avenue,0,0,0,1982,0,0,0,1870
3046484,566 Halsey Street,0,0,0,1666,0,0,0,1910
3047750,101 Chauncey Street,0,0,0,1685,0,0,0,1910
3056242,143 Gates Avenue,0,0,0,1965,0,0,0,1864
3001132,410 Pacific Street,0,0,0,190,0,0,0,1851
3331281,375-379 Flatbush Avenue,0,Second Empire,0,1164,0,0,0,1885
3001810,160 Hicks Street,0,0,0,235,0,0,0,1849
3056129,105 St. James Place,0,0,0,1964,0,0,0,1865
3119451,497 East 17th Street,0,0,0,5181,0,0,0,1901
3053051,117 Macon Street,0,Renaissance Revival,0,1844,0,0,0,1894
3056849,56 Downing Street,0,0,0,1982,0,0,0,1868
3019307,109 St. John's Place,0,0,0,945,0,0,0,1881
3007452,337 Hoyt Street,0,0,0,444,0,0,0,1874
3053262,17 Verona Place,0,0,0,1850,0,0,0,1881
3059452,378 Adelphi Street,0,0,0,2120,0,0,0,0
3024656,873 President Street,0,Stick Style,0,1065,0,0,0,1878
3047084,336 MacDonough Street,0,0,0,1675,0,0,0,1872
3341035,456 12th Street,0,0,0,1098,0,0,0,1986
3032452,979 Lincoln Place,0,0,0,1257,0,0,0,1905
3024869,8 Polhemus Place,0,0,0,1069,0,0,0,1896
3029095,306 Park Place,0,Romanesque Revival,0,1165,0,0,0,1897
3001754,12 Clark Street,0,0,0,234,0,0,0,1922
3059214,98 Fort Greene Place,0,0,0,2112,0,0,0,1857
3115394,190 Rutland Road,0,0,0,5038,0,0,0,0
3056122,119 St. James Place,0,0,0,1964,0,0,0,1865
3119457,455 East 17th Street,0,0,0,5181,0,0,0,1902
3024877,24 Polhemus Place,0,0,0,1069,0,0,0,1893
3029984,1341 Bedford Avenue (aka 1341 Grant Square),0,0,0,1206,0,0,0,1888
3055303,334 Clinton Avenue,0,0,0,1929,0,0,0,1870
3026607,482 14th Street,0,0,0,1103,0,0,0,1908
3001182,112 Nevins Street,0,0,0,190,0,0,0,1853
3002331,264 Hicks Street,0,0,0,260,0,0,0,1887
3120195,572 East 17th Street,0,0,0,5202,0,0,0,1906
3005888,147 Wyckoff Street,0,0,0,386,0,0,0,1867
3047729,112 Bainbridge Street,0,0,0,1685,0,0,0,1899
3025375,64 Prospect Park West,0,0,0,1079,0,0,0,1919
3019466,138 St. John's Street,0,Classical,0,948,0,0,0,1891
3001953,26 Pierrepont Street,0,0,0,241,0,0,0,1899
3255788,454A 12th Street,0,0,0,1098,0,0,0,1986
3114977,141 Midwood Street,0,neo-Renaissance,0,5032,0,0,0,1899
3031756,236 Albany Avenue,0,0,0,1244,0,0,0,1899
3056107,149 St. James Place,0,0,0,1964,0,0,0,1880
3064938,99 Noble Street,0,0,0,2566,0,0,0,1855
3002447,270 Henry Street,0,0,0,262,0,0,0,1848
3338713,149 Hancock Street (aka 437 Nostrand Avenue),0,0,0,1833,0,0,0,0
3051645,321 Putnam Avenue,0,Renaissance Revival,0,1823,0,0,0,1899
3046130,301 Stuyvesant Avenue,0,0,0,1661,0,0,0,1888
3356591,147 Rugby Road,0,0,0,5118,0,0,0,0
3030446,1199 Bergen Street,0,0,0,1214,0,0,0,1894
3046200,523 Halsey Street,0,0,0,1661,0,0,0,1894
3019211,36 Sterling Place,0,0,0,944,0,0,0,1874
3046114,457A Halsey Street,0,0,0,1660,0,0,0,1888
3115352,93 Fenimore Street,0,0,0,5037,0,0,0,1911
3047738,128 Bainbridge Street,0,0,0,1685,0,0,0,1911
