dbn,location,p_q11b,p_q11f_1,p_q8f_1,p_q9,p_q10b,p_q2d_1,p_q7c_1,p_q7d_5,p_q8b_5,p_q10l,p_q2g_5,p_q11b_1,nr_p,p_q2i_4,p_q11a_3,p_q12aa_3,p_q5b,p_q8c_2,p_q1_4,p_q2h_3,aca_p_10,p_q8f_5,aca_tot_10,p_q4a_5,p_q8e_5,p_q12bb,p_q2i_3,p_q8e_4,p_q4e_5,p_q6_4,p_q4e_1,com_p_10,p_q5h,p_q3c_1,p_q11f_2,p_q2f_2,p_q3b,p_q2g_1,p_q2a_5,p_q4d_3,p_q8d_4,p_q1_12,p_q7b,p_q3d,p_q5g,sch_type,p_q2c_1,p_q3a_5,p_q2b_2,p_q11d_2,p_q7a_2,p_q7b_2,p_q8b_3,p_q9_3,p_q2a_2,p_q10k,p_q2a_4,p_q7a_5,p_q2c_5,p_q7b_4,p_q8e_3,borough,saf_tot_10,rr_t,p_q7d_1,p_q2g_4,p_q10i,p_q2g,p_q3a_1,p_q1_10,p_q3c_2,p_q8d_5,p_q2f_5,p_q8a_3,p_q4e_3,p_q3d_3,p_q5j,p_q2e_3,p_q10d,p_q11d_1,p_q4c_5,p_q2d_3,com_t_10,saf_p_10,p_q7d,p_q7d_2,p_q1_1,p_q8c_1,p_q7b_3,rr_p,p_q12aa,p_q2e_5,p_q9_9,p_q10,p_q4b_4,com_tot_10,p_q12ab,eng_p_10
05M318,Thurgood Marshall Academy Lower School,8.6,72.0,92.0,,56.0,64.0,53.0,0.0,14.0,2.0,3.0,60.0,176,0.0,0.0,17.0,25.0,2.0,24.0,8.0,9.0,8.0,8.4,2.0,8.0,,2.0,0.0,,0.0,,8.6,60.0,61.0,27.0,43.0,8.0,59.0,0.0,2.0,0.0,0.0,9.3,,19.0,Elementary School,46.0,2.0,38.0,39.0,30.0,28.0,2.0,28.0,31.0,8.0,2.0,2.0,0.0,0.0,0.0,MANHATTAN,8.6,67,60.0,1.0,13.0,8.7,62.0,0.0,29.0,15.0,0.0,7.0,,17.0,48.0,1.0,59.0,61.0,0.0,0.0,7.5,9.2,8.5,37.0,0.0,84.0,0.0,70,,25.0,8.0,,0.0,8.1,,8.5
04M372,ESPERANZA PREPARATORY ACADEMY,8.7,71.0,89.0,,22.0,79.0,73.0,2.0,6.0,1.0,1.0,67.0,193,1.0,2.0,3.0,4.0,4.0,0.0,4.0,8.9,9.0,8.4,1.0,7.0,,3.0,1.0,,2.0,,8.9,87.0,55.0,26.0,22.0,8.1,76.0,1.0,2.0,1.0,0.0,9.3,,0.0,Middle School,74.0,4.0,24.0,26.0,21.0,22.0,2.0,43.0,23.0,1.0,1.0,1.0,0.0,1.0,1.0,MANHATTAN,7.8,100,78.0,1.0,2.0,9.2,56.0,0.0,25.0,7.0,0.0,3.0,,7.0,51.0,1.0,57.0,69.0,2.0,0.0,7.5,9.4,9.2,18.0,0.0,87.0,1.0,96,,6.0,11.0,,1.0,7.7,,8.7
19K292,J.H.S. 292 Margaret S. Douglas,6.9,38.0,29.0,,40.0,47.0,29.0,7.0,33.0,5.0,7.0,31.0,583,4.0,7.0,19.0,20.0,6.0,0.0,17.0,7.7,45.0,7.5,4.0,44.0,,4.0,2.0,,4.0,,7.2,57.0,18.0,52.0,46.0,6.1,37.0,0.0,3.0,5.0,0.0,7.8,,7.0,Middle School,39.0,14.0,56.0,54.0,55.0,60.0,1.0,11.0,57.0,6.0,0.0,5.0,1.0,2.0,1.0,BROOKLYN,6.7,72,32.0,5.0,7.0,7.6,16.0,34.0,33.0,39.0,1.0,15.0,,31.0,36.0,3.0,53.0,31.0,2.0,6.0,7.0,7.7,7.5,54.0,0.0,54.0,2.0,15,,35.0,15.0,,2.0,6.6,,7.5
17K002,M.S. 002,7.8,50.0,46.0,,29.0,54.0,49.0,4.0,24.0,2.0,3.0,44.0,373,3.0,5.0,7.0,44.0,9.0,0.0,10.0,8.2,38.0,8.2,4.0,34.0,,4.0,2.0,,3.0,,7.9,54.0,33.0,41.0,46.0,7.3,54.0,1.0,3.0,2.0,0.0,8.8,,19.0,Middle School,48.0,9.0,49.0,44.0,41.0,43.0,3.0,7.0,43.0,1.0,0.0,2.0,2.0,1.0,1.0,BROOKLYN,7.4,86,44.0,1.0,5.0,8.5,35.0,32.0,38.0,33.0,1.0,9.0,,16.0,54.0,7.0,42.0,49.0,4.0,2.0,7.4,8.4,7.6,41.0,0.0,56.0,1.0,53,,11.0,14.0,,2.0,7.2,,8.2
14K477,School for Legal Studies,6.3,24.0,20.0,,39.0,32.0,21.0,7.0,36.0,4.0,5.0,17.0,757,8.0,8.0,15.0,23.0,13.0,0.0,17.0,7.0,43.0,6.7,5.0,49.0,,8.0,1.0,10.0,6.0,29.0,6.6,40.0,29.0,57.0,54.0,6.3,26.0,1.0,8.0,4.0,32.0,7.3,,5.0,High School,23.0,18.0,55.0,58.0,56.0,62.0,5.0,6.0,64.0,1.0,1.0,5.0,1.0,5.0,7.0,BROOKLYN,6.1,92,22.0,6.0,3.0,6.9,19.0,0.0,36.0,41.0,1.0,15.0,11.0,27.0,13.0,4.0,29.0,21.0,4.0,7.0,5.7,6.9,6.6,52.0,1.0,40.0,7.0,20,,34.0,25.0,,3.0,5.9,,6.9
09X527,Bronx Leadership Academy II High School,7.9,47.0,50.0,,41.0,58.0,43.0,4.0,21.0,0.0,1.0,46.0,408,0.0,1.0,7.0,11.0,9.0,0.0,5.0,8.2,34.0,7.7,2.0,35.0,,1.0,1.0,9.0,2.0,39.0,8.2,46.0,44.0,46.0,38.0,7.4,55.0,0.0,4.0,2.0,20.0,8.3,,19.0,High School,48.0,5.0,47.0,50.0,50.0,55.0,2.0,21.0,42.0,1.0,0.0,2.0,2.0,0.0,1.0,BRONX,7.1,54,47.0,0.0,3.0,8.5,44.0,1.0,36.0,29.0,2.0,4.0,2.0,19.0,21.0,1.0,19.0,46.0,4.0,2.0,6.4,8.6,8.2,47.0,0.0,62.0,2.0,34,,15.0,8.0,,1.0,6.9,,8.1
06M368,Hamilton Heights School,7.4,43.0,92.0,,62.0,67.0,41.0,9.0,11.0,3.0,8.0,38.0,195,2.0,10.0,19.0,73.0,5.0,18.0,9.0,7.9,7.0,7.9,3.0,9.0,,5.0,1.0,,6.0,,8.1,62.0,48.0,46.0,40.0,7.7,44.0,0.0,9.0,0.0,0.0,8.3,,8.0,Elementary School,66.0,1.0,45.0,47.0,45.0,47.0,1.0,24.0,29.0,8.0,1.0,1.0,0.0,0.0,0.0,NEW YORK,8.4,82,38.0,2.0,18.0,8.1,59.0,0.0,34.0,16.0,0.0,10.0,,22.0,24.0,1.0,78.0,43.0,1.0,3.0,6.3,8.8,7.9,50.0,0.0,83.0,7.0,71,,38.0,10.0,,0.0,7.2,,8.2
08X408,Herbert H. Lehman Yabc,9.5,87.0,79.0,,14.0,86.0,85.0,2.0,6.0,2.0,2.0,86.0,194,0.0,1.0,11.0,39.0,8.0,0.0,4.0,9.6,12.0,8.9,2.0,11.0,,0.0,0.0,2.0,1.0,86.0,9.4,55.0,84.0,13.0,17.0,9.2,84.0,1.0,1.0,0.0,2.0,9.5,,55.0,YABC,84.0,2.0,16.0,13.0,15.0,17.0,1.0,20.0,15.0,2.0,0.0,1.0,0.0,0.0,0.0,BRONX,8.9,100,86.0,0.0,4.0,9.5,83.0,0.0,11.0,9.0,0.0,2.0,0.0,8.0,54.0,0.0,7.0,86.0,1.0,0.0,8.9,9.6,9.6,12.0,0.0,85.0,1.0,69,,5.0,10.0,,0.0,8.4,,9.5
13K670,Benjamin Banneker Academy,7.6,33.0,37.0,,72.0,56.0,31.0,5.0,32.0,2.0,24.0,32.0,797,3.0,9.0,21.0,14.0,7.0,0.0,20.0,7.7,49.0,7.6,2.0,49.0,,6.0,1.0,16.0,1.0,30.0,7.0,46.0,21.0,58.0,51.0,5.9,28.0,0.0,6.0,0.0,30.0,8.1,,21.0,High School,37.0,16.0,53.0,57.0,54.0,55.0,2.0,20.0,51.0,2.0,0.0,4.0,4.0,2.0,2.0,BROOKLYN,7.4,26,36.0,1.0,5.0,7.6,11.0,0.0,18.0,40.0,1.0,6.0,12.0,42.0,48.0,3.0,30.0,24.0,4.0,1.0,6.6,8.2,7.4,49.0,0.0,49.0,3.0,18,,47.0,8.0,,1.0,6.4,,7.4
17K181,P.S. 181 Brooklyn,7.5,43.0,39.0,,26.0,41.0,31.0,12.0,37.0,1.0,7.0,39.0,988,2.0,3.0,10.0,44.0,8.0,14.0,12.0,7.9,54.0,6.8,3.0,48.0,,11.0,0.0,,6.0,,7.2,57.0,26.0,49.0,52.0,5.6,38.0,0.0,6.0,2.0,0.0,7.9,,12.0,Elementary / Middle School,27.0,14.0,59.0,52.0,50.0,59.0,8.0,20.0,53.0,0.0,4.0,4.0,2.0,2.0,2.0,BROOKLYN,6.7,54,38.0,3.0,4.0,7.7,22.0,3.0,37.0,47.0,2.0,15.0,,28.0,15.0,6.0,65.0,37.0,0.0,3.0,4.3,8.0,7.8,44.0,3.0,43.0,5.0,23,,28.0,14.0,,1.0,5.8,,7.4
20K204,P.S. 204 Vince Lombardi,8.1,51.0,82.0,,35.0,51.0,46.0,6.0,20.0,1.0,15.0,49.0,833,1.0,2.0,6.0,26.0,5.0,16.0,7.0,8.3,16.0,8.8,5.0,16.0,,4.0,0.0,,0.0,,7.9,57.0,24.0,47.0,50.0,5.9,35.0,0.0,4.0,1.0,0.0,8.7,,18.0,Elementary School,43.0,2.0,52.0,51.0,42.0,43.0,1.0,24.0,48.0,5.0,0.0,0.0,1.0,0.0,0.0,BROOKLYN,9.2,87,43.0,0.0,7.0,8.0,35.0,0.0,36.0,21.0,0.0,2.0,,35.0,27.0,2.0,76.0,46.0,2.0,2.0,8.7,9.0,8.0,47.0,7.0,72.0,1.0,58,,25.0,10.0,,1.0,8.3,,8.0
11X111,P.S. 111 Seton Falls,7.4,46.0,56.0,,32.0,50.0,35.0,6.0,34.0,3.0,13.0,38.0,551,2.0,4.0,15.0,43.0,3.0,13.0,7.0,7.9,41.0,8.2,5.0,35.0,,9.0,1.0,,5.0,,7.6,48.0,32.0,45.0,47.0,6.8,36.0,0.0,3.0,2.0,0.0,8.5,,10.0,Elementary School,38.0,4.0,52.0,45.0,48.0,50.0,2.0,27.0,44.0,3.0,1.0,1.0,1.0,1.0,0.0,BRONX,8.3,92,46.0,3.0,10.0,7.6,33.0,0.0,36.0,42.0,0.0,11.0,,28.0,22.0,2.0,69.0,42.0,3.0,1.0,7.4,8.4,7.9,41.0,8.0,56.0,2.0,35,,30.0,7.0,,1.0,7.5,,7.7
07X065,P.S. 065 Mother Hale Academy,7.6,43.0,66.0,,30.0,47.0,31.0,6.0,18.0,4.0,1.0,40.0,321,3.0,4.0,11.0,46.0,9.0,14.0,13.0,7.9,29.0,7.6,6.0,20.0,,4.0,0.0,,4.0,,7.8,23.0,49.0,51.0,51.0,7.8,42.0,0.0,7.0,3.0,0.0,8.0,,6.0,Elementary School,32.0,3.0,51.0,50.0,51.0,56.0,9.0,18.0,47.0,3.0,2.0,2.0,2.0,2.0,1.0,BRONX,7.3,90,34.0,1.0,8.0,7.8,48.0,0.0,28.0,28.0,0.0,15.0,,14.0,33.0,4.0,61.0,39.0,2.0,2.0,6.2,8.1,7.4,49.0,8.0,59.0,4.0,84,,20.0,12.0,,2.0,7.0,,7.7
13K605,George Westinghouse Career and Technical Education High School,6.8,25.0,28.0,,48.0,47.0,27.0,9.0,35.0,3.0,5.0,23.0,890,2.0,9.0,14.0,9.0,10.0,0.0,16.0,7.2,47.0,7.0,5.0,47.0,,8.0,1.0,18.0,3.0,27.0,7.3,49.0,40.0,60.0,50.0,6.8,37.0,0.0,8.0,1.0,27.0,7.9,,16.0,High School,33.0,13.0,54.0,57.0,58.0,58.0,5.0,13.0,52.0,3.0,1.0,7.0,1.0,1.0,4.0,BROOKLYN,6.8,80,34.0,0.0,5.0,7.8,30.0,0.0,26.0,38.0,0.0,11.0,14.0,28.0,23.0,3.0,30.0,29.0,5.0,2.0,6.7,7.8,7.6,50.0,0.0,49.0,4.0,26,,36.0,19.0,,2.0,6.4,,7.5
02M225,Ella Baker School,7.7,46.0,68.0,,90.0,72.0,45.0,6.0,10.0,0.0,12.0,44.0,279,2.0,3.0,18.0,55.0,4.0,15.0,9.0,8.0,30.0,8.0,0.0,26.0,,2.0,0.0,,1.0,,8.2,78.0,53.0,42.0,30.0,8.0,41.0,0.0,12.0,1.0,0.0,8.5,,13.0,Elementary / Middle School,57.0,0.0,36.0,44.0,42.0,51.0,0.0,21.0,22.0,4.0,0.0,0.0,1.0,1.0,0.0,MANHATTAN,8.2,67,56.0,6.0,6.0,7.6,82.0,3.0,32.0,16.0,1.0,4.0,,27.0,29.0,2.0,68.0,46.0,1.0,0.0,7.9,8.8,8.6,38.0,19.0,75.0,1.0,25,,27.0,29.0,,3.0,7.8,,8.5
08X312,Millennium Art Academy,8.1,46.0,42.0,,61.0,53.0,41.0,6.0,28.0,1.0,4.0,47.0,477,0.0,2.0,5.0,8.0,5.0,0.0,4.0,8.2,43.0,8.1,1.0,40.0,,4.0,1.0,12.0,0.0,38.0,8.2,39.0,38.0,48.0,42.0,7.5,54.0,0.0,3.0,3.0,27.0,8.3,,16.0,High School,44.0,3.0,48.0,45.0,53.0,55.0,3.0,15.0,45.0,1.0,0.0,2.0,3.0,1.0,3.0,BRONX,7.8,55,45.0,0.0,4.0,8.5,45.0,0.0,36.0,32.0,1.0,8.0,6.0,18.0,25.0,4.0,22.0,47.0,1.0,0.0,8.1,8.5,8.2,47.0,0.0,60.0,1.0,33,,23.0,11.0,,0.0,7.3,,7.9
18K285,I.S. 285 Meyer Levin,6.3,22.0,26.0,,54.0,57.0,36.0,3.0,38.0,3.0,13.0,18.0,911,4.0,10.0,18.0,32.0,5.0,0.0,19.0,7.0,59.0,7.1,3.0,55.0,,7.0,0.0,,6.0,,7.0,59.0,27.0,61.0,45.0,5.9,43.0,1.0,10.0,2.0,1.0,7.7,,15.0,Middle School,27.0,18.0,50.0,61.0,53.0,57.0,6.0,15.0,46.0,2.0,2.0,3.0,5.0,1.0,3.0,BROOKLYN,6.5,59,39.0,0.0,8.0,8.1,21.0,42.0,33.0,52.0,1.0,15.0,,24.0,32.0,7.0,54.0,18.0,4.0,2.0,6.1,7.8,7.7,52.0,0.0,39.0,9.0,15,,46.0,14.0,,3.0,6.1,,7.2
05M129,P.S. 129 John H. Finley,7.1,38.0,59.0,,39.0,43.0,29.0,3.0,24.0,2.0,7.0,32.0,443,5.0,6.0,13.0,44.0,7.0,10.0,13.0,7.5,32.0,7.9,10.0,28.0,,8.0,0.0,,9.0,,7.1,44.0,30.0,54.0,54.0,5.8,34.0,1.0,6.0,2.0,1.0,8.1,,16.0,Elementary / Middle School,32.0,13.0,52.0,54.0,57.0,54.0,6.0,14.0,49.0,2.0,3.0,2.0,0.0,2.0,2.0,MANHATTAN,7.6,52,42.0,3.0,13.0,7.4,32.0,0.0,33.0,31.0,2.0,11.0,,26.0,23.0,9.0,61.0,32.0,3.0,3.0,7.4,8.1,7.7,46.0,5.0,53.0,3.0,37,,29.0,15.0,,6.0,6.9,,7.3
11X290,Bronx Academy of Health Careers,7.0,26.0,35.0,,32.0,34.0,24.0,5.0,27.0,1.0,5.0,25.0,433,4.0,9.0,13.0,17.0,10.0,0.0,18.0,7.4,33.0,7.7,3.0,31.0,,10.0,2.0,11.0,5.0,26.0,7.2,48.0,30.0,62.0,51.0,6.9,36.0,0.0,6.0,3.0,28.0,7.1,,30.0,High School,28.0,18.0,62.0,63.0,62.0,58.0,7.0,11.0,63.0,0.0,2.0,4.0,3.0,5.0,5.0,BRONX,7.2,100,30.0,1.0,6.0,7.6,24.0,0.0,31.0,27.0,0.0,12.0,12.0,28.0,40.0,8.0,38.0,28.0,4.0,5.0,8.5,7.5,7.3,56.0,0.0,51.0,10.0,49,,28.0,23.0,,1.0,7.0,,7.2
06M322,Middle School 322,7.8,51.0,61.0,,21.0,62.0,50.0,3.0,10.0,4.0,4.0,42.0,457,1.0,2.0,7.0,12.0,5.0,0.0,8.0,8.4,34.0,7.7,2.0,23.0,,4.0,1.0,,2.0,,8.3,49.0,41.0,47.0,38.0,7.9,56.0,0.0,3.0,1.0,0.0,8.5,,18.0,Middle School,54.0,8.0,44.0,48.0,41.0,41.0,2.0,17.0,39.0,2.0,1.0,1.0,1.0,1.0,1.0,MANHATTAN,7.6,89,53.0,1.0,6.0,8.5,42.0,42.0,34.0,21.0,1.0,4.0,,21.0,33.0,2.0,36.0,46.0,1.0,2.0,5.8,8.9,8.4,42.0,0.0,77.0,4.0,74,,18.0,22.0,,0.0,6.7,,8.1
09X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,8.5,65.0,77.0,,15.0,62.0,55.0,4.0,15.0,2.0,3.0,59.0,294,2.0,1.0,8.0,50.0,4.0,34.0,4.0,8.8,20.0,8.2,2.0,16.0,,2.0,0.0,,1.0,,8.5,51.0,50.0,32.0,29.0,7.6,59.0,0.0,3.0,0.0,0.0,8.9,,19.0,Early Childhood School,59.0,4.0,36.0,35.0,32.0,34.0,1.0,18.0,33.0,2.0,1.0,0.0,2.0,1.0,0.0,BRONX,8.5,96,63.0,2.0,15.0,8.5,58.0,0.0,24.0,21.0,0.0,3.0,,13.0,20.0,2.0,58.0,62.0,1.0,3.0,6.7,9.1,8.7,32.0,1.0,73.0,2.0,84,,19.0,4.0,,0.0,7.6,,8.4
16K081,P.S. 081 Thaddeus Stevens,7.7,44.0,71.0,,27.0,53.0,40.0,1.0,19.0,1.0,2.0,41.0,357,1.0,2.0,9.0,15.0,8.0,21.0,7.0,8.2,23.0,8.4,2.0,17.0,,5.0,0.0,,2.0,,8.0,58.0,38.0,51.0,49.0,7.1,45.0,0.0,1.0,0.0,0.0,8.4,,15.0,Elementary School,36.0,2.0,52.0,51.0,56.0,55.0,2.0,21.0,40.0,3.0,0.0,1.0,0.0,1.0,1.0,BROOKLYN,8.2,97,46.0,1.0,6.0,8.0,44.0,0.0,38.0,23.0,2.0,11.0,,15.0,23.0,3.0,57.0,43.0,2.0,1.0,8.1,8.5,8.1,51.0,11.0,71.0,2.0,73,,19.0,10.0,,1.0,8.0,,8.0
02M002,P.S. 002 Meyer London,7.3,26.0,73.0,,12.0,42.0,27.0,3.0,25.0,3.0,4.0,26.0,615,1.0,1.0,10.0,48.0,9.0,14.0,5.0,7.4,22.0,7.6,11.0,21.0,,5.0,0.0,,1.0,,7.5,52.0,24.0,69.0,66.0,6.7,30.0,1.0,9.0,1.0,0.0,8.0,,19.0,Elementary School,30.0,3.0,70.0,68.0,63.0,66.0,1.0,28.0,69.0,4.0,0.0,1.0,1.0,1.0,0.0,MANHATTAN,8.1,78,35.0,0.0,15.0,7.7,27.0,0.0,45.0,26.0,1.0,3.0,,29.0,28.0,6.0,71.0,26.0,4.0,1.0,6.3,8.7,7.8,61.0,6.0,65.0,2.0,65,,17.0,9.0,,0.0,6.9,,7.6
08X332,Holcombe L. Rucker School of Community Research,7.4,33.0,57.0,,46.0,44.0,29.0,5.0,14.0,3.0,2.0,25.0,320,1.0,3.0,8.0,36.0,7.0,0.0,6.0,7.8,35.0,7.4,1.0,31.0,,3.0,0.0,10.0,1.0,32.0,7.7,39.0,36.0,62.0,57.0,7.4,35.0,0.0,1.0,0.0,25.0,8.2,,29.0,High School,34.0,1.0,58.0,61.0,68.0,61.0,4.0,12.0,57.0,4.0,1.0,0.0,1.0,0.0,2.0,BRONX,7.4,80,24.0,1.0,5.0,7.7,38.0,1.0,42.0,22.0,0.0,5.0,5.0,15.0,40.0,4.0,28.0,34.0,5.0,1.0,4.5,8.6,7.2,62.0,0.0,77.0,3.0,48,,13.0,25.0,,1.0,6.2,,7.7
17K221,P.S. 221 Toussaint L'Ouverture,7.3,39.0,58.0,,32.0,55.0,31.0,7.0,30.0,1.0,6.0,34.0,516,1.0,5.0,15.0,42.0,5.0,12.0,13.0,7.9,37.0,8.1,3.0,31.0,,3.0,1.0,,5.0,,7.7,40.0,31.0,53.0,49.0,6.4,43.0,1.0,4.0,2.0,0.0,8.0,,7.0,Elementary School,39.0,6.0,58.0,56.0,58.0,62.0,3.0,13.0,51.0,3.0,1.0,1.0,2.0,1.0,1.0,BROOKLYN,7.8,67,37.0,1.0,13.0,8.0,40.0,0.0,39.0,38.0,1.0,9.0,,17.0,25.0,2.0,69.0,36.0,1.0,3.0,7.6,8.3,7.6,48.0,6.0,59.0,4.0,39,,30.0,7.0,,1.0,7.7,,7.7
07X030,P.S. 030 Wilton,8.3,61.0,78.0,,20.0,57.0,50.0,3.0,19.0,2.0,2.0,57.0,393,1.0,2.0,9.0,28.0,5.0,14.0,7.0,8.6,19.0,8.6,5.0,17.0,,4.0,1.0,,1.0,,8.3,45.0,57.0,37.0,40.0,7.9,52.0,0.0,4.0,2.0,0.0,8.9,,12.0,Elementary School,49.0,4.0,43.0,39.0,41.0,41.0,1.0,19.0,39.0,3.0,0.0,2.0,2.0,0.0,0.0,BRONX,8.6,100,50.0,0.0,6.0,8.4,56.0,0.0,28.0,21.0,0.0,7.0,,17.0,31.0,2.0,61.0,56.0,2.0,1.0,8.1,8.9,8.3,45.0,9.0,74.0,1.0,80,,14.0,16.0,,0.0,8.2,,8.2
02M580,Richard R. Green High School of Teaching,7.4,31.0,51.0,,54.0,48.0,38.0,1.0,21.0,1.0,2.0,34.0,564,1.0,5.0,11.0,28.0,7.0,0.0,15.0,7.7,35.0,7.5,4.0,31.0,,6.0,1.0,7.0,2.0,32.0,7.5,53.0,25.0,59.0,43.0,6.7,48.0,0.0,3.0,1.0,35.0,7.7,,29.0,High School,42.0,13.0,46.0,57.0,54.0,63.0,2.0,17.0,50.0,1.0,1.0,1.0,0.0,2.0,2.0,MANHATTAN,7.4,98,43.0,3.0,2.0,8.0,31.0,0.0,28.0,26.0,1.0,5.0,5.0,26.0,39.0,2.0,27.0,30.0,2.0,3.0,7.5,8.3,7.9,52.0,0.0,66.0,5.0,37,,28.0,11.0,,3.0,6.9,,7.4
17K489,W.E.B. Dubois Academic High School,7.6,31.0,35.0,,38.0,52.0,31.0,9.0,36.0,0.0,2.0,35.0,211,0.0,4.0,13.0,25.0,4.0,0.0,14.0,7.7,40.0,7.7,0.0,47.0,,6.0,0.0,10.0,2.0,24.0,7.8,48.0,20.0,59.0,49.0,6.8,47.0,0.0,8.0,0.0,40.0,8.4,,31.0,High School,42.0,6.0,49.0,55.0,67.0,63.0,2.0,31.0,43.0,0.0,0.0,2.0,0.0,0.0,2.0,BROOKLYN,7.1,79,40.0,0.0,4.0,8.2,19.0,0.0,44.0,41.0,0.0,8.0,12.0,30.0,21.0,4.0,13.0,39.0,6.0,0.0,6.9,8.2,7.8,45.0,0.0,60.0,0.0,25,,43.0,11.0,,0.0,6.9,,7.8
10X209,P.S. 209,8.9,78.0,91.0,,28.0,73.0,72.0,0.0,10.0,2.0,2.0,70.0,222,1.0,1.0,5.0,39.0,2.0,30.0,2.0,9.2,7.0,9.2,0.0,7.0,,2.0,0.0,,0.0,,8.9,46.0,67.0,21.0,28.0,8.0,71.0,0.0,1.0,0.0,0.0,9.4,,20.0,Early Childhood School,61.0,0.0,31.0,23.0,25.0,22.0,1.0,30.0,23.0,5.0,0.0,0.0,1.0,0.0,1.0,BRONX,9.5,79,71.0,1.0,11.0,9.0,65.0,0.0,23.0,12.0,0.0,2.0,,13.0,27.0,0.0,64.0,74.0,1.0,0.0,8.7,9.5,9.0,28.0,13.0,89.0,1.0,95,,10.0,12.0,,0.0,8.8,,8.8
20K112,P.S. 112 Lefferts Park,7.8,42.0,80.0,,22.0,43.0,41.0,5.0,19.0,2.0,7.0,38.0,375,1.0,1.0,9.0,56.0,6.0,15.0,5.0,8.0,17.0,8.2,5.0,17.0,,4.0,1.0,,1.0,,7.9,47.0,26.0,57.0,53.0,7.0,42.0,0.0,5.0,2.0,0.0,8.5,,10.0,Elementary School,44.0,2.0,52.0,58.0,44.0,51.0,1.0,17.0,45.0,2.0,0.0,1.0,1.0,0.0,0.0,BROOKLYN,8.6,89,50.0,1.0,10.0,8.1,37.0,0.0,39.0,22.0,1.0,2.0,,29.0,28.0,3.0,70.0,39.0,3.0,7.0,7.2,8.9,8.4,45.0,1.0,70.0,2.0,98,,21.0,13.0,,1.0,7.6,,8.0
17K161,P.S. 161 The Crown,7.2,41.0,52.0,,48.0,45.0,29.0,4.0,35.0,2.0,9.0,34.0,763,2.0,6.0,18.0,17.0,5.0,13.0,15.0,7.9,44.0,7.4,3.0,41.0,,15.0,0.0,,7.0,,7.6,48.0,49.0,48.0,44.0,6.8,39.0,1.0,6.0,4.0,0.0,7.6,,7.0,Elementary / Middle School,31.0,9.0,57.0,49.0,55.0,55.0,4.0,17.0,55.0,3.0,2.0,4.0,2.0,3.0,1.0,BROOKLYN,6.4,63,41.0,1.0,8.0,7.9,39.0,5.0,29.0,40.0,1.0,15.0,,19.0,39.0,5.0,74.0,38.0,3.0,2.0,5.8,7.8,7.7,46.0,0.0,53.0,10.0,38,,42.0,12.0,,2.0,6.4,,7.4
07X600,Alfred E. Smith Career and Technical Education High School,7.3,34.0,33.0,,35.0,45.0,30.0,5.0,29.0,3.0,4.0,33.0,1004,1.0,8.0,11.0,12.0,10.0,0.0,15.0,7.6,50.0,7.4,4.0,41.0,,6.0,1.0,13.0,3.0,30.0,7.5,49.0,28.0,57.0,48.0,7.1,41.0,0.0,6.0,3.0,31.0,8.3,,25.0,High School,40.0,9.0,55.0,59.0,54.0,54.0,4.0,10.0,52.0,3.0,2.0,5.0,2.0,0.0,1.0,BRONX,7.3,66,39.0,2.0,5.0,7.7,32.0,0.0,31.0,35.0,1.0,9.0,10.0,27.0,31.0,3.0,31.0,29.0,6.0,2.0,6.3,8.1,7.7,48.0,0.0,55.0,4.0,23,,32.0,20.0,,1.0,6.8,,7.5
01M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",7.6,37.0,50.0,,59.0,48.0,32.0,6.0,24.0,4.0,13.0,35.0,241,1.0,6.0,9.0,57.0,8.0,0.0,14.0,7.8,36.0,7.4,1.0,31.0,,7.0,0.0,,1.0,,7.5,53.0,26.0,54.0,52.0,6.4,34.0,1.0,2.0,3.0,0.0,8.1,,20.0,Middle School,33.0,12.0,54.0,62.0,65.0,56.0,3.0,13.0,51.0,3.0,0.0,1.0,3.0,2.0,1.0,MANHATTAN,7.2,83,32.0,1.0,8.0,7.7,22.0,34.0,37.0,25.0,1.0,15.0,,31.0,27.0,2.0,35.0,31.0,4.0,1.0,5.4,8.2,7.6,55.0,0.0,64.0,4.0,61,,24.0,15.0,,1.0,6.3,,7.7
02M416,Eleanor Roosevelt High School,8.1,56.0,78.0,,87.0,70.0,54.0,20.0,17.0,0.0,39.0,49.0,479,0.0,3.0,7.0,23.0,7.0,0.0,16.0,8.4,22.0,8.4,1.0,39.0,,4.0,2.0,15.0,0.0,41.0,7.9,66.0,34.0,41.0,39.0,6.7,35.0,1.0,2.0,0.0,35.0,9.5,,22.0,High School,52.0,4.0,37.0,51.0,23.0,18.0,1.0,18.0,35.0,0.0,0.0,0.0,5.0,0.0,2.0,MANHATTAN,8.4,66,47.0,0.0,2.0,8.5,20.0,0.0,35.0,26.0,1.0,1.0,9.0,48.0,56.0,3.0,34.0,37.0,4.0,0.0,7.1,9.1,8.5,30.0,0.0,70.0,0.0,47,,40.0,7.0,,0.0,7.3,,8.2
