org_content_id,bbl,created_date
3155,,February 18 2011
39587,1000750030.0,April 27 2011
37775,3040770035.0,February 11 2011
213,3011830026.0,July 18 2011
38369,4097680022.0,March 08 2011
45368,,July 12 2011
47371,3015340018.0,July 19 2011
3747,1001347501.0,August 27 2011
161,2032520340.0,January 14 2011
728,,July 27 2011
39853,1004720011.0,June 06 2011
33503,,April 06 2011
39189,,April 12 2011
161,,September 01 2011
39853,1004720011.0,June 07 2011
38951,1008037502.0,July 20 2011
3001,,August 15 2011
3104,,March 09 2011
38951,1008037502.0,April 12 2011
602,1013147502.0,August 12 2011
974,,June 16 2011
38302,,September 20 2011
52027,,September 08 2011
50876,,August 27 2011
3369,4012880059.0,April 11 2011
3706,4033122000.0,March 08 2011
1310,1004730042.0,April 17 2011
37154,,February 09 2011
50876,,August 24 2011
3001,1019450051.0,February 14 2011
39767,3006950001.0,May 04 2011
989,3003380015.0,April 08 2011
744,4003320002.0,January 13 2011
39853,1004720011.0,June 07 2011
39195,,April 12 2011
92,1001210001.0,February 23 2011
36773,,June 07 2011
44702,,August 04 2011
41295,,June 14 2011
39853,1004720011.0,June 06 2011
974,1000420031.0,March 10 2011
42496,1008037502.0,August 02 2011
974,1008860063.0,August 09 2011
104,1000300019.0,August 16 2011
39195,,April 12 2011
1516,,September 23 2011
35469,1000707501.0,April 13 2011
32839,,June 30 2011
39195,,April 12 2011
264,,March 30 2011
36773,,January 28 2011
213,1013300015.0,July 15 2011
50166,,August 16 2011
614,1000240029.0,April 21 2011
3706,4033122000.0,March 11 2011
974,1000420031.0,March 21 2011
34244,1009620100.0,September 01 2011
4279,,January 28 2011
38358,4070750037.0,March 08 2011
33503,,September 06 2011
39403,1008150046.0,September 16 2011
39195,,April 12 2011
37042,1019570200.0,February 04 2011
39853,1004720011.0,June 07 2011
24,1000220017.0,August 12 2011
423,2032720001.0,July 19 2011
38393,1019450051.0,March 28 2011
728,3070450031.0,September 01 2011
39853,1004720011.0,June 07 2011
2879,,January 12 2011
3862,1008700024.0,May 10 2011
999,,September 01 2011
37355,1010160036.0,January 26 2011
1072,,March 25 2011
36773,,April 22 2011
28912,,August 08 2011
3067,,May 17 2011
37871,,February 15 2011
2138,,January 06 2011
545,1013190047.0,June 21 2011
3001,,May 10 2011
92,1001210001.0,February 23 2011
33702,3031947501.0,January 14 2011
39500,1017390033.0,September 06 2011
545,1013190047.0,January 21 2011
42921,1008040001.0,July 01 2011
1028,,April 27 2011
39853,1004720011.0,June 06 2011
3747,,August 29 2011
34384,4012760037.0,February 05 2011
397,,March 16 2011
37775,3040770035.0,February 11 2011
3747,1001347501.0,September 22 2011
35740,,March 15 2011
39853,1004720011.0,June 07 2011
1111,,March 17 2011
37775,3040770035.0,February 11 2011
92,1001210001.0,February 23 2011
2786,1019017501.0,April 20 2011
4448,3010827502.0,May 24 2011
2250,,February 15 2011
52527,1000220017.0,September 15 2011
34605,,February 08 2011
41606,1000267501.0,August 11 2011
2138,,June 26 2011
974,,May 27 2011
155,,September 15 2011
728,,February 07 2011
39027,,August 22 2011
3810,3058930010.0,February 02 2011
37389,3004480013.0,January 27 2011
4459,4084010001.0,March 15 2011
39853,1004720011.0,June 06 2011
728,3083180008.0,March 07 2011
39303,4096530001.0,April 15 2011
38951,1008037502.0,July 20 2011
1436,1021600001.0,April 01 2011
37687,4000490010.0,March 01 2011
4279,,August 15 2011
36124,1008800024.0,February 23 2011
92,1001210001.0,June 23 2011
2068,3070580007.0,August 24 2011
36987,,January 19 2011
3001,1019450051.0,January 24 2011
49954,2028630028.0,August 10 2011
39853,,May 11 2011
3001,1021420161.0,February 11 2011
4448,3010827502.0,May 31 2011
3706,,September 14 2011
779,,August 11 2011
999,,April 04 2011
37775,3040770035.0,April 01 2011
50265,4093900028.0,August 19 2011
1208,,April 07 2011
161,2032520340.0,January 14 2011
3449,,March 17 2011
3706,,June 01 2011
38180,,March 07 2011
