asset_id,gi_id,:@computed_region_f5dn_yrer,construc_1,:@computed_region_yeji_bk3q,outfall,nyc_waters,community_,gi_feature,secondary_,status,:@computed_region_sbqj_enih
182060.0,IB2020b,45,4,2,26W-004,Jamaica Bay and Tributaries,305.0,Standard,,Constructed (Full Maintenance),47
184050.0,CHA_1,57,,4,NCM-081,East River / Open Waters,102.0,,,Constructed,3
121564.0,3070a,62,3,3,JAM-003,Jamaica Bay and Tributaries,410.0,Type A - Stone Columns,,Constructed (Full Maintenance),64
100348.0,1879c,45,3,2,26W-005,Jamaica Bay and Tributaries,305.0,Standard,,Constructed (Full Maintenance),47
128125.0,1-296c,16,Package-2,2,NCB-014,East River / Open Waters,308.0,Standard,,Constructed (Full Maintenance),49
187259.0,Highbridge2,47,,4,WI-620,East River / Open Waters,112.0,,,Constructed,21
103630.0,1185C,63,,3,JAM-005,Jamaica Bay and Tributaries,413.0,Standard,,Constructed (Full Maintenance),63
182882.0,IB359b,53,1,3,BB-005,East River / Open Waters,402.0,Standard,1000000000.0,Constructed (Full Maintenance),66
142535.0,1139B,22,3,3,TI-011,Flushing Creek,407.0,Type C - SW Chamber,,Constructed (Full Maintenance),67
150267.0,400a,42,Phase-3-Stage-1,2,NCB-015,Newtown Creek,304.0,Type C - SW Chamber,,Constructed (Full Maintenance),53
104266.0,442C,54,1,3,BB-005,East River / Open Waters,405.0,Type C - SW Chamber,,Constructed (Full Maintenance),62
148921.0,5074D,53,Stage-2,3,BB-026,Newtown Creek,402.0,Standard,4002430013.0,Constructed (Full Maintenance),66
185623.0,SLH-US1,55,,2,26W-003,Jamaica Bay and Tributaries,316.0,,,Constructed (Full Maintenance),46
94528.0,431A,46,Package-1,3,JAM-003,Jamaica Bay and Tributaries,409.0,Type C - SW Chamber,,Constructed (Full Maintenance),60
152193.0,141a,66,Stage-1,3,BB-008,Flushing Bay,404.0,Standard,,Constructed (Full Maintenance),68
148168.0,D-11a,46,Stage-1,3,JAM-003a,Jamaica Bay and Tributaries,409.0,Standard,,Constructed (Full Maintenance),60
171049.0,IB1012A,45,2,2,26W-005,Jamaica Bay and Tributaries,305.0,Standard,,Constructed (Full Maintenance),47
143176.0,1484A,22,3,3,TI-011,Flushing Creek,407.0,Type A - Stone Columns,,Constructed (Full Maintenance),67
187231.0,Crescent3,15,,1,OB-613,East River / Open Waters,503.0,,,Constructed,76
106830.0,1551b,22,Package-1,3,TI-010,Flushing Creek,407.0,Type C - SW Chamber,,Constructed (Full Maintenance),67
182564.0,IB594A,54,1,3,BB-005,East River / Open Waters,405.0,Standard,,Constructed (Full Maintenance),62
121453.0,2341a,62,2,3,JAM-003a,Jamaica Bay and Tributaries,410.0,Standard,,Constructed (Full Maintenance),64
176152.0,IB2124e,61,1,2,CI-005,Jamaica Bay and Tributaries,317.0,Standard,3046270057.0,Constructed (In Guarantee),40
171263.0,GS1001b,45,2,2,26W-005,Jamaica Bay and Tributaries,305.0,,,Constructed (Full Maintenance),47
175237.0,IB6122C,5,2,2,CI-005,Jamaica Bay and Tributaries,318.0,Type C - SW Chamber,,Constructed (In Guarantee),42
182716.0,IB1119a,17,1,2,CI-005,Jamaica Bay and Tributaries,309.0,Type A - Stone Columns,,Constructed (In Guarantee),44
137470.0,1034b,54,Phase-2,3,NCQ-077,Newtown Creek,405.0,Standard,,Constructed (Full Maintenance),62
174999.0,IB6045D,5,2,2,CI-005,Jamaica Bay and Tributaries,318.0,Type C - SW Chamber,3081250075.0,Constructed (In Guarantee),42
188311.0,RG-1,36,,2,NCB-015,Newtown Creek,301.0,,,Constructed,56
182846.0,IB759A,53,1,3,BB-005,East River / Open Waters,402.0,Standard,,Constructed (Full Maintenance),66
99558.0,1357h,45,2,2,26W-005,Jamaica Bay and Tributaries,305.0,Type C - SW Chamber,,Constructed (Full Maintenance),47
157154.0,175a,55,Phase-2-Stage-1,2,NCB-015,Newtown Creek,316.0,Standard,,Constructed (Full Maintenance),46
148725.0,H-59,46,Stage-1,3,JAM-003a,Jamaica Bay and Tributaries,409.0,Standard,,Constructed (Full Maintenance),60
142266.0,K581-01PPb,61,,2,CI-005,Jamaica Bay and Tributaries,317.0,,,Constructed,40
155945.0,1458c,65,Work-Order-1,3,BB-008,Flushing Bay,403.0,Standard,,Constructed (Full Maintenance),73
99146.0,1111d,45,1,2,26W-005,Jamaica Bay and Tributaries,305.0,Standard,3039480023.0,Constructed (Full Maintenance),47
163278.0,GS1016a,62,1,3,JAM-003a,Jamaica Bay and Tributaries,410.0,,4116020059.0,Constructed (Full Maintenance),64
151682.0,486b,55,1,2,26W-003,Jamaica Bay and Tributaries,316.0,Standard,,Constructed (Full Maintenance),46
132427.0,10D,16,1,2,26W-003,Jamaica Bay and Tributaries,308.0,Type A - Stone Columns,,Constructed (Full Maintenance),49
183632.0,IB5004A,17,2,2,CI-005,Jamaica Bay and Tributaries,309.0,Type A - Stone Columns,,Constructed (Full Maintenance),44
159162.0,727,29,Stage-1,5,HP-024,Hutchinson River,212.0,Standard,,Constructed (Full Maintenance),30
187983.0,IB1401d,22,Package-2,3,TI-010,Flushing Creek,407.0,Standard,,Constructed (Full Maintenance),67
113643.0,IB1596C,46,4,3,26W-005,Jamaica Bay and Tributaries,409.0,Standard,4089230026.0,Constructed (Full Maintenance),60
138463.0,143A,25,Package-1,3,TI-010,Flushing Creek,408.0,Standard,,Constructed (Full Maintenance),65
148568.0,H-185a,46,Stage-1,3,JAM-003,Jamaica Bay and Tributaries,409.0,Standard,,Constructed (Full Maintenance),60
184560.0,IB1173D,46,1,3,26W-005,Jamaica Bay and Tributaries,409.0,Type A - Stone Columns,,Constructed (Full Maintenance),60
185540.0,IB956A,46,Package-1,3,JAM-003,Jamaica Bay and Tributaries,409.0,Standard,,Constructed (Full Maintenance),60
150461.0,7a,61,1,2,26W-003,Jamaica Bay and Tributaries,317.0,Standard,,Constructed (Full Maintenance),40
132766.0,214C,55,1,2,26W-003,Jamaica Bay and Tributaries,316.0,Type A - Stone Columns,,Constructed (Full Maintenance),46
121817.0,3274a,62,3,3,JAM-003a,Jamaica Bay and Tributaries,410.0,Standard,4118590015.0,Constructed (Full Maintenance),64
173296.0,IB6062E,61,2,2,CI-005,Jamaica Bay and Tributaries,317.0,Type C - SW Chamber,,Constructed (Full Maintenance),40
185243.0,1015B,5,1,2,CI-005,Jamaica Bay and Tributaries,318.0,Standard,3080130125.0,Constructed (In Guarantee),42
160493.0,0969A,40,Stage-1,3,BB-006,Flushing Bay,406.0,Type A - Stone Columns,,Constructed (Full Maintenance),70
156949.0,107b,69,Phase-2-Stage-1,2,NCB-015,Newtown Creek,303.0,Standard,,Constructed (Full Maintenance),52
189402.0,PP6102,1,1,2,OH-015,East River / Open Waters,311.0,,,90% Design Submitted,37
182552.0,IB61A,65,1,3,BB-005,East River / Open Waters,403.0,Type C - SW Chamber,,Constructed (Full Maintenance),73
174103.0,IB3006A,5,1,2,CI-005,Jamaica Bay and Tributaries,318.0,Standard,,Constructed (In Guarantee),42
175779.0,IB1132b,61,1,2,CI-005,Jamaica Bay and Tributaries,317.0,Type C - SW Chamber,,Constructed (In Guarantee),40
187849.0,IB1014b,25,Package-2,3,TI-010,Flushing Creek,408.0,Standard,,Constructed (Full Maintenance),65
184098.0,LARF_1,49,,5,WIB-068,East River / Open Waters,201.0,,,Constructed,23
187774.0,IB824a,25,Package-1,3,TI-010,Flushing Creek,408.0,Type A - Stone Columns,,Constructed (Full Maintenance),65
182767.0,IB2081b,61,1,2,CI-005,Jamaica Bay and Tributaries,317.0,Type C - SW Chamber,,Constructed (In Guarantee),40
167785.0,IB3087k,22,Package-1,3,TI-010,Flushing Creek,407.0,Type C - SW Chamber,,Constructed (Full Maintenance),67
188808.0,PP8128,1,1,2,OH-015,East River / Open Waters,311.0,,,90% Design Submitted,37
119557.0,382e,42,Phase-4-Stage-1,2,NCB-015,Newtown Creek,304.0,Type C - SW Chamber,,Constructed (Full Maintenance),53
175094.0,IB6075B,5,2,2,CI-005,Jamaica Bay and Tributaries,318.0,Standard,,Constructed (In Guarantee),42
187274.0,Shoelace3,29,,5,HP-007,Bronx River,212.0,,,Constructed,30
150426.0,BHII-DA-030a,42,,2,NCB-015,Newtown Creek,304.0,,,Constructed (Full Maintenance),53
177475.0,GS4063c,61,2,2,CI-005,Jamaica Bay and Tributaries,317.0,,,Constructed (Full Maintenance),40
115897.0,556d,39,1,3,BB-005,East River / Open Waters,401.0,Standard,4007440105.0,Constructed (Full Maintenance),72
186074.0,IB3249b,62,3,3,JAM-003a,Jamaica Bay and Tributaries,410.0,Standard,,Constructed (Full Maintenance),64
142209.0,K065-01RGa,45,,2,26W-005,Jamaica Bay and Tributaries,305.0,,,Constructed,47
174024.0,IB2106B,5,3,2,CI-005,Jamaica Bay and Tributaries,318.0,Type C - SW Chamber,3079850064.0,Constructed (In Guarantee),42
183756.0,IB1472A,63,,3,JAM-005,Jamaica Bay and Tributaries,413.0,Standard,,Constructed (Full Maintenance),63
187710.0,IB622a,25,Package-1,3,TI-010,Flushing Creek,408.0,Standard,,Constructed (Full Maintenance),65
183977.0,IB8C,1,1,2,OH-021,Coney Island Creek,311.0,Type C - SW Chamber,,Constructed (Full Maintenance),37
110371.0,517A,65,1,3,BB-005,East River / Open Waters,403.0,Type C - SW Chamber,,Constructed (Full Maintenance),73
148315.0,F-32b,46,Stage-1,3,JAM-003a,Jamaica Bay and Tributaries,409.0,Standard,,Constructed (Full Maintenance),60
185988.0,X107-01STb,58,,5,HP-010,Bronx River,209.0,,,Constructed,26
106133.0,1049a,26,Package-1,3,TI-010,Flushing Creek,411.0,Type A - Stone Columns,,Constructed (Full Maintenance),69
117806.0,46b,45,3,2,26W-003,Jamaica Bay and Tributaries,305.0,Standard,,Constructed (Full Maintenance),47
174847.0,6002B,5,2,2,CI-005,Jamaica Bay and Tributaries,318.0,Type D,,Constructed (In Guarantee),42
99826.0,1504f,45,1,2,26W-005,Jamaica Bay and Tributaries,305.0,Type D,3039280049.0,Constructed (Full Maintenance),47
156813.0,65b,69,Phase-2-Stage-1,2,NCB-015,Newtown Creek,303.0,Standard,,Constructed (Full Maintenance),52
139408.0,1013AA,25,Package-2,3,TI-010,Flushing Creek,408.0,Standard,,Constructed (Full Maintenance),65
150495.0,16a,61,1,2,26W-003,Jamaica Bay and Tributaries,317.0,Standard,,Constructed (Full Maintenance),40
125433.0,4346a,40,4,3,BB-006,Flushing Bay,406.0,Standard,,Constructed (Full Maintenance),70
175955.0,IB2048i,61,1,2,CI-005,Jamaica Bay and Tributaries,317.0,Type C - SW Chamber,3046140070.0,Constructed (In Guarantee),40
143645.0,190A,22,1,3,TI-022,Flushing Creek,407.0,Type A - Stone Columns,,Constructed (Full Maintenance),67
186735.0,142St_SB3,49,,5,WIB-071,East River / Open Waters,201.0,Standard,,Constructed,23
112951.0,1252B,46,1,3,26W-005,Jamaica Bay and Tributaries,409.0,Type C - SW Chamber,,Constructed (Full Maintenance),60
187199.0,Cunningham2,25,,3,TI-010,Flushing Creek,408.0,,,Constructed,65
151458.0,389c,55,1,2,26W-003,Jamaica Bay and Tributaries,316.0,Standard,,Constructed (Full Maintenance),46
158143.0,UNST-1,55,,2,26W-003,Jamaica Bay and Tributaries,316.0,Standard,,Constructed (Full Maintenance),46
126296.0,0379a,42,Phase-1-Stage-1,2,NCB-015,Newtown Creek,304.0,Type A - Stone Columns,,Constructed (Full Maintenance),53
154058.0,827e,65,Work-Order-1,3,BB-008,Flushing Bay,403.0,Type C - SW Chamber,,Constructed (Full Maintenance),73
109769.0,102a,65,1,3,BB-005,East River / Open Waters,403.0,Type C - SW Chamber,,Constructed (Full Maintenance),73
99624.0,1387f,45,2,2,26W-005,Jamaica Bay and Tributaries,305.0,Type A - Stone Columns,,Constructed (Full Maintenance),47
188326.0,RG-1,4,,1,PR-019,East River / Open Waters,501.0,,,Constructed,74
102606.0,1009C,26,Package-2,3,TI-010,Flushing Creek,411.0,Type C - SW Chamber,4057010026.0,Constructed (Full Maintenance),69
176167.0,IB2127da,61,1,2,CI-005,Jamaica Bay and Tributaries,317.0,Type C - SW Chamber,,Constructed (In Guarantee),40
188339.0,PP-1,8,,5,WIB-068,East River / Open Waters,202.0,,,Constructed,24
147869.0,2141b,22,Package-2,3,TI-010,Flushing Creek,407.0,Standard,,Constructed (Full Maintenance),67
174905.0,IB6014C,5,2,2,CI-005,Jamaica Bay and Tributaries,318.0,Type C - SW Chamber,,Constructed (In Guarantee),42
188402.0,RG-2,10,,2,OH-002,East River / Open Waters,310.0,,,Constructed,41
118205.0,298a,55,1,2,26W-003,Jamaica Bay and Tributaries,316.0,Type A - Stone Columns,,Constructed (Full Maintenance),46
188215.0,PP-3,4,,1,1,East River / Open Waters,501.0,,,Constructed,74
133227.0,612A,61,1,2,26W-003,Jamaica Bay and Tributaries,317.0,Standard,,Constructed (Full Maintenance),40
163617.0,42310A,22,1,3,TI-023,East River / Open Waters,407.0,,,Constructed (Full Maintenance),67
95195.0,900B,46,Package-1,3,JAM-003,Jamaica Bay and Tributaries,409.0,Standard,,Constructed (Full Maintenance),60
160904.0,Q335-1,40,1,3,BB-006,Flushing Bay,406.0,,,Constructed (In Guarantee),70
171118.0,PG_5,8,,5,HP-002,East River / Open Waters,202.0,,,Constructed,24
187201.0,Forest1,38,,3,BB-006,Flushing Bay,482.0,,,Constructed,60
102981.0,1482A,26,Package-2,3,TI-010,Flushing Creek,411.0,Standard,,Constructed (Full Maintenance),69
148791.0,5009B,53,GCBB26-01,3,BB-026,Newtown Creek,402.0,Standard,,Constructed (Full Maintenance),66
187623.0,X201-01SPa,48,,5,WIB-055,East River / Open Waters,208.0,,,100% Design Accepted,33
177057.0,6034a,61,3,2,CI-005,Jamaica Bay and Tributaries,317.0,Standard,3047660010.0,Constructed (Full Maintenance),40
182295.0,IB3186b,22,Package-1,3,TI-010,Flushing Creek,407.0,Type C - SW Chamber,,Constructed (Full Maintenance),67
121212.0,2152c,62,2,3,JAM-003a,Jamaica Bay and Tributaries,410.0,Standard,4117460064.0,Constructed (Full Maintenance),64
150533.0,26a,61,1,2,26W-003,Jamaica Bay and Tributaries,317.0,Type A - Stone Columns,,Constructed (Full Maintenance),40
134371.0,1359f,45,2,2,26W-005,Jamaica Bay and Tributaries,305.0,Standard,,Constructed (Full Maintenance),47
143895.0,RG19c,29,Stage-1,5,HP-014,Westchester Creek,212.0,,,Constructed (Full Maintenance),30
183221.0,IB3050C,17,1,2,CI-005,Jamaica Bay and Tributaries,309.0,Type C - SW Chamber,3048000002.0,Constructed (Full Maintenance),44
167820.0,EP-02RGa,42,,2,NCB-015,Newtown Creek,304.0,,,Constructed,53
107677.0,2150a,22,Package-2,3,TI-010,Flushing Creek,407.0,Type C - SW Chamber,,Constructed (Full Maintenance),67
161104.0,IB137A,65,1,3,BB-005,East River / Open Waters,403.0,Standard,,Constructed (Full Maintenance),73
160289.0,0350A,54,Stage-1,3,BB-006,Flushing Bay,405.0,Type C - SW Chamber,,Constructed (Full Maintenance),62
188786.0,PP8026,1,1,2,OH-015,East River / Open Waters,311.0,,,90% Design Submitted,37
187210.0,PugsleyC1,58,,5,OVERLAND FLOW ER,East River / Open Waters,209.0,,,Constructed,26
150522.0,22b,61,1,2,26W-003,Jamaica Bay and Tributaries,317.0,Standard,,Constructed (Full Maintenance),40
138151.0,DA2-A,29,,5,HP-024,Hutchinson River,212.0,,,Constructed,30
113403.0,1477H,46,3,3,26W-005,Jamaica Bay and Tributaries,409.0,Type A - Stone Columns,,Constructed (Full Maintenance),60
106752.0,1506d,22,Package-1,3,TI-010,Flushing Creek,407.0,Standard,,Constructed (Full Maintenance),67
188193.0,RG-3,34,,5,WIB-068,East River / Open Waters,203.0,,,Constructed,25
173079.0,IB4009A,17,3,2,CI-005,Jamaica Bay and Tributaries,309.0,Standard,3048290002.0,Constructed (Full Maintenance),44
176833.0,IB5053e,61,3,2,CI-005,Jamaica Bay and Tributaries,317.0,Standard,3047310037.0,Constructed (In Guarantee),40
94485.0,399B,62,Package-1,3,JAM-003,Jamaica Bay and Tributaries,410.0,Standard,4096010063.0,Constructed (Full Maintenance),64
112525.0,1055G,45,2,2,26W-005,Jamaica Bay and Tributaries,305.0,Type C - SW Chamber,,Constructed (Full Maintenance),47
187735.0,IB727f,25,Package-1,3,TI-010,Flushing Creek,408.0,Standard,,Constructed (Full Maintenance),65
120622.0,1061a,62,1,3,JAM-003,Jamaica Bay and Tributaries,410.0,Standard,,Constructed (Full Maintenance),64
161148.0,IB708AC,62,Package-2,3,JAM-003,Jamaica Bay and Tributaries,410.0,Standard,,Constructed (Full Maintenance),64
121740.0,3232-1a,62,3,3,JAM-003,Jamaica Bay and Tributaries,410.0,Standard,,Constructed (Full Maintenance),64
188283.0,PP-2,70,,4,NCM-042,East River / Open Waters,103.0,,,Constructed,4
182101.0,IB2652d,45,4,2,26W-005,Jamaica Bay and Tributaries,305.0,Type A - Stone Columns,,Constructed (Full Maintenance),47
188056.0,IB1848b,22,Package-2,3,TI-010,Flushing Creek,407.0,Standard,,Constructed (Full Maintenance),67
182279.0,IB1087a,26,Package-1,3,TI-010,Flushing Creek,411.0,Standard,4060310058.0,Constructed (Full Maintenance),69
113646.0,IB1608B,46,4,3,26W-005,Jamaica Bay and Tributaries,409.0,Type A - Stone Columns,4089250015.0,Constructed (Full Maintenance),60
112596.0,GS1103A,45,2,2,26W-005,Jamaica Bay and Tributaries,305.0,,,Constructed (Full Maintenance),47
188374.0,SS-7,66,,3,BB-008,Flushing Bay,404.0,,,Constructed,68
181752.0,Q062-01SRa,46,,3,JAM-003,Jamaica Bay and Tributaries,409.0,,,Constructed,60
165205.0,1-IB199-1b,16,Package_1,2,NCB-014,East River / Open Waters,308.0,Standard,,Constructed (Full Maintenance),49
182612.0,IB352C,65,1,3,BB-005,East River / Open Waters,403.0,Standard,,Constructed (Full Maintenance),73
157018.0,128e,55,Phase-2-Stage-1,2,NCB-015,Newtown Creek,316.0,Standard,,Constructed (Full Maintenance),46
140884.0,IB1995C,26,Package-2,3,TI-010,Flushing Creek,411.0,Standard,,Constructed (Full Maintenance),69
138966.0,622B,25,Package-1,3,TI-010,Flushing Creek,408.0,Standard,,Constructed (Full Maintenance),65
120738.0,1151b,62,1,3,JAM-003,Jamaica Bay and Tributaries,410.0,Standard,,Constructed (Full Maintenance),64
187881.0,IB1093a,25,Package-2,3,TI-010,Flushing Creek,408.0,Standard,,Constructed (Full Maintenance),65
181702.0,Q024-01SPa,22,1,3,TI-010,Flushing Creek,407.0,,,In Construction,67
157415.0,261f,69,Phase-2-Stage-2,2,NCB-015,Newtown Creek,303.0,Type A - Stone Columns,,Constructed (Full Maintenance),52
120441.0,IB539D,65,1,3,BB-005,East River / Open Waters,403.0,Standard,,Constructed (Full Maintenance),73
100081.0,1703b,45,3,2,26W-005,Jamaica Bay and Tributaries,305.0,Standard,3039760053.0,Constructed (Full Maintenance),47
132987.0,389A,55,1,2,26W-003,Jamaica Bay and Tributaries,316.0,Type A - Stone Columns,,Constructed (Full Maintenance),46
134719.0,GS1613-1c,62,3,3,26W-005,Jamaica Bay and Tributaries,410.0,,,Constructed (Full Maintenance),64
174783.0,IB5112B,5,1,2,CI-005,Jamaica Bay and Tributaries,318.0,Type C - SW Chamber,,Constructed (In Guarantee),42
181971.0,IB1313e,45,2,2,26W-004,Jamaica Bay and Tributaries,305.0,Type C - SW Chamber,3037420014.0,Constructed (Full Maintenance),47
106036.0,GH-U1,14,,2,RH-034,Gowanus Canal,306.0,,,Constructed (In Guarantee),48
157112.0,159b,55,Phase-2-Stage-1,2,NCB-015,Newtown Creek,316.0,Standard,,Constructed (Full Maintenance),46
182543.0,IB681B,65,1,3,BB-005,East River / Open Waters,403.0,Standard,,Constructed (Full Maintenance),73
132819.0,261B,55,1,2,26W-003,Jamaica Bay and Tributaries,316.0,Type A - Stone Columns,,Constructed (Full Maintenance),46
182055.0,IB2019b,45,4,2,26W-004,Jamaica Bay and Tributaries,305.0,Standard,,Constructed (Full Maintenance),47
174613.0,IB5018B,5,1,2,CI-005,Jamaica Bay and Tributaries,318.0,Standard,,Constructed (In Guarantee),42
118359.0,409a,45,1,2,26W-003,Jamaica Bay and Tributaries,305.0,Standard,,Constructed (Full Maintenance),47
142323.0,1030B,22,3,3,TI-011,Flushing Creek,407.0,Standard,,Constructed (Full Maintenance),67
136097.0,451d,53,Phase-1,3,NCQ-077,Newtown Creek,402.0,Standard,,Constructed (Full Maintenance),66
148366.0,G-5a,46,Stage-1,3,JAM-003,Jamaica Bay and Tributaries,409.0,Standard,,Constructed (Full Maintenance),60
126384.0,0426a,42,Phase-1-Stage-1,2,NCB-015,Newtown Creek,304.0,Standard,,Constructed (Full Maintenance),53
159119.0,160b,43,Stage-2,5,HP-023,Hutchinson River,210.0,,,Constructed (Full Maintenance),28
183257.0,IB0194G,29,1,5,HP-007,Bronx River,212.0,Standard,,Constructed (Full Maintenance),30
135746.0,268.1c,53,Phase-1,3,NCQ-077,Newtown Creek,402.0,Standard,,Constructed (Full Maintenance),66
184510.0,IB2161b,62,2,3,JAM-003a,Jamaica Bay and Tributaries,410.0,Standard,,Constructed (Full Maintenance),64
100957.0,2501a,45,3,2,26W-005,Jamaica Bay and Tributaries,305.0,Standard,,Constructed (Full Maintenance),47
182196.0,IB1032A,45,2,2,26W-005,Jamaica Bay and Tributaries,305.0,Standard,,Constructed (Full Maintenance),47
182893.0,IB487a,39,1,3,BB-005,East River / Open Waters,401.0,Type C - SW Chamber,1000000000.0,Constructed (Full Maintenance),72
182036.0,IB1787a,45,3,2,26W-005,Jamaica Bay and Tributaries,305.0,Standard,,Constructed (Full Maintenance),47
187918.0,IB1185e,25,Package-2,3,TI-010,Flushing Creek,408.0,Standard,,Constructed (Full Maintenance),65
170621.0,IB525A,43,1,5,HP-033,Westchester Creek,210.0,Standard,,Constructed (Full Maintenance),28
107098.0,1683b,22,Package-1,3,TI-010,Flushing Creek,407.0,Standard,,Constructed (Full Maintenance),67
148825.0,5024B,53,GCBB26-01,3,BB-026,Newtown Creek,402.0,Standard,,Constructed (Full Maintenance),66
143333.0,1554A,22,3,3,TI-011,Flushing Creek,407.0,Type C - SW Chamber,,Constructed (Full Maintenance),67
185700.0,IB11179B,22,1,3,TI-003,East River / Open Waters,407.0,Type A - Stone Columns,,Constructed (Full Maintenance),67
100758.0,2322f,45,4,2,26W-004,Jamaica Bay and Tributaries,305.0,Standard,,Constructed (Full Maintenance),47
126060.0,0219b,55,Phase-1-Stage-1,2,NCB-015,Newtown Creek,316.0,Standard,,Constructed (Full Maintenance),46
189357.0,PP5074,10,1,2,OH-015,East River / Open Waters,310.0,,,90% Design Submitted,41
94571.0,463C,62,Package-1,3,JAM-003,Jamaica Bay and Tributaries,410.0,Standard,,Constructed (Full Maintenance),64
185882.0,IB52475A,22,1,3,TI-023,East River / Open Waters,407.0,Type A - Stone Columns,,Constructed (Full Maintenance),67
185919.0,IB82218A,22,1,3,TI-023,East River / Open Waters,407.0,Standard,,Constructed (Full Maintenance),67
160895.0,Q304-3,40,1,3,BB-006,Flushing Bay,406.0,,,In Construction,70
149616.0,LHDN_1,23,,4,WIM-003,East River / Open Waters,108.0,,,Constructed,11
117096.0,360b,59,Stage-1,5,HP-014,Westchester Creek,211.0,,,Constructed (Full Maintenance),32
153259.0,552e,66,Stage-1,3,BB-008,Flushing Bay,404.0,Type A - Stone Columns,,Constructed (Full Maintenance),68
160225.0,0093B,66,Stage-1,3,BB-006,Flushing Bay,404.0,Standard,,Constructed (Full Maintenance),68
136098.0,sgs452,53,Phase-3,3,NCQ-077,Newtown Creek,402.0,Standard,,Constructed (Full Maintenance),66
187707.0,IB608a,25,Package-1,3,TI-010,Flushing Creek,408.0,Type A - Stone Columns,,Constructed (Full Maintenance),65
99536.0,1354c,45,2,2,26W-005,Jamaica Bay and Tributaries,305.0,Standard,,Constructed (Full Maintenance),47
120074.0,525b,42,Phase-4-Stage-1,2,NCB-015,Newtown Creek,304.0,Standard,,Constructed (Full Maintenance),53
174437.0,IB4122A,5,3,2,CI-005,Jamaica Bay and Tributaries,318.0,Type C - SW Chamber,,Constructed (In Guarantee),42
102474.0,930F,26,Package-1,3,TI-010,Flushing Creek,411.0,Standard,,Constructed (Full Maintenance),69
167450.0,GS2067d,62,2,3,JAM-003,Jamaica Bay and Tributaries,410.0,,,Constructed (Full Maintenance),64
172901.0,4035B,61,3,2,CI-005,Jamaica Bay and Tributaries,317.0,Standard,,Constructed (Full Maintenance),40
181363.0,2-IB203d,69,Package_3,2,NCB-014,East River / Open Waters,303.0,Standard,3017860015.0,Constructed (Full Maintenance),51
104920.0,66A,14,Stage-1,2,OH-007,Gowanus Canal,306.0,Type A - Stone Columns,3010750001.0,Constructed (Full Maintenance),50
177601.0,IB85A,35,1,5,HP-004,Bronx River,206.0,Type A - Stone Columns,,Constructed (Full Maintenance),31
119314.0,308d,42,Phase-4-Stage-1,2,NCB-015,Newtown Creek,304.0,Type C - SW Chamber,,Constructed (Full Maintenance),53
120819.0,1230c,62,1,3,JAM-003a,Jamaica Bay and Tributaries,410.0,Standard,,Constructed (Full Maintenance),64
