asset_id,assembly_d,asset_widt,dep_cont_1,borough,asset_x_co,the_geom,city_counc,project_na,tree_commo
143355.0,40.0,4.0,1,Queens,1035610.447,"{'type': 'Point', 'coordinates': [-73.8145775294681, 40.769515614968654]}",19.0,DDC TI-011,Allegheny Serviceberry
181427.0,56.0,5.0,1,Brooklyn,1003196.6268,"{'type': 'Point', 'coordinates': [-73.93168894523834, 40.68140580582561]}",36.0,DDC NCB-014,
127074.0,87.0,5.0,1,Bronx,1025344.9143,"{'type': 'Point', 'coordinates': [-73.85148932018562, 40.83636489067029]}",18.0,EDC HP-033,Thornless Common Honeylocust
164898.0,40.0,6.0,1,Queens,1038613.03037,"{'type': 'Point', 'coordinates': [-73.80372574604354, 40.773513428470366]}",19.0,DDC TI-03-23 Phase 1,
187163.0,68.0,0.0,1,Manhattan,1002241.98419,"{'type': 'Point', 'coordinates': [-73.93502182661001, 40.79330324785808]}",8.0,Thomas Jefferson Park - PG Reconstruction,
120228.0,38.0,5.0,4,Queens,1008977.6,"{'type': 'Point', 'coordinates': [-73.91081995566022, 40.70084147329266]}",34.0,EDC NCB-015 (English Kills) Phase 4,
171122.0,24.0,5.0,2,Queens,1032959.05,"{'type': 'Point', 'coordinates': [-73.82436865036179, 40.686479380990896]}",29.0,DDC JAM-003 Phase 2,
183073.0,56.0,5.0,2,Brooklyn,999386.5089,"{'type': 'Point', 'coordinates': [-73.9454125553383, 40.69798319519703]}",36.0,DDC NCB-014,
188377.0,39.0,0.0,1,Queens,1018250.0,"{'type': 'Point', 'coordinates': [-73.87730193941549, 40.74273547588655]}",25.0,Veterans Grove Reconstruction (Q013-113M),
95258.0,38.0,5.0,2,Queens,1029325.455,"{'type': 'Point', 'coordinates': [-73.83746353390359, 40.689297389353094]}",29.0,DDC JAM-003 Phase 2,Blackgum
118459.0,60.0,5.0,2,Brooklyn,1013048.45,"{'type': 'Point', 'coordinates': [-73.89619023816319, 40.66757457395474]}",42.0,EDC 26W-003 (Fresh Creek) Phase 2,Sawtooth Oak
188397.0,23.0,0.0,1,Queens,1032000.0,"{'type': 'Point', 'coordinates': [-73.82810120915683, 40.58000294594888]}",32.0,Rockaway Beach Boardwalk - Sandpiper PG Reconstruction,
159058.0,83.0,6.0,1,Bronx,1027484.799,"{'type': 'Point', 'coordinates': [-73.84364281968517, 40.88456481180148]}",12.0,Demo Area 1 (HP-024),Krauter Vesuvius Cherry Plum
182010.0,54.0,6.0,1,Brooklyn,1016456.35,"{'type': 'Point', 'coordinates': [-73.8838834799882, 40.68038166255964]}",37.0,EDC 26W-005 Phase 1,
182039.0,54.0,5.0,1,Brooklyn,1017036.54,"{'type': 'Point', 'coordinates': [-73.88180261873178, 40.67420201229211]}",42.0,EDC 26W-005 Phase 1,
121436.0,31.0,5.5,3,Queens,1036273.2248,"{'type': 'Point', 'coordinates': [-73.81246215013522, 40.6710073452153]}",28.0,DDC JAM-003 Phase 3,
182755.0,58.0,6.0,2,Brooklyn,1005021.25,"{'type': 'Point', 'coordinates': [-73.9251310670721, 40.66296306531647]}",41.0,EDC CI005 Phase 2,
187296.0,40.0,27.5,OS,Queens,1031537.16,"{'type': 'Point', 'coordinates': [-73.82929086893357, 40.76644894260319]}",20.0,Flushing H.S. Athletic Field (Levitts Field),
182601.0,34.0,5.0,4,Queens,1017437.19,"{'type': 'Point', 'coordinates': [-73.88022170094469, 40.75023460331068]}",25.0,OGI BB-005 (GI-DCM-TOC) Phase 4,
131764.0,83.0,4.5,1,Bronx,1024066.94,"{'type': 'Point', 'coordinates': [-73.85598696942365, 40.892150652391265]}",11.0,EDC HP-014 Phase 1,Field Maple
182988.0,56.0,6.0,2,Brooklyn,1000268.6089,"{'type': 'Point', 'coordinates': [-73.94223422550935, 40.69472057580446]}",36.0,DDC NCB-014,
184275.0,60.0,6.0,1,Brooklyn,1016154.27,"{'type': 'Point', 'coordinates': [-73.88500282134308, 40.66285487890589]}",42.0,EDC 26W-005 Phase 1,
184016.0,26.0,5.0,2,Queens,1048021.53,"{'type': 'Point', 'coordinates': [-73.76978682371968, 40.7648533908885]}",19.0,DDC TI-010 Phase 2,
185796.0,40.0,4.5,1,Queens,1036086.5,"{'type': 'Point', 'coordinates': [-73.81284792150493, 40.77341221578001]}",19.0,DDC TI-03-23 Phase 1,
112855.0,38.0,5.0,2,Queens,1021447.9763,"{'type': 'Point', 'coordinates': [-73.8658685272674, 40.68941481677103]}",32.0,EDC 26W-005 Phase 2,
149673.0,80.0,0.0,GR,Bronx,1017326.88401,"{'type': 'Point', 'coordinates': [-73.88041850816927, 40.86237806680783]}",15.0,New York Botanic Garden,
174653.0,58.0,6.0,3,Brooklyn,1010461.8106,"{'type': 'Point', 'coordinates': [-73.90554912448867, 40.642981270452516]}",46.0,EDC CI005 Phase 3,
94596.0,24.0,4.0,2,Queens,1032574.91,"{'type': 'Point', 'coordinates': [-73.82574640039154, 40.689293608151175]}",29.0,DDC JAM-003 Phase 2,
167818.0,54.0,0.0,1,Brooklyn,1008972.0097,"{'type': 'Point', 'coordinates': [-73.91085957682888, 40.68628843482062]}",37.0,Evergreen Playground,
126215.0,54.0,5.0,1,Brooklyn,1008369.56,"{'type': 'Point', 'coordinates': [-73.91303154256826, 40.68651393039354]}",37.0,EDC NCB-015 (English Kills) Phase 1,Thornless Common Honeylocust
121654.0,31.0,4.5,3,Queens,1038137.9368,"{'type': 'Point', 'coordinates': [-73.80574282107861, 40.67006023834318]}",28.0,DDC JAM-003 Phase 3,Princeton Elm
182795.0,58.0,6.0,2,Brooklyn,1005108.5225,"{'type': 'Point', 'coordinates': [-73.92482162559841, 40.65841318543916]}",41.0,EDC CI005 Phase 2,
112216.0,84.0,5.0,1,Bronx,1015058.7076,"{'type': 'Point', 'coordinates': [-73.88870249106678, 40.812224438341126]}",17.0,EDC HP-002,
112444.0,54.0,5.0,2,Brooklyn,1018721.367,"{'type': 'Point', 'coordinates': [-73.87570975522202, 40.68437603256402]}",37.0,EDC 26W-005 Phase 2,Japanese Tree Lilac
172946.0,58.0,4.0,1,Brooklyn,1000107.14253,"{'type': 'Point', 'coordinates': [-73.94285323508939, 40.651862694327306]}",40.0,EDC CI005 Phase 1,
133069.0,55.0,4.5,1,Brooklyn,1006535.86,"{'type': 'Point', 'coordinates': [-73.91967011658802, 40.66430295113751]}",41.0,EDC 26W-003 (Fresh Creek) Phase 1,Hardy Rubber Tree
130588.0,50.0,5.0,2,Brooklyn,996842.4783,"{'type': 'Point', 'coordinates': [-73.95458329735325, 40.70371599878688]}",33.0,DDC NCB-014,
186823.0,26.0,4.0,2,Queens,1042717.9803,"{'type': 'Point', 'coordinates': [-73.78896713013155, 40.7539262534128]}",19.0,DDC TI-010 Phase 2,
117236.0,80.0,4.0,3,Bronx,1027726.01,"{'type': 'Point', 'coordinates': [-73.84283962251159, 40.85531934749997]}",13.0,EDC HP-014 Phase 3,
176727.0,58.0,4.5,2,Brooklyn,1003933.96333,"{'type': 'Point', 'coordinates': [-73.9290645355595, 40.64942519006969]}",45.0,EDC CI005 Phase 2,
148741.0,38.0,4.0,1,Queens,1028558.071,"{'type': 'Point', 'coordinates': [-73.8402271863379, 40.69073362816374]}",29.0,DDC JAM-003 Phase 1,
159120.0,82.0,4.5,1,Bronx,1032076.8812,"{'type': 'Point', 'coordinates': [-73.82704632737062, 40.88047620044689]}",12.0,DDC HP-023,
146385.0,27.0,5.0,4,Queens,1034685.94,"{'type': 'Point', 'coordinates': [-73.81802668534347, 40.72871743046015]}",24.0,DDC TI-010 Phase 4,Cherokee Sweetgum
193939.0,58.0,6.0,3,Brooklyn,1009183.5653,"{'type': 'Point', 'coordinates': [-73.91015190226382, 40.64536991104246]}",42.0,EDC CI005 Phase 3,
183636.0,43.0,4.0,1,Brooklyn,1002474.25197,"{'type': 'Point', 'coordinates': [-73.93431643843728, 40.65804591234752]}",40.0,EDC CI005 Phase 1,
182072.0,60.0,4.5,1,Brooklyn,1015026.91,"{'type': 'Point', 'coordinates': [-73.88905670532922, 40.66864189219048]}",42.0,EDC 26W-005 Phase 1,
182950.0,56.0,5.0,2,Brooklyn,1000435.3407,"{'type': 'Point', 'coordinates': [-73.941639900291, 40.68679557305684]}",36.0,DDC NCB-014,
185984.0,32.0,58.0,OS,Queens,1042431.262,"{'type': 'Point', 'coordinates': [-73.79025000085763, 40.675166665976306]}",28.0,P.S. 223 Lyndon B. Johnson,
110004.0,34.0,5.0,5,Queens,1016831.6816,"{'type': 'Point', 'coordinates': [-73.88238684293322, 40.76170059012325]}",22.0,OGI BB-005 (GI-DCM-TOC) Phase 5,Yoshino Cherry
174311.0,59.0,4.5,3,Brooklyn,1008233.78,"{'type': 'Point', 'coordinates': [-73.91358050108988, 40.64070114217454]}",46.0,EDC CI005 Phase 3,
96908.0,80.0,4.5,2,Bronx,1023442.10774,"{'type': 'Point', 'coordinates': [-73.85833240236565, 40.852037644704225]}",13.0,EDC HP-007 Phase 2,
121669.0,31.0,5.0,3,Queens,1038927.4201,"{'type': 'Point', 'coordinates': [-73.80289571034963, 40.67044869857436]}",28.0,DDC JAM-003 Phase 3,Norwegian Sunset Maple
108409.0,40.0,5.5,1,Queens,1036614.05701,"{'type': 'Point', 'coordinates': [-73.81098244930097, 40.75958787489856]}",20.0,DDC TI-010 Phase 1,
142242.0,79.0,0.0,1,Bronx,1015558.2,"{'type': 'Point', 'coordinates': [-73.88683966029599, 40.846570353247046]}",15.0,C.S. 300 X,
181581.0,59.0,5.0,3,Brooklyn,1009902.0914,"{'type': 'Point', 'coordinates': [-73.90757507061312, 40.6364340376247]}",46.0,EDC CI005 Phase 3,
141518.0,37.0,4.0,1,Queens,1004847.926,"{'type': 'Point', 'coordinates': [-73.92567084219222, 40.73921101854968]}",26.0,DDC BB Cluster (BB-009),Sawtooth Oak
100131.0,54.0,4.0,1,Brooklyn,1017835.92,"{'type': 'Point', 'coordinates': [-73.87891564172368, 40.67704635971308]}",37.0,EDC 26W-005 Phase 1,
133501.0,23.0,3.5,3,Queens,1027683.37,"{'type': 'Point', 'coordinates': [-73.84340839403654, 40.67920556696159]}",32.0,EDC 26W-005 Phase 3,
101625.0,54.0,5.0,1,Brooklyn,1015919.17,"{'type': 'Point', 'coordinates': [-73.88581930055057, 40.68092201505656]}",37.0,EDC 26W-005 Phase 1,Chinese Fringetree
