asset_id,assembly_d,asset_widt,dep_cont_1,borough,asset_x_co,the_geom,city_counc,project_na,tree_commo
185298.0,58.0,5.0,2,Brooklyn,1003674.3,"{'type': 'Point', 'coordinates': [-73.92999122206278, 40.65806586957498]}",41.0,EDC CI005 Phase 2,
115261.0,30.0,4.0,3,Queens,1012582.85709,"{'type': 'Point', 'coordinates': [-73.8977446688968, 40.748388361913854]}",26.0,OGI BB-005 (GI-DCM-TOC) Phase 3,
134352.0,60.0,5.0,3,Brooklyn,1021448.23,"{'type': 'Point', 'coordinates': [-73.8659141761584, 40.66625970000901]}",42.0,EDC 26W-005 Phase 3,Wireless Zelkova
109704.0,25.0,6.0,1,Queens,1030524.29575,"{'type': 'Point', 'coordinates': [-73.83299080563552, 40.74912592069575]}",20.0,DDC TI-010 Phase 1,Pin Oak
159127.0,83.0,4.5,1,Bronx,1024552.96,"{'type': 'Point', 'coordinates': [-73.85422649242841, 40.89333628808673]}",11.0,DDC HP-024,
150142.0,54.0,5.0,3,Brooklyn,1009159.09,"{'type': 'Point', 'coordinates': [-73.91017759752295, 40.69179789365853]}",37.0,EDC NCB-015 (English Kills) Phase 3,
103708.0,33.0,4.5,1,Queens,1054587.89,"{'type': 'Point', 'coordinates': [-73.74631558350768, 40.70363615772274]}",27.0,South East Queens Demonstration Area 1,
181562.0,33.0,4.5,1,Queens,1056443.6,"{'type': 'Point', 'coordinates': [-73.7396176862589, 40.704909818837]}",27.0,South East Queens Demonstration Area 1,
175629.0,58.0,4.0,2,Brooklyn,1003520.37,"{'type': 'Point', 'coordinates': [-73.93054328601681, 40.66068686584405]}",41.0,EDC CI005 Phase 2,
175304.0,80.0,6.0,2,Bronx,1021771.69,"{'type': 'Point', 'coordinates': [-73.86437761411261, 40.848529457524876]}",13.0,EDC HP-007 Phase 2,
136157.0,37.0,5.0,1,Queens,1007693.54435,"{'type': 'Point', 'coordinates': [-73.91542050766431, 40.72479881484672]}",26.0,DDC NCQ-077,
99863.0,54.0,4.0,1,Brooklyn,1017335.21,"{'type': 'Point', 'coordinates': [-73.88070992336847, 40.683131755151855]}",37.0,EDC 26W-005 Phase 1,Japanese Zelkova
186110.0,25.0,4.0,3,Queens,1040353.83,"{'type': 'Point', 'coordinates': [-73.79754704686206, 40.738528703230834]}",20.0,DDC TI-010 Phase 3,
188166.0,34.0,0.0,1,Queens,1008800.0,"{'type': 'Point', 'coordinates': [-73.91138031532329, 40.76114008477021]}",22.0,Astoria Heights Playground,
133106.0,55.0,5.0,1,Brooklyn,1009116.65,"{'type': 'Point', 'coordinates': [-73.91036776016384, 40.664181896323534]}",41.0,EDC 26W-003 (Fresh Creek) Phase 1,Kentucky Coffeetree
184040.0,67.0,0.0,1,Manhattan,987092.0,"{'type': 'Point', 'coordinates': [-73.98973955217132, 40.770898331524066]}",6.0,860 11th Avenue,
105693.0,38.0,5.0,3,Queens,1012191.6318,"{'type': 'Point', 'coordinates': [-73.89923290164482, 40.697963572018914]}",34.0,OGI Design Area 1 (NCB-083),
185535.0,31.0,4.5,2,Queens,1032246.633,"{'type': 'Point', 'coordinates': [-73.82695880395532, 40.67824363108596]}",28.0,DDC JAM-003 Phase 2,
189417.0,47.0,2.0,4,Brooklyn,986684.5663,"{'type': 'Point', 'coordinates': [-73.99123199681055, 40.607666805681184]}",43.0,DDC OH15 Phase 4,
118307.0,55.0,5.0,2,Brooklyn,1010567.1,"{'type': 'Point', 'coordinates': [-73.90513442100094, 40.66781527339753]}",41.0,EDC 26W-003 (Fresh Creek) Phase 2,Swamp White Oak
183851.0,24.0,4.0,2,Queens,1030968.819,"{'type': 'Point', 'coordinates': [-73.83154651600108, 40.68583223998765]}",29.0,DDC JAM-003 Phase 2,
181988.0,60.0,5.0,1,Brooklyn,1014184.45,"{'type': 'Point', 'coordinates': [-73.8920896026929, 40.67109443754506]}",42.0,EDC 26W-004,
187218.0,84.0,0.0,1,Bronx,1004061.0084,"{'type': 'Point', 'coordinates': [-73.92842636017195, 40.8175313300101]}",17.0,Garrison PG Reconstruction,
99299.0,54.0,5.0,1,Brooklyn,1014065.25,"{'type': 'Point', 'coordinates': [-73.89251432670846, 40.67418380792505]}",37.0,EDC 26W-004,Prairifire Crabapple
174932.0,58.0,4.5,3,Brooklyn,1009964.1373,"{'type': 'Point', 'coordinates': [-73.90734190035505, 40.643360896361]}",46.0,EDC CI005 Phase 3,
134659.0,23.0,6.0,3,Queens,1028310.33,"{'type': 'Point', 'coordinates': [-73.8411492955923, 40.6786596905978]}",32.0,EDC 26W-005 Phase 3,Wireless Zelkova
138120.0,83.0,0.0,OS,Bronx,1027135.616,"{'type': 'Point', 'coordinates': [-73.84489926156687, 40.88729433696572]}",12.0,Edenwald Houses North,
159897.0,29.0,5.0,2,Queens,1058284.4612,"{'type': 'Point', 'coordinates': [-73.73311995749187, 40.66949833680099]}",31.0,Idlewild,
143542.0,40.0,3.0,1,Queens,1034810.456,"{'type': 'Point', 'coordinates': [-73.8174745641772, 40.76627304382714]}",20.0,DDC TI-011,
107386.0,26.0,4.5,1,Queens,1040573.01037,"{'type': 'Point', 'coordinates': [-73.79667232887503, 40.76598768370615]}",19.0,DDC TI-010 Phase 1,
182779.0,58.0,4.0,2,Brooklyn,1006376.5924,"{'type': 'Point', 'coordinates': [-73.92025138860144, 40.65828994712469]}",41.0,EDC CI005 Phase 2,
176275.0,58.0,4.5,2,Brooklyn,1004659.84875,"{'type': 'Point', 'coordinates': [-73.92644033790701, 40.6569627993487]}",41.0,EDC CI005 Phase 2,
157251.0,55.0,6.0,2,Brooklyn,1007014.27,"{'type': 'Point', 'coordinates': [-73.91791968238553, 40.68542699469966]}",41.0,EDC NCB-015 (English Kills) Phase 2,Sweetgum
108815.0,25.0,6.0,1,Queens,1038702.74,"{'type': 'Point', 'coordinates': [-73.80348365034784, 40.745795081876636]}",20.0,DDC TI-010 Phase 1,Pin Oak
182256.0,38.0,4.0,2,Queens,1025219.296,"{'type': 'Point', 'coordinates': [-73.85227763706075, 40.68578067655441]}",32.0,EDC 26W-005 Phase 2,
110818.0,35.0,5.0,5,Queens,1019455.6799,"{'type': 'Point', 'coordinates': [-73.87291591405747, 40.76108689340262]}",21.0,OGI BB-005 (GI-DCM-TOC) Phase 5,
185302.0,58.0,6.0,2,Brooklyn,1003901.9,"{'type': 'Point', 'coordinates': [-73.92917082906389, 40.658141644713055]}",41.0,EDC CI005 Phase 2,
185755.0,40.0,4.0,1,Queens,1037841.71,"{'type': 'Point', 'coordinates': [-73.80650309423038, 40.77608055126426]}",19.0,DDC TI-03-23 Phase 1,
175468.0,55.0,4.5,2,Brooklyn,1003489.78,"{'type': 'Point', 'coordinates': [-73.9306478769612, 40.666135673696445]}",41.0,EDC CI005 Phase 2,
114022.0,38.0,4.0,2,Queens,1022131.276,"{'type': 'Point', 'coordinates': [-73.86341129915594, 40.68615851862614]}",32.0,EDC 26W-005 Phase 2,
187318.0,56.0,0.0,OS,Brooklyn,997840.0,"{'type': 'Point', 'coordinates': [-73.95099114963986, 40.69614321662249]}",36.0,MARCY,
113793.0,54.0,4.0,2,Brooklyn,1020398.66,"{'type': 'Point', 'coordinates': [-73.8696710876125, 40.67977223636079]}",37.0,EDC 26W-005 Phase 2,
103670.0,33.0,4.0,1,Queens,1057429.7964,"{'type': 'Point', 'coordinates': [-73.73606043218244, 40.704987047095464]}",27.0,South East Queens Demonstration Area 1,Shadblow Serviceberry
181950.0,54.0,4.0,1,Brooklyn,1015788.09,"{'type': 'Point', 'coordinates': [-73.88630052535665, 40.675862304432755]}",37.0,EDC 26W-005 Phase 1,
160906.0,35.0,5.0,3,Queens,1023927.31,"{'type': 'Point', 'coordinates': [-73.85682883144301, 40.73575723933273]}",21.0,Real Good Park,
108327.0,40.0,4.5,1,Queens,1036738.76115,"{'type': 'Point', 'coordinates': [-73.81053006734103, 40.76037500404317]}",20.0,DDC TI-010 Phase 1,Eastern Redbud
103786.0,33.0,4.0,1,Queens,1054923.7835,"{'type': 'Point', 'coordinates': [-73.74508975279917, 40.707395820254106]}",27.0,South East Queens Demonstration Area 1,
185512.0,58.0,4.0,3,Brooklyn,1009002.693,"{'type': 'Point', 'coordinates': [-73.91080642989078, 40.64330977022869]}",42.0,EDC CI005 Phase 3,City Sprite Zelkova
112378.0,54.0,5.0,2,Brooklyn,1018420.893,"{'type': 'Point', 'coordinates': [-73.87679589193209, 40.68289087476094]}",37.0,EDC 26W-005 Phase 2,
103728.0,33.0,4.0,1,Queens,1054522.0795,"{'type': 'Point', 'coordinates': [-73.74654776074665, 40.70499844562825]}",27.0,South East Queens Demonstration Area 1,Eastern Redbud
189296.0,49.0,2.0,4,Brooklyn,987322.24,"{'type': 'Point', 'coordinates': [-73.98893442032907, 40.61380806646355]}",43.0,DDC OH15 Phase 4,
142224.0,60.0,0.0,1,Brooklyn,1018998.57561,"{'type': 'Point', 'coordinates': [-73.87473765223683, 40.66978818396109]}",42.0,J.H.S. 218 K,
161094.0,55.0,27.58,2,Brooklyn,1005917.7945,"{'type': 'Point', 'coordinates': [-73.92187345938109, 40.68521081309715]}",41.0,P.S. 5 K,
182435.0,37.0,5.0,3,Queens,1006986.2018,"{'type': 'Point', 'coordinates': [-73.91798908963686, 40.711281021174585]}",34.0,OGI Design Area 1 (NCB-083),
143667.0,40.0,4.0,1,Queens,1031692.4368,"{'type': 'Point', 'coordinates': [-73.82874511684442, 40.76069074634625]}",20.0,DDC TI-022,
104351.0,39.0,4.0,1,Queens,1016796.19,"{'type': 'Point', 'coordinates': [-73.88258210185377, 40.72361400698571]}",30.0,OGI BB-005 (GI-DCM-TOC) Phase 1,
183425.0,56.0,4.5,1,Brooklyn,1002695.7093,"{'type': 'Point', 'coordinates': [-73.93349489835661, 40.68148512841139]}",36.0,DDC NCB-014,
186059.0,31.0,4.5,3,Queens,1036973.8833,"{'type': 'Point', 'coordinates': [-73.80993833097608, 40.67031242189518]}",28.0,DDC JAM-003 Phase 3,
159466.0,24.0,3.0,2,Queens,1035770.94,"{'type': 'Point', 'coordinates': [-73.81421693150803, 40.691076062653934]}",29.0,DDC JAM-003 Phase 2,
184338.0,58.0,6.0,1,Brooklyn,1003298.25119,"{'type': 'Point', 'coordinates': [-73.93135295999147, 40.6518580162544]}",41.0,EDC CI005 Phase 1,
113042.0,38.0,4.5,2,Queens,1023351.885,"{'type': 'Point', 'coordinates': [-73.85900567824572, 40.688268284352866]}",32.0,EDC 26W-005 Phase 2,Acer rubrum 'Redpointe'
149885.0,54.0,5.0,3,Brooklyn,1007447.79,"{'type': 'Point', 'coordinates': [-73.91634992214871, 40.69071443537427]}",37.0,EDC NCB-015 (English Kills) Phase 3,
159003.0,53.0,5.0,1,Brooklyn,1006573.77,"{'type': 'Point', 'coordinates': [-73.91949651614755, 40.694921338186255]}",37.0,Demo Area 3 (NCB-015),Shadblow Serviceberry
187246.0,78.0,0.0,1,Bronx,1015724.16241,"{'type': 'Point', 'coordinates': [-73.88623879714457, 40.847159590512376]}",15.0,Mapes Ballfield Reconstruction,
183925.0,66.0,0.0,OS,Manhattan,988509.04,"{'type': 'Point', 'coordinates': [-73.98463300399376, 40.73024900077009]}",2.0,P.S. 361 M The Children's Workshop School / M061,
96898.0,80.0,4.0,2,Bronx,1023640.0616,"{'type': 'Point', 'coordinates': [-73.85762078608798, 40.85020258658622]}",13.0,EDC HP-007 Phase 2,Eastern Redbud
110632.0,35.0,5.0,5,Queens,1017757.88993,"{'type': 'Point', 'coordinates': [-73.87903641868371, 40.76555522582213]}",22.0,OGI BB-005 (GI-DCM-TOC) Phase 5,
123015.0,35.0,4.5,1,Queens,1024607.33089,"{'type': 'Point', 'coordinates': [-73.8543734409368, 40.736493055143114]}",24.0,DPR BB-006 Phase 1,Common Hackberry
96112.0,80.0,6.0,2,Bronx,1023508.79028,"{'type': 'Point', 'coordinates': [-73.85807486470054, 40.85977047549793]}",13.0,EDC HP-007 Phase 2,
171341.0,66.0,0.0,OS,Manhattan,988418.978,"{'type': 'Point', 'coordinates': [-73.98495800300864, 40.73004199877074]}",2.0,P.S. 19 M Asher Levy School/ M019/ The East Village Community School/ M315,
111005.0,35.0,4.0,5,Queens,1019434.48014,"{'type': 'Point', 'coordinates': [-73.87299523695202, 40.75962016087694]}",21.0,OGI BB-005 (GI-DCM-TOC) Phase 5,Sweetgum
155760.0,34.0,5.0,1,Queens,1020243.84,"{'type': 'Point', 'coordinates': [-73.87008272012787, 40.754997338025234]}",21.0,OGI Design Area 3 (BB-008),
112708.0,54.0,5.0,2,Brooklyn,1020603.614,"{'type': 'Point', 'coordinates': [-73.8689158628434, 40.68806037421329]}",37.0,EDC 26W-005 Phase 2,American Hornbeam
189297.0,49.0,2.0,4,Brooklyn,986797.12,"{'type': 'Point', 'coordinates': [-73.99082563821769, 40.614950313296255]}",43.0,DDC OH15 Phase 4,
115413.0,30.0,4.0,3,Queens,1009674.31561,"{'type': 'Point', 'coordinates': [-73.9082454028547, 40.745779328609416]}",26.0,OGI BB-005 (GI-DCM-TOC) Phase 3,Eastern Redbud
153864.0,39.0,5.0,1,Queens,1020743.17,"{'type': 'Point', 'coordinates': [-73.86829799504628, 40.7461089893643]}",21.0,OGI Design Area 3 (BB-008),
172336.0,43.0,4.0,1,Brooklyn,999898.49075,"{'type': 'Point', 'coordinates': [-73.94360190876256, 40.655738394234206]}",40.0,EDC CI005 Phase 1,
183817.0,24.0,4.0,2,Queens,1033282.49,"{'type': 'Point', 'coordinates': [-73.82321384742033, 40.68216677469474]}",28.0,DDC JAM-003 Phase 2,
120972.0,31.0,4.5,3,Queens,1036702.4288,"{'type': 'Point', 'coordinates': [-73.81089585423773, 40.67773008763819]}",28.0,DDC JAM-003 Phase 3,Field Maple
184312.0,58.0,6.0,1,Brooklyn,1000992.68886,"{'type': 'Point', 'coordinates': [-73.93966402925224, 40.649461718115504]}",45.0,EDC CI005 Phase 1,
99785.0,54.0,4.5,1,Brooklyn,1016154.71,"{'type': 'Point', 'coordinates': [-73.88496693573751, 40.68274386139826]}",37.0,EDC 26W-005 Phase 1,
186008.0,38.0,6.0,2,Queens,1021513.1873,"{'type': 'Point', 'coordinates': [-73.86564032758947, 40.68596923864302]}",32.0,EDC 26W-005 Phase 2,
189363.0,49.0,2.0,4,Brooklyn,983317.8857,"{'type': 'Point', 'coordinates': [-74.00335729343426, 40.61397608478818]}",38.0,DDC OH15 Phase 4,
141456.0,37.0,4.0,1,Queens,1005968.45,"{'type': 'Point', 'coordinates': [-73.9216270089392, 40.7394978976672]}",26.0,DDC BB Cluster (BB-009),
119175.0,53.0,5.0,4,Brooklyn,1001838.7,"{'type': 'Point', 'coordinates': [-73.93655343881383, 40.71445115728172]}",34.0,EDC NCB-015 (English Kills) Phase 4,
186970.0,36.0,0.0,OS,Queens,1001806.22,"{'type': 'Point', 'coordinates': [-73.93662533081066, 40.7620636293477]}",26.0,RAVENSWOOD,
142368.0,40.0,5.0,1,Queens,1032251.7053,"{'type': 'Point', 'coordinates': [-73.82671717011374, 40.764200490896805]}",20.0,DDC TI-011,
185894.0,26.0,4.5,1,Queens,1041205.508,"{'type': 'Point', 'coordinates': [-73.79434646046123, 40.779760821977554]}",19.0,DDC TI-03-23 Phase 1,
136011.0,37.0,5.0,1,Queens,1006041.28843,"{'type': 'Point', 'coordinates': [-73.9213760812556, 40.729399575982306]}",26.0,DDC NCQ-077,
155229.0,35.0,4.0,1,Queens,1021594.42,"{'type': 'Point', 'coordinates': [-73.86521231827892, 40.75280947351186]}",21.0,OGI Design Area 3 (BB-008),European Hornbeam
95684.0,38.0,4.5,2,Queens,1027606.9301,"{'type': 'Point', 'coordinates': [-73.8436685852641, 40.6857753695548]}",32.0,DDC JAM-003 Phase 2,
188255.0,84.0,0.0,1,Bronx,1005800.0,"{'type': 'Point', 'coordinates': [-73.92215632373214, 40.80673242619232]}",8.0,Ranaqua Park,
157821.0,56.0,5.0,2,Brooklyn,1003529.15,"{'type': 'Point', 'coordinates': [-73.9304794478619, 40.69157570607814]}",36.0,EDC NCB-015 (English Kills) Phase 2,Pin Oak
142249.0,67.0,0.0,1,Manhattan,986927.72,"{'type': 'Point', 'coordinates': [-73.99033336708662, 40.765960375330856]}",3.0,P.S. 111 M,
99311.0,54.0,4.0,1,Brooklyn,1013834.92,"{'type': 'Point', 'coordinates': [-73.89334540373885, 40.673730979893776]}",37.0,EDC 26W-004,
187357.0,40.0,6.0,1,Queens,1037599.9904,"{'type': 'Point', 'coordinates': [-73.80741492218343, 40.762567880704]}",20.0,DDC TI-010 Phase 1,
134133.0,60.0,5.0,3,Brooklyn,1019108.07,"{'type': 'Point', 'coordinates': [-73.87433927602947, 40.67173502860412]}",42.0,EDC 26W-005 Phase 3,Wireless Zelkova
125839.0,56.0,5.0,1,Brooklyn,1004713.19,"{'type': 'Point', 'coordinates': [-73.92622558380607, 40.677312947630845]}",41.0,EDC NCB-015 (English Kills) Phase 1,
152576.0,39.0,4.5,1,Queens,1020600.85,"{'type': 'Point', 'coordinates': [-73.86882495836396, 40.73933573069429]}",25.0,OGI Design Area 3 (BB-008),Ginkgo Tree
189333.0,47.0,4.0,4,Brooklyn,988364.82,"{'type': 'Point', 'coordinates': [-73.98517998958711, 40.6105246496381]}",43.0,DDC OH15 Phase 4,
