comparable_rental_1_dist_from_coop_in_miles,borough,bbl,council_district
1.15,2,2023817501.0,17.0
0.0,2,2043407502.0,15.0
1.3,2,2023827501.0,17.0
1.35,2,2032617501.0,14.0
0.5,2,2057717501.0,11.0
0.4,2,2039437501.0,18.0
0.8,2,2057237501.0,11.0
2.2,2,2023157501.0,8.0
4.8,2,2046687501.0,12.0
1.3,2,2025167501.0,16.0
0.25,2,2042847501.0,15.0
4.25,2,2034327501.0,18.0
1.35,2,2023697501.0,17.0
0.7,2,2043407501.0,15.0
