hh_id,sustainable_mode,d_location_type,hh_member_10,d_distance_home,travel_date,hh_member_7,mode_1
19009040,1,4,995,346.3,2019-06-08T00:00:00.000,995,1
19007650,1,4,995,17631.3,2019-06-02T00:00:00.000,995,1
19005267,1,2,995,3655.4,2019-06-11T00:00:00.000,995,1
19007737,1,4,995,628.3,2019-06-07T00:00:00.000,995,1
19008458,1,1,995,0.2,2019-05-30T00:00:00.000,995,1
19001990,995,4,995,6062.1,2019-06-04T00:00:00.000,995,-9998
19009040,1,4,995,10470.2,2019-06-10T00:00:00.000,995,30
19001583,1,4,995,16353.9,2019-06-10T00:00:00.000,995,1
19005267,1,4,995,4797.2,2019-06-09T00:00:00.000,995,1
19004226,1,4,995,4639.5,2019-06-11T00:00:00.000,995,1
19012312,0,1,995,38.6,2019-06-08T00:00:00.000,995,37
19007854,1,4,995,470.4,2019-06-03T00:00:00.000,995,1
19009870,0,1,995,37.0,2019-06-04T00:00:00.000,995,34
19008896,1,4,995,3919.1,2019-06-08T00:00:00.000,995,23
19005267,1,4,995,2733.8,2019-06-11T00:00:00.000,995,1
19007283,0,2,995,282.3,2019-06-11T00:00:00.000,995,6
19004474,1,1,995,20.2,2019-05-28T00:00:00.000,995,1
19004474,1,4,995,218.3,2019-05-30T00:00:00.000,995,30
19002301,1,1,995,0.1,2019-06-12T00:00:00.000,995,23
19004226,0,4,995,419.2,2019-06-15T00:00:00.000,995,7
19005267,1,1,995,0.3,2019-06-12T00:00:00.000,995,1
19009040,1,4,995,339.8,2019-06-07T00:00:00.000,995,1
19007854,1,1,995,7.1,2019-06-06T00:00:00.000,995,1
19009482,1,4,995,9692.5,2019-06-14T00:00:00.000,995,30
19007854,1,1,995,0.9,2019-06-09T00:00:00.000,995,1
19009609,0,4,995,10088.7,2019-05-27T00:00:00.000,995,6
19009040,1,4,995,3247.9,2019-06-11T00:00:00.000,995,30
19002962,1,4,995,141.2,2019-06-12T00:00:00.000,995,1
19004226,0,4,995,230.4,2019-06-13T00:00:00.000,995,6
19003307,1,4,995,1464.9,2019-06-17T00:00:00.000,995,1
19009040,1,4,995,11454.4,2019-06-07T00:00:00.000,995,30
19009040,1,4,995,15172.8,2019-06-11T00:00:00.000,995,30
19000235,0,4,995,1170.5,2019-06-05T00:00:00.000,995,18
19012428,0,4,995,501.9,2019-06-11T00:00:00.000,995,6
19004474,1,1,995,49.0,2019-05-31T00:00:00.000,995,30
19007511,1,4,995,546.1,2019-06-09T00:00:00.000,995,1
19008896,0,1,995,34.8,2019-06-09T00:00:00.000,995,49
19004474,1,4,995,312.7,2019-05-28T00:00:00.000,995,1
19005267,0,2,995,3644.1,2019-06-13T00:00:00.000,995,60
19004226,0,4,995,3375.2,2019-06-13T00:00:00.000,995,7
19009040,995,4,995,17361.4,2019-06-09T00:00:00.000,995,-9998
19009870,1,2,995,4945.4,2019-06-02T00:00:00.000,995,1
19012312,1,4,995,436.2,2019-06-07T00:00:00.000,995,1
19008458,995,4,995,1206.1,2019-06-03T00:00:00.000,995,-9998
19004226,0,4,995,224.0,2019-06-13T00:00:00.000,995,7
19007650,0,4,995,1766.4,2019-06-07T00:00:00.000,995,7
19006107,1,4,995,406.2,2019-06-04T00:00:00.000,995,1
19004226,0,1,995,3.8,2019-06-13T00:00:00.000,995,6
19009870,1,2,995,4915.6,2019-06-08T00:00:00.000,995,79
19007854,1,4,995,162.0,2019-06-03T00:00:00.000,995,1
19007854,1,4,995,1149.1,2019-06-06T00:00:00.000,995,1
19001694,0,1,995,12.5,2019-06-10T00:00:00.000,995,7
19001694,0,4,995,1311.5,2019-06-08T00:00:00.000,995,6
19006107,1,4,995,483.9,2019-06-07T00:00:00.000,995,1
19008896,1,4,995,253.3,2019-06-10T00:00:00.000,995,23
19004474,1,1,995,0.3,2019-06-03T00:00:00.000,995,1
19009040,0,1,995,47.3,2019-06-06T00:00:00.000,995,34
19001694,0,1,995,27.9,2019-06-07T00:00:00.000,995,6
19001694,0,1,995,33.6,2019-06-08T00:00:00.000,995,6
19012428,0,4,995,1996.4,2019-06-16T00:00:00.000,995,6
19007854,1,1,995,1.1,2019-06-04T00:00:00.000,995,1
19003307,1,1,995,0.0,2019-06-17T00:00:00.000,995,1
19008458,995,4,995,1743.4,2019-06-02T00:00:00.000,995,-9998
19004474,1,4,995,8522.2,2019-05-31T00:00:00.000,995,1
19002301,1,4,995,4049.2,2019-06-15T00:00:00.000,995,23
19000235,0,4,995,2510.9,2019-06-05T00:00:00.000,995,18
19006107,1,4,995,781.5,2019-06-02T00:00:00.000,995,1
19008896,0,1,995,33.2,2019-06-10T00:00:00.000,995,16
19005267,1,4,995,9023.7,2019-06-09T00:00:00.000,995,30
19004226,1,4,995,4601.2,2019-06-12T00:00:00.000,995,1
19009609,0,4,995,13933.3,2019-05-27T00:00:00.000,995,6
19008896,1,4,995,258.0,2019-06-08T00:00:00.000,995,1
19001990,995,4,995,356.5,2019-06-03T00:00:00.000,995,-9998
19000235,1,4,995,929.4,2019-06-03T00:00:00.000,995,1
19004474,1,1,995,46.5,2019-05-31T00:00:00.000,995,1
19002962,1,1,995,4.0,2019-06-13T00:00:00.000,995,1
19002301,1,4,995,1393.8,2019-06-14T00:00:00.000,995,30
19009482,1,4,995,171.5,2019-06-16T00:00:00.000,995,1
19000235,995,4,995,1162.3,2019-06-02T00:00:00.000,995,-9998
19008835,0,1,995,0.0,2019-06-06T00:00:00.000,995,60
19007650,0,1,995,10.3,2019-06-04T00:00:00.000,995,7
19009482,0,4,995,78149.1,2019-06-11T00:00:00.000,995,41
19009482,1,4,995,103738.2,2019-06-11T00:00:00.000,995,1
19012312,0,1,995,52.7,2019-06-09T00:00:00.000,995,37
19009870,1,2,995,4896.0,2019-06-07T00:00:00.000,995,1
19007650,0,4,995,401.1,2019-06-05T00:00:00.000,995,7
19007650,0,4,995,355.4,2019-06-07T00:00:00.000,995,7
19006107,1,2,995,8585.4,2019-06-06T00:00:00.000,995,1
19004226,0,4,995,967.2,2019-06-13T00:00:00.000,995,6
19004226,0,4,995,3427.3,2019-06-13T00:00:00.000,995,6
19007511,1,4,995,18903.9,2019-06-07T00:00:00.000,995,6
19008896,0,4,995,1197.8,2019-06-07T00:00:00.000,995,22
19007283,0,4,995,4146.6,2019-06-11T00:00:00.000,995,6
19004226,0,4,995,2036.8,2019-06-16T00:00:00.000,995,7
19009040,1,4,995,14447.8,2019-06-06T00:00:00.000,995,30
19000235,1,4,995,965.2,2019-06-05T00:00:00.000,995,1
19007880,1,2,995,0.0,2019-06-02T00:00:00.000,995,23
19012428,0,1,995,19.0,2019-06-15T00:00:00.000,995,6
19002962,1,1,995,18.8,2019-06-12T00:00:00.000,995,1
19004442,0,1,995,17.4,2019-06-07T00:00:00.000,995,6
19004226,0,4,995,213.2,2019-06-15T00:00:00.000,995,6
19007737,1,1,995,40.9,2019-06-09T00:00:00.000,995,1
19008896,1,4,995,273.2,2019-06-07T00:00:00.000,995,23
19009870,0,1,995,19.0,2019-06-04T00:00:00.000,995,34
19009870,1,1,995,28.8,2019-06-05T00:00:00.000,995,1
19004474,1,4,995,6464.0,2019-05-31T00:00:00.000,995,61
19002301,0,2,995,6468.9,2019-06-10T00:00:00.000,995,49
19012428,0,1,995,16.9,2019-06-12T00:00:00.000,995,6
19007650,0,1,995,11.4,2019-06-05T00:00:00.000,995,7
19006107,1,4,995,368.0,2019-06-02T00:00:00.000,995,1
19004474,1,4,995,3864.8,2019-06-02T00:00:00.000,995,83
19012428,0,4,995,762.1,2019-06-11T00:00:00.000,995,6
19002301,1,1,995,0.1,2019-06-13T00:00:00.000,995,30
19009482,1,4,995,398.4,2019-06-14T00:00:00.000,995,30
19007854,1,4,995,449.4,2019-06-06T00:00:00.000,995,1
19007283,0,1,995,14.9,2019-06-07T00:00:00.000,995,6
19007650,0,4,995,1068.6,2019-06-03T00:00:00.000,995,7
19007854,1,4,995,20437.6,2019-06-08T00:00:00.000,995,1
19009482,1,1,995,0.2,2019-06-16T00:00:00.000,995,1
19007854,1,4,995,1180.0,2019-06-04T00:00:00.000,995,1
19007511,1,4,995,4952.6,2019-06-05T00:00:00.000,995,23
19004442,0,4,995,470.0,2019-06-08T00:00:00.000,995,7
19007650,0,1,995,19.6,2019-06-03T00:00:00.000,995,7
19008896,0,4,995,2653.8,2019-06-07T00:00:00.000,995,997
19004474,1,4,995,1031.0,2019-06-02T00:00:00.000,995,1
19004226,0,4,995,4800.4,2019-06-12T00:00:00.000,995,7
19012312,1,4,995,3118.5,2019-06-09T00:00:00.000,995,1
19001694,0,1,995,0.3,2019-06-13T00:00:00.000,995,6
19004226,0,4,995,1086.3,2019-06-13T00:00:00.000,995,6
19012816,1,4,995,5380.2,2019-06-10T00:00:00.000,995,1
19009870,1,4,995,312.9,2019-06-04T00:00:00.000,995,1
19001583,1,4,995,1446.6,2019-06-13T00:00:00.000,995,1
19004474,1,4,995,7862.9,2019-06-01T00:00:00.000,995,1
19009040,1,4,995,13801.8,2019-06-06T00:00:00.000,995,30
19007650,0,4,995,1120.1,2019-06-05T00:00:00.000,995,7
19007511,1,1,995,16.5,2019-06-05T00:00:00.000,995,1
