tree_id,latitude,longitude,y_sp,x_sp,zip_city,block_id,steward,st_senate,st_assem,trnk_other,state,trnk_light,curb_loc,council_district,bin,spc_latin,status,boroname,stump_diam,address,zipcode,cncldist
185774,40.85099888,-73.89446423,249336.9069,1013446.76,Bronx,505303,,33,86,No,New York,No,OnCurb,15.0,2011509.0,Quercus acutissima,Alive,Bronx,0,511 EAST 180 STREET,10457,15
165625,40.72606121,-73.94815262,203804.4812,998620.6625,Brooklyn,216071,,26,50,No,New York,No,OnCurb,33.0,3066235.0,Styphnolobium japonicum,Alive,Brooklyn,0,107 NEWEL STREET,11222,33
176350,40.73616366,-73.98067313,207481.4581,989606.0631,New York,105351,,27,74,No,New York,No,OnCurb,2.0,1077013.0,Gleditsia triacanthos var. inermis,Alive,Manhattan,0,323 EAST 21 STREET,10010,2
184051,40.8563235,-73.88672874,251279.5401,1015584.293,Bronx,505530,1or2,33,78,No,New York,No,OnCurb,15.0,2094656.0,Styphnolobium japonicum,Alive,Bronx,0,605 EAST 188 STREET,10458,15
173018,40.5998708,-73.75621645,157919.7131,1051947.94,Far Rockaway,339974,,10,31,No,New York,No,OnCurb,31.0,4301119.0,Ginkgo biloba,Alive,Queens,0,474 BEACH 22 STREET,11691,31
184924,40.84983561,-73.90281035,248910.4094,1011138.252,Bronx,504108,,33,86,No,New York,No,OnCurb,15.0,2007766.0,Ulmus americana,Alive,Bronx,0,1936 ANTHONY AVENUE,10457,15
179866,40.72392665,-73.94978382,203026.5313,998168.9859,Brooklyn,215926,,26,50,No,New York,No,OnCurb,33.0,3066769.0,Quercus palustris,Alive,Brooklyn,0,558 LEONARD STREET,11222,33
193093,40.66123875,-73.98588944,180183.8139,988164.8632,Brooklyn,225564,,21,44,No,New York,No,OnCurb,39.0,3325216.0,Gleditsia triacanthos var. inermis,Alive,Brooklyn,0,367 PROSPECT AVENUE,11215,38
189164,40.66882647,-73.98670282,182948.1958,987938.778,Brooklyn,223133,,21,52,No,New York,No,OnCurb,39.0,3022264.0,Gleditsia triacanthos var. inermis,Alive,Brooklyn,0,456 5 AVENUE,11215,39
167230,40.72224466,-73.86131975,202440.1713,1022690.529,Rego Park,348637,,15,28,No,New York,No,OnCurb,29.0,4073744.0,Styphnolobium japonicum,Alive,Queens,0,64-024 BOELSEN CRESCENT,11374,29
208410,40.70871281,-73.91480707,197491.1635,1007869.274,Ridgewood,345647,,12,37,Yes,New York,No,OnCurb,34.0,4081123.0,Ginkgo biloba,Alive,Queens,0,315 ONDERDONK AVENUE,11385,34
172318,40.60067263,-73.76723764,158203.5121,1048886.623,Far Rockaway,339276,,10,31,No,New York,No,OnCurb,31.0,4300845.0,Acer platanoides,Alive,Queens,0,31-021 DWIGHT AVENUE,11691,31
190435,40.77055862,-73.9861635,220012.3681,988082.536,New York,106099,,27,67,No,New York,No,OnCurb,3.0,1028828.0,Gleditsia triacanthos var. inermis,Alive,Manhattan,0,132 WEST 60 STREET,10023,3
197824,40.5625945,-74.18209838,144297.4109,933653.5795,Staten Island,413596,,24,63,No,New York,No,OnCurb,51.0,5127346.0,,Dead,Staten Island,0,45 CHATHAM STREET,10312,51
194841,40.76472406,-73.87020402,217912.9786,1020204.982,East Elmhurst,342049,,13,35,No,New York,No,OnCurb,21.0,4440721.0,Quercus palustris,Alive,Queens,0,99-016 25 AVENUE,11369,21
174750,40.71065226,-73.96627038,198188.0778,993601.0814,Brooklyn,217632,,18,50,No,New York,No,OnCurb,33.0,3059506.0,Zelkova serrata,Alive,Brooklyn,0,54 BROADWAY,11249,34
186817,40.77079674,-73.89080443,220117.672,1014495.677,East Elmhurst,301700,,13,36,No,New York,No,OnCurb,22.0,4021012.0,Quercus palustris,Alive,Queens,0,79-001 21 AVENUE,11370,22
171524,40.58303831,-74.08690965,151704.9821,960109.3458,Staten Island,406551,1or2,24,64,No,New York,No,OnCurb,50.0,5094089.0,Quercus alba,Alive,Staten Island,0,466 LIBERTY AVENUE,10305,50
172841,40.630186,-73.99155782,168870.244,986593.307,Brooklyn,228175,,17,48,No,New York,No,OnCurb,44.0,3139099.0,Acer platanoides,Alive,Brooklyn,0,1447 54 STREET,11219,44
147397,40.67441563,-73.95314143,184987.6822,997247.9681,Brooklyn,226188,,25,57,No,New York,No,OnCurb,36.0,3324517.0,Quercus bicolor,Alive,Brooklyn,0,716 PROSPECT PLACE,11216,36
187986,40.6514594,-74.00759033,176620.6977,982143.8156,Brooklyn,225226,,25,51,No,New York,No,OnCurb,38.0,3010688.0,Liriodendron tulipifera,Alive,Brooklyn,0,4102 4 AVENUE,11232,38
182099,40.72644205,-73.78695686,204010.7876,1043299.289,Jamaica,306002,1or2,11,24,No,New York,No,OnCurb,24.0,4155504.0,Acer platanoides,Alive,Queens,0,179-039 80 ROAD,11432,24
180287,40.74070592,-73.93218262,209143.0303,1003042.975,Long Island City,303063,1or2,12,37,No,New York,No,OnCurb,26.0,4003456.0,Styphnolobium japonicum,Alive,Queens,0,33-002 48 AVENUE,11101,26
191733,40.71175384,-73.82794408,198634.4597,1031949.366,Kew Gardens,310427,,14,27,No,New York,No,OnCurb,29.0,4080162.0,Quercus palustris,Alive,Queens,0,123-011 82 ROAD,11415,29
189708,40.67524604,-73.97323052,185287.8821,991675.4182,Brooklyn,223525,3or4,21,52,No,New York,No,OnCurb,39.0,3024466.0,Gleditsia triacanthos var. inermis,Alive,Brooklyn,0,209 LINCOLN PLACE,11217,39
180556,40.724458,-73.84186154,203255.6936,1028082.652,Forest Hills,348762,,15,28,No,New York,No,OnCurb,29.0,4052510.0,Gleditsia triacanthos var. inermis,Alive,Queens,0,110-020 JEWEL AVENUE,11375,29
167918,40.75860289,-73.911641,215668.5428,1008728.715,Astoria,300571,1or2,12,36,No,New York,No,OnCurb,26.0,4013196.0,Acer platanoides,Alive,Queens,0,31-002 47 STREET,11103,26
208764,40.76319395,-73.96091309,217331.2862,995077.7779,New York,107164,1or2,28,76,No,New York,No,OnCurb,5.0,1044692.0,Gleditsia triacanthos var. inermis,Alive,Manhattan,0,325 EAST 64 STREET,10065,5
195202,40.55710259,-74.16267038,142285.9579,939047.9683,Staten Island,415896,,24,62,No,New York,No,OnCurb,51.0,5072852.0,Platanus x acerifolia,Alive,Staten Island,0,35 FENWAY CIRCLE,10308,51
189332,40.69452585,-73.96619451,192312.7542,993624.3835,Brooklyn,219520,,25,50,No,New York,No,OnCurb,35.0,3054442.0,Platanus x acerifolia,Alive,Brooklyn,0,112 HALL STREET,11205,35
204025,40.71763375,-73.93663139,200736.2013,1001816.252,Brooklyn,218365,1or2,18,50,No,New York,No,OnCurb,34.0,3338310.0,Gleditsia triacanthos var. inermis,Alive,Brooklyn,0,390 MORGAN AVENUE,11211,34
198946,40.76178034,-73.98700411,216814.115,987850.1719,New York,103923,,27,75,No,New York,No,OnCurb,3.0,1025144.0,Styphnolobium japonicum,Alive,Manhattan,0,300 WEST 49 STREET,10019,3
190422,40.77004563,-73.98494997,219825.5227,988418.6997,New York,106099,1or2,27,67,No,New York,No,OnCurb,3.0,1076229.0,Gleditsia triacanthos var. inermis,Alive,Manhattan,0,8 COLUMBUS AVENUE,10023,3
208759,40.76294435,-73.9603253,217240.4245,995240.6473,New York,107164,1or2,28,76,No,New York,No,OnCurb,5.0,1044390.0,Ginkgo biloba,Alive,Manhattan,0,340 EAST 64 STREET,10065,5
183686,40.70556938,-73.82133897,196384.9446,1033785.106,Kew Gardens,310368,,14,27,Yes,New York,No,OnCurb,29.0,4206473.0,Platanus x acerifolia,Alive,Queens,0,131-021 86 ROAD,11415,29
181160,40.71977225,-73.83775215,201550.6176,1029224.849,Forest Hills,348499,,15,28,No,New York,No,OnCurb,29.0,4052599.0,Acer platanoides,Alive,Queens,0,72-072 112 STREET,11375,29
175792,40.75792848,-73.89426076,215428.1689,1013543.98,East Elmhurst,341460,,13,34,No,New York,No,OnCurb,25.0,4025521.0,Acer platanoides,Alive,Queens,0,31-015 73 STREET,11370,25
191337,40.68121631,-74.00238256,187461.8981,983589.1755,Brooklyn,224125,,26,52,No,New York,No,OnCurb,39.0,3005078.0,Acer platanoides,Alive,Brooklyn,0,67 WOODHULL STREET,11231,39
159860,40.78288706,-73.9189421,224514.116,1006697.853,Astoria,302360,,12,36,No,New York,No,OnCurb,22.0,4020348.0,Acer platanoides,Alive,Queens,0,21-059 SHORE BOULEVARD,11105,22
160039,40.78120648,-73.91780195,223902.1208,1007014.177,Astoria,302348,,12,36,No,New York,No,OnCurb,22.0,4020305.0,Acer platanoides,Alive,Queens,0,21-081 19 STREET,11105,22
180930,40.7367644,-73.86561807,207728.2998,1021490.97,Elmhurst,342815,,13,35,No,New York,No,OnCurb,21.0,4047081.0,Styphnolobium japonicum,Alive,Queens,0,95-001 57 AVENUE,11373,21
201481,40.57688556,-73.85058442,149486.8051,1025756.564,Rockaway Park,338001,1or2,15,23,No,New York,No,OnCurb,32.0,4305830.0,Pyrus calleryana,Alive,Queens,0,255 BEACH 131 STREET,11694,32
177968,40.68159159,-73.88984528,187617.8249,1014802.216,Brooklyn,202538,1or2,18,54,No,New York,No,OnCurb,37.0,3086884.0,Acer platanoides,Alive,Brooklyn,0,66 BARBEY STREET,11207,37
169378,40.7683863,-73.8980611,219237.0481,1012486.702,East Elmhurst,301572,,13,36,No,New York,No,OnCurb,22.0,4021246.0,Acer platanoides,Alive,Queens,0,21-055 71 STREET,11370,22
173614,40.72058608,-73.98520399,201805.8153,988351.3819,New York,102898,,26,74,No,New York,No,OnCurb,2.0,1004257.0,Acer platanoides,Alive,Manhattan,0,164 SUFFOLK STREET,10002,2
146736,40.68280728,-73.90979496,188054.41,1009268.574,Brooklyn,221717,3or4,18,55,No,New York,No,OnCurb,37.0,3397066.0,Quercus bicolor,Alive,Brooklyn,0,1765 BROADWAY,11207,37
189251,40.67551014,-73.97187885,185384.2215,992050.3213,Brooklyn,223527,1or2,21,52,No,New York,No,OnCurb,39.0,3024453.0,Ginkgo biloba,Alive,Brooklyn,0,242 ST JOHNS PLACE,11217,39
209619,40.59634054,-74.07730025,156548.8165,962782.7978,Staten Island,407400,,23,64,No,New York,No,OnCurb,50.0,5047657.0,Pyrus calleryana,Alive,Staten Island,0,84 KENSINGTON AVENUE,10305,50
167233,40.70888305,-73.82786478,197588.5895,1031973.406,Kew Gardens,310389,,14,27,No,New York,No,OnCurb,29.0,4535641.0,Acer platanoides,Alive,Queens,0,83-039 TALBOT STREET,11415,29
189841,40.74828904,-73.82639561,211946.1936,1032352.271,Flushing,311123,1or2,16,25,No,New York,No,OnCurb,20.0,4115654.0,Acer ginnala,Alive,Queens,0,138-016 56 AVENUE,11355,20
176111,40.639637,-73.95696074,172316.3178,996194.7665,Brooklyn,230587,,21,42,No,New York,No,OnCurb,40.0,3120285.0,Juniperus virginiana,Alive,Brooklyn,0,529 EAST 22 STREET,11226,40
195946,40.68618229,-73.97546825,189272.0936,991053.593,Brooklyn,218944,,25,57,No,New York,No,OnCurb,35.0,3059256.0,Acer platanoides,Alive,Brooklyn,0,110 SOUTH ELLIOTT PLACE,11217,35
208793,40.76382569,-73.96047463,217561.5052,995199.1333,New York,107179,1or2,28,76,No,New York,No,OnCurb,5.0,1081496.0,Gleditsia triacanthos var. inermis,Alive,Manhattan,0,330 EAST 65 STREET,10065,5
170792,40.64429756,-73.95317464,174014.8252,997244.622,Brooklyn,231720,,21,42,No,New York,No,OnCurb,40.0,3119095.0,Zelkova serrata,Alive,Brooklyn,0,2521 CORTELYOU ROAD,11226,40
132105,40.64218648,-73.97711679,173243.0578,990600.5782,Brooklyn,228993,,17,44,No,New York,No,OnCurb,39.0,3125400.0,Acer saccharinum,Alive,Brooklyn,0,401 EAST 3 STREET,11218,39
196541,40.80929314,-73.9654983,234126.2651,993800.9756,New York,108887,,31,69,No,New York,No,OnCurb,7.0,1059834.0,Gleditsia triacanthos var. inermis,Alive,Manhattan,0,445 RIVERSIDE DRIVE,10024,7
173021,40.59969829,-73.75622313,157856.8569,1051946.261,Far Rockaway,339974,,10,31,No,New York,No,OnCurb,31.0,4301117.0,Ginkgo biloba,Alive,Queens,0,468 BEACH 22 STREET,11691,31
153022,40.72499955,-73.78625396,203485.7148,1043495.395,Jamaica,305766,,11,24,Yes,New York,No,OnCurb,24.0,4155561.0,Acer saccharinum,Alive,Queens,0,181-018 KILDARE ROAD,11432,24
208876,40.77399973,-73.91633969,221276.8419,1007421.649,Astoria,302094,,12,36,No,New York,No,OnCurb,22.0,4017522.0,Quercus palustris,Alive,Queens,0,23-071 28 STREET,11105,22
184295,40.85787584,-73.8878503,251844.7188,1015273.311,Bronx,505610,,33,78,No,New York,No,OnCurb,15.0,2011787.0,,Dead,Bronx,0,2454 LORILLARD PLACE,10458,15
184168,40.85737328,-73.8926941,251659.9354,1013933.626,Bronx,505595,1or2,33,78,No,New York,No,OnCurb,15.0,2011375.0,Ginkgo biloba,Alive,Bronx,0,450 EAST 186 STREET,10458,15
156324,40.84933525,-73.85172194,248747.9146,1025272.547,Bronx,511766,,34,82,No,New York,No,OnCurb,13.0,2045052.0,Acer platanoides,Alive,Bronx,0,1754 TOMLINSON AVENUE,10461,13
186840,40.58727548,-73.8067564,153295.9182,1037923.301,Far Rockaway,339764,1or2,15,23,No,New York,No,OffsetFromCurb,32.0,4457806.0,Styphnolobium japonicum,Alive,Queens,0,80-019 ROCKAWAY BEACH BOULEVARD,11693,32
204026,40.71758074,-73.9366077,200716.8913,1001822.831,Brooklyn,218365,1or2,18,50,No,New York,No,OnCurb,34.0,3338310.0,Gleditsia triacanthos var. inermis,Alive,Brooklyn,0,390 MORGAN AVENUE,11211,34
189583,40.69577266,-73.97068954,192766.5551,992377.7426,Brooklyn,219478,,25,50,No,New York,No,OnCurb,35.0,3058146.0,Ginkgo biloba,Alive,Brooklyn,0,68 VANDERBILT AVENUE,11205,35
188754,40.64205589,-74.00236598,173194.6589,983593.3891,Brooklyn,229018,,17,49,No,New York,No,OnCurb,38.0,3012814.0,Styphnolobium japonicum,Alive,Brooklyn,0,4801 8 AVENUE,11220,38
186610,40.85237441,-73.88430921,249841.6113,1016255.51,Bronx,505364,1or2,33,78,No,New York,No,OnCurb,15.0,2012824.0,Pseudotsuga menziesii,Alive,Bronx,0,2308 CROTONA AVENUE,10458,15
201419,40.72232476,-73.99073674,202439.0611,986817.6651,New York,102977,,26,65,No,New York,No,OnCurb,1.0,1005626.0,Gleditsia triacanthos var. inermis,Alive,Manhattan,0,198 FORSYTH STREET,10002,1
208828,40.76491371,-73.96085724,217957.8614,995092.9675,New York,107238,,28,76,No,New York,No,OnCurb,5.0,1044738.0,,Stump,Manhattan,15,301 EAST 66 STREET,10065,5
145903,40.756668,-73.88562979,214971.9389,1015935.701,East Elmhurst,341366,,13,34,No,New York,No,OnCurb,25.0,4026938.0,Acer platanoides,Alive,Queens,0,32-034 82 STREET,11370,25
208201,40.69149917,-73.97258754,191209.425,991851.9185,Brooklyn,219258,1or2,25,57,No,New York,No,OnCurb,35.0,3058447.0,Ginkgo biloba,Alive,Brooklyn,0,206 CARLTON AVENUE,11205,35
157920,40.75690759,-73.75653466,215132.2814,1051700.558,Oakland Gardens,323297,,16,26,No,New York,No,OnCurb,23.0,4161036.0,Prunus serotina,Alive,Queens,0,222-021 KENILWORTH DRIVE,11364,23
176428,40.70453556,-73.83213744,196002.3718,1030791.875,Kew Gardens,310179,1or2,14,27,No,New York,No,OnCurb,29.0,4192785.0,Acer platanoides,Alive,Queens,0,119-023 84 AVENUE,11415,29
178804,40.64054291,-73.97750284,172644.2351,990493.5948,Brooklyn,228992,1or2,21,44,No,New York,No,OnCurb,39.0,3125333.0,Liquidambar styraciflua,Alive,Brooklyn,0,201 AVENUE C,11218,39
189626,40.67490334,-73.97505728,185162.8784,991168.7404,Brooklyn,223423,,21,52,No,New York,No,OnCurb,39.0,3024556.0,Ginkgo biloba,Alive,Brooklyn,0,75 7 AVENUE,11217,39
165029,40.76629559,-73.77954308,218535.748,1045317.624,Bayside,322269,,11,26,No,New York,No,OnCurb,19.0,4136238.0,Acer saccharinum,Alive,Queens,0,207-015 36 AVENUE,11361,19
198230,40.5393701,-74.19216109,135842.1992,930839.0779,Staten Island,411696,,24,62,No,New York,No,OnCurb,51.0,5092499.0,Acer rubrum,Alive,Staten Island,0,561 LAMONT AVENUE,10312,51
183936,40.85334856,-73.9015736,250190.6929,1011478.971,Bronx,504242,1or2,33,86,No,New York,No,OnCurb,15.0,2013688.0,Gleditsia triacanthos var. inermis,Alive,Bronx,0,2084 ANTHONY AVENUE,10457,15
190383,40.77123388,-73.95966713,220260.657,995421.5813,New York,107601,3or4,28,73,No,New York,No,OnCurb,4.0,1043089.0,Tilia americana,Alive,Manhattan,0,1290 3 AVENUE,10021,4
163721,40.57030076,-73.86052984,147083.2469,1022997.621,Rockaway Park,337786,,15,23,Yes,New York,No,OnCurb,32.0,4307020.0,Quercus bicolor,Alive,Queens,0,184 BEACH 145 STREET,11694,32
190540,40.79238702,-73.97423449,227965.9424,991384.3804,New York,106697,,31,67,No,New York,No,OnCurb,6.0,1033623.0,Gleditsia triacanthos var. inermis,Alive,Manhattan,0,255 WEST 92 STREET,10025,6
208373,40.7816172,-73.97558535,224042.0205,991011.4251,New York,106403,1or2,29,67,No,New York,No,OnCurb,6.0,1083851.0,Platanus x acerifolia,Alive,Manhattan,0,390 COLUMBUS AVENUE,10024,6
183790,40.52602882,-74.16740146,130967.5436,937711.6879,Staten Island,410517,1or2,24,62,No,New York,No,OnCurb,51.0,5082012.0,Liquidambar styraciflua,Alive,Staten Island,0,97 ALLEN PLACE,10312,51
180662,40.70525958,-73.90526215,196235.7644,1010516.911,Ridgewood,345123,,12,37,No,New York,No,OnCurb,30.0,4083266.0,Styphnolobium japonicum,Alive,Queens,0,1913 PALMETTO STREET,11385,30
210535,40.84272939,-73.89970654,246322.3174,1011999.909,Bronx,502705,,33,79,No,New York,No,OnCurb,15.0,2009560.0,Gleditsia triacanthos var. inermis,Alive,Bronx,0,1745 BATHGATE AVENUE,10457,15
149488,40.73745047,-73.95234853,207953.2833,997455.4149,Brooklyn,216296,,18,50,No,New York,No,OnCurb,33.0,3336610.0,Liriodendron tulipifera,Alive,Brooklyn,0,25 PAIDGE AVENUE,11222,33
178779,40.64072805,-73.97579406,172711.8108,990967.8114,Brooklyn,229016,1or2,17,44,No,New York,No,OnCurb,39.0,3329136.0,Ginkgo biloba,Alive,Brooklyn,0,403 AVENUE C,11218,39
180292,40.77029022,-73.98329815,219914.7184,988876.2191,New York,106100,1or2,27,67,No,New York,No,OnCurb,3.0,1027195.0,Gleditsia triacanthos var. inermis,Alive,Manhattan,0,30 WEST 61 STREET,10023,3
203577,40.71247961,-73.85501988,198885.2965,1024442.665,Forest Hills,348022,1or2,15,28,No,New York,No,OnCurb,29.0,4076034.0,Platanus x acerifolia,Alive,Queens,0,89-003 69 AVENUE,11375,29
190387,40.76925783,-73.95922788,219540.7739,995543.5824,New York,107488,3or4,28,76,No,New York,No,OnCurb,4.0,1043969.0,Ginkgo biloba,Alive,Manhattan,0,233 EAST 72 STREET,10021,4
208409,40.70866955,-73.91485148,197475.3895,1007856.978,Ridgewood,345647,,12,37,Yes,New York,No,OnCurb,34.0,4081123.0,Ginkgo biloba,Alive,Queens,0,315 ONDERDONK AVENUE,11385,34
187061,40.77005069,-73.98079175,219827.5922,989570.4834,New York,106107,1or2,27,75,Yes,New York,No,OnCurb,6.0,1076225.0,Gleditsia triacanthos var. inermis,Alive,Manhattan,0,25 CENTRAL PARK WEST,10023,6
155673,40.77913077,-73.98090356,223135.7621,989538.7926,New York,106293,1or2,29,67,No,New York,No,OnCurb,6.0,1029960.0,Gleditsia triacanthos var. inermis,Alive,Manhattan,0,170 WEST 73 STREET,10023,6
178606,40.74780138,-73.97857966,211721.5855,990185.1915,New York,105607,1or2,28,73,No,New York,No,OnCurb,,,Gleditsia triacanthos var. inermis,Alive,Manhattan,0,137 EAST 36 STREET,10016,4
212004,40.84066107,-73.93833216,245558.8685,1001313.231,New York,110833,,31,72,No,New York,No,OnCurb,10.0,1062995.0,Gleditsia triacanthos var. inermis,Alive,Manhattan,0,57 AUDUBON AVENUE,10032,10
159700,40.78294953,-73.91597681,224537.652,1007519.027,Astoria,302384,1or2,12,36,No,New York,No,OnCurb,22.0,4020251.0,Acer platanoides,Alive,Queens,0,21-009 19 STREET,11105,22
171240,40.67142439,-73.98453427,183894.7917,988540.1896,Brooklyn,223259,,20,52,No,New York,No,OnCurb,39.0,3021350.0,Quercus bicolor,Alive,Brooklyn,0,370 5 AVENUE,11215,39
178975,40.71923851,-73.83747603,201356.3034,1029301.75,Forest Hills,348447,1or2,15,28,No,New York,No,OnCurb,29.0,4307915.0,Acer platanoides,Alive,Queens,0,73-002 112 STREET,11375,29
171141,40.59542651,-73.7582516,156298.9844,1051387.257,Far Rockaway,349991,,10,23,No,New York,No,OnCurb,31.0,4301647.0,Styphnolobium japonicum,Alive,Queens,0,197 BEACH 24 STREET,11691,31
201748,40.63438803,-73.97909081,170401.736,990053.4224,Brooklyn,228529,,17,44,No,New York,No,OnCurb,39.0,3126483.0,Gleditsia triacanthos var. inermis,Alive,Brooklyn,0,1670 41 STREET,11204,39
208733,40.7492629,-73.88617689,212273.8265,1015787.636,Jackson Heights,340685,,13,39,No,New York,No,OnCurb,25.0,4449493.0,Pyrus calleryana,Alive,Queens,0,37-006 80 STREET,11372,25
208820,40.76436461,-73.95955458,217757.9691,995453.9129,New York,107238,3or4,28,76,No,New York,No,OnCurb,5.0,1044740.0,Gleditsia triacanthos var. inermis,Alive,Manhattan,0,333 EAST 66 STREET,10065,5
203880,40.77693481,-73.92211666,222344.7135,1005820.633,Astoria,302142,,12,36,No,New York,No,OnCurb,22.0,4020034.0,Gleditsia triacanthos var. inermis,Alive,Queens,0,19-020 24 AVENUE,11102,22
194456,40.75838199,-73.88783889,215595.6099,1015322.882,East Elmhurst,341542,1or2,13,34,No,New York,No,OnCurb,25.0,4025766.0,Zelkova serrata,Alive,Queens,0,31-022 80 STREET,11370,25
209557,40.84669493,-73.91603248,247762.3615,1007481.348,Bronx,503968,,29,77,No,New York,No,OnCurb,14.0,2008447.0,Gleditsia triacanthos var. inermis,Alive,Bronx,0,1615 GRAND AVENUE,10453,14
201942,40.63620792,-73.98210588,171064.5857,989216.4435,Brooklyn,228696,,17,44,No,New York,No,OnCurb,39.0,3125705.0,Tilia tomentosa,Alive,Brooklyn,0,1538 41 STREET,11219,39
172273,40.70871171,-73.90408214,197493.8354,1010842.704,Ridgewood,345563,1or2,15,37,No,New York,No,OnCurb,30.0,4083664.0,Acer platanoides,Alive,Queens,0,64-013 FOREST AVENUE,11385,30
194085,40.7940205,-73.97446103,228561.0564,991321.4803,New York,106731,1or2,31,69,No,New York,No,OnCurb,6.0,1034136.0,Styphnolobium japonicum,Alive,Manhattan,0,300 WEST 94 STREET,10025,6
180096,40.72217808,-73.8392081,202426.3905,1028819.653,Forest Hills,348594,1or2,16,28,No,New York,No,OnCurb,29.0,4052574.0,Quercus palustris,Alive,Queens,0,110-050 71 ROAD,11375,29
200628,40.793138,-73.81946649,228290.0133,1034238.511,Whitestone,315984,,11,27,No,New York,No,OnCurb,19.0,4101941.0,Platanus x acerifolia,Alive,Queens,0,147-043 8 AVENUE,11357,19
203207,40.74429618,-73.93064686,210451.4079,1003467.516,Long Island City,303555,,12,37,No,New York,No,OnCurb,26.0,4003435.0,Styphnolobium japonicum,Alive,Queens,0,34-002 QUEENS BOULEVARD,11101,26
163147,40.67316296,-73.98617237,184528.1267,988085.679,Brooklyn,223292,,20,52,No,New York,No,OnCurb,39.0,3393449.0,Quercus alba,Alive,Brooklyn,0,273 5 STREET,11215,39
197287,40.83327795,-73.90690109,242876.6091,1010012.931,Bronx,502488,,32,79,No,New York,No,OnCurb,16.0,2091182.0,Styphnolobium japonicum,Alive,Bronx,0,450 EAST 169 STREET,10456,16
181973,40.57133138,-73.85807161,147459.8236,1023679.957,Rockaway Park,337808,,15,23,No,New York,No,OnCurb,32.0,4306966.0,,Stump,Queens,25,192 BEACH 142 STREET,11694,32
