fy_2010_source_mmbtu,fy_2007_consumed,fy_2010_consumed,fy_2016_source_mmbtu,fy_2020_consumed,fy_2008_source_mmbtu,_2006_2024_change_source,fy_2017_source_mmbtu,fy_2017_tco2e,fy_2008_tco2e,fy_2015_tco2e,fy_2014_tco2e
1725194.76,53019478.59,51727310.35,1363119.24,39388141.69,1796853.28,-38.53,1401912.02,99418.32,127426.06,96660.01,91922.3
65.06,0.0,1905.32,890.62,25127.91,0.0,100.0,979.71,0.05,0.0,0.07,0.05
30854.28,937205.87,856590.88,37335.75,720922.18,31140.89,-1.21,34591.57,2494.7,2245.84,2447.06,2045.91
0.0,1746329.2,0.0,0.0,0.0,6341.57,0.0,0.0,0.0,265.79,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,30.59
3213.6,583667.79,87082.58,24605.77,548424.2,32578.5,129.55,26590.1,1959.34,2400.61,2399.61,2195.99
2218842.2,62385184.86,59961371.69,2153104.7,52062577.19,2102419.53,-66.98,2189913.05,158766.54,152421.33,162535.98,162744.71
599425.05,596868.92,602311.42,625107.32,608177.7,770696.85,22.2,814040.72,41150.33,38959.27,27303.59,29953.01
2477490.92,798380073.8,784317462.84,2449026.01,665904487.05,2527116.06,-19.19,2420425.84,70665.2,105915.73,94553.19,92517.1
