fy_2018_consumed,fy_2020_tco2e,fy_2015_source_mmbtu,_2006_2024_change_consumed,fy_2008_consumed,_2006_2024_change_tco2e,fy_2007_source_mmbtu,fy_2018_source_mmbtu
42103618.22,93159.98,1363016.82,-38.53,53875880.84,-38.53,1768290.79,1404228.07
24187.44,0.04,1364.78,100.0,0.0,0.0,0.0,825.85
689069430.07,211262.47,5964394.92,14.58,601624495.0,-3.36,5234073.96,5995317.48
47273452.86,94525.73,2419758.15,-14.4,50597654.14,-14.4,2154713.66,1744526.74
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4861437878.0,2568774.82,59363351.26,-13.7,5118335832.0,-30.67,59229844.54,56834604.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246406.87,8630.53,111488.22,5642.2,68301.58,5642.38,53521.02,245226.05
