fy_2014_consumed,fy_2021_consumed,fy_2023_source_mmbtu,fy_2021_source_mmbtu,source_category,fy_2006_consumed,fy_2011_source_mmbtu,fy_2013_consumed,fy_2024_source_mmbtu,fy_2006_tco2e,fy_2009_consumed,main_sector
38864851.93,34380915.68,1091157.13,1146662.66,Gasoline,51838822.79,1515702.21,44828534.0,1062687.19,122608.06,53921715.89,Transportation
31019.68,34446.34,899.46,1176.13,Biodiesel,0.0,35.3,0.0,793.81,0.0,37029.41,Water Supply
122187.88,107139.88,2127.05,2603.44,Propane,4086925.09,111913.93,0.0,2050.67,6093.87,0.0,Buildings
5843920.62,6451961.63,232246.03,220295.07,Biodiesel,0.0,76489.09,3007606.04,1497835.24,0.0,2362922.69,Transportation
0.0,0.0,0.0,0.0,Other,0.0,0.0,0.0,0.0,0.0,0.0,Water Supply
17344454.95,20584142.65,733390.58,759614.22,Diesel,18247503.93,674662.42,31053581.92,674572.86,49908.53,19373318.44,Transportation
4246950.29,3971838.77,79123.52,96513.66,Propane,0.0,0.0,0.0,78119.68,0.0,5162907.59,Water Supply
8194.4,9354.77,0.0,0.0,Other,8722.3,0.0,8253.9,0.0,13396.29,7913.57,Fugitive and Process Emissions
33993921.74,24459014.2,75680.87,77260.79,Steam,131092891.92,425356.77,75569606.54,36404.11,17458.55,24769706.58,Wastewater Treatment
