fy_2023_consumed,fy_2010_tco2e,fy_2009_source_mmbtu,fy_2011_consumed,fy_2016_consumed,fy_2015_consumed,fy_2012_tco2e,fy_2007_tco2e,fy_2021_tco2e,fy_2018_tco2e,fy_2009_tco2e,units
32716667.78,122344.31,1798381.95,45445998.59,40871033.21,40867962.05,103456.12,125400.52,81316.99,99582.56,127534.47,liter
26343.25,0.0,1264.33,1033.98,26084.18,39971.32,0.0,0.0,0.06,0.04,0.06,liter
218.69,80346.96,0.0,275.16,241.64,254.33,74049.23,77360.83,58076.39,69191.39,80163.87,MT
0.0,0.0,0.0,0.0,0.0,0.0,3267.27,0.0,0.0,0.0,0.0,liter
1939354.02,0.0,0.0,0.0,22567.62,0.41,27.6,0.0,247.2,89.49,0.0,kWh
3936.83,0.0,2400.11,0.0,0.0,87844.27,0.0,161.32,0.0,4025.22,174.49,liter
1564527.97,13045.52,84290.55,5038764.29,8796616.11,12732785.93,22645.0,14563.75,16236.38,19131.23,6193.92,liter
151253891.51,75216.53,2303925.17,214101079.0,199973342.45,206285389.12,67149.45,129170.2,49525.49,51262.24,86704.01,kWh
88818546.95,6770.09,570532.43,25168493.0,93558622.26,81208102.66,12535.62,27638.63,34435.79,25923.22,21470.95,kWh
