hispanic_2,year,female_2,female_1,ell_other_2,math_level_3_1,math_level_3_2,ell_spanish_1,ell_korean_2,math_level_4_1,ell_urdu_2,male_1,ela_level_4_1,ela_level_1_2,ell_hatian_creole
0.13978494623655913,2015-16,0.6559139784946236,61,No Data,26,0.33766233766233766,No Data,No Data,13,No Data,32,20,s,No Data
1,2015-16,0.5240174672489083,240,No Data,s,s,No Data,No Data,s,No Data,218,s,0.9444444444444444,No Data
0.7678571428571429,2015-16,0.5505952380952381,185,No Data,s,s,No Data,No Data,s,No Data,151,s,0.40860215053763443,No Data
0.9772727272727273,2015-16,0.4318181818181818,19,s,s,s,43,s,s,s,25,s,0.8333333333333334,s
s,2015-16,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,No Data,No Data,No Data
0.5409836065573771,2015-16,0.14754098360655737,9,No Data,s,s,No Data,No Data,s,No Data,52,s,0.5789473684210527,No Data
0.6,2015-16,0.5111111111111111,23,No Data,s,s,No Data,No Data,s,No Data,22,s,s,No Data
0.5681818181818182,2015-16,0.4318181818181818,19,No Data,No Data,No Data,No Data,No Data,No Data,No Data,25,No Data,No Data,No Data
0.22981366459627328,2015-16,0.4503105590062112,145,No Data,s,s,No Data,No Data,12,No Data,177,11,s,No Data
0.5535714285714286,2015-16,0.5178571428571429,29,No Data,s,s,No Data,No Data,s,No Data,27,s,0.5454545454545454,No Data
s,2015-16,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,No Data,No Data,No Data
s,2015-16,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,No Data,No Data,No Data
0.5629370629370629,2015-16,0.5244755244755245,150,No Data,6,0.09375,No Data,No Data,s,No Data,136,s,0.27941176470588236,No Data
0.55,2015-16,0.4,8,No Data,No Data,No Data,No Data,No Data,No Data,No Data,12,No Data,No Data,No Data
0.5025380710659898,2015-16,0.5685279187817259,112,No Data,No Data,No Data,No Data,No Data,No Data,No Data,85,No Data,No Data,No Data
0.6,2015-16,0.586046511627907,126,No Data,No Data,No Data,No Data,No Data,No Data,No Data,89,No Data,No Data,No Data
0.591324200913242,2015-16,0.5525114155251142,242,No Data,6,0.05405405405405406,No Data,No Data,s,No Data,196,s,0.2457627118644068,No Data
0.3225806451612903,2015-16,0.6774193548387096,21,No Data,s,s,No Data,No Data,s,No Data,10,s,s,No Data
0.92,2015-16,0.72,18,s,s,s,23,s,s,s,7,s,0.8461538461538461,s
0.625,2015-16,0.4583333333333333,11,No Data,s,s,No Data,No Data,s,No Data,13,s,s,No Data
0.5555555555555556,2015-16,0.5,18,No Data,No Data,No Data,No Data,No Data,No Data,No Data,18,No Data,No Data,No Data
0.3948919449901768,2015-16,0.8231827111984283,419,No Data,23,0.3026315789473684,No Data,No Data,s,No Data,90,11,0.1276595744680851,No Data
0.5867446393762183,2015-16,0.341130604288499,175,No Data,8,0.06557377049180328,No Data,No Data,s,No Data,338,s,0.36507936507936506,No Data
0.4828571428571429,2015-16,0.5914285714285714,207,No Data,No Data,No Data,No Data,No Data,No Data,No Data,143,No Data,No Data,No Data
0.6070931849791377,2015-16,0.4944367176634214,711,No Data,46,0.12105263157894737,No Data,No Data,10,No Data,727,11,0.25,No Data
0.5094339622641509,2015-16,0.5660377358490566,30,No Data,s,s,No Data,No Data,s,No Data,23,s,0.6666666666666666,No Data
0.509090909090909,2015-16,0.34545454545454546,19,No Data,s,s,No Data,No Data,s,No Data,36,s,s,No Data
0.5220588235294118,2015-16,0.6102941176470589,166,No Data,s,s,No Data,No Data,s,No Data,106,s,0.21052631578947367,No Data
0.640625,2015-16,0.34598214285714285,155,No Data,9,0.07377049180327869,No Data,No Data,s,No Data,293,s,0.42276422764227645,No Data
0.6313131313131313,2015-16,0.45454545454545453,90,No Data,s,s,No Data,No Data,s,No Data,108,s,0.7222222222222222,No Data
s,2015-16,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,No Data,No Data,No Data
0.20192307692307693,2015-16,0.40384615384615385,42,No Data,s,s,No Data,No Data,s,No Data,62,s,s,No Data
0.48366013071895425,2015-16,0.5228758169934641,80,No Data,16,0.24615384615384617,No Data,No Data,s,No Data,73,s,0.2676056338028169,No Data
0.7478260869565218,2015-16,0.43478260869565216,50,No Data,s,s,No Data,No Data,s,No Data,65,s,0.7777777777777778,No Data
0.6615384615384615,2015-16,0.3076923076923077,20,No Data,s,s,No Data,No Data,s,No Data,45,s,0.7857142857142857,No Data
0.7435897435897436,2015-16,0.05128205128205128,6,No Data,s,s,No Data,No Data,s,No Data,111,s,0.8181818181818182,No Data
0.6428571428571429,2015-16,0.5338345864661654,142,No Data,No Data,No Data,No Data,No Data,No Data,No Data,124,No Data,No Data,No Data
s,2015-16,s,s,s,s,s,s,s,s,s,s,s,s,s
0.75,2015-16,0.5,6,s,s,s,10,s,s,s,6,s,s,s
0.9137931034482759,2015-16,0.3620689655172414,21,s,s,s,53,s,s,s,37,s,1,s
0.6166666666666667,2015-16,0.5333333333333333,32,No Data,s,s,No Data,No Data,s,No Data,28,s,0.5,No Data
0.509090909090909,2015-16,0.7454545454545455,41,No Data,s,s,No Data,No Data,s,No Data,14,s,0.4,No Data
0.2553191489361702,2015-16,0.44680851063829785,21,No Data,s,s,No Data,No Data,s,No Data,26,s,0.5833333333333334,No Data
s,2015-16,s,s,No Data,s,s,No Data,No Data,s,No Data,s,s,s,No Data
s,2015-16,s,s,s,s,s,s,s,s,s,s,s,s,s
0.9392712550607287,2015-16,0.5991902834008097,148,No Data,13,0.23214285714285715,No Data,No Data,7,No Data,99,7,0.08571428571428572,No Data
0.5,2015-16,0.5,8,s,No Data,No Data,8,s,No Data,s,8,No Data,No Data,s
0.6428571428571429,2015-16,0.5,7,No Data,s,s,No Data,No Data,s,No Data,7,s,s,No Data
s,2015-16,s,s,s,s,s,s,s,s,s,s,s,s,s
0.3072289156626506,2015-16,0.7108433734939759,118,No Data,8,0.2857142857142857,No Data,No Data,s,No Data,48,6,0.24242424242424243,No Data
0.8083333333333333,2015-16,0.4,144,0.03888888888888889,s,s,291,s,s,s,216,s,0.9444444444444444,s
0.7647058823529411,2015-16,0.32941176470588235,28,No Data,s,s,No Data,No Data,s,No Data,57,s,0.7037037037037037,No Data
0.6477272727272727,2015-16,0.3409090909090909,30,No Data,s,s,No Data,No Data,s,No Data,58,s,0.6666666666666666,No Data
0.5652173913043478,2015-16,0.6086956521739131,14,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9,No Data,No Data,No Data
0.5576158940397351,2015-16,0.37748344370860926,285,No Data,16,0.10666666666666667,No Data,No Data,s,No Data,470,6,0.4342105263157895,No Data
s,2015-16,s,s,No Data,s,s,No Data,No Data,s,No Data,s,s,s,No Data
0.5,2015-16,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,No Data,No Data,No Data
0.49056603773584906,2015-16,0.5283018867924528,28,No Data,s,s,No Data,No Data,s,No Data,25,s,s,No Data
0.47174770039421815,2015-16,0.4060446780551905,309,No Data,36,0.21428571428571427,No Data,No Data,s,No Data,452,10,0.2751322751322751,No Data
0.3103448275862069,2015-16,0.2413793103448276,7,No Data,No Data,No Data,No Data,No Data,No Data,No Data,22,No Data,No Data,No Data
0.1391304347826087,2015-16,0.6782608695652174,78,No Data,s,s,No Data,No Data,7,No Data,37,12,s,No Data
0.08483754512635379,2015-16,0.592057761732852,328,No Data,15,0.2830188679245283,No Data,No Data,31,No Data,226,58,s,No Data
0.5545243619489559,2015-16,0.605568445475638,261,No Data,6,0.05714285714285714,No Data,No Data,s,No Data,170,s,0.4166666666666667,No Data
0.7053726169844021,2015-16,0.19584055459272098,113,No Data,s,s,No Data,No Data,s,No Data,464,s,0.5179856115107914,No Data
0.5471698113207547,2015-16,0.5283018867924528,28,No Data,s,s,No Data,No Data,s,No Data,25,s,s,No Data
0.6354166666666666,2015-16,0.5104166666666666,49,No Data,9,0.3333333333333333,No Data,No Data,6,No Data,47,s,0.20689655172413793,No Data
0.3971631205673759,2015-16,0.48936170212765956,69,No Data,14,0.3888888888888889,No Data,No Data,s,No Data,72,s,s,No Data
0.46511627906976744,2015-16,0.5348837209302325,23,No Data,s,s,No Data,No Data,s,No Data,20,s,s,No Data
0.4679245283018868,2015-16,0.5660377358490566,150,No Data,10,0.22727272727272727,No Data,No Data,22,No Data,115,16,s,No Data
0.6373626373626373,2015-16,0.26373626373626374,24,No Data,s,s,No Data,No Data,s,No Data,67,s,0.6,No Data
0.7571428571428571,2015-16,0.4142857142857143,29,No Data,s,s,No Data,No Data,s,No Data,41,s,0.55,No Data
0.6194690265486725,2015-16,0.5663716814159292,64,No Data,No Data,No Data,No Data,No Data,No Data,No Data,49,No Data,No Data,No Data
s,2015-16,0.5263157894736842,10,No Data,s,s,No Data,No Data,s,No Data,9,s,s,No Data
0.9,2015-16,0.36666666666666664,11,s,s,s,27,s,s,s,19,s,0.6923076923076923,s
0.26666666666666666,2015-16,0.3333333333333333,15,No Data,s,s,No Data,No Data,s,No Data,30,s,s,No Data
0.5970149253731343,2015-16,0.31592039800995025,127,No Data,6,0.061855670103092786,No Data,No Data,s,No Data,275,s,0.38095238095238093,No Data
0.5483870967741935,2015-16,0.2903225806451613,9,No Data,s,s,No Data,No Data,s,No Data,22,s,s,No Data
s,2015-16,s,s,No Data,s,s,No Data,No Data,s,No Data,s,s,s,No Data
0.8,2015-16,0.55,22,s,s,s,32,s,s,s,18,s,1,s
s,2015-16,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,No Data,No Data,No Data
0.6231884057971014,2015-16,0.6231884057971014,43,No Data,s,s,No Data,No Data,s,No Data,26,s,s,No Data
0.6962457337883959,2015-16,0.5392491467576792,158,No Data,s,s,No Data,No Data,s,No Data,135,s,0.576271186440678,No Data
0.5333333333333333,2015-16,0.5333333333333333,16,No Data,s,s,No Data,No Data,s,No Data,14,s,s,No Data
0.37037037037037035,2015-16,0.5925925925925926,16,No Data,s,s,No Data,No Data,s,No Data,11,s,s,No Data
0.5688622754491018,2015-16,0.4281437125748503,143,No Data,7,0.08139534883720931,No Data,No Data,s,No Data,191,s,0.53125,No Data
0.6626506024096386,2015-16,0.18072289156626506,15,No Data,s,s,No Data,No Data,s,No Data,68,s,0.64,No Data
0.9125,2015-16,0.325,26,s,s,s,74,s,s,s,54,s,0.8928571428571429,s
0.7560975609756098,2015-16,0.3780487804878049,31,No Data,s,s,No Data,No Data,s,No Data,51,s,0.6086956521739131,No Data
s,2015-16,s,s,No Data,s,s,No Data,No Data,s,No Data,s,s,s,No Data
0.6086956521739131,2015-16,0.6086956521739131,14,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9,No Data,No Data,No Data
0.28888888888888886,2015-16,0.35555555555555557,16,0.13333333333333333,s,s,14,s,s,s,29,s,0.8461538461538461,s
0.8431372549019608,2015-16,0.3333333333333333,17,No Data,s,s,No Data,No Data,s,No Data,34,s,0.5454545454545454,No Data
0.3076923076923077,2015-16,s,s,No Data,s,s,No Data,No Data,s,No Data,s,s,s,No Data
0.7391304347826086,2015-16,0.43478260869565216,10,No Data,s,s,No Data,No Data,s,No Data,13,s,s,No Data
0.8571428571428571,2015-16,0.37142857142857144,13,s,s,s,30,s,s,s,22,s,0.6,s
0.6851851851851852,2015-16,0.47883597883597884,181,No Data,8,0.10126582278481013,No Data,No Data,s,No Data,197,s,0.4235294117647059,No Data
0.5882352941176471,2015-16,0.38235294117647056,143,No Data,16,0.1568627450980392,No Data,No Data,s,No Data,231,s,0.3394495412844037,No Data
1,2015-16,s,s,s,No Data,No Data,12,s,No Data,s,s,No Data,No Data,s
0.5595854922279793,2015-16,0.5129533678756477,99,No Data,No Data,No Data,No Data,No Data,No Data,No Data,94,No Data,No Data,No Data
0.5738636363636364,2015-16,0.5852272727272727,103,No Data,No Data,No Data,No Data,No Data,No Data,No Data,73,No Data,No Data,No Data
0.5875,2015-16,0.39375,63,No Data,s,s,No Data,No Data,s,No Data,97,s,0.6129032258064516,No Data
0.9285714285714286,2015-16,0.6428571428571429,18,No Data,s,s,No Data,No Data,s,No Data,10,s,s,No Data
0.40924092409240925,2015-16,s,s,No Data,s,s,No Data,No Data,s,No Data,s,s,0.4166666666666667,No Data
0.6181818181818182,2015-16,0.32954545454545453,145,No Data,8,0.08695652173913043,No Data,No Data,s,No Data,295,s,0.3645833333333333,No Data
0.875,2015-16,s,s,s,No Data,No Data,7,s,No Data,s,s,No Data,No Data,s
0.4722222222222222,2015-16,0.6388888888888888,23,No Data,s,s,No Data,No Data,s,No Data,13,s,s,No Data
0.6222222222222222,2015-16,0.34444444444444444,31,No Data,s,s,No Data,No Data,s,No Data,59,s,s,No Data
0.39194139194139194,2015-16,s,s,No Data,s,s,No Data,No Data,s,No Data,s,s,0.5,No Data
0.6796116504854369,2015-16,0.4174757281553398,43,No Data,s,s,No Data,No Data,s,No Data,60,s,s,No Data
0.47058823529411764,2015-16,0.44537815126050423,53,No Data,No Data,No Data,No Data,No Data,No Data,No Data,66,No Data,No Data,No Data
0.5897435897435898,2015-16,0.36752136752136755,43,No Data,s,s,No Data,No Data,s,No Data,74,s,0.6666666666666666,No Data
0.47761194029850745,2015-16,0.3880597014925373,26,No Data,s,s,No Data,No Data,s,No Data,41,No Data,No Data,No Data
0.5277777777777778,2015-16,0.5,72,No Data,No Data,No Data,No Data,No Data,No Data,No Data,72,No Data,No Data,No Data
s,2015-16,0.5333333333333333,8,No Data,s,s,No Data,No Data,s,No Data,7,s,s,No Data
0.6911764705882353,2015-16,0.35294117647058826,48,No Data,No Data,No Data,No Data,No Data,No Data,No Data,88,No Data,No Data,No Data
s,2015-16,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,No Data,No Data,No Data
s,2015-16,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,No Data,No Data,No Data
0.7272727272727273,2015-16,0.5454545454545454,12,No Data,s,s,No Data,No Data,s,No Data,10,s,s,No Data
0.6387096774193548,2015-16,0.567741935483871,88,No Data,No Data,No Data,No Data,No Data,No Data,No Data,67,No Data,No Data,No Data
0.27577639751552796,2015-16,0.7714285714285715,621,No Data,46,0.4107142857142857,No Data,No Data,46,No Data,184,62,s,No Data
0.963855421686747,2015-16,0.3132530120481928,26,No Data,s,s,No Data,No Data,s,No Data,57,s,0.8333333333333334,No Data
0.38235294117647056,2015-16,0.6764705882352942,23,No Data,s,s,No Data,No Data,s,No Data,11,s,s,No Data
s,2015-16,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,No Data
0.6666666666666666,2015-16,0.42028985507246375,29,No Data,s,s,No Data,No Data,s,No Data,40,s,0.625,No Data
0.4942528735632184,2015-16,0.5977011494252874,52,No Data,s,s,No Data,No Data,s,No Data,35,s,s,No Data
0.6,2015-16,0.44,33,No Data,s,s,No Data,No Data,s,No Data,42,s,0.4838709677419355,No Data
0.6245847176079734,2015-16,0.3289036544850498,99,No Data,s,s,No Data,No Data,s,No Data,202,s,0.3968253968253968,No Data
0.6,2015-16,0.45714285714285713,16,No Data,s,s,No Data,No Data,s,No Data,19,s,s,No Data
0.4782608695652174,2015-16,0.6086956521739131,14,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9,No Data,No Data,No Data
0.42857142857142855,2015-16,0.3333333333333333,14,No Data,s,s,No Data,No Data,s,No Data,28,s,0.6190476190476191,No Data
0.22699386503067484,2015-16,0.6380368098159509,104,No Data,10,0.3333333333333333,No Data,No Data,8,No Data,59,6,s,No Data
0.9387755102040817,2015-16,0.4489795918367347,22,No Data,s,s,No Data,No Data,s,No Data,27,s,0.42105263157894735,No Data
0.36464088397790057,2015-16,0.4171270718232044,151,0.1408839779005525,No Data,No Data,134,s,No Data,0.016574585635359115,211,No Data,No Data,0.06906077348066299
s,2015-16,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,No Data
0.5033259423503326,2015-16,0.21286031042128603,96,No Data,21,0.23076923076923078,No Data,No Data,s,No Data,355,s,0.16346153846153846,No Data
0.5652173913043478,2015-16,0.5217391304347826,24,No Data,s,s,No Data,No Data,s,No Data,22,s,s,No Data
0.7608695652173914,2015-16,0.391304347826087,36,No Data,s,s,No Data,No Data,s,No Data,56,s,0.8695652173913043,No Data
s,2015-16,s,s,s,s,s,s,s,s,s,s,s,s,s
0.6556016597510373,2015-16,0.5435684647302904,262,No Data,27,0.26732673267326734,No Data,No Data,7,No Data,220,6,0.14655172413793102,No Data
0.7777777777777778,2015-16,0.5555555555555556,10,No Data,s,s,No Data,No Data,s,No Data,8,s,s,No Data
0.6,2015-16,0.36,9,No Data,s,s,No Data,No Data,s,No Data,16,s,s,No Data
s,2015-16,0.6470588235294118,11,No Data,s,s,No Data,No Data,s,No Data,6,s,s,No Data
0.7857142857142857,2015-16,0.39285714285714285,11,s,s,s,22,s,s,s,17,s,0.9,s
s,2015-16,s,s,s,s,s,s,s,s,s,s,No Data,No Data,s
s,2015-16,s,s,No Data,s,s,No Data,No Data,s,No Data,s,s,s,No Data
0.9238095238095239,2015-16,0.4523809523809524,95,0.03333333333333333,s,s,195,s,s,s,115,s,0.896551724137931,s
0.6,2015-16,0.348780487804878,143,No Data,10,0.0970873786407767,No Data,No Data,s,No Data,267,s,0.3394495412844037,No Data
1,2015-16,s,s,s,No Data,No Data,7,s,No Data,s,s,No Data,No Data,s
0.5477707006369427,2015-16,0.4840764331210191,152,No Data,No Data,No Data,No Data,No Data,No Data,No Data,162,No Data,No Data,No Data
0.8235294117647058,2015-16,0.5,17,s,s,s,28,s,s,s,17,s,0.5454545454545454,s
0.8686868686868687,2015-16,0.3333333333333333,33,No Data,s,s,No Data,No Data,s,No Data,66,s,0.6190476190476191,No Data
0.5789473684210527,2015-16,0.5263157894736842,40,No Data,s,s,No Data,No Data,s,No Data,36,s,0.7272727272727273,No Data
0.5979381443298969,2015-16,0.4570446735395189,133,No Data,15,0.22727272727272727,No Data,No Data,7,No Data,158,s,0.09859154929577464,No Data
0.38596491228070173,2015-16,0.2631578947368421,15,No Data,s,s,No Data,No Data,s,No Data,42,s,0.6,No Data
0.5148305084745762,2015-16,0.2097457627118644,99,No Data,17,0.17346938775510204,No Data,No Data,s,No Data,373,s,0.19642857142857142,No Data
0.5925925925925926,2015-16,0.6203703703703703,67,No Data,s,s,No Data,No Data,s,No Data,41,s,0.5909090909090909,No Data
0.618421052631579,2015-16,0.34210526315789475,26,No Data,s,s,No Data,No Data,s,No Data,50,s,s,No Data
s,2015-16,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,No Data
0.7047619047619048,2015-16,0.47619047619047616,50,No Data,s,s,No Data,No Data,s,No Data,55,s,0.6,No Data
0.40540540540540543,2015-16,0.35135135135135137,26,No Data,s,s,No Data,No Data,s,No Data,48,s,0.8,No Data
0.4380664652567976,2015-16,0.6616314199395771,219,No Data,s,s,No Data,No Data,s,No Data,112,s,0.3898305084745763,No Data
0.7962962962962963,2015-16,0.4722222222222222,102,No Data,s,s,No Data,No Data,s,No Data,114,s,0.6666666666666666,No Data
0.5354330708661418,2015-16,0.6036745406824147,230,No Data,14,0.125,No Data,No Data,s,No Data,151,7,0.24242424242424243,No Data
0.8936170212765957,2015-16,0.46808510638297873,22,No Data,s,s,No Data,No Data,s,No Data,25,s,s,No Data
0.9157088122605364,2015-16,0.4942528735632184,129,No Data,s,s,No Data,No Data,s,No Data,132,s,0.8666666666666667,No Data
0.4897959183673469,2015-16,0.42857142857142855,21,No Data,No Data,No Data,No Data,No Data,No Data,No Data,28,No Data,No Data,No Data
0.6,2015-16,0.5811320754716981,154,No Data,11,0.18333333333333332,No Data,No Data,s,No Data,111,s,0.31343283582089554,No Data
0.6686507936507936,2015-16,0.4226190476190476,213,No Data,9,0.08823529411764706,No Data,No Data,s,No Data,291,s,0.6078431372549019,No Data
0.26744186046511625,2015-16,0.5465116279069767,141,No Data,8,0.125,No Data,No Data,6,No Data,117,s,0.2903225806451613,No Data
0.3946308724832215,2015-16,0.46442953020134226,346,No Data,No Data,No Data,No Data,No Data,No Data,No Data,399,No Data,No Data,No Data
