hispanic_2,year,female_2,female_1,ell_other_2,math_level_3_1,math_level_3_2,ell_spanish_1,ell_korean_2,math_level_4_1,ell_urdu_2,male_1,ela_level_4_1,ela_level_1_2,ell_hatian_creole
0.4722222222222222,2015-16,0.49603174603174605,125,No Data,s,s,No Data,No Data,s,No Data,127,s,0.3269230769230769,No Data
0.35,2015-16,0.5,10,No Data,s,s,No Data,No Data,s,No Data,10,s,s,No Data
0.45794392523364486,2015-16,0.1588785046728972,17,No Data,s,s,No Data,No Data,s,No Data,90,s,0.3684210526315789,No Data
0.6190476190476191,2015-16,0.2857142857142857,6,No Data,s,s,No Data,No Data,s,No Data,15,s,s,No Data
0.56,2015-16,0.52,26,No Data,No Data,No Data,No Data,No Data,No Data,No Data,24,No Data,No Data,No Data
0.5454545454545454,2015-16,0.3333333333333333,11,No Data,s,s,No Data,No Data,s,No Data,22,s,0.7777777777777778,No Data
0.5421686746987951,2015-16,0.1686746987951807,14,No Data,s,s,No Data,No Data,s,No Data,69,s,0.42857142857142855,No Data
0.5121951219512195,2015-16,0.5121951219512195,42,No Data,No Data,No Data,No Data,No Data,No Data,No Data,40,No Data,No Data,No Data
0.5833333333333334,2015-16,s,s,No Data,s,s,No Data,No Data,s,No Data,s,s,s,No Data
0.6948356807511737,2015-16,0.5704225352112676,243,No Data,s,s,No Data,No Data,s,No Data,183,s,0.43478260869565216,No Data
0.17391304347826086,2015-16,0.45652173913043476,21,No Data,s,s,No Data,No Data,s,No Data,25,s,s,No Data
0.2857142857142857,2015-16,0.4642857142857143,13,No Data,No Data,No Data,No Data,No Data,No Data,No Data,15,No Data,No Data,No Data
0.6850828729281768,2015-16,0.7375690607734806,267,No Data,s,s,No Data,No Data,s,No Data,95,s,0.4215686274509804,No Data
0.4666666666666667,2015-16,0.36666666666666664,11,No Data,s,s,No Data,No Data,s,No Data,19,s,s,No Data
0.5889212827988338,2015-16,0.7113702623906706,244,No Data,8,0.08080808080808081,No Data,No Data,s,No Data,99,s,0.3983050847457627,No Data
0.38333333333333336,2015-16,0.4166666666666667,25,No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,No Data,No Data,No Data
0.5319148936170213,2015-16,0.5106382978723404,120,No Data,s,s,No Data,No Data,s,No Data,115,s,0.35294117647058826,No Data
0.5077720207253886,2015-16,0.38860103626943004,75,No Data,s,s,No Data,No Data,s,No Data,118,s,0.4722222222222222,No Data
0.7333333333333333,2015-16,0.5333333333333333,8,No Data,s,s,No Data,No Data,s,No Data,7,s,s,No Data
0.3789237668161435,2015-16,0.594170403587444,265,No Data,30,0.4918032786885246,No Data,No Data,20,No Data,181,16,s,No Data
0.5967213114754099,2015-16,0.6426229508196721,196,No Data,s,s,No Data,No Data,s,No Data,109,s,0.578125,No Data
s,2015-16,s,s,s,s,s,s,s,s,s,s,s,s,s
0.34375,2015-16,0.59375,19,No Data,s,s,No Data,No Data,s,No Data,13,s,s,No Data
0.727710843373494,2015-16,0.0963855421686747,40,No Data,s,s,No Data,No Data,s,No Data,375,s,0.6521739130434783,No Data
0.6144834930777423,2015-16,0.5921192758253461,556,No Data,47,0.2640449438202247,No Data,No Data,15,No Data,383,15,0.09359605911330049,No Data
0.875,2015-16,0.375,12,s,s,s,28,s,s,s,20,s,s,s
0.5868544600938967,2015-16,0.5446009389671361,232,No Data,7,0.056451612903225805,No Data,No Data,s,No Data,194,s,0.3387096774193548,No Data
0.7454545454545455,2015-16,0.43636363636363634,24,No Data,s,s,No Data,No Data,s,No Data,31,s,0.8125,No Data
1,2015-16,s,s,s,No Data,No Data,15,s,No Data,s,s,No Data,No Data,s
0.4293193717277487,2015-16,0.5287958115183246,101,No Data,17,0.22077922077922077,No Data,No Data,s,No Data,90,s,0.23255813953488372,No Data
0.7622377622377622,2015-16,0.43356643356643354,62,0.1048951048951049,s,s,110,s,s,s,81,s,0.8125,s
0.3333333333333333,2015-16,0.4358974358974359,17,No Data,s,s,No Data,No Data,s,No Data,22,s,s,No Data
0.8850574712643678,2015-16,0.5402298850574713,47,No Data,s,s,No Data,No Data,s,No Data,40,s,s,No Data
0.65,2015-16,0.55,11,No Data,s,s,No Data,No Data,s,No Data,9,s,s,No Data
s,2015-16,s,s,No Data,s,s,No Data,No Data,s,No Data,s,s,s,No Data
0.8390092879256966,2015-16,0.47058823529411764,152,No Data,s,s,No Data,No Data,s,No Data,171,s,0.47368421052631576,No Data
0.3486238532110092,2015-16,0.21100917431192662,23,No Data,s,s,No Data,No Data,s,No Data,86,s,0.4482758620689655,No Data
0.4956140350877193,2015-16,0.5679824561403509,259,No Data,18,0.20930232558139536,No Data,No Data,s,No Data,197,8,0.24509803921568626,No Data
