starea,system,flagfootball,youth_football,field_lighted,adult_baseball,ll_softball,volleyball,precinct,hockey
32439.00634765625,Q001-ZN01-BASEBALL-5,False,False,False,True,True,False,105,False
1018.1033325195312,Q298-HANDBALL-2,False,False,False,False,False,False,114,False
1119.0743865966797,Q294-HANDBALL-4,False,False,False,False,False,False,107,False
1135.5906982421875,B111A-HANDBALL-2,False,False,False,False,False,False,78,False
1137.3919677734375,B192-HANDBALL-1,False,False,False,False,False,False,68,False
44972.69201660156,B057-BASEBALL-1,False,False,False,False,False,False,63,False
1344.0465850830078,M277-HANDBALL-1,False,False,False,False,False,False,18,False
1469.339813232422,B096-HANDBALL-2,False,False,False,False,False,False,94,False
1492.1536560058594,B056-HANDBALL-1,False,False,False,False,False,False,75,False
36797.75718688965,X256-BASEBALL-1,False,False,False,False,True,False,49,False
933.5975189208984,X102-BOCCE-1,False,False,False,False,False,False,48,False
1236.6920471191406,M099-HANDBALL-1,False,False,False,False,False,False,33,False
1057.3690338134766,M265-FOOTBALL-1,False,False,False,False,False,False,13,False
1244.7120819091797,Q306-HANDBALL-2,False,False,False,False,False,False,112,False
1184.1383819580078,B254-HANDBALL-1,False,False,False,False,False,False,71,False
1491.5267028808594,B271-HANDBALL-1,False,False,False,False,False,False,67,False
2769.943878173828,Q012-ZN03-TENNIS-5,False,False,False,False,False,False,111,False
1090.6142578125,Q326-HANDBALL-1,False,False,False,False,False,False,109,False
1208.7138214111328,B008-HANDBALL-7,False,False,False,False,False,False,73,False
1035.3097839355469,Q356-HANDBALL-1,False,False,False,False,False,False,111,False
1145.8754272460938,Q096C-HANDBALL-1,False,False,False,False,False,False,105,False
1414.8728332519531,B140-HANDBALL-2,False,False,False,False,False,False,79,False
1145.4630432128906,B008-HANDBALL-8,False,False,False,False,False,False,73,False
37844.82257080078,M010-ZN27-SOCCER-1,False,False,False,False,False,False,22,False
956.8828582763672,Q356-HANDBALL-2,False,False,False,False,False,False,111,False
1173.6820068359375,X124-HANDBALL-2,False,False,False,False,False,False,43,False
976.064422607422,M088-HANDBALL-1,False,False,False,False,False,False,9,False
1220.380401611328,B249-HANDBALL-4,False,False,False,False,False,False,73,False
1322.690887451172,Q051-HANDBALL-2,False,False,False,False,False,False,113,False
2742.7691192626958,Q012-ZN03-TENNIS-7,False,False,False,False,False,False,111,False
1463.9688568115234,B277-HANDBALL-4,False,False,False,False,False,False,62,False
1620.8470306396484,M065-HANDBALL-4,False,False,False,False,False,False,7,False
973.2663116455078,B105-HANDBALL-2,False,False,False,False,False,False,79,False
1566.7985534667969,B362-HANDBALL-1,False,False,False,False,False,False,73,False
1387.9015350341797,Q345-HANDBALL-1,False,False,False,False,False,False,101,False
2783.6668395996094,B028-ZN01-TENNIS-6,False,False,False,False,False,False,68,False
1440.7454528808594,B156-HANDBALL-4,False,False,False,False,False,False,73,False
1234.9846801757812,R061-HANDBALL-1,False,False,False,False,False,False,120,False
1528.8168334960938,B268-HANDBALL-1,False,False,False,False,False,False,60,False
46952.37971496582,Q020-ZN05-BASEBALL-1,False,False,True,True,False,False,104,False
1160.4142303466797,B244-HANDBALL-5,False,False,False,False,False,False,61,False
1611.1002807617188,X169-HANDBALL-1,False,False,False,False,False,False,47,False
