starea,system,flagfootball,youth_football,field_lighted,adult_baseball,ll_softball,volleyball,precinct,hockey
1202.4002075195312,Q129-HANDBALL-4,False,False,False,False,False,False,102,False
1227.5704193115234,Q429-HANDBALL-1,False,False,False,False,False,False,114,False
839.6296997070312,B132-B059-HANDBALL-2,False,False,False,False,False,False,90,False
1648.9955596923828,B163-HANDBALL-1,False,False,False,False,False,False,75,False
39981.57766723633,Q300A-ZN02-BASEBALL-1,False,False,False,True,True,False,111,False
1058.6148681640625,B261-HANDBALL-1,False,False,False,False,False,False,75,False
1137.0449676513672,B217-HANDBALL-3,False,False,False,False,False,False,79,False
1503.179168701172,Q127-HANDBALL-1,False,False,False,False,False,False,103,False
2139.691375732422,B282-HANDBALL-1,False,False,False,False,False,False,68,False
2332.717269897461,B230-HANDBALL-1,False,False,False,False,False,False,76,False
1226.0736694335938,B270-HANDBALL-3,False,False,False,False,False,False,73,False
1540.5289154052734,B237-HANDBALL-1,False,False,False,False,False,False,79,False
1501.863250732422,B109-HANDBALL-1,False,False,False,False,False,False,61,False
1287.973663330078,B157-HANDBALL-1,False,False,False,False,False,False,61,False
1246.6387939453125,X190-HANDBALL-4,False,False,False,False,False,False,41,False
1740.8840942382812,B145-HANDBALL-1,False,False,False,False,False,False,78,False
1379.9900970458984,M223-HANDBALL-4,False,False,False,False,False,False,30,False
1016.8529663085938,Q360N-HANDBALL-2,False,False,False,False,False,False,110,False
2803.995574951172,Q012-ZN03-TENNIS-4,False,False,False,False,False,False,111,False
1456.1613464355469,M045-HANDBALL-4,False,False,False,False,False,False,19,False
1678.0397186279297,Q307-HANDBALL-2,False,False,False,False,False,False,105,False
1344.214813232422,Q127-HANDBALL-5,False,False,False,False,False,False,103,False
1441.8282318115234,Q408-HANDBALL-1,False,False,False,False,False,False,106,False
1219.2639923095703,X206-HANDBALL-1,False,False,False,False,False,False,42,False
23561.501373291016,B028-ZN01-BASEBALL-3,False,False,True,False,True,False,68,False
1037.907455444336,B224-HANDBALL-1,False,False,False,False,False,False,81,False
35717.20883178711,R116-BASEBALL-3,False,False,False,False,False,False,120,False
960.621353149414,B149A-HANDBALL-2,False,False,False,False,False,False,75,False
1311.0497283935547,B311-HANDBALL-1,False,False,False,False,False,False,90,False
1710.7233276367188,X156-HANDBALL-2,False,False,False,False,False,False,49,False
1310.1489868164062,B307-HANDBALL-2,False,False,False,False,False,False,83,False
73145.61293029785,Q007-CRICKET-1,False,False,False,False,False,False,101,False
1498.5262756347656,B308-HANDBALL-2,False,False,False,False,False,False,61,False
1455.7938232421875,B166B-HANDBALL-1,False,False,False,False,False,False,61,False
1203.573974609375,X186-HANDBALL-1,False,False,False,False,False,False,50,False
1093.128646850586,M125C-HANDBALL-1,False,False,False,False,False,False,6,False
2797.641967773437,B082-ZN05-TENNIS-2,False,False,False,False,False,False,68,False
1253.1207885742188,B017-HANDBALL-3,False,False,False,False,False,False,83,False
2796.257766723633,B028-ZN01-TENNIS-8,False,False,False,False,False,False,68,False
13910.812362670898,Q366-BASEBALL-1,False,False,False,False,True,False,115,False
65133.56881713867,Q001-ZN01-FOOTBALL-1,True,False,False,False,False,False,105,False
1391.1536102294922,Q404-HANDBALL-2,False,False,False,False,False,False,105,False
1156.59033203125,Q141-HANDBALL-1,False,False,False,False,False,False,108,False
1585.18115234375,X163-HANDBALL-2,False,False,False,False,False,False,49,False
1175.131591796875,B228-HANDBALL-2,False,False,False,False,False,False,73,False
1325.230453491211,M215-HANDBALL-2,False,False,False,False,False,False,23,False
1145.3238525390625,B210B-HANDBALL-1,False,False,False,False,False,False,72,False
1328.6041107177734,Q266-HANDBALL-2,False,False,False,False,False,False,101,False
1178.5966033935547,Q406-HANDBALL-1,False,False,False,False,False,False,105,False
1309.8074035644531,Q322-HANDBALL-1,False,False,False,False,False,False,105,False
81627.3331451416,B247-BASEBALL-4,False,False,False,True,True,False,69,False
4112.385101318359,Q304-BASEBALL-1,False,False,False,False,False,False,112,False
49957.08227539063,R015-CRICKET-1,False,False,False,False,False,False,120,False
1165.9637908935547,B050-HANDBALL-1,False,False,False,False,False,False,76,False
66179.8842010498,B028-ZN01-BASEBALL-2,False,False,True,True,True,False,68,False
1032.8373565673828,Q129-HANDBALL-1,False,False,False,False,False,False,102,False
1523.3028259277344,X122-HANDBALL-1,False,False,False,False,False,False,45,False
1533.5301818847656,M234-HANDBALL-1,False,False,False,False,False,False,33,False
1688.1473693847656,M010-ZN10+11-VOLLEYBALL-1,False,False,False,False,False,True,22,False
1237.0309143066406,B223J03-HANDBALL-3,False,False,False,False,False,False,84,False
1029.767837524414,B217-HANDBALL-7,False,False,False,False,False,False,79,False
1214.9029235839844,Q360J-HANDBALL-3,False,False,False,False,False,False,110,False
1543.4407196044922,B239-HANDBALL-2,False,False,False,False,False,False,61,False
1317.5220489501953,M190-HANDBALL-1,False,False,False,False,False,False,26,False
926.4716033935548,Q106-HANDBALL-4,False,False,False,False,False,False,113,False
1349.986801147461,B103-HANDBALL-2,False,False,False,False,False,False,75,False
12866.31859588623,R089-BASEBALL-1,False,False,False,False,True,False,122,False
1430.5145568847656,B335-HANDBALL-2,False,False,False,False,False,False,69,False
1665.939712524414,Q375-HANDBALL-1,False,False,False,False,False,False,109,False
1181.5176391601562,B258-HANDBALL-3,False,False,False,False,False,False,81,False
33745.09461975098,Q012B-BASEBALL-3,False,False,False,True,True,False,111,False
1201.999542236328,B270-HANDBALL-5,False,False,False,False,False,False,73,False
1118.8659362792969,Q301-HANDBALL-2,False,False,False,False,False,False,103,False
1465.332260131836,B362-HANDBALL-2,False,False,False,False,False,False,73,False
1394.6081848144531,B364-HANDBALL-1,False,False,False,False,False,False,77,False
1383.3858337402344,B252-HANDBALL-1,False,False,False,False,False,False,60,False
1194.6658782958984,Q406-HANDBALL-3,False,False,False,False,False,False,105,False
1137.6890869140625,M079-HANDBALL-2,False,False,False,False,False,False,19,False
1511.4636840820312,B308-HANDBALL-4,False,False,False,False,False,False,61,False
2821.327743530273,B028-ZN01-TENNIS-9,False,False,False,False,False,False,68,False
896.1443939208984,Q126-BOCCE-1,False,False,False,False,False,False,109,False
21357.348861694336,Q317-BASEBALL-1,False,False,False,False,True,False,111,False
1863.8359375,B218-HANDBALL-1,False,False,False,False,False,False,67,False
1405.0498046875,Q404-HANDBALL-1,False,False,False,False,False,False,105,False
1166.7071075439453,B217-HANDBALL-1,False,False,False,False,False,False,79,False
1591.4667205810547,B239-HANDBALL-1,False,False,False,False,False,False,61,False
1116.216293334961,Q134-HANDBALL-2,False,False,False,False,False,False,105,False
1329.624740600586,B051-HANDBALL-1,False,False,False,False,False,False,61,False
1212.6175689697266,B258-HANDBALL-1,False,False,False,False,False,False,81,False
1132.2315826416016,Q391-HANDBALL-2,False,False,False,False,False,False,107,False
1476.6174926757812,Q021C-HANDBALL-1,False,False,False,False,False,False,111,False
1055.3521575927734,Q364-HANDBALL-1,False,False,False,False,False,False,111,False
1540.9011688232422,Q369-HANDBALL-2,False,False,False,False,False,False,111,False
1701.7180480957031,B218-HANDBALL-2,False,False,False,False,False,False,67,False
1625.4705657958984,B208-HANDBALL-2,False,False,False,False,False,False,61,False
1754.9677734375,Q413-HANDBALL-7,False,False,False,False,False,False,113,False
1439.3883361816406,B235-HANDBALL-4,False,False,False,False,False,False,61,False
1154.9759216308594,M223-HANDBALL-2,False,False,False,False,False,False,30,False
1293.8834228515625,B266-HANDBALL-2,False,False,False,False,False,False,79,False
1344.4430236816406,Q301-HANDBALL-1,False,False,False,False,False,False,103,False
1952.4813232421875,B135-HANDBALL-2,False,False,False,False,False,False,94,False
30420.457962036133,Q001-ZN01-BASEBALL-2,False,False,False,False,True,False,105,False
1584.7247009277344,B051-HANDBALL-4,False,False,False,False,False,False,61,False
1063.2634582519531,B078-HANDBALL-2,False,False,False,False,False,False,75,False
7857.245651245117,Q371-BASEBALL-2,False,True,False,False,True,False,101,False
1205.7308502197266,B008-HANDBALL-4,False,False,False,False,False,False,73,False
1581.7770233154297,B347-HANDBALL-1,False,False,False,False,False,False,81,False
927.126708984375,B210H-HANDBALL-2,False,False,False,False,False,False,76,False
1171.5170288085938,B008-HANDBALL-2,False,False,False,False,False,False,73,False
1357.5040130615234,B219-HANDBALL-1,False,False,False,False,False,False,73,False
32413.379669189453,Q476-SOFTBALL-4,False,False,False,True,False,False,109,False
33570.26301574707,R065-ZN08-BASEBALL-2,False,False,False,False,True,False,122,False
1235.1037292480469,B192-HANDBALL-3,False,False,False,False,False,False,68,False
1133.4686584472656,B130-HANDBALL-3,False,False,False,False,False,False,72,False
1580.6876373291016,B296-HANDBALL-1,False,False,False,False,False,False,60,False
1173.5587768554688,B210B-HANDBALL-2,False,False,False,False,False,False,72,False
3419.5469512939453,B340-BASEBALL-1,False,False,False,False,False,False,83,False
2752.8670501708984,Q012-ZN01-TENNIS-1,False,False,False,False,False,False,111,False
1196.248565673828,B111A-HANDBALL-3,False,False,False,False,False,False,78,False
82985.66827392578,Q373-BASEBALL-1,False,False,False,True,True,False,115,False
1402.0298309326172,B021-HANDBALL-1,False,False,False,False,False,False,88,False
1662.6468200683594,B275-HANDBALL-2,False,False,False,False,False,False,60,False
1058.4999542236328,B358-HANDBALL-1,False,False,False,False,False,False,90,False
1327.8123474121094,Q405-HANDBALL-1,False,False,False,False,False,False,113,False
40287.6643371582,Q001-ZN03-SOCCER-1,False,False,False,False,False,False,111,False
1100.9671325683594,R025-HANDBALL-4,False,False,False,False,False,False,120,False
1011.5204162597656,B025-HANDBALL-4,False,False,False,False,False,False,90,False
1295.2636260986328,X217-HANDBALL-1,False,False,False,False,False,False,40,False
1622.3417205810547,Q352-HANDBALL-1,False,False,False,False,False,False,105,False
20693.591674804688,Q445-BASEBALL-2,False,False,False,False,True,False,109,False
1304.1073455810547,B169B-HANDBALL-1,False,False,False,False,False,False,60,False
1540.2913360595703,Q320-HANDBALL-1,False,False,False,False,False,False,107,False
1055.092803955078,B243-HANDBALL-2,False,False,False,False,False,False,84,False
1171.2323760986328,Q303-HANDBALL-3,False,False,False,False,False,False,115,False
1124.272216796875,X172-BOCCE-3,False,False,False,False,False,False,49,False
1276.1828155517578,B217-HANDBALL-10,False,False,False,False,False,False,79,False
1323.8624420166016,Q162J-HANDBALL-3,False,False,False,False,False,False,101,False
42080.0020904541,Q094-CRICKET-1,False,False,False,False,False,False,106,False
1640.1166534423828,Q329-HANDBALL-7,False,False,False,False,False,False,107,False
1317.4161987304688,Q051-HANDBALL-3,False,False,False,False,False,False,113,False
71092.47257995605,Q220C-CRICKET-1,False,False,False,False,False,False,113,False
709.0021514892578,X114-HANDBALL-1,False,False,False,False,False,False,44,False
1068.223403930664,R034-HANDBALL-1,False,False,False,False,False,False,120,False
1291.6018981933594,B270-HANDBALL-7,False,False,False,False,False,False,73,False
1355.061279296875,Q205A-HANDBALL-1,False,False,False,False,False,False,108,False
1164.0315551757812,B219-HANDBALL-3,False,False,False,False,False,False,73,False
1028.306610107422,B250-HANDBALL-5,False,False,False,False,False,False,67,False
46487.610900878906,Q095-FOOTBALL-1,False,True,False,False,False,False,106,False
17430.535202026367,B218-CRICKET-1,True,False,False,False,False,False,67,False
1103.2825317382812,R076-HANDBALL-2,False,False,False,False,False,False,120,False
974.3615264892578,M186-HANDBALL-1,False,False,False,False,False,False,32,False
1211.6459350585938,X121-HANDBALL-2,False,False,False,False,False,False,45,False
1594.2771453857422,Q329-HANDBALL-2,False,False,False,False,False,False,107,False
1076.8250122070312,Q346-HANDBALL-2,False,False,False,False,False,False,111,False
1288.0508575439453,Q366-HANDBALL-1,False,False,False,False,False,False,115,False
1004.9354553222656,B359-HANDBALL-1,False,False,False,False,False,False,81,False
1439.0335083007812,B140-HANDBALL-3,False,False,False,False,False,False,79,False
1412.5650939941406,B151-HANDBALL-2,False,False,False,False,False,False,66,False
907.829330444336,Q386-HANDBALL-1,False,False,False,False,False,False,106,False
1087.528839111328,R087-HANDBALL-2,False,False,False,False,False,False,122,False
1133.9570922851562,Q303-HANDBALL-2,False,False,False,False,False,False,115,False
1340.5107879638672,Q051-HANDBALL-4,False,False,False,False,False,False,113,False
1634.6236877441406,B350-HANDBALL-1,False,False,False,False,False,False,77,False
62433.4799194336,B028-ZN02-BASEBALL-6,False,False,False,False,True,False,68,False
1137.8211669921875,B217-HANDBALL-4,False,False,False,False,False,False,79,False
960.3038482666016,M205-HANDBALL-1,False,False,False,False,False,False,26,False
1575.6741333007812,Q367-HANDBALL-1,False,False,False,False,False,False,100,False
905.3853149414062,B019-BOCCE-2,False,False,False,False,False,False,76,False
54038.11814880371,B057-ZN04-FOOTBALL-2,True,True,False,False,False,False,63,False
1753.2183990478516,Q421-HANDBALL-1,False,False,False,False,False,False,106,False
6606.369125366211,X221-BASEBALL-1,False,False,False,False,False,False,43,False
1250.8033752441406,Q128-HANDBALL-3,False,False,False,False,False,False,102,False
1199.7693939208984,Q363-HANDBALL-1,False,False,False,False,False,False,115,False
1609.1272583007812,Q358-HANDBALL-2,False,False,False,False,False,False,105,False
3137.443252563477,X126-ZN04-BASKETBALL-2,False,False,False,False,False,False,45,False
33124.7686920166,Q314-BASEBALL-1,False,False,False,False,True,False,107,False
1107.684555053711,Q344-HANDBALL-2,False,False,False,False,False,False,107,False
1038.1680908203125,B224-HANDBALL-4,False,False,False,False,False,False,81,False
1730.3997344970703,Q413-HANDBALL-8,False,False,False,False,False,False,113,False
1362.715316772461,B021-HANDBALL-3,False,False,False,False,False,False,88,False
1354.8331604003906,B270-HANDBALL-6,False,False,False,False,False,False,73,False
1704.2755279541016,M111-FOOTBALL-1,False,False,False,False,False,False,23,False
1095.8589935302734,B144-HANDBALL-1,False,False,False,False,False,False,73,False
1188.4901733398438,Q098-HANDBALL-1,False,False,False,False,False,False,110,False
23019.12091064453,Q393A-BASEBALL-1,False,False,False,False,False,False,115,False
1904.739273071289,B197-HANDBALL-1,False,False,False,False,False,False,61,False
1172.7914276123047,Q308-HANDBALL-1,False,False,False,False,False,False,109,False
1535.573226928711,Q450-HANDBALL-2,False,False,False,False,False,False,110,False
1509.6204223632812,M065-HANDBALL-3,False,False,False,False,False,False,7,False
1357.0838775634766,B331-HANDBALL-3,False,False,False,False,False,False,60,False
1227.7483825683594,Q415-HANDBALL-2,False,False,False,False,False,False,115,False
1623.3284606933594,X211-HANDBALL-1,False,False,False,False,False,False,41,False
1086.612335205078,B381-HANDBALL-1,False,False,False,False,False,False,83,False
1186.7739868164062,Q314-HANDBALL-4,False,False,False,False,False,False,107,False
1612.7279205322266,X156-HANDBALL-3,False,False,False,False,False,False,49,False
49957.23124694824,Q210-CRICKET-1,False,False,False,False,False,False,113,False
1090.6427917480469,Q108-HANDBALL-2,False,False,False,False,False,False,105,False
1255.2165222167969,B008-HANDBALL-1,False,False,False,False,False,False,73,False
1073.1044158935547,X162-HANDBALL-2,False,False,False,False,False,False,49,False
1379.4285888671875,B309-HANDBALL-1,False,False,False,False,False,False,75,False
1612.7952728271484,X219-HANDBALL-2,False,False,False,False,False,False,44,False
980.626495361328,X157-HANDBALL-2,False,False,False,False,False,False,49,False
870.8538513183594,M199-HANDBALL-2,False,False,False,False,False,False,34,False
29378.32373046875,Q005-ZN05-FOOTBALL-2,False,False,False,False,False,False,113,False
1187.8900299072266,Q319-HANDBALL-2,False,False,False,False,False,False,112,False
1215.9979553222656,B210A-HANDBALL-1,False,False,False,False,False,False,72,False
884.1041564941406,B019-BOCCE-1,False,False,False,False,False,False,76,False
1168.8814392089844,Q457-HANDBALL-1,False,False,False,False,False,False,109,False
