violationid,novdescription,longitude,approveddate,newcertifybydate,bbl,boroid,buildingid,story,apartment,currentstatusdate
10296983,"§ 27-2047 ADM CODE PROVIDE AND MAINTAIN APPROVED MAIL RECEPTACLES AND DIRECTORIES FOR THE PERSONS RESIDING IN THE DWELLING AS PROVIDED IN THE U.S. POSTAL REGULATIONS., 1st STORY",-73.894768,2014-07-08T00:00:00.000,,3038210051.0,3,369279,1,,2015-05-06T00:00:00.000
10781375,"§ 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYS HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL, 1st STORY",-73.984684,2015-07-14T00:00:00.000,,1004350019.0,1,27824,1,,2015-07-15T00:00:00.000
10477592,§ 27-2005 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF OFFENSIVE ODORS EMANATING FROM THE FIRST FLOOR APT1FL INTO THE.AREA. AT PUBLIC HALL,-73.807817,2014-12-16T00:00:00.000,,4100440031.0,4,821542,0,,2014-12-17T00:00:00.000
10247269,"§ 300 M/D LAW FILE PLANS AND APPLICATION AND LEGALIZE THE FOLLOWING ALTERATION OR RESTORE TO THE LEGAL CONDITION EXISTING PRIOR TO THE MAKING OF SAID ALTERATION SUSPENDED CEILING IN THE ENTIRE APARTMENT LOCATED AT APT 3F, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''864''",-73.857232,2014-05-21T00:00:00.000,,2046790073.0,2,69315,3,3F,2014-09-12T00:00:00.000
10031492,"§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE 1st ROOM FROM NORTH LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",-73.953738,2013-11-10T00:00:00.000,,1014510030.0,1,196,3,3B,2014-12-17T00:00:00.000
10003615,"§ 27-2026 ADM CODE REPAIR THE FLUSHING APPARATUS AND MAINTAIN SAME SO AS TO FLUSH EFFECTIVELY THE WATER CLOSET .... IN THE BATHROOM LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",-73.9068,2013-10-16T00:00:00.000,,2027910005.0,2,96768,2,2B,2014-01-08T00:00:00.000
10113752,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC WALL TILES AT EAST AND SOUTH WALLS IN THE 2nd BATHROOM FROM EAST LOCATED AT APT 1GH, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.917891,2014-01-29T00:00:00.000,,2028770516.0,2,122162,1,1GH,2014-05-30T00:00:00.000
14807318,§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE METAL CORNICE AT EAST EXTERIOR WALL AT BUILDING FRONT.,-73.883393,2022-01-28T00:00:00.000,,2031050057.0,2,59950,0,,2023-06-08T00:00:00.000
10067025,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE WINDOW FRAME IN THE 3rd BEDROOM FROM EAST AT NORTH LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",-73.909725,2013-12-16T00:00:00.000,,4013230006.0,4,443649,3,6,2014-06-11T00:00:00.000
10037692,"§ 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE AIR VENT AT RADIATOR IN THE 3rd ROOM FROM EAST LOCATED AT APT C9, 3rd STORY, 3rd APARTMENT FROM SOUTH AT WEST",-73.998498,2013-11-15T00:00:00.000,,3064110048.0,3,145453,3,C9,2014-06-19T00:00:00.000
10286405,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE SLOPING WOOD FLOOR IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 11, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST",-73.891,2014-06-25T00:00:00.000,,2032750046.0,2,60797,3,11,2015-05-04T00:00:00.000
10403097,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC FLOOR TILES IN THE BATHROOM LOCATED AT APT C17A, 17th STORY, 3rd APARTMENT FROM SOUTH AT WEST",-73.955991,2014-10-02T00:00:00.000,,1020019005.0,1,929106,17,C17A,2015-01-08T00:00:00.000
10026220,"§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT THE WALLS AND CEILING IN THE 4th ROOM FROM EAST LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ''1427'', AT NORTH",-73.914731,2013-11-08T00:00:00.000,,2028430085.0,2,125736,4,4D,2013-12-19T00:00:00.000
10259616,"§ 27-2026 ADM CODE REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS SINK IN THE KITCHEN LOCATED AT APT D32B, 32nd STORY, 4th APARTMENT FROM SOUTH AT WEST",-73.955485,2014-06-02T00:00:00.000,,1020019005.0,1,929108,32,D32B,2014-09-08T00:00:00.000
10008845,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE CLOSET ROTTED WOOD FLOOR AT SOUTH IN THE 1st ROOM FROM EAST LOCATED AT APT 2E, 2nd STORY, 4th APARTMENT FROM NORTH AT EAST",-73.955519,2013-10-21T00:00:00.000,,3050650021.0,3,221329,2,2E,2014-02-03T00:00:00.000
10259549,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE WINDOW BALANCE LOWER SASH IN THE 2nd ROOM FROM NORTH LOCATED AT APT D11J, 11th STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.955485,2014-05-30T00:00:00.000,,1020019005.0,1,929108,11,D11J,2015-01-18T00:00:00.000
10205889,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) EAST WALL, WEST WALL IN THE 1st ROOM FROM EAST LOCATED AT APT 2R, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.90978,2014-04-12T00:00:00.000,,3036120045.0,3,213522,2,2R,2024-11-04T00:00:00.000
10018663,"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 0; IN THE ENTIRE APARTMENT LOCATED AT APT 1H, 1st STORY, 2nd APARTMENT FROM WEST AT NORTH , SECTION AT NORTH",-73.957693,2013-10-26T00:00:00.000,,3050640092.0,3,324186,1,1H,2014-07-31T00:00:00.000
10596635,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",-73.740966,2015-02-27T00:00:00.000,,4111040083.0,4,605016,,,2015-04-03T00:00:00.000
10050694,"§ 27-2005 ADM CODE PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION , 1st RISER FROM NORTH AT EAST WALL IN THE 3rd ROOM FROM EAST AT NORTH LOCATED AT APT 2, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",-73.894768,2013-12-04T00:00:00.000,,3038210051.0,3,369279,1,2,2015-06-17T00:00:00.000
10062338,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE ROTTEN WOOD FLOOR NEAR EAST WALL IN THE KITCHEN LOCATED AT APT B, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",-73.895477,2013-12-13T00:00:00.000,,2033170043.0,2,806834,1,B,2014-01-06T00:00:00.000
10144547,"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 0; LOCATED AT APT D, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.91155,2014-02-21T00:00:00.000,,3015330048.0,3,314712,3,D,2024-11-12T00:00:00.000
10386310,"§ 27-2005 ADM CODE REFIT UPPER HINGE ON DOOR IN THE 2nd ROOM FROM EAST AT NORTH LOCATED AT APT 3E, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION AT EAST",-73.956732,2014-09-18T00:00:00.000,,3051860038.0,3,233514,3,3E,2015-02-20T00:00:00.000
11273004,"§ 27-2005 ADM CODE PROPERLY SECURE THE LOOSE 2 KNOBS ON THE FAUCET AT THE SINK IN THE KITCHEN LOCATED AT APT 3R, 3rd STORY, APARTMENT AT SOUTH",-73.86032,2016-06-15T00:00:00.000,,2046690071.0,2,823210,3,3R,2016-07-27T00:00:00.000
10140525,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE INTERCOME SYSTEM IN THE ENTIRE APARTMENT LOCATED AT APT 1R, 1st STORY",-73.926181,2014-02-18T00:00:00.000,,3016580009.0,3,317512,1,1R,2016-10-16T00:00:00.000
10031869,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR EAST WALL AND NORTH WALL IN THE KITCHEN LOCATED AT APT 4C, 4th STORY, 4th APARTMENT FROM WEST AT NORTH",-73.900158,2013-11-10T00:00:00.000,,2031570064.0,2,107771,4,4C,2014-03-03T00:00:00.000
10231341,"§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK THRU THE CEILING IN THE 2nd ROOM FROM EAST LOCATED AT APT 3, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.913771,2014-05-06T00:00:00.000,,2023760049.0,2,806986,4,3,2018-12-14T00:00:00.000
10090163,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING AT PUBLIC HALL, 1st STORY",-73.952457,2014-01-13T00:00:00.000,,1018220024.0,1,28108,1,,2014-05-13T00:00:00.000
10251812,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR , CEILING IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",-73.894768,2014-05-24T00:00:00.000,,3038210051.0,3,369279,3,6,2015-06-17T00:00:00.000
10318536,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR WALLS AND CEILING IN THE BATHROOM LOCATED AT APT 25F, 24th STORY, 3rd APARTMENT FROM NORTH AT EAST",-73.753179,2014-07-23T00:00:00.000,,4156380001.0,4,811186,24,25F,2014-12-23T00:00:00.000
10122940,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE DOOR OFF HINGES IN THE BATHROOM LOCATED AT APT 3F, 3rd STORY, APARTMENT AT WEST",-73.857232,2014-02-05T00:00:00.000,,2046790073.0,2,69315,3,3F,2015-09-09T00:00:00.000
10247268,"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 0; WG TO REPLACE = 0; WG TO REPAIR = 2; IN THE ENTIRE APARTMENT LOCATED AT APT 3F, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''864''",-73.857232,2014-05-21T00:00:00.000,,2046790073.0,2,69315,3,3F,2015-09-09T00:00:00.000
10278710,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE : DANGER OF FALLING PLASTER AT CEILING APPROXIMATELY 6 SQUARE FEET CEILING IN THE BATHROOM LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",-73.909725,2014-06-19T00:00:00.000,,4013230006.0,4,443649,3,6,2014-07-31T00:00:00.000
10121328,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE ERODED WOOD FLOOR IN THE PRIVATE HALLWAY LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.917891,2014-02-04T00:00:00.000,,2028770516.0,2,122162,3,3C,2015-12-02T00:00:00.000
10615638,"§ 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM .. AT PUBLIC HALL, 1st STORY",-73.894768,2015-03-05T00:00:00.000,,3038210051.0,3,369279,1,,2015-06-03T00:00:00.000
10409667,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE KITCHEN LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",-73.862405,2014-10-07T00:00:00.000,,2046640020.0,2,68367,1,1,2024-11-08T00:00:00.000
10347752,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) SOUTH WALL, WEST WALL, 1st WINDOW FRAME FROM WEST AT NORTH WALL IN THE KITCHEN LOCATED AT APT 16, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",-73.891,2014-08-16T00:00:00.000,2014-10-04T00:00:00.000,2032750046.0,2,60797,4,16,2014-10-06T00:00:00.000
10439731,"§ 27-2091(C) ADM CODE THE PROPERTY HAS BEEN ISSUED AN ORDER TO IDENTIFY AND ADDRESS UNDERLYING CONDITIONS AND VIOLATIONS RELATED TO THE ORDER. FAILURE TO COMPLY MAY RESULT IN EXTENSIVE REPAIR WORK TO CORRECT UNDERLYING CONDITIONS AND RELATED VIOLATIONS BY HPD. CHARGES FOR REPAIR WORK DONE PURSUANT TO THIS ORDER, IF NOT PAID, WILL BECOME TAX LIENS ON THE PROPERTY",-73.894768,2014-11-06T00:00:00.000,,3038210051.0,3,369279,,,2015-06-15T00:00:00.000
10337760,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR INOPERATIVE LOCATED AT APT 4A, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.879424,2014-08-08T00:00:00.000,,2031340033.0,2,66370,5,4A,2015-12-22T00:00:00.000
10147175,"§ 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT LOCATED AT APT 6, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",-73.909725,2014-02-23T00:00:00.000,,4013230006.0,4,443649,3,6,2015-10-21T00:00:00.000
10567506,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",-73.941517,2015-02-18T00:00:00.000,,3012090045.0,3,808657,,,2024-11-12T00:00:00.000
10200224,"§ 300 M/D LAW FILE PLANS AND APPLICATION AND LEGALIZE THE FOLLOWING ALTERATION OR RESTORE TO THE LEGAL CONDITION EXISTING PRIOR TO THE MAKING OF SAID ALTERATION SUSPENDED CEILING IN THE 2nd ROOM FROM EAST LOCATED AT APT D100, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.998655,2014-04-08T00:00:00.000,,3002580017.0,3,807987,3,D100,2015-08-25T00:00:00.000
10011638,"§ 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF ,WATER PRESENT IN CEILING LIGHT FIXTURE IN THE PRIVATE HALLWAY LOCATED AT APT 1A, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",-73.891485,2013-10-22T00:00:00.000,,2029760092.0,2,110036,1,1A,2014-09-11T00:00:00.000
10292042,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE WEST WALL IN THE KITCHEN LOCATED AT APT 4J, 3rd STORY, 7th APARTMENT FROM WEST AT NORTH",-73.949823,2014-06-30T00:00:00.000,,1020960017.0,1,27340,3,4J,2015-04-30T00:00:00.000
10133120,"§ 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. LOCATED AT APT D5C, 5th STORY, 1st APARTMENT FROM WEST AT NORTH",-73.955485,2014-02-12T00:00:00.000,,1020019005.0,1,929108,5,D5C,2014-05-19T00:00:00.000
10420325,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING IN THE BATHROOM LOCATED AT APT 27, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.952457,2014-10-20T00:00:00.000,,1018220024.0,1,28108,2,27,2015-01-02T00:00:00.000
10087300,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE MAIL BOXES AT LOBBY, 1st STORY",-74.008944,2014-01-07T00:00:00.000,,3007840050.0,3,154417,1,,2024-11-18T00:00:00.000
10021148,"§ 27-2005 ADM CODE REFIT THE DOOR IN THE ENTRANCE LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.842885,2013-10-30T00:00:00.000,,2047620089.0,2,74717,1,1F,2014-01-08T00:00:00.000
10200194,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING & ALL WALLS IN THE BATHROOM LOCATED AT APT D100, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.998655,2014-04-08T00:00:00.000,,3002580017.0,3,807987,3,D100,2014-08-04T00:00:00.000
10179556,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL TILES AT THE ENTIRE FLOOR IN THE KITCHEN LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",-73.940928,2014-03-20T00:00:00.000,,1021390204.0,1,21790,2,2C,2015-09-03T00:00:00.000
10251109,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF KEY OPERATED LOCK INSTALLED AT DOOR LEADING TO FIRE ESCAPE WINDOW IN THE 1st ROOM FROM NORTH LOCATED AT APT 3A, 2nd STORY, 3rd APARTMENT FROM SOUTH AT WEST",-73.907301,2014-05-21T00:00:00.000,,2032370145.0,2,108478,2,3A,2019-07-10T00:00:00.000
10482243,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). INOPERATIVE LOCATED AT APT 4C, 5th STORY, 2nd APARTMENT FROM NORTH AT EAST",-73.904652,2014-12-22T00:00:00.000,,2028910059.0,2,56981,5,4C,2018-01-17T00:00:00.000
10022490,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) WEST WALL IN THE KITCHEN LOCATED AT APT 3B, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH",-73.918059,2013-10-30T00:00:00.000,2013-12-17T00:00:00.000,2022670067.0,2,62966,4,3B,2025-10-23T00:00:00.000
10139414,"§ 27-2005 ADMIN. CODE: PROPERLY SECURE THE LOOSE CERAMIC WALL TILES TOP FLOOR BATHROOM OF DUPLEX, APT. LOCATED AT APT 1, 1st STORY",-73.927883,2014-02-17T00:00:00.000,,4008990023.0,4,403190,1,1,2014-02-18T00:00:00.000
10273822,"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 2; WG TO REPLACE = 0; WG TO REPAIR = 0; IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",-73.909725,2014-06-11T00:00:00.000,,4013230006.0,4,443649,3,6,2014-08-12T00:00:00.000
10061851,"§ 27-2005 ADMIN. CODE: PROPERLY REPAIR THE BROKEN OR DEFECTIVE CEILING LIGHT FIXTURE IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 2, 2nd STORY",-74.168149,2013-12-11T00:00:00.000,,5055990022.0,5,780751,2,2,2015-02-19T00:00:00.000
11189013,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 4N, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",-73.910555,2016-04-12T00:00:00.000,,2024260060.0,2,56833,4,4N,2023-07-06T00:00:00.000
10050693,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE PRIVATE HALLWAY LOCATED AT APT 2, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",-73.894768,2013-12-04T00:00:00.000,,3038210051.0,3,369279,1,2,2015-06-03T00:00:00.000
10293808,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st DOOR FRAME FROM EAST AT SOUTH WALL IN THE 2nd ROOM FROM NORTH LOCATED AT APT 4J, 3rd STORY, 7th APARTMENT FROM WEST AT NORTH",-73.949823,2014-06-30T00:00:00.000,2014-08-17T00:00:00.000,1020960017.0,1,27340,3,4J,2014-10-10T00:00:00.000
10179393,§ 27-2040 ADM CODE PROVIDE ADEQUATE LIGHTING AT OR NEAR THE OUTSIDE OF THE FRONT ENTRANCEWAY OF THE BUILDING AND KEEP SAME BURNING FROM SUNSET EVERY DAY TO SUNRISE ON THE DAY FOLLOWING 200 WATTS MINIMUM REQUIRED (LIGHT FIXTURES PRESENT),-73.904652,2014-03-20T00:00:00.000,,2028910059.0,2,56981,0,,2014-07-07T00:00:00.000
13100757,"§ 27-2045 ADM CODE POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX AT VESTIBULE, AT PUBLIC HALL, 1st STORY",-73.86819,2019-06-04T00:00:00.000,,2046230049.0,2,100388,1,,2024-04-12T00:00:00.000
10154286,"§ 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT LOCATED AT APT 32, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST",-73.914238,2014-02-27T00:00:00.000,,2024330054.0,2,78266,3,32,2014-10-30T00:00:00.000
10025195,"§ 27-2040 ADM CODE PROVIDE ADEQUATE LIGHTING AT OR NEAR THE OUTSIDE OF THE FRONT ENTRANCEWAY OF THE BUILDING AND KEEP SAME BURNING FROM SUNSET EVERY DAY TO SUNRISE ON THE DAY FOLLOWING 300 WATTS AT FRONT OF BUILDING ENTRANCE DOOR , 1st STORY",-73.955991,2013-11-04T00:00:00.000,,1020019005.0,1,929104,1,,2014-05-20T00:00:00.000
10056162,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st RADIATOR FROM EAST AT SOUTH WALL, 1st RISER FROM EAST AT SOUTH WALL, SOUTH WALL IN THE 3rd ROOM FROM EAST AT NORTH LOCATED AT APT 1A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.904652,2013-12-05T00:00:00.000,,2028910059.0,2,56981,2,1A,2014-01-16T00:00:00.000
10360416,"§ 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE METAL LINTELS OVER WINDOWS (TOTAL 9) AT SOUTH FACADE, 2ND STORY , 2nd STORY",-73.894768,2014-08-28T00:00:00.000,,3038210051.0,3,369279,2,,2015-05-06T00:00:00.000
10258675,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT LA, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",-74.082539,2014-05-29T00:00:00.000,,5029220150.0,5,769127,1,LA,2024-12-06T00:00:00.000
10118577,"§ 27-2005 ADM CODE PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION THE 1st RISER FROM SOUTH AT WEST WALL IN THE 4th ROOM FROM EAST AT SOUTH LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.904652,2014-02-03T00:00:00.000,,2028910059.0,2,56981,3,3B,2014-05-29T00:00:00.000
10286402,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE ERRODED WOOD FLOOR IN THE FOYER LOCATED AT APT 11, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST",-73.891,2014-06-25T00:00:00.000,,2032750046.0,2,60797,3,11,2015-03-02T00:00:00.000
10192641,"§ 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM ... AT PUBLIC HALL, 1st STORY",-73.884848,2014-04-01T00:00:00.000,,2031030026.0,2,49163,1,,2014-05-15T00:00:00.000
