objectid,globalid,location,zipcode,srpriority,geometry,bin,srsource,congressional,complainttype
25003906,997D1CC1-B3CE-404E-BF34-312E16FFC311,"{'type': 'Point', 'coordinates': [-73.88653132137343, 40.65832405329791]}",,Routine,POINT(-73.88653132137343 40.65832405329791),,AMPS,,
5480361,2EF512A3-BEA3-4D19-BC74-FD20CD750984,"{'type': 'Point', 'coordinates': [-73.90027007635905, 40.75894914968879]}",,Routine,POINT(-73.90027007635905 40.75894914968879),,Park Inspection Program,,
713732,738D14A4-ABD1-4C24-968D-30F739D196F2,"{'type': 'Point', 'coordinates': [-73.8918725422689, 40.822502711037664]}",10459.0,ASAP,POINT(-73.8918725422689 40.822502711037664),2005784.0,DPR,15.0,
26031494,A94E8614-D027-40CC-9825-38BCE524B51E,"{'type': 'Point', 'coordinates': [-73.77929536874409, 40.736567896308124]}",,Routine,POINT(-73.77929536874409 40.736567896308124),,AMPS,,
25293518,B262FFFD-C5CE-4170-A474-677C8D5BA552,"{'type': 'Point', 'coordinates': [-73.85857418967592, 40.86236660726069]}",,Routine,POINT(-73.85857418967592 40.86236660726069),,AMPS,,
17814757,7F067F6D-A207-4C19-8F8A-3A0335289E86,"{'type': 'Point', 'coordinates': [-73.9416613055942, 40.66278791247213]}",,ASAP,POINT(-73.9416613055942 40.66278791247213),,Correspondence,,
17381952,6BE8C187-CEE6-4B87-B2AC-5D7B346E890E,"{'type': 'Point', 'coordinates': [-73.91945357972295, 40.86887804975791]}",,Routine,POINT(-73.91945357972295 40.86887804975791),,AMPS,,
24780019,B1A6F0F8-F3A6-472E-8E40-4BA8F1CA7E0B,"{'type': 'Point', 'coordinates': [-73.8353940522039, 40.785479035252344]}",,Routine,POINT(-73.8353940522039 40.785479035252344),,AMPS,,
25472867,4BF25135-1479-4F07-A11C-2681E9332A6C,"{'type': 'Point', 'coordinates': [-73.84650361657563, 40.78536765787235]}",,Routine,POINT(-73.84650361657563 40.78536765787235),,AMPS,,
2700361,65364A01-3066-4BB2-8719-3CA16FA6FC72,"{'type': 'Point', 'coordinates': [-73.87922791046361, 40.84367384354254]}",,Routine,POINT(-73.87922791046361 40.84367384354254),,Department of Parks and Recreation - Public Web Site,,New Tree Request
5475963,986D88BA-36C8-4E26-B291-5621745CE9D7,"{'type': 'Point', 'coordinates': [-73.92722885647999, 40.86793472646076]}",,Routine,POINT(-73.92722885647999 40.86793472646076),,Park Inspection Program,,
16635046,0D7E7C5A-B112-451E-A529-36D6306B65A5,"{'type': 'Point', 'coordinates': [-74.00458081732961, 40.648021631506516]}",,Routine,POINT(-74.00458081732961 40.648021631506516),,AMPS,,
21774230,B29C564F-2E77-4EF3-8381-099AB93F7DC2,"{'type': 'Point', 'coordinates': [-73.95813237673653, 40.62061639258458]}",,Routine,POINT(-73.95813237673653 40.62061639258458),,AMPS,,
