latitude,longitude,state,primary_architect_last,primary_architect_first,secondary_artist_middle,secondary_artist_last,date_created,date_dedicated_approximation,secondary_architect_middle,primary_artist_middle,inscription,date_dedicated
40.700203,-73.906612,NY,,,,,1920,N,,,"Base: MEN OF RIDGEWOOD --- ""AND THEY EARNED ETERNITY IN A BRIEF SPACE OF TIME"" / 

Army bas-relief: ""I AM SUMMONED BY MY COUNTRY WHOSE VOICE / I CAN NEVER HEAR BUT WITH VENERATION AND LOVE."" / 

Air Force bas-relief: THEY UPHELD AMERICA'S CAUSE AND THE / HALLOWED MEMORY ABIDES WITH US. /

Navy bas-relief: FOR FREEDOM OF THE SEAS AND IN DEFENCE / OF OUR RIGHTS THEY SERVED US WELL /

Honor Roll 1: AMMON TOBIAS J / BADER JOHN / BENDRICK BERNARD / BRESS FREDERICK H. / BOHN GEORGE J. / BRIGGEMAN FRANK J. / BRUNKHARDT JOHN W. / BRAUNWORTH CHARLES / BRINDISI CONSTANTINE / BANSCHER WILLIAM / BRENNEIS GEORGE JR. / BARIS ALEXANDER D. / BOULTON CHARLES W. / BEDELL SAMUEL H. / BLUMMERT GUSTAVE / CASEY JOHN P. JR. / CAVANAUGH ANDREW R. / DAUB JOHN / DRENNAN THOMAS F. / DOUTY HARRY C. / DOLAN JOHN J. / DANNHARDT PETER / EBERT LOUIS T. / ERNST OTTO J. / EICHSTAEDT ALBERT / EAGAN JAMES J. / EPP STEPHEN / FORD DENNIS J. / FLECK CARL W. / FREY JOHN W. / GUNTHNER CHARLES / GOLLHARDT HENRY J. / GEYER JOHN / GREEN ELMER J. / GARITY JOSEPH B. JR. / GAYNOR FRANK / GRABOW WILLIAM / 

Honor Roll 2: HAILE JOHN J. / HEGEL AUGUST / HEEG FRANK / HALL JOSEPH A. / HECK ANTHONY / HANEL ROBERT W. / HOBERG EDWARD W. / HERMANN DOMINIC H. / KIEDAISCH HERMAN / KAUFMAN FRANK E. / KEIHN FREDERICK W. / KENNEDY JOSEPH F. / KUNZERT CHARLES G. / KIENINGER OTTO J. / LANDAU EDWARD H. / LACHER CHARLES W. / LAUER GEORGE P. / LEHLE CONRAD / LOUGHRAN FRANCIS M. / LAFFERY JOHN N. / LIVINGSTON PABOR / LEHMAN HENRY / LOEDER WILLIAM / MADDEN ARTHUR / MEILER WILLIAM / MOORE ARTHUR R. / MONEYPENNY JOHN / MAGENHEIMER FREDERICK / MORE EDWARD T. / MILLER CHAS. J. / MANN BERNARD / NEVITT ERNEST / OEHLER MAX S. / OHLHAUSEN GEORGE N. / OFFENBUGER WILLIAM / OSWALD JULIUS / PROKOP FRANK C. /

Honor Roll 3: REISCHMANN HENRY V. / ROSALINO FREDERICK C. / REUSS FRANK / RANNACHER WILLIAM / ROBBINS ARCHIE / RUDOLPH ALOYSIUS I. / REICHERT CHAS. P. / SCHEIBEL PETER J. / SCHWAB ADOLPH / STIEHLER OSCAR / STEIN FRED / STIEFLEIN MICHAEL / SIMENDINGER ALBERT / SCHOENTHALER LOUIS F. / STARK FRED W. / SELWIN RICHARD R. / STUMPF HENRY / SCHWAB FREDERICK G. / SCHULTZ WILLIAM / SOBECK THOMAS / STECKEL HENRY E. / TRENKA JOSEPH J. / TAYLOR THATCHER / UNFUR WILLIAM / VAJDA HENRY J. / WENGART PETER / WILLIAMS JOHN / WALLACE JOHN J. / WEINRICH ALBERT / WOLF JOSEPH J. JR. / WUNDERSEE WILLIAM N. / WENZ JOSEPH / WALSH JOSEPH C. / WRIGHT WILLIAM J. / ZIEGLER ANDREW A. / ZAPKE WILLIAM /",1920
40.726406,-147.986739,NY,,,,,2008,N,,,,2008
40.770752,-73.972382,NY,,,,,2020,N,,,"FRONT: SOJOURNER TRUTH / SUSAN B. ANTHONY / ELIZABETH CADY STANTON // WOMEN'S RIGHTS PIONEERS

BACK: DONATED BY MONUMENTAL WOMEN TO / THE CITY OF NEW YORK TO HONOR WOMEN'S HISTORY.// DEDICATED ON AUGUST 26, 2020. / THE 100TH ANNIVERSARY OF THE RATIFICATION OF / THE 19TH 'VOTES FOR WOMEN' AMENDMENT TO / THE UNITED STATES CONSTITUTION.",2020
40.697612,-73.977638,NY,,,,,1996,N,,,"COMMODORE JOHN BARRY / FATHER OF THE AMERICAN NAVY / BORN Co. WEXFORD, IRELAND MARCH 15, 1745 / DIED PHILADELPHIA, PA. SEPTEMBER 13, 1803 / TO MARK THE 250TH ANNIVERSARY / OF HIS BIRTH MARCH 15, 1995 / GIFT OF THE COMMODORE BARRY CLUB OF BROOKLYN /",1996
40.846581,-73.786581,NY,,,,,,,,,IN HONOR OF THE / BOYS OF CITY ISLAND / WHO SERVED IN THE WORLD WAR / [104 names] / AND IN MEMORY OF / LEONARD H. HAWKINS / WHO GAVE HIS LIFE FOR HIS COUNTRY / THIS TABLET DEDICATED BY THE PEOPLE / OF CITY ISLAND AND ERECTED BY THE / WOMEN'S AUXILIARY OF LEONARD H. HAWKINS / POST NO. 156 OF THE AMERICAN LEGION,
40.666387,-73.967262,NY,,,,,1929,N,,,"HISTORIC MARKER OF BATTLE PASS / AT THIS POINT THE OLD PORTE ROAD OR VALLEY GROVE ROAD / INTERSECTED THE LINE OF HILLS SEPARATING FLATBUSH FROM / BROOKLYN AND GOWANUS. IN THE BATTLE OF LONG ISLAND, AUGUST 27, 1776, THIS PASS WAS BARRICADED IN FRONT BY DONGAN OAK / AND OTHER OBSTRUCTIONS. IT WAS PROTECTED BY ARTILLERY ON / REDOUT HILL JUST TO THE EAST. HERE THE AMERICAN FORCES / STOOD THEIR GROUND AGAINST THE HESSIANS COMING FROM THE / SOUTH TILL FLANKED FROM THE RIVER BY A BODY OF BRITISH TROOPS. / GENERAL SULLIVAN WAS CAPTURED, BUT MOST OF HIS TROOPS / RETREATED ACROSS WHAT IS NOW THE LONG MEADOW, JOINING / THE MARYLAND AND OTHER TROOPS FOR THE FINAL RESISTANCE / NEAR THE OLD STONE HOUSE OF GOWANUS. /",1929; 1991
40.768219,-73.980952,NY,,,,,1935,N,,,"IN MEMORY OF / RT. REV. MSGR. JOHN P. CHIDWICK / CHAPLAIN IN CHIEF / UNITED SPANISH WAR VETERANS / CHAPLAIN, UNITED STATES NAVY, / IN SERVICE ON THE / BATTLESHIP MAINE / AT THE TIME OF HER DESTRUCTION. / DEDICATED BY / THE UNITED SPANISH WAR VETERANS / SEPTEMBER 15, 1935",1935
40.704406,-73.808802,NY,,,,McGowin,2002,N,,,,2002
40.726587,-73.982905,NY,Embury II,Aymar,,,1942,N,,,"IN MEMORY OF / GENERAL MILAN R. STEFANIK / ASTRONOMER - SOLIDER / CZECHO-SLOVAK PATRIOT / BORN JULY 31, 1880 / DIED MAY 4, 1919 / DEDICATED BY / SLOVAK WELFARE CLUB (TATRA) / MAY 3, 1942 /",1942
40.810532,-73.927718,NY,Davis,Albert,,,1919,N,,,TO THE BRAVE MEN / OF BRONX BOROUGH / WHO GAVE THEIR LIVES / FOR THEIR COUNTRY / IN THE WAR WITH SPAIN / THIS MEMORIAL / IS DEDICATED / A.D. 1919 / Plaque: IN MEMORIAM / U.S.S MAINE / DESTROYED IN HAVANA HARBOR / FEBRUARY 15TH 1898 / THIS TABLET IS CAST FROM METAL RECOVERED FROM THE U.S.S. MAINE,1919
40.582500,40.582500,NY,Vellonakis,George,,,1997,N,,,"1) ENCIRCLING CROWN: ""['REMEMBER' IN ENGLISH AND HEBREW?]""

2A) TOP TIER OF BASE, COUNTERCLOCKWISE: ""POLAND [...]""

2B) MIDDLE TIER OF BASE, COUNTERCLOCKWISE: ""GERMANY [...] HUNGARY""

2C) BOTTOM TIER OF BASE, COUNTERCLOCKWISE: "" AUSTRIA [...] DENMARK [...]""

3) HORIZONTAL MARKER: ""[...]""

4) VERTICAL MARKERS: ""[...]""",1997
40.796909,-73.949346,NY,,,,,1997,N,,,"EDWARD KENNEDY “DUKE” ELLINGTON/
1899-1974/
ORCHESTRA LEADER, PIANIST, COMPOSER/
A GIFT TO THE CITY OF NEW YORK/
FROM/
BOBBY SHORT, FOUNDER/
THE DUKE ELLINGTON MEMORIAL FUND/
AND THOUSANDS OF/
ELLINGTON FANS AROUND THE WORLD/
DEDICATED JULY 1, 1997",1997
40.666780,-73.967513,NY,,,,,1987,N,,,"LINE OF DEFENSE / AUGUST 27, 1776 / BATTLE OF LONG ISLAND / 175 FEET SOUTH ------ / SITE OF VALLEY GROVE HOUSE / -------150 FEET NORTH",1987
40.852375,-73.938015,NY,,,,,1996,N,,,"IN MEMORIAM / ON MARCH 27, 1945 / PRIVATE FIRST CLASS EMILIO BARBOSA WAS KILLED IN ACTION / ABOARD THE USS NEVADA BB-36 WHEN HIS 20MM TURRET / AS STRUCK BY A JAPANESE KAMIKAZE AT OKINAWA SHIMA. / --- / THIS VETERAN OF D-DAY IN EUROPE WAS POSTHUMOUSLY AWARDED / THE BRONZE STAR WITH COMBAT ""V"" FOR HEROIC SERVICE / DURING THE ATTACK. / --- / A NATIVE OF NICARAGUA, PFC BARBOSA GREW UP ON PINEHURST AVENUE / IN WASHINGTON HEIGHTS AND ATTENDED LOCAL PUBLIC SCHOOLS. / HE ENLISTED IN THE MARINE CORPS AT THE AGE OF SEVENTEEN. / --- / THIS PLAQUE, ERECTED IN 1996, HONORS HIS VALOR AND DUTY / TO COUNTRY ALONG WITH THE OTHER MARINES WHO SACRIFICED / THEIR LIVES SO THAT WE MAY LIVE IN FREEDOM. / --- / PFC EMILIO BARBOSA / 1926-1945 / UNITED STATES MARINES CORPS",1996
40.620460,-73.936745,NY,,,,,1968,N,,,DEDICATED IN / MEMORY OF / THOSE WHO GAVE / THEIR LIVES /IN VIETNAM. / --- / ERECTED BY / TEEN ACTIVITY CENTER / OF KINGS / 1968,1968
40.759314,-73.957737,NY,,,,,1995,N,,,,1995
40.827924,-73.949403,NY,,,,,1909,N,,,THIS STONE / MARKS THE POSITION OF / THE FIRST LINE OF DEFENCE / CONSTRUCTED ACROSS / THESE HEIGHTS AND / BRAVELY DEFENDED BY / THE AMERICAN ARMY / 1776 / ERECTED BY / THE WASHINGTON HEIGHTS CHAPTER / DAUGHTERS OF / THE AMERICAN REVOLUTION / SEPTEMBER 29 1909 [D.A.R. seal at right],1909
40.614861,-74.068583,NY,,,,,1936,N,,,IN MEMORY OF / REINHARD E. KALTENMEIER / ALDERMAN SHERIFF/ THIS PLAYGROUND IS DEDICATED / 1936 /,1936
40.75901443,-73.99149944,NY,,,,,1974,N,,,"WE DEDICATE THIS PLAQUE WITH GREAT HONOR TO THE REMEMBRANCE OF
MONSIGNOR JOSEPH A. MCCAFFREY. / ""WE LOVE YOU JOE"" / FROM HIS
FAITHFUL PARISHONERS, ADMIRERS AND FRIENDS / 1973",1974
40.824785,-73.936233,NY,,,,,1971,N,,W.,"FREDERICK JOHNSON PARK / DEDICATED TO / THE MEMORY OF / FREDERICK JOHNSON / TENNIS PLAYER COACH / AND CITIZEN OF THE / HARLEM COMMUNITY / A TESTAMENT TO HIS / COMMITMENT IS HIS / FOREMOST PUPIL MISS ALTHEA GIBSON / UNITED STATES AND WIMBLEDON TENNIS / CHAMPION /(SIGNATURE): FREDERICK JOHNSON / JAN. 9, 1891N.Y. / MAY 15, 1963 N.Y. Back:  FREDERICK JOHNSON PARK / COMMITTEE / VICTOR A. COLLYMORE/ THEODOSIA G. MAPLES / RUOBERT W. PUGH / DEDICATED OCTOBER 23, 197",1971
40.801668,-73.968261,NY,Tracy,Evarts,,,1915,N,,,"Bench inscription:
IN MEMORY OF ISIDOR AND IDA STRAUS / WHO WERE LOST AT SEA IN THE TITANIC DISASTER APRIL 15, 1912 / LOVELY AND PLEASANT WERE THEY IN THEIR LIVES AND IN / THEIR DEATH THEY WERE NOT DIVIDED. / II SAMUEL I-23 /

Bronze plaque:
ERECTED / BY VOLUNTARY CONTRIBUTIONS / FROM MANY FELLOW CITIZENS / AND ACCEPTED FOR THE / CITY OF NEW YORK BY / MAYOR / JOHN PURROY MITCHEL / AND / CABOT WARD / COMMISSIONER OF PARKS / A.D. MCMXV /",1915
40.773052,-73.962479,NY,,,,,1965,N,,,THIS FORTY FLOWERING CHERRY TREES / IN THE MALLS BETWEEN 75TH AND 96TH STREETS / A GIFT OF THE / ALBERT & MARY LASKER FOUNDATION / WERE PLANTED IN MEMORY OF / SUSAN E. WAGNER / BELOVED FIRST LADY OF THE CITY OF NEW YORK / NOVEMBER 1964,1965
40.829889,-73.850333,NY,,,,,1924,N,,I.,THIS MONUMENT IS ERECTED / AS A TOKEN OF ESTEEM TO THE / MEN AND WOMEN OF UNIONPORT / WHO SO NOBLY RESPONDED TO / THEIR COUNTRY'S CALL IN THE / WORLD WAR OF / 1914-1918. / TO MAKE THE WORLD SAFE FOR / DEMOCRACY AND WHO THROUGH / GOD'S MERCY WERE SAFELY / RETURNED TO US / IT IS ESPECIALLY DEDICATED TO THE / MEMORY OF THOSE WHO GAVE / THEIR LIVES FOR THIS GREAT CAUSE. / WILLIAM A AGNEW / EDWARD BOERA / JOSEPH J. DALY / GEORGE P. ESSENWANGER / HARRY HOFFMEISTER / CHARLES C. JABURECK / WILLIAM LEMMON / CHARLES A. LINDBLOM / JOHN C. NEWMAN / WILLIAM S. REARDON / GEORGE J. SCHNEIDER / WALTER SOFFEL / THAT THEIR NAMES MAY LIVE / WITH THEIR VALOR.,1924
"40.768965,",-73.976565,NY,,,,,1936,N,,,Left gate: HECKSCHER PLAYGROUND / OPENED 1924 / IMPROVED 1936 Right gate: A GIFT TO / THE CHILDREN OF / NEW YORK CITY / BY / AUGUST HECKSCHER,1936
40.819944,-73.960250,NY,,,,,2008,N,,,,2009
40.610473,-73.818820,NY,Love,Charles,,,,,,,IN MEMORY OF / DECEASED VETERANS OF / BROAD CHANNEL / V.F.W. #260 /,
40.770678,-73.972133,NY,,,,,1876,N,,Wilson Alexander,WILSON McDONALD / SCULPTOR / 1876 / FITZ GREENE HALLECK,1877
40.735215,-74.001728,NY,,,,,1944,N,,,"BRAVE MEN AND WORTH / PATRIOTS DEAR TO / GOD AND
FAMOUS / TO ALL AGES / ERECTED BY THE RESIDENTS / OF THE VICINITY AND THE / DR. GEORGE A. HAYUNGA / MARITIME POST 1069 AMERICAN / LEGION TO HONORTHOSE SERVING / FOR GOD AND COUNTRY / WITH THE U.S. FORCES / WORLD
WAR II",1944
40.575046,-73.968852,NY,,,,,1925,N,,,"DEDICATED/TO THE MEMORY OF /
PRIVATE/ WM. J. HENNESSY/
CO. A 4TH INFANTRY 3D DIV. 1917/ 
KILLED IN ACTION/OCTOBER 9, 1918/ 
WORLD WAR/ 
1917 1918/
ERECTED BY WM. J. HENNESSY POST 1918/
VETERANS OF FOREIGN WARS",1925
40.772967,-73.971797,NY,,,,Baerer,1884,N,,,"Front: BEETHOVEN 

Rear: ERECTED / AND / PRESENTED / TO THE / CITY OF NEW YORK / BY THE / BEETHOVEN MAENNER CHOR / ON THEIR / 25TH ANNIVERSARY / JULY 22ND 1884. /",1884
40.767221,-73.971675,NY,Embury II,Aymar,,,1935,N,,,Signed: E. SIEBERN,1935
40.72673269,-73.981517,NY,Embury II,Aymar,,,1942,N,,,IN MEMORY OF OUR / DEPARTED COMRADES / EAST SIDE POST - 868 - A - L / PRESENTED BY / THE UKRAINIAN / PRODUCTION UNIT / OF THE NEW YORK / CHAPTER / A.D. 1942 / AMERICAN RED CROSS,1942
40.839942,-73.898056,NY,Embury II,Aymar,,,1936,N,,George Richard,,1936
40.665696,-73.964481,NY,Embury II,Aymar,,,1935,N,,Hunt,,1935
40.658596,-73.964108,NY,,,,,1914,N,,,"Pedestal: GRIEG /---/ 1914 / 

Plaque: PRESENTED TO THE BOROUGH OF / BROOKLYN / BY THE NORWEGIAN SOCIETIES / 1914 /",1914
40.866116,-73.868735,NY,,,,,1934,N,,,THIS PLAYGROUND / IS DEDICATED TO THE MEMORY OF / LOUIS ZIMMERMAN / CORPORAL; / HEADQUARTERS COMPANY; / 305TH INFANTRY; 77TH DIVISION; / KILLED IN ACTION ON NOVEMBER 5TH; 1918 / IN THE ARGONNE - MEUSE OFFENSIVE / THIS SITE WAS PURCHASED AND / DEVELOPED WITH FUNDS CONTRIBUTED BY / RESIDENTS OF THE CITY OF NEW YORK.,1934
40.768033,-73.971081,NY,Embury II,Aymar,,,1935,N,,George Richard,Signed: F.G.R. ROTH,1935
40.704450,-74.016200,NY,,,,,1960,N,,,"IN HONOR OF / PETER CAESAR ALBERTI / FIRST ITALIAN TO ARRIVE IN NEW AMSTERDAM / JUNE 2, 1635 / --- / ALBERTI, A NATIVE OF VENICE, SETTLED NEAR / THE WALL STREET AREA OF MANHATTAN AND LATER / IN THE FORT GREENE SECTION OF BROOKLYN. / PRESENTED BY / THE ITALIAN HISTORICAL SOCIETY OF AMERICA / THE COLUMBUS CITIZENS FOUNDATION / THE CITY OF VENICE / THE ORIGINAL MARKER WAS PLACED IN THE BATTERY / JUNE 2, 1958 AS PART OF THE COMMEMORATION / OF NEW YORK STATE’S “YEAR OF HISTORY” /",1960; 1985
40.811335,-73.954325,NY,,,,,1976,N,,Howard,HARLEM HYBRID / R. HUNT 1976 / P.S. H.H. B.M.,1976
40.862485,-73.858314,NY,,,,,1981,N,,,"DEDICATED TO THE MEMORY OF / PHILIP MAZZEI / DIPLOMAT AND WRITER WHOSE WORDS / ""ALL MEN ARE CREATED EQUAL"" / WERE INTEGRATED INTO THE / DECLARATION OF INDEPENDENCE. / COLUMBUS ESCA ALLIANCE INC. / BRONX COUNTY / MAY 1981",1981
40.703778,-74.017333,NY,,,,,1982,N,,,"Large boulder (south):DEDICATED IN THE YEAR 1982 / TO THE PEOPLE OF THE UNITED STATES OF AMERICA / BY WAR VETERANS OF / THE NORWEGIAN MERCHANT MARINE / AND THE ROYAL NORWEGIAN NAVY / IN MEMORY OF HELP AND HOSPITALITY / SHOWN DURING OUR MUTUAL STRUGGLE / FOR FREEDOM AND PEACE / IN WORLD WAR II / 

Large boulder (north): 
THESE BOULDERS WERE BROUGHT HERE / FROM THE COAST OF NORWAY / -- WHERE FORCES OF NATURE HAVE WORN / AND SHAPED THEM FOR THOUSANDS OF YEARS / 

Granite marker: 
IN WORLD WAR II 1100 / NORWEGIAN SHIPS SERVED THE / ALLIED CAUSE BY HAULING SUPPLIES / BETWEEN U.S. PORTS AND THE WAR / THEATERS ABROAD. / A SIZEABLE PART OF THE ALLIED / FORCES WERE SUPPLIED BY SHIPS / FLYING THE NORWEGIAN FLAG. / MORE THAN 30,000 SAILORS / AND NAVAL GUNNERS MANNED THE SHIPS. / MANY OF THEM LOOKED TO / NEW YORK, THE PRINCIPAL PORT OF / CALL, AS THEIR HOME PORT DURING / THE WAR. / THE LOSSES WERE HEAVY / 570 SHIPS AND 4000 SAILORS. /",1982
40.759066,-73.984992,NY,,,,,1937,N,,,"Front: FATHER DUFFY Back: LIEUTENANT COLONEL / FRANCES P. DUFFY / MAY 2, 1871 - JUNE 26, 1932 / CATHOLIC PRIEST / CHAPLIN / 165TH U.S. INFANTRY / OLD 69TH N.Y. / A LIFE OF SERVICE / FOR GOD AND COUNTRY / SPANISH AMERICAN WAR / NEW YORK NATIONAL GUARD / MEXICAN BORDER / WORLD WAR / DISTINGUISHED SERVICE CROSS / DISTINGUISHED SERVICE MEDAL / CONSPICUOUS SERVICE CROSS / LEGION D'HONNEUR / CROIX DE GUERRE",1937
40.726733,-73.981516,NY,Embury II,Aymar,,,1945,N,,,IN MEMORY OF OUR / DEPARTED COMRADES / EAST SIDE POST - 868 - A - L / PRESENTED BY / THE UKRAINIAN / PRODUCTION UNIT / OF THE NEW YORK / CHAPTER A.D. 1942 / AMERICAN RED CROSS/,1945
40.797913,-73.974424,NY,Hastings,Thomas,,,1919,N,,,TO THE MEMORY OF / JOHN MERVEN CARRÉRE / 1858 --- 1911,1919
40.712390,-73.987703,NY,,,,,1934,N,,,"FIORELLO LA GUARDIA / 1882-1947 / STATESMAN / HUMANITARIAN / AVIATOR / MAYOR OF / THE CITY OF NEW YORK / 1934-1945 / I HAVE FOUGHT A GOOD FIGHT / I HAVE FINISHED MY COURSE / I HAVE KEPT THE FAITH / *** II TIMOTH IV. 7 / THIS MEMORIAL / ERECTED BY / THE LA GUARDIA/
MEMORIAL ASSOCIATION / 1957",1957
40.630653,-74.091548,NY,,,,,1926,N,,,1776 --- 1926 / ERECTED ON THE 150 ANNIVERSARY / OF THE AMERICAN REVOLUTION / BY THE / POLISH AMERICAN CITIZENS / OF RICHMOND CO. N.Y. / TO THE MEMORY OF / GENERAL TADEUS KOSCIUSZKO / AND / GENERAL KAZIMIERZ PULASKI / AS A TOKEN OF THEIR LOYALTY TO / THE CAUSE OF THE AMERICAN COLONISTS /,1926
40.670896,-73.912528,NY,Diaz,Kaplan,,,1997,N,,,,1997
40.771940,-73.973265,NY,,,,,1970,N,,,"EVEN DURING PERIODS OF / HARSH CONFLICT AND CONFRONTATION, / THE DELICATE BEAUTY AND FRAGRANCE / OF THE LILAC HAVE BEEN FAITHFUL/ANNUAL REMINDERS OF LOVELIER / ASPECTS IN HUMAN RELATIONS. / IN TRIBUTE TO THOSE ASPECTS, / THIS LILAC WALK IS DEDICATED TO / THE PEOPLE OF THE CITY OF NEW YORK / NELL SINGER LILAC WALK / APRIL 8, 1970 /",1970
40.853830,-73.877742,NY,,,,,1872,N,,,"THIS FOUNTAIN / FROM THE CITY OF COMO, ITALY / WAS PRESENTED BY / WILLIAM ROCKEFELLER / AND BY HIM ERECTED ON ITS PRESENT SITE / 1902",1903
40.728369,-73.890878,NY,Hunter,Paul,,,1931,N,,,Side 1:  ERECTED / IN / MEMORY / OF / THOSE WHO DIED / IN / THE SERVICE OF/ THEIR COUNTRY / IN / THE WORLD WAR  Side 2:  MARTIN BEIFUS / PETER CHESLOCK / HARRY DALY / LOUIS ENGESSER / THOMAS ERB / WILLIAM FOYLE / WALTER A. GARLINGE / ANTON KILEY / FRANK KOWALINSKI / EDWARD LACHANCE / BOLESLAW WIENIEWSKI / MICHAEL J. IMPERIAL Side 3: ROY MCNEIL / CHARLES MILLER / ANTHONY NOWAK / LOUIS ROSCOE / FREDERICK SCHOLZE / STEPHEN SHADDOCK / LOUIS SERLIN / FRANK SCHLERETH / WILLIAM STENCHEVER / LEO STANCIEVITCH / HARVEY THORN / OTTO WINDHORST,1931
40.767106,-73.971404,NY,Embury II,Aymar,,,1935,N,,George Richard,Signed: F.G.R. ROTH,1935
40.637535,-74.076197,NY,,,,,1932,N,,G.,"DANIEL D. TOMPKINS / 1774-1825 / GOVERNOR OF THE STATE OF NEW YORK 1807-1817 / VICE-PRESIDENT OF THE UNITED STATES 1817-1825 / AND A RESIDENT OF STATEN ISLAND. / AMONG MANY MERITORIOUS ACTS HE AIDED THE / PASSAGE OF THE LAW ABOLISHING SLAVERY WITHIN / THE STATE, ADDED TO THE FORTIFICATIONS AT THE / NARROWS DURING THE WAR OF 1812; FOUNDED THE / VILLAGE OF TOMPKINSVILLE; LAID OUT THE RICHMOND / TURNPIKE; GAVE THE LAND ON WHICH THE / DUTCH REFORM CHURCH WAS BUILT AND ESTABLISHED / THE FIRST STEAMBOAT FERRY FROM STATEN ISLAND. / IN 1824 HE AND DR. VAN PELT ENTERTAINED / GENERAL LAFAYETTE ON STATEN ISLAND / ERECTED BY / RICHMOND BOROUGH / GEORGE WASHINGTON BICENTENNIAL COMMISSION / JUNE 21, 1932 /",1932
40.735556,-73.991333,NY,,,,,1986,N,,B.,"“MY OPTIMISM RESTS IN MY BELIEF IN THE INFINITE POSSIBILITIES OF THE INDIVIDUAL TO DEVELOP NONVIOLENCE. ..IN A GENTLE WAY YOU CAN SHAKE THE WORLD.”/
MOHANDAS K. GANDHI/OCTOBER 2, 1869-JANUARY 30, 1948/
STATUE PRESENTED TO THE CITY OF NEW YORK /AND CITIZENS OF THE UNITED STATES OF AMERICA BY/
GANDHI MEMORIAL INTERNATIONAL FOUNDATION/
PATRON/MOHAN B. MURJANI/
CONTRIBUTORS/
MURJAN INTERNATIONAL, LTD., PAR PHARMACEUTICALS, AIR INDIA, GANDHI BROTHERS, INC., PRAVEEN AFRIDI, RAM M. BACAI, SANTS CHATWAL, DEV R. CHITKARA, SURESH C. GUPTA, NARENDRA K. HADPAWAT, KAMLU AND SHAM LALL, PERRY LEVINE, SURESH P. MASTER, KRISHNA K. MEHTA, PAVNOV PANDHI, HARSHAD PAREKH, ASHOK PATEL, R.K. PATEL, ZLATKO PAUNOV, GOVINDAPPA RANGAIAH, H.K. CHANDRA SEKHAR,  SHAMAROA AND LAXMI TATTI, DON SHELDON, KOTHARI AND GANDHI FAMILY, ANONYMOUS/ DEDICATED OCTOBER 2, 1986/ EDWARD I. KOCH/ MAYOR OF THE CITY OF NEW YORK/ HENERY J. STERN/ COMMISSIONER OF PARKS AND RECREATION/",1986
40.780517,-73.968703,NY,,,,,1978,N,,,ROMEO AND JULIET / GIFT OF GEORGE DELACORTE,1978
40.747504,-73.943322,NY,,,,,1937,N,,,"IN MEMORIAM / CAPT. MALCOLM A. RAFFERTY / CAMP NO 80 U.S.W.V. / DIED AUGUST 16, 1903 / MAY 30, 1937 /",1937
40.636838,-74.131655,NY,,,,,1915,N,,,1865-1913 / IN MEMORY OF / EUGENE G. PUTNAM / PRINCIPAL FOR 17 YEARS / OF PUBLIC SCHOOL 20 / PRESENTED BY HIS FRIENDS / IN SCHOOL AND COMMUNITY/,1915
40.753389,-73.983801,NY,,,,Frisch,1932,N,,,GOETHE / 1749-1832 / --- / ERECTED 1932 / BY THE / GOETHE SOCIETY / OF AMERICA /,1932
40.707687,-74.007966,NY,,,,,1977,N,,,,1978
40.716278,-73.949861,NY,,,,,1954,N,,,"(PLAQUE) IN MEMORY OF / OUR STANDARD BEARER / FATHER EDWARD J. GIORGIO / MARCH 23, 1909 - JANUARY 13, 1946 /---/ BELOVED PRIEST OF / OUR LADY OF MT. CARMEL CHURCH / CHAPLAIN, U.S. ARMY /---/ HIS GREATEST LOVE WAS GOD, / HIS GREATEST DEVOTION, HUMANITY / HIS GREATEST HERITAGE / A LIVING INSPIRATION TO ALL. /---/ DEDICATED JUNE 13, 1954 BY FATHER EDWARD J. GIORGIO POST NO. 689 / CATHOLIC WAR VETERANS OF AMERICA /",1954
