property_id,community_board,fuel_oil_5_6_use_kbtu,green_power_onsite_kwh,hospital_general_medical_12,multifamily_housing_number_2,performing_arts_gross_floor,electricity_use_generated_1,property_gfa_calculated_1,energy_star_score,estimated_data_flag,district_hot_water_use_kbtu,national_median_source_eui,library_gross_floor_area,water_use_intensity_all_water,data_center_it_energy,other_number_of_computers,data_center_it_equipment,occupancy,district_steam_use_kbtu,office_percent_that_can_be_1,census_tract,percent_of_electricity_that,year_built,food_sales_gross_floor_area,hospital_general_medical,site_eui_kbtu_ft,hospital_general_medical_8,hospital_general_medical_14,hospital_general_medical_5,electricity_use_grid_purchase_1,municipally_supplied_potable_2,difference_from_national_3,source_energy_use_kbtu,alert_gross_floor_area_is,percent_of_total_electricity,outdoor_water_use_all_water,egrid_output_emissions_rate,medical_office_weekly,multifamily_housing_total_1,fuel_oil_1_use_kbtu,financial_office_weekly,hospital_general_medical_1,national_median_source_energy,multifamily_housing_government,estimated_values_energy,data_quality_checker_date,hotel_worker_density_number,medical_office_gross_floor,senior_care_community_gross,hospital_general_medical_7,self_storage_facility_gross,pre_school_daycare_gross,convenience_store_with_gas_2,municipally_supplied_potable_1,diesel_2_use_kbtu,kerosene_use_kbtu,hotel_gross_floor_area_ft,parent_property_name,college_university_gross,estimated_data_flag_fuel,electricity_use_grid_purchase,source_eui_kbtu_ft,national_median_site_eui,multifamily_housing_total
2684780,317.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,137376,60,No,Not Available,142.3,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,830.0,0,1950,Not Available,Not Available,82.5,Not Available,Not Available,Not Available,3075931.6,Not Available,Not Available,18321732,Ok,Not Available,Not Available,92.8,Not Available,1.22292,Not Available,Not Available,Not Available,19553718.7,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,3075931.6,133.4,88,168
6016360,205.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,67625,28,No,Not Available,215.8,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,231.0,0,1993,Not Available,Not Available,109.9,Not Available,Not Available,Not Available,4366838,Not Available,Not Available,16933224.9,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,14595736.6,Not Available,No,Not Available,Not Available,Not Available,67625,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,4366836.6,250.4,94.8,Not Available
4473916,110.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,625250,1,No,Not Available,134.4,Not Available,33.82,Not Available,Not Available,Not Available,100,Not Available,Not Available,236.0,0,1937,Not Available,Not Available,200.8,Not Available,Not Available,Not Available,16153162.1,Not Available,Not Available,165617299.9,Ok,Not Available,Not Available,92.8,Not Available,1.10356,Not Available,Not Available,Not Available,84040119,No,No,2017-04-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,21144.4,Not Available,Not Available,Not Available,HARLEM RIVER II/HARLEM RIVER CAMPUS,Not Available,No,16153161.4,264.9,101.9,690
5870867,105.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,300000,75,No,Not Available,212.5,Not Available,5.21,Not Available,Not Available,Not Available,95,Not Available,100,74.0,0,1925,Not Available,Not Available,49.4,Not Available,Not Available,Not Available,14819486.3,Not Available,Not Available,46533192,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,63758182,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,14819487.9,155.1,67.7,Not Available
2831128,203.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,194550,96,No,Not Available,154.3,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,145.0,0,1963,Not Available,Not Available,36,Not Available,Not Available,Not Available,5407180.6,Not Available,Not Available,18664754.8,Ok,Not Available,Not Available,92.8,Not Available,1.05885,Not Available,Not Available,Not Available,30018275.2,Not Available,No,2017-04-28,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MORRIS I/MORRIS II/MORRISANIA CAMPUS,Not Available,Not Available,5407182.1,95.9,58,206
3584061,209.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,3312,1,No,Not Available,1742.4,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,21001.0,0,1940,Not Available,Not Available,25789.4,Not Available,Not Available,Not Available,57290926.1,Not Available,Not Available,209423296.9,Ok,Not Available,Not Available,92.8,Not Available,32.30676,Not Available,Not Available,Not Available,5770801.6,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,57290935.7,63231.7,710.6,107
4978911,407.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,78000,Not Available,No,Not Available,123.1,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,1171.0,0,2008,Not Available,Not Available,24.1,Not Available,Not Available,Not Available,1374189.8,Not Available,Not Available,4845520.9,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,9603440.9,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1374189.8,62.1,47.8,Not Available
4042898,101.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,400000,60,No,Not Available,272,Not Available,50.37,Not Available,Not Available,Not Available,90,28406188.2,100,13.0,0,1908,Not Available,Not Available,121,Not Available,Not Available,Not Available,19983401.6,Not Available,Not Available,96921693.8,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,108785175.9,Not Available,No,2017-03-16,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,20148.8,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,19983401.9,242.3,135.8,Not Available
3616678,305.0,46900980.8,Not Available,Not Available,276,Not Available,Not Available,7672280,3,Not Available,Not Available,139.5,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,100,105801.0,Not Available,1971,Not Available,Not Available,209.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1683012870,Ok,Not Available,Not Available,92.8,78.15,0.80848,Not Available,37,Not Available,1070541563,100% Yes,No,Not Available,Not Available,14448,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Spring Creek Towers (WEGO & HCR),1809,No,Not Available,219.4,133.1,5881
2961066,402.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,54000,Not Available,Yes,Not Available,123.1,Not Available,1.01,Not Available,0,Not Available,0,Not Available,Not Available,7.0,0,1931,Not Available,Not Available,0.9,Not Available,Not Available,Not Available,49325.3,Not Available,Not Available,154881.6,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,6648536,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,54.8,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,49325.3,2.9,39.2,Not Available
4405918,105.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,160036,Not Available,No,Not Available,148.1,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,33,74.0,0,1913,Not Available,Not Available,50.8,Not Available,Not Available,Not Available,2256014.4,Not Available,Not Available,13008371.3,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,23693376.2,Not Available,No,2017-06-21,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,2256014.3,81.3,92.4,Not Available
2736088,409.0,Not Available,Not Available,Not Available,8,Not Available,Not Available,88272,96,No,Not Available,128.3,Not Available,49.1,Not Available,Not Available,Not Available,100,Not Available,Not Available,775.0,0,1925,Not Available,Not Available,70.3,Not Available,Not Available,Not Available,332030.9,Not Available,Not Available,7206181.7,Ok,Not Available,Not Available,92.8,Not Available,0.81566,Not Available,Not Available,Not Available,11325288.6,Not Available,No,2017-04-19,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4334,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,332030.9,81.6,110.4,72
2653177,105.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,120000,74,No,Not Available,244.4,Not Available,28.11,Not Available,Not Available,Not Available,100,Not Available,100,82.0,0,1922,Not Available,Not Available,89.6,Not Available,Not Available,Not Available,5196199.6,Not Available,Not Available,21924655.9,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,29323110.6,Not Available,No,2017-07-12,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3373.7,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,5196200.6,182.7,119.8,Not Available
3319606,413.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,107762,78,No,Not Available,136.5,Not Available,9.6,Not Available,Not Available,Not Available,100,Not Available,100,664.0,0,2002,Not Available,Not Available,29,Not Available,Not Available,Not Available,3069681.2,Not Available,Not Available,9693355.1,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,14706672.1,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1034.6,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,3069681.3,90,43.9,Not Available
2775844,209.0,7881772.2,Not Available,Not Available,0,Not Available,Not Available,3274678,Not Available,No,Not Available,127.9,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,21001.0,0,1941,Not Available,Not Available,316.4,Not Available,Not Available,Not Available,53996503.6,Not Available,Not Available,1200387016,Ok,Not Available,Not Available,92.8,65,1.04243,Not Available,Not Available,Not Available,418930173.1,Not Available,No,Not Available,Not Available,3376,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,53996497.8,366.6,110.4,3378
4046040,105.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,186824,65,No,Not Available,260,Not Available,21.67,Not Available,Not Available,Not Available,80,4260144.3,100,94.0,0,1896,Not Available,Not Available,83.9,Not Available,Not Available,Not Available,11415187.2,Not Available,Not Available,40968817,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,48582867.9,Not Available,No,2017-03-16,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4047.6,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,11415187.4,219.3,99.5,Not Available
5039283,207.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,60000,50,No,Not Available,119.3,Not Available,193.5,Not Available,Not Available,Not Available,85,Not Available,Not Available,265.0,0,1924,Not Available,Not Available,111.6,Not Available,Not Available,Not Available,166279.2,Not Available,Not Available,7119068.4,Ok,Not Available,Not Available,92.8,Not Available,1.2,Not Available,Not Available,Not Available,7155755.4,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11610.1,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,166279.2,118.7,112.2,72
2817368,413.0,Not Available,Not Available,Not Available,34,Not Available,Not Available,217014,69,No,Not Available,119.3,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,155102.0,0,1952,Not Available,Not Available,84.8,Not Available,Not Available,Not Available,1932816.8,Not Available,Not Available,22728343,Ok,Not Available,Not Available,92.8,Not Available,1.17965,Not Available,Not Available,Not Available,25889875.8,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,1932816.8,104.7,96.7,256
6050061,407.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3000,Not Available,Not Available,Not Available,114.4,Not Available,289.23,Not Available,Not Available,Not Available,100,Not Available,Not Available,853.0,Not Available,2001,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,343319.1,Not Available,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,867.7,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,47.1,Not Available
