overall_dv_rate,expected_shootings_male,overall_dv,expected_shootings_white,actual_shootings_white
86.5,,3092.0,,
160.47,,2529.0,,
118.72,,9206.0,,
271.07,,4084.0,,
356.41,,12406.0,,
274.14,,4869.0,,
107.83,,3112.0,,
297.89,,4555.0,,
213.94,,149957.0,,
281.04,,10421.0,,
,2710.0,,1876.0,117.0
269.67,,8152.0,,
140.31,,5501.0,,
782.39,,21419.0,,
75.86,,1885.0,,
68.94,,4374.0,,
219.21,,7420.0,,
