bin,the_geom,lm_orig,style_oth,hist_dist,mat_prim,shape_leng,lot,mat_other,mat_four,date_high,alt_arch_2,arch_build,circa,altered,notes,lm_new
3046162,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92952713105919, 40.684661004944445], [-73.92953184804502, 40.684660452216015], [-73.9296066986854, 40.684651681095716], [-73.92960817439639, 40.68465897706333], [-73.92969223538768, 40.68464912730236], [-73.92969076085042, 40.684641831336585], [-73.92975285536707, 40.68463455438396], [-73.92976678885043, 40.68470346572654], [-73.92970191400646, 40.68471106697422], [-73.929699839294, 40.68470080254743], [-73.92961914176908, 40.68471025904555], [-73.92962121646939, 40.68472052347377], [-73.92954125715971, 40.684729893018876], [-73.92954106549857, 40.68472991541431], [-73.92954079601138, 40.68472858338897], [-73.92953952624745, 40.68472230422717], [-73.92953951919058, 40.684722265500646], [-73.92952713105919, 40.684661004944445]]]]}",0,0,Bedford Stuyvesant / Expanded Stuyvesant Heights Historic District,Iron-Spot Brick,190.430889125,42,0,0,1901,0,"Henry Loeffler, Jr.",1,0,0,0
3055467,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96648981589827, 40.68695392426144], [-73.96642347993092, 40.68696109462593], [-73.96636642497775, 40.686967261791374], [-73.9663559224487, 40.68691095680762], [-73.96641844777272, 40.68690419870584], [-73.96647931326713, 40.686897619288814], [-73.96648981589827, 40.68695392426144]]]]}",0,0,Clinton Hill Historic District,Brick,110.566421851,1,0,0,1890,0,Danmar & Fisher,0,0,0,0
3002682,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99306475447241, 40.69125473370731], [-73.99308320965574, 40.691214685398904], [-73.9931101563606, 40.691156213097905], [-73.99314978659588, 40.69116679379109], [-73.99316491538431, 40.6911339628835], [-73.99319884578884, 40.69114302225448], [-73.99319244046808, 40.69115692039495], [-73.9931837158321, 40.69117585316639], [-73.9931625236912, 40.6912218384115], [-73.99313831285602, 40.691274373804596], [-73.99306475447241, 40.69125473370731]]]]}",0,0,Brooklyn Heights Historic District,Brick,144.663774634,35,0,0,1848,0,Not determined,0,1,Stoop removed from No. 18.,0
3059386,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97226864361609, 40.68684355875283], [-73.97227714375313, 40.68684259364929], [-73.97231819402937, 40.6868379307663], [-73.9723872456463, 40.686830088573934], [-73.97239701399756, 40.68682897878312], [-73.97240733621182, 40.686881637892455], [-73.97232494695096, 40.68689099515587], [-73.97229194959706, 40.68689474325768], [-73.97226882116136, 40.686897369887745], [-73.97226105213603, 40.68689825231962], [-73.9722507312176, 40.6868455931976], [-73.97226864361609, 40.68684355875283]]]]}",0,0,Fort Greene Historic District,Wood Frame,120.832592959,15,0,0,1853,0,Not determined,1,1,0,0
3007627,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99226731594295, 40.67930396839986], [-73.99230153218953, 40.67925311594319], [-73.99234424412694, 40.67926977290674], [-73.99238519017031, 40.67928574084409], [-73.99246100273544, 40.67931530612287], [-73.99258497421361, 40.67936365289232], [-73.99255075812654, 40.67941450453204], [-73.99245057147337, 40.67937543458762], [-73.99231088543202, 40.67932095952423], [-73.99226731594295, 40.67930396839986]]]]}",0,0,Carroll Gardens Historic District,Brick,218.295917567,8,0,0,1884,0,"Charles Rentz, Jr.",0,0,0,0
3379618,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9380802802794, 40.68076598440612], [-73.93814024340938, 40.680760033640404], [-73.9381473694804, 40.680801658349985], [-73.93808740631466, 40.68080760821887], [-73.9380802802794, 40.68076598440612]]]]}",0,0,Bedford Stuyvesant / Expanded Stuyvesant Heights Historic District,Brick,64.1305908552,16,0,0,0,0,Not determined,0,0,0,0
3051641,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94850115494233, 40.684311366811926], [-73.94852902046725, 40.68444747666378], [-73.94853119126228, 40.68445807758509], [-73.94857265567227, 40.68466060731251], [-73.94859230374041, 40.68475658026424], [-73.94832035629798, 40.68478846091626], [-73.94831778720065, 40.68477591019971], [-73.9481834547483, 40.68479184741873], [-73.94818305406773, 40.68478988952092], [-73.94817687768507, 40.6847597240241], [-73.94788275806324, 40.68479461758028], [-73.9476318860031, 40.684824380035195], [-73.94762788524164, 40.684804840663354], [-73.94743063515917, 40.6848282406269], [-73.94743634102012, 40.68485611504125], [-73.94743680060088, 40.68485835933203], [-73.94744010672235, 40.68485863729995], [-73.94744319120876, 40.68485945277338], [-73.947445963002, 40.68486076969021], [-73.94744828256478, 40.68486252314976], [-73.9474500352204, 40.684864625749775], [-73.94745113351274, 40.684866972990676], [-73.94745152430144, 40.68486944778155], [-73.94745118638978, 40.68487192764268], [-73.94745013643698, 40.68487428831081], [-73.94744842895005, 40.68487641364455], [-73.94744614563643, 40.68487819742039], [-73.94744340249474, 40.684879550540586], [-73.94744033561706, 40.684880406429045], [-73.94743709645485, 40.68488072193047], [-73.94743384708453, 40.68488048090941], [-73.94743074837702, 40.68487969694718], [-73.94742795408541, 40.68487840793566], [-73.94742560374661, 40.68487667877556], [-73.94727197398755, 40.684894904223775], [-73.94726178321181, 40.684845128146804], [-73.9472889533456, 40.684841905049275], [-73.94726950037858, 40.68474688380782], [-73.9472606120689, 40.684747937838424], [-73.9472367237161, 40.684631241887146], [-73.94722874012731, 40.68459224777125], [-73.94722345245246, 40.68459214268758], [-73.94721823145663, 40.68459148922128], [-73.9472131764947, 40.68459030272657], [-73.94720837863824, 40.684588603056646], [-73.94720392894794, 40.684586422671806], [-73.9471999101979, 40.68458380213319], [-73.94719639687514, 40.68458079010273], [-73.94719345399699, 40.68457744244224], [-73.94719113711204, 40.684573822213224], [-73.9471894899363, 40.68456999607379], [-73.9471885408033, 40.684566036078195], [-73.94718830858271, 40.684562014276075], [-73.94718879912872, 40.68455800721387], [-73.94719000055386, 40.68455408782781], [-73.94719189268899, 40.684550330851245], [-73.94719443880857, 40.68454680470637], [-73.94719759272483, 40.68454357600989], [-73.94720129524357, 40.68454070416864], [-73.94720547771148, 40.68453824318185], [-73.94721006201893, 40.68453623803938], [-73.94721496296366, 40.684534726523566], [-73.94722008825386, 40.6845337374086], [-73.947225344423, 40.684533288661854], [-73.94723063328107, 40.68453338744234], [-73.94723585427816, 40.684534033704026], [-73.94724091397282, 40.684535213896254], [-73.9472457141965, 40.68453690816281], [-73.94725016862165, 40.68453908224469], [-73.94725419328923, 40.68454169828173], [-73.94725771371385, 40.684544705811064], [-73.94726066251205, 40.68454804897012], [-73.94726241584209, 40.684550776530095], [-73.94730603740146, 40.68454560144862], [-73.94735891516468, 40.68453932835624], [-73.9473613333843, 40.68453746900056], [-73.9473642197012, 40.68453605021031], [-73.94736743920917, 40.6845351367607], [-73.9473708428223, 40.68453477270874], [-73.94737426964787, 40.6845349741901], [-73.94737756117844, 40.68453573302765], [-73.9473805601116, 40.6845370122284], [-73.94738312927221, 40.68453875319631], [-73.94738514569971, 40.68454087302773], [-73.94738651720154, 40.68454327442513], [-73.94738717880581, 40.684545842993565], [-73.94738709985057, 40.684548458950644], [-73.94738628279745, 40.684551000728106], [-73.9473847667772, 40.68455334947595], [-73.94738262285463, 40.68455539356289], [-73.9473799516545, 40.684557038481096], [-73.94739002109677, 40.684606224657124], [-73.94759329464674, 40.684582109796665], [-73.94758899105976, 40.68456108803886], [-73.94777810562742, 40.68453865216418], [-73.94777947732847, 40.684545349008765], [-73.94781809098306, 40.6845407676007], [-73.94779836513455, 40.68444441266047], [-73.94777954752729, 40.684446644601216], [-73.94776890275062, 40.68439464499137], [-73.94776735311089, 40.6843870790697], [-73.94785527854974, 40.68437664777026], [-73.94785679048391, 40.684384036272455], [-73.94803851513632, 40.68436247642282], [-73.9480368063817, 40.68435412518471], [-73.94812774377588, 40.6843433366326], [-73.94814165670597, 40.68441129569109], [-73.94811991225386, 40.68441387576785], [-73.94813012009769, 40.68446373912874], [-73.94818774884887, 40.68445690137369], [-73.94816609334727, 40.68435111904612], [-73.94850115494233, 40.684311366811926]]]]}",Boys' High School,0,Bedford Historic District,Stone,1308.51215567,38,0,0,1892,0,James W. Naughton,0,0,0,Boys' High School
3025629,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97619006153604, 40.66755330534234], [-73.97627516893704, 40.66745078119941], [-73.97634239760038, 40.66736979365369], [-73.9763641496857, 40.667343589514616], [-73.97641561404403, 40.667368358856685], [-73.97636705075749, 40.66742686080117], [-73.97630507523807, 40.66750152061841], [-73.9763233616467, 40.66751032152157], [-73.97625981123012, 40.667586876575065], [-73.97625389207144, 40.66758697801224], [-73.97624800387057, 40.66758649231919], [-73.97624224833167, 40.66758542852215], [-73.97623672242493, 40.667583804651535], [-73.97623151956972, 40.66758164774209], [-73.97622672963345, 40.6675789947335], [-73.97622243183734, 40.66757589066811], [-73.97621870066887, 40.667572388691724], [-73.97621559878716, 40.667568547350974], [-73.97621317820496, 40.66756443149361], [-73.97619006153604, 40.66755330534234]]]]}",0,0,Park Slope Historic District,Brick,227.686919429,21,0,0,1910,0,William Debus,0,0,"Nos. 564-580 5th Street are described in the designation report as ""four-family apartments.""",0
3026273,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98169257031951, 40.665133449565744], [-73.98175725133918, 40.66505566696787], [-73.98179544756567, 40.66500973409668], [-73.98181704602801, 40.665020148377856], [-73.98180123780699, 40.665039157571435], [-73.98180811370256, 40.665042472557765], [-73.98184012830623, 40.66505790885786], [-73.98175305934164, 40.665162615181664], [-73.98169257031951, 40.665133449565744]]]]}",0,0,Park Slope Historic District Extension,Brick,146.423729904,20,0,0,1879,0,Abraham V. B. Bush,1,0,0,0
3058537,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97045918560397, 40.689612005512835], [-73.97053064871828, 40.68961543227821], [-73.97053424661341, 40.68973791561746], [-73.97047077750291, 40.68973899617406], [-73.97045918560397, 40.689612005512835]]]]}",0,0,Fort Greene Historic District,Brownstone,128.476982796,68,0,0,1869,0,Abram Purdy (builder),1,0,0,0
3055923,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96900970038438, 40.685510201983895], [-73.96917783048328, 40.68549064385586], [-73.96917859589902, 40.685490554910054], [-73.96918912720729, 40.68554301355888], [-73.96902265794604, 40.685562378539956], [-73.96899295219615, 40.685565834815854], [-73.96898521048222, 40.685566735044375], [-73.96898005407678, 40.68554104649878], [-73.96897467933078, 40.685514276376985], [-73.96900970038438, 40.685510201983895]]]]}",0,0,Fort Greene Historic District,Brownstone,153.090181196,21,0,0,1869,0,T. B. Jackson (builder),1,0,0,0
3399732,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96750707057325, 40.690911811235715], [-73.96757377641559, 40.690879291807505], [-73.96761218051645, 40.69095283492683], [-73.96754460281139, 40.69098027793826], [-73.96750936203951, 40.69099458885536], [-73.9674937047835, 40.69091832717655], [-73.96750707057325, 40.690911811235715]]]]}",0,0,Clinton Hill Historic District,Not determined,115.641385132,21,0,0,0,0,Not determined,0,0,0,0
3056109,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96381450900954, 40.6851765508682], [-73.96388316146998, 40.68516830842069], [-73.96398558232951, 40.68515601248683], [-73.96399692332335, 40.68521075286917], [-73.96388437681394, 40.685224264931286], [-73.96382435214781, 40.685231471799675], [-73.96381301129189, 40.68517673140049], [-73.96381450900954, 40.6851765508682]]]]}",0,0,Clinton Hill Historic District,Brick,137.285818721,3,0,0,1860,0,Not determined,1,0,0,0
3115066,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95887537823432, 40.65947959530317], [-73.95880473506578, 40.65948459941038], [-73.9587897129087, 40.65936160596826], [-73.95882591424517, 40.65935904165369], [-73.95882255401833, 40.65933153056745], [-73.958856995707, 40.65932909078501], [-73.95886035594755, 40.6593566027707], [-73.95887537823432, 40.65947959530317]]]]}",0,0,Prospect Lefferts Gardens Historic District,Roman Brick,149.508390299,28,0,0,1898,0,William M. Miller,0,0,0,0
3002601,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99207045185518, 40.6912817884435], [-73.99209290620176, 40.69123335769303], [-73.99211684090193, 40.69118173201881], [-73.99218310320683, 40.69119953067756], [-73.99218112581187, 40.69120379897524], [-73.99215721245136, 40.69125540125083], [-73.9921367331753, 40.691299593433605], [-73.99207045185518, 40.6912817884435]]]]}",0,0,Brooklyn Heights Historic District,Brownstone,116.292429092,3,0,0,1852,0,Not determined,0,0,0,0
3046753,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93521620205095, 40.68210890346273], [-73.93524701786605, 40.682105150354744], [-73.93526247431149, 40.68211054322713], [-73.93528546600577, 40.68210844265303], [-73.93528820360476, 40.68212147103326], [-73.93531077562727, 40.68222885475243], [-73.93524314586314, 40.68223709243854], [-73.93521620205095, 40.68210890346273]]]]}",0,0,Stuyvesant Heights Historic District,Stone,130.514731615,43,0,0,1895,0,"F. D. Vrooman (architect), John F. Saddington (builder)",0,0,0,0
3030730,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94814197859671, 40.675416711090726], [-73.94808969022323, 40.6754136680843], [-73.94808831820411, 40.67542733548197], [-73.94808288853723, 40.67548141616177], [-73.94808088951308, 40.675501324745696], [-73.94790673390963, 40.67549118907368], [-73.94788809410971, 40.67549010451721], [-73.94789355493474, 40.675435707779954], [-73.94789708342424, 40.67540056227734], [-73.94788509294003, 40.67539986435075], [-73.9478872720244, 40.67537815752303], [-73.94784930059485, 40.675375947564014], [-73.947846560037, 40.67540324453363], [-73.94783485168169, 40.67540930599528], [-73.94783174277538, 40.675440261589834], [-73.9478270960791, 40.67548655495889], [-73.94763140071169, 40.67547516638985], [-73.94763293494522, 40.67545989255281], [-73.94763855094898, 40.67540395241528], [-73.94757645898831, 40.67540033919018], [-73.94757012170639, 40.675463457901586], [-73.94756694709776, 40.67549507984006], [-73.94751342746865, 40.67549196577051], [-73.94751381490435, 40.67548811354408], [-73.94747118702529, 40.675485632082044], [-73.94746855717376, 40.6755118286636], [-73.9473151076547, 40.675502897431976], [-73.94732219624223, 40.675432298500716], [-73.9473297318703, 40.67535725122878], [-73.94743107489185, 40.675363150024616], [-73.94743170910841, 40.675356835002596], [-73.9474577444469, 40.67535834985472], [-73.94746002261867, 40.67533565431475], [-73.94743382762172, 40.67533412948449], [-73.94743532732461, 40.675319200531206], [-73.9473341428538, 40.67531331171732], [-73.94733850017579, 40.67526991789301], [-73.94734855478377, 40.67516977892006], [-73.94762923137658, 40.675186113590904], [-73.94762194883182, 40.67525864225849], [-73.9476117052595, 40.67525804595626], [-73.94760500085769, 40.675324818793484], [-73.94771254370114, 40.67533107766904], [-73.94771912640604, 40.675265512361044], [-73.94771163857891, 40.675265076711064], [-73.9477173152934, 40.675208535052036], [-73.94778468084608, 40.67521245586932], [-73.94778554748324, 40.675203823925585], [-73.9479480927039, 40.67521328364596], [-73.94794738105003, 40.675220376680855], [-73.94801413634242, 40.675224261967614], [-73.9480087769647, 40.675277638474235], [-73.9480009839908, 40.67527718559548], [-73.9479955113489, 40.67533169759935], [-73.94810276447247, 40.67533793886943], [-73.94810741572483, 40.67529161127104], [-73.94809672388965, 40.675290989595425], [-73.94810408102161, 40.675217709001885], [-73.94810485344954, 40.67521001354892], [-73.94838827076875, 40.67522650609463], [-73.94838427649064, 40.6752662908573], [-73.94837864085551, 40.675322439042006], [-73.94837381099578, 40.67537054508811], [-73.948240625332, 40.67536279575155], [-73.94823938684925, 40.67537513224992], [-73.94821688902175, 40.675373823583776], [-73.94821486143984, 40.67539400861556], [-73.94824174955579, 40.67539557410293], [-73.94824049319591, 40.6754080843927], [-73.94833762704826, 40.675413737357125], [-73.94834804924325, 40.67541434358054], [-73.94834808354244, 40.67541434539697], [-73.9483480657785, 40.67541437420547], [-73.94833783621668, 40.67551627639197], [-73.94828369441902, 40.675513126380785], [-73.94814423765307, 40.67550501120633], [-73.94814687558052, 40.67547873446722], [-73.94815207991459, 40.675426886059626], [-73.94814102141201, 40.67542624261057], [-73.94814112392245, 40.675425225074804], [-73.94814197859671, 40.675416711090726]]]]}",0,0,Crown Heights North II Historic District,Brick,1374.74501737,47,0,0,1937,0,Cohn Brothers,0,0,"Shirley Chisholm, who would become the first black woman elected to the United States Congress in 1968, lived in No. 751 in 1965-66 with her husband, Conrad Chisholm, while serving in the New York State Assembly.",0
3001671,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99449996534663, 40.699260170430485], [-73.99452312341646, 40.69921199953641], [-73.99454230995075, 40.69917209154906], [-73.9946094764557, 40.699190795650885], [-73.994588462782, 40.699234504625444], [-73.99456713192842, 40.69927887455682], [-73.99449996534663, 40.699260170430485]]]]}",0,0,Brooklyn Heights Historic District,Brick,108.004247643,10,0,0,1853,0,Not determined,0,0,0,0
3058171,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9702237730231, 40.694125651328505], [-73.97021559909058, 40.69408814195423], [-73.97017355557502, 40.69409443555591], [-73.97015739504842, 40.69403188804972], [-73.97019797728625, 40.69402581380058], [-73.97019038066199, 40.693996413691536], [-73.97037934155894, 40.69397680068365], [-73.97040674454284, 40.69410255354255], [-73.9702237730231, 40.694125651328505]]]]}",0,0,Wallabout Historic District,Metal,222.1031958,77,0,0,2008,0,Bricolage Design,0,0,0,0
3026454,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98034635413889, 40.66320502442166], [-73.98043801952447, 40.66309578041824], [-73.98046016694056, 40.66310655705755], [-73.98047649349611, 40.6631021788184], [-73.98049542953767, 40.66311139251022], [-73.98050073488695, 40.66312629515145], [-73.98040906956221, 40.66323553920447], [-73.98034635413889, 40.66320502442166]]]]}",0,0,Park Slope Historic District,Limestone,139.065032889,70,0,0,1897,0,"William M. Calder (architect, builder)",0,0,0,0
3027852,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97088746527778, 40.68065277566863], [-73.97089460906776, 40.68063284999449], [-73.97090538040914, 40.6806028025556], [-73.970955219789, 40.68061315755408], [-73.9710472035162, 40.68063226893826], [-73.97102928966598, 40.68068224207351], [-73.97088746527778, 40.68065277566863]]]]}",0,0,Prospect Heights Historic District,Brownstone,119.295076944,11,0,0,1880,0,Not determined,1,1,0,0
3030784,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94215776502965, 40.67510702212938], [-73.94216975248338, 40.67496376971366], [-73.94218556943811, 40.67495316239089], [-73.94220932324674, 40.674954314376876], [-73.94221859540207, 40.674966139194865], [-73.94223783830896, 40.67496707278576], [-73.94222139310521, 40.675163587535714], [-73.9422062743983, 40.67516957647218], [-73.94218851575567, 40.675168714762556], [-73.94217731169906, 40.675161449179754], [-73.94218176844713, 40.675108186853656], [-73.94215776502965, 40.67510702212938]]]]}",0,0,Crown Heights North Historic District,Limestone,186.714531513,51,0,0,1910,0,Axel S. Hedman,1,0,0,0
3003779,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99907507313446, 40.68604361490613], [-73.99909963582189, 40.68599184997285], [-73.99925218620318, 40.68603379609179], [-73.99922762361874, 40.6860855601568], [-73.99907507313446, 40.68604361490613]]]]}",0,0,Cobble Hill Historic District,Not determined,130.070978087,16,0,0,1855,0,Not determined,1,0,0,0
3321913,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96494244008689, 40.68629495362315], [-73.9652602303923, 40.686259010540994], [-73.96527073673073, 40.686312841919595], [-73.96515151311064, 40.686326326188905], [-73.96513666054653, 40.686313366899775], [-73.96508791084845, 40.68631888127416], [-73.96508232796617, 40.686335511167975], [-73.96500011937583, 40.68634480921182], [-73.96499668615472, 40.68632721663227], [-73.96494977252084, 40.686332522587406], [-73.96494244008689, 40.68629495362315]]]]}",0,0,Clinton Hill Historic District,Stone,225.0675079,28,0,0,1889,0,Mercein Thomas,0,0,0,0
3001949,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99653113367127, 40.69604520613486], [-73.99657265831515, 40.69595806207836], [-73.99661270139673, 40.69587402833261], [-73.99665277036486, 40.695885089600196], [-73.99663577507128, 40.69592075570556], [-73.99666242148126, 40.69592811096736], [-73.99659784918583, 40.69606362270731], [-73.99653113367127, 40.69604520613486]]]]}",0,0,Brooklyn Heights Historic District,Brick,172.038596392,25,0,0,1895,0,J. C. Cady,1,0,0,0
3046520,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92973088456591, 40.683488376424144], [-73.92978834750565, 40.68348160631465], [-73.92980351096223, 40.68355619795651], [-73.92981417895156, 40.683608672025265], [-73.92975671708781, 40.68361544214827], [-73.92975194386955, 40.683591965529864], [-73.92973088456591, 40.683488376424144]]]]}",0,0,Bedford Stuyvesant / Expanded Stuyvesant Heights Historic District,Brownstone,125.943462477,51,0,0,1882,0,George Nicholls,1,0,0,0
3023534,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98398562714529, 40.66420808999517], [-73.98402405445523, 40.664161593589355], [-73.98409265051068, 40.664194466528656], [-73.9841881319527, 40.66424022320672], [-73.9841497047118, 40.66428671966692], [-73.98405419485083, 40.66424094944557], [-73.98398562714529, 40.66420808999517]]]]}",0,0,Park Slope Historic District Extension,Brick,147.598781317,46,0,0,1890,0,Daniel Ryan,1,0,0,0
3046719,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93735542263197, 40.68225144352311], [-73.937427450226, 40.682243154757465], [-73.93742931395037, 40.68225254363274], [-73.93744961247718, 40.682354772949466], [-73.9373775847654, 40.68236306172895], [-73.93736743967014, 40.68231196642813], [-73.93735542263197, 40.68225144352311]]]]}",0,0,Bedford Stuyvesant / Expanded Stuyvesant Heights Historic District,Brownstone,122.663631638,6,0,0,1873,0,Not determined,1,0,0,0
3002219,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99407419275198, 40.69322008674165], [-73.99407477503719, 40.69321781567818], [-73.99409947478468, 40.693121489085385], [-73.99418863638172, 40.69313473386306], [-73.99417727598352, 40.693179043024756], [-73.99416643867802, 40.69322130624627], [-73.99416335565876, 40.69323333243929], [-73.99407419275198, 40.69322008674165]]]]}",0,0,Brooklyn Heights Historic District,Wood Frame,123.583891629,12,0,0,1833,0,Not determined,0,0,A cast iron porch has been added to No. 135.,0
3053406,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93908204303085, 40.68205375764119], [-73.93907573790665, 40.68202168878857], [-73.9391391430685, 40.68201450562047], [-73.93914544822908, 40.682046567265566], [-73.93916831285591, 40.68216285556645], [-73.93910491461563, 40.68217008017791], [-73.93908204303085, 40.68205375764119]]]]}",0,0,Bedford Stuyvesant / Expanded Stuyvesant Heights Historic District,Brick,144.87506889,27,0,0,1888,0,Thomas F. Houghton,0,0,0,0
3055915,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96892473813028, 40.68506029407705], [-73.96907223783005, 40.685042853941], [-73.96908325800601, 40.68509686612021], [-73.96893575818942, 40.685114306270286], [-73.96892473813028, 40.68506029407705]]]]}",0,0,Fort Greene Historic District,Brick,122.625340851,13,0,0,1866,0,T. B. Jackson,1,0,0,0
3032516,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.939665821553, 40.67030880873625], [-73.93950078038891, 40.670299982560174], [-73.93945638671963, 40.67029760796], [-73.93946110715481, 40.670246439544805], [-73.93946118599034, 40.670245582295465], [-73.9398128582207, 40.67026438947645], [-73.93981276983537, 40.670265349379825], [-73.93980805922213, 40.67031641605608], [-73.939665821553, 40.67030880873625]]]]}",0,0,Crown Heights North III Historic District,Stone,233.594218829,50,0,0,1902,0,Louis Berger & Company,1,1,0,0
3047771,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93356685531064, 40.68006434267888], [-73.93360029514463, 40.68006049246979], [-73.93363598622221, 40.6800563824002], [-73.93363777521759, 40.680065383174906], [-73.93366116044574, 40.68018308491115], [-73.9335920282228, 40.68019104520413], [-73.93356685531064, 40.68006434267888]]]]}",0,0,Stuyvesant Heights Historic District,Stone,132.158215436,69,0,0,1901,0,Charles Infanger,0,0,0,0
3032338,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94947966714699, 40.67094320255904], [-73.9494910976419, 40.670821801881495], [-73.9494981341657, 40.67081157781608], [-73.94952371843978, 40.67081297493724], [-73.94953469368826, 40.67082418126425], [-73.94955946666992, 40.670825533896426], [-73.94954803629881, 40.67094693458069], [-73.94947966714699, 40.67094320255904]]]]}",0,0,Crown Heights North II Historic District,Brick,131.004293769,69,0,0,1897,0,Frederick L. Hine,1,0,0,0
3031276,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94933259892274, 40.67366679332831], [-73.94935019369035, 40.67350302617848], [-73.94941537415897, 40.673507086461434], [-73.94939181063307, 40.673726410981345], [-73.94935806479852, 40.67372430873826], [-73.94935500229892, 40.67375281589962], [-73.9493235674386, 40.67375085784571], [-73.94933259892274, 40.67366679332831]]]]}",0,0,Crown Heights North II Historic District,Limestone,217.469236922,72,0,0,1908,0,William Debus,1,0,0,0
3001609,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9924760727776, 40.69970235597094], [-73.99248836823968, 40.69967504153975], [-73.99251726117558, 40.69961085041459], [-73.99258430582, 40.699628330092246], [-73.99252887045232, 40.69975148684895], [-73.99252779109419, 40.6997538830416], [-73.99251384119046, 40.69978397094643], [-73.99244726021278, 40.69976662003171], [-73.99246182569857, 40.699734007139256], [-73.9924632766811, 40.699730782500346], [-73.99246526734329, 40.699726362016676], [-73.9924760727776, 40.69970235597094]]]]}",0,0,Brooklyn Heights Historic District,Brick,159.120616103,37,0,0,1840,0,Not determined,0,0,0,0
3001683,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99416322528148, 40.69915548641513], [-73.99420448507304, 40.69906966608636], [-73.99421607542816, 40.6990455572564], [-73.99428821458582, 40.69906564678351], [-73.99424260940715, 40.69916050536587], [-73.99423164151794, 40.69918332019336], [-73.99419768680114, 40.69917386490972], [-73.99418854873508, 40.69916253780644], [-73.99416322528148, 40.69915548641513]]]]}",0,0,Brooklyn Heights Historic District,Brick,131.944267471,114,0,0,1899,0,Not determined,0,0,0,0
3053604,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93907359501262, 40.68092579044937], [-73.93914811592947, 40.68091719665198], [-73.93917311149265, 40.68104281722582], [-73.93909859043843, 40.681051411039334], [-73.93907359501262, 40.68092579044937]]]]}",0,0,Bedford Stuyvesant / Expanded Stuyvesant Heights Historic District,Brownstone,134.388475729,60,0,0,1890,0,Rulef Van Brunt,0,0,0,0
3047481,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93108533433893, 40.68145970008943], [-73.9311147090525, 40.68145621557804], [-73.93110935511477, 40.68143005963171], [-73.93114154898119, 40.68142624000891], [-73.9311469041141, 40.681452395954466], [-73.93117280770323, 40.681578928329344], [-73.93111123781316, 40.68158623337856], [-73.93108533433893, 40.68145970008943]]]]}",0,0,Bedford Stuyvesant / Expanded Stuyvesant Heights Historic District,Brownstone,147.166568983,14,0,0,1884,0,William Baker (architect),0,0,0,0
3056172,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9634624294541, 40.684996190959716], [-73.96343007425119, 40.68484578045636], [-73.96350491501417, 40.68483645057901], [-73.96352935055307, 40.68495004554465], [-73.96348192167211, 40.68495595858558], [-73.96349248573864, 40.68500506425729], [-73.96346507371307, 40.68500848111201], [-73.9634624294541, 40.684996190959716]]]]}",0,0,Clinton Hill Historic District,Brick,162.198411554,71,0,0,1864,0,William Montgomery & William Rushmore (attributed),1,0,0,0
