objectid_1,cb_num,zipcode,inf_outlet,wire_2nd,latitude,:@computed_region_92fq_4b7q,:@computed_region_f5dn_yrer,inf_canopy,:@computed_region_yeji_bk3q,inf_paving,wire_prime,st_assem,census_tract
301,111,10029,No,No,40.79226005,35.0,7.0,No,4.0,No,No,68,162.0
802,107,10025,No,No,40.7893442,19.0,20.0,No,4.0,No,No,69,177.0
15,312,11219,No,No,40.63178585,18.0,2.0,No,2.0,No,No,48,216.0
393,101,10007,No,No,40.71601698,32.0,56.0,No,4.0,No,No,66,21.0
459,110,10027,No,No,40.80791632,36.0,18.0,No,4.0,No,No,70,257.0
742,102,10014,No,No,40.73300462,10.0,57.0,No,4.0,No,No,66,75.0
288,104,10019,No,No,40.77029719,19.0,12.0,No,4.0,No,No,67,135.0
414,101,10007,No,No,40.71614328,32.0,56.0,No,4.0,No,No,66,21.0
346,101,10006,No,No,40.7080815,32.0,56.0,No,4.0,No,No,65,13.0
422,101,10007,No,No,40.71600875,32.0,56.0,No,4.0,No,No,66,21.0
746,102,10014,No,No,40.73271082,10.0,57.0,No,4.0,No,No,66,75.0
500,107,10024,No,No,40.78841421,19.0,20.0,No,4.0,No,No,69,173.0
927,104,10019,Yes,No,40.76961654,19.0,12.0,No,4.0,No,No,67,135.0
702,111,10035,No,No,40.79491484,35.0,7.0,No,4.0,No,No,68,178.0
759,111,10029,No,No,40.79077385,35.0,7.0,No,4.0,No,No,68,162.0
317,111,10029,No,No,40.78856456,35.0,7.0,No,4.0,No,No,68,162.0
48992,0,0,No,No,0.0,,,No,,No,No,0,
607,111,10035,No,No,40.79565572,35.0,7.0,No,4.0,No,No,68,178.0
30,101,10006,No,No,40.70515268,32.0,56.0,No,4.0,No,No,65,13.0
631,103,10002,No,No,40.71885727,32.0,70.0,No,4.0,No,No,65,1402.0
287,104,10019,No,No,40.77017914,19.0,12.0,No,4.0,No,No,67,135.0
816,111,10035,No,No,40.79696837,35.0,7.0,No,4.0,No,No,68,178.0
40,112,10032,No,No,40.8349923,23.0,47.0,No,4.0,No,No,71,241.0
313,111,10029,No,No,40.78932195,35.0,7.0,No,4.0,No,No,68,162.0
177,103,10003,No,No,40.72862315,50.0,70.0,No,4.0,No,No,66,34.0
676,107,10024,No,No,40.78679311,19.0,20.0,No,4.0,No,No,69,173.0
32785,0,0,No,No,40.73613585,,,No,,No,No,0,9.0
532,108,10029,No,No,40.78319837,1.0,23.0,No,4.0,No,No,68,152.0
555,111,10029,No,No,40.79192345,35.0,7.0,No,4.0,No,No,68,162.0
320,101,10013,No,No,40.71633553,32.0,56.0,No,4.0,No,No,66,39.0
32784,0,0,No,No,40.73613585,,,Yes,,Yes,No,0,9.0
937,104,10019,Yes,No,40.76952869,19.0,12.0,No,4.0,No,No,67,135.0
692,107,10024,No,No,40.78783657,19.0,20.0,No,4.0,No,No,67,175.0
583,111,10035,No,No,40.7962208,35.0,7.0,No,4.0,No,No,68,178.0
4,318,11234,No,No,40.61832261,8.0,5.0,No,2.0,No,No,59,706.0
72,102,10014,No,No,40.73237612,10.0,57.0,No,4.0,No,No,66,73.0
238,111,10029,No,No,40.78595316,35.0,7.0,No,4.0,No,No,68,162.0
419,101,10007,No,No,40.71611035,32.0,56.0,No,4.0,No,No,66,21.0
62,112,10032,No,No,40.8349923,23.0,47.0,No,4.0,No,No,71,241.0
90,112,10032,No,No,40.83334211,23.0,47.0,No,4.0,No,No,71,241.0
919,104,10019,No,No,40.76923494,19.0,12.0,Yes,4.0,No,No,67,135.0
531,108,10029,No,No,40.78319837,1.0,23.0,No,4.0,No,No,68,152.0
45,101,10004,No,No,40.70574309,32.0,56.0,No,4.0,No,No,65,13.0
946,107,10024,No,No,40.78947948,19.0,20.0,No,4.0,No,No,69,177.0
209,103,10009,No,No,40.72392954,50.0,70.0,No,4.0,No,No,65,32.0
387,101,10007,No,No,40.71521275,32.0,56.0,No,4.0,No,No,66,21.0
627,107,10024,No,No,40.79153949,19.0,20.0,No,4.0,No,No,67,175.0
79,102,10014,No,No,40.73237337,10.0,57.0,No,4.0,No,No,66,73.0
182,111,10029,No,No,40.78321209,35.0,7.0,No,4.0,No,No,68,162.0
191,103,10009,No,No,40.72146173,50.0,70.0,No,4.0,No,No,74,2202.0
361,101,10007,No,No,40.7142025,32.0,56.0,No,4.0,No,No,66,21.0
966,107,10024,No,No,40.78937546,19.0,20.0,No,4.0,No,No,69,177.0
243,111,10029,No,No,40.78595316,35.0,7.0,No,4.0,No,No,68,162.0
590,111,10035,No,No,40.79582321,35.0,7.0,No,4.0,No,No,68,178.0
312,111,10029,No,No,40.78932195,35.0,7.0,No,4.0,No,No,68,162.0
59,112,10032,No,No,40.8349923,23.0,47.0,No,4.0,No,No,71,241.0
412,101,10007,No,No,40.71576732,32.0,56.0,No,4.0,No,No,66,21.0
559,111,10029,No,No,40.79192345,35.0,7.0,No,4.0,No,No,68,162.0
266,111,10029,No,No,40.78498462,35.0,7.0,No,4.0,No,No,68,162.0
132,103,10002,No,No,40.71946961,32.0,70.0,No,4.0,No,No,65,1402.0
783,107,10025,No,No,40.7890147,19.0,20.0,No,4.0,No,No,69,177.0
812,107,10025,No,No,40.78931124,19.0,20.0,No,4.0,No,No,69,177.0
617,107,10024,No,No,40.78833455,19.0,20.0,No,4.0,No,No,69,177.0
366,101,10007,No,No,40.71506991,32.0,56.0,No,4.0,No,No,66,21.0
732,111,10029,No,No,40.79192345,35.0,7.0,No,4.0,No,No,68,162.0
861,111,10035,No,No,40.79588085,35.0,7.0,No,4.0,No,No,68,178.0
817,111,10035,No,No,40.79688867,35.0,7.0,No,4.0,No,No,68,178.0
398,101,10013,No,No,40.71639577,32.0,56.0,No,4.0,No,No,66,21.0
338,107,10023,No,No,40.78146206,19.0,20.0,No,4.0,No,No,67,163.0
879,111,10035,No,No,40.79562397,35.0,7.0,No,4.0,No,No,68,178.0
663,111,10029,No,No,40.78321209,35.0,7.0,No,4.0,No,No,68,162.0
44,101,10004,No,No,40.70574309,32.0,56.0,No,4.0,No,No,65,13.0
292,104,10019,No,No,40.77017914,19.0,12.0,No,4.0,No,No,67,135.0
580,111,10035,No,No,40.79613557,35.0,7.0,No,4.0,No,No,68,178.0
46,112,10032,No,No,40.83437147,23.0,47.0,No,4.0,No,No,71,241.0
189,103,10009,No,No,40.72351495,50.0,70.0,No,4.0,No,No,65,32.0
866,111,10035,No,No,40.79584107,35.0,7.0,No,4.0,No,No,68,178.0
242,111,10029,No,No,40.78595316,35.0,7.0,No,4.0,No,No,68,162.0
705,111,10029,No,No,40.79447612,35.0,7.0,No,4.0,No,No,68,178.0
788,107,10025,No,No,40.78985232,19.0,20.0,No,4.0,No,No,69,177.0
709,111,10029,No,No,40.79447612,35.0,7.0,No,4.0,No,No,68,178.0
383,101,10007,No,No,40.71686225,32.0,56.0,No,4.0,No,No,66,21.0
91,112,10032,No,No,40.83334211,23.0,47.0,No,4.0,No,No,71,241.0
806,107,10025,No,No,40.78929202,19.0,20.0,No,4.0,No,No,69,177.0
171,103,10003,No,No,40.7285216,50.0,70.0,No,4.0,No,No,66,40.0
794,107,10025,No,No,40.78968203,19.0,20.0,No,4.0,No,No,69,177.0
48574,0,10023,No,No,40.77329488,19.0,20.0,No,4.0,No,No,0,
97,109,10032,No,No,40.83305718,23.0,37.0,No,4.0,No,No,71,241.0
949,107,10024,No,No,40.78911954,19.0,20.0,No,4.0,No,No,69,177.0
819,111,10035,No,No,40.79687492,35.0,7.0,No,4.0,No,No,68,178.0
644,103,10002,No,No,40.72011727,32.0,70.0,No,4.0,No,No,65,3001.0
739,111,10029,No,No,40.79192345,35.0,7.0,No,4.0,No,No,68,162.0
835,107,10024,No,No,40.78884214,19.0,20.0,No,4.0,No,No,69,177.0
881,111,10029,No,No,40.79571742,35.0,7.0,No,4.0,No,No,68,178.0
401,101,10013,No,No,40.7162916,32.0,56.0,No,4.0,No,No,66,21.0
647,107,10024,No,No,40.78667227,19.0,20.0,No,4.0,No,No,69,173.0
517,111,10029,No,No,40.78932195,35.0,7.0,No,4.0,No,No,68,162.0
556,111,10029,No,No,40.79111407,35.0,7.0,No,4.0,No,No,68,162.0
504,111,10029,No,No,40.79003856,35.0,7.0,No,4.0,No,No,68,170.0
510,111,10029,No,No,40.79107293,35.0,7.0,No,4.0,No,No,68,170.0
672,111,10029,No,No,40.78755551,35.0,7.0,No,4.0,No,No,68,164.0
740,102,10014,No,No,40.73300462,10.0,57.0,No,4.0,No,No,66,75.0
233,111,10029,No,No,40.78595316,35.0,7.0,Yes,4.0,No,No,68,162.0
744,102,10014,No,No,40.7329195,10.0,57.0,No,4.0,No,No,66,75.0
868,111,10029,No,No,40.79574491,35.0,7.0,No,4.0,No,No,68,178.0
564,111,10029,No,No,40.79192345,35.0,7.0,No,4.0,No,No,68,162.0
576,111,10035,No,No,40.79658868,35.0,7.0,No,4.0,No,No,68,178.0
157,107,10024,No,No,40.78559721,19.0,20.0,No,4.0,No,No,67,171.0
360,101,10007,No,No,40.7142025,32.0,56.0,No,4.0,No,No,66,21.0
804,107,10025,No,No,40.7893442,19.0,20.0,No,4.0,No,No,69,177.0
466,110,10027,No,No,40.80791632,36.0,18.0,No,4.0,No,No,70,257.0
832,111,10035,No,No,40.79686121,35.0,7.0,No,4.0,No,No,68,178.0
609,111,10035,No,No,40.79556229,35.0,7.0,No,4.0,No,No,68,178.0
516,111,10029,No,No,40.79040896,35.0,7.0,No,4.0,No,No,68,170.0
49038,0,0,No,No,0.0,,,No,,No,No,0,
308,111,10029,No,No,40.79226005,35.0,7.0,No,4.0,No,No,68,162.0
262,111,10029,No,No,40.78498462,35.0,7.0,No,4.0,No,No,68,162.0
754,111,10035,No,No,40.79684746,35.0,7.0,No,4.0,No,No,68,178.0
741,102,10014,No,No,40.7329195,10.0,57.0,No,4.0,No,No,66,75.0
69,102,10014,No,No,40.73269452,10.0,57.0,No,4.0,No,No,66,73.0
494,107,10024,No,No,40.78839773,19.0,20.0,No,4.0,No,No,69,173.0
400,101,10007,No,No,40.71601698,32.0,56.0,No,4.0,No,No,66,21.0
250,111,10029,No,No,40.78595316,35.0,7.0,No,4.0,No,No,68,162.0
435,110,10026,No,No,40.80203049,36.0,18.0,No,4.0,No,No,70,19702.0
55,112,10032,No,No,40.8349923,23.0,47.0,No,4.0,No,No,71,241.0
467,110,10027,No,No,40.80797668,36.0,18.0,No,4.0,No,No,70,257.0
3,318,11234,No,No,40.6196936,8.0,5.0,No,2.0,No,No,59,706.0
828,102,10014,No,No,40.73278496,10.0,57.0,No,4.0,No,No,66,75.0
538,108,10029,No,No,40.78319837,1.0,23.0,No,4.0,No,No,68,152.0
706,111,10029,No,No,40.79447612,35.0,7.0,No,4.0,No,No,68,178.0
833,107,10024,No,No,40.78806248,19.0,20.0,No,4.0,No,No,69,177.0
100,112,10032,No,No,40.83430943,23.0,47.0,No,4.0,No,No,71,241.0
593,111,10035,No,No,40.79596862,35.0,7.0,No,4.0,No,No,68,178.0
657,111,10029,No,No,40.78321209,35.0,7.0,No,4.0,No,No,68,162.0
304,111,10029,No,No,40.78918252,35.0,7.0,No,4.0,No,No,68,162.0
489,107,10024,No,No,40.788189,19.0,20.0,No,4.0,No,No,69,173.0
