objectid_1,cb_num,zipcode,inf_outlet,wire_2nd,latitude,:@computed_region_92fq_4b7q,:@computed_region_f5dn_yrer,inf_canopy,:@computed_region_yeji_bk3q,inf_paving,wire_prime,st_assem,census_tract
597,111,10035,No,No,40.7955458,35.0,7.0,No,4.0,No,No,68,178.0
456,110,10026,No,No,40.80784255,36.0,18.0,No,4.0,No,No,70,257.0
345,101,10006,No,No,40.7080815,32.0,56.0,No,4.0,No,No,65,13.0
572,111,10029,No,No,40.79226005,35.0,7.0,No,4.0,No,No,68,162.0
908,104,10019,No,No,40.77178498,19.0,12.0,No,4.0,No,No,67,151.0
953,107,10024,No,No,40.7898698,19.0,20.0,No,4.0,No,No,69,177.0
587,111,10035,No,No,40.79628124,35.0,7.0,No,4.0,No,No,68,178.0
204,103,10009,No,No,40.72368243,50.0,70.0,No,4.0,No,No,65,32.0
298,111,10029,No,No,40.79226005,35.0,7.0,No,4.0,No,No,68,162.0
48905,0,0,No,No,0.0,,,No,,No,No,0,
588,111,10035,No,No,40.79611678,35.0,7.0,No,4.0,No,No,68,178.0
48497,0,10023,No,No,40.77234,19.0,20.0,No,4.0,No,No,0,
834,107,10024,No,No,40.78882292,19.0,20.0,No,4.0,No,No,69,177.0
39,112,10032,No,No,40.8349923,23.0,47.0,No,4.0,No,No,71,241.0
201,103,10009,No,No,40.72397896,50.0,70.0,No,4.0,No,No,65,32.0
172,103,10003,No,No,40.7285216,50.0,70.0,No,4.0,No,No,66,40.0
290,111,10029,No,No,40.79226005,35.0,7.0,No,4.0,No,No,68,162.0
8,318,11234,No,No,40.61848954,8.0,5.0,No,2.0,No,Yes,59,698.0
493,107,10024,No,No,40.78834555,19.0,20.0,Yes,4.0,No,No,69,173.0
26,103,10003,No,No,40.72964959,50.0,70.0,No,4.0,No,No,66,40.0
550,111,10029,No,No,40.79111407,35.0,7.0,No,4.0,No,No,68,162.0
934,104,10019,Yes,No,40.76961654,19.0,12.0,No,4.0,No,No,67,135.0
595,111,10035,No,No,40.79565572,35.0,7.0,No,4.0,No,No,68,178.0
126,107,10024,No,No,40.78614649,19.0,20.0,No,4.0,No,No,67,171.0
962,107,10024,No,No,40.78924088,19.0,20.0,No,4.0,No,No,69,177.0
358,101,10007,No,No,40.7142025,32.0,56.0,No,4.0,No,No,66,21.0
399,101,10013,No,No,40.71674436,32.0,56.0,No,4.0,No,No,66,21.0
838,107,10024,No,No,40.78893003,19.0,20.0,No,4.0,No,No,69,177.0
796,107,10025,No,No,40.78986606,19.0,20.0,No,4.0,No,No,69,177.0
483,107,10024,No,No,40.78804892,19.0,20.0,Yes,4.0,No,No,69,173.0
95,112,10032,No,No,40.83334211,23.0,47.0,No,4.0,No,No,71,241.0
174,103,10003,No,No,40.72828009,50.0,70.0,No,4.0,No,No,66,34.0
634,103,10002,No,No,40.71885727,32.0,70.0,No,4.0,No,No,65,1402.0
520,111,10029,No,No,40.78934943,35.0,7.0,No,4.0,No,No,68,162.0
808,111,10035,No,No,40.79710579,35.0,7.0,No,4.0,No,No,68,178.0
48572,0,10023,No,No,40.77329488,19.0,20.0,No,4.0,No,No,0,
917,104,10019,Yes,No,40.76953967,19.0,12.0,No,4.0,No,No,67,135.0
206,111,10029,No,No,40.783954,35.0,7.0,No,4.0,No,No,68,15602.0
675,107,10024,No,No,40.78665651,19.0,20.0,No,4.0,No,No,69,169.0
963,103,10003,No,No,40.72756983,50.0,70.0,No,4.0,No,No,66,38.0
911,104,10019,No,No,40.77178498,19.0,12.0,No,4.0,No,No,67,151.0
950,107,10024,No,No,40.78919095,19.0,20.0,No,4.0,No,No,69,177.0
625,107,10024,No,No,40.78821645,19.0,20.0,No,4.0,No,No,69,177.0
956,107,10024,No,No,40.7898698,19.0,20.0,Yes,4.0,No,No,69,177.0
755,111,10029,No,No,40.79192345,35.0,7.0,No,4.0,No,No,68,162.0
805,107,10025,No,No,40.78931124,19.0,20.0,No,4.0,No,No,69,177.0
577,111,10035,No,No,40.79655849,35.0,7.0,No,4.0,No,No,68,178.0
48906,0,0,No,No,0.0,,,No,,No,No,0,
869,111,10035,No,No,40.79573388,35.0,7.0,No,4.0,No,No,68,178.0
553,111,10029,No,No,40.79192345,35.0,7.0,No,4.0,No,No,68,162.0
865,111,10035,No,No,40.79531841,35.0,7.0,No,4.0,No,No,68,178.0
152,107,10024,No,No,40.78633311,19.0,20.0,No,4.0,No,No,67,171.0
5,318,11234,No,No,40.61609332,8.0,5.0,No,2.0,Yes,No,59,706.0
195,103,10009,No,No,40.72356437,50.0,70.0,No,4.0,No,No,65,32.0
315,111,10029,No,No,40.78856456,35.0,7.0,No,4.0,No,No,68,162.0
329,101,10013,No,No,40.71654407,32.0,56.0,No,4.0,No,No,66,39.0
309,111,10029,No,No,40.79226005,35.0,7.0,No,4.0,No,No,68,162.0
846,107,10024,No,No,40.7889987,19.0,20.0,No,4.0,No,No,69,177.0
818,111,10035,No,No,40.79686118,35.0,7.0,No,4.0,No,No,68,178.0
890,111,10029,No,No,40.79428958,35.0,7.0,No,4.0,No,No,68,178.0
158,107,10024,No,No,40.78533101,19.0,20.0,No,4.0,No,No,67,171.0
391,101,10007,No,No,40.71601698,32.0,56.0,No,4.0,No,No,66,21.0
918,104,10019,No,No,40.77178498,19.0,12.0,No,4.0,No,No,67,151.0
480,107,10024,No,No,40.78272999,19.0,20.0,No,4.0,No,No,67,163.0
786,107,10025,No,No,40.78983584,19.0,20.0,No,4.0,No,No,69,177.0
730,111,10029,No,No,40.79192345,35.0,7.0,No,4.0,No,No,68,162.0
93,112,10032,No,No,40.83334211,23.0,47.0,No,4.0,No,No,71,241.0
820,111,10035,No,No,40.79684744,35.0,7.0,No,4.0,No,No,68,178.0
161,107,10024,No,No,40.78682118,19.0,20.0,No,4.0,No,No,67,171.0
523,111,10029,No,No,40.78629769,35.0,7.0,No,4.0,Yes,No,68,162.0
427,110,10026,No,No,40.80215603,36.0,18.0,No,4.0,No,No,70,19702.0
165,107,10024,No,No,40.78665651,19.0,20.0,No,4.0,No,No,69,169.0
264,111,10029,No,No,40.78498462,35.0,7.0,No,4.0,No,No,68,162.0
407,101,10013,No,No,40.71615975,32.0,56.0,No,4.0,No,No,66,21.0
637,103,10002,No,No,40.71996632,32.0,70.0,No,4.0,No,No,65,3001.0
473,107,10024,No,No,40.78263119,19.0,20.0,No,4.0,No,No,67,163.0
664,111,10029,No,No,40.78321209,35.0,7.0,No,4.0,No,No,68,162.0
905,104,10019,No,No,40.77178498,19.0,12.0,No,4.0,No,No,67,151.0
122,102,10014,No,No,40.73273295,10.0,57.0,No,4.0,No,No,66,73.0
199,103,10009,No,No,40.72179396,50.0,70.0,No,4.0,No,No,74,2202.0
923,104,10019,Yes,No,40.76953967,19.0,12.0,No,4.0,No,No,67,135.0
888,111,10029,No,No,40.79499029,35.0,7.0,No,4.0,No,No,68,178.0
584,111,10035,No,No,40.79589729,35.0,7.0,No,4.0,No,No,68,178.0
725,111,10029,No,No,40.7941091,35.0,7.0,No,4.0,No,No,68,178.0
811,107,10025,No,No,40.7893442,19.0,20.0,No,4.0,No,No,69,177.0
701,111,10035,No,No,40.79491484,35.0,7.0,No,4.0,No,No,68,178.0
267,111,10029,No,No,40.78498462,35.0,7.0,No,4.0,No,No,68,162.0
431,110,10026,No,No,40.80285919,36.0,18.0,No,4.0,No,No,70,19702.0
111,102,10014,No,No,40.73255461,10.0,57.0,No,4.0,No,No,66,73.0
300,111,10029,No,No,40.79226005,35.0,7.0,Yes,4.0,No,No,68,162.0
618,107,10024,No,No,40.78824941,19.0,20.0,No,4.0,No,No,69,177.0
193,103,10009,No,No,40.72151664,50.0,70.0,No,4.0,No,No,74,2202.0
328,101,10013,No,No,40.71639863,32.0,56.0,No,4.0,No,No,66,39.0
448,110,10026,No,No,40.80376199,36.0,18.0,No,4.0,No,No,70,20102.0
14,312,11219,No,No,40.63178585,18.0,2.0,No,2.0,No,No,48,216.0
693,107,10024,No,No,40.78851166,19.0,20.0,No,4.0,No,No,67,175.0
120,102,10014,No,No,40.73259292,10.0,57.0,No,4.0,No,No,66,73.0
88,112,10032,No,No,40.83334211,23.0,47.0,No,4.0,No,No,71,241.0
32,101,10006,No,No,40.70643443,32.0,56.0,No,4.0,No,No,65,13.0
163,107,10024,No,No,40.78665651,19.0,20.0,No,4.0,No,No,69,169.0
66,112,10032,No,No,40.83454704,23.0,47.0,No,4.0,No,No,71,241.0
878,111,10035,No,No,40.79562397,35.0,7.0,No,4.0,No,No,68,178.0
48995,0,0,No,No,0.0,,,No,,No,No,0,
376,101,10007,No,No,40.71376344,32.0,56.0,No,4.0,No,No,66,21.0
219,111,10029,No,No,40.78603274,35.0,7.0,No,4.0,No,No,68,164.0
527,108,10029,No,No,40.78319837,1.0,23.0,No,4.0,No,No,68,152.0
392,101,10007,No,No,40.71601698,32.0,56.0,No,4.0,No,No,66,21.0
528,111,10029,No,No,40.78549172,35.0,7.0,No,4.0,No,No,68,162.0
719,111,10029,No,No,40.79428958,35.0,7.0,No,4.0,No,No,68,178.0
463,107,10023,No,No,40.78184903,19.0,20.0,No,4.0,No,No,67,163.0
899,111,10029,No,No,40.79512494,35.0,7.0,No,4.0,No,No,68,178.0
685,107,10024,No,No,40.78783657,19.0,20.0,No,4.0,No,No,67,175.0
855,111,10035,No,No,40.79715804,35.0,7.0,No,4.0,No,No,68,178.0
137,103,10002,No,No,40.71949707,32.0,70.0,No,4.0,No,No,65,1402.0
