dbn,q157_how_many_adults_at_this,q78_in_planning_my_last,q173_adults_at_this_school_1,q103_in_planning_my_last,q58_overall_my_professional,q27_i_feel_respected_by_other,q64_the_principal_school_1,q64_the_principal_school,q22_i_would_recommend_this,q128_in_planning_my_last_1,q36_the_principal_school_1,q118_in_planning_my_last,q84_in_planning_my_last,q107_in_planning_my_last_1,q99_in_planning_my_last,q95_in_planning_my_last,q85_in_planning_my_last,q119_in_planning_my_last,q29_i_would_recommend_this,q155_how_many_adults_at_this,q140_discipline_is_applied_1,q108_in_planning_my_last_1,q18_central_doe_employees_1,q144_how_many_students_in_1,q62_the_principal_school_1,q51_at_this_school_curriculum_1,q12_i_am_able_to_apply_my_1,q151_how_many_adults_at_this_1,q91_in_planning_my_last_1,q112_in_planning_my_last,q26_teachers_respect_other_1,q72_how_much_influence_do,q50_at_this_school_teachers_1,q172_adults_at_this_school_1,q19_the_chancellor_is_an_1,q28_teachers_at_this_school_1,q68_the_principal_assistant,q59_overall_my_professional_1,q53_at_this_school_teachers,q5_i_am_able_to_receive_1,q139_how_many_students_in_1,q59_overall_my_professional,q95_in_planning_my_last_1,q87_in_planning_my_last,q54_at_this_school_school,q141_behavioral_supports,q146_how_many_students_in_1,q115_in_planning_my_last_1,q147_how_many_students_in,q96_in_planning_my_last,q92_in_planning_my_last,q66_the_principal_assistant,q113_in_planning_my_last,q32_the_principal_school,q174_adults_at_this_school_1,q111_in_planning_my_last_1,q137_how_many_students_in,q75_the_performance_of_the,q2_how_many_teachers_at_this,q116_in_planning_my_last_1,q156_how_many_adults_at_this_1,q89_in_planning_my_last_1,q153_how_many_adults_at_this,q148_how_many_students_in,q76_the_performance_of_the,q68_the_principal_assistant_1,q120_in_planning_my_last,q167_my_students_are_safe,q137_how_many_students_in_1,q63_the_principal_school,q24_it_s_ok_in_this_school,q122_in_planning_my_last_1,q161_it_s_a_priority_at_this,q5_i_am_able_to_receive,q67_the_principal_assistant,q133_in_planning_my_last_1,q44_this_school_has_well,q82_in_planning_my_last,q30_i_feel_respected_by_the,q94_in_planning_my_last_1,q141_behavioral_supports_1,q19_the_chancellor_is_an,q37_the_principal_school,q41_at_this_school_students,q20_i_trust_the_chancellor_1,q151_how_many_adults_at_this,q133_in_planning_my_last,q174_adults_at_this_school,q144_how_many_students_in,q157_how_many_adults_at_this_1,q113_in_planning_my_last_1,q90_in_planning_my_last_1,q31_the_principal_school,q166_my_students_are_safe_1,q39_in_this_school_the_staff_1,q155_how_many_adults_at_this_1,q37_the_principal_school_1,q35_the_principal_school_1,q55_at_this_school_the,q58_overall_my_professional_1,q163_at_this_program_teachers_1,q168_my_students_are_safe_1,q66_the_principal_assistant_1,q13_i_am_able_to_develop_1,q15_i_am_able_to_distinguish_1,q41_at_this_school_students_1,q16_i_feel_respected_by_the,q176_adults_at_this_school,q156_how_many_adults_at_this,q124_in_planning_my_last_1,q93_in_planning_my_last,q149_how_many_students_in_1,q104_in_planning_my_last,q119_in_planning_my_last_1,q53_at_this_school_teachers_1,q102_in_planning_my_last_1,q145_how_many_students_in,q152_how_many_adults_at_this_1,q160_it_s_a_priority_at_this_1,q71_the_principal_assistant_1,q6_i_am_able_to_use_my_1,q138_how_many_students_in,q49_at_this_school_teachers_1,q83_in_planning_my_last_1,q20_i_trust_the_chancellor,q9_i_am_able_to_affirm_racial,q73_how_much_influence_do,q3_how_many_teachers_at_this_1,q73_how_much_influence_do_1,q35_the_principal_school,q127_in_planning_my_last,q97_in_planning_my_last_1
11X357,1.0,,0.0,1.0,0.89,0.89,0.0,1.0,1.0,0.16,0.04,1.0,,0.12,,,1.0,1.0,0.96,0.92,0.08,0.0,,0.31,0.0,0.04,0.0,0.0,,1.0,0.04,0.93,0.04,0.0,,0.07,1.0,0.11,1.0,0.04,0.14,0.89,,1.0,1.0,,0.23,0.0,0.86,,,0.96,1.0,1.0,0.0,0.0,0.93,0.7,0.93,0.0,0.04,0.0,0.88,0.71,0.76,0.0,1.0,1.0,0.07,1.0,0.89,0.0,,0.96,0.96,0.0,0.96,1.0,1.0,,,,1.0,1.0,,1.0,1.0,0.0,0.69,0.0,0.0,0.0,0.96,0.05,0.0,0.08,0.0,0.0,1.0,0.11,,0.0,0.04,0.04,0.0,0.0,,0.0,0.96,0.06,,0.08,1.0,0.0,0.0,,1.0,0.08,,0.0,0.0,0.82,0.04,0.0,,1.0,1.0,0.07,0.0,1.0,0.89,0.0
17K705,1.0,,0.0,,0.95,1.0,0.0,1.0,1.0,0.07,0.0,,,,,,,,1.0,1.0,0.06,,,0.33,0.0,0.0,0.0,0.0,,,0.0,0.95,0.0,0.0,,0.0,0.95,0.1,1.0,0.0,0.11,0.9,,,1.0,,0.33,,0.74,,,1.0,,1.0,0.0,,0.89,1.0,0.95,,0.0,,0.94,0.67,1.0,0.05,,1.0,0.11,1.0,1.0,,,1.0,1.0,0.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,0.0,0.67,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,,0.0,0.0,0.05,0.0,0.0,,0.0,1.0,0.07,,0.22,,,0.0,,0.79,0.0,,0.05,0.0,0.79,0.0,,,1.0,0.95,0.0,0.05,1.0,0.93,
01M064,0.91,,0.0,,0.91,0.91,0.0,1.0,0.91,0.0,0.05,,,,,,,,0.86,0.82,0.1,,,0.24,0.0,0.0,0.05,0.14,,,0.09,0.73,0.0,0.0,,0.14,0.95,0.09,0.95,0.05,0.23,0.91,,,1.0,,0.38,,0.77,,,1.0,,0.95,0.0,,0.82,0.82,0.73,,0.14,,0.91,0.64,0.85,0.05,,1.0,0.18,0.95,0.82,,,0.95,0.86,0.0,1.0,,0.91,,,,0.95,1.0,,0.86,1.0,0.0,0.76,0.09,,,0.95,0.0,0.0,0.18,0.05,0.05,1.0,0.09,,0.0,0.0,0.0,0.0,0.0,,0.0,0.86,0.0,,0.3,,,0.05,,0.86,0.14,,0.09,0.0,0.73,0.05,,,0.95,0.77,0.18,0.23,0.95,0.94,
02M546,1.0,0.0,0.0,,0.78,0.91,0.09,0.91,0.91,0.18,0.09,1.0,,,,,,0.8,0.96,1.0,0.13,,,0.35,0.09,0.18,0.13,0.0,,,0.09,1.0,0.18,0.0,,0.09,0.87,0.22,0.96,0.09,0.41,0.78,,,0.96,0.0,0.26,0.0,0.65,,,0.96,,0.96,0.0,,0.82,1.0,0.91,0.0,0.05,,0.9,0.61,0.73,0.13,1.0,0.0,0.18,0.96,0.87,0.0,0.0,0.91,0.78,0.09,0.83,,0.96,,0.0,,1.0,0.96,,1.0,0.91,1.0,0.65,0.0,,,0.91,0.0,0.04,0.0,0.0,0.04,0.96,0.22,0.0,0.0,0.04,0.09,0.05,0.04,,1.0,0.95,0.18,,0.48,,0.2,0.04,,0.96,0.09,0.0,0.17,0.05,0.45,0.13,,,0.95,1.0,0.13,0.0,0.96,0.82,
15K418,0.9,1.0,0.0,,0.89,0.95,0.05,0.95,0.95,0.0,0.1,,,,,,,,0.95,0.8,0.07,,,0.47,0.0,0.11,0.05,0.16,,,0.1,0.9,0.05,0.0,,0.05,0.9,0.1,1.0,0.0,0.1,0.9,,,1.0,1.0,0.33,,0.95,,,0.95,,0.95,0.0,,0.95,0.77,0.8,,0.05,,0.9,0.7,0.77,0.1,,1.0,0.05,0.9,0.9,,1.0,1.0,0.9,0.0,1.0,,0.95,,0.0,,0.95,1.0,,0.84,1.0,0.0,0.53,0.1,,,0.95,0.0,0.0,0.2,0.05,0.0,0.9,0.11,0.0,0.0,0.05,0.06,0.0,0.0,,0.0,0.95,0.08,,0.27,,,0.0,,0.9,0.1,0.0,0.15,0.0,0.7,0.05,,,1.0,0.9,0.15,0.1,1.0,1.0,
12X550,1.0,0.0,0.05,1.0,0.95,1.0,0.05,0.95,1.0,0.0,0.0,,,0.0,,,,,1.0,1.0,0.05,0.0,,0.09,0.05,0.05,0.05,0.0,,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.05,0.05,1.0,,,1.0,0.0,0.14,,0.95,,,1.0,1.0,0.95,0.05,0.0,1.0,0.89,0.96,,0.0,,1.0,0.91,0.94,0.0,,0.0,0.0,0.95,1.0,,0.0,0.95,1.0,0.0,0.95,,0.95,,0.0,,0.95,0.95,,1.0,1.0,0.95,0.91,0.0,0.0,,0.95,0.0,0.0,0.0,0.05,0.05,0.95,0.05,0.0,0.0,0.0,0.09,0.05,0.05,,0.95,1.0,0.0,,0.09,1.0,,0.0,,1.0,0.0,0.0,0.05,0.05,0.86,0.0,,,0.95,1.0,0.0,0.0,0.95,1.0,
15K423,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,,0.0,,,,,1.0,1.0,0.0,0.0,,0.06,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.06,1.0,,,1.0,0.0,0.06,,0.94,,,1.0,1.0,1.0,0.0,0.0,0.94,0.71,1.0,,0.0,,1.0,0.94,0.77,0.0,,0.0,0.06,1.0,1.0,,0.0,1.0,1.0,0.0,1.0,,1.0,,0.0,,1.0,1.0,,1.0,1.0,1.0,0.94,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,,0.06,1.0,,0.0,,0.94,0.0,0.0,0.0,0.0,0.94,0.0,,,1.0,1.0,0.0,0.0,1.0,1.0,
KCBR,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,,0.0,0.0
02M519,0.88,0.0,0.0,,0.68,1.0,0.04,0.96,0.92,0.09,0.08,0.8,,,,,,0.8,0.84,0.8,0.28,,,0.12,0.12,0.04,0.09,0.04,,,0.0,0.92,0.04,0.0,,0.04,0.84,0.2,0.96,0.04,0.12,0.8,,,1.0,0.0,0.16,0.2,0.88,,,0.96,,0.92,0.0,,0.84,0.45,0.81,0.0,0.12,,0.92,0.72,0.25,0.16,1.0,0.0,0.16,0.92,0.92,0.0,0.0,0.96,0.92,0.0,0.92,,0.92,,0.0,,0.92,1.0,,0.96,1.0,1.0,0.88,0.12,,,0.92,0.0,0.0,0.2,0.08,0.08,0.92,0.32,0.0,0.0,0.04,0.0,0.0,0.0,,1.0,0.88,0.0,,0.28,,0.2,0.04,,0.92,0.0,0.0,0.12,0.04,0.72,0.15,,,1.0,0.92,0.15,0.08,0.92,1.0,
KCHJ,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,,0.0,0.0
01M839,0.94,0.0,0.0,1.0,0.62,0.88,0.24,0.76,0.94,,0.18,,,0.0,,,,,0.88,0.88,0.13,0.0,,0.0,0.12,0.0,0.0,0.0,,1.0,0.24,1.0,0.0,0.0,,0.18,0.75,0.41,1.0,0.06,0.19,0.59,,,0.94,0.0,0.31,,0.81,,,0.59,1.0,0.88,0.0,0.0,0.94,0.57,1.0,,0.12,,1.0,0.56,0.62,0.25,,0.0,0.06,0.76,0.71,,0.0,0.94,0.69,,0.94,,0.88,,0.0,,0.94,1.0,,1.0,,0.0,1.0,0.06,0.0,,0.88,0.0,0.0,0.12,0.06,0.24,0.94,0.38,0.0,0.0,0.41,0.07,0.0,0.0,,0.0,0.88,,,0.12,1.0,,0.0,,0.94,0.0,0.0,0.29,0.0,0.75,0.06,,,1.0,1.0,0.35,0.0,0.76,,
13K256,0.75,,0.0,0.0,0.92,1.0,0.08,0.92,0.92,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.92,0.55,0.0,0.0,,0.67,0.08,0.0,0.0,0.09,0.0,0.0,0.0,0.77,0.08,0.0,,0.08,0.92,0.17,1.0,0.0,0.17,0.83,,0.0,1.0,,0.5,0.0,0.58,,,1.0,0.0,1.0,0.0,0.0,0.75,0.73,0.77,0.0,0.17,0.0,0.73,0.33,0.75,0.08,0.0,1.0,0.25,1.0,0.92,0.0,,1.0,0.92,0.0,1.0,0.0,0.92,,,,1.0,1.0,,0.91,1.0,0.0,0.33,0.25,0.0,0.0,0.92,0.0,0.0,0.45,0.0,0.08,1.0,0.08,,0.0,0.0,0.0,0.0,0.0,,0.0,0.83,0.0,,0.42,0.0,0.0,0.0,,0.75,0.27,,0.08,0.0,0.75,0.0,0.0,,1.0,1.0,0.25,0.0,0.92,1.0,
19K502,0.93,0.0,0.0,,0.87,0.93,0.07,0.93,0.93,0.0,0.07,,,,,,,,0.93,0.87,0.0,,,0.2,0.0,0.08,0.0,0.07,,,0.13,1.0,0.08,0.0,,0.07,0.87,0.07,1.0,0.07,0.13,0.93,,,1.0,0.0,0.53,,0.73,,,0.93,,1.0,0.0,,0.93,0.77,0.8,,0.13,,0.87,0.47,0.77,0.13,,0.0,0.07,0.87,0.87,,0.0,0.93,0.87,0.2,0.93,,0.93,,0.0,,0.85,1.0,,0.93,0.8,1.0,0.8,0.07,,,0.87,0.0,0.07,0.13,0.15,0.13,1.0,0.13,0.0,0.0,0.07,0.0,0.0,0.0,,1.0,0.87,0.0,,0.47,,,0.0,,0.87,0.13,0.0,0.13,0.0,0.93,0.07,,,0.93,1.0,0.2,0.0,0.87,1.0,
07X031,0.76,,0.0,0.92,0.82,0.95,0.02,0.98,0.93,0.06,0.0,1.0,1.0,0.0,1.0,0.9,1.0,1.0,0.88,0.77,0.11,0.0,,0.22,0.03,0.2,0.02,0.08,0.0,0.92,0.07,0.71,0.2,0.0,,0.09,0.95,0.18,0.95,0.07,0.24,0.82,0.1,0.88,1.0,1.0,0.42,0.0,0.66,0.9,0.9,0.98,1.0,1.0,0.0,0.0,0.78,0.86,0.84,0.11,0.21,0.0,0.83,0.54,0.89,0.05,0.89,1.0,0.22,0.92,0.95,0.11,,0.93,0.95,0.05,0.9,1.0,1.0,0.0,0.0,,1.0,0.98,,0.92,0.95,0.0,0.78,0.24,0.0,0.0,1.0,0.28,0.02,0.23,0.0,0.0,0.93,0.18,,0.0,0.02,0.02,0.05,0.02,,0.0,0.79,0.0,1.0,0.42,1.0,0.0,0.05,0.0,0.8,0.14,,0.07,0.05,0.61,0.14,0.12,,0.98,0.78,0.09,0.22,1.0,0.89,0.0
KACI,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,,0.0,0.0
02M288,0.58,0.0,0.18,,0.69,0.85,0.38,0.62,0.62,0.17,0.15,,,,,,,,0.69,0.83,0.18,,,0.36,0.31,0.31,0.08,0.25,,,0.23,0.92,0.15,0.09,,0.15,0.85,0.31,0.92,0.17,0.33,0.69,,,0.92,0.0,0.18,,0.75,,,0.69,,0.77,0.09,,0.83,0.67,0.54,,0.17,,0.67,0.67,0.64,0.15,,0.0,0.17,0.77,0.69,,0.0,0.83,0.69,0.2,0.62,,0.77,,0.0,,0.85,1.0,,0.75,0.8,0.91,0.64,0.42,,,0.69,0.0,0.08,0.17,0.15,0.23,0.85,0.31,0.0,0.0,0.31,0.08,0.0,0.0,,0.89,0.83,0.17,,0.45,,,0.08,,0.75,0.25,0.0,0.31,0.0,0.58,0.23,,,0.92,0.92,0.54,0.08,0.77,0.83,
10X442,0.89,0.0,0.0,1.0,0.97,0.93,0.03,0.97,0.93,0.0,0.07,,,0.0,,,,,0.9,0.77,0.07,0.0,,0.29,0.07,0.08,0.0,0.07,,1.0,0.03,1.0,0.04,0.0,,0.07,0.97,0.03,0.86,0.07,0.25,0.97,,,0.97,0.0,0.32,,0.86,,,0.93,1.0,0.97,0.0,0.0,0.96,0.75,0.79,,0.14,,0.89,0.71,0.76,0.03,,0.0,0.04,1.0,0.9,,0.0,0.93,0.9,0.0,0.86,,0.9,,0.0,,0.97,1.0,,0.93,1.0,1.0,0.71,0.11,0.0,,0.97,0.0,0.03,0.23,0.03,0.07,1.0,0.03,0.0,0.0,0.07,0.07,0.04,0.0,,1.0,0.86,0.0,,0.21,1.0,,0.14,,0.93,0.07,0.0,0.07,0.03,0.64,0.03,,,0.97,1.0,0.21,0.0,0.93,1.0,
KCOI,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,,0.0,0.0
15K462,0.87,0.0,0.0,1.0,0.5,0.77,0.24,0.76,0.69,,0.42,0.6,,0.0,,,,0.8,0.76,0.74,0.29,0.17,,0.25,0.36,0.4,0.12,0.09,,0.83,0.36,0.88,0.25,0.05,,0.2,0.71,0.6,0.83,0.08,0.33,0.4,,,0.92,0.0,0.38,0.4,0.62,,,0.71,1.0,0.73,0.0,0.0,0.79,0.47,0.56,0.4,0.26,,0.91,0.46,0.59,0.29,0.6,0.0,0.21,0.71,0.58,0.0,0.0,0.92,0.58,,0.85,,0.8,,0.0,,0.64,0.92,,0.91,,1.0,0.75,0.13,0.0,,0.56,0.0,0.0,0.26,0.36,0.38,0.79,0.5,0.0,0.0,0.29,0.08,0.12,0.08,,1.0,0.74,,,0.62,1.0,0.2,0.17,,0.79,0.13,0.0,0.33,0.0,0.58,0.28,,,1.0,0.96,0.4,0.04,0.62,,
02M131,0.79,0.0,0.0,1.0,0.83,0.96,0.08,0.92,0.88,0.14,0.04,1.0,,0.0,,,,0.86,1.0,0.88,0.17,0.0,,0.25,0.0,0.09,0.12,0.12,,1.0,0.04,0.96,0.04,0.0,,0.0,1.0,0.12,0.92,0.04,0.43,0.88,,,0.96,0.0,0.46,0.0,0.79,,,0.88,1.0,0.96,0.0,0.0,0.83,0.73,0.92,0.14,0.08,,0.83,0.5,0.73,0.0,1.0,0.0,0.17,1.0,0.96,0.0,0.0,0.96,0.96,0.0,0.96,,1.0,,0.0,,1.0,1.0,,0.88,1.0,0.0,0.75,0.21,0.0,,0.96,0.0,0.0,0.12,0.0,0.04,1.0,0.17,0.0,0.0,0.12,0.14,0.04,0.0,,0.0,0.92,0.0,,0.38,1.0,0.14,0.08,,0.79,0.13,0.0,0.12,0.0,0.46,0.04,,,0.96,1.0,0.17,0.0,0.96,0.86,
10X391,0.82,0.0,0.0,0.9,0.94,1.0,0.09,0.91,0.91,0.0,0.03,1.0,,0.0,,,,1.0,0.94,0.88,0.1,0.1,,0.24,0.0,0.1,0.09,0.12,,0.8,0.0,0.75,0.09,0.0,,0.03,0.9,0.03,0.94,0.09,0.3,0.97,,,1.0,0.0,0.48,0.0,0.64,,,0.97,0.8,0.91,0.0,0.1,0.73,0.91,0.8,0.0,0.09,,0.82,0.52,0.88,0.1,1.0,0.0,0.27,0.97,0.94,0.0,0.0,0.91,0.97,0.08,0.97,,0.94,,0.0,,0.94,1.0,,0.88,0.92,0.0,0.76,0.18,0.2,,1.0,0.0,0.03,0.12,0.06,0.03,0.97,0.06,0.0,0.0,0.03,0.12,0.06,0.0,,0.0,0.91,0.0,,0.5,1.0,0.0,0.06,,0.82,0.09,0.0,0.13,0.06,0.52,0.06,,,0.94,0.84,0.17,0.16,0.97,0.92,
02M158,1.0,,0.0,0.0,0.93,0.97,0.03,0.97,0.97,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.96,0.19,0.0,,0.35,0.03,0.04,0.1,0.0,0.0,0.0,0.0,0.72,0.08,0.0,,0.0,0.97,0.14,1.0,0.07,0.07,0.86,0.0,0.0,0.97,,0.31,0.0,0.83,0.0,0.0,0.97,0.0,0.9,0.0,0.0,0.9,0.93,0.97,0.0,0.03,0.0,0.89,0.72,0.76,0.03,0.0,1.0,0.1,1.0,1.0,0.0,,0.93,0.93,0.0,0.97,0.0,0.97,0.0,,,1.0,1.0,,1.0,1.0,0.0,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.04,0.0,0.0,0.97,0.07,,0.0,0.03,0.07,0.07,0.0,,0.0,0.97,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.9,0.03,,0.03,0.07,0.48,0.03,0.0,,0.93,0.93,0.03,0.07,1.0,1.0,0.0
09X324,0.93,0.0,0.0,1.0,0.79,1.0,0.25,0.75,0.8,0.0,0.17,1.0,1.0,0.0,1.0,0.86,1.0,1.0,0.8,0.86,0.15,0.0,,0.3,0.29,0.39,0.1,0.04,0.0,1.0,0.0,0.83,0.25,0.0,,0.0,0.75,0.21,0.93,0.1,0.3,0.79,0.14,1.0,0.97,0.0,0.33,0.0,0.79,0.86,1.0,0.75,1.0,0.87,0.0,0.0,0.81,0.62,0.87,0.12,0.07,0.0,0.93,0.46,0.54,0.25,0.88,0.0,0.19,0.86,0.9,0.12,0.0,0.9,0.75,0.17,0.77,1.0,0.8,0.0,0.0,,0.83,0.77,,0.96,0.83,1.0,0.7,0.07,0.0,0.0,0.73,0.0,0.03,0.14,0.17,0.21,0.7,0.21,0.0,0.0,0.25,0.13,0.06,0.23,,1.0,0.93,0.0,1.0,0.3,1.0,0.0,0.07,0.0,0.89,0.07,0.0,0.29,0.0,0.52,0.24,0.0,,1.0,0.86,0.06,0.14,0.79,1.0,0.0
16K040,0.94,,0.0,,0.94,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,0.94,0.82,0.0,,,0.27,0.06,0.06,0.0,0.06,,,0.0,0.94,0.0,0.0,,0.0,0.94,0.12,0.94,0.0,0.06,0.88,,,0.94,,0.2,,0.88,,,1.0,,1.0,0.0,,0.88,0.85,0.88,,0.06,,0.75,0.76,0.85,0.06,,1.0,0.12,1.0,1.0,,,1.0,0.94,0.0,0.94,,1.0,,,,1.0,0.94,,0.94,1.0,0.0,0.73,0.06,,,1.0,0.0,0.06,0.18,0.0,0.0,0.94,0.06,,0.0,0.0,0.0,0.0,0.06,,0.0,0.94,0.0,,0.13,,,0.06,,0.94,0.12,,0.06,0.0,0.82,0.0,,,1.0,0.94,0.18,0.06,1.0,1.0,
20K048,0.8,1.0,0.0,,0.86,0.87,0.05,0.95,0.93,0.08,0.04,,,,,,,,0.89,0.83,0.13,,,0.32,0.07,0.1,0.02,0.1,,,0.09,0.69,0.09,0.0,,0.13,0.95,0.14,0.98,0.04,0.21,0.86,,,1.0,0.6,0.42,,0.69,,,0.95,,0.96,0.0,,0.79,0.62,0.69,,0.12,,0.83,0.6,0.59,0.05,,1.0,0.21,0.93,0.87,,,0.96,0.93,0.05,0.91,,0.96,,0.4,,0.95,0.98,,0.9,0.95,0.0,0.68,0.2,,,0.96,0.03,0.09,0.17,0.05,0.04,0.98,0.14,,0.03,0.05,0.02,0.04,0.02,,0.0,0.88,0.05,,0.21,,,0.02,,0.81,0.12,,0.07,0.0,0.6,0.07,,,0.93,0.74,0.33,0.26,0.96,0.95,
KCHP,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,,0.0,0.0
10X437,0.96,0.0,0.0,,0.88,1.0,0.0,1.0,0.96,0.0,0.24,,,,1.0,1.0,,,0.88,0.96,0.04,,,0.1,0.04,0.05,0.17,0.0,,,0.0,1.0,0.05,0.0,,0.04,1.0,0.0,0.96,0.0,0.09,1.0,0.0,,1.0,0.0,0.17,,0.96,1.0,1.0,1.0,,0.96,0.0,,1.0,0.8,0.92,,0.04,,1.0,0.83,0.88,0.0,,0.0,0.0,0.96,0.88,,0.0,1.0,0.92,0.0,0.92,,0.76,0.0,0.0,,0.96,1.0,,1.0,1.0,1.0,0.9,0.04,,,0.96,0.0,0.0,0.04,0.04,0.0,1.0,0.12,0.0,0.0,0.0,0.04,0.04,0.0,,1.0,0.96,0.0,1.0,0.22,,,0.04,0.0,1.0,0.0,0.0,0.08,0.0,0.91,0.0,,,1.0,0.96,0.08,0.04,1.0,1.0,0.0
12X691,1.0,,0.0,,0.91,0.95,0.0,1.0,1.0,0.0,0.05,,,,,,,,1.0,0.95,0.0,,,0.21,0.05,0.06,0.05,0.0,,,0.09,0.86,0.17,0.0,,0.09,1.0,0.09,1.0,0.0,0.0,0.91,,,1.0,,0.26,,0.9,,,0.95,,0.95,0.0,,1.0,0.91,0.86,,0.0,,1.0,0.7,0.91,0.0,,1.0,0.0,0.95,0.86,,,1.0,1.0,0.0,1.0,,0.95,,,,1.0,1.0,,1.0,1.0,0.0,0.79,0.0,,,0.95,0.33,0.09,0.05,0.0,0.05,0.95,0.09,,0.0,0.05,0.0,0.0,0.0,,0.0,1.0,0.0,,0.32,,,0.0,,0.95,0.0,,0.05,0.0,0.75,0.09,,,1.0,0.86,0.1,0.14,0.95,1.0,
KBZU,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,,0.0,0.0
