dbn,school_name,q80_in_planning_my_last,q79_in_planning_my_last_1,q164_at_this_program_teachers,q24_it_s_ok_in_this_school_1,q162_at_the_beginning_of,q17_central_doe_employees_1,q163_at_this_program_teachers,q132_in_planning_my_last,q109_in_planning_my_last_1,q82_in_planning_my_last_1,q162_at_the_beginning_of_1,q7_i_am_able_to_modify_1,q60_overall_my_professional_1,q159_positive_behavior_1,q123_in_planning_my_last,q13_i_am_able_to_develop,q33_i_trust_the_principal,q47_at_this_school_once_we_1,q98_in_planning_my_last,q134_in_planning_my_last,q96_in_planning_my_last_1,q98_in_planning_my_last_1,q161_it_s_a_priority_at_this_1,q42_this_school_educates,q71_the_principal_assistant,q50_at_this_school_teachers,q99_in_planning_my_last_1,q83_in_planning_my_last,q92_in_planning_my_last_1,q54_at_this_school_school_1,q28_teachers_at_this_school,q74_how_much_influence_do,q159_positive_behavior,q94_in_planning_my_last,q65_the_principal_assistant_1,q160_it_s_a_priority_at_this,q109_in_planning_my_last,q166_my_students_are_safe,q102_in_planning_my_last,q10_i_am_able_to_empower,q148_how_many_students_in_1,q93_in_planning_my_last_1,q67_the_principal_assistant_1,q168_my_students_are_safe,q76_the_performance_of_the_1,q126_in_planning_my_last_1,q152_how_many_adults_at_this,q170_it_s_a_priority_at_this,q25_i_have_conversations_1,q18_central_doe_employees,q39_in_this_school_the_staff,q69_the_principal_assistant,q26_teachers_respect_other,q70_the_principal_school,q52_at_this_school_teachers,q97_in_planning_my_last,q120_in_planning_my_last_1,q74_how_much_influence_do_1,q170_it_s_a_priority_at_this_1,q22_i_would_recommend_this_1,q171_adults_at_this_school,q107_in_planning_my_last,q136_how_many_students_in,q55_at_this_school_the_1,q1_how_many_teachers_at_this_1,q25_i_have_conversations,q142_how_many_students_in,q176_adults_at_this_school_1,q42_this_school_educates_1,q121_in_planning_my_last,q175_adults_at_this_school,q81_in_planning_my_last,q105_in_planning_my_last_1,q149_how_many_students_in,q164_at_this_program_teachers_1,q84_in_planning_my_last_1,q56_at_this_school_school,q51_at_this_school_curriculum,q89_in_planning_my_last,q9_i_am_able_to_affirm_racial_1,q139_how_many_students_in,q143_how_many_students_in_1,q21_i_usually_look_forward_1,q124_in_planning_my_last,q138_how_many_students_in_1,q16_i_feel_respected_by_the_1,q116_in_planning_my_last,q4_how_many_teachers_at_this_1,q150_how_many_adults_at_this_1,q118_in_planning_my_last_1,q153_how_many_adults_at_this_1,q6_i_am_able_to_use_my,q172_adults_at_this_school
02M177,Yorkville East Middle School,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.08,0.0,,1.0,0.93,0.08,,,,,0.0,1.0,0.85,0.92,,,,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,,0.15,0.0,0.2,,1.0,1.0,0.0,,1.0,0.92,1.0,0.85,1.0,,,0.0,0.0,0.0,0.0,,0.83,0.0,0.14,1.0,0.83,0.0,0.0,,0.0,,,0.83,0.0,,1.0,0.82,,0.0,0.92,0.08,0.0,,0.33,,,0.0,0.0,,0.0,1.0,0.0
02M376,Nyc Ischool,0.0,0.0,0.0,0.03,0.0,,0.0,1.0,,0.14,0.0,0.03,0.13,0.0,0.86,1.0,1.0,0.03,1.0,1.0,0.0,0.0,0.0,1.0,0.9,0.73,0.0,1.0,0.0,0.0,0.94,0.94,0.0,1.0,0.1,0.0,,0.0,1.0,0.97,0.23,0.0,0.1,0.0,0.1,0.0,0.93,0.0,0.03,,1.0,0.84,0.97,0.74,0.94,0.83,0.14,0.06,0.0,0.0,1.0,,0.79,0.0,0.03,0.97,0.83,0.0,0.0,0.71,1.0,1.0,,0.76,0.0,0.0,1.0,0.72,1.0,0.03,0.75,0.23,0.0,1.0,0.29,,0.86,0.0,0.03,0.14,0.0,1.0,1.0
01M140,P.S. 140 Nathan Straus,,,0.0,0.1,0.0,,0.0,1.0,,,0.0,0.0,0.14,0.0,1.0,0.95,0.95,0.14,,1.0,,,0.0,1.0,0.9,0.86,,,,0.05,0.9,0.95,0.0,,0.0,0.0,,0.92,,1.0,0.5,,0.0,0.92,0.5,0.0,0.86,1.0,0.3,,0.95,0.95,0.9,0.9,0.95,,0.2,0.05,0.0,0.14,0.0,,0.41,0.05,0.06,0.7,0.86,0.0,0.0,0.8,0.0,,,0.5,0.0,,0.91,0.91,,0.0,0.68,0.41,0.0,0.92,0.45,,1.0,0.36,0.14,0.0,0.2,1.0,0.0
17K249,P.S. 249 The Caton,,,,0.09,,,,1.0,,0.0,,0.0,0.02,,,1.0,1.0,0.04,,1.0,,,,0.98,0.95,0.98,,0.0,,0.0,1.0,0.98,,,0.02,,,1.0,,1.0,0.26,,0.04,1.0,0.04,0.0,0.98,1.0,0.05,,1.0,0.98,0.98,0.93,1.0,,,0.02,0.0,0.0,0.0,,0.74,0.02,0.0,0.95,0.79,0.0,0.02,,0.0,0.0,,0.81,,0.0,1.0,1.0,0.0,0.0,0.82,0.25,0.02,1.0,0.19,,,0.04,0.02,,0.02,1.0,0.0
KBXV,Yeled V'Yalda,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0
18K588,Middle School For Art And Philosophy,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,,0.0,0.0,0.0,0.0,,1.0,0.87,0.07,,1.0,,,0.0,0.93,0.93,1.0,,,,0.0,1.0,0.93,0.0,,0.07,0.0,,0.0,,1.0,0.43,,0.07,0.0,0.14,,1.0,1.0,0.07,,1.0,0.93,1.0,0.93,1.0,,,0.07,0.0,0.0,0.0,,0.64,0.0,0.06,0.93,0.79,0.0,0.07,,0.0,,,0.79,0.0,,1.0,1.0,,0.0,0.79,0.14,0.0,,0.29,,,0.0,0.0,,0.0,0.94,0.0
06M368,Hamilton Heights School,,,,0.0,,,,1.0,,0.0,,0.0,0.0,,0.0,0.89,1.0,0.0,0.0,1.0,0.0,0.0,,0.94,0.94,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.11,,,1.0,0.0,1.0,0.22,0.0,0.06,1.0,0.33,0.0,0.94,1.0,0.05,,1.0,1.0,1.0,0.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.76,0.06,0.06,0.95,0.78,0.0,0.06,0.0,0.0,0.0,,0.81,,0.0,1.0,1.0,0.0,0.0,0.89,0.28,0.0,1.0,0.28,,0.0,0.06,0.11,0.0,0.11,1.0,0.0
18K211,I.S. 211 John Wilson,0.0,0.0,0.0,0.14,0.0,,0.0,,,,0.0,0.0,0.21,0.0,1.0,1.0,0.86,0.08,,,,,0.0,1.0,0.86,0.92,,,,0.07,1.0,0.92,0.0,,0.0,0.0,,0.0,,1.0,0.43,,0.14,0.0,0.18,,0.85,0.92,0.14,,1.0,0.92,1.0,0.85,0.93,,0.0,0.08,0.08,0.14,0.0,,0.64,0.14,0.0,0.86,0.71,0.0,0.0,1.0,0.0,,,0.57,0.0,,1.0,0.86,,0.0,0.71,0.36,0.07,,0.43,,0.83,0.0,0.08,0.0,0.23,1.0,0.0
06M210,P.S./I.S. 210 - Twenty-First Century Academy For Community Leadership,,,,0.05,,,,1.0,0.0,0.0,,0.05,0.03,,0.8,0.94,0.97,0.11,,1.0,,,,0.97,0.97,0.91,,1.0,,0.0,1.0,0.95,,,0.03,,1.0,1.0,,0.94,0.3,,0.03,1.0,0.18,0.0,0.95,1.0,0.22,,1.0,0.95,0.95,0.95,1.0,,0.2,0.05,0.0,0.03,0.0,1.0,0.59,0.03,0.11,0.78,0.92,0.0,0.03,0.8,0.0,0.86,0.0,0.79,,0.0,1.0,0.91,1.0,0.03,0.76,0.31,0.0,0.95,0.27,,0.8,0.11,0.05,0.2,0.11,0.97,0.0
09X404,School For Excellence,0.0,0.0,0.0,0.45,0.0,,0.0,1.0,,,0.0,0.0,0.08,0.0,,0.92,0.5,0.42,,1.0,,,0.0,0.83,0.64,0.6,,,,0.08,0.75,0.67,0.0,,0.36,0.0,,0.0,,1.0,0.5,,0.27,0.0,0.44,0.0,0.78,0.0,0.25,,0.83,0.64,0.83,0.75,0.92,,,0.33,0.0,0.5,1.0,,0.4,0.33,0.2,0.75,0.5,0.0,0.17,,1.0,,,0.4,0.0,,0.92,0.5,,0.0,0.7,0.6,0.25,1.0,0.4,,,0.33,0.1,,0.33,0.92,1.0
06M153,P.S. 153 Adam Clayton Powell,1.0,0.0,,0.03,,,,1.0,,,,0.03,0.08,,,0.97,0.97,0.06,,1.0,,,,0.97,0.92,0.94,,,,0.03,0.97,0.97,,,0.06,,,0.88,,1.0,0.42,,0.0,1.0,0.1,0.08,0.91,0.96,0.06,,0.97,0.97,1.0,0.97,0.97,,,0.03,0.04,0.09,0.0,,0.66,0.0,0.13,0.94,0.8,0.0,0.03,,0.0,,,0.58,,,0.95,0.94,,0.0,0.86,0.28,0.08,0.92,0.29,,,0.08,0.09,,0.08,0.97,0.0
02M011,P.S. 011 William T. Harris,0.8,0.2,,0.1,,,,1.0,,0.0,,0.0,0.19,,0.0,1.0,0.89,0.14,,1.0,,,,0.97,0.89,0.89,,0.0,,0.0,0.97,0.93,,,0.18,,,1.0,,1.0,0.21,,0.11,1.0,0.5,0.0,0.89,1.0,0.03,,0.97,0.89,0.9,0.89,1.0,,0.0,0.07,0.0,0.03,0.0,,0.68,0.07,0.03,0.97,0.89,0.0,0.03,0.0,0.0,0.0,,0.92,,0.0,0.97,0.93,0.0,0.0,0.96,0.14,0.1,1.0,0.29,,0.0,0.07,0.11,0.0,0.07,1.0,0.0
06M004,P.S. 004 Duke Ellington,1.0,0.0,1.0,0.1,1.0,,1.0,1.0,,,0.0,0.0,0.17,0.0,,1.0,0.8,0.23,,1.0,,,0.0,0.97,0.79,0.89,,,,0.07,0.9,0.9,1.0,,0.27,1.0,,0.9,,1.0,0.41,,0.27,1.0,0.22,0.12,0.89,1.0,0.2,,0.97,0.73,0.87,0.76,0.97,,,0.1,0.0,0.27,0.0,,0.57,0.17,0.07,0.8,0.83,0.0,0.03,,0.0,,,0.67,0.0,,0.97,0.85,,0.0,0.86,0.23,0.13,0.88,0.43,,,0.2,0.07,,0.15,1.0,0.0
16K026,P.S. 026 Jesse Owens,,,,0.0,,,,1.0,0.0,0.0,,0.05,0.0,,1.0,1.0,0.95,0.1,1.0,0.93,0.0,0.0,,1.0,0.86,0.95,0.0,1.0,0.0,0.0,0.95,0.95,,1.0,0.05,,1.0,0.89,1.0,1.0,0.45,0.0,0.14,0.91,0.43,0.07,1.0,1.0,0.24,,1.0,0.9,1.0,0.81,1.0,1.0,0.0,0.05,0.0,0.05,0.0,1.0,0.75,0.1,0.0,0.76,0.84,0.0,0.0,1.0,0.0,1.0,0.0,0.67,,0.0,1.0,1.0,1.0,0.0,0.9,0.3,0.0,0.93,0.25,,1.0,0.05,0.06,0.0,0.05,1.0,0.0
02M551,Urban Assembly New York Harbor School,0.0,0.0,0.0,0.15,0.0,,0.0,1.0,,,0.0,0.08,0.15,0.0,,1.0,1.0,0.38,,1.0,,,0.0,0.92,0.77,0.69,,,,0.0,0.85,0.77,0.0,,0.23,0.0,,0.0,,1.0,0.46,,0.0,0.0,0.25,0.0,0.77,0.0,0.15,,1.0,0.92,0.92,0.69,0.92,,,0.23,0.0,0.0,1.0,,0.46,0.08,0.27,0.85,0.69,0.1,0.08,,1.0,,,0.73,0.0,,1.0,0.58,,0.0,0.54,0.46,0.0,1.0,0.46,,,0.23,0.31,,0.31,1.0,1.0
KCPL,"Brooklyn Star Daycare, Inc.",,,,,,,,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0
17K002,Parkside Preparatory Academy,0.0,0.0,0.0,0.32,0.0,,0.0,1.0,,,0.0,0.0,0.11,0.0,,0.95,0.81,0.26,,1.0,,,0.0,0.95,0.74,0.79,,,,0.1,0.91,0.74,0.0,,0.11,0.0,,0.0,,1.0,0.68,,0.16,0.0,0.36,0.11,0.79,0.94,0.29,,1.0,0.79,0.91,0.79,0.89,,,0.26,0.06,0.18,0.0,,0.58,0.11,0.1,0.71,0.68,0.0,0.05,,0.0,,,0.5,0.0,,1.0,0.84,,0.0,0.53,0.37,0.23,1.0,0.58,,,0.14,0.21,,0.32,1.0,0.0
08X376,Antonia Pantoja Preparatory Academy: A College Board School,0.0,0.0,0.0,0.05,0.0,,0.0,0.93,0.0,0.0,0.0,0.0,0.11,0.0,0.88,0.94,0.97,0.27,1.0,0.93,0.2,0.0,0.0,0.95,0.89,0.89,0.0,0.89,0.0,0.03,1.0,0.73,0.0,1.0,0.11,0.0,1.0,0.0,1.0,1.0,0.63,0.0,0.03,0.0,0.33,0.0,0.86,0.93,0.11,,0.97,0.94,0.97,0.95,1.0,1.0,0.0,0.27,0.07,0.14,1.0,0.9,0.54,0.0,0.08,0.89,0.65,0.05,0.05,1.0,1.0,1.0,0.0,0.41,0.0,0.11,0.97,0.84,0.89,0.0,0.47,0.53,0.08,0.93,0.58,,0.75,0.13,0.15,0.25,0.11,0.97,1.0
15K015,P.S. 015 Patrick F. Daly,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,,,0.0,0.0,0.02,0.0,,0.96,1.0,0.09,,0.97,,,0.0,1.0,1.0,0.95,,,,0.0,1.0,0.98,1.0,,0.0,1.0,,1.0,,1.0,0.3,,0.0,1.0,0.21,0.0,0.98,1.0,0.0,,1.0,1.0,1.0,1.0,0.98,,,0.02,0.0,0.0,0.0,,0.65,0.0,0.0,1.0,0.91,0.0,0.0,,0.0,,,0.78,0.0,,1.0,0.91,,0.0,0.93,0.3,0.02,1.0,0.26,,,0.02,0.0,,0.07,1.0,0.0
10X306,P.S. 306,1.0,0.0,,0.12,,,,1.0,,,,0.04,0.08,,1.0,1.0,0.92,0.17,1.0,1.0,0.0,0.0,,0.88,0.96,0.83,0.0,,0.0,0.0,0.88,0.92,,1.0,0.0,,,0.57,1.0,0.96,0.52,0.0,0.04,1.0,0.16,0.05,0.78,0.9,0.46,,0.96,0.96,0.92,0.88,1.0,1.0,0.0,0.08,0.1,0.04,0.0,,0.43,0.08,0.09,0.54,0.78,0.0,0.12,1.0,0.0,,,0.62,,,0.96,0.77,,0.0,0.83,0.43,0.04,0.89,0.57,,1.0,0.16,0.23,0.0,0.26,1.0,0.0
02M126,P.S. 126 Jacob August Riis,,,,0.08,,,,0.91,,,,0.0,0.24,,,0.89,0.79,0.42,,0.9,,,,0.97,0.78,0.89,,,,0.0,0.97,0.89,,,0.18,,,0.92,,0.97,0.32,,0.29,1.0,0.21,0.14,0.78,0.97,0.13,,1.0,0.74,0.92,0.76,1.0,,,0.11,0.03,0.05,0.0,,0.59,0.08,0.27,0.87,0.84,0.0,0.03,,0.0,,,0.8,,,1.0,0.84,,0.05,0.73,0.27,0.08,0.86,0.3,,,0.21,0.22,,0.19,1.0,0.0
14K582,M.S. 582,0.0,0.0,0.0,0.06,0.0,,0.0,1.0,0.0,,0.0,0.0,0.07,0.0,1.0,0.9,1.0,0.1,,1.0,,,0.0,1.0,0.93,0.96,,,,0.0,1.0,0.9,0.0,,0.07,0.0,1.0,0.0,,1.0,0.41,,0.1,0.0,0.37,0.0,0.85,0.96,0.1,,0.97,0.93,0.97,1.0,0.94,,0.0,0.1,0.04,0.0,0.0,1.0,0.71,0.0,0.0,0.9,0.82,0.0,0.0,1.0,0.0,,0.0,0.54,0.0,,1.0,1.0,,0.0,0.79,0.36,0.03,1.0,0.25,,1.0,0.03,0.19,0.2,0.19,0.97,0.0
17K770,P.S. 770 New American Academy,,,,0.12,,,,1.0,,,,0.06,0.14,,,0.93,0.88,0.12,,1.0,,,,1.0,0.86,0.79,,,,0.0,0.88,1.0,,,0.07,,,0.82,,0.94,0.23,,0.07,1.0,0.44,0.0,0.92,0.78,0.0,,1.0,0.93,0.94,0.71,0.94,,,0.0,0.22,0.19,0.0,,0.62,0.06,0.06,1.0,0.92,0.0,0.0,,0.0,,,0.92,,,1.0,0.87,,0.06,0.92,0.08,0.06,0.89,0.23,,,0.12,0.17,,0.08,0.94,0.0
01M015,P.S. 015 Roberto Clemente,,,,0.06,,,,1.0,,,,0.0,0.19,,,1.0,1.0,0.29,,1.0,,,,1.0,1.0,1.0,,,,0.0,1.0,0.94,,,0.06,,,0.77,,1.0,0.35,,0.06,1.0,0.38,0.0,0.94,1.0,0.06,,1.0,1.0,1.0,1.0,1.0,,,0.06,0.0,0.0,0.0,,0.59,0.0,0.0,0.94,0.88,0.0,0.0,,0.0,,,0.69,,,1.0,1.0,,0.0,0.82,0.29,0.06,1.0,0.35,,,0.0,0.0,,0.06,1.0,0.0
17K568,Brownsville Academy High School,0.0,0.0,0.0,0.17,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,1.0,0.8,0.2,,0.0,,,0.0,1.0,0.8,,,,,0.0,0.83,1.0,0.0,,0.0,0.0,,0.0,,1.0,0.4,,0.0,0.0,0.4,0.0,1.0,0.0,0.33,,1.0,1.0,0.83,1.0,1.0,,,0.0,0.0,0.17,1.0,,0.4,0.0,0.14,0.67,1.0,0.0,0.0,,1.0,,,0.8,0.0,,1.0,,,0.0,0.83,0.4,0.17,0.0,0.5,,,0.0,0.0,,0.0,1.0,1.0
09X365,Academy For Language And Technology,0.0,0.0,0.0,0.22,0.0,,0.0,1.0,0.0,,0.0,0.0,0.11,0.0,,0.81,0.89,0.15,,0.92,,,0.0,0.89,0.92,0.96,,,,0.11,0.93,0.93,0.0,,0.07,0.0,1.0,0.0,,1.0,0.26,,0.11,0.0,0.47,0.09,0.85,0.0,0.22,,0.96,0.78,0.81,0.96,0.81,,,0.07,0.0,0.07,0.93,1.0,0.81,0.15,0.15,0.78,0.74,0.04,0.11,,0.92,,0.2,0.85,0.0,,0.96,0.92,,0.04,0.89,0.04,0.0,1.0,0.26,,,0.11,0.15,,0.26,1.0,0.96
08X138,P.S. 138 Samuel Randall,1.0,0.0,,0.09,,,,0.95,0.2,,,0.04,0.05,,,0.95,0.91,0.16,,0.92,,,,1.0,0.89,0.95,,,,0.0,0.89,0.86,,,0.09,,0.8,0.95,,1.0,0.4,,0.09,0.95,0.21,0.17,0.98,1.0,0.18,,1.0,0.93,0.88,0.91,1.0,,,0.14,0.0,0.05,0.0,0.8,0.57,0.05,0.1,0.82,0.68,0.0,0.0,,0.0,,0.2,0.61,,,1.0,0.76,,0.02,0.79,0.4,0.05,0.78,0.48,,,0.16,0.05,,0.15,0.98,0.0
01M450,East Side Community School,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.14,0.0,0.0,0.21,0.0,1.0,0.93,0.93,0.28,,,,,0.0,1.0,0.83,0.96,,1.0,,0.03,1.0,1.0,0.0,,0.14,0.0,1.0,0.0,,1.0,0.14,,0.07,0.0,0.5,,1.0,0.88,0.03,,0.97,0.9,1.0,0.86,1.0,,0.0,0.0,0.12,0.0,1.0,1.0,0.93,0.0,0.03,0.97,0.96,0.0,0.0,1.0,0.93,1.0,0.0,0.93,0.0,0.14,1.0,0.96,1.0,0.0,0.93,0.18,0.13,,0.25,,1.0,0.0,0.0,0.0,0.0,0.97,1.0
02M298,Pace High School,0.0,0.0,0.0,0.1,0.0,,0.0,0.88,0.11,0.2,0.0,0.0,0.36,0.0,,0.97,0.68,0.4,1.0,1.0,0.0,0.0,0.0,0.94,0.82,0.52,0.0,0.8,0.0,0.1,0.9,0.82,0.0,1.0,0.25,0.0,0.89,0.0,1.0,0.97,0.46,0.0,0.29,0.0,0.68,0.0,0.85,0.0,0.03,,0.87,0.79,0.87,0.64,0.87,1.0,,0.18,0.0,0.19,0.96,0.89,0.64,0.19,0.31,0.97,0.79,0.08,0.06,,0.93,0.8,0.11,0.61,0.0,0.4,0.84,0.62,0.8,0.0,0.75,0.5,0.16,1.0,0.54,,,0.21,0.12,,0.26,1.0,0.93
08X562,Blueprint Middle School,0.0,0.0,0.0,0.16,0.0,,0.0,0.9,0.12,0.0,0.0,0.0,0.2,0.0,0.78,0.92,0.88,0.17,,1.0,,,0.0,0.98,0.82,0.78,,1.0,,0.02,0.83,0.88,0.0,,0.18,0.0,0.88,0.0,,0.95,0.35,,0.18,0.0,0.12,0.0,0.87,0.94,0.14,,0.98,0.82,0.83,0.85,0.98,,0.11,0.12,0.06,0.1,0.0,0.94,0.48,0.07,0.17,0.86,0.87,0.0,0.02,0.89,0.0,0.8,0.12,0.63,0.0,0.2,0.98,0.86,1.0,0.02,0.55,0.32,0.12,1.0,0.42,,0.89,0.19,0.18,0.22,0.19,1.0,0.0
10X246,P.S. 246 Poe Center,0.0,0.0,0.0,0.19,0.0,,0.0,0.78,0.4,,0.0,0.14,0.16,0.0,,0.81,0.65,0.37,,0.76,,,0.0,0.85,0.62,0.58,,,,0.07,0.85,0.73,0.0,,0.23,0.0,0.6,0.18,,0.82,0.68,,0.35,1.0,0.33,0.33,0.58,0.94,0.56,,0.89,0.64,0.81,0.76,0.96,,,0.27,0.06,0.46,0.0,0.6,0.28,0.22,0.17,0.44,0.72,0.0,0.15,,0.0,,0.4,0.57,0.0,,0.93,0.59,,0.15,0.72,0.48,0.37,0.67,0.64,,,0.11,0.29,,0.5,0.86,0.0
C353,Life Skills Preschool - Bronx - Site 1,,,,,,,,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0
06M528,I.S. 528 Bea Fuller Rodgers School,0.0,0.0,0.0,0.14,0.0,,0.0,1.0,0.12,,0.0,0.05,0.05,0.0,,0.9,0.9,0.1,,1.0,,,0.0,0.95,0.9,0.95,,,,0.05,0.9,0.95,0.0,,0.05,0.0,0.88,0.0,,1.0,0.35,,0.05,0.0,0.12,0.0,0.9,0.95,0.14,,0.95,0.9,0.9,0.95,0.95,,,0.05,0.05,0.1,0.0,0.75,0.65,0.1,0.1,0.86,0.85,0.0,0.05,,0.0,,0.25,0.67,0.0,,0.95,0.95,,0.0,0.65,0.3,0.1,1.0,0.3,,,0.1,0.05,,0.1,0.95,0.0
17K221,P.S. 221 Toussaint L'Ouverture,,,,0.07,,,,1.0,,,,0.06,0.07,,,0.93,0.93,0.0,,1.0,,,,1.0,1.0,1.0,,,,0.0,1.0,1.0,,,0.07,,,1.0,,0.94,0.47,,0.0,1.0,0.11,0.0,0.93,1.0,0.21,,1.0,0.93,1.0,0.93,1.0,,,0.0,0.0,0.2,0.0,,0.33,0.0,0.08,0.79,0.67,0.0,0.0,,0.0,,,0.64,,,1.0,1.0,,0.07,0.8,0.33,0.07,1.0,0.33,,,0.06,0.13,,0.07,0.94,0.0
02M139,Stephen T. Mather Building Arts & Craftsmanship High School,0.0,0.0,0.0,0.14,0.0,,0.0,0.92,0.5,0.0,0.0,0.0,0.08,0.0,1.0,0.95,0.88,0.32,0.83,1.0,0.33,0.17,0.0,1.0,0.62,0.74,0.5,1.0,0.33,0.07,0.88,0.9,0.0,0.5,0.18,0.0,0.5,0.0,0.67,0.92,0.55,0.33,0.28,0.0,0.39,0.23,0.68,0.0,0.12,,0.92,0.74,0.81,0.59,0.83,0.5,0.0,0.1,0.0,0.12,1.0,0.56,0.58,0.15,0.08,0.88,0.53,0.09,0.0,1.0,0.88,0.8,0.1,0.34,0.0,0.0,0.88,0.67,0.7,0.05,0.63,0.5,0.1,0.83,0.45,,1.0,0.22,0.24,0.17,0.3,0.98,0.97
18K279,P.S. 279 Herman Schreiber,,,,0.5,,,,0.8,,,,0.15,0.08,,1.0,0.91,0.45,0.08,0.0,1.0,0.0,0.0,,0.92,0.67,0.92,0.0,,0.0,0.0,0.83,0.75,,0.0,0.42,,,1.0,0.0,1.0,0.5,0.0,0.17,1.0,,0.0,0.91,0.9,0.36,,1.0,0.67,0.67,0.67,1.0,0.0,0.0,0.25,0.1,0.5,0.0,,0.42,0.08,0.15,0.64,0.67,0.0,0.08,1.0,0.0,,,0.82,,,1.0,1.0,,0.0,0.83,0.42,0.58,1.0,0.33,,1.0,0.08,0.18,0.2,0.18,0.92,0.0
KCOX,Little Hands And Feet School,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0
19K306,P.S. 306 Ethan Allen,,,,0.09,,,,1.0,,,,0.0,0.0,,,0.95,0.91,0.17,,1.0,,,,1.0,0.91,1.0,,,,0.0,0.91,0.91,,,0.05,,,1.0,,0.96,0.45,,0.05,1.0,0.13,0.0,1.0,1.0,0.14,,1.0,0.91,0.91,0.95,1.0,,,0.09,0.0,0.14,0.0,,0.55,0.0,0.05,0.86,0.95,0.0,0.0,,0.0,,,0.8,,,1.0,1.0,,0.0,0.82,0.27,0.09,1.0,0.41,,,0.09,0.1,,0.14,1.0,0.0
17K241,P.S. 241 Emma L. Johnston,,,,0.0,,,,1.0,,,,0.0,0.12,,,0.88,1.0,0.18,,1.0,,,,0.94,1.0,1.0,,,,0.0,0.94,0.88,,,0.0,,,0.91,,0.94,0.25,,0.0,1.0,0.0,0.08,0.88,1.0,0.24,,1.0,1.0,0.94,1.0,1.0,,,0.12,0.0,0.0,0.0,,0.69,0.06,0.07,0.76,0.75,0.0,0.06,,0.0,,,0.67,,,1.0,0.93,,0.06,0.88,0.19,0.06,1.0,0.38,,,0.06,0.19,,0.19,1.0,0.0
11X175,P.S. 175 City Island,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,1.0,0.95,1.0,0.05,1.0,1.0,0.0,0.0,0.0,0.95,0.95,1.0,0.0,1.0,0.0,0.0,1.0,0.95,0.0,1.0,0.05,0.0,1.0,1.0,1.0,0.95,0.36,0.0,0.05,1.0,0.25,0.0,1.0,1.0,0.0,,1.0,0.95,1.0,0.91,1.0,1.0,0.0,0.05,0.0,0.0,0.0,1.0,0.82,0.0,0.0,1.0,0.77,0.0,0.05,1.0,0.0,1.0,0.0,0.86,0.0,0.2,1.0,0.95,1.0,0.05,0.82,0.36,0.0,1.0,0.32,,1.0,0.0,0.0,0.0,0.0,0.95,0.0
