property_id_1,_2nd_largest_property_use,multifamily_housing_number_5,pre_school_daycare_gross,museum_gross_floor_area_ft,municipally_supplied_potable,city,data_center_it_source_energy,_2nd_largest_property_use_1,restaurant_weekly_operating,weather_normalized_site_2,electricity_use_grid_purchase_2,energy_star_certification_1,fuel_oil_5_6_use_kbtu,site_energy_use_kbtu,energy_star_score,property_gfa_calculated_2,hospital_general_medical_12,property_gfa_calculated,multifamily_housing_number_6,estimated_data_flag_natural,leed_us_project_id,metered_areas_energy,national_median_site_energy,retail_store_percent_that,mailing_center_post_office,net_emissions_metric_tons,fitness_center_health_club,hospital_general_medical_3,multifamily_housing_government,bank_branch_number_of,district_steam_use_kbtu,site_eui_kbtu_ft,national_median_total_ghg,hospital_general_medical_1,metered_areas_water,enclosed_mall_gross_floor,laboratory_gross_floor_area,water_score_multifamily_only,other_number_of_computers,green_power_onsite_kwh,census_tract,bank_branch_gross_floor_area,nyc_borough_block_and_lot,retail_store_open_or_closed,hotel_gym_fitness_center,community_board
3382694,,,,,,Brooklyn,,,,37950.8,1857629.3,,,5283829.5,34.0,,,66000.0,,No,,Whole Building,4213110.4,,,346.7,,,,,,80.1,276.4,,,,,,,,1104.0,,3-04411-0001,,,305.0
2674887,Other - Restaurant/Bar,,,,5117.4,New York,,5994.0,,4473.2,14669112.7,,,22052606.8,89.0,,,426287.0,,No,,Whole Building,39547150.7,,,1846.5,,,,,447.3,51.7,3311.4,,Whole Building,,,,,,113.0,,1-00814-0052,,,105.0
2786510,,0.0,,,,Bronx,,,,33913.7,676989.3,,,3758515.8,87.0,,,52221.0,55.0,No,,Whole Building,5083524.1,,,223.7,,,100% Yes,,,72.0,302.6,,Whole Building,,,,,,209.0,,2028450017,,,204.0
2665684,,,,,,New York,,,,,4667865.1,,,8850074.1,87.0,,,139824.0,,,,Whole Building,15046599.3,,,691.5,,,,,4182209.8,63.3,1175.7,,Whole Building,,,,,,88.0,,1013170021,,,106.0
4401809,Bank Branch,,,,,New York,,33785.0,61.0,21602.0,36343156.8,2017-08-29T00:00:00.000,,83219364.2,88.0,,,1158407.0,,No,,Whole Building,144376363.7,,,6306.0,,,,36.0,44716014.6,71.8,10940.2,,Whole Building,,,,,,82.0,33785.0,1-01276-0042,,,105.0
5078536,Manufacturing/Industrial Plant,,,,2022.1,Queens,,75000.0,,159.2,2283717.5,,,7507947.9,,,,210260.0,,No,,Whole Building,15613894.2,,,589.8,,,,,,35.7,1226.6,,Whole Building,,,,180.0,,19.0,,4004400008,,,402.0
5766730,,,,,,Brooklyn,,,,115031.1,6712632.3,,,18105853.8,,,,86690.0,,No,,Whole Building,6719198.7,,,1200.3,,,,,,208.9,445.4,,,,,,,,416.0,,3-07088-0001,,,315.0
3117707,,,,,,New York,,,,8883.5,2849914.3,,,9197957.8,46.0,,,75000.0,,No,,Whole Building,8803368.5,,,705.0,,,,,,122.6,674.8,,,,,,,,157.0,,1-01142-0024,,,107.0
6236828,,,,,,NEW YORK,,,,,30533.7,,,30533.7,,,,27500.0,,,,Common areas (all energy loads),1078289.2,,,2.7,,,,,,1.1,95.6,,Whole Building,,,,,,31.0,,"Man,195,1",,,101.0
6182209,,,,,,Queens,,,,1642.9,1051476.0,,,1197076.0,30.0,,,14700.0,,No,,Whole Building,930360.3,100.0,,101.0,,,,,,81.4,78.5,,Whole Building,,,,,,125.0,,,0.0,,401.0
2710362,Retail Store,,,,,New York,,10000.0,,,5346310.6,,,8749226.2,69.0,,,113707.0,,,,Whole Building,10931594.6,50.0,,699.9,,,,,3402915.6,76.9,874.5,,Whole Building,,,,,,137.0,,1-01010-0021,0.0,,105.0
5237199,,,,,,Queens,,,,44518.4,16213.8,,,3984950.6,,,,65500.0,,No,,Whole Building,7618705.4,,,212.2,,,,,,60.8,405.8,,,,,,26.0,,199.0,,4-00256-0021,,,402.0
2731076,,,,,,Jamaica,,,,,,,,,,,,98642.0,,No,,Whole Building,12397894.1,,,,,,,,,,783.8,,Whole Building,,,,,,452.0,,4-09858-0039,,,408.0
4401675,Retail Store,,,,,New York,,44948.0,,112.5,22772513.7,2017-08-02T00:00:00.000,,35050736.0,79.0,,,479349.0,,No,,Whole Building,51326296.3,100.0,,2929.9,,,,20.0,,73.1,4290.4,,Whole Building,,,,,,137.0,7296.0,1-01028-0056,0.08899,,105.0
3108824,,,,,,New York,,,,22001.0,3946479.6,,,11082565.6,41.0,,,53542.0,,No,,Whole Building,10229890.6,,,833.0,,,,,,207.0,769.0,,,,,,,,16001.0,,1-01504-0020,,,108.0
6299476,,,,,,Brooklyn,,,,,,,,,,,,55278.0,,,,Whole Building,4054962.9,,,0.0,,,,,,,256.4,,,,,,,,348.0,,,,0.0,313.0
6223345,Restaurant,,,,,Manhatten,,7044.0,70.0,,66542.3,,,1043942.0,,,,28500.0,,No,,"Tenant Hot Water, Tenant Heating, Common Area Hot Water, Common Area Cooling, Common Area Heating, Common Area Plug Load/Electricity",3635456.1,,,70.2,,,,,,36.6,244.6,,Whole Building,,,,,,65.0,,1/00525/0029,,,102.0
3113637,,,,,,Maspeth,,,,,3440514.1,,,3440512.5,90.0,,,120200.0,,,,Whole Building,8109106.7,,,305.0,,,,,,28.6,718.9,,Whole Building,,,,,,219.0,,4026100118,,,405.0
2646028,,,,,,Forrest Hills,,,,380476.5,24354115.6,,,63229872.3,58.0,,1.23079,190934.0,,No,,Whole Building,66095709.6,,,4241.6,,100% Yes,,,,331.2,4433.8,6.00731,Whole Building,,,,,,71304.0,,4-02131-0016,,,406.0
6011246,,0.0,,,,Bronx,,,,17186.9,357323.7,,,2421425.8,88.0,,,31500.0,31.0,No,,Whole Building,3294803.5,,,148.6,,,No,,,76.9,202.2,,,,,,,,189.0,,2025110077,,,204.0
2702022,,,,,7505.3,New York,,,,6617.5,32269000.2,,,57841549.0,83.0,,,735174.0,,No,,Whole Building,90478256.5,,,4744.7,,,,,,78.7,7421.9,,Whole Building,,,,,,33.0,,1-00148-0015,,,101.0
2817671,,0.0,,,,Bronx,,,,5135.8,665110.7,,,2334701.2,98.0,,,57000.0,16.0,No,,Whole Building,4032852.7,,,173.3,,,No,,,41.0,299.3,,,,,,,,26702.0,,2-03249-0006,,,208.0
6198641,K-12 School,,,,,Brooklyn,,18922.0,,9164.6,245809.0,,,1963300.1,,,,64959.0,,Yes,,Whole Building,3549760.1,,,132.4,,,,,,30.2,239.3,,,,,,6.0,,197.0,,3021050047,,,302.0
2942054,Medical Office,0.0,,,,Brooklyn,,1850.0,,101527.1,1927126.6,,,11439246.9,,,,147088.0,132.0,No,,Whole Building,13420633.1,,,676.1,,,No,,,77.8,793.2,,Whole Building,,,,,,514.0,,3-05160-0001,,,314.0
2942073,,0.0,,,,Brooklyn,,,,92440.5,1628687.8,,,10380777.5,66.0,,,121664.0,125.0,No,,Whole Building,11597691.4,,,609.3,,,No,,,85.3,680.7,,,,,,,,786.0,,3-07559-0011,,,314.0
2587536,,,,,,New York,,,,11100.6,652804.7,,,1612713.6,,,,61111.0,,No,,Whole Building,1533888.1,,,108.9,,,,,,26.4,103.5,,Whole Building,,,,,,3602.0,,1-00443-0005,,,103.0
1819837,,,,,,Whitestone,,,,32450.7,3554618.2,,,6372555.3,,,,92705.0,,No,,Whole Building,5917640.5,,,464.8,,,,,,68.7,431.6,,Whole Building,,,,,,945.0,,4041250001,,,407.0
6190886,,0.0,,,,Brooklyn,,,,41332.2,86155.5,,,3962895.3,83.0,,,49200.0,42.0,No,,Whole Building,5111342.5,,,213.6,,,No,,,80.5,275.4,,Whole Building,,,1.0,,,59401.0,,3-07405-0058,,,315.0
2649752,,,,,2154.4,New York,,,,,1667321.6,,,5233668.0,,,,146416.0,,,,Whole Building,10675850.4,,,416.3,,,,,,35.7,849.2,,Whole Building,,,,10.0,,99.0,,1-00697-0042,,,104.0
6212669,,0.0,,,,Bronx,,,,2493.9,577277.3,,,5926650.9,3.0,,,40500.0,0.0,No,,Whole Building,3824651.8,,,448.8,,,,,,146.3,289.6,,,,,,,,393.0,,2031020039,,,206.0
3488156,,0.0,,,,brooklyn,,,,43866.7,1087776.6,,,5644152.8,68.0,,,72000.0,77.0,No,,Whole Building,6359561.5,,,348.6,,,100% Yes,,,78.4,392.8,,Whole Building,,,,,,278.0,,3-06344-0033,,,311.0
2809319,,0.0,,,,Bronx,,,,43915.9,,,,4103954.6,97.0,,,56388.0,54.0,No,,Whole Building,6876680.6,,,218.0,,,,,,72.8,365.3,,Whole Building,,,,,,263.0,,2-03213-0018,,,207.0
2936772,,0.0,,,,Brooklyn,,,,,,,,991999.9,100.0,,,35000.0,40.0,No,,Whole Building,4587306.2,,,52.7,,,No,,,28.3,243.7,,,,,,,,500.0,,3-05328-0023,,,312.0
2975830,,0.0,,,,Bronx,,,,61688.4,730418.8,,,6485961.3,33.0,,,55300.0,58.0,No,,Whole Building,5820480.1,,,370.5,,,No,,,117.3,332.5,,Whole Building,,,,,,336.0,,2-04543-0021,,,212.0
6276753,,,,,,Manhattan,,,,,,,,,,,,61917.0,,,,,3602574.3,,,0.0,,,,,,,224.6,,,,,,,,14801.0,,1-01513-0063,,,108.0
4043349,Retail Store,,,,4460.7,New York,,13857.0,,,8988402.2,,,10272821492.0,,,,123371.0,,,,Whole Building,15161093.5,100.0,,682299.8,,,,,10263833090.0,83267.7,1007.0,,Whole Building,,,,,,102.0,,1012880069,0.0,,105.0
6166153,,0.0,,,,Brooklyn,,,,39947.8,266540.2,,,4147457.3,4.0,,,28200.0,0.0,No,,Whole Building,2710495.7,,,229.8,,,100% Yes,,,147.1,150.2,,Whole Building,,,,,,556.0,,3068170030,,,315.0
2647367,Other - Mall,,,,,New York,,6025.0,,8546.5,5520786.6,,,9359495.4,85.0,,,125630.0,,No,,Whole Building,15101339.8,,,756.3,,,,,,74.5,1220.3,,Whole Building,,,,,,74.0,,1-00863-0027,,,105.0
2808077,,,,,,New York,,,,89229.1,8117693.9,,,17575492.2,38.0,,,190431.0,,No,,Whole Building,15843845.0,,,1233.3,,,,,,92.3,1111.8,,Whole Building,,,,,,80.0,,1-0089-30025,,700.0,106.0
6223549,,0.0,,,,Manhattan,,,,43367.0,202282.0,,,4215012.2,91.0,,,46182.0,12.0,No,,Whole Building,6024286.1,,,231.1,,,,,,91.3,330.3,,Whole Building,,,,,,261.0,,1-02133-0050,,,112.0
6258027,Worship Facility,,,,,Flushing,,20000.0,,,1827467.2,,,4944767.1,84.0,4500.0,,99500.0,,No,,Whole Building,7338815.8,,,327.6,,,,,,52.1,486.2,,,,,,,,145101.0,,4-05520-0001:05520-0047:05520-0050,,,411.0
2805283,,0.0,,,,Brooklyn,,,,,3026865.4,,,3026865.4,71.0,,,120318.0,0.0,,,Whole Building,3499899.6,,,268.4,,,No,,,25.2,310.3,,Whole Building,,,,,,151.0,,3-01098-0001,,,306.0
3488156,,0.0,,,,brooklyn,,,,43866.7,,,,,,,,72000.0,77.0,No,,Whole Building,4292520.8,,,,,,100% Yes,,,,288.2,,,,,,,,278.0,,3-06344-0033,,,311.0
2669784,,,,,,New York,,,,27692.4,6231410.7,,,8988766.2,70.0,,,122330.0,,No,,Whole Building,11398142.5,,,698.9,,,,,,73.5,886.3,,,,,,,,58.0,,1008280009,,,105.0
3531852,,,,,,New York,,,,11.8,4018916.3,2017-04-13T00:00:00.000,3899549.9,7919524.2,92.0,,,121817.0,,No,,Whole Building,15393703.8,,,650.2,,,,,,65.0,1263.8,,,,,,,,111.0,,1007600063,,,104.0
4341928,,,,,,New York,,,,3074.3,8822561.9,,,12050401.5,95.0,,,184140.0,,No,,Whole Building,26877383.8,,,1017.9,,,,,,65.4,2270.4,,Whole Building,,,,,,94.0,,1012830017,,,105.0
4443272,Parking,0.0,,,,Brooklyn,,34500.0,,88985.4,4889389.2,,,13052654.3,82.0,34500.0,,276264.0,232.0,No,,Whole Building,16480976.6,,,867.1,,,No,,,54.0,1094.8,,Whole Building,,,,,,519.0,,3023070001,,,301.0
6237003,,0.0,,,,Brooklyn,,,,20850.7,397580.6,,,2326397.6,98.0,,,47896.0,0.0,No,,Whole Building,3918343.9,,,137.7,,,100% Yes,,,48.6,231.9,,Whole Building,,,,,,9.0,,3-00269-0016,,,302.0
2747235,,,,,,New York City,,,,,0.0,,,0.0,,,,111632.0,,,,Common areas (all energy loads),7516703.5,,,0.0,,,,,,0.0,,,,,,,,,,,1019730001,,,
2669761,,,,,,New York,,,,8854.6,2119091.5,,,3004550.4,86.0,,,60450.0,,No,,Whole Building,4973133.1,,,234.9,,,,,,49.7,388.8,,,,,,,,74.0,,1008620026,,,105.0
5841271,,0.0,,,,Bronx,,,,,851396.0,,,6343591.9,,,,63108.0,62.0,No,,Whole Building,6067929.5,,,367.2,,,No,,,100.5,351.2,,Whole Building,,,,,,,,2-03199-0038,,,
3529871,,,,,,New York,,,,19979.3,15789371.2,2017-08-25T00:00:00.000,,17499671.8,77.0,,,227685.0,,No,,Whole Building,24499475.4,,,1490.7,,,,,,76.9,2087.0,,Whole Building,,,,,,113.0,,1-01013-0042,,,105.0
2739050,Fast Food Restaurant,,,,,New York,,1515.0,,111.4,33616098.8,2017-01-13T00:00:00.000,,42919958.0,77.0,,,655946.0,,No,,Whole Building,60231352.3,,,3598.0,,,,,9292723.1,65.4,5049.2,,Whole Building,,,,,,92.0,,1012990027,,,106.0
5819529,,,,,,new york,,,,146.6,2443947.4,,,9728363.3,,,,105698.0,,No,,Whole Building,17962801.2,,,764.8,,,,,,92.0,1412.2,,Whole Building,,,,,,269.0,,1-02156-0016,,,112.0
4842605,Other,0.0,,,,Bronx,,10000.0,,60756.0,1995733.4,,,8071333.5,4.0,,,68800.0,12.0,No,,Whole Building,5320885.7,,,499.6,,,100% Yes,,,117.3,329.4,,,,,,1.0,,255.0,,2-03225-0156,,,207.0
6191941,,0.0,,,,Bayside,,,,256.5,196502.9,,,222156.2,100.0,,,10120.0,0.0,No,,Whole Building,581553.1,,,18.8,,,No,,,22.0,49.2,,Whole Building,,,,,,1123.0,,4-06233-0034,,,411.0
6187157,,,,,,new york,,,,,212340.1,,,212340.1,,,,25984.0,,,,Whole Building,2172973.8,,,18.8,,,,,,8.2,192.7,,Whole Building,,,,,,267.0,,1-02149-0011,,,112.0
2773033,K-12 School,0.0,,,,Bronx,,8851.0,,62175.4,1489192.6,,,7297592.7,49.0,,,79659.0,62.0,No,,Whole Building,7286717.9,,,440.5,,,100% Yes,,,91.6,439.9,,,,,,,,38302.0,,2-03031-0021,,,206.0
3513045,,0.0,,,,New York,,,,46494.1,144151.5,,,4377161.8,78.0,,,52200.0,0.0,No,,Whole Building,5371056.5,,,237.6,,,No,,,83.9,291.6,,Whole Building,,,,,,279.0,,1-02168-0031,,,112.0
2648755,Other,,,,,NEW YORK,,9800.0,,8280.4,10616772.4,,,16523213.9,91.0,,,263139.0,,No,,Whole Building,30920230.9,,,1362.1,,,,,,62.8,2549.0,,Whole Building,,,,3.0,,111.0,,1-00759-0037,,,104.0
2817325,,0.0,,,,Queens,,,,2420.0,2075089.7,,,2731089.7,97.0,,,104000.0,0.0,No,,Whole Building,4548968.7,,,227.6,,,,,,26.3,379.0,,Whole Building,,,,,,287.0,,4012630015,,,403.0
2550638,Retail Store,0.0,,,,Bronx,,7100.0,,2907.6,1482253.7,,,6252652.0,,,,69604.0,0.0,No,,Whole Building,5870551.7,50.42,,479.3,,,No,,,89.8,450.0,,,,,,,,40701.0,,2033200013,0.28169,,207.0
4483872,,0.0,,,,Queens,,,,93905.6,,,,8483120.3,32.0,,,69000.0,0.0,No,,Whole Building,7565068.5,,,450.6,,,,,,122.9,401.8,,Whole Building,,,,,,99704.0,,4-05865-0040,,,407.0
2809370,,0.0,,,,Bronx,,,,75167.5,,,,6916137.9,96.0,,,90618.0,73.0,No,,Whole Building,10946016.4,,,367.3,,,,,,76.3,581.4,,Whole Building,,,,,,24501.0,,2-02879-0053,,,205.0
2740271,,0.0,,,,New York,,,,5038.5,1465918.4,,,7470154.1,93.0,,,131237.0,128.0,No,,Whole Building,11053400.8,,,522.0,,,No,,5505914.4,56.9,772.4,,,,,,,,21001.0,,2039627501,,,209.0
3663558,,,,,,Staten Island,,,,3677.2,887505.6,,,1208405.6,,,,84767.0,,No,,Whole Building,1560565.3,,,95.7,,,,,,14.3,123.6,,Whole Building,,,,,,228.0,,5-05965-0084,,,503.0
2922642,,,,,,Bronx,,,,,,,,,,,,87000.0,,No,,Whole Building,10934660.5,,,,,,,,,,691.3,,Whole Building,,,,,,158.0,,2-05444-0095,,,210.0
2741286,,0.0,,,,New York,,,,5751.0,1643474.4,,,8771674.8,86.0,,,136665.0,136.0,No,,Whole Building,11695221.5,,,611.5,,,No,,6565379.1,64.2,815.4,,,,,,,,21001.0,,2039447501,,,209.0
2665948,Multifamily Housing,0.0,,,,New York,,16390.0,,22747.8,2099410.8,,,4145784.1,,,,56400.0,23.0,No,,Whole Building,3960424.7,,,294.8,,,No,,,73.5,281.6,,Whole Building,,,,,,49.0,,1004867503,,,102.0
2801822,,0.0,,,,Brooklyn,,,,69942.9,1559251.6,,,8088946.8,44.0,,,85300.0,101.0,No,,Whole Building,7812253.2,,,488.0,,,,,,94.8,471.3,,,,,,,,355.0,,3014240063,,,309.0
2612621,,,,,,New Hyde Park,,,,,,,,,,,,381993.0,,No,,Whole Building,48011078.0,,,,,,,,,,4010.5,,Whole Building,,,,,,155102.0,,4-08520-0175,,,413.0
4112409,,1.35652,,,,New York,,,,7198.7,2445988.1,,,9917185.5,72.0,,,115000.0,0.0,No,,Whole Building,11526960.3,,,763.4,,,No,,,86.2,887.3,,Whole Building,,,,,,157.0,,1-01145-0061,,,107.0
2786471,,0.0,,,,Bronx,,,,74859.5,1405545.8,,,8351342.1,81.0,,,104289.0,106.0,No,,Whole Building,10556452.3,,,493.5,,,100% Yes,,,80.1,623.9,,,,,,,,223.0,,2028440021,,,204.0
4407830,Retail Store,,,,,New York,,9075.0,,73297.8,6041212.1,,,12387752.1,93.0,,,204923.0,,No,,Whole Building,24800004.8,100.0,,872.7,,,,,,60.5,1747.1,,Whole Building,,,,,,43.0,,1-00510-0001,0.0,,102.0
5815590,,0.0,,,,Corona,,,,74691.6,2199637.2,,,9045844.6,19.0,,,91000.0,85.0,No,,Whole Building,7337508.6,,,558.7,,,No,,,99.4,453.1,,,,,,,,401.0,,4-01779-7501,,,403.0
2809389,Retail Store,0.0,,,,Bronx,,1500.0,,53044.6,,,,4997493.8,,,,55500.0,54.0,No,,Whole Building,6762024.6,0.0,,265.4,,,,,,90.0,359.2,,Whole Building,,,,,,340.0,,2-04512-0001,0.0,,211.0
4407829,,0.66305,,,,ronx,,,,795931.9,17009164.6,,,94865998.8,17.0,,,886807.0,0.0,No,,Whole Building,75708184.6,,,5643.4,,,No,,,107.0,4503.7,,Whole Building,,,,,,29302.0,,2-05722-0475,,,208.0
3264953,,,,,,New York,,,,14628.0,14602923.3,,,29925053.8,41.0,,,262051.0,,No,,Whole Building,27757332.7,,,2292.6,,,,,13859331.1,114.2,2126.5,,Whole Building,,,,,,131.0,,1-01023-0018,,,105.0
4043105,Other,0.0,,,,New York,,16800.0,,56723.8,2545628.4,,,8139693.1,,,,61000.0,35.0,No,,Whole Building,4580649.5,,,522.8,,,No,,,133.4,294.2,,Whole Building,,,,10.0,,41.0,,1-00237-7501,,,102.0
4885731,,,,,,Bronx,,,,46416.0,6649380.7,,,10658408.5,,,,115720.0,,No,,Whole Building,4184026.1,,,802.5,,,,,,92.1,315.0,,,,,,,,19.0,,,,,201.0
2672623,Retail Store,0.44696,,,,New York,,13551.0,,282.3,7127357.5,,,13297164.2,10.0,5778.0,,162518.0,0.0,No,,Whole Building,9444882.1,100.0,,1041.2,,,No,,6142432.3,84.8,739.6,,Whole Building,,,,,,98.0,,1-01344-7502,0.0,,106.0
3521883,,0.0,,,,Brooklyn,,,,71267.2,165242.5,,,6887987.8,72.0,,,77000.0,65.0,No,,Whole Building,8000923.7,,,371.7,,,100% Yes,,,89.5,431.8,,,,,,,,456.0,,3-06512-0001,,,314.0
4664657,,0.0,,,,Brooklyn,,,,63696.1,1144215.6,,,6926195.4,82.0,,,91000.0,95.0,No,,Whole Building,8773611.3,,,408.6,,,No,,,76.1,517.5,,Whole Building,,,,,,51001.0,,3-05124-0040,,,314.0
3117475,,0.0,,,,Bronx,,,,74145.2,112676.6,,,6901683.1,55.0,,,67500.0,0.0,No,,Whole Building,7167686.3,,,370.6,,,No,,,102.2,384.9,,Whole Building,,,,,,411.0,,2-03310-0081,,,207.0
4436800,,,,,1444.8,Jamaica,,,,45471.6,4439332.7,,,8854177.4,28.0,,,85900.0,,No,,Whole Building,7266893.4,,,628.1,,,,,,103.1,515.5,,Whole Building,,,,,,294.0,,4121300014,,425.0,412.0
3544670,,0.0,,,,Bronx,,,,58615.0,1070328.4,,,6554701.0,19.0,,,63780.0,17.0,Yes,,Whole Building,5283240.2,,,386.2,,,100% Yes,,,102.8,311.3,,Whole Building,,,,,,199.0,,2-02516-0058,,,204.0
4411735,,,,197509.0,,New York,,,,,,,,,,,,197509.0,,No,,Whole Building,8945464.8,,,,,,,,,,545.1,,Whole Building,,,,,,,,1-01129-0029,,,
2643920,,0.0,,,,Bronx,,,,75566.5,1452088.2,,,8564776.7,75.0,,,124800.0,0.0,Yes,,Whole Building,10230446.6,,,506.5,,,,,,68.6,605.0,,Whole Building,,,,,,195.0,,2024780030,,,204.0
6213321,,0.37,,,,NEW YORK,,,,48124.0,2249248.7,,,6672006.3,50.0,,,100000.0,29.0,No,,Whole Building,6682456.7,,,434.3,,,No,,,66.7,435.0,,,,,,,,132.0,,1014860001,,,108.0
2638321,Office,0.0,,,,New York,,3510.0,,,902294.5,,,,,,,78435.0,0.0,No,,Whole Building,4676164.9,,,0.0,,,,,,,314.0,,Whole Building,,,,,,165.0,,1012120110,,,107.0
4005946,,1.27012,,,,New York,,,,51332.7,2604675.8,,,7370488.6,14.0,,,69285.0,0.0,No,,Whole Building,5701134.2,,,484.1,,,No,,,106.4,374.4,,Whole Building,,,,,,8.0,,1-00274-7502,,,103.0
6278692,,,,,,Bronx,,,,,,,,,,,,70000.0,,,,,8798002.7,,,0.0,,,,,,,556.2,,,,,,,,96.0,,2-03827-0223,,,209.0
4936038,,,190000.0,,,New York,,,,54760.6,7537483.3,,,,,,,190000.0,,No,,Whole Building,13477491.7,,,0.0,,,,,,,840.1,,Whole Building,,,,,,151.0,,1011540151,,,107.0
2662349,Supermarket/Grocery Store,,,,,New York,,6562.0,168.0,151155.9,1853506.2,,,15954847.8,66.0,,,121147.0,,Yes,,Whole Building,18397132.0,,,913.3,,,,,,131.7,1053.1,,Whole Building,,,,0.0,,163.0,,1011680056,,,107.0
3117512,,0.0,,,,Manhattan,,,,49221.7,80610.2,,,5002777.6,71.0,,,54430.0,0.0,No,,Whole Building,5782182.1,,,268.6,,,No,,,91.9,310.4,,Whole Building,,,,,,291.0,,1-02225-0010,,,112.0
2790507,,0.0,,,,Brooklyn,,,,32219.7,2404852.0,,,5389527.5,24.0,,,93258.0,0.0,No,,Whole Building,4558273.2,,,371.7,,,No,,,57.8,314.4,,Whole Building,,,,,,504.0,,3-05322-7501,,,307.0
2382167,Office,,,,,Long Island City,,3117.0,,122050.1,3425532.0,,,14997644.3,,,,38912.0,,Yes,,Whole Building,3136698.8,,,1270.5,,,,,,385.4,265.7,,,,,,,,,,4-00395-0006,,,
