hh_id,trip_purpose_school,exercise_park,telework_before,increased_vehicle_transport,changed_num_children,work_covid_protocols_common,exercise_home,modes_used_june_other_vehicle,modes_used_june_bus,age_13_17,num_people,race_american_indian_cms,exercise_plaza,increased_vehicle_other,work_return,attitude_order,work_return_barriers_vaccine,bike_purpose_errands_cms,exercise_sidewalk,medical_mode,work_covid_protocols_dont,increased_vehicle_new_driver,attitude_mask_outdoor,ethnicity_cms,modes_used_june_scooter,changed_none,attitude_telework,move_nyc,errand_mode,age_65_over,reduced_vehicle_other,shopping_food_restaurant,bike_num_days_cms,increased_vehicle_covid_modes,delivery_service,bike_purpose_other,age_cms,bike_purpose_work_related,delivery_work,bike_purpose_medical,employment_change_pay_cut,modes_used_rail,delivery_major_retailer,industry_before,employment_change_left_job,modes_used_bus,increased_vehicle_unreliable,bike_purpose_transit_cms,work_covid_protocols_none,work_covid_protocols_hours,modes_used_june_bike,disability_dressing_cms,attitude_transit_subway,modes_used_household_vehicle,food_mode,race_white_cms,medical_postponed,bike_freq,residence_type,shopping_food_restaurant_1,race_other_cms,medical_telehealth,student_location,vehicle_change,vehicle_no_change,industry,race_asian_cms,changed_home,employment_change_laid_off,employment,trip_purpose_shopping,age_5_under,car_use,bike_purpose_recreation,work_mode,attitude_bike,telework_future,attitude_nyc_activities,attitude_bus,increased_vehicle_job,exercise_trail,bike_type_owned,bike_purpose_other_cms
19066445,0,0,8,995,0,0,0,0,0,0,8,0,0,995,995,5,995,0,1,995,0,995,1,1,0,1,3,1,2,2,995,0,2,995,0,995,6,995,5,995,995,0,4,1,995,0,995,0,0,0,0,0,5,5,2,0,1,1,1,0,0,0,995,3,3,1,1,0,995,1,0,0,1,995,1,3,995,5,5,995,0,995,0
19341942,0,1,995,995,0,995,0,0,0,1,4,0,0,995,7,2,995,0,0,995,995,995,1,3,0,1,1,1,9,1,995,0,0,995,7,995,7,995,0,995,0,0,6,995,0,0,995,0,995,995,1,0,3,0,1,0,0,2,995,1,1,0,995,3,2,18,0,0,0,3,1,0,995,995,995,1,995,5,4,995,0,995,0
19840559,0,1,6,995,0,995,0,0,0,0,1,0,0,995,6,1,1,995,1,995,995,995,1,1,0,1,2,1,2,0,995,2,0,995,0,0,8,0,0,0,995,0,2,17,995,0,995,995,995,995,0,0,4,2,2,0,1,5,1,0,0,0,995,3,3,17,1,0,995,1,2,0,1,1,995,3,6,5,5,995,0,1,995
19611492,0,0,8,995,0,995,1,1,0,0,2,0,0,995,7,4,995,995,1,3,995,995,2,1,0,1,3,1,3,1,995,2,995,995,1,995,10,995,0,995,995,0,0,9,995,0,995,995,995,995,0,0,3,2,3,1,1,5,1,0,0,0,995,3,3,997,0,0,995,4,0,0,1,995,995,5,995,5,3,995,0,995,995
198283437,0,0,8,995,0,0,0,0,0,0,2,0,0,995,995,1,995,995,1,995,0,995,1,1,0,1,1,1,9,0,995,2,995,995,0,995,6,995,2,995,995,0,2,2,995,0,995,995,0,0,0,0,1,2,9,0,0,5,1,1,0,0,995,3,3,2,1,0,995,1,3,0,1,995,5,3,995,5,3,995,0,995,995
19828815,0,0,1,995,0,995,0,0,0,1,4,0,0,995,995,2,995,995,1,995,995,995,1,1,0,1,995,1,1,1,0,5,0,995,0,995,8,995,0,995,0,0,2,13,0,0,995,995,995,995,0,0,4,7,2,0,0,5,1,0,1,0,995,1,995,995,0,0,0,5,3,0,1,995,995,3,995,5,2,995,0,995,995
19513094,0,1,7,995,0,995,0,0,1,0,1,0,0,995,6,1,1,0,1,995,995,995,1,1,0,1,1,1,9,0,995,0,0,995,0,995,5,995,0,995,995,0,0,1,995,1,995,0,995,995,0,0,4,0,9,1,0,4,1,1,0,0,995,3,3,1,0,0,995,1,1,0,995,995,995,1,4,5,1,995,0,995,0
19415880,0,995,8,995,0,0,995,0,1,0,3,0,995,995,995,1,995,995,995,4,0,995,1,1,0,0,1,1,4,2,0,0,0,995,0,995,5,995,0,995,0,0,2,8,0,6,995,995,0,0,0,0,995,0,1,0,0,6,995,2,0,1,995,1,995,8,0,0,0,1,2,0,995,995,5,5,995,5,3,995,995,995,995
19873955,0,0,8,995,0,1,0,0,0,1,4,0,0,995,995,1,995,0,0,995,0,995,1,997,0,1,5,1,9,0,995,5,0,995,0,995,7,995,3,995,995,0,2,8,995,0,995,0,0,0,0,0,995,0,9,1,0,5,1,2,0,1,995,3,3,8,0,0,995,2,3,0,995,995,5,5,995,3,5,995,0,995,0
19561869,0,1,3,995,0,995,0,0,0,1,4,999,1,995,995,5,995,1,1,10,995,995,1,999,0,1,995,1,10,0,995,1,7,995,0,0,7,0,0,1,995,0,1,11,995,0,995,1,995,995,1,0,2,0,10,999,0,1,1,0,999,1,995,3,3,995,999,0,995,5,7,0,995,1,995,1,995,4,5,995,1,1,0
19109896,0,1,8,995,0,995,0,0,1,0,3,0,0,995,995,1,995,995,1,995,995,995,2,1,0,0,995,1,9,2,995,1,995,995,0,995,5,995,0,995,995,0,2,9,995,0,995,995,995,995,0,0,2,0,9,1,0,5,1,1,0,1,2,3,3,995,0,0,995,6,0,0,2,995,995,5,995,4,3,995,0,995,995
19446122,0,0,8,995,0,995,0,0,0,0,3,0,0,995,7,1,995,0,1,995,995,995,2,1,0,1,3,2,2,1,995,2,995,995,0,0,5,0,0,0,995,0,7,11,995,0,995,0,995,995,0,0,5,0,2,0,1,4,1,0,0,1,995,3,1,11,1,0,995,3,0,0,1,1,995,3,995,2,2,995,0,1,0
19292337,0,1,8,995,0,995,0,0,0,0,4,0,0,995,995,1,995,995,1,995,995,995,1,997,0,0,995,2,9,0,995,6,995,995,0,995,5,995,0,995,0,0,1,11,0,1,995,995,995,995,0,0,2,0,9,1,0,4,1,2,0,0,995,3,3,995,0,0,0,7,4,0,2,995,995,3,995,3,5,995,0,995,995
19973492,0,1,8,995,0,0,0,0,0,0,1,0,0,995,995,1,995,1,1,995,0,995,1,1,0,1,3,2,9,0,995,2,0,995,0,1,7,0,0,0,0,0,4,997,0,5,995,0,1,0,1,0,995,0,9,0,0,2,995,2,0,1,995,3,2,997,0,0,0,3,5,0,995,1,9,2,995,4,2,995,0,1,0
19848659,0,1,995,995,0,995,0,1,1,0,2,0,0,995,995,2,995,0,0,5,995,995,3,1,0,1,995,1,5,0,995,0,995,995,0,995,5,995,0,995,995,0,0,995,995,2,995,0,995,995,0,0,995,0,5,0,0,4,995,0,0,1,995,3,1,995,0,0,995,5,2,0,1,995,995,2,995,5,1,995,0,995,0
19264966,0,995,4,995,0,995,995,0,0,0,3,0,995,995,995,1,995,995,995,995,995,995,1,1,0,1,995,1,9,0,995,1,0,995,0,995,7,995,0,995,995,1,1,4,995,0,995,995,995,995,0,0,995,1,9,1,0,5,1,0,0,0,995,3,3,995,0,0,995,5,1,0,1,995,995,4,995,5,4,995,995,995,995
19873878,0,0,5,995,0,995,0,0,0,0,1,0,0,995,5,2,1,995,1,995,995,995,1,2,0,1,1,1,9,0,995,4,0,995,0,995,5,995,0,995,0,0,3,2,0,0,995,995,995,995,0,999,995,0,9,0,0,5,1,0,0,0,995,3,3,2,0,0,0,3,5,0,995,995,995,2,7,3,3,995,0,995,995
19879156,0,0,8,995,0,995,0,0,0,0,4,999,0,995,995,2,995,995,1,995,995,995,1,3,0,1,995,1,2,0,995,1,995,995,0,995,6,995,0,995,995,0,3,11,995,0,995,995,995,995,0,0,4,1,2,999,0,5,1,2,999,0,995,3,2,995,999,0,995,5,0,0,1,995,995,3,995,4,4,995,0,995,995
19431737,0,0,2,995,0,995,0,0,0,1,3,0,0,995,7,2,995,0,1,995,995,995,4,1,0,1,1,2,1,0,995,0,0,995,1,995,6,995,0,995,995,0,0,10,995,0,995,0,995,995,0,0,4,0,1,1,1,5,1,0,0,0,995,3,2,18,0,0,995,3,0,1,995,995,995,2,995,2,3,995,0,995,0
19058508,0,0,8,995,0,0,0,0,1,0,1,0,0,995,995,3,995,995,1,995,0,995,3,1,0,1,4,1,9,0,995,0,995,995,0,995,6,995,0,995,995,0,1,16,995,2,995,995,0,1,0,0,995,0,9,1,1,5,1,1,0,0,995,3,3,16,0,0,995,1,3,0,995,995,4,1,3,5,1,995,0,995,995
19870855,0,1,7,995,0,995,0,0,0,0,1,0,0,995,6,1,1,995,1,995,995,995,1,4,0,1,1,998,9,0,995,0,995,995,0,995,6,995,0,995,995,0,0,7,995,0,995,995,995,995,0,999,4,0,9,1,0,5,1,0,0,1,995,3,3,7,0,0,995,1,0,0,995,995,995,5,7,2,2,995,1,995,995
19173516,0,0,8,995,0,1,0,0,0,0,2,0,0,995,995,1,995,995,1,5,0,995,1,1,0,1,4,1,9,0,995,3,995,995,0,995,8,995,0,995,0,0,0,5,0,1,995,995,0,1,0,0,995,0,9,1,0,5,1,0,0,0,995,3,3,5,1,0,0,1,1,0,995,995,5,3,995,5,4,995,0,995,995
19081274,0,0,4,995,0,995,0,0,0,1,4,0,0,995,4,2,0,995,1,4,995,995,3,3,0,1,2,1,2,0,995,0,0,995,0,995,6,995,0,995,995,0,1,8,995,0,995,995,995,995,0,0,4,4,1,1,0,5,1,3,0,0,995,3,3,8,0,0,995,1,1,0,1,995,995,5,6,4,3,995,0,995,995
19715279,0,1,2,995,0,0,0,0,0,0,1,0,0,995,995,2,995,995,1,6,0,995,2,1,0,0,2,1,9,0,995,2,0,995,0,995,7,995,0,995,0,0,3,8,0,5,995,995,0,0,0,0,1,4,2,0,0,5,6,1,0,0,995,3,3,8,0,1,0,1,2,0,1,995,5,5,6,4,2,995,0,995,995
19121287,0,0,995,995,0,995,0,0,1,0,2,0,0,995,995,1,995,995,1,4,995,995,1,1,0,1,995,1,1,0,0,0,0,995,0,995,8,995,0,995,995,0,2,995,995,4,995,995,995,995,0,0,2,0,5,0,0,5,1,0,0,0,995,1,995,995,0,0,995,6,3,0,995,995,995,5,995,5,1,995,0,995,995
19517467,0,995,995,995,0,995,995,0,0,0,1,0,995,995,995,1,995,995,995,995,995,995,1,1,0,1,995,1,997,0,995,0,995,995,0,995,7,995,0,995,995,0,0,995,995,0,995,995,995,995,0,0,2,0,997,0,0,5,995,0,0,0,995,3,3,995,0,0,995,6,0,0,995,995,995,5,995,5,3,995,995,995,995
19115892,0,0,7,995,0,995,0,0,0,0,2,0,0,995,6,2,0,995,1,995,995,995,3,1,0,1,2,1,2,2,995,0,995,995,0,995,9,995,0,995,995,0,0,4,995,0,995,995,995,995,0,0,4,2,2,1,0,5,1,0,0,0,995,3,3,18,0,0,995,1,2,0,2,995,995,5,4,5,3,995,0,995,995
19824318,0,0,8,995,0,1,0,1,0,1,4,0,0,995,995,2,995,995,1,2,0,995,1,1,0,1,2,1,2,0,995,1,995,995,0,995,7,995,5,995,995,0,5,17,995,0,995,995,0,0,0,0,5,7,2,1,1,5,1,0,0,1,995,3,1,17,0,0,995,1,1,0,2,995,1,5,995,5,5,995,0,995,995
19872944,0,0,8,995,0,995,0,0,0,0,4,0,0,995,6,1,1,0,1,995,995,995,2,1,0,1,2,1,9,1,995,0,0,995,0,995,6,995,1,995,1,0,1,997,0,0,995,0,995,995,0,0,2,0,9,0,0,5,1,1,0,0,995,3,3,997,0,0,0,1,0,0,995,995,995,2,4,3,3,995,1,995,0
19086815,0,0,8,995,0,0,0,1,0,0,3,0,0,995,995,1,995,995,1,995,0,995,5,997,0,1,1,998,1,1,995,0,995,995,0,995,6,995,0,995,0,0,3,997,0,5,995,995,0,0,0,0,5,0,1,0,0,5,995,2,1,0,995,3,3,997,0,0,0,1,0,0,1,995,4,5,995,5,1,995,0,995,995
19658816,0,1,8,995,0,0,0,0,0,0,2,0,0,995,995,3,995,0,0,995,0,995,1,1,0,1,4,1,9,0,995,2,0,995,0,995,8,995,0,995,995,0,1,7,995,0,995,0,0,0,0,0,4,2,2,1,1,4,1,1,0,0,995,3,2,7,0,0,995,1,2,0,1,995,8,4,995,5,1,995,0,995,0
19243394,0,0,8,995,0,995,0,0,1,0,2,0,0,995,7,2,995,995,1,995,995,995,3,1,0,1,2,1,6,0,995,0,0,995,0,995,4,995,0,995,0,0,3,18,0,1,995,995,995,995,0,0,995,0,6,1,0,5,995,0,0,0,995,3,3,18,0,0,0,3,3,0,995,995,995,4,995,5,3,995,0,995,995
19896221,0,0,4,995,0,995,1,0,0,0,3,0,0,995,995,1,995,1,1,995,995,995,1,1,0,1,995,1,9,0,995,0,0,995,1,995,5,995,0,995,0,0,4,18,0,0,995,1,995,995,1,0,4,0,9,1,0,2,1,0,0,0,995,3,3,995,0,0,0,5,0,0,995,995,995,2,995,4,2,995,0,995,0
19817381,0,1,1,995,0,995,0,0,0,0,1,0,0,995,7,2,995,995,1,995,995,995,1,1,0,1,3,1,9,1,995,0,995,995,0,995,9,995,0,995,995,0,2,10,995,0,995,995,995,995,0,0,995,0,6,1,0,5,1,0,0,0,995,3,3,10,0,0,995,3,2,0,995,995,995,5,995,5,3,995,0,995,995
197556698,0,1,8,995,0,995,0,0,0,0,2,0,0,995,5,1,0,0,1,6,995,995,1,1,0,1,2,2,9,0,995,0,995,995,0,995,5,995,0,995,995,1,1,1,995,0,995,0,995,995,0,0,1,2,9,0,0,4,1,1,0,0,995,3,3,1,1,0,995,1,1,0,995,995,995,2,4,5,4,995,0,995,0
19434052,0,995,8,995,0,0,995,0,0,0,1,0,995,995,995,1,995,995,995,995,0,995,1,997,0,1,3,1,2,0,995,0,995,995,1,995,7,995,0,995,995,0,3,13,995,0,995,995,0,1,0,0,4,3,2,0,1,5,1,0,0,0,995,3,2,13,1,0,995,1,1,0,2,995,1,3,3,5,5,995,995,995,995
198077751,0,995,7,995,0,995,995,0,0,0,1,0,995,995,6,2,0,995,995,995,995,995,1,1,0,1,5,1,6,0,995,0,995,995,0,995,5,995,0,995,995,0,1,997,995,0,995,995,995,995,0,0,1,0,6,1,0,5,2,3,0,0,995,3,3,8,0,0,995,1,2,0,995,995,995,4,3,5,4,995,995,995,995
19009482,0,0,1,995,0,995,0,0,0,0,1,0,0,995,995,1,995,995,1,4,995,995,2,1,0,1,995,1,9,0,995,0,995,995,1,995,7,995,0,995,0,0,7,1,1,0,995,995,995,995,0,0,3,0,9,1,0,5,1,0,0,0,995,3,3,995,0,0,0,5,0,0,995,995,995,2,995,1,2,995,1,995,995
19453353,0,0,8,995,0,0,0,0,0,0,1,0,0,995,995,2,995,995,0,2,0,995,2,1,0,1,2,1,2,1,995,0,0,995,0,995,7,995,0,995,0,0,0,13,0,0,995,995,0,0,0,0,1,5,2,0,0,5,995,2,0,1,995,3,3,13,0,0,0,3,3,0,2,995,1,5,995,5,4,995,0,995,995
19692573,0,0,8,995,0,0,0,0,0,0,2,0,0,995,995,2,995,995,0,995,0,995,1,997,0,1,4,1,2,0,995,0,0,995,0,995,8,995,0,995,995,0,0,7,995,0,995,995,0,1,0,0,4,6,2,0,0,4,1,0,1,0,995,3,3,7,0,0,995,1,1,0,1,995,1,5,995,5,3,995,1,995,995
19642491,0,1,5,995,0,995,0,0,0,0,1,0,0,995,1,1,0,1,1,995,995,995,1,1,0,1,3,1,9,0,995,0,995,995,0,995,5,995,0,995,0,0,2,10,0,0,995,1,995,995,0,0,3,0,9,1,0,3,2,0,0,0,995,3,3,10,0,0,1,3,4,0,995,995,995,2,7,5,3,995,0,995,0
19039178,0,1,8,995,0,995,0,0,0,0,1,0,0,995,6,1,1,995,1,995,995,995,1,1,0,0,1,1,9,0,0,3,995,995,0,995,5,995,0,995,995,0,0,7,995,1,995,995,995,995,0,0,1,0,9,0,1,4,1,0,0,0,995,1,995,7,1,0,995,1,1,0,995,995,995,3,7,5,4,995,0,995,995
19897074,0,995,8,995,0,995,995,0,0,0,1,999,995,995,6,1,1,995,995,2,995,995,1,999,0,1,1,1,2,0,995,0,0,995,0,995,5,995,0,995,995,0,0,16,995,0,995,995,995,995,0,0,4,0,1,999,0,5,1,1,999,0,995,3,3,4,999,0,995,1,0,0,1,995,995,3,7,5,3,995,995,995,995
19636998,0,0,995,995,0,995,0,0,0,0,2,1,0,995,995,1,995,995,1,995,995,995,1,1,0,1,995,1,9,0,995,0,995,995,0,995,7,995,0,995,995,0,0,995,995,0,995,995,995,995,0,0,995,0,9,1,0,5,1,0,0,0,995,3,3,995,1,0,995,6,3,0,995,995,995,5,995,5,1,995,0,995,995
19604322,0,1,995,995,0,995,0,0,0,0,1,0,0,995,995,1,995,995,0,9,995,995,1,3,0,1,995,1,2,1,995,0,0,995,0,995,9,995,0,995,995,0,3,995,995,0,995,995,995,995,0,0,5,4,2,1,1,5,1,0,0,0,995,3,2,995,0,0,995,6,1,0,2,995,995,5,995,4,2,995,0,995,995
19610235,0,1,6,995,0,995,0,0,0,1,4,999,0,995,6,1,1,995,1,995,995,995,2,1,0,1,3,1,2,0,995,1,0,995,1,995,7,995,0,995,995,0,3,6,995,0,995,995,995,995,0,0,4,4,2,999,1,5,1,0,999,1,995,3,3,997,999,0,995,1,2,0,1,995,995,5,4,5,1,995,0,995,995
19245754,0,1,995,995,0,995,0,0,0,0,3,0,0,995,995,2,995,995,1,2,995,995,2,1,0,1,995,1,9,2,995,2,0,995,2,995,9,995,0,995,995,0,3,995,995,0,995,995,995,995,0,0,4,5,9,1,1,5,1,2,0,0,995,3,3,995,0,0,995,6,3,0,1,995,995,5,995,3,2,995,0,995,995
19901425,0,0,8,995,0,0,0,0,1,1,2,0,0,995,995,1,995,995,1,6,0,995,1,1,0,1,2,1,9,0,995,0,0,995,0,995,7,995,0,995,0,0,2,8,0,5,995,995,0,0,0,0,995,0,9,0,1,5,995,0,0,0,995,3,2,8,0,0,0,1,3,0,995,995,5,5,995,2,1,995,0,995,995
19145434,0,0,8,995,0,995,0,0,0,0,2,0,0,995,995,4,995,995,1,995,995,995,2,1,0,1,995,1,9,0,995,0,995,995,0,995,5,995,0,995,0,0,0,997,0,3,995,995,995,995,0,0,1,5,9,1,0,5,3,0,0,0,995,3,3,995,1,0,1,5,7,0,995,995,995,5,995,5,1,995,0,995,995
