hh_id,trip_purpose_school,exercise_park,telework_before,increased_vehicle_transport,changed_num_children,work_covid_protocols_common,exercise_home,modes_used_june_other_vehicle,modes_used_june_bus,age_13_17,num_people,race_american_indian_cms,exercise_plaza,increased_vehicle_other,work_return,attitude_order,work_return_barriers_vaccine,bike_purpose_errands_cms,exercise_sidewalk,medical_mode,work_covid_protocols_dont,increased_vehicle_new_driver,attitude_mask_outdoor,ethnicity_cms,modes_used_june_scooter,changed_none,attitude_telework,move_nyc,errand_mode,age_65_over,reduced_vehicle_other,shopping_food_restaurant,bike_num_days_cms,increased_vehicle_covid_modes,delivery_service,bike_purpose_other,age_cms,bike_purpose_work_related,delivery_work,bike_purpose_medical,employment_change_pay_cut,modes_used_rail,delivery_major_retailer,industry_before,employment_change_left_job,modes_used_bus,increased_vehicle_unreliable,bike_purpose_transit_cms,work_covid_protocols_none,work_covid_protocols_hours,modes_used_june_bike,disability_dressing_cms,attitude_transit_subway,modes_used_household_vehicle,food_mode,race_white_cms,medical_postponed,bike_freq,residence_type,shopping_food_restaurant_1,race_other_cms,medical_telehealth,student_location,vehicle_change,vehicle_no_change,industry,race_asian_cms,changed_home,employment_change_laid_off,employment,trip_purpose_shopping,age_5_under,car_use,bike_purpose_recreation,work_mode,attitude_bike,telework_future,attitude_nyc_activities,attitude_bus,increased_vehicle_job,exercise_trail,bike_type_owned,bike_purpose_other_cms
19461308,0,1,8,995,0,995,0,0,0,0,2,0,0,995,2,1,1,995,1,2,995,995,1,1,0,1,1,1,9,0,995,1,995,995,0,995,5,995,0,995,995,0,1,7,995,0,995,995,995,995,1,0,3,2,9,1,0,5,1,1,0,0,995,3,3,7,0,0,995,1,2,0,1,995,995,3,6,2,5,995,0,995,995
19465721,0,1,8,995,0,0,0,0,0,1,5,1,0,995,995,2,995,0,1,995,0,995,1,2,0,1,3,1,10,0,995,0,995,995,0,0,6,1,0,0,1,0,0,997,0,0,995,0,0,0,1,0,5,0,10,0,1,2,1,0,0,0,995,3,2,5,0,0,0,1,0,0,995,0,9,1,995,5,5,995,0,1,0
19999000,0,995,7,995,0,1,995,0,1,0,2,0,995,995,995,1,995,995,995,1,0,995,1,1,0,1,1,1,1,0,995,0,995,995,0,995,5,995,0,995,995,0,1,997,995,0,995,995,0,1,0,0,5,1,1,1,1,5,1,1,0,1,995,3,3,7,0,0,995,1,1,0,1,995,4,4,4,2,1,995,995,995,995
19662583,0,995,8,995,0,995,995,0,0,1,6,0,995,995,4,1,0,995,995,2,995,995,1,1,0,1,5,1,2,2,995,1,995,995,0,0,6,0,0,0,0,0,1,7,0,0,995,995,995,995,0,0,2,2,2,0,1,5,995,0,0,0,995,3,3,7,0,0,0,1,0,0,1,1,995,5,4,5,5,995,995,0,995
195469310,0,995,8,995,0,995,995,0,0,0,1,999,995,995,2,1,1,995,995,995,995,995,1,1,0,1,1,1,2,0,995,2,0,995,0,995,5,995,0,995,1,0,3,16,0,0,995,995,995,995,0,0,5,0,9,999,0,5,1,2,999,0,995,3,3,16,999,0,0,2,2,0,995,995,995,5,4,5,5,995,995,995,995
19162408,0,1,8,0,0,1,1,0,0,0,2,0,0,0,995,1,995,995,1,2,0,0,2,1,0,1,1,1,2,0,995,3,995,1,0,995,5,995,0,995,995,0,4,8,995,0,0,995,0,1,0,0,4,4,2,0,0,5,1,0,0,0,995,2,995,8,1,0,995,1,3,0,2,995,1,2,995,3,2,0,0,995,995
19352206,0,0,995,995,0,995,0,0,0,0,1,0,0,995,995,5,995,995,1,2,995,995,5,1,0,1,995,2,2,0,995,2,995,995,0,995,7,995,0,995,995,0,1,995,995,0,995,995,995,995,0,0,5,4,2,1,0,5,1,0,0,0,995,3,3,995,0,0,995,6,2,0,2,995,995,5,995,2,3,995,0,995,995
19862222,0,0,995,995,0,995,0,0,0,0,1,0,0,995,995,2,995,995,1,9,995,995,1,1,0,1,995,1,9,0,995,0,995,995,0,995,8,995,0,995,0,0,2,995,0,0,995,995,995,995,0,0,4,0,9,1,1,6,1,0,0,1,995,3,3,995,0,0,0,7,0,0,995,995,995,5,995,5,5,995,0,995,995
19901756,0,0,6,995,0,995,0,0,1,0,1,0,0,995,6,1,0,1,1,6,995,995,3,1,0,1,1,1,9,0,995,0,0,995,0,995,7,995,0,995,995,0,1,18,995,0,995,0,995,995,1,0,995,0,9,1,1,4,1,0,0,1,995,3,3,18,0,0,995,1,1,0,995,995,995,2,6,5,2,995,0,995,0
19547192,0,0,995,995,0,995,0,0,1,0,3,0,0,995,995,2,995,995,1,995,995,995,1,997,0,1,995,1,9,0,995,0,0,995,0,995,5,995,0,995,995,0,2,995,995,5,995,995,995,995,0,0,995,0,9,0,0,5,1,0,0,0,995,3,3,995,0,0,995,6,0,0,995,995,995,4,995,5,5,995,0,995,995
19548070,0,0,995,995,0,995,0,0,0,0,3,999,0,995,995,5,995,995,1,1,995,995,5,999,0,1,995,1,2,2,995,0,0,995,1,995,9,995,0,995,995,0,0,995,995,0,995,995,995,995,0,0,5,4,2,999,0,5,1,4,999,1,995,3,1,995,999,0,995,6,0,0,2,995,995,5,995,5,4,995,0,995,995
19960639,0,0,8,995,0,995,0,0,0,0,2,0,0,995,2,1,0,995,0,995,995,995,1,1,0,0,4,998,2,0,995,0,995,995,0,995,5,995,2,995,995,0,2,1,995,0,995,995,995,995,0,0,5,6,2,1,1,5,3,1,0,0,995,3,2,1,0,0,995,1,1,0,1,995,995,2,4,2,2,995,1,995,995
19138629,0,0,7,995,0,0,0,0,0,0,3,0,0,995,995,2,995,995,1,9,0,995,1,1,0,1,1,1,9,0,995,1,995,995,0,995,5,995,0,995,995,0,0,11,995,0,995,995,0,1,0,0,1,0,9,0,0,4,1,1,0,0,995,3,3,12,1,0,995,1,1,0,995,995,8,3,6,5,4,995,0,995,995
19770307,0,1,8,995,0,995,1,0,0,0,2,1,0,995,2,1,0,1,0,995,995,995,5,997,0,0,1,1,2,1,995,1,0,995,0,0,5,0,0,0,0,0,2,17,0,0,995,0,995,995,0,0,3,2,2,0,0,4,995,1,0,0,995,3,1,17,0,0,0,1,1,0,995,1,995,2,6,5,3,995,1,1,0
19125822,0,0,2,995,0,995,1,0,0,3,6,0,0,995,6,3,0,1,0,2,995,995,3,997,0,1,3,2,2,0,995,1,3,995,0,995,6,995,0,995,0,0,0,8,0,0,995,0,995,995,0,0,3,3,1,0,1,5,995,1,0,0,995,3,3,8,0,0,0,2,0,1,1,995,995,5,6,3,5,995,0,995,0
198252529,0,0,1,995,0,995,1,0,1,0,3,0,0,995,995,1,995,995,0,995,995,995,1,1,0,0,995,2,9,0,995,0,0,995,0,995,7,995,1,995,0,0,4,10,0,2,995,995,995,995,0,0,995,0,9,0,0,5,1,1,0,0,995,3,3,995,0,0,0,7,2,0,995,995,995,3,995,2,2,995,0,995,995
19631164,0,1,4,995,0,995,0,0,0,0,2,0,0,995,995,5,995,0,0,2,995,995,3,1,0,1,995,2,2,1,995,1,0,995,0,995,8,995,0,995,995,0,1,10,995,0,995,0,995,995,0,0,3,4,2,1,0,5,1,0,0,1,995,3,3,995,0,0,995,5,2,0,1,995,995,4,995,2,5,995,0,995,0
19004226,0,1,2,995,0,1,1,0,0,0,4,0,0,995,995,2,995,995,1,995,0,995,4,1,0,0,1,1,9,0,995,2,0,995,0,995,8,995,2,995,0,0,2,7,0,0,995,995,0,1,0,0,5,7,2,1,1,4,1,2,0,0,995,3,3,7,0,0,0,1,5,0,1,995,1,5,4,5,3,995,0,995,995
19599382,0,0,995,995,0,995,0,0,0,0,1,0,0,995,995,1,995,995,1,995,995,995,1,1,0,1,995,1,9,0,995,1,995,995,5,995,8,995,0,995,995,0,0,995,995,0,995,995,995,995,0,999,5,0,9,0,0,5,1,0,0,1,995,3,3,995,0,0,995,6,1,0,995,995,995,5,995,5,1,995,0,995,995
19806858,0,1,8,995,0,0,0,0,1,0,4,1,0,995,995,3,995,995,1,9,0,995,2,997,0,1,4,1,9,2,995,0,995,995,6,995,5,995,0,995,0,0,2,15,0,5,995,995,0,0,0,0,1,2,2,0,0,5,995,0,0,0,995,3,3,15,0,0,0,1,2,0,995,995,4,5,995,2,4,995,0,995,995
19103390,0,0,3,995,0,995,0,0,1,0,3,0,0,995,995,1,995,0,1,6,995,995,1,1,0,1,995,1,9,0,995,1,995,995,0,995,8,995,0,995,995,0,0,10,995,1,995,0,995,995,1,0,995,0,9,1,0,1,1,0,0,0,995,3,3,995,0,0,995,5,2,0,995,995,995,3,995,5,4,995,0,995,0
19080257,0,0,8,995,0,995,0,0,0,1,4,0,0,995,4,2,0,995,1,995,995,995,2,997,0,1,3,998,9,2,995,0,995,995,0,995,7,995,0,995,995,0,1,16,995,0,995,995,995,995,0,0,4,2,2,0,0,5,1,1,1,0,995,3,3,16,0,0,995,1,2,0,1,995,995,3,6,3,3,995,0,995,995
19031758,0,0,8,995,1,995,0,0,0,1,7,0,0,995,995,1,995,995,1,2,995,995,3,1,0,0,995,1,9,0,995,1,0,995,0,995,6,995,0,995,0,0,3,7,1,0,995,995,995,995,0,0,1,2,9,0,0,5,995,0,1,0,995,3,2,995,0,0,0,6,4,1,2,995,995,5,995,5,3,995,0,995,995
19478434,0,995,8,995,0,995,995,0,0,0,1,0,995,995,6,1,0,995,995,995,995,995,2,1,0,1,2,1,9,0,995,0,995,995,0,995,4,995,0,995,995,0,0,1,995,0,995,995,995,995,0,0,1,0,9,1,0,5,1,2,0,0,995,3,3,1,1,0,995,1,0,0,995,995,995,5,4,5,5,995,995,995,995
19816227,0,0,8,995,0,995,0,0,0,0,4,0,0,995,6,1,1,995,1,995,995,995,1,3,0,1,1,1,9,0,995,1,995,995,0,995,7,995,0,995,995,0,1,4,995,0,995,995,995,995,0,0,4,7,9,1,1,5,1,0,0,0,995,3,3,997,0,0,995,1,5,0,1,995,995,5,4,3,5,995,0,995,995
