property_id,address_1,data_center_pue,last_modified_date_gas_meters,third_party_certification,wastewater_treatment_plant,hospital_general_medical_9,annual_maximum_demand_kw,estimated_data_flag_fuel_3,weather_normalized_site,national_median_site_eui,financial_office_weekly,energy_power_station_gross,multifamily_housing_gross,total_ghg_emissions_metric,bank_branch_gross_floor_area,urgent_care_clinic_other,electricity_use_grid_purchase_2,parking_partially_enclosed,occupancy,national_median_total_ghg,multifamily_housing_number_2,medical_office_percent_that,adult_education_gross_floor,office_number_of_workers,direct_ghg_emissions_intensity,performing_arts_gross_floor,hospital_general_medical_2,office_percent_that_can_be,fuel_oil_1_use_kbtu,natural_gas_use_kbtu,medical_office_gross_floor,hospital_general_medical_7,automobile_dealership_gross,retail_store_number_of_open,difference_from_national,generation_date,alert_water_meter_has_less,municipally_supplied_potable,list_of_all_property_use,year_ending,last_modified_date_water,college_university_gross,manufacturing_industrial,costar_property_id,senior_care_community_living,direct_ghg_emissions_metric,social_meeting_hall_gross,_2nd_largest_property_use
163446000.00%,763 Knickerbocker Avenue,Not Available,04/14/2020 02:37 PM EDT,Not Available,Not Available,Not Available,72,Not Available,4.7,68.8,Not Available,Not Available,Not Available,347.0,Not Available,Not Available,1071095.0,Not Available,100,278.4,Not Available,Not Available,Not Available,Not Available,3.9,Not Available,Not Available,Not Available,Not Available,4086100.4,Not Available,Not Available,Not Available,Not Available,24.6,2020-08-28T16:16:39.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,261.9,Not Available,Not Available
1634580,2750 Throop Avenue,Not Available,04/10/2020 05:36 PM EDT,Not Available,Not Available,Not Available,245.6,Not Available,4.6,73.3,Not Available,Not Available,Not Available,604.2,Not Available,Not Available,1740461.2,Not Available,100,633.6,Not Available,Not Available,Not Available,Not Available,4.1,Not Available,Not Available,Not Available,Not Available,1100,Not Available,Not Available,Not Available,Not Available,-4.6,2020-05-01T21:43:19.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:54 PM EDT,Not Available,Not Available,Not Available,Not Available,456.8,Not Available,Not Available
1634254,1600 Rockaway Parkway,Not Available,08/18/2020 06:42 PM EDT,Not Available,Not Available,Not Available,464,Not Available,5.7,78.4,Not Available,Not Available,Not Available,1272.4,Not Available,Not Available,5767644.8,Not Available,100,1694.5,Not Available,Not Available,Not Available,Not Available,2.7,Not Available,Not Available,Not Available,Not Available,2743600,Not Available,Not Available,Not Available,Not Available,-24.9,2020-08-28T16:16:47.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:48 PM EDT,Not Available,Not Available,Not Available,Not Available,814.1,Not Available,Not Available
1633900,560 West 169th Street,Not Available,04/13/2020 05:47 PM EDT,Not Available,Not Available,Not Available,228,No,5.6,90.9,Not Available,Not Available,Not Available,576.4,Not Available,Not Available,2440262.4,Not Available,100,881.0,Not Available,Not Available,Not Available,Not Available,3,Not Available,Not Available,Not Available,Not Available,156700,Not Available,Not Available,Not Available,Not Available,-34.6,2020-08-28T16:17:07.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,382.5,Not Available,Not Available
1634225,98-01 25th Avenue,Not Available,04/13/2020 03:26 PM EDT,Not Available,Not Available,Not Available,184,Not Available,4.6,82.4,Not Available,Not Available,Not Available,596.8,Not Available,Not Available,1766051.2,Not Available,100,560.0,Not Available,Not Available,Not Available,Not Available,4,Not Available,Not Available,Not Available,Not Available,7093799.8,Not Available,Not Available,Not Available,Not Available,6.6,2020-05-01T21:41:56.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:48 PM EDT,Not Available,Not Available,Not Available,Not Available,447.2,Not Available,Not Available
1633314,425 Henry Street,Not Available,04/14/2020 02:37 PM EDT,Not Available,Not Available,Not Available,222.4,Not Available,2.7,106.4,Not Available,Not Available,Not Available,472.6,Not Available,Not Available,847813.8,Not Available,100,589.3,Not Available,Not Available,Not Available,Not Available,4.3,Not Available,Not Available,Not Available,Not Available,5893399.9,Not Available,Not Available,Not Available,Not Available,-19.8,2020-08-28T16:17:05.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,405.2,Not Available,Not Available
1633877,1330 Bristow Sgreet,Not Available,04/10/2020 05:35 PM EDT,Not Available,Not Available,Not Available,144,No,4.0,78.2,Not Available,Not Available,Not Available,609.0,Not Available,Not Available,1527893.6,Not Available,100,642.4,Not Available,Not Available,Not Available,Not Available,4.4,Not Available,Not Available,Not Available,Not Available,801100,Not Available,Not Available,Not Available,Not Available,-5.2,2020-08-28T16:17:07.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,487.6,Not Available,Not Available
1472193,605 3rd Avenue,Not Available,03/17/2020 09:16 AM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,11.6,95.9,55,Not Available,Not Available,5546.6,Not Available,Not Available,41758922.1,Not Available,100,7783.3,Not Available,Not Available,Not Available,1543.67,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-28.7,2020-04-06T10:38:16.000,Ok,Not Available,"Financial Office, Office",2019-12-31T00:00:00.000,02/11/2020 02:29 PM EST,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Financial Office
1633076,1935 Bussing Avenue,Not Available,04/10/2020 05:36 PM EDT,Not Available,Not Available,Not Available,158.4,Not Available,5.9,82.0,Not Available,Not Available,Not Available,256.3,Not Available,Not Available,1161171.8,Not Available,100,292.8,Not Available,Not Available,Not Available,Not Available,2.8,Not Available,Not Available,Not Available,Not Available,2856499.9,Not Available,Not Available,Not Available,Not Available,-12.5,2020-08-28T16:17:14.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:06 PM EDT,Not Available,Not Available,Not Available,Not Available,164,Not Available,Not Available
1634246,970 Vermont Street,Not Available,04/14/2020 02:38 PM EDT,Not Available,Not Available,Not Available,172,No,4.6,80.9,Not Available,Not Available,Not Available,715.3,Not Available,Not Available,1787888.0,Not Available,100,702.9,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,Not Available,Not Available,39300,Not Available,Not Available,Not Available,Not Available,1.8,2020-05-01T21:43:51.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,563.9,Not Available,Not Available
1633547,211 Throop Avenue,Not Available,04/14/2020 02:37 PM EDT,Not Available,Not Available,Not Available,200,No,3.7,80.6,Not Available,Not Available,Not Available,539.4,Not Available,Not Available,1441228.8,Not Available,100,697.1,Not Available,Not Available,Not Available,Not Available,3.7,Not Available,Not Available,Not Available,Not Available,350600,Not Available,Not Available,Not Available,Not Available,-22.6,2020-08-28T16:18:06.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,424.8,Not Available,Not Available
1633181,79-15 Penelope Avenue,Not Available,04/13/2020 03:26 PM EDT,Not Available,Not Available,Not Available,456,Not Available,12.3,65.1,Not Available,Not Available,Not Available,593.9,Not Available,Not Available,4894172.8,Not Available,100,518.1,Not Available,Not Available,Not Available,Not Available,1.8,Not Available,Not Available,Not Available,Not Available,3589999.9,Not Available,Not Available,Not Available,Not Available,14.6,2020-08-28T16:17:24.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:05 PM EDT,Not Available,Not Available,Not Available,Not Available,205,Not Available,Not Available
1633854,30-15 29th Street,Not Available,04/13/2020 03:26 PM EDT,Not Available,Not Available,Not Available,591.4,Not Available,8.1,69.2,Not Available,Not Available,Not Available,484.0,Not Available,Not Available,3371056.0,Not Available,100,548.7,Not Available,Not Available,Not Available,Not Available,1.8,Not Available,Not Available,Not Available,Not Available,4069600.2,Not Available,Not Available,Not Available,Not Available,-11.8,2020-08-28T16:17:46.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:29 PM EDT,Not Available,Not Available,Not Available,Not Available,216.2,Not Available,Not Available
1772081,1370 Avenue of the Americas,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13.3,90.5,55,Not Available,Not Available,2444.9,12214,Not Available,15932497.8,Not Available,85,2365.3,Not Available,Not Available,Not Available,193.09,0,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,15,3.4,2020-07-29T14:52:03.000,Ok,Not Available,"Bank Branch, Financial Office, Office, Restaurant, Retail Store",2019-12-31T00:00:00.000,07/22/2020 02:16 PM EDT,Not Available,Not Available,Not Available,Not Available,0,Not Available,Financial Office
1836372,445 Beach 135th Street,Not Available,Not Available,Not Available,Not Available,Not Available,70.5,Not Available,4.4,106.9,Not Available,Not Available,Not Available,171.7,Not Available,Not Available,433733.4,Not Available,100,231.6,Not Available,Not Available,Not Available,Not Available,4.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-25.9,2020-08-28T16:17:21.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,137.2,Not Available,Not Available
1634525,85-11 102nd Street,Not Available,04/17/2020 12:54 PM EDT,Not Available,Not Available,Not Available,177.2,Not Available,10.3,60.2,Not Available,Not Available,Not Available,215.5,Not Available,Not Available,1804129.1,Not Available,100,210.0,Not Available,Not Available,Not Available,Not Available,1.4,Not Available,Not Available,Not Available,Not Available,1357999.9,Not Available,Not Available,Not Available,Not Available,2.6,2020-08-28T16:17:24.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:54 PM EDT,Not Available,Not Available,Not Available,Not Available,72.1,Not Available,Not Available
1633138,4011 Fillmore Avenue,Not Available,04/17/2020 10:28 AM EDT,Not Available,Not Available,Not Available,145.6,Not Available,3.7,87.4,Not Available,Not Available,Not Available,301.3,Not Available,Not Available,1071095.0,Not Available,100,443.2,Not Available,Not Available,Not Available,Not Available,2.6,Not Available,Not Available,Not Available,Not Available,3532199.9,Not Available,Not Available,Not Available,Not Available,-32.0,2020-08-28T16:17:50.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,216.2,Not Available,Not Available
1634745,85-15 258th Street,Not Available,04/13/2020 03:27 PM EDT,Not Available,Not Available,Not Available,162,Not Available,3.7,118.8,Not Available,Not Available,Not Available,439.3,Not Available,Not Available,1098800.5,Not Available,100,786.2,Not Available,Not Available,Not Available,Not Available,4,Not Available,Not Available,Not Available,Not Available,132300,Not Available,Not Available,Not Available,Not Available,-44.1,2020-08-28T16:16:14.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:54 PM EDT,Not Available,Not Available,Not Available,Not Available,352,Not Available,Not Available
1633537,37 Hicks Street,Not Available,04/14/2020 02:36 PM EDT,Not Available,Not Available,Not Available,212,Not Available,7.9,63.1,Not Available,Not Available,Not Available,281.6,Not Available,Not Available,1950299.2,Not Available,100,295.4,Not Available,Not Available,Not Available,Not Available,1.8,Not Available,Not Available,Not Available,Not Available,2384100.1,Not Available,Not Available,Not Available,Not Available,-4.7,2020-08-28T16:16:05.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,126.6,Not Available,Not Available
1633310,101 Maujer Street,Not Available,04/14/2020 02:37 PM EDT,Not Available,Not Available,Not Available,110.4,Not Available,7.9,76.0,Not Available,Not Available,Not Available,182.9,Not Available,Not Available,940893.1,Not Available,100,172.1,Not Available,Not Available,Not Available,Not Available,3.1,Not Available,Not Available,Not Available,Not Available,1456700,Not Available,Not Available,Not Available,Not Available,6.3,2020-08-28T16:16:31.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,108.1,Not Available,Not Available
1633577,3301 Quentin Road,Not Available,04/17/2020 10:26 AM EDT,Not Available,Not Available,Not Available,271,Not Available,4.4,87.2,Not Available,Not Available,Not Available,426.8,Not Available,Not Available,1696258.7,Not Available,100,583.3,Not Available,Not Available,Not Available,Not Available,2.6,Not Available,Not Available,Not Available,Not Available,5497800.3,Not Available,Not Available,Not Available,Not Available,-26.8,2020-08-28T16:18:03.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,292,Not Available,Not Available
1634523,98-50 50th Avenue,Not Available,04/13/2020 03:26 PM EDT,Not Available,Not Available,Not Available,641.8,No,5.4,77.5,Not Available,Not Available,Not Available,895.6,Not Available,Not Available,4430140.8,Not Available,100,1396.8,Not Available,Not Available,Not Available,Not Available,2.3,Not Available,Not Available,Not Available,Not Available,600800,Not Available,Not Available,Not Available,Not Available,-35.9,2020-08-28T16:18:01.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:54 PM EDT,Not Available,Not Available,Not Available,Not Available,543.5,Not Available,Not Available
1633072,459 East 176th Street,Not Available,04/10/2020 05:35 PM EDT,Not Available,Not Available,Not Available,124.8,Not Available,5.0,81.8,Not Available,Not Available,Not Available,415.0,Not Available,Not Available,1270355.8,Not Available,100,455.1,Not Available,Not Available,Not Available,Not Available,4.2,Not Available,Not Available,Not Available,Not Available,186300,Not Available,Not Available,Not Available,Not Available,-8.8,2020-08-28T16:17:28.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,314,Not Available,Not Available
1634205,400 Ashford Street,Not Available,04/14/2020 02:37 PM EDT,Not Available,Not Available,Not Available,140,Not Available,4.1,64.3,Not Available,Not Available,Not Available,403.7,Not Available,Not Available,1432767.0,Not Available,100,415.6,Not Available,Not Available,Not Available,Not Available,2.8,Not Available,Not Available,Not Available,Not Available,3624199.9,Not Available,Not Available,Not Available,Not Available,-2.9,2020-08-28T16:16:55.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:48 PM EDT,Not Available,Not Available,Not Available,Not Available,289.8,Not Available,Not Available
1633604,790 East New York Avenue,Not Available,04/17/2020 10:27 AM EDT,Not Available,Not Available,Not Available,440,No,4.7,79.5,Not Available,Not Available,Not Available,607.5,Not Available,Not Available,3147228.8,Not Available,100,1204.2,Not Available,Not Available,Not Available,Not Available,1.8,Not Available,Not Available,Not Available,Not Available,3300,Not Available,Not Available,Not Available,Not Available,-49.6,2020-08-28T16:18:04.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,357.4,Not Available,Not Available
1633867,100 Luten Avenue,Not Available,04/17/2020 12:53 PM EDT,Not Available,Not Available,Not Available,849,No,4.7,87.8,Not Available,Not Available,Not Available,1983.9,Not Available,Not Available,9268227.1,Not Available,100,3301.5,Not Available,Not Available,Not Available,Not Available,2.6,Not Available,Not Available,Not Available,Not Available,227500,Not Available,Not Available,Not Available,Not Available,-39.9,2020-08-28T16:16:50.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:28 PM EDT,Not Available,Not Available,Not Available,Not Available,1333,Not Available,Not Available
1796894,199 Water Street,Not Available,03/09/2020 01:02 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,14.2,93.5,Not Available,Not Available,Not Available,4963.0,Not Available,Not Available,48103331.4,0,100,7465.1,Not Available,Not Available,Not Available,3000,0,Not Available,Not Available,100,Not Available,33340,Not Available,Not Available,Not Available,0,-33.5,2020-07-29T12:09:05.000,Ok,Not Available,"Office, Parking, Retail Store",2019-12-31T00:00:00.000,07/28/2020 03:34 PM EDT,Not Available,Not Available,Not Available,Not Available,1.8,Not Available,Parking
1634375,370 West 120th Street,Not Available,04/13/2020 05:46 PM EDT,Not Available,Not Available,Not Available,172.8,Not Available,5.4,74.1,Not Available,Not Available,Not Available,293.5,Not Available,Not Available,1826648.3,Not Available,100,469.3,Not Available,Not Available,Not Available,Not Available,1.5,Not Available,Not Available,Not Available,Not Available,2793699.6,Not Available,Not Available,Not Available,Not Available,-37.5,2020-08-28T16:16:12.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,148.4,Not Available,Not Available
1633748,317 Hoyt Street,Not Available,04/14/2020 02:37 PM EDT,Not Available,Not Available,Not Available,248,Not Available,4.2,98.0,Not Available,Not Available,Not Available,503.0,Not Available,Not Available,1498397.7,Not Available,100,702.6,Not Available,Not Available,Not Available,Not Available,4.1,Not Available,Not Available,Not Available,Not Available,24800,Not Available,Not Available,Not Available,Not Available,-28.4,2020-08-28T16:16:49.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,393.9,Not Available,Not Available
1633972,5301 20th Avenue,Not Available,04/17/2020 10:27 AM EDT,Not Available,Not Available,Not Available,110.4,Not Available,5.9,94.4,Not Available,Not Available,Not Available,212.8,Not Available,Not Available,839079.0,Not Available,100,245.5,Not Available,Not Available,Not Available,Not Available,3.5,Not Available,Not Available,Not Available,Not Available,2210300,Not Available,Not Available,Not Available,Not Available,-13.4,2020-08-28T16:17:02.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 09:14 PM EDT,Not Available,Not Available,Not Available,Not Available,146.1,Not Available,Not Available
1633356,74-01 78th Avenue,Not Available,04/13/2020 03:27 PM EDT,Not Available,Not Available,Not Available,308,Not Available,5.7,83.5,Not Available,Not Available,Not Available,546.0,Not Available,Not Available,2344726.4,Not Available,100,636.0,Not Available,Not Available,Not Available,Not Available,3,Not Available,Not Available,Not Available,Not Available,5325799.9,Not Available,Not Available,Not Available,Not Available,-14.1,2020-08-28T16:17:06.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,359.7,Not Available,Not Available
1634167,2100 Walton Avenue,Not Available,04/10/2020 05:35 PM EDT,Not Available,Not Available,Not Available,421.9,Not Available,12.7,79.2,Not Available,Not Available,Not Available,559.5,Not Available,Not Available,4064374.4,Not Available,100,496.1,Not Available,Not Available,Not Available,Not Available,2.5,Not Available,Not Available,Not Available,Not Available,3888900.3,Not Available,Not Available,Not Available,Not Available,12.8,2020-08-28T16:17:59.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 09:14 PM EDT,Not Available,Not Available,Not Available,Not Available,236.5,Not Available,Not Available
1633237,610 East 12th Street,Not Available,04/13/2020 05:46 PM EDT,Not Available,Not Available,Not Available,184,Not Available,4.9,99.5,Not Available,Not Available,Not Available,389.4,Not Available,Not Available,1516292.8,Not Available,100,540.5,Not Available,Not Available,Not Available,Not Available,3,Not Available,Not Available,Not Available,Not Available,4641600.2,Not Available,Not Available,Not Available,Not Available,-28.0,2020-08-28T16:17:32.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:06 PM EDT,Not Available,Not Available,Not Available,Not Available,268.9,Not Available,Not Available
1633346,179-01 90th Avenue,Not Available,04/17/2020 12:53 PM EDT,Not Available,Not Available,Not Available,192,Not Available,4.4,87.3,Not Available,Not Available,Not Available,477.0,Not Available,Not Available,1733569.0,Not Available,100,620.3,Not Available,Not Available,Not Available,Not Available,3,Not Available,Not Available,Not Available,Not Available,4824500.2,Not Available,Not Available,Not Available,Not Available,-23.1,2020-08-28T16:18:24.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,339.2,Not Available,Not Available
1712194,220 West 19 Street,Not Available,02/27/2020 02:51 PM EST,Not Available,Not Available,Not Available,Not Available,Not Available,12.3,93.1,Not Available,Not Available,Not Available,580.6,Not Available,Not Available,4626590.1,Not Available,90,727.2,Not Available,Not Available,Not Available,200,1.7,Not Available,Not Available,100,Not Available,3553433,Not Available,Not Available,Not Available,Not Available,-20.2,2020-05-01T15:54:08.000,Ok,Not Available,"Fitness Center/Health Club/Gym, Office",2019-12-31T00:00:00.000,03/30/2020 10:13 AM EDT,Not Available,Not Available,Not Available,Not Available,188.7,Not Available,Fitness Center/Health Club/Gym
1634289,155-02 108th Avenue,Not Available,04/17/2020 12:54 PM EDT,Not Available,Not Available,Not Available,115.2,Not Available,5.0,99.9,Not Available,Not Available,Not Available,219.8,Not Available,Not Available,764833.9,Not Available,100,271.7,Not Available,Not Available,Not Available,Not Available,3.6,Not Available,Not Available,Not Available,Not Available,2415300.1,Not Available,Not Available,Not Available,Not Available,-19.1,2020-08-28T16:16:21.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:48 PM EDT,Not Available,Not Available,Not Available,Not Available,159,Not Available,Not Available
1634121,123 Morningside Drive,Not Available,04/13/2020 05:46 PM EDT,Not Available,Not Available,Not Available,216,No,6.0,88.3,Not Available,Not Available,Not Available,397.4,Not Available,Not Available,1756770.6,Not Available,100,452.8,Not Available,Not Available,Not Available,Not Available,3,Not Available,Not Available,Not Available,Not Available,4853800.1,Not Available,Not Available,Not Available,Not Available,-12.2,2020-08-28T16:16:24.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,257.8,Not Available,Not Available
1634026,911 Flatbush Avenue,Not Available,04/17/2020 10:26 AM EDT,Not Available,Not Available,Not Available,584,Not Available,4.8,97.5,Not Available,Not Available,Not Available,2477.1,Not Available,Not Available,7597841.6,Not Available,100,2712.0,Not Available,Not Available,Not Available,Not Available,4.1,Not Available,Not Available,Not Available,Not Available,28810899.1,Not Available,Not Available,Not Available,Not Available,-8.7,2020-08-28T16:16:19.000,Ok,Not Available,"Heated Swimming Pool, K-12 School",2019-12-31T00:00:00.000,05/01/2020 09:14 PM EDT,Not Available,Not Available,Not Available,Not Available,1873.4,Not Available,Heated Swimming Pool
1633183,40-01 43rd Avenue,Not Available,04/13/2020 03:27 PM EDT,Not Available,Not Available,Not Available,249.6,Not Available,7.4,87.6,Not Available,Not Available,Not Available,593.1,Not Available,Not Available,2649895.7,Not Available,100,574.2,Not Available,Not Available,Not Available,Not Available,3.7,Not Available,Not Available,Not Available,Not Available,5795399.9,Not Available,Not Available,Not Available,Not Available,3.3,2020-08-28T16:16:20.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,382.5,Not Available,Not Available
1633389,760 Prospect Place,Not Available,04/17/2020 10:27 AM EDT,Not Available,Not Available,Not Available,214,Not Available,3.8,86.8,Not Available,Not Available,Not Available,708.0,Not Available,Not Available,2287404.8,Not Available,100,927.6,Not Available,Not Available,Not Available,Not Available,3,Not Available,Not Available,Not Available,Not Available,8422299.9,Not Available,Not Available,Not Available,Not Available,-23.7,2020-08-28T16:17:01.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,526.2,Not Available,Not Available
1634574,91 Henderson Avenue,Not Available,04/17/2020 12:54 PM EDT,Not Available,Not Available,Not Available,220.8,Not Available,10.0,117.4,Not Available,Not Available,Not Available,273.3,Not Available,Not Available,1518203.5,Not Available,100,338.3,Not Available,Not Available,Not Available,Not Available,3.5,Not Available,Not Available,Not Available,Not Available,1852800.1,Not Available,Not Available,Not Available,Not Available,-19.2,2020-08-28T16:18:32.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:54 PM EDT,Not Available,Not Available,Not Available,Not Available,152.7,Not Available,Not Available
1634273,48S,Not Available,04/17/2020 10:27 AM EDT,Not Available,Not Available,Not Available,208,Not Available,13.2,91.6,Not Available,Not Available,Not Available,542.8,Not Available,Not Available,2842878.4,Not Available,100,353.9,Not Available,Not Available,Not Available,Not Available,5.1,Not Available,Not Available,Not Available,Not Available,5696599.7,Not Available,Not Available,Not Available,Not Available,53.4,2020-08-28T16:18:18.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:48 PM EDT,Not Available,Not Available,Not Available,Not Available,316.9,Not Available,Not Available
1747000,56-45 Main Street,Not Available,05/07/2020 05:32 PM EDT,Not Available,Not Available,2.6682,Not Available,Not Available,31.0,310.7,Not Available,Not Available,Not Available,12349.4,Not Available,Not Available,62290017.9,Not Available,100,11736.8,Not Available,Not Available,Not Available,Not Available,12,Not Available,100% Yes,Not Available,Not Available,123184211.8,Not Available,0.74513,Not Available,Not Available,5.2,2020-05-20T13:05:14.000,Ok,Not Available,Hospital (General Medical & Surgical),2019-12-31T00:00:00.000,03/03/2020 05:48 PM EST,Not Available,Not Available,Not Available,Not Available,7074.1,Not Available,Not Available
1634614,315 East 113th Street,Not Available,04/13/2020 05:47 PM EDT,Not Available,Not Available,Not Available,130.4,Not Available,4.4,91.5,Not Available,Not Available,Not Available,630.0,Not Available,Not Available,1249610.9,Not Available,100,575.4,Not Available,Not Available,Not Available,Not Available,6.4,Not Available,Not Available,Not Available,Not Available,1300,Not Available,Not Available,Not Available,Not Available,9.5,2020-08-28T16:18:10.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,530.7,Not Available,Not Available
1634771,15 Fairfield Street,Not Available,04/17/2020 12:53 PM EDT,Not Available,Not Available,Not Available,252,Not Available,8.1,96.1,Not Available,Not Available,Not Available,249.4,Not Available,Not Available,1923549.1,Not Available,100,504.1,Not Available,Not Available,Not Available,Not Available,1.4,Not Available,Not Available,Not Available,Not Available,4700,Not Available,Not Available,Not Available,Not Available,-50.5,2020-08-28T16:17:56.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,96.5,Not Available,Not Available
1634028,185 Ellery Street,Not Available,04/14/2020 02:37 PM EDT,Not Available,Not Available,Not Available,268,Not Available,5.1,102.1,Not Available,Not Available,Not Available,359.1,Not Available,Not Available,1831561.6,Not Available,100,654.0,Not Available,Not Available,Not Available,Not Available,2,Not Available,Not Available,Not Available,Not Available,4021299.9,Not Available,Not Available,Not Available,Not Available,-45.1,2020-08-28T16:18:33.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,213.6,Not Available,Not Available
1634293,138-01 77th Avenue,Not Available,04/13/2020 03:27 PM EDT,Not Available,Not Available,Not Available,130.8,Not Available,4.1,73.6,Not Available,Not Available,Not Available,447.4,Not Available,Not Available,1250409.3,Not Available,100,500.8,Not Available,Not Available,Not Available,Not Available,3.8,Not Available,Not Available,Not Available,Not Available,458200,Not Available,Not Available,Not Available,Not Available,-10.7,2020-05-01T21:41:35.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:48 PM EDT,Not Available,Not Available,Not Available,Not Available,341.5,Not Available,Not Available
8139,200  East  42nd  St.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13.3,123.1,Not Available,Not Available,Not Available,2752.2,2115,Not Available,17555047.1,Not Available,100,3555.9,Not Available,Not Available,Not Available,1518,0,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,0,-22.6,2020-05-28T04:27:23.000,Ok,Not Available,"Bank Branch, Office, Retail Store",2019-12-31T00:00:00.000,03/03/2020 05:46 PM EST,Not Available,Not Available,Not Available,Not Available,0,Not Available,Retail Store
