fy_2019_consumed,fy_2019_tco2e,fy_2020_source_mmbtu,fy_2022_source_mmbtu,fy_2012_source_mmbtu,fy_2012_consumed,fy_2013_tco2e,fy_2011_tco2e,fy_2017_consumed,fy_2022_consumed,fy_2013_source_mmbtu,fy_2019_source_mmbtu,fy_2023_tco2e,fy_2014_source_mmbtu,fy_2022_tco2e,fy_2024_tco2e
41905608.06,99114.23,1313662.26,1120813.17,1458849.73,43741364.46,106027.47,107487.89,42034174.84,33605858.4,1495108.7,1397624.09,77380.75,1296209.65,79483.84,75361.77
24227.88,0.04,857.96,1001.39,0.0,0.0,0.0,0.0,28693.69,29328.39,0.0,827.23,0.05,1059.13,0.05,0.04
0.0,0.0,0.0,0.0,15676.42,459128.04,8.26,0.0,561.57,0.0,24809.34,0.0,0.0,0.0,0.0,0.0
2742572888.11,763388.2,21925371.99,23037684.38,25809169.23,2966366598.34,843639.22,930005.34,2846121832.59,2647827089.76,25456673.79,23862029.9,899015.19,24856056.05,910896.84,895606.15
12282079.02,619263.12,11540028.83,12179885.64,8864129.55,8906812.44,513213.42,571548.6,10272974.44,12238534.69,10129977.08,12223221.3,558703.9,10524200.24,617067.61,557885.38
4656178.67,500.45,98705.66,84215.41,107552.33,4768707.96,519.04,525.24,4670463.87,3733984.27,108916.29,105014.37,390.71,97394.31,401.33,380.52
6518417.14,74.09,181214.12,231274.83,13473.74,394616.36,74.96,2.72,5072523.38,6773534.84,225190.27,222564.12,64.84,196836.09,76.99,64.37
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
