uniqueid,qbikestore8,qchildschoolsame,qborough1,qbenefits04,qschooltransitto2,qschooltravelcode15,qnationoe,qridehailpurpose05,qusetravelcode14,qbenefits09,gfocusaa1_qfocusaa6_ma7,qschooltravelcode21,qsharetravelcode26,qnyc,qpreridehailcode07,gfulltime_qparttime_ma,qusetravelcode11,qwpsurveyzone07,qzipwork1,qchildrenschoolzip1,gfocusaa1_qfocusaa1_ma6,qridehail6,gfocusaa1_qfocusaa5b_ma5,qbikeride,qday1,qshare1,qbenefits14,gfocusaa1_qfocusaa4_ma3,qschooltravelcode14,qshare7,qpreridehailcode13,qbikemany,qcarpark8,gcarreduce1_qcarreduce4_ma,qchildren,qziptravel1,qridehail5,qwpsurveyzone09,qnocitibike9,qwpsurveyzone01,qreachtravel5,qsharetravelcode23,qusetravelcode26,qhispanic_other5,qzipwork5,finishtime_est,qpreridehailcode22,qzipwork2,gfocusaa1_qfocusaa4_ma6,qsharetravelcode15,qwelfare4,qschooltravelcode27,qpreridehailcode19,qsharetravelcode22,gfocusaa1_qfocusaa5b_ma8,qdisability1,qpreridehailcode18,qagecode_final1,qsmartphone,qusetravelcode21,qpreridehailcode01,qcitibike,qschooltransitto1,gfocusaa1_qfocusaa3_ma6,qwelfare3,gfocusaa1_qfocusaa5b_ma2,qpreridehailcode17,gcarreduce1_qcarreduce3_ma,qcarpark5,qusetravelcode03,gfocusaa1_qfocusaa5_ma1,qschooltransitto6,qsunrise_append,gfulltime_qfulltime_ma,qchildrenschoolzip2,qschooltransitfrom6,gfocusaa1_qfocusaa4_ma1,qusetravelcode12,qzipwork6,qagecode_final4,qwpsurveyzone08,gimprove1_qimprove1_ma,qschooltravelcode10,qsharefreq,qschooltravelcode12,qbenefits11,qsharetravelcode16,qziptravel2,qsharetravelcode18,qincome,qtimework6,gfocusaa1_qfocusaa6_ma4,qsharetravelcode09,respondent_serial,qsharepurpose11,gfocusaa1_qfocusaa1_ma7,qsharepurpose_other9,qnocitibike8,qusetravelcode08,qnocitibike_other7,qcarpark7,qusetravelcode16,qsharetravelcode24,gfocusaa1_qfocusaa6_ma5,qwpsurveyzone03,qbiketo,gfocusaa1_qfocusaa5_ma7,qcaraccess,qschooltransitto4,qusetravelcode20,qshare2,qusetravelcode07,qlanguagepref,qsharepurpose07,qdisability6,qnocitibike3,qlanguage2oe,qsafety5,qlicense,qreachtravel7,qreachtravel1,weekday_number_of_trips,qsharetravelcode11,qreachtravel6,gfocusaa1_qfocusaa2_ma1,gcarincrease1_qcarincrease3_ma,qsharetravelcode19,qtimework2,gfocusaa1_qfocusaa6_ma6,qzipwork4,qdisability8,qsharetravelcode14,gfocusaa1_qfocusaa1_ma2,qsharetravelcode13,gcarincrease1_qcarincrease1_ma,qreachtravel3,qpreridehailcode14,qridehailpurpose09,qridehailpurpose04,qschooltravelcode01,qtimework5,qeducation,qnocitibike1,gfocusaa1_qfocusaa5_ma4,qschooltravelcode13,qcaretaker,qusetravelcode06,qcitibikefreq,qschooltravelcode07,qrace
110000724,0, ,1,0, ,0,9, ,0,0,0,0, ,7, ,1,0,1, ,55555,0,1,0,5,7,0,0,0,0,0, ,4,0, ,5, ,0,0,0,0, , ,0, , , , , ,0, ,0,1, , ,0,0, ,0,1,0, ,2, ,0,1,0, , ,0,1,1, ,5:25:00 AM, , , ,1,0, ,0,0,3,0, ,0,0, , , ,5, ,0, , , ,0, ,0,0, ,0,0, ,0,0,2,0,2, ,0,0,0,1, ,1,0,21,1,2, , , , , ,1, , , ,0,11219,0, ,0, , , , , , ,0, ,3,0,0,0,4,0, ,0,1
110001585,0, ,0,0, ,0,1, ,0,0,0,0, ,7, ,1,0, , ,11435,1,0,0,1,1,0,0,0,0,0, ,2,0, ,2, ,0, ,0, , , ,1, , , , , ,1, ,0,0, , ,0,0, ,0,2,0, ,2, ,0,1,0, , ,0,0,0, ,5:24:00 AM, , , ,0,0, ,0, ,1,0, ,0,0, , , ,3, ,1, , , ,0, ,0,0, ,0,0, ,0, ,2,0,1, ,0,0,0,1, ,1,1,12,1,1, , , , , ,0, , , ,0,11475,0, ,0, , , , , , ,1, ,6,0,0,0,4,0, ,0,1
110000809, , ,0,0, , ,1, ,0,0,0, , ,7, ,0,0,0,10007, ,1,1,0,5,1,0,0,1, ,0, ,0,0, ,1, ,0,0,0,0, , ,0, , , , , ,1, ,0, , , ,0,0, ,0,1,0, ,2, ,0,1,0, , ,0,0,1, ,5:25:00 AM,1, , ,1,0, ,1,0,1, , , ,0, , , ,4, ,1, , , ,0, ,0,0, ,0,0, ,0,1,2,0,1, ,0,0,0,1, ,1,0,21,1,1, , , , , ,1, , , ,0, ,0, ,1, , , , , , , , ,3,0,1, ,4,0, , ,1
110001274,0, ,0,0,0,0,1, ,0,0,0,0, ,7, ,0,1, ,11229,11229,0,1,0,5,2,0,0,0,0,0, ,1,0,5,2, ,0, ,0, , , ,0, , , , , ,0, ,0,0, , ,0,0, ,0,1,0, ,2,1,0,1,0, ,1,0,0,1,0,5:24:00 AM,1, ,0,1,0, ,1, ,4,0, ,0,0, , , ,10, ,0, , , ,0, ,0,0, ,0,0, ,0, ,2,0,2,0,0,0,0,1, ,1,0,12,2,1, , ,2, , ,1, , , ,1, ,0, ,0, , , , , , ,1, ,5,0,0,0,4,0, ,0,1
110001267, , ,1, , , ,3, ,0, ,0, , ,7, , ,1, , , ,0,1,0,7,2,0, ,0, ,0, ,0,0, ,2, ,0, ,0, , , ,0, , , , , ,1, ,0, , , ,0,0, ,0,2,0, ,2, ,1,1,0, , ,0,0,0, ,5:24:00 AM, , , ,0,0, ,0, ,2, , , , , , , ,5, ,0, , , ,0, ,0,0, ,0,0, ,0, ,2,1,1, ,0,0,0,1, ,0,0,1,1,1, , ,2, , ,1, , , ,1, ,0, ,1, , , , , , , , ,4,0,0, ,1,0, , ,1
110000484, , ,0, , , ,3,1,0, ,0, , ,7,0, ,0, , , ,1,0,0,5,3,0, ,1, ,0,0,0,0, ,1, ,0, ,0, , , ,0, , , ,0, ,1, ,0, ,0, ,0,0,0,0,2,0,0,2, ,0,1,0,0, ,0,0,0, ,5:31:00 AM, , , ,1,0, ,0, ,2, , , , , , , ,11, ,0, , , ,0, ,0,0, ,0,0, ,0, ,2,1,1, ,0,0,0,1, ,0,0,16,5,1, , ,2, , ,1, , , ,0, ,0, ,0, , , ,0,0,0, , ,3,0,0, ,4,0, , ,1
110002140, , ,0,0, , ,1, ,0,0,0, , ,7, ,0,0,0,10451, ,0,1,0,5,2,0,0,0, ,0, ,0,0, ,1, ,0,1,0,0, , ,0, , , , , ,1, ,0, , , ,0,0, ,0,3,0, ,2, ,0,1,1, , ,0,0,1, ,5:27:00 AM,1, , ,0,0, ,0,0,1, , , ,0, , , ,7, ,0, , , ,0, ,0,0, ,0,0, ,0,0,2,0,2, ,0,0,0,1, ,0,0,2,1,2, , ,0, , ,1, , , ,0, ,0, ,0, , , , , , , , ,6,0,0, ,4,0, , ,6
110001050, , ,0, , ,0,1, ,0, ,1,0, ,7, , ,0, , ,10459,1,1,0,5,5,0, ,0,0,0, ,0, , ,2, ,0, ,0, , , ,0, , , , , ,1, ,0,0, , ,0,0, ,0,2,0, ,2, ,0,0,0, , , ,1,0, ,5:24:00 AM, , , ,0,0, ,0, ,1,0, ,0, , , , ,1, ,0, , , ,0, ,0,0, , ,0, ,0, ,2,0,3, ,0,0,0,1, ,1,0,21, ,2, , ,0, , ,0, , , ,0, ,0, ,0, , , , , , ,1, ,6,0,0,0,4,0, ,0,1
110001259,0, ,1, ,0,0,8, ,0, ,1,0, ,7, , ,0, , ,11207,1,1,0,5,2,0, ,0,0,0, ,2, , ,2, ,0, ,0, , , ,0, , , , , ,1, ,0,0, , ,0,0, ,0,2,0, ,2,0,0,1,0, , , ,1,0,0,5:24:00 AM, , ,0,0,0, ,0, ,1,0, ,0, , , , ,3, ,0, , , ,0, ,0,0, , ,0, ,0, ,2,0,4,0,0,0,0,1, ,1,0,21, ,1, , ,0, , ,0, , , ,0, ,0, ,0, , , , , , ,1, ,3,0,0,0,4,0, ,0,2
110000312, , ,0, , , ,1, ,0, ,0, , ,7, , ,0, , , ,1,1,0,5,4,0, ,0, ,0, ,0, , ,1, ,0, ,0, , , ,0, , , , , ,0, ,0, , , ,0,0, ,0,2,0, ,2, ,1,1,0, , , ,0,0, ,5:32:00 AM, , , ,0,0, ,0, ,1, , , , , , , ,3, ,0, , , ,0, ,0,0, , ,0, ,0, ,2,0,3, ,0,0,0,1, ,1,0,21, ,2, , ,0, , ,0, , , ,0, ,0, ,0, , , , , , , , ,4,0,0, ,4,0, , ,1
110000439,0, ,1,0,0,0,1, ,0,0,0,0, ,6, ,0,0, ,00000,00000,0,1,0,4,7,0,0,1,0,0, ,2,0, ,3, ,0, ,0, , , ,0, , , , , ,0, ,0,0, , ,0,0, ,1,2,0, ,2,0,0,1,1, , ,0,1,0,1,5:31:00 AM,1,00000,0,1,0, ,0, ,1,0, ,0,0, , , ,5, ,1, , , ,0, ,0,0, ,0,0, ,1, ,2,0,2,0,0,0,0,1, ,1,0,21,1,1, , ,4, , ,1, , , ,1, ,0, ,0, , , , , , ,1, ,7,0,0,0,4,0, ,0,1
110002119,0, ,0,0, , ,1, ,0,0,1, , ,7, ,0,1,0,11365, ,0,1,0,5,2,0,0,1, ,0, ,1,0, ,1, ,0,0,0,0, , ,0, , , , , ,0, ,0, , , ,1,1, ,0,1,0, ,2, ,0,1,0, , ,0,0,0, ,5:27:00 AM,1, , ,1,0, ,0,1,1, , , ,0, , , ,6, ,0, , , ,0, ,0,0, ,0,0, ,0,0,2,0,1, ,0,0,0,1, ,0,0,21,2,1, , ,3, , ,1, , , ,0, ,0, ,0, , , , , , , , ,7,0,0, ,4,0, , ,1
110000859,0, ,0, , ,0,1, ,0, ,0,0, ,6, , ,0, , ,10467,0,1,0,4,2,0, ,1,0,0, ,1,0, ,2, ,0, ,0, , , ,0, , , , , ,0, ,0,0, , ,1,0, ,0,1,0, ,2, ,0,0,0, , ,0,0,0, ,5:25:00 AM, , , ,0,0, ,1, ,1,0, ,0, , , , ,3, ,1, , , ,0, ,0,0, ,0,0, ,0, ,2,0,2, ,0,0,0,1, ,1,0,1,6,1, , ,0, , ,0, , , ,0, ,0, ,0, , , , , , ,1, ,5,0,0,0,3,0, ,0,6
110001473, , ,0,0, , ,1,0,0,0,0, , ,6,0,0,0, ,00999, ,0,0,0,5,5,0,0,0, ,0,0,0,0, ,1, ,1, ,0, , , ,0, , , ,0, ,0, ,0, ,0, ,0,0,0,0,1,0,0,2, ,0,1,0,0, ,0,0,1, ,5:24:00 AM,1, , ,1,0, ,0, ,2, , , ,0, , , ,4, ,0, , , ,0, ,0,0, ,0,0, ,0, ,2,0,2, ,0,0,0,1, ,1,0,21,6,2, , ,3, , ,1,5, , ,0, ,0, ,0, ,5, ,0,0,0, , ,6,0,0, ,4,0, , ,1
110001098, , ,0,0, , ,1, ,0,0,1, , ,7, ,1,0,0, , ,0,1,0,5,6,0,0,0, ,0, ,0,0, ,1, ,0,0,0,0, , ,0, , , , , ,0, ,0, , , ,0,0, ,0,1,0, ,2, ,0,1,0, , ,0,0,0, ,5:24:00 AM, , , ,1,0, ,0,0,1, , , ,0, , , ,5, ,0, , , ,0, ,0,0, ,0,0, ,0,0,2,1,1, ,0,0,0,1, ,1,0,21,2,1, , ,2, , ,0, , , ,0,10475,0, ,0, , , , , , , , ,4,0,0, ,4,0, , ,2
110000613,0, ,1,0, ,0,1,0,0,0,0,0, ,7,0,1,1, , ,11203,0,0,0,5,6,0,0,0,0,0,0,2,0, ,4, ,0, ,0, , , ,0, , , ,0, ,1, ,0,1,0, ,0,0,0,0,1,0,0,2, ,1,1,0,0, ,0,0,0, ,5:26:00 AM, ,99999, ,1,0, ,0, ,1,0, ,0,0, , , ,11, ,1, , , ,0, ,0,0, ,0,1, ,0, ,2,0,1, ,0,0,0,1, ,1,0,2,1,1, , ,1, , ,0, , , ,0,99999,0, ,0, , , ,0,0,0,0, ,7,0,0,0,4,0, ,0,1
110001483, , ,0, , , ,7,0,0, ,0, , ,7,0, ,0, , , ,0,0,0,5,6,0, ,0, ,0,0,0, , ,1, ,0, ,0, , , ,0, , , ,1, ,1, ,0, ,0, ,0,0,0,0,1,0,0,2, ,1,1,1,0, , ,1,0, ,5:24:00 AM, , , ,0,0, ,0, ,2, , , , , , , ,5, ,0, , , ,0, ,0,0, , ,0, ,0, ,2,0,3, ,0,0,0,1, ,0,0,21, ,1, , ,1, , ,1, , , ,1, ,0, ,0, , , ,0,0,0, , ,6,0,0, ,4,0, , ,2
110002249, , ,0,0, , ,1, ,0,0,0, , ,7, ,0,0, ,10426, ,0,1,0,5,4,0,0,0, ,0, ,0, , ,1, ,0, ,0, , , ,0, , , , , ,1, ,0, , , ,0,0, ,0,2,0, ,2, ,1,1,0, , , ,1,0, ,5:28:00 AM,1, , ,0,0, ,0, ,1, , , ,0, , , ,4, ,0, , , ,0, ,0,0, , ,0, ,0, ,2,0,3, ,0,0,0,1, ,1,0,21, ,2, , ,2, , ,0, , , ,0, ,0, ,0, , , , , , , , ,6,0,0, ,4,0, , ,2
110000023, , ,0, , , ,1, ,0, ,1, , ,7, , ,1, , , ,1,1,0,5,7,0, ,0, ,0, ,0,0, ,1, ,0, ,0, , , ,0, , , , , ,0, ,0, , , ,0,1, ,0,2,0, ,2, ,0,1,0, , ,0,0,0, ,5:38:00 AM, , , ,0,0, ,0, ,1, , , , , , , ,1, ,0, , , ,0, ,0,0, ,0,0, ,0, ,2,1,2, ,0,0,0,1, ,0,0,21,2,1, , , , , ,0, , , ,0, ,0, ,0, , , , , , , , ,4,0,0, ,1,0, , ,2
110000487, , ,1, , , ,1, ,0, ,0, , ,6, , ,0, , , ,1,1,0,5,6,0, ,0, ,0, ,0,0, ,1, ,0, ,0, , , ,0, , , , , ,1, ,0, , , ,0,0, ,0,1,0, ,2, ,0,1,0, , ,0,1,1, ,5:31:00 AM, , , ,0,0, ,0, ,1, , , , , , , ,4, ,1, , , ,0, ,0,0, ,0,0, ,0, ,2,0,2, ,0,0,0,1, ,1,0,2,1,1, , ,4, , ,1, , , ,0, ,0, ,1, , , , , , , , ,4,0,0, ,4,0, , ,6
110000767, , ,1,0,0,0,1, ,0,0,1,0, ,6, ,0,1,0,11201,55555,0,1,0,5,7,0,0,0,0,0, ,0,0, ,2, ,0,0,0,1, , ,0, , , , , ,0, ,0,0, , ,0,0, ,0,1,0, ,2,1,0,1,0, , ,0,1,0,0,5:25:00 AM,1, ,0,1,0, ,0,0,3,0, ,0,0, , , ,7, ,0, , , ,0, ,0,0, ,0,0, ,0,0,2,0,1,0,0,0,0,1, ,1,0,21,1,1, , , , , ,0, , , ,0, ,0, ,1, , , , , , ,1, ,7,0,0,0,4,0, ,0,2
110000137,0, ,0,0, ,0,4, ,0,0,1,0, ,6, ,0,1,0,10461,10469,0,1,0,5,5,0,0,0,0,0, ,1,0, ,2, ,0,0,0,0, , ,0, , , , , ,1, ,0,0, , ,0,0, ,0,1,0, ,2, ,0,1,0, , ,0,0,0, ,5:34:00 AM,1, , ,1,0, ,0,0,2,0, ,0,0, , , ,5, ,0, , , ,0, ,0,0, ,0,0, ,0,0,2,1,1, ,0,0,0,1, ,1,0,20,1,1, , ,2, , ,1, , , ,0, ,0, ,1, , , , , , ,0, ,6,0,0,0,3,0, ,0,2
110001587, , ,0,0, , ,1, ,0,0,0, , ,6, ,0,0, ,10030, ,0,1,0,5,1,0,0,1, ,0, ,0, , ,1, ,0, ,0, , , ,0, , , , , ,0, ,0, , , ,0,0, ,1,1,0, ,2, ,0,1,0, , , ,1,1, ,5:24:00 AM,1, , ,1,0, ,0, ,2, , , ,0, , , ,10, ,0, , , ,0, ,0,0, , ,0, ,0, ,2,0,3, ,0,0,0,1, ,1,0,1, ,2, , , , , ,1, , , ,0, ,0, ,1, , , , , , , , ,6,0,0, ,4,0, , ,6
110000680,0, ,0,0, , ,1, ,0,0,0, , ,6, ,0,0, ,10603, ,0,1,0,5,7,0,0,0, ,0, ,1,0, ,1, ,0, ,0, , , ,0, , , , , ,1, ,0, , , ,0,0, ,0,1,0, ,2, ,0,1,0, , ,1,1,0, ,5:25:00 AM,1, , ,0,0, ,0, ,2, , , ,0, , , ,6, ,1, , , ,0, ,0,0, ,0,0, ,0, ,2,0,2, ,0,0,0,1, ,1,0,2,2,1, , , , , ,0, , , ,0, ,0, ,0, , , , , , , , ,6,0,0, ,4,0, , ,2
110001608, , ,0,0, , ,6, ,0,0,0, , ,6, ,1,1,0, , ,0,1,0,5,1,0,0,0, ,0, ,0,0, ,1, ,0,0,0,0, , ,0, , , , , ,1, ,0, , , ,0,0, ,0,1,0, ,2, ,0,1,0, , ,0,0,1, ,5:24:00 AM, , , ,0,0, ,1,0,2, , , ,0, , , ,3, ,0, , , ,1, ,0,0, ,0,0, ,0,0,2,0,1, ,0,0,0,1, ,1,0,20,1,1, , , , , ,0, , , ,1,11375,0, ,0, , , , , , , , ,3,0,0, ,4,0, , ,3
110000745, , ,1,0, , ,3, ,0,0,1, , ,6, ,1,1,1, , ,1,1,0,5,7,0,0,0, ,0, ,0,0, ,1, ,0,0,0,0, , ,0, , , , , ,1, ,0, , , ,0,0, ,0,1,0, ,2, ,1,1,0, , ,0,0,0, ,5:25:00 AM, , , ,0,0, ,1,0,1, , , ,0, , , ,2, ,0, , , ,0, ,0,0, ,0,0, ,0,0,2,0,1, ,0,0,0,1, ,1,0,1,1,1, , , , , ,0, , , ,0,11224,0, ,0, , , , , , , , ,2,0,0, ,1,0, , ,1
110001391,0, ,0,0, , ,1,1,0,0,0, , ,1,0,0,0,0,12118, ,0,0,0,5,4,0,0,0, ,0,0,1,0, ,1, ,0,0,0,0, , ,0, , , ,0,11375,0, ,0, ,0, ,0,0,0,0,1,0,0,2, ,0,1,1,0, ,0,0,0, ,5:24:00 AM,2, , ,0,0, ,0,0,1, , , ,0, , , ,3, ,0, , , ,0, ,1,0, ,0,0, ,0,0,2,1,1, ,0,0,0,1, ,1,0,8,1,1, , ,3, , ,1, , ,9am,0, ,0, ,0, , , ,0,0,0, , ,4,0,0, ,3,0, , ,1
110001748,0, ,1,0,0,0,1,1,0,0,1,0, ,6,0,1,1,1, ,11219,0,0,0,1,4,0,0,0,0,0,0,2,0,5,5, ,0,0,0,0, , ,0, , , ,0, ,0, ,0,0,0, ,0,0,0,0,1,0,0,2,1,0,1,0,1,3,0,1,1,0,5:25:00 AM, , ,0,1,0, ,0,0,1,0, ,0,0, , , ,5, ,0, , , ,0, ,0,0, ,0,0, ,0,0,2,0,1,0,0,0,0,1, ,1,0,20,1,1, , , , , ,1, , , ,0,REF,0, ,0, , , ,0,0,1,1, ,4,0,0,0,3,0, ,0,1
110001332, , ,1, , , ,2, ,0, ,1, , ,7, , ,0,0, , ,1,1,0,5,3,0, ,0, ,0, ,0, , ,1, ,0,0,0,0, , ,0, , , , , ,1, ,0, , , ,0,0, ,0,2,0, ,2, ,0,1,0, , , ,1,1, ,5:24:00 AM, , , ,1,0, ,0,0,1, , , , , , , ,1, ,0, , , ,0, ,0,0, , ,0, ,0,1,2,0,3, ,0,0,0,2, ,1,0,1, ,2, , ,2, , ,0, , , ,0, ,0, ,0, , , , , , , , ,1,0,0, ,4,0, , ,6
110000465, , ,0, , ,0,4, ,0, ,1,0, ,5, , ,0, , ,10455,0,1,0,5,3,0, ,0,0,0, ,0, , ,2, ,0, ,0, , , ,0, , , , , ,0, ,0,0, , ,0,0, ,1,1,0, ,2, ,0,0,0, , , ,1,0, ,5:31:00 AM, , , ,1,0, ,0, ,2,0, ,0, , , , ,1, ,0, , , ,0, ,0,0, , ,0, ,0, ,2,0,3, ,0,0,0,1, ,0,0,1, ,2, , ,2, , ,0, , , ,0, ,0, ,0, , , , , , ,1, ,4,0,0,0,4,0, ,0,2
110000088,0, ,1,0, , ,1, ,0,0,0, , ,7, ,1,1,1, , ,1,1,0,1,3,0,0,0, ,0, ,3,0, ,1, ,0,0,0,0, , ,0, , , , , ,0, ,0, , , ,0,0, ,0,1,0, ,2, ,1,1,0, , ,0,0,1, ,5:36:00 AM, , , ,1,0, ,0,0,2, , , ,0, , , ,7, ,0, , , ,0, ,0,0, ,0,0, ,0,0,2,0,1, ,0,0,0,1, ,1,1,21,1,1, , ,6, , ,1, , , ,0,11229,0, ,1, , , , , , , , ,6,0,0, ,4,0, , ,1
110001703, , ,1,0, ,0,1,1,0,0,0,0, ,6,0,1,0,0, ,11206,1,0,0,5,3,0,0,0,0,0,0,0, , ,2, ,0,0,0,1, , ,0, , , ,0, ,0, ,0,0,0, ,0,0,0,1,1,0,1,2, ,0,1,0,0, , ,1,0, ,5:25:00 AM, , , ,1,0, ,0,0,1,0, ,0,0, , , ,3, ,0, , , ,0, ,0,0, , ,0, ,0,0,2,0,3, ,0,0,0,1, ,1,0,21, ,2, , ,2, , ,0, , , ,1,11201,0, ,1, , , ,0,0,0,0, ,6,0,0,0,4,0, ,0,2
110001532, , ,0, , , ,2, ,0, ,1, , ,7, , ,0, , , ,0,1,0,6,7,0, ,0, ,0, ,0,0, ,1, ,0, ,0, , , ,0, , , , , ,0, ,0, , , ,0,0, ,0,2,0, ,2, ,0,1,1, , ,0,1,0, ,5:24:00 AM, , , ,1,0, ,0, ,2, , , , , , , ,1, ,0, , , ,0, ,0,0, ,0,0, ,0, ,2,0,2, ,0,0,0,2, ,1,0,2,5,1, , , , , ,0, , , ,0, ,0, ,0, , , , , , , , ,4,0,0, ,4,0, , ,6
110001654,0, ,0, , , ,2,0,0, ,0, , ,6,0, ,0, , , ,0,0,0,4,3,0, ,0, ,0,0,1, , ,1, ,0, ,0, , , ,0, , , ,0, ,1, ,0, ,0, ,0,0,0,1,1,0,0,2, ,0,1,0,0, , ,0,0, ,5:25:00 AM, , , ,0,0, ,0, ,1, , , , , , , ,3, ,0, , , ,0, ,0,0, , ,0, ,0, ,2,0,3, ,0,0,0,1, ,1,0,1, ,2, , ,1, , ,0, , , ,0, ,0, ,1, , , ,0,0,0, , ,6,0,0, ,4,0, , ,2
110000717,0, ,0,0, , ,1, ,0,0,0, , ,7, ,0,0,0,10118, ,0,1,0,4,7,0,0,0, ,0, ,1, , ,1, ,0,0,0,1, , ,0, , , , , ,0, ,0, , , ,0,0, ,0,2,0, ,2, ,0,1,0, , , ,0,1, ,5:25:00 AM,1, , ,1,0, ,0,0,2, , , ,0, , , ,6, ,0, , , ,0, ,0,0, , ,0, ,0,0,2,0,3, ,0,0,0,1, ,1,1,21, ,2, , , , , ,1, , , ,0, ,0, ,0, , , , , , , , ,4,0,0, ,4,0, , ,7
110000857,0, ,1, , , ,5, ,0, ,0, , ,6, , ,0, , , ,0,1,0,5,2,0, ,1, ,0, ,1, , ,1, ,0, ,0, , , ,0, , , , , ,1, ,0, , , ,0,0, ,0,1,0, ,2, ,0,1,0, , , ,1,1, ,5:25:00 AM, , , ,1,0, ,0, ,1, , , , , , , ,5, ,1, , , ,0, ,0,0, , ,0, ,0, ,2,0,3, ,0,0,0,1, ,1,0,1, ,1, , ,2, , ,1, , , ,0, ,0, ,0, , , , , , , , ,6,0,0, ,4,0, , ,3
110000769, , ,0, , , ,4, ,0, ,1, , ,6, , ,0, , , ,0,1,0,5,7,0, ,0, ,0, ,0, , ,7, ,0, , , , , ,0, , , , , ,0, ,0, , , ,0,0, ,0,4,0, ,4, ,0,0,0, , , ,1,0, ,5:25:00 AM, , , ,0,0, ,1, ,1, , , , , , , ,5, ,0, , , ,0, , ,0, , ,0, ,0, ,2,1,3, ,0,0,0,1, ,0, ,20, ,1, , , , , ,0, , , ,0, ,1, ,0, , , , , , , , ,2, ,0, ,6,1, , ,2
110001522, , ,0, , , ,3, ,0, ,1, , ,7, , ,0, , , ,1,1,0,5,6,0, ,0, ,0, ,0, , ,1, ,0, ,0, , , ,0, , , , , ,0, ,0, , , ,0,0, ,0,2,0, ,2, ,0,1,0, , , ,1,0, ,5:24:00 AM, , , ,0,0, ,0, ,1, , , , , , , ,11, ,0, , , ,0, ,0,0, , ,0, ,0, ,2,0,3, ,0,0,0,1, ,1,0,21, ,2, , ,2, , ,0, , , ,0, ,0, ,0, , , , , , , , ,3,0,1, ,4,0, , ,1
110001208,0, ,0,0, ,0,6,0,0,0,0,0, ,6,0,0,0, ,00999,00999,1,0,1,5,1,0,0,1,0,0,0,2,0, ,3, ,0, ,0, , , ,0, , , ,0, ,1, ,0,0,0, ,0,0,0,0,1,0,0,2, ,0,1,1,1, ,0,1,1, ,5:24:00 AM,1,00999, ,1,0, ,0, ,1,0, ,1,0, , , ,4, ,1, , , ,0, ,0,0, ,0,0, ,1, ,2,0,1, ,0,0,0,1, ,1,0,1,2,1, , , , , ,1, , , ,1, ,0, ,1, , , ,0,0,0,0, ,6,0,0,0,1,0, ,0,3
110001184, , ,1,0, , ,1, ,0,0,0, , ,6, ,1,1,0, , ,0,1,0,4,7,0,0,1, ,0, ,0,0,5,1, ,0,0,0,0, , ,0, , , , , ,0, ,0, , , ,0,0, ,1,1,0, ,2, ,0,1,0, ,3,0,0,0, ,5:24:00 AM, , , ,0,0, ,0,0,1, , , ,0, , , ,1, ,0, , , ,0, ,0,0, ,0,0, ,0,1,2,0,1, ,0,0,0,1, ,1,0,1,1,1, , , , , ,0, , , ,1,55555,0, ,1, , , , , , , , ,6,0,0, ,1,0, , ,1
110000413, , ,0,0, ,0,2,0,0,0,0,0, ,6,0,1,1,1, ,11217,0,0,0,5,3,0,0,0,0,0,0,0,0, ,3, ,0,0,0,0, , ,0, , , ,0, ,0, ,0,0,0, ,0,0,0,0,1,0,0,2, ,0,0,0,0, ,0,0,0, ,5:32:00 AM, ,11217, ,1,0, ,0,0,2,0, ,1,0, , , ,2, ,0, , , ,0, ,0,0, ,0,0, ,0,0,2,0,1, ,0,0,0,1, ,1,0,2,2,1, , ,4, , ,1, , , ,0,11226,0, ,0, , , ,0,0,0,0, ,4,0,0,0,1,0, ,0,2
110001387, , ,0, , , ,1, ,0, ,1, , ,7, , ,0,0, , ,0,1,0,5,4,0, ,0, ,0, ,0,0, ,1, ,0,0,0,0, , ,0, , , , , ,0, ,0, , , ,0,0, ,0,2,0, ,2, ,0,1,0, , ,0,1,0, ,5:24:00 AM, , , ,0,0, ,0,1,2, , , , , , , ,10, ,0, , , ,0, ,0,0, ,0,0, ,0,0,2,1,1, ,0,0,0,1, ,1,0,21,2,1, , ,2, , ,0, , , ,0, ,0, ,1, , , , , , , , ,8,0,0, ,1,0, , ,8
110001505, , ,0, , , ,2, ,0, ,1, , ,7, , ,0, , , ,0,1,0,5,6,0, ,0, ,0, ,0, , ,1, ,0, ,0, , , ,0, , , , , ,0, ,0, , , ,0,0, ,0,2,0, ,2, ,0,0,0, , , ,0,0, ,5:24:00 AM, , , ,0,0, ,0, ,5, , , , , , , ,11, ,0, , , ,0, ,0,0, , ,0, ,0, ,2,0,3, ,0,0,0,2, ,0,0,1, ,2, , ,2, , ,0, , , ,0, ,0, ,0, , , , , , , , ,3,0,0, ,4,0, , ,9
110001450, , ,0, , , ,2, ,0, ,0, , ,7, , ,0, , , ,1,1,0,5,5,0, ,0, ,0, ,0, , ,1, ,0, ,0, , , ,0, , , , , ,1, ,0, , , ,0,0, ,0,2,0, ,2, ,1,1,1, , , ,1,0, ,5:24:00 AM, , , ,0,0, ,0, ,2, , , , , , , ,1, ,0, , , ,0, ,0,0, , ,0, ,0, ,2,0,3, ,0,0,0,2, ,1,0,21, ,2, , ,1, , ,0, , , ,1, ,0, ,0, , , , , , , , ,1,0,0, ,4,0, , ,6
