unique_squirrel_id,geocoded_column,tail_flags,eating,:@computed_region_sbqj_enih,highlight_fur_color,indifferent,x,chasing,approaches,location,y,date,above_ground_sighter,age,:@computed_region_92fq_4b7q,combination_of_primary_and,other_activities
19F-PM-1017-03,"{'type': 'Point', 'coordinates': [-73.9654397484763, 40.7798863522904]}",False,True,13,Gray,False,-73.9654397484763,False,True,Ground Plane,40.7798863522904,10172018,FALSE,Adult,19,Cinnamon+Gray,
10F-PM-1019-11,"{'type': 'Point', 'coordinates': [-73.9705123624953, 40.7731723757869]}",False,False,13,Cinnamon,False,-73.9705123624953,False,False,Ground Plane,40.7731723757869,10192018,FALSE,Adult,19,Gray+Cinnamon,
41C-AM-1017-05,"{'type': 'Point', 'coordinates': [-73.956869086031, 40.7988858771114]}",False,False,13,,True,-73.956869086031,False,False,Ground Plane,40.7988858771114,10172018,FALSE,Adult,19,Gray+,
32C-PM-1013-12,"{'type': 'Point', 'coordinates': [-73.9618064639153, 40.792158440043]}",False,False,13,,False,-73.9618064639153,False,True,Ground Plane,40.792158440043,10132018,FALSE,Adult,19,Gray+,
12E-AM-1017-08,"{'type': 'Point', 'coordinates': [-73.9703621616472, 40.775032271482]}",False,True,13,Cinnamon,True,-73.9703621616472,False,False,Above Ground,40.775032271482,10172018,1,Adult,19,Gray+Cinnamon,chilling
36A-PM-1013-09,"{'type': 'Point', 'coordinates': [-73.9612349421547, 40.7959586475744]}",False,False,13,,False,-73.9612349421547,False,False,Ground Plane,40.7959586475744,10132018,FALSE,,19,Gray+,
1D-PM-1007-04,"{'type': 'Point', 'coordinates': [-73.978392591149, 40.7668993398193]}",False,False,13,Gray,True,-73.978392591149,False,False,Ground Plane,40.7668993398193,10072018,FALSE,Adult,19,Cinnamon+Gray,
42G-AM-1018-03,"{'type': 'Point', 'coordinates': [-73.9521110154872, 40.7978449143313]}",False,False,13,Cinnamon,False,-73.9521110154872,False,False,Ground Plane,40.7978449143313,10182018,FALSE,Adult,19,Gray+Cinnamon,stop to look at me—then ran
4H-AM-1006-02,"{'type': 'Point', 'coordinates': [-73.9725712588741, 40.7669101832926]}",False,False,13,Cinnamon,False,-73.9725712588741,False,True,Ground Plane,40.7669101832926,10062018,FALSE,Adult,19,Gray+Cinnamon,climbing (over small wire fence then on the ground)
5A-PM-1010-01,"{'type': 'Point', 'coordinates': [-73.9787796921165, 40.7707526535381]}",False,False,13,White,False,-73.9787796921165,False,False,Ground Plane,40.7707526535381,10102018,FALSE,Adult,19,Gray+White,
17H-PM-1007-02,"{'type': 'Point', 'coordinates': [-73.9651654887991, 40.7777806006951]}",True,False,13,,True,-73.9651654887991,False,False,Ground Plane,40.7777806006951,10072018,FALSE,Adult,19,Gray+,
39A-PM-1014-01,"{'type': 'Point', 'coordinates': [-73.9598084794625, 40.7976165434502]}",False,False,13,White,True,-73.9598084794625,True,False,Ground Plane,40.7976165434502,10142018,FALSE,Adult,19,Gray+White,
4B-PM-1018-02,"{'type': 'Point', 'coordinates': [-73.9786805884996, 40.7697559231927]}",False,True,13,,False,-73.9786805884996,False,True,Ground Plane,40.7697559231927,10182018,FALSE,Adult,19,Gray+,
41E-PM-1013-05,"{'type': 'Point', 'coordinates': [-73.954092292214, 40.7979800395433]}",False,True,13,"Cinnamon, White",False,-73.954092292214,False,False,Above Ground,40.7979800395433,10132018,10,Juvenile,19,"Gray+Cinnamon, White",
3D-PM-1010-03,"{'type': 'Point', 'coordinates': [-73.97686527856641, 40.7684838168207]}",False,False,13,White,False,-73.9768652785664,False,False,Ground Plane,40.7684838168207,10102018,FALSE,Adult,19,Cinnamon+White,
34D-AM-1008-02,"{'type': 'Point', 'coordinates': [-73.959077668148, 40.7926045823346]}",False,False,13,,True,-73.959077668148,False,False,Ground Plane,40.7926045823346,10082018,FALSE,Adult,19,Black+,
31D-AM-1014-02,"{'type': 'Point', 'coordinates': [-73.9613051957306, 40.7909351393505]}",False,False,13,White,False,-73.9613051957306,False,False,Ground Plane,40.7909351393505,10142018,FALSE,Juvenile,19,Gray+White,
41B-AM-1010-06,"{'type': 'Point', 'coordinates': [-73.9572093760529, 40.7988487300216]}",False,False,13,"Cinnamon, White",False,-73.9572093760529,False,False,Above Ground,40.7988487300216,10102018,6,Adult,19,"Gray+Cinnamon, White",
13E-PM-1008-05,"{'type': 'Point', 'coordinates': [-73.970595381455, 40.7762912142457]}",False,False,13,White,True,-73.970595381455,False,False,Ground Plane,40.7762912142457,10082018,FALSE,Adult,19,Gray+White,
14E-AM-1008-09,"{'type': 'Point', 'coordinates': [-73.9701824825872, 40.7766530579293]}",False,False,13,,False,-73.9701824825872,True,False,Ground Plane,40.7766530579293,10082018,FALSE,Adult,19,Gray+,
6A-PM-1012-01,"{'type': 'Point', 'coordinates': [-73.9785948413883, 40.7718908026758]}",False,False,13,White,False,-73.9785948413883,False,False,Ground Plane,40.7718908026758,10122018,FALSE,Adult,19,Cinnamon+White,
27I-PM-1020-01,"{'type': 'Point', 'coordinates': [-73.9584024936392, 40.7851491701944]}",False,False,13,White,True,-73.9584024936392,False,False,Ground Plane,40.7851491701944,10202018,FALSE,Adult,19,Gray+White,
6A-PM-1012-07,"{'type': 'Point', 'coordinates': [-73.9785536529136, 40.771618450500206]}",False,False,13,White,True,-73.9785536529136,True,False,Ground Plane,40.7716184505002,10122018,FALSE,Adult,19,Cinnamon+White,
5C-AM-1006-03,"{'type': 'Point', 'coordinates': [-73.97708244122522, 40.7709961309457]}",False,False,13,Cinnamon,True,-73.9770824412252,False,False,Above Ground,40.7709961309457,10062018,15,Adult,19,Gray+Cinnamon,
3A-AM-1012-03,"{'type': 'Point', 'coordinates': [-73.9801902133148, 40.769557595068]}",False,False,13,"Black, Cinnamon",False,-73.9801902133148,False,False,Above Ground,40.769557595068,10122018,1,Juvenile,19,"Gray+Black, Cinnamon",
3I-AM-1010-04,"{'type': 'Point', 'coordinates': [-73.9720553753548, 40.7664488175384]}",False,False,13,,True,-73.9720553753548,False,False,Ground Plane,40.7664488175384,10102018,FALSE,Adult,19,Gray+,
11D-AM-1010-01,"{'type': 'Point', 'coordinates': [-73.9729394928432, 40.7743256716496]}",False,True,13,"Cinnamon, White",False,-73.9729394928432,False,False,Ground Plane,40.7743256716496,10102018,FALSE,Adult,19,"Gray+Cinnamon, White",
41D-PM-1014-01,"{'type': 'Point', 'coordinates': [-73.9556218199258, 40.7980460204041]}",False,True,13,Cinnamon,False,-73.9556218199258,False,False,Ground Plane,40.7980460204041,10142018,FALSE,Adult,19,Gray+Cinnamon,"digging,drinking"
40E-PM-1017-02,"{'type': 'Point', 'coordinates': [-73.955018489069, 40.7971235333699]}",False,True,13,"Cinnamon, White",True,-73.955018489069,False,False,Ground Plane,40.7971235333699,10172018,FALSE,Adult,19,"Gray+Cinnamon, White",
36B-PM-1013-03,"{'type': 'Point', 'coordinates': [-73.9600165785486, 40.7952466761832]}",False,False,13,Cinnamon,False,-73.9600165785486,True,False,Ground Plane,40.7952466761832,10132018,FALSE,Adult,19,Gray+Cinnamon,
5C-PM-1010-11,"{'type': 'Point', 'coordinates': [-73.97642353733221, 40.770606513989]}",False,False,13,Gray,False,-73.9764235373322,False,False,Ground Plane,40.770606513989,10102018,FALSE,Adult,19,Cinnamon+Gray,
7H-PM-1006-02,"{'type': 'Point', 'coordinates': [-73.9712876234172, 40.7695885530701]}",False,True,13,,True,-73.9712876234172,False,False,Above Ground,40.7695885530701,10062018,25,Adult,19,Gray+,
37G-AM-1014-05,"{'type': 'Point', 'coordinates': [-73.9548957862084, 40.7944844464619]}",False,False,13,,True,-73.9548957862084,False,False,Ground Plane,40.7944844464619,10142018,FALSE,Adult,19,Gray+,
11H-AM-1010-05,"{'type': 'Point', 'coordinates': [-73.9685429060839, 40.7724786961619]}",False,False,13,White,True,-73.9685429060839,True,False,Ground Plane,40.7724786961619,10102018,FALSE,Adult,19,Gray+White,
37B-PM-1013-04,"{'type': 'Point', 'coordinates': [-73.9606344681252, 40.795833778064406]}",False,False,13,,False,-73.9606344681252,False,False,Ground Plane,40.7958337780644,10132018,FALSE,Adult,19,Gray+,
29H-PM-1006-01,"{'type': 'Point', 'coordinates': [-73.9576245992455, 40.7873862510001]}",False,False,13,,True,-73.9576245992455,False,False,Above Ground,40.7873862510001,10062018,50,Adult,19,Gray+,sitting
18G-PM-1013-01,"{'type': 'Point', 'coordinates': [-73.9661361310677, 40.7787872561177]}",False,True,13,White,False,-73.9661361310677,False,False,Ground Plane,40.7787872561177,10132018,FALSE,Adult,19,Gray+White,burying
1H-AM-1012-01,"{'type': 'Point', 'coordinates': [-73.9744960829844, 40.7652585501959]}",False,False,13,"Cinnamon, White",False,-73.9744960829844,False,True,Ground Plane,40.7652585501959,10122018,FALSE,Adult,19,"Gray+Cinnamon, White",
33F-AM-1008-01,"{'type': 'Point', 'coordinates': [-73.9584070974734, 40.7913812490557]}",False,False,13,,True,-73.9584070974734,False,False,Ground Plane,40.7913812490557,10082018,FALSE,Adult,19,Gray+,moving slowly
34H-AM-1007-01,"{'type': 'Point', 'coordinates': [-73.9558474701153, 40.7913335515534]}",False,False,13,Cinnamon,False,-73.9558474701153,False,False,Above Ground,40.7913335515534,10072018,40,Adult,19,Gray+Cinnamon,
2C-PM-1013-09,"{'type': 'Point', 'coordinates': [-73.9790010565108, 40.7685732369544]}",False,False,13,,False,-73.9790010565108,False,False,Ground Plane,40.7685732369544,10132018,FALSE,Adult,19,+,
15F-AM-1007-09,"{'type': 'Point', 'coordinates': [-73.968107276769, 40.7768612676036]}",False,False,13,White,False,-73.968107276769,False,False,Above Ground,40.7768612676036,10072018,20,Adult,19,Cinnamon+White,
39C-PM-1006-03,"{'type': 'Point', 'coordinates': [-73.9580105174865, 40.7974468322692]}",False,False,13,,False,-73.9580105174865,False,False,Ground Plane,40.7974468322692,10062018,FALSE,Adult,19,Gray+,
12B-PM-1018-01,"{'type': 'Point', 'coordinates': [-73.9741846413977, 40.7762518164182]}",False,False,13,,False,-73.9741846413977,False,False,Ground Plane,40.7762518164182,10182018,FALSE,Adult,19,Gray+,climbing (up rocks)
9C-PM-1006-06,"{'type': 'Point', 'coordinates': [-73.97450405175022, 40.77333038538]}",False,False,13,"Cinnamon, White",True,-73.9745040517502,False,False,Ground Plane,40.77333038538,10062018,FALSE,Adult,19,"Gray+Cinnamon, White",
19F-PM-1017-04,"{'type': 'Point', 'coordinates': [-73.9652584749758, 40.7803011124382]}",False,False,13,Cinnamon,False,-73.9652584749758,True,False,Ground Plane,40.7803011124382,10172018,FALSE,Adult,19,Gray+Cinnamon,
36H-PM-1008-02,"{'type': 'Point', 'coordinates': [-73.9535410657077, 40.79287117600611]}",False,False,13,,True,-73.9535410657077,False,False,Ground Plane,40.7928711760061,10082018,FALSE,Adult,19,Gray+,
25I-PM-1007-07,"{'type': 'Point', 'coordinates': [-73.9596006938677, 40.7834706440535]}",False,False,13,,False,-73.9596006938677,False,False,Above Ground,40.7834706440535,10072018,,Adult,19,Gray+,
20D-AM-1007-01,"{'type': 'Point', 'coordinates': [-73.9672127283283, 40.7810666805133]}",True,True,13,,False,-73.9672127283283,False,False,Ground Plane,40.7810666805133,10072018,FALSE,Adult,19,Gray+,a lot of activity
1B-AM-1012-17,"{'type': 'Point', 'coordinates': [-73.98085422862802, 40.7678702158382]}",False,True,13,"Cinnamon, White",True,-73.980854228628,False,False,Ground Plane,40.7678702158382,10122018,FALSE,Adult,19,"Gray+Cinnamon, White",
37G-PM-1007-03,"{'type': 'Point', 'coordinates': [-73.9543323786888, 40.7943086530436]}",False,True,13,Cinnamon,False,-73.9543323786888,False,False,Above Ground,40.7943086530436,10072018,15,Adult,19,Gray+Cinnamon,"lying on belly on branch,eating big nut"
15G-AM-1008-05,"{'type': 'Point', 'coordinates': [-73.967418114684, 40.7764595360054]}",False,False,13,Cinnamon,True,-73.967418114684,False,False,Ground Plane,40.7764595360054,10082018,FALSE,Adult,19,Gray+Cinnamon,
39G-PM-1013-06,"{'type': 'Point', 'coordinates': [-73.9540054100539, 40.7952445999836]}",False,False,13,Cinnamon,False,-73.9540054100539,False,False,Ground Plane,40.7952445999836,10132018,FALSE,Adult,19,Gray+Cinnamon,
9H-PM-1018-02,"{'type': 'Point', 'coordinates': [-73.9699451196396, 40.7710409982701]}",False,False,13,"Cinnamon, White",True,-73.9699451196396,False,False,Ground Plane,40.7710409982701,10182018,FALSE,Adult,19,"Gray+Cinnamon, White",
10B-PM-1014-03,"{'type': 'Point', 'coordinates': [-73.9750992564362, 40.7743391883762]}",False,True,13,White,False,-73.9750992564362,False,False,Ground Plane,40.7743391883762,10142018,FALSE,Adult,19,Gray+White,
8H-PM-1014-05,"{'type': 'Point', 'coordinates': [-73.9703161745884, 40.7702610461336]}",False,False,13,,False,-73.9703161745884,False,False,Above Ground,40.7702610461336,10142018,2,Juvenile,19,Gray+,
10B-PM-1014-01,"{'type': 'Point', 'coordinates': [-73.9757436019432, 40.7746064363227]}",False,False,13,White,False,-73.9757436019432,False,False,Ground Plane,40.7746064363227,10142018,FALSE,Adult,19,Gray+White,
35D-AM-1019-01,"{'type': 'Point', 'coordinates': [-73.9586098170241, 40.7939653733898]}",False,False,13,,False,-73.9586098170241,False,False,Above Ground,40.7939653733898,10192018,,,19,+,
8I-PM-1013-09,"{'type': 'Point', 'coordinates': [-73.9697983725608, 40.7700677022205]}",False,False,13,"Cinnamon, White",True,-73.9697983725608,False,False,Ground Plane,40.7700677022205,10132018,FALSE,Adult,19,"Gray+Cinnamon, White",
40D-PM-1013-02,"{'type': 'Point', 'coordinates': [-73.9565533783499, 40.7974368491287]}",False,False,13,Cinnamon,False,-73.9565533783499,False,False,Ground Plane,40.7974368491287,10132018,FALSE,Adult,19,Gray+Cinnamon,
3B-PM-1007-01,"{'type': 'Point', 'coordinates': [-73.979316275899, 40.7692134727555]}",False,False,13,White,False,-73.979316275899,False,False,Above Ground,40.7692134727555,10072018,,Adult,19,Gray+White,chased by dog
36I-AM-1017-02,"{'type': 'Point', 'coordinates': [-73.952819267977, 40.7923130402793]}",False,False,13,Cinnamon,True,-73.952819267977,False,False,Ground Plane,40.7923130402793,10172018,FALSE,Adult,19,Gray+Cinnamon,
5D-PM-1018-03,"{'type': 'Point', 'coordinates': [-73.9758676144255, 40.7701671581939]}",False,False,13,White,True,-73.9758676144255,False,False,Ground Plane,40.7701671581939,10182018,FALSE,Adult,19,Gray+White,
2B-PM-1013-06,"{'type': 'Point', 'coordinates': [-73.9792091200122, 40.7685845475313]}",False,False,13,,False,-73.9792091200122,False,True,Ground Plane,40.7685845475313,10132018,FALSE,Adult,19,Gray+,
33A-PM-1018-03,"{'type': 'Point', 'coordinates': [-73.9629483374528, 40.7936809905265]}",False,False,13,,False,-73.9629483374528,False,False,Above Ground,40.7936809905265,10182018,6,Adult,19,Gray+,
1D-AM-1006-02,"{'type': 'Point', 'coordinates': [-73.9777328709928, 40.7669087724668]}",False,False,13,Cinnamon,False,-73.9777328709928,False,False,Ground Plane,40.7669087724668,10062018,FALSE,Juvenile,19,Gray+Cinnamon,
7B-AM-1008-01,"{'type': 'Point', 'coordinates': [-73.9771843912229, 40.77236663821251]}",False,True,13,,True,-73.9771843912229,False,False,Ground Plane,40.7723666382125,10082018,FALSE,Adult,19,Gray+,
20C-PM-1018-01,"{'type': 'Point', 'coordinates': [-73.9683479943823, 40.7815827298303]}",False,False,13,,False,-73.9683479943823,True,False,Ground Plane,40.7815827298303,10182018,FALSE,Juvenile,19,Gray+,
21B-AM-1019-02,"{'type': 'Point', 'coordinates': [-73.9684463154398, 40.7834813319352]}",False,False,13,,True,-73.9684463154398,False,False,Ground Plane,40.7834813319352,10192018,FALSE,Adult,19,Gray+,
7B-AM-1008-12,"{'type': 'Point', 'coordinates': [-73.9773529368499, 40.7728750685699]}",False,False,13,,True,-73.9773529368499,False,False,Ground Plane,40.7728750685699,10082018,FALSE,Adult,19,Gray+,
31F-PM-1007-01,"{'type': 'Point', 'coordinates': [-73.9591400366159, 40.7891708599318]}",False,False,13,White,True,-73.9591400366159,False,False,Ground Plane,40.7891708599318,10072018,FALSE,Adult,19,Gray+White,
36B-PM-1013-02,"{'type': 'Point', 'coordinates': [-73.9600964585868, 40.7952339524416]}",False,False,13,White,False,-73.9600964585868,False,True,Ground Plane,40.7952339524416,10132018,FALSE,Adult,19,Gray+White,
38I-PM-1014-04,"{'type': 'Point', 'coordinates': [-73.9519387881692, 40.7936273636929]}",False,False,13,,False,-73.9519387881692,False,False,Ground Plane,40.7936273636929,10142018,FALSE,Adult,19,Gray+,
14F-AM-1007-03,"{'type': 'Point', 'coordinates': [-73.9691585756191, 40.776340465695]}",False,False,13,"Cinnamon, White",True,-73.9691585756191,False,False,Ground Plane,40.776340465695,10072018,FALSE,Adult,19,"Gray+Cinnamon, White",
20B-AM-1007-01,"{'type': 'Point', 'coordinates': [-73.9696433533986, 40.7828208083804]}",False,False,13,Cinnamon,True,-73.9696433533986,False,False,Ground Plane,40.7828208083804,10072018,FALSE,Adult,19,Gray+Cinnamon,quietly
36A-PM-1013-06,"{'type': 'Point', 'coordinates': [-73.9607608482656, 40.7954687648248]}",False,True,13,Cinnamon,True,-73.9607608482656,False,False,Ground Plane,40.7954687648248,10132018,FALSE,,19,Gray+Cinnamon,
40B-AM-1019-02,"{'type': 'Point', 'coordinates': [-73.958535640774, 40.7982737896998]}",False,False,13,White,False,-73.958535640774,True,False,Ground Plane,40.7982737896998,10192018,FALSE,Juvenile,19,Gray+White,
31D-PM-1006-01,"{'type': 'Point', 'coordinates': [-73.9607280801601, 40.7901506706248]}",True,True,13,,False,-73.9607280801601,False,False,Ground Plane,40.7901506706248,10062018,FALSE,Adult,19,Gray+,
40B-PM-1014-06,"{'type': 'Point', 'coordinates': [-73.9578237168359, 40.7980959471034]}",False,False,13,Cinnamon,True,-73.9578237168359,False,False,Ground Plane,40.7980959471034,10142018,FALSE,Adult,19,Gray+Cinnamon,
17E-AM-1017-05,"{'type': 'Point', 'coordinates': [-73.9680635070949, 40.779249873647]}",False,False,13,,True,-73.9680635070949,False,False,Above Ground,40.779249873647,10172018,10,Adult,19,Black+,
32E-PM-1017-01,"{'type': 'Point', 'coordinates': [-73.9588886083793, 40.7909991733435]}",False,False,13,,False,-73.9588886083793,False,False,Ground Plane,40.7909991733435,10172018,FALSE,Adult,19,Gray+,
12G-PM-1007-04,"{'type': 'Point', 'coordinates': [-73.9695176417703, 40.7741725190048]}",False,False,13,Cinnamon,False,-73.9695176417703,False,False,Ground Plane,40.7741725190048,10072018,FALSE,,19,Gray+Cinnamon,
9I-PM-1010-07,"{'type': 'Point', 'coordinates': [-73.9685751595485, 40.7709413567859]}",False,False,13,White,False,-73.9685751595485,False,False,Above Ground,40.7709413567859,10102018,1,Adult,19,Gray+White,
2E-AM-1010-03,"{'type': 'Point', 'coordinates': [-73.9768311751004, 40.76671780725581]}",False,False,13,,True,-73.9768311751004,False,False,Above Ground,40.7667178072558,10102018,4,Adult,19,Cinnamon+,
7G-AM-1010-02,"{'type': 'Point', 'coordinates': [-73.9711318790279, 40.7701941550273]}",False,False,13,,False,-73.9711318790279,False,False,Above Ground,40.7701941550273,10102018,3,Adult,19,Gray+,
5D-PM-1018-05,"{'type': 'Point', 'coordinates': [-73.9757249834141, 40.7697032606755]}",False,False,13,,False,-73.9757249834141,False,False,Above Ground,40.7697032606755,10182018,3,Juvenile,19,Gray+,
9A-AM-1013-04,"{'type': 'Point', 'coordinates': [-73.976769659152, 40.7741908010484]}",False,True,13,Cinnamon,False,-73.976769659152,False,False,Ground Plane,40.7741908010484,10132018,FALSE,Juvenile,19,Gray+Cinnamon,
1D-PM-1007-06,"{'type': 'Point', 'coordinates': [-73.9780659679557, 40.7672382282781]}",False,False,13,White,True,-73.9780659679557,False,False,Ground Plane,40.7672382282781,10072018,FALSE,Adult,19,Gray+White,
8C-PM-1013-07,"{'type': 'Point', 'coordinates': [-73.975062146111, 40.7723417173451]}",False,True,13,White,True,-73.975062146111,False,False,Ground Plane,40.7723417173451,10132018,FALSE,,19,Gray+White,
42I-PM-1014-03,"{'type': 'Point', 'coordinates': [-73.9497217674555, 40.796517007214]}",False,True,13,Cinnamon,True,-73.9497217674555,False,False,Ground Plane,40.796517007214,10142018,FALSE,,19,Gray+Cinnamon,
19B-PM-1018-05,"{'type': 'Point', 'coordinates': [-73.9696001184129, 40.7820810673532]}",False,True,13,"Cinnamon, White",True,-73.9696001184129,False,False,Ground Plane,40.7820810673532,10182018,FALSE,Juvenile,19,"Gray+Cinnamon, White",
13H-PM-1010-07,"{'type': 'Point', 'coordinates': [-73.9676639740486, 40.7745369616499]}",False,False,13,,False,-73.9676639740486,False,False,Ground Plane,40.7745369616499,10102018,FALSE,Adult,19,Gray+,
4I-PM-1007-02,"{'type': 'Point', 'coordinates': [-73.9718262034469, 40.7666771797442]}",False,False,13,,False,-73.9718262034469,True,False,Ground Plane,40.7666771797442,10072018,FALSE,Adult,19,Black+,
23B-PM-1012-01,"{'type': 'Point', 'coordinates': [-73.9676206022477, 40.784594234984]}",False,False,13,Cinnamon,True,-73.9676206022477,False,False,Ground Plane,40.784594234984,10122018,FALSE,Adult,19,Gray+Cinnamon,
3A-PM-1017-06,"{'type': 'Point', 'coordinates': [-73.9797084866613, 40.7698885241349]}",False,False,13,Cinnamon,False,-73.9797084866613,False,False,Ground Plane,40.7698885241349,10172018,FALSE,Adult,19,Gray+Cinnamon,
9C-PM-1006-05,"{'type': 'Point', 'coordinates': [-73.9746933852572, 40.773313866931]}",False,True,13,White,False,-73.9746933852572,False,False,Ground Plane,40.773313866931,10062018,FALSE,Adult,19,Gray+White,
16D-AM-1007-01,"{'type': 'Point', 'coordinates': [-73.9703149829421, 40.7785583630323]}",False,True,13,White,False,-73.9703149829421,False,False,Above Ground,40.7785583630323,10072018,3,Adult,19,Gray+White,
22B-PM-1014-05,"{'type': 'Point', 'coordinates': [-73.968367485157, 40.7838472644815]}",False,True,13,Cinnamon,False,-73.968367485157,False,False,Ground Plane,40.7838472644815,10142018,FALSE,,19,Gray+Cinnamon,eating (eats with head tilted far to the right (tooth issue?))
28D-AM-1012-04,"{'type': 'Point', 'coordinates': [-73.9624538733037, 40.7883829851518]}",False,False,13,White,False,-73.9624538733037,False,False,Above Ground,40.7883829851518,10122018,10,Adult,19,Cinnamon+White,
10A-PM-1014-01,"{'type': 'Point', 'coordinates': [-73.9756976076707, 40.7753897331918]}",False,False,13,"Black, Cinnamon, White",True,-73.9756976076707,False,False,Ground Plane,40.7753897331918,10142018,FALSE,Adult,19,"Gray+Black, Cinnamon, White",
14F-PM-1012-07,"{'type': 'Point', 'coordinates': [-73.9691057326088, 40.7765973509721]}",False,True,13,"Gray, White",True,-73.9691057326088,True,False,Ground Plane,40.7765973509721,10122018,FALSE,Adult,19,"Cinnamon+Gray, White",
16C-PM-1018-01,"{'type': 'Point', 'coordinates': [-73.9710559113762, 40.7794279914209]}",False,False,13,"Cinnamon, White",False,-73.9710559113762,False,False,Above Ground,40.7794279914209,10182018,3,Adult,19,"Gray+Cinnamon, White",
38A-PM-1013-03,"{'type': 'Point', 'coordinates': [-73.9598015842806, 40.7973522744237]}",False,False,13,Cinnamon,True,-73.9598015842806,False,False,Above Ground,40.7973522744237,10132018,5,Adult,19,Gray+Cinnamon,
15C-PM-1017-03,"{'type': 'Point', 'coordinates': [-73.9713487591577, 40.7784353043714]}",False,False,13,,True,-73.9713487591577,False,False,Above Ground,40.7784353043714,10172018,17,Adult,19,Black+,
40A-AM-1010-04,"{'type': 'Point', 'coordinates': [-73.9590236602085, 40.7982632456866]}",True,False,13,Cinnamon,True,-73.9590236602085,False,False,Ground Plane,40.7982632456866,10102018,FALSE,Adult,19,Gray+Cinnamon,
37D-PM-1014-05,"{'type': 'Point', 'coordinates': [-73.9579335275486, 40.7953080673706]}",False,False,13,,False,-73.9579335275486,False,False,Ground Plane,40.7953080673706,10142018,FALSE,Adult,19,Gray+,
16E-PM-1018-06,"{'type': 'Point', 'coordinates': [-73.968381325559, 40.7780143443779]}",False,False,13,Gray,True,-73.968381325559,False,False,Ground Plane,40.7780143443779,10182018,FALSE,Adult,19,Cinnamon+Gray,
35G-PM-1006-01,"{'type': 'Point', 'coordinates': [-73.9557172336815, 40.7921125657722]}",False,False,13,Cinnamon,False,-73.9557172336815,False,False,Ground Plane,40.7921125657722,10062018,FALSE,Adult,19,Black+Cinnamon,
38D-AM-1017-05,"{'type': 'Point', 'coordinates': [-73.9576304473722, 40.7959810622342]}",False,True,13,"Black, Cinnamon",False,-73.9576304473722,False,False,Ground Plane,40.7959810622342,10172018,FALSE,Adult,19,"Gray+Black, Cinnamon",eating (nut)
16H-PM-1014-04,"{'type': 'Point', 'coordinates': [-73.9657288055011, 40.7764580036287]}",False,False,13,Cinnamon,True,-73.9657288055011,False,False,Ground Plane,40.7764580036287,10142018,FALSE,Adult,19,Gray+Cinnamon,
14E-AM-1008-20,"{'type': 'Point', 'coordinates': [-73.970308716071, 40.7763985667344]}",False,False,13,,True,-73.970308716071,False,False,Ground Plane,40.7763985667344,10082018,FALSE,Adult,19,Gray+,walking
