work_id,item_detail,item_quantity,sign_sockets_per_circuit,sign_dimensions,sign_lamps,work_description,floor_fixtures,sign_manufacturer_address,floor_motors_generators,floor_switches
00080E73-398A-E811-811A-005056B627E4,'3-#6 & 1-#8G',2.0,0,,0,Service Entrance and Feeder Conductors. List Each Set,0,,0,0
009F8962-17DD-E811-811A-005056B627E6,'',160.0,0,,0,Floor Descriptions,1,,2,1
000BCB9A-BCED-E811-811A-005056B627E6,'3@10 1@8',1.0,0,,0,Service Switches,0,,0,0
003A2ACF-6A2C-E811-8117-005056B627E4,'St Johnson',1.0,0,,0,Boiler Controls,0,,0,0
000B46FA-1502-E911-811C-005056B627E4,'24-circuit',5.0,0,,0,Panels,0,,0,0
0094CA44-FADD-E811-811A-005056B627E6,'',251.0,0,,0,Floor Descriptions,30,,0,20
007820A2-0668-E811-8119-005056B627E6,'',3742.0,0,,0,Floor Descriptions,221,,0,94
010745B3-030D-E911-811C-005056B627E4,'4/3 riser',1.0,0,,0,Service Entrance and Feeder Conductors. List Each Set,0,,0,0
00ED446D-ED44-E811-8117-005056B627E4,'',47.0,0,,0,Floor Descriptions,14,,0,10
006E1696-565D-E911-8120-005056B627E6,"'3x#6,3x#10,2x2x#10'",4.0,0,,0,Service Entrance and Feeder Conductors. List Each Set,0,,0,0
000FE78B-5164-E811-8119-005056B627E4,"'(1) 200A, (3) 100A'",4.0,0,,0,Panels,0,,0,0
01027011-A116-E811-8117-005056B627E4,'2@30A',2.0,0,,0,Service Switches,0,,0,0
00A6347E-0D45-E911-8120-005056B627E4,'',29.0,0,,0,Panels,0,,0,0
01176498-4302-E911-811C-005056B627E4,'',72.0,0,,0,Floor Descriptions,20,,0,10
006A58EA-56E8-E811-811A-005056B627E6,'1 X 2400A',1.0,0,,0,Service Switches,0,,0,0
0091011B-0D52-E911-8120-005056B627E4,'',169.0,0,,0,Floor Descriptions,60,,2,40
00F962A4-580B-E811-8117-005056B627E4,'30 circuits',1.0,0,,0,Panels,0,,0,0
00FC7EA4-C194-E811-8119-005056B627E6,'1 SET OF 3/O',1.0,0,,0,Service Entrance and Feeder Conductors. List Each Set,0,,0,0
00086258-6E46-E911-8120-005056B627E4,'42 circuit breaker panels',4.0,0,,0,Panels,0,,0,0
00C4AABE-8D55-E911-8120-005056B627E4,'',497.0,0,,0,Floor Descriptions,235,,12,100
003D98CE-2B2E-E911-811E-005056B627E6,'#3AWG',15.0,0,,0,Service Entrance and Feeder Conductors. List Each Set,0,,0,0
0027432C-F231-E811-8117-005056B627E4,"'2@20AMP, 1@15AMP'",1.0,0,,0,Panels,0,,0,0
0100691A-79BB-E811-811A-005056B627E6,'45 amps',1.0,0,,0,Service Switches,0,,0,0
00F63F75-1201-E811-8116-005056B627E6,'3 #2 awg',1.0,0,,0,Service Entrance and Feeder Conductors. List Each Set,0,,0,0
013ACB35-B7FB-E711-8116-005056B627E6,'3#2',1.0,0,,0,Service Entrance and Feeder Conductors. List Each Set,0,,0,0
000F544E-A0FF-E811-811C-005056B627E4,'',28.0,0,,0,Floor Descriptions,0,,0,0
012BC4C4-C0A0-E811-811B-005056B627E4,'',1.0,0,,0,Panels,0,,0,0
005AB596-3934-E811-8117-005056B627E4,"'1 #6 SER , 1 #6 FED'",2.0,0,,0,Service Entrance and Feeder Conductors. List Each Set,0,,0,0
009ECB8A-6F49-E811-8117-005056B627E4,'100 amp',2.0,0,,0,Service Switches,0,,0,0
0017299E-3F17-E811-8117-005056B627E4,'',242.0,0,,0,Floor Descriptions,27,,2,12
011C487D-E341-E911-811F-005056B627E6,'',1.0,0,,0,Service Switches,0,,0,0
0010DA2B-5921-E811-8117-005056B627E4,'',20.0,0,,0,Floor Descriptions,5,,0,5
00683452-2EFE-E811-811B-005056B627E4,'30 amps for fire alarm',1.0,0,,0,Service Switches,0,,0,0
00B19FB8-2294-E811-8119-005056B627E6,'',4.0,0,,0,Panels,0,,0,0
008D27F6-0B5A-E911-8120-005056B627E6,'',146.0,0,,0,Floor Descriptions,120,,0,12
0022955F-B9E1-E711-8116-005056B627E6,'8/16',1.0,0,,0,Panels,0,,0,0
00C19EAC-F153-E911-8120-005056B627E4,'',98.0,0,,0,Floor Descriptions,50,,0,0
0095562C-3BC7-E811-811B-005056B627E4,'',205.0,0,,0,Floor Descriptions,38,,2,16
007E1374-7C21-E811-8117-005056B627E4,'',29.0,0,,0,Floor Descriptions,13,,0,0
00A989F5-81A0-E811-811B-005056B627E4,'1-100 amps',1.0,0,,0,Service Switches,0,,0,0
00C09DF4-D2F7-E811-811B-005056B627E4,'24 pole 125A',1.0,0,,0,Panels,0,,0,0
009000AC-5D7A-E811-811A-005056B627E4,'60 CKT',2.0,0,,0,Panels,0,,0,0
005765AE-5D22-E811-8117-005056B627E4,'',8.0,0,,0,Floor Descriptions,7,,0,2
0083AC4F-B9CC-E811-811B-005056B627E4,'',18.0,0,,0,Panels,0,,0,0
006B5383-4B79-E811-811A-005056B627E4,"'36sets2/0, 3sets3/0, 4 sets4/0'",43.0,0,,0,Service Entrance and Feeder Conductors. List Each Set,0,,0,0
00D10360-6CEF-E811-811A-005056B627E6,'1 - 20 circ.',1.0,0,,0,Panels,0,,0,0
