latitude,longitude,guards,nta,problems,root_other,census_tract,root_grate,bbl,root_stone,tree_dbh,created_at,user_type
40.6713558,-73.9713605,,BK37,,No,165.0,No,3010680044.0,No,15,2015-08-30T00:00:00.000,Volunteer
40.70801816,-73.94508787,,BK90,Stones,No,505.0,No,3030427504.0,Yes,10,2015-08-25T00:00:00.000,Volunteer
40.715253,-73.85049293,,QN17,"Stones,TrunkOther",No,723.0,No,4032260008.0,Yes,32,2015-09-04T00:00:00.000,Volunteer
40.67335166,-73.75326962,Helpful,QN66,,No,358.0,No,4131350013.0,No,32,2015-08-13T00:00:00.000,TreesCount Staff
40.78242823,-73.91117077,,QN72,,No,105.0,No,4008710030.0,No,11,2015-09-05T00:00:00.000,Volunteer
40.8494875,-73.89261605,,BX17,,No,37504.0,No,2030690017.0,No,3,2015-08-29T00:00:00.000,Volunteer
40.77217749,-73.89743132,,QN72,,No,135.0,No,4007620019.0,No,3,2015-08-20T00:00:00.000,Volunteer
40.56882124,-74.1385634,,SI25,BranchOther,No,138.0,No,5044200086.0,No,9,2015-09-05T00:00:00.000,Volunteer
40.83201885,-73.9283925,Harmful,BX26,"Stones,BranchLights",No,189.0,No,2025070014.0,Yes,1,2015-08-20T00:00:00.000,TreesCount Staff
40.84958242,-73.89255913,,BX17,,No,37504.0,No,2030690017.0,No,10,2015-08-29T00:00:00.000,Volunteer
40.69698002,-73.91503243,,BK77,,No,433.0,No,3033350001.0,No,3,2015-09-05T00:00:00.000,Volunteer
40.68154228,-74.00443051,,BK33,,No,51.0,No,3003630008.0,No,6,2015-09-04T00:00:00.000,Volunteer
40.59577276,-73.75920637,,QN15,,No,99802.0,No,4158010007.0,No,8,2015-08-24T00:00:00.000,TreesCount Staff
40.739991,-73.86526993,,QN25,,No,44302.0,No,4018960033.0,No,8,2015-08-27T00:00:00.000,Volunteer
40.59357857,-73.99378974,,BK29,"Stones,BranchLights",No,304.0,No,3068920007.0,Yes,6,2015-09-05T00:00:00.000,TreesCount Staff
40.71338389,-73.8544597,,QN17,"Stones,BranchLights",No,707.0,No,4031940034.0,Yes,38,2015-09-04T00:00:00.000,Volunteer
40.72504083,-73.95055819,,BK76,,No,569.0,No,3026470015.0,No,11,2015-08-27T00:00:00.000,Volunteer
40.71760215,-73.84915064,,QN17,,No,723.0,No,4032170036.0,No,15,2015-09-04T00:00:00.000,Volunteer
40.60331491,-73.93710726,,BK44,Stones,No,568.0,No,3073140007.0,Yes,11,2015-09-03T00:00:00.000,TreesCount Staff
40.7995744,-73.96953689,,MN12,Stones,No,191.0,No,1018750001.0,Yes,8,2015-09-05T00:00:00.000,Volunteer
40.57367535,-74.12681887,,SI25,BranchLights,No,138.0,No,5043130032.0,No,13,2015-08-31T00:00:00.000,Volunteer
40.68844787,-73.86658672,,QN53,"Stones,RootOther,BranchLights",Yes,4.0,No,4088950023.0,Yes,14,2015-08-26T00:00:00.000,TreesCount Staff
