cy_2011_consumed,cy_2016_consumed,cy_2010_consumed,cy_2018_source_mmbtu,cy_2007_consumed,_2005_2024_change_consumed,cy_2012_tco2e_20_yr_gwp,cy_2007_tco2e_100_yr_gwp,cy_2018_consumed,cy_2019_tco2e,cy_2015_source_mmbtu,cy_2016_source_mmbtu,cy_2016_tco2e,cy_2024_tco2e_20_yr_gwp,cy_2020_tco2e,cy_2009_tco2e_100_yr_gwp,cy_2011_tco2e,cy_2021_consumed,cy_2010_source_mmbtu,cy_2014_tco2e_20_yr_gwp
0.0,0.0,0.0,13232.95,0.0,100.0,0.0,0.0,679590.47,577.78,0.0,0.0,0.0,1492.45,741.3,0.0,0.0,1417955.36,0.0,0.0
104499.06,330154.43,64077.02,84060.77,77982.16,1600.52278276746,4.42,0.52,650222.56,4.9,50805.36,42682.36,2.19,7.63,4.9,0.64,0.69,503650.12,8283.88,4.26
1063161.44,51579462.06,909382.11,31108.78,379161.6,100.0,115.95,0.0,124490113.08,0.0,4734.14,134631.68,0.0,35735.59,0.0,0.0,0.0,229628106.67,2373.65,123.8
0.0,33840.13,0.0,3855.14,0.0,100.0,0.0,0.0,132671.73,378.66,0.0,983.32,57.4,1039.49,507.26,0.0,0.0,267818.82,0.0,0.0
0.0,11631113.42,0.0,7420.63,0.0,100.0,0.0,0.0,36785344.18,83439.66,0.0,274910.36,19430.03,159482.17,97368.56,0.0,0.0,76756224.59,0.0,0.0
21777624145.91,24888532516.4,21058714673.4,17568719.27,17385399214.33,-20.9397723567069,128438.93,0.0,16308102912.6,0.0,26808600.31,26812416.08,0.0,83867.81,0.0,0.0,0.0,13542703011.32,22686553.32,159992.93
2841251.81,2649408.43,2928944.33,372801.74,2887883.29,-71.825104693634,31070.82,31757.61,2528155.0,25048.95,533737.3,390681.77,29135.14,9051.75,25048.95,32578.43,31244.81,1769024.09,431902.13,22729.64
6308840.79,6205162.84,6163776.94,0.0,6366451.22,-15.7604227616084,5507014.56,1936119.59,6254262.74,1905078.73,0.0,0.0,1887069.72,5532339.04,1953323.65,1896282.11,1918599.52,6316535.18,0.0,5528100.59
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23870.73,122.42,0.0,0.0,7720623.0,0.0,0.0
0.0,33840.13,0.0,3855.14,0.0,100.0,0.0,0.0,132671.73,0.0,0.0,983.32,0.0,4809.22,0.0,0.0,0.0,267818.82,0.0,0.0
24932913193.56,24148998628.73,25179409288.11,213361971.81,28048899119.83,-14.1901686797523,7588281.15,0.0,24522673357.0,0.0,211507041.31,210110777.47,0.0,5886176.63,0.0,0.0,0.0,21797694854.25,219075968.45,6297281.84
36192538.21,40655649.85,37590231.83,1317678.48,40484746.73,465.095042099872,1256.0,0.0,39251095.26,0.0,1353506.32,1364830.07,0.0,7292.19,0.0,0.0,0.0,33248656.15,1413841.49,1639.72
978681000000.0,1091480000000.0,948150000000.0,2100454588.0,893520000000.0,10.61358421,86711356.92,61360054.05,1146440000000.0,52690071.35,2221875851.0,2232380972.0,54507539.18,78737820.63,47891183.75,54914411.05,55118796.3,1074770000000.0,2151469508.0,88078517.54
1181682.19,1927977.9,1000274.46,13603.86,425842.58,100.0,746.8,264.46,1422095.31,2516.1,20914.57,18443.16,1474.2,2691.11,2232.03,474.13,658.87,1312449.12,11235.05,969.16
2114957235.83,2128891160.85,2218898721.62,19122257.74,2158819942.68,8.89019325053147,692636.32,911939.89,2197809087.0,612441.96,18824247.89,18522630.43,663949.25,842890.5,558867.63,780092.32,635595.43,1963820295.66,19305750.22,685352.02
1181682.19,1927977.9,1000274.46,13603.86,425842.58,100.0,29.39,0.0,1422095.31,0.0,20914.57,18443.16,0.0,12421.96,0.0,0.0,0.0,1312449.12,11235.05,50.75
2630897883.47,2733212560.51,2684576093.92,9435334.52,1956570687.99,9.68745947673391,229890.97,0.0,2987013020.16,0.0,8439524.62,8633633.21,0.0,140440.2,0.0,0.0,0.0,2259731654.32,8480001.03,279229.67
36192538.21,40655649.85,37590231.83,1317678.48,40484746.73,465.095042099872,1256.0,0.0,39251095.26,0.0,1353506.32,1364830.07,0.0,47177.97,0.0,0.0,0.0,33248656.15,1413841.49,1639.72
13187303.4,12296887.12,13594316.91,1730311.12,13403737.39,-71.8251048078733,144211.19,147398.84,11734104.97,116261.47,2477272.78,1813298.97,135226.97,42012.51,116261.47,151208.55,145018.74,8210696.89,2004617.97,105496.69
1729478602.48,1458368718.22,1819690775.43,5018216.19,2248579499.11,-50.337169904292,153007.22,310680.78,1588653489.4,146379.05,5039973.27,4606674.5,144456.94,95474.7,98774.38,251314.48,212431.39,1246804643.31,5748013.51,181761.04
