property_id,property_name,address_1,hospital_general_medical_1,leed_us_project_id,multifamily_housing_number_5,egrid_output_emissions_rate,personal_services_health,indoor_water_intensity_all,bar_nightclub_gross_floor,alert_meter_has_less_than,hospital_general_medical_10,hospital_general_medical_7,vocational_school_gross_floor,national_median_site_energy,hospital_general_medical_2,residence_hall_dormitory,source_eui_kbtu_ft,bank_branch_gross_floor_area,restaurant_worker_density,national_median_energy_star,enclosed_mall_gross_floor,convenience_store_without,multifamily_housing_number,green_power_onsite_kwh,county,indirect_ghg_emissions_metric,self_storage_facility_gross,data_center_cooling_equipment,estimated_values_water,convenience_store_with_gas,green_power_offsite_kwh,difference_from_national_1,manufacturing_industrial,parking_open_parking_lot,financial_office_number_of,other_gross_floor_area_ft,medical_office_percent_that_1,data_center_it_site_energy,district_steam_use_kbtu,percent_of_recs_retained,other_weekly_operating_hours,direct_ghg_emissions_metric,office_computer_density_number,weather_normalized_site_energy,senior_care_community_gross,hotel_gross_floor_area_ft,latitude,primary_property_type_self,hospital_general_medical,fuel_oil_2_use_kbtu,national_median_reference,multifamily_housing_gross,estimated_values_energy,office_weekly_operating_hours,veterinary_office_gross_floor,release_date,medical_office_percent_that,weather_normalized_source,hospital_general_medical_4,estimated_data_flag_fuel,indoor_water_use_all_water,refrigerated_warehouse_gross,national_median_site_eui,kerosene_use_kbtu
2750269,3311 Giles Place,3311 Giles Place,Not Available,Not Available,0,82.9,Not Available,52.42,Not Available,Ok,Not Available,Not Available,Not Available,8528921.3,Not Available,Not Available,144.2,Not Available,Not Available,50,Not Available,Not Available,103,Not Available,Not Available,122.9,Not Available,Not Available,No,Not Available,0,4.8,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,554.5,Not Available,8923170.9,Not Available,Not Available,40.878823,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,84630,No,Not Available,Not Available,2016-03-24T08:58:22.000,Not Available,143.4,Not Available,Not Available,4435.9,Not Available,100.8,Not Available
3524863,(7199) - Bel Canto Condo,1991 Broadway,Not Available,Not Available,1.05669,82.9,Not Available,33.69,Not Available,Ok,Not Available,Not Available,Not Available,6005035.8,Not Available,Not Available,142.4,Not Available,Not Available,50,Not Available,Not Available,100,Not Available,Not Available,152.5,Not Available,Not Available,No,Not Available,0,11.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,347.9,Not Available,Not Available,Not Available,Not Available,40.775114,Multifamily Housing,Not Available,4295537.8,Fannie Mae Industry Survey - Multifamily,70030,No,Not Available,Not Available,2016-03-31T16:01:29.000,Not Available,Not Available,Not Available,No,2529.2,Not Available,80,Not Available
3325091,Adrian Avenue Association,2 Adrian Avenue,Not Available,Not Available,0,82.9,Not Available,62.28,Not Available,Ok,Not Available,Not Available,Not Available,7823763.2,Not Available,Not Available,123.4,Not Available,Not Available,50,Not Available,Not Available,99,Not Available,Not Available,76.6,Not Available,Not Available,No,Not Available,0,-11.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,338.8,Not Available,6933658.3,Not Available,Not Available,40.875884,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,74100,No,Not Available,Not Available,2016-03-11T09:21:09.000,Not Available,123.2,Not Available,Not Available,4615.2,Not Available,105.6,Not Available
2676158,Deepdale Gardens E2,249-34 60th Avenue,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,4255482.6,Not Available,Not Available,145.4,Not Available,Not Available,50,Not Available,Not Available,88,Not Available,Queens,70.5,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,8.4,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,199.8,Not Available,4701140.6,Not Available,Not Available,40.758681,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,45512,No,Not Available,Not Available,2016-03-23T11:38:01.000,Not Available,146.4,Not Available,No,Not Available,Not Available,93.5,Not Available
1160893,"BRONX, NY-2718",100 BAYCHESTER AVE,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,17638860.1,Not Available,Not Available,180.9,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,715.2,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,-34.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,152.6,Not Available,11242888.4,Not Available,Not Available,40.86455,Retail Store,Not Available,Not Available,CBECS - Retail Store,Not Available,No,Not Available,Not Available,2016-04-01T14:25:06.000,Not Available,176.3,Not Available,Not Available,Not Available,Not Available,106.1,Not Available
4799703,80 Broad Street,80 Broad Street,Not Available,Not Available,Not Available,82.9,Not Available,16.46,Not Available,Ok,Not Available,Not Available,Not Available,45167188.5,Not Available,Not Available,140.4,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,1954.2,Not Available,Not Available,No,Not Available,0,-42.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11102042,Not Available,Not Available,0,2.00754,25935616.7,Not Available,Not Available,40.704322,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,No,50,Not Available,2016-03-23T11:35:24.000,Not Available,140.8,Not Available,Not Available,Not Available,Not Available,106.7,Not Available
2665213,1320 Sheridan Avenue,1320 Sheridan Avenue,Not Available,Not Available,0,82.9,Not Available,117.53,Not Available,Ok,Not Available,Not Available,Not Available,5527653.1,Not Available,Not Available,135.2,Not Available,Not Available,50,Not Available,Not Available,85,Not Available,Not Available,61.1,Not Available,Not Available,No,Not Available,0,-3.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,243.6,Not Available,5311253,Not Available,Not Available,40.836645,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,52730,No,Not Available,Not Available,2016-04-03T10:07:01.000,Not Available,134.5,Not Available,Not Available,6197.2,Not Available,104.8,Not Available
2688012,2 Gold Street,2 Gold Street,Not Available,Not Available,1.02189,82.9,Not Available,48.28,Not Available,Ok,Not Available,Not Available,Not Available,50755447.6,Not Available,Not Available,154.5,Not Available,Not Available,50,Not Available,Not Available,824,Not Available,MANHATTAN,1457,Not Available,Not Available,No,Not Available,0,15.5,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2181.3,Not Available,58488480.7,Not Available,Not Available,40.707295,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,636074,No,Not Available,Not Available,2016-03-24T11:41:58.000,Not Available,152.9,Not Available,Not Available,30707.3,Not Available,79.8,Not Available
4028350,3021 Ave. I,3021 Ave. I,Not Available,Not Available,0,82.9,Not Available,52.49,Not Available,Ok,Not Available,Not Available,Not Available,9896938.8,Not Available,Not Available,80.4,Not Available,Not Available,50,Not Available,Not Available,110,Not Available,Not Available,88,Not Available,Not Available,No,Not Available,0,-30.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,309.6,Not Available,7074333.2,Not Available,Not Available,40.629208,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,117600,No,Not Available,Not Available,2016-03-25T14:44:11.000,Not Available,82,Not Available,Not Available,6173.3,Not Available,84.2,Not Available
2688545,Wendy Apartment Corp.,149-43 35th Avenue,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,5009516.7,Not Available,Not Available,115.1,Not Available,Not Available,50,Not Available,Not Available,77,Not Available,Not Available,52.8,Not Available,Not Available,No,Not Available,0,-4.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,219.2,Not Available,4720105,Not Available,Not Available,40.766484,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,55000,No,Not Available,Not Available,2016-03-30T16:04:00.000,Not Available,113.6,Not Available,Not Available,Not Available,Not Available,91.1,Not Available
2661810,Maggio Realty LLC,30 Dongan Pl,Not Available,Not Available,0,82.9,Not Available,75.28,Not Available,Ok,Not Available,Not Available,Not Available,6657018.4,Not Available,Not Available,123.4,Not Available,Not Available,50,Not Available,Not Available,83,Not Available,Not Available,83.8,Not Available,Not Available,No,Not Available,0,-4.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,283.5,Not Available,6355393.2,Not Available,Not Available,40.863539,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,71118,No,Not Available,Not Available,2016-03-15T16:23:18.000,Not Available,122.6,Not Available,Not Available,5353.8,Not Available,93.6,Not Available
2687906,The Roosevelt Hotel,45 East 45th Street,Not Available,Not Available,Not Available,82.9,Not Available,92.65,Not Available,Ok,Not Available,Not Available,Not Available,75897298.1,Not Available,Not Available,164.4,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,2086.4,Not Available,Not Available,No,Not Available,0,-21.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1832.6,Not Available,59951240.7,Not Available,678297,40.754538,Hotel,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Not Available,No,Not Available,Not Available,2016-04-01T14:13:45.000,Not Available,163.1,Not Available,Not Available,64949.7,Not Available,108.3,Not Available
2818660,Jeffmar Management Corp.-1030,1030 Boynton Ave.,Not Available,Not Available,0,82.9,Not Available,157.67,Not Available,Ok,Not Available,Not Available,Not Available,8101618.9,Not Available,Not Available,154.6,Not Available,Not Available,50,Not Available,Not Available,129,Not Available,Bronx,101.1,Not Available,Not Available,No,Not Available,0,10,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,408.5,Not Available,8874942.3,Not Available,Not Available,40.825023,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,77000,No,Not Available,Not Available,2016-03-22T14:11:06.000,Not Available,153.4,Not Available,Not Available,12140.9,Not Available,105.2,Not Available
2815467,"CASA VICTORIA, HDFC",308 EAST 8 STREET,Not Available,Not Available,0,82.9,Not Available,60.14,Not Available,Ok,Not Available,Not Available,Not Available,8790351.8,Not Available,Not Available,91.5,Not Available,Not Available,50,Not Available,Not Available,135.8,Not Available,NEW YORK,99.8,Not Available,Not Available,No,Not Available,0,-31.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,257.6,Not Available,6104205.9,Not Available,Not Available,40.725178,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,97000,No,Not Available,Not Available,2016-04-01T09:43:47.000,Not Available,92,Not Available,Not Available,5833.8,Not Available,90.6,Not Available
4479755,333 East 34th Street,333 East 34th Street,Not Available,Not Available,0.53093,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,21032358.8,Not Available,Not Available,74392.6,Not Available,Not Available,50,Not Available,Not Available,240,Not Available,Not Available,734492.3,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,52491.7,Not Available,0,Not Available,Not Available,100,Not Available,11056929016,Not Available,Not Available,20.3,Not Available,11331287511,Not Available,Not Available,40.744305,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,169513,No,Not Available,Not Available,2016-03-24T16:40:34.000,100,76205.6,Not Available,Not Available,Not Available,Not Available,117.5,Not Available
2960506,"Dryden Hotel Associates, LLC",150 East 39 St.,Not Available,Not Available,1.07741,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,10636196.3,Not Available,Not Available,105.5,Not Available,Not Available,50,Not Available,Not Available,46,Not Available,Not Available,602.1,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,-17.5,Not Available,Not Available,Not Available,3500,Not Available,Not Available,7015443.3,Not Available,Not Available,6.2,4.16667,8819346.6,Not Available,Not Available,40.749309,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,125300,No,40,Not Available,2016-03-22T08:52:36.000,Not Available,105.2,Not Available,Not Available,Not Available,Not Available,81.8,Not Available
2932560,Lewis Realty - 3410 145,1819 Flushing Avenue,Not Available,Not Available,Not Available,82.9,Not Available,0.01,Not Available,Ok,Not Available,Not Available,Not Available,1358692.2,Not Available,Not Available,176.1,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Queens,239.1,Not Available,Not Available,No,Not Available,0,140,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,20.1,Not Available,3255628.8,Not Available,Not Available,40.710918,Distribution Center,Not Available,Not Available,CBECS - Unrefrigerated Warehouse & Distribution Center,Not Available,No,Not Available,Not Available,2016-02-23T13:01:11.000,Not Available,176,Not Available,Not Available,0.7,Not Available,25.3,Not Available
2938677,260-261 Madison Avenue LLC,260 Madison Ave,Not Available,Not Available,Not Available,82.9,Not Available,25.35,Not Available,Ok,Not Available,Not Available,Not Available,53533446.2,Not Available,Not Available,224.7,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,United States,3716.6,Not Available,Not Available,No,Not Available,0,-8.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,20666693.2,Not Available,Not Available,0,1.99891,46276175.2,Not Available,Not Available,40.750707,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,No,50,Not Available,2016-02-22T15:53:47.000,Not Available,217.1,Not Available,Not Available,12819.2,Not Available,105.8,Not Available
2774279,91 Van Cortlandt Owners Corp.,91 Van Cortlandt Avenue West,Not Available,Not Available,0,82.9,Not Available,36.15,Not Available,Ok,Not Available,Not Available,Not Available,6085471.3,Not Available,Not Available,111.4,Not Available,Not Available,50,Not Available,Not Available,67,Not Available,Not Available,54.8,Not Available,Not Available,No,Not Available,0,-8.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,262,Not Available,5637076.9,Not Available,Not Available,40.883421,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,65100,No,Not Available,Not Available,2016-03-23T11:16:06.000,Not Available,111.8,Not Available,Not Available,2353.6,Not Available,93.5,Not Available
3260021,Cathedral Tower Condominium,514 West 110th Street,Not Available,Not Available,0.9626,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,6776943.4,Not Available,Not Available,87.5,Not Available,Not Available,50,Not Available,Not Available,83,Not Available,Not Available,0,Not Available,Not Available,No,Not Available,Not Available,-37.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,225.3,Not Available,4220819.9,Not Available,Not Available,,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,50904,No,Not Available,Not Available,2016-04-01T11:26:04.000,Not Available,87.1,Not Available,Not Available,Not Available,Not Available,133.1,Not Available
4558658,THE PIERRE HOTEL,2 EAST 61ST STREET,Not Available,Not Available,0,82.9,Not Available,24.18,Not Available,Ok,Not Available,Not Available,Not Available,55333906.6,Not Available,Not Available,354.6,Not Available,Not Available,50,Not Available,Not Available,144.41,Not Available,Not Available,6785,Not Available,Not Available,No,Not Available,0,76,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,59410126.9,Not Available,Not Available,197,Not Available,97501471.1,Not Available,412604,40.765409,Hotel,Not Available,Not Available,CBECS - Hotel & Motel/Inn,103151,No,Not Available,Not Available,2016-03-28T10:45:52.000,Not Available,352.9,Not Available,Not Available,12468.6,Not Available,107.3,Not Available
2811830,Knolls Cooperative Section 2,25 & 55 Knolls Crescent,Not Available,Not Available,0.80424,82.9,Not Available,31.84,Not Available,Ok,Not Available,Not Available,Not Available,30209959.9,Not Available,Not Available,111,Not Available,Not Available,50,Not Available,Not Available,483,Not Available,Not Available,366.4,Not Available,Not Available,No,Not Available,0,-19,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1148.4,Not Available,24668426.5,Not Available,Not Available,,Multifamily Housing,Not Available,3926472.8,Fannie Mae Industry Survey - Multifamily,313340,No,Not Available,Not Available,2016-03-24T16:30:32.000,Not Available,111.1,Not Available,No,9977.8,Not Available,96.4,Not Available
2652621,892 Amsterdam (719),892 AMSTERDAM AVENUE,Not Available,Not Available,0,82.9,Not Available,60.55,Not Available,Ok,Not Available,Not Available,Not Available,5211022.3,Not Available,Not Available,185.5,Not Available,Not Available,50,Not Available,Not Available,75.6,Not Available,Not Available,128.3,Not Available,Not Available,No,Not Available,0,45,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,426.6,Not Available,Not Available,Not Available,Not Available,40.798896,Multifamily Housing,Not Available,5088059.8,Fannie Mae Industry Survey - Multifamily,54000,No,Not Available,Not Available,2016-03-17T12:11:10.000,Not Available,Not Available,Not Available,No,3578.6,Not Available,88.2,Not Available
4395921,718 Broadway,718 Broadway,Not Available,Not Available,0,Not Available,Not Available,19.46,Not Available,Ok,Not Available,Not Available,Not Available,5265466,Not Available,Not Available,133.3,Not Available,Not Available,50,Not Available,Not Available,105.23,Not Available,Not Available,321.4,Not Available,Not Available,No,Not Available,0,10.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,282.5,Not Available,5813211.4,Not Available,Not Available,40.729146,Multifamily Housing,Not Available,3707963.5,Fannie Mae Industry Survey - Multifamily,75165,No,Not Available,Not Available,2016-03-28T09:24:18.000,Not Available,131.3,Not Available,No,1462.7,Not Available,70.1,Not Available
3351763,9671t-Renaissance NY Hotel Times Square,714 Seventh Avenue,Not Available,Not Available,Not Available,82.9,Not Available,107.69,Not Available,Ok,Not Available,Not Available,Not Available,22969147.5,Not Available,Not Available,295.4,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,2022,Not Available,Not Available,No,Not Available,0,26.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14107133.4,Not Available,Not Available,103.3,Not Available,29053816.8,Not Available,203450,40.759581,Hotel,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Not Available,No,Not Available,Not Available,2016-03-31T12:28:26.000,Not Available,293.5,Not Available,Not Available,20918,Not Available,112.9,Not Available
3121027,(7324) - East Midtown Plaza,319 E. 24th St,Not Available,Not Available,0.8892,82.9,Not Available,43.33,Not Available,Ok,Not Available,Not Available,Not Available,22701187.5,Not Available,Not Available,148.8,Not Available,Not Available,50,Not Available,Not Available,270,Not Available,Not Available,421.9,Not Available,Not Available,No,Not Available,0,21.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1189.9,Not Available,27642234.4,Not Available,Not Available,40.738103,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,265406,No,Not Available,Not Available,2016-04-01T12:07:30.000,Not Available,148.4,Not Available,Not Available,11499.1,Not Available,85.5,Not Available
4145655,VNO 11 East 68th Street Property Owner LLC,11 East 68th Street,Not Available,Not Available,0.28011,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,5917114.9,Not Available,Not Available,143.7,Not Available,Not Available,50,Not Available,Not Available,96,Not Available,Not Available,340.4,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,-3.7,Not Available,Not Available,Not Available,4576,Not Available,Not Available,Not Available,Not Available,Not Available,111.8,Not Available,5700795.1,Not Available,Not Available,40.769624,Multifamily Housing,Not Available,1280778.1,Fannie Mae Industry Survey - Multifamily,96391,No,Not Available,Not Available,2016-03-22T11:53:25.000,Not Available,143.7,Not Available,No,Not Available,Not Available,58.6,Not Available
3930053,Educational Institute Ohalei Torah of Brooklyn,677 Eastern Parkway,Not Available,Not Available,Not Available,82.9,Not Available,0,Not Available,Ok,Not Available,Not Available,Not Available,4916215.7,Not Available,Not Available,194.2,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,255.7,Not Available,Not Available,No,Not Available,0,11.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,127.3,Not Available,5510842.4,Not Available,Not Available,40.669621,K-12 School,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,No,Not Available,Not Available,2016-03-31T16:42:25.000,Not Available,194.8,Not Available,Not Available,0,Not Available,78.3,Not Available
4362625,152 Madison Ave,152 Madison Ave,Not Available,Not Available,Not Available,82.9,Not Available,25.06,Not Available,Ok,Not Available,Not Available,Not Available,7976876.8,Not Available,Not Available,174.2,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,286.4,Not Available,Not Available,No,Not Available,0,17.7,Not Available,Not Available,Not Available,1325,100,Not Available,Not Available,Not Available,45,315.1,2.61867,9247022.5,Not Available,Not Available,40.746574,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,No,50,Not Available,2016-03-24T12:49:31.000,100,170.9,Not Available,Not Available,2457.7,Not Available,81.4,Not Available
3965114,73 Fifth Avenue,73 Fifth Avenue,Not Available,Not Available,0.24838,82.9,Not Available,31.22,Not Available,Ok,Not Available,Not Available,Not Available,5837695.6,Not Available,Not Available,170.7,Not Available,Not Available,50,Not Available,Not Available,35,Not Available,Not Available,191.9,Not Available,Not Available,No,Not Available,0,33.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,351.4,Not Available,Not Available,Not Available,Not Available,40.736782,Mixed Use Property,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,68443,No,Not Available,Not Available,2016-03-08T14:07:59.000,Not Available,Not Available,Not Available,No,2359.4,Not Available,77.2,Not Available
3519648,1045 Anderson Avenue,1045 Anderson Avenue,Not Available,Not Available,0,82.9,Not Available,58.64,Not Available,Ok,Not Available,Not Available,Not Available,5306601,Not Available,Not Available,132,Not Available,Not Available,50,Not Available,Not Available,75,Not Available,Not Available,50.6,Not Available,Not Available,No,Not Available,0,9.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,385.9,Not Available,5922404.5,Not Available,Not Available,40.833453,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,54180,No,Not Available,Not Available,2016-03-11T16:33:20.000,Not Available,134.2,Not Available,Not Available,3177.1,Not Available,97.9,Not Available
4442779,Fourth Hsg Bldg #5,65-50 / 65-44 162nd Street,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,10397219,Not Available,Not Available,87.1,Not Available,Not Available,50,Not Available,Not Available,142,Not Available,Not Available,0,Not Available,Not Available,No,Not Available,Not Available,-41.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,447.9,Not Available,6068652.1,Not Available,Not Available,,Multifamily Housing,Not Available,6036244.1,Fannie Mae Industry Survey - Multifamily,70000,No,Not Available,Not Available,2016-03-09T09:47:09.000,Not Available,87.6,Not Available,No,Not Available,Not Available,148.5,Not Available
2677368,Deepdale Gardens F15,253-22 60th Avenue,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,4947153.8,Not Available,Not Available,184.1,Not Available,Not Available,50,Not Available,Not Available,104,Not Available,Queens,93.2,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,35.8,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,297.1,Not Available,6760812.8,Not Available,Not Available,40.759661,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,51069,No,Not Available,Not Available,2016-03-23T11:38:01.000,Not Available,183.2,Not Available,No,Not Available,Not Available,96.9,Not Available
3016875,Arias Park Slope,150 Fourth Avenue,Not Available,Not Available,0.91157,82.9,Not Available,6.3,Not Available,Ok,Not Available,Not Available,Not Available,4772966.9,Not Available,Not Available,125.3,Not Available,Not Available,50,Not Available,Not Available,113,Not Available,Not Available,345.6,Not Available,Not Available,No,Not Available,0,0.2,Not Available,Not Available,Not Available,1500,Not Available,Not Available,Not Available,Not Available,Not Available,32.6,Not Available,Not Available,Not Available,Not Available,40.679796,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,104216,Yes,Not Available,Not Available,2016-03-23T15:53:14.000,Not Available,Not Available,Not Available,Not Available,689.9,Not Available,43.6,Not Available
2682622,Riverdale YM YWHA,5625 Arlington ave.,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,2611897.8,Not Available,Not Available,368.7,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,NY,266.6,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,199.4,Not Available,Not Available,Not Available,40500,Not Available,Not Available,Not Available,Not Available,105.93,244.7,Not Available,7885429.2,Not Available,Not Available,40.905009,Mixed Use Property,Not Available,Not Available,CBECS - Other,Not Available,No,Not Available,Not Available,2016-02-23T15:16:04.000,Not Available,367.1,Not Available,Not Available,Not Available,Not Available,64.5,Not Available
3602671,Brooklyn Dreams Charter School,259 Parkville,Not Available,Not Available,Not Available,82.9,Not Available,8.17,Not Available,Ok,Not Available,Not Available,Not Available,3703093.6,Not Available,Not Available,120.7,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,115.7,Not Available,Not Available,No,Not Available,0,-19.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,84.3,Not Available,3031793.2,Not Available,Not Available,,K-12 School,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,No,Not Available,Not Available,2016-03-17T11:08:59.000,Not Available,121,Not Available,Not Available,409.4,Not Available,73.9,Not Available
2921320,1487 SCHENECTADY AVE,1020 EAST 48TH STREET,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,2248754.1,Not Available,Not Available,28.1,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,USA,279,Not Available,Not Available,No,Not Available,0,-64.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.9,Not Available,799296.2,Not Available,Not Available,40.636843,Distribution Center,Not Available,Not Available,CBECS - Unrefrigerated Warehouse & Distribution Center,Not Available,No,Not Available,Not Available,2016-03-03T08:09:41.000,Not Available,28.1,Not Available,Not Available,Not Available,Not Available,25.6,Not Available
2678342,Deepdale Gardens H7,255-26 61 Avenue,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,4611799.9,Not Available,Not Available,173.3,Not Available,Not Available,50,Not Available,Not Available,94,Not Available,Queens,86.4,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,30.9,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,265.2,Not Available,6106699.1,Not Available,Not Available,40.758211,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,49143,No,Not Available,Not Available,2016-03-23T11:38:01.000,Not Available,174.2,Not Available,No,Not Available,Not Available,93.8,Not Available
3351829,9674E-Renaissance New York Hotel 57,130 East 57th Street,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,8148657.7,Not Available,Not Available,Not Available,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,111084,40.761069,Hotel,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Not Available,No,Not Available,Not Available,2016-03-31T12:28:26.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,73.4,Not Available
