recordid,censusblock_2010,:@computed_region_92fq_4b7q,species,street,bin,spc_common,x,condition,zip_original,bbl,council_district
175,1016,32.0,OSVI,BROADWAY,1083094.0,EASTERN HOP HORNBEAM,982635.7128,Excellent,10007,1001540001.0,1.0
670,3011,32.0,SOJA,W BROADWAY,1002740.0,JAPANESE PAGODA TREE,982734.9363,Excellent,10003,1002127501.0,1.0
678,2001,32.0,GLTR,N MOORE ST,1083157.0,HONEYLOCUST,981330.4271,Excellent,10009,1001420025.0,1.0
590,1003,32.0,PS,GREENWICH ST,1010335.0,PLANTING SITE,981654.1952,Planting Space,10013,1005950044.0,1.0
882,5001,50.0,GLTR,E 10 ST,1006458.0,HONEYLOCUST,988368.465,Good,10003,1004520042.0,2.0
394,3009,10.0,ZESE,Avenue of the Amer,1007378.0,"ZELKOVA, JAPANESE",982983.6202,Excellent,10013,1004910016.0,3.0
162,1016,32.0,OSVI,BROADWAY,1083094.0,EASTERN HOP HORNBEAM,982635.7128,Excellent,10007,1001540001.0,1.0
249,2004,32.0,GLTR,MURRAY ST,1077396.0,HONEYLOCUST,981168.7407,Good,10007,1001327504.0,1.0
639,5005,32.0,SOJA,BAXTER ST,1002666.0,JAPANESE PAGODA TREE,984579.9932,Unknown,10003,1002070013.0,1.0
894,5001,50.0,COMA,2 AV,1006434.0,"CHERRY, CORNELIAN",987971.5002,Unknown,10003,1004520002.0,2.0
674,1001,32.0,COMA,SPRING ST,1007216.0,"CHERRY, CORNELIAN",985056.465,Good,10009,1004820022.0,1.0
376,3011,10.0,PYCA,Avenue of the Amer,1083493.0,"PEAR, CALLERY",982952.5002,Excellent,10013,1004777501.0,3.0
412,2002,10.0,SOJA,W HOUSTON ST,1008125.0,JAPANESE PAGODA TREE,983356.7341,Excellent,10014,1005200029.0,3.0
74,2002,32.0,GLTR,GREENWICH ST,1082816.0,HONEYLOCUST,981441.5639,Excellent,10013,1002160001.0,1.0
113,4010,32.0,GLTR,GREENWICH ST,,HONEYLOCUST,981285.4153,Excellent,10013,,
603,6001,32.0,GIBI,CLEVELAND PL,1066729.0,GINKGO,985031.8851,Unknown,10012,1004810013.0,1.0
969,4000,50.0,GLTR,E 14 ST,1019505.0,HONEYLOCUST,987959.8958,Good,10003,1008960012.0,2.0
391,1000,10.0,ULAM,Avenue of the Amer,1007371.0,"ELM, AMERICAN",983123.0955,Good,10013,1004900021.0,3.0
105,1015,32.0,GIBI,DUANE ST,1001673.0,GINKGO,983200.3877,Poor,10007,1001550003.0,1.0
114,4010,32.0,GLTR,GREENWICH ST,,HONEYLOCUST,981285.4153,Excellent,10013,,
417,2003,10.0,PLAC,W HOUSTON ST,1008380.0,LONDON PLANETREE,983422.1751,Poor,10014,1005280001.0,3.0
529,1011,10.0,PYCA,HUDSON ST,1010378.0,"PEAR, CALLERY",982227.8971,Excellent,10014,1005980058.0,3.0
462,3004,10.0,TICO,Avenue of the Amer,1007822.0,"LINDEN, LITTLE LEAF",983143.4161,Good,10013,1005050031.0,3.0
409,2002,10.0,ACSA1,Avenue of the Amer,1080044.0,"MAPLE, SILVER",983421.041,Excellent,10014,1005200037.0,3.0
40198,2001,,ACPL,W 111 ST,,"MAPLE, NORWAY",1.0,Good,0,,
938,4000,50.0,TICO,1 AV,1006417.0,"LINDEN, LITTLE LEAF",988541.8624,Good,10003,1004510032.0,2.0
90,1010,32.0,OSVI,DUANE ST,1001650.0,EASTERN HOP HORNBEAM,982559.9149,Excellent,10007,1001510001.0,1.0
337,1002,32.0,SOJA,W BROADWAY,1007336.0,JAPANESE PAGODA TREE,983522.023,Excellent,10013,1004880030.0,1.0
996,5002,50.0,PYCA,E 14 ST,1020391.0,"PEAR, CALLERY",988499.0866,Good,10003,1009210008.0,2.0
929,7000,50.0,GLTR,1 AV,1077695.0,HONEYLOCUST,988343.239,Dead,10003,1004500033.0,2.0
941,3002,50.0,TICO,1 AV,,"LINDEN, LITTLE LEAF",988462.885,Good,10003,,2.0
610,6002,32.0,GLTR,KENMARE ST,1007203.0,HONEYLOCUST,985093.4043,Unknown,10012,1004810032.0,1.0
598,1013,32.0,PLAC,HUDSON ST,1002857.0,LONDON PLANETREE,982024.6292,Excellent,10013,1002227502.0,1.0
616,5003,32.0,PYCA,GRAND ST,1003071.0,"PEAR, CALLERY",984862.5677,Good,10013,1002367501.0,1.0
213,2006,32.0,GIBI,BARCLAY ST,1001416.0,GINKGO,980953.9963,Dead,10007,1001280002.0,1.0
12,2001,32.0,ACPL,N MOORE ST,1083157.0,"MAPLE, NORWAY",981330.4271,Poor,10013,1001420025.0,1.0
397,3009,10.0,COMA,Avenue of the Amer,1007378.0,"CHERRY, CORNELIAN",982983.6202,Excellent,10013,1004910016.0,3.0
539,3003,10.0,PS,HUDSON ST,1009742.0,PLANTING SITE,982158.9202,Planting Space,10013,1005790047.0,3.0
43,2001,,GLTR,GREENWICH ST,,HONEYLOCUST,1.0,Good,0,,
42,1016,32.0,OSVI,BROADWAY,1083094.0,EASTERN HOP HORNBEAM,982635.7128,Excellent,10007,1001540001.0,1.0
330,1001,10.0,GLTR,SPRING ST,1007354.0,HONEYLOCUST,983362.3716,Excellent,10012,1004890018.0,3.0
166,1016,32.0,OSVI,BROADWAY,1083094.0,EASTERN HOP HORNBEAM,982635.7128,Excellent,10007,1001540001.0,1.0
500,2006,10.0,GIBI,Avenue of the Amer,1008101.0,GINKGO,983320.4927,Excellent,10014,1005190044.0,3.0
885,5001,50.0,PLAC,E 10 ST,1006462.0,LONDON PLANETREE,988217.2517,Good,10003,1004520047.0,2.0
602,6001,32.0,QUPA,CLEVELAND PL,1083497.0,"OAK, PIN",985012.0001,Unknown,10012,1004810010.0,1.0
766,6001,32.0,GIBI,MULBERRY ST,1007200.0,GINKGO,985272.4189,Good,10006,1004810022.0,1.0
101,4007,32.0,PYCA,GREENWICH ST,1001553.0,"PEAR, CALLERY",981323.8586,Excellent,10013,1001430021.0,1.0
426,2002,10.0,PYCA,W HOUSTON ST,1008118.0,"PEAR, CALLERY",982874.5034,Excellent,10014,1005200001.0,3.0
177,1016,32.0,OSVI,BROADWAY,1083094.0,EASTERN HOP HORNBEAM,982635.7128,Excellent,10007,1001540001.0,1.0
451,1012,10.0,PLAC,HUDSON ST,1010375.0,LONDON PLANETREE,982194.224,Good,10013,1005970062.0,3.0
416,2002,10.0,ZESE,W HOUSTON ST,1008123.0,"ZELKOVA, JAPANESE",983225.2166,Excellent,10014,1005200027.0,3.0
879,5001,50.0,PS,E 10 ST,1006457.0,PLANTING SITE,988429.4585,Planting Space,10003,1004520040.0,2.0
891,5001,50.0,GLTR,E 10 ST,1006469.0,HONEYLOCUST,987975.1834,Excellent,10003,1004520054.0,2.0
685,2004,32.0,GLTR,WEST ST,1087238.0,HONEYLOCUST,979917.2251,Good,10009,1000167514.0,1.0
176,3000,32.0,GLTR,CHAMBERS ST,1066406.0,HONEYLOCUST,980845.5519,Dead,10013,1001420050.0,1.0
396,3009,10.0,COMA,Avenue of the Amer,1007378.0,"CHERRY, CORNELIAN",982983.6202,Good,10013,1004910016.0,3.0
920,4001,50.0,PYCA,1 AV,1005978.0,"PEAR, CALLERY",988840.714,Good,10003,1004400003.0,2.0
803,2001,50.0,GLTR,E 9 ST,1008962.0,HONEYLOCUST,987037.1136,Good,10013,1005550028.0,2.0
968,1000,32.0,PLAC,BOWERY,1007867.0,LONDON PLANETREE,986239.5652,Good,10003,1005070028.0,1.0
689,2004,32.0,GLTR,WEST ST,1087238.0,HONEYLOCUST,979917.2251,Excellent,10009,1000167514.0,1.0
384,1000,10.0,PYCA,Avenue of the Amer,1007371.0,"PEAR, CALLERY",983123.0955,Good,10013,1004900021.0,3.0
964,4000,50.0,GLTR,E 14 ST,1019508.0,HONEYLOCUST,987996.6404,Good,10003,1008960015.0,2.0
761,2000,32.0,GIBI,ELIZABETH ST,1006942.0,GINKGO,985519.9228,Good,10013,1004700042.0,1.0
258,2004,32.0,GLTR,WARREN ST,1001427.0,HONEYLOCUST,981330.1852,Excellent,10007,1001320022.0,1.0
544,1015,10.0,SOJA,SPRING ST,1087493.0,JAPANESE PAGODA TREE,982000.0401,Excellent,10013,1005947506.0,3.0
336,1002,32.0,ZESE,W BROADWAY,,"ZELKOVA, JAPANESE",983678.426,Poor,10013,,
16,2001,32.0,FRPE,HARRISON ST,1083235.0,"ASH, GREEN",981294.7261,Good,10013,1001420025.0,1.0
325,2006,32.0,PLAC,Avenue of the Amer,1088405.0,LONDON PLANETREE,982807.5002,Excellent,10013,1002270052.0,1.0
768,6001,32.0,GIBI,MULBERRY ST,1007200.0,GINKGO,985272.4189,Good,10006,1004810022.0,1.0
222,2006,32.0,QUPA,PARK PL,,"OAK, PIN",980624.981,Good,10007,,
178,3000,32.0,QUPA,CHAMBERS ST,1066406.0,"OAK, PIN",980845.5519,Excellent,10013,1001420050.0,1.0
991,5002,50.0,PYCA,E 14 ST,1020397.0,"PEAR, CALLERY",988577.0726,Good,10003,1009210014.0,2.0
89,1010,32.0,OSVI,DUANE ST,1001650.0,EASTERN HOP HORNBEAM,982559.9149,Good,10007,1001510001.0,1.0
357,2006,32.0,PS,Avenue of the Amer,,PLANTING SITE,982816.2466,Planting Space,10013,,1.0
671,3011,32.0,PLAC,W BROADWAY,1002740.0,LONDON PLANETREE,982734.9363,Excellent,10003,1002127501.0,1.0
871,4000,50.0,COMA,E 10 ST,1006409.0,"CHERRY, CORNELIAN",988183.5781,Good,10003,1004510018.0,2.0
341,3015,32.0,PLAC,VARICK ST,1007118.0,LONDON PLANETREE,982522.4952,Excellent,10013,1004770001.0,1.0
438,1010,10.0,AIAL,WEST ST,1080183.0,TREE OF HEAVEN,981323.0409,Excellent,10014,1006010010.0,3.0
557,3008,10.0,TICO,VARICK ST,1009728.0,"LINDEN, LITTLE LEAF",982608.9206,Excellent,10013,1005780067.0,3.0
843,3002,50.0,QUPA,E 10 ST,1006777.0,"OAK, PIN",987614.1842,Good,10003,1004650021.0,2.0
202,2005,32.0,GLTR,PARK PL,1001415.0,HONEYLOCUST,981058.0202,Good,10007,1001270018.0,1.0
635,5005,32.0,SOJA,BAXTER ST,1002666.0,JAPANESE PAGODA TREE,984579.9932,Good,10003,1002070013.0,1.0
95,1007,32.0,OSVI,THOMAS ST,1085517.0,EASTERN HOP HORNBEAM,982537.9002,Excellent,10013,1001520013.0,1.0
564,3011,10.0,UNKDEAD,VARICK ST,1088503.0,UNKNOWN DEAD TREES,982562.0984,Dead,10013,1004770035.0,3.0
68,3013,32.0,PR,N MOORE ST,1002175.0,"CHERRY, OTHER",982466.9025,Poor,10013,1001907502.0,1.0
627,1013,32.0,PLAC,HUDSON ST,1002857.0,LONDON PLANETREE,982024.6292,Excellent,10013,1002227502.0,1.0
284,2003,32.0,UNKSTMP,W BROADWAY,1007111.0,UNKNOWN STUMP,983364.2703,Stump,10013,1004760073.0,1.0
854,2010,32.0,PLAC,BOWERY,1008208.0,LONDON PLANETREE,986317.5703,Good,10003,1005210084.0,1.0
441,1002,10.0,AIAL,WASHINGTON ST,1010356.0,TREE OF HEAVEN,981634.857,Good,10013,1005960001.0,3.0
152,3000,32.0,QUPA,CHAMBERS ST,1066406.0,"OAK, PIN",980845.5519,Excellent,10013,1001420050.0,1.0
75,2002,32.0,GLTR,GREENWICH ST,1082816.0,HONEYLOCUST,981441.5639,Excellent,10013,1002160001.0,1.0
740,2002,32.0,GLTR,GREENWICH ST,1002813.0,HONEYLOCUST,981445.1063,Excellent,10013,1002160001.0,1.0
453,1012,10.0,PS,HUDSON ST,1010374.0,PLANTING SITE,982209.2589,Planting Space,10013,1005970055.0,3.0
187,2001,32.0,GLTR,GREENWICH ST,1066187.0,HONEYLOCUST,981195.2289,Excellent,10007,1001377502.0,1.0
272,2005,32.0,TICO,GRAND ST,1002945.0,"LINDEN, LITTLE LEAF",983180.2489,Excellent,10013,1002270022.0,1.0
237,2006,32.0,GIBI,PARK PL,,GINKGO,980624.981,Excellent,10007,,
491,2005,10.0,QUPH,CHARLTON ST,1008112.0,"OAK, WILLOW",982957.1433,Excellent,10014,1005190062.0,3.0
140,1017,32.0,GLTR,CHAMBERS ST,1079216.0,HONEYLOCUST,982763.6365,Good,10007,1001530018.0,1.0
951,4001,50.0,QUPA,E 14 ST,1084936.0,"OAK, PIN",987498.9958,Good,10003,1008700024.0,2.0
516,2002,10.0,PLAC,KING ST,1008133.0,LONDON PLANETREE,982984.5161,Good,10014,1005200053.0,3.0
835,3002,50.0,PYCA,E 10 ST,1006769.0,"PEAR, CALLERY",987429.0063,Good,10003,1004650013.0,2.0
596,1007,32.0,PLAC,DESBROSSES ST,1088434.0,LONDON PLANETREE,981737.0501,Good,10013,1002257502.0,1.0
125,4010,32.0,PYCA,READE ST,1001514.0,"PEAR, CALLERY",981500.4983,Excellent,10013,1001410012.0,1.0
116,4010,32.0,GLTR,GREENWICH ST,,HONEYLOCUST,981285.4153,Excellent,10013,,
478,3001,10.0,ACPL,CHARLTON ST,1007832.0,"MAPLE, NORWAY",983286.2702,Good,10014,1005060027.0,3.0
698,2004,32.0,GLTR,WEST ST,1087238.0,HONEYLOCUST,979917.2251,Good,10009,1000167514.0,1.0
57,2001,,GIBI,GREENWICH ST,,GINKGO,1.0,Good,0,,
873,4000,50.0,GLTR,E 10 ST,1006411.0,HONEYLOCUST,988256.6434,Good,10003,1004510021.0,2.0
921,6000,50.0,FRPE,1 AV,1006526.0,"ASH, GREEN",989003.7324,Good,10003,1004550038.0,2.0
370,3009,10.0,COMA,BROOME ST,1007377.0,"CHERRY, CORNELIAN",982582.0901,Excellent,10013,1004910001.0,3.0
269,2006,32.0,GIBI,THOMPSON ST,1002947.0,GINKGO,982990.626,Good,10013,1002270055.0,1.0
46,2001,,GLTR,GREENWICH ST,,HONEYLOCUST,1.0,Poor,0,,
