hh_id,changed_income,modes_before_tnc,shopping_food_in_store,attitude_telework,subway_attitude_none,bike_purpose_visit_friend,employment_change_pay,modes_before_bike,bus_attitude_empty_seats,bike_type_borrowed,work_mode_cms,employment_change_reduced,disability_none_cms,mode_change_errands,errand_mode,modes_used_other_vehicle,home_cms_zone,gender_cms,subway_attitude_limit,bike_freq_cms,bike_num_days,num_people_cms,industry,modes_before_scooter,bus_attitude_stops,medical_appointment,race_other_cms,race_asian_cms,shopping_food_grocery_delivery,num_people,employment_change_furloughed,employment_change_none,exercise_sidewalk,attitude_grocery_in_store,delivery_home,employment_before,changed_none,bus_attitude_none,num_vehicles,bike_purpose_recreation_cms,bus_attitude_all,delivery_major_retailer,age_65_over_imputed,num_vehicles_cms,car_use,modes_during_rail,changed_num_adults,modes_during_other_vehicle,modes_during_ferry,modes_during_scooter,exercise_open_street,modes_during_tnc,modes_used_household_vehicle,telework_before,disability_hearing_cms
191560302,0,1,1,995,995,995,0,1,2,995,105,0,1,1,9,0,Inner Brooklyn,2,995,4,0,1,995,0,3,0,0,0,0,995,0,0,1,5,1,1,1,4,995,0,1,0,0,0,995,0,0,0,0,0,0,0,0,8,0
196332274,1,1,0,995,5,0,995,0,995,0,105,995,1,1,1,0,Outside of New York City,1,4,5,3,1,995,0,995,0,0,0,1,1,995,995,1,5,4,5,0,995,995,995,995,4,0,1,1,0,0,0,0,0,0,0,2,995,0
19352206,0,0,2,995,5,995,995,0,995,995,100,995,0,1,2,0,Staten Island,2,5,5,0,1,995,0,995,0,0,0,0,995,995,995,1,1,2,6,1,995,995,995,995,3,0,1,2,0,0,0,0,0,0,0,5,995,0
19597807,0,1,1,1,995,995,0,0,4,995,100,1,1,2,995,0,Staten Island,1,995,5,0,2,1,0,4,1,0,0,0,995,0,0,1,5,0,1,0,5,1,995,2,2,0,2,2,0,0,0,0,0,0,0,6,8,0
19399438,0,1,2,3,995,1,0,1,4,0,100,0,1,2,995,0,Outer Queens,1,995,3,3,4,997,0,3,1,0,0,0,995,0,1,1,3,2,2,1,4,995,1,3,2,0,2,2,0,0,0,0,0,0,0,4,8,0
19417070,0,0,5,995,995,995,995,0,2,995,995,995,1,1,9,0,Outer Brooklyn,2,995,3,0,5,995,0,3,0,0,1,2,6,995,995,1,3,2,6,0,3,995,1,1,2,1,1,995,0,0,0,0,0,0,0,2,995,0
19222756,0,1,0,2,4,995,0,1,995,995,105,1,1,2,995,0,Inner Queens,1,1,3,0,2,995,0,995,0,0,1,0,995,0,0,995,5,3,1,1,995,995,1,995,1,0,1,1,0,0,0,0,0,995,0,0,7,0
19009609,0,1,0,995,995,995,995,1,5,995,105,995,999,1,1,0,Middle Queens,999,995,5,0,5,995,1,5,0,999,999,1,995,995,995,995,4,7,5,1,3,995,995,5,5,0,1,2,0,0,0,0,0,995,0,1,995,999
19675352,1,1,2,995,995,995,0,0,3,995,105,0,1,1,9,0,Northern Bronx,2,995,4,0,2,995,0,3,0,0,0,0,995,0,0,1,4,1,1,0,2,995,1,3,0,0,0,995,0,0,0,0,0,0,0,0,8,0
19577146,1,1,1,3,4,995,0,0,995,995,105,0,1,2,995,0,Middle Queens,1,5,5,0,6,995,0,995,0,1,0,1,995,0,1,0,2,7,1,0,995,995,995,995,2,1,2,1,0,0,0,0,0,0,0,1,5,0
19387318,0,0,2,2,5,995,0,0,995,995,105,1,1,1,2,0,Outer Brooklyn,2,1,5,0,4,5,0,995,0,0,1,3,995,0,0,995,2,3,1,1,995,995,995,995,3,1,1,1,0,0,0,0,0,995,0,3,8,0
19787516,0,1,0,1,5,995,0,0,995,995,1,0,0,1,2,0,Northern Bronx,1,2,6,0,1,995,0,995,0,0,0,1,995,0,1,995,5,5,1,1,995,995,995,995,3,0,1,2,0,0,0,0,0,995,0,0,8,0
19796308,0,1,2,995,5,995,0,0,995,995,105,0,1,1,9,0,Inner Brooklyn,1,4,5,0,3,995,0,995,0,0,0,0,995,0,0,1,4,5,2,0,995,995,995,995,4,0,0,995,0,0,0,0,0,0,1,0,8,0
19173760,0,0,2,1,1,995,0,0,995,995,102,0,1,1,9,0,Southern Bronx,2,1,1,0,3,8,0,995,0,1,0,1,995,0,1,995,1,0,1,0,995,995,1,995,0,1,1,2,0,0,0,0,0,995,0,0,8,0
19749097,0,1,1,2,995,995,0,0,3,995,105,0,1,1,9,0,Inner Queens,2,995,5,0,1,995,0,3,0,0,0,0,995,0,1,1,2,2,1,1,5,995,995,2,1,0,0,995,0,0,0,0,0,0,0,0,4,0
19221991,0,0,0,1,995,995,0,0,1,995,100,0,1,2,995,0,Outer Queens,1,995,5,0,3,995,0,1,1,0,0,0,4,0,1,0,3,0,1,0,5,2,995,1,2,0,3,2,0,0,0,0,0,0,0,1,8,0
192981517,1,0,0,1,2,995,0,0,995,995,105,0,1,2,995,0,Upper Manhattan,2,1,5,0,1,995,0,995,0,0,1,1,995,0,1,995,5,1,1,0,995,995,995,995,1,-9999,0,995,0,0,0,0,0,995,0,0,8,0
19135269,0,1,2,2,2,995,0,1,995,995,105,1,1,2,995,0,Manhattan Core,2,2,2,0,2,995,0,995,0,0,0,0,995,0,0,1,2,2,1,1,995,995,1,995,2,0,1,995,0,0,0,0,0,0,0,1,8,0
19817045,0,1,0,1,995,995,0,0,2,995,105,0,1,1,2,0,Inner Queens,1,995,5,0,4,7,0,2,0,0,1,0,995,0,1,1,3,2,1,1,2,995,995,2,1,0,1,1,0,0,0,0,0,0,0,0,8,0
19178248,0,1,0,995,5,995,995,0,995,995,995,995,1,1,2,0,Staten Island,1,3,5,0,4,995,0,995,1,0,0,0,995,995,995,1,5,5,6,1,995,995,995,995,5,0,2,1,0,0,0,0,0,0,0,1,995,0
19115892,0,0,2,3,2,995,0,0,995,995,105,0,1,2,995,0,Outer Brooklyn,1,2,5,0,2,995,0,995,0,0,0,0,995,0,1,1,1,0,1,1,995,995,995,995,0,2,1,1,0,0,0,0,0,0,0,2,7,0
195469310,1,1,2,1,995,995,0,1,5,995,105,1,1,1,9,0,Upper Manhattan,1,995,5,0,1,995,1,5,0,999,999,0,995,0,0,1,4,2,1,0,5,995,995,5,3,0,1,2,0,0,0,0,0,0,0,5,8,0
19790687,0,0,0,2,4,995,0,0,995,995,100,0,1,2,995,0,Middle Queens,1,4,5,0,1,995,0,995,0,0,1,0,995,0,1,995,1,0,1,0,995,995,995,995,0,0,1,995,0,0,0,0,0,995,0,0,8,0
19817941,0,1,4,3,1,995,0,0,995,995,105,0,1,2,995,0,Outer Brooklyn,2,1,5,0,2,10,0,995,0,0,0,1,995,0,1,1,2,3,1,1,995,995,995,995,2,0,1,2,0,0,0,0,0,0,0,1,8,0
19634746,0,0,2,4,1,995,1,0,995,995,100,1,1,2,995,0,Staten Island,1,1,5,0,2,997,0,995,0,0,0,0,995,0,0,1,1,2,1,1,995,995,995,995,2,1,1,2,0,0,0,0,0,0,0,7,8,0
19891945,0,0,3,4,995,995,0,0,1,995,1,1,1,2,995,0,Outer Brooklyn,2,995,3,0,4,997,0,1,0,0,0,0,995,0,0,1,2,2,1,1,4,995,1,1,2,0,1,995,0,0,0,0,0,0,0,0,8,0
19504735,0,1,0,4,5,995,0,0,995,995,1,0,1,1,1,0,Manhattan Core,2,5,5,0,4,995,0,995,0,0,0,1,995,0,0,1,5,4,1,1,995,995,995,995,4,0,0,995,0,0,0,0,0,0,0,0,7,0
19109991,0,1,1,4,995,995,0,0,4,995,105,0,1,1,9,0,Manhattan Core,1,995,5,0,2,995,0,4,0,0,1,1,2,0,1,1,2,2,1,1,4,995,995,2,1,0,0,995,0,0,0,0,0,0,1,0,6,0
19816862,0,1,3,3,995,995,0,0,2,995,102,0,1,1,6,0,Southern Bronx,1,995,5,0,4,7,0,1,0,999,999,0,995,1,0,0,1,2,1,1,1,995,995,1,3,0,0,1,0,0,1,0,0,0,1,0,8,0
19402237,0,1,3,4,995,0,0,0,2,0,105,0,1,2,995,0,Upper Manhattan,2,995,3,3,2,995,0,2,0,0,0,0,995,0,1,1,2,0,1,1,3,995,1,2,1,0,0,995,0,0,0,0,0,0,0,0,8,0
19798176,1,1,2,5,2,995,0,0,995,995,1,1,1,2,995,1,Manhattan Core,2,3,5,0,1,997,0,995,0,0,0,0,995,0,0,1,1,1,1,0,995,995,995,995,0,1,0,995,0,0,0,0,0,0,0,0,8,0
19803144,1,1,0,1,4,995,0,1,995,995,105,1,1,2,995,0,Outer Brooklyn,1,2,5,0,3,995,0,995,0,0,0,0,995,0,0,1,2,0,3,0,995,0,995,995,2,0,1,995,0,0,0,0,0,0,0,0,4,0
19414319,1,1,1,2,3,995,0,1,995,995,100,0,1,2,995,0,Middle Queens,1,3,5,0,6,997,1,995,0,0,1,0,995,0,0,995,2,0,2,0,995,995,995,995,1,0,2,2,0,0,1,0,0,995,0,1,2,0
19255331,0,0,2,995,995,995,995,0,1,995,995,995,1,1,9,0,Manhattan Core,2,995,3,0,1,995,0,2,0,0,0,0,995,995,995,1,2,1,6,1,4,995,1,1,1,0,0,995,0,0,0,0,0,1,0,0,995,0
19554434,1,1,2,1,995,995,0,0,1,995,102,0,1,1,9,0,Manhattan Core,1,995,5,0,1,995,0,1,0,0,1,0,2,0,1,1,1,4,1,0,2,995,995,2,2,0,0,995,0,1,0,0,0,0,0,0,7,0
19014686,0,0,0,1,5,0,0,1,995,0,103,0,1,1,1,0,Manhattan Core,1,5,1,1,1,995,0,995,1,0,0,2,995,0,1,0,5,4,1,1,995,995,1,995,3,-9999,0,995,0,0,0,0,0,0,0,0,7,0
19209126,1,0,3,995,995,995,0,0,1,995,995,1,1,2,995,0,Upper Manhattan,1,995,5,0,1,995,0,1,0,999,999,0,995,0,0,1,1,1,2,0,2,995,995,1,0,0,0,995,0,0,0,0,0,0,0,0,7,0
19815634,0,0,2,995,995,995,995,0,5,995,995,995,1,2,995,0,Outer Queens,1,995,5,0,3,995,0,5,0,0,0,0,995,995,995,0,1,1,6,1,5,995,995,5,0,2,1,2,0,0,0,0,0,0,0,5,995,0
19878492,0,1,1,995,3,995,0,0,995,995,995,0,1,2,995,0,Manhattan Core,1,3,5,0,1,995,0,995,0,0,0,1,995,0,0,995,3,2,1,1,995,995,995,995,2,0,0,995,0,0,0,0,0,995,0,0,8,0
19547173,0,1,0,1,4,995,0,0,995,995,105,0,1,2,995,0,Northern Bronx,1,4,4,0,3,995,0,995,0,999,999,0,995,0,1,1,2,3,2,1,995,995,1,995,1,0,3,2,0,0,0,0,0,0,0,1,8,0
19283148,0,0,0,1,995,995,0,0,1,995,105,0,1,1,1,0,Staten Island,2,995,5,0,1,10,0,1,0,0,0,2,3,0,1,995,5,2,1,0,2,995,995,1,7,0,0,1,0,1,0,0,0,995,0,0,2,0
19036090,0,0,3,4,5,995,0,0,995,995,102,0,1,1,2,0,Outer Brooklyn,1,2,5,0,3,995,0,995,0,0,0,0,3,0,1,1,2,2,2,0,995,995,995,995,0,0,1,1,0,1,0,0,0,0,0,6,2,0
19715989,0,1,3,995,995,995,0,0,2,995,995,0,1,1,5,0,Northern Bronx,1,995,5,0,5,995,0,2,0,0,0,0,995,0,0,1,5,4,3,1,5,995,995,2,3,-9999,0,995,0,0,0,0,0,0,1,3,2,0
19799768,0,0,1,1,995,995,0,0,1,995,102,0,1,2,995,0,Northern Bronx,1,995,5,0,1,995,0,1,1,0,0,0,995,0,0,995,2,1,1,1,2,995,995,1,1,-9999,0,995,0,0,0,0,0,995,0,0,5,0
19511176,0,0,1,3,3,995,0,0,995,995,105,0,1,1,4,0,Southern Bronx,2,3,5,0,2,995,0,995,0,0,0,0,995,0,1,1,1,4,1,0,995,995,995,995,3,0,0,1,0,0,1,0,0,0,1,1,6,0
19553240,0,0,1,1,995,995,0,0,5,995,100,0,1,1,2,0,Staten Island,1,995,-9998,0,4,997,0,5,1,0,0,0,995,0,1,1,1,2,1,1,5,995,-9998,5,4,0,2,2,0,0,0,0,0,0,0,3,2,0
193224551,0,0,0,3,2,995,0,0,995,995,1,0,1,2,995,0,Manhattan Core,4,2,5,0,1,995,0,995,0,0,0,2,2,0,1,1,2,2,1,0,995,995,995,995,1,0,0,995,0,1,0,0,0,0,0,0,6,0
19544394,0,1,3,1,4,995,0,0,995,995,102,0,1,1,9,1,Staten Island,1,4,5,0,4,8,0,995,0,0,0,0,4,0,0,1,1,3,1,0,995,995,995,995,5,0,2,2,0,1,0,0,0,0,0,4,7,0
19689855,1,1,1,995,1,995,995,0,995,995,105,995,0,1,1,0,Inner Brooklyn,1,3,5,0,2,995,0,995,0,0,0,0,995,995,995,1,1,3,5,0,995,995,995,995,0,0,0,995,0,0,0,0,0,0,0,0,995,0
19494538,0,0,4,995,995,995,995,0,3,995,995,995,1,1,9,0,Northern Bronx,1,995,5,0,7,995,0,3,0,0,0,0,995,995,995,1,3,3,6,1,3,995,995,3,2,0,0,995,0,0,0,0,0,0,0,0,995,0
19878706,0,0,1,2,995,995,0,0,3,995,105,0,1,2,995,0,Manhattan Core,999,995,2,0,4,995,0,3,0,999,999,1,995,0,1,0,2,2,1,1,3,995,1,1,1,0,1,2,0,0,0,0,0,0,0,1,4,0
19169943,0,1,0,1,5,995,0,0,995,995,105,0,1,1,2,0,Outside of New York City,1,2,5,0,2,995,0,995,1,0,0,0,2,0,1,1,5,3,1,0,995,2,995,995,3,0,1,1,0,0,0,0,0,0,0,2,8,0
19848444,1,1,1,3,995,995,0,0,3,995,995,0,1,2,995,0,Northern Bronx,1,995,5,0,2,995,0,1,1,1,0,0,4,0,1,1,1,1,3,0,1,995,995,3,1,1,0,995,0,0,0,0,0,0,0,0,2,0
19911992,0,0,1,4,5,995,0,0,995,995,100,0,1,2,995,0,Northern Bronx,1,5,5,0,3,997,0,995,1,0,0,0,995,0,1,995,2,5,1,1,995,995,995,995,5,0,2,2,0,0,0,0,0,995,0,2,8,0
19824318,0,0,0,1,995,995,1,0,5,995,100,0,1,1,2,0,Staten Island,2,995,5,0,4,11,0,5,0,0,0,1,995,0,0,995,5,5,1,1,5,995,995,5,3,0,2,995,0,0,0,0,0,995,0,1,8,0
19004226,0,1,2,2,995,0,0,0,4,1,100,0,1,1,2,0,Northern Bronx,1,995,5,1,4,995,0,2,1,0,0,0,995,0,1,1,2,3,1,0,2,995,995,3,2,-9999,2,1,0,0,0,0,0,0,0,5,2,0
19861235,0,1,5,995,995,995,995,0,5,995,995,995,999,1,9,0,Manhattan Core,999,995,5,0,1,995,0,5,0,999,999,0,995,995,995,1,1,3,6,1,5,995,995,5,3,-9999,0,995,0,0,0,0,0,0,0,0,995,999
19161099,0,0,4,4,1,995,0,0,995,995,105,0,1,2,995,0,Northern Bronx,2,1,5,0,4,7,0,995,0,0,0,0,995,0,1,1,2,4,1,1,995,995,995,995,3,0,1,995,0,0,0,0,0,0,0,0,8,0
194499152,0,1,1,4,2,995,0,0,995,995,105,0,1,1,9,0,Upper Manhattan,1,2,4,0,2,995,0,995,0,999,999,2,995,0,1,0,2,3,1,1,995,995,1,995,1,0,0,995,0,0,0,0,0,0,0,0,8,0
19718725,1,1,1,995,995,995,0,1,2,995,100,0,1,1,2,0,Inner Queens,1,995,5,0,3,995,0,3,0,999,999,0,3,0,0,995,3,4,1,0,4,995,995,1,7,0,1,1,0,0,0,0,0,995,0,1,8,0
19307144,1,1,0,995,995,995,0,0,2,995,105,1,999,1,1,1,Upper Manhattan,4,995,6,0,2,995,0,2,0,999,999,0,995,0,0,1,4,0,3,0,4,995,995,2,0,0,0,2,0,0,1,0,0,0,0,0,6,999
19641484,0,0,1,3,995,995,0,0,1,995,1,0,1,1,9,0,Upper Manhattan,1,995,5,0,2,7,0,1,1,0,1,0,995,0,1,1,3,3,1,1,3,995,995,1,2,0,0,995,0,0,0,0,0,0,0,0,8,0
19632668,0,0,2,4,995,995,1,0,3,995,105,0,1,1,9,0,Upper Manhattan,2,995,5,0,2,995,0,3,0,0,0,0,1,0,0,995,3,7,1,0,3,995,995,3,7,0,0,995,0,1,0,0,0,995,0,0,8,0
19857982,0,1,3,5,5,995,0,0,995,995,100,0,1,1,2,0,Outside of New York City,1,5,5,0,1,997,0,995,1,0,0,0,3,0,0,1,1,3,1,0,995,995,995,995,5,0,1,2,0,1,0,0,0,0,0,6,2,0
19157469,0,1,1,2,995,995,0,0,2,995,102,0,1,1,3,2,Staten Island,1,995,5,0,4,995,0,2,1,0,0,0,995,0,1,1,2,1,1,1,2,995,995,2,0,0,0,1,0,0,1,0,0,0,1,0,8,0
19635289,1,0,1,995,995,995,995,0,3,995,995,995,1,1,2,0,Outer Queens,2,995,5,0,2,995,0,3,1,0,0,0,995,995,995,1,1,5,6,0,2,995,995,3,1,0,2,2,0,0,0,0,0,0,0,5,995,0
19216448,0,0,2,1,5,0,0,0,995,0,105,0,1,1,2,0,Middle Queens,1,5,5,1,1,995,0,995,0,0,0,0,995,0,1,0,1,2,1,1,995,995,995,995,3,0,0,1,0,0,0,0,0,0,0,2,7,0
19580471,1,1,3,995,995,995,0,0,2,995,105,0,1,1,1,2,Northern Bronx,1,995,4,0,5,995,0,2,0,0,0,2,5,0,0,1,3,3,1,0,5,995,1,2,3,0,0,995,0,0,0,0,0,0,1,2,8,0
19287327,0,0,0,3,2,995,0,0,995,995,105,0,1,1,9,0,Manhattan Core,2,1,5,0,1,997,0,995,0,0,0,1,995,0,1,995,3,0,1,1,995,995,995,995,0,0,0,995,0,0,0,0,0,995,0,0,7,0
19662810,1,0,0,995,995,995,0,0,2,995,105,0,1,1,9,0,Northern Bronx,1,995,5,0,3,995,1,2,1,0,0,1,995,0,0,1,5,1,1,0,5,995,995,1,2,0,1,2,0,0,0,0,1,0,0,2,8,0
190822124,0,1,3,5,995,995,0,1,1,995,100,0,1,1,9,0,Manhattan Core,1,995,3,0,1,995,0,1,1,0,0,0,995,0,1,0,1,3,1,1,5,995,1,1,3,0,1,2,0,0,0,0,0,0,0,2,8,0
193037764,1,1,1,995,995,995,0,0,1,995,105,0,1,1,4,0,Inner Brooklyn,1,995,5,0,2,995,0,1,1,0,0,0,995,0,0,1,4,3,1,0,4,995,995,1,5,0,0,995,0,0,0,0,0,0,1,0,8,0
19355763,0,1,2,5,2,0,0,1,995,0,1,0,1,1,10,0,Upper Manhattan,2,2,1,1,5,995,0,995,0,0,0,0,995,0,0,1,3,2,1,1,995,995,1,995,1,0,0,995,0,0,0,0,0,1,0,0,7,0
19072459,0,1,2,1,995,995,0,0,1,995,105,0,1,1,9,0,Inner Brooklyn,1,995,5,0,3,995,0,1,1,0,0,0,3,0,1,1,3,3,1,0,4,995,995,1,2,0,0,995,0,1,0,0,0,1,1,0,7,0
19372073,0,0,1,995,4,995,0,1,995,995,103,0,1,1,9,0,Outer Queens,2,1,2,0,2,995,0,995,0,0,0,0,995,0,0,1,1,1,3,1,995,995,1,995,0,0,0,995,0,0,0,0,0,0,0,0,8,0
19081274,0,1,1,2,995,995,0,0,2,995,100,0,1,2,995,0,Southern Bronx,1,995,5,0,4,995,0,2,0,0,0,0,995,0,1,1,2,3,1,1,3,995,995,2,2,0,1,1,0,0,1,0,0,0,1,2,4,0
19915209,0,1,1,5,995,995,0,0,5,995,105,0,1,1,9,0,Inner Brooklyn,1,995,4,0,2,995,0,5,1,0,0,1,995,0,0,1,4,2,1,1,5,995,1,4,1,0,1,1,0,0,0,0,0,0,0,1,7,0
19048445,0,1,0,5,995,995,0,0,5,995,100,0,1,2,995,0,Outer Queens,1,995,5,0,1,997,0,5,1,0,0,1,995,0,1,1,2,3,1,1,5,995,995,5,1,0,1,2,0,0,0,0,0,0,0,2,8,0
19351837,0,0,2,995,4,995,995,0,995,995,995,995,0,1,9,0,Outer Brooklyn,2,2,4,0,2,995,0,995,1,0,0,0,995,995,995,1,1,3,6,1,995,995,1,995,2,1,1,995,0,0,0,0,0,0,0,0,995,1
19464142,1,0,1,5,4,995,0,0,995,995,995,0,1,2,995,0,Outer Queens,2,4,1,0,1,8,0,995,0,0,0,0,995,0,1,0,2,1,6,0,995,995,1,995,1,1,1,2,0,0,0,0,0,0,0,2,995,0
19651279,0,1,0,1,5,995,0,0,995,995,105,0,1,2,995,0,Upper Manhattan,2,2,4,0,2,995,0,995,0,0,0,1,995,0,1,995,5,2,1,1,995,995,1,995,1,0,0,995,0,0,0,0,0,995,0,0,6,0
