latitude,longitude,cenblock20,permityear,bbl,floorsprop,centract20,addressst,dcpedited,:@computed_region_sbqj_enih,occ_init,zoningdst2,zoningdst1,geomsource,landmark,the_geom,job_desc
40.622593778215496,-74.03804088539951,360470052011001.0,,3060780057,2.0,36047005201.0,89 STREET,,41.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-74.03804088539951, 40.62259377821534]}",THE PURPOSE OF THIS PROJECT  IS TO REFURBISH EXISTING BUILDING AND REFLECT ALL WORK DONE UNDER ALTERATION 1 WITHDRAW JOB 302009056 AND OBTAIN A NEW C/O
40.7246701323609,-73.9515970278537,360470569002000.0,,3026450020,3.0,36047056900.0,MANHATTAN AVENUE,,57.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.9515970278537, 40.72467013236074]}",DEMOLITION OF NON-BEARING PARTITION WALS. bUILD NEW PARTITION WALLS. bUILD H/C RESTROOM. bUILD FRONT SERVICE COUNTER.  ELECTRIC WIRING AND POWER OUTLETS.  INSTALL POWER CONTROL AND LIGHTING.
40.573033,-73.9868,360470352001006.0,2024.0,3070720006,23.0,36047035200.0,WEST 21 STREET,,35.0,Empty Site,,,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.9868, 40.57303299999985]}",NEW 23 STORY BUILDING WITH ROOF
40.73268826027751,-73.87799898841534,360810479003004.0,,4028790136,3.0,36081047900.0,56 AVENUE,,68.0,Empty Site,,R4,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.87799898841536, 40.732688260277364]}",
40.72565689889796,-73.93997531405765,360470593002001.0,2025.0,3026900010,3.0,36047059300.0,MORGAN AVENUE,,57.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.93997531405765, 40.725656898897824]}",INTERIOR RENOVATION TO EXISTING 3 STORY PLUS CELLAR. CHANGE USE FROM 3 TO 2 FAMILY
40.669807827723886,-73.98209699493758,360470153004000.0,,3009890001,3.0,36047015300.0,6 AVENUE,otherb_prop/hotel_prop/otherb_init/classa_init/hotel_init,50.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.98209699493758, 40.66980782772374]}",CONVERSION OF 3-STORY HOUSE FROM A THREE-FAMILY TO ONE-FAMILY USE. NEW WINDOWS ADDITION AT SECOND FLOOR ABOVE EXISTING GARAGE AND THIRD FLOOR AT CONNECTOR. INTERIOR WORK INCLUDES FULL RENOVATION OF THE CELLAR FIRST SECOND AND THIRD FLOOR LEVELS.
40.80581559128938,-73.94924891724942,360610220001001.0,2024.0,1019050053,4.0,36061022000.0,WEST 121 STREET,,18.0,,,,BIN DOB buildingfootprints,Yes,"{'type': 'Point', 'coordinates': [-73.94924891724942, 40.805815591289246]}",Change use from two family dwelling to a single family dwelling and enlargement on the Basement level
40.755049196652735,-73.82134377673489,360810859002002.0,2021.0,4051867507,6.0,36081085900.0,CHERRY AVENUE,,67.0,Empty Site,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.82134377673489, 40.755049196652585]}",PROPOSED A NEW 6-STORY RESIDENTIAL BUILDING
40.641935,-73.947359,360470830001002.0,,3049480066,5.0,36047083000.0,EAST 31 STREET,,40.0,Empty Site,,,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.947359, 40.64193499999984]}",5 STORY RESIDENTIAL NEW BUILDING
40.67483427562724,-73.88169387228665,360471166002001.0,,3040040007,3.0,36047116600.0,ESSEX STREET,,47.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.88169387228665, 40.674834275627084]}",New vertical addition interior renovation change to certificate of occupancy and egress.  No change to use.
40.717039,-74.003189,360610031001008.0,,1001710005,,36061003100.0,BROADWAY,,2.0,Residential: Not Specified (RES),,C6-4A,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-74.003189, 40.71703899999986]}",DEMO OF THE BUILDING
40.73531887284528,-73.75906375498381,360811291033004.0,2021.0,4077690006,2.0,36081129103.0,RICHLAND AVENUE,,69.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.75906375498381, 40.73531887284514]}",
40.82337982256533,-73.95355879796017,360610225002000.0,,1020870102,5.0,36061022500.0,WEST 140 STREET,,19.0,Residential: Not Specified (RES),,R8,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.95355879796017, 40.82337982256518]}",
40.69373451937199,-73.95762589801484,360470235002001.0,2001.0,3019137501,,36047023500.0,FRANKLIN AVENUE,,51.0,Empty Site,,R6,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.95762589801485, 40.69373451937185]}",
40.744117910984,-73.95255571451122,360810007012003.0,,4000450011,3.0,36081000701.0,48 AVENUE,,66.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.95255571451122, 40.74411791098387]}",ALTERATION OF 1ST FLOOR OF COMMERCIAL BUILDING WITH INTERIOR PARTITION MODIFICATIONS. AND THIS APPLICATION IS TO CHANGE IN USE AND OCCUPANCY WITHOUT EGRESS CHANGE.
40.77210620705473,-73.79813178364154,360811141001005.0,,4049180005,2.0,36081114100.0,27 AVENUE,,67.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.79813178364154, 40.77210620705459]}",ENLARGEMENT OF EXISITNG ONE FAMILY DWELLING UNIT.
40.749279695886905,-73.98221572461895,360610082002006.0,2025.0,1008660016,10.0,36061008200.0,EAST 36 STREET,,8.0,Empty Site,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.98221572461895, 40.74927969588674]}",PROPOSED 10 STORY RESIDENTIAL BUILDING
40.77554668087775,-73.77346453447781,360811093003001.0,2025.0,4060550037,3.0,36081109300.0,29 AVENUE,,69.0,Empty Site,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.77346453447781, 40.775546680877596]}",NB detached 3-story plus cellar 1-family house.
40.85276511183075,-73.93726956468454,360610273002000.0,2006.0,1021800027,23.0,36061027300.0,OVERLOOK TERRACE,,22.0,Empty Site,,R7-2,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.93726956468454, 40.85276511183058]}",
40.779407,-73.819578,360811039001011.0,2008.0,4046370047,2.0,36081103900.0,22 AVENUE,,67.0,Empty Site,,R3A,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.819578, 40.779406999999836]}",
40.842085,-73.841693,360050284001019.0,2023.0,2041340001,7.0,36005028400.0,BLONDELL AVENUE,,32.0,Empty Site,,R7A,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.841693, 40.84208499999985]}",
40.76009037756128,-73.74213701724001,360811507013002.0,,4081670121,2.0,36081150701.0,51 AVENUE,,69.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.74213701724001, 40.760090377561134]}",ENLARGEMENT OF EXISTING ONE FAMILY DWELLING UNIT.
40.67604859818103,-73.87090679556226,360471196002000.0,,3042150007,2.0,36047119600.0,PINE STREET,,47.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.87090679556226, 40.676048598180884]}",Propose to convert from one family house to two family dwelling propose vertical and horizontal extension new entrance to cellar from rear.
40.711701,-73.952394,360470513003005.0,2008.0,3023870006,6.0,36047051300.0,HOPE STREET,,56.0,Empty Site,M1-2,R6A,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.952394, 40.71170099999984]}",
40.6069400811068,-74.00391967075458,360470178002001.0,2024.0,3063680018,3.0,36047017800.0,BAY 17 STREET,,37.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-74.00391967075458, 40.60694008110666]}",PROPOSE HORIZONTAL AND VERTICAL EXTENSION OF AN EXISTING TWO FAMILY HOUSE. OBTAIN NEW CERTIFICATE OF OCCUPANCY.
40.819305,-73.942779,360610230004001.0,2018.0,1020260015,7.0,36061023000.0,WEST 140 STREET,,20.0,Empty Site,,R7-2,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.942779, 40.819304999999844]}",
40.87645847866827,-73.88615445941014,360050411001004.0,,2033110068,10.0,36005041100.0,GRAND CONCOURSE,,34.0,Empty Site,,R8,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.88615445941014, 40.87645847866812]}",
40.755543,-73.930146,360810051001003.0,,4006000014,7.0,36081005100.0,31 STREET,,72.0,Empty Site,R6A,M1-2,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.930146, 40.75554299999986]}",
40.64247959404665,-73.98375686083637,360470496003003.0,,3053100023,3.0,36047049600.0,LOUISA STREET,,39.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.98375686083637, 40.64247959404649]}",FIRST AND SECOND FLOOR ENLARGEMENT AND THIRD FLOOR ADDITION. CONVERSION FROM A TWO TO A THREE FAMILY
40.66999766105029,-73.99014924015702,360470121002003.0,2024.0,3010150031,3.0,36047012100.0,10 STREET,,50.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.99014924015702, 40.66999766105013]}",PROPOSED HORIZONTAL ENLARGEMENT AND INTERIOR RENOVATION TO EXISTING THREE FAMILY DWELLING AS PER PLANS FILED HEREWITH
40.82011331662753,-73.88769805474337,360050115021013.0,,2027610081,2.0,36005011502.0,FAILE STREET,,24.0,Residential: Not Specified (RES),,R6,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.88769805474337, 40.82011331662736]}",
40.603402,-74.002337,360470282002000.0,2025.0,3064060027,3.0,36047028200.0,BENSON AVENUE,,37.0,Empty Site,,,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-74.002337, 40.603401999999846]}",New 3-story and 2-family residential building.
40.68272266447472,-73.93704654196232,360470275004000.0,,3016640076,4.0,36047027500.0,MACON STREET,,52.0,,,,BIN DOB buildingfootprints,Yes,"{'type': 'Point', 'coordinates': [-73.93704654196233, 40.68272266447456]}",Change of occupancy to 3 family multiple dwelling. Work includes vertical expansion and horizontal addition to rear of building.
40.7144097830554,-73.95897852128496,360470519003002.0,2025.0,3023670002,3.0,36047051900.0,DRIGGS AVENUE,,56.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.95897852128496, 40.71440978305526]}",FILING HEREWITH ALTERATION TO EXISTING GROUND FLOOR SPACE
40.81746288251637,-73.9539932427497,360610219003000.0,,1019840001,20.0,36061021900.0,AMSTERDAM AVENUE,,17.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.9539932427497, 40.81746288251623]}",ALTCO FILED TO OBTAIN A FINAL CO. WORK TO INCLUDE:RENOVATION OF EXISTING SPACES INTO NEW SPACES PAINTING OF COMMON AREA WALLS AND CEILINGINSTALLATION OF NEW COMMON AREA WALLS AND CEILING INSTALLATION OF NEW COMMON AREA LIGHTING.
40.705343,-73.943432,360470505003003.0,,3030790031,6.0,36047050500.0,MCKIBBIN STREET,,56.0,Empty Site,,,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.943432, 40.705342999999864]}",New Mixed-use building. Residential Commercial and Community Facility Use. 6 floors with Cellar.
40.71743102962848,-73.95523005009895,360470519001005.0,,3023137503,5.0,36047051900.0,NORTH 8 STREET,,57.0,Empty Site,M1-2,R6A,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.95523005009895, 40.71743102962834]}",
40.641203,-73.992224,360470224003000.0,,3055970015,4.0,36047022400.0,42 STREET,,39.0,Empty Site,,,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.992224, 40.641202999999834]}",New mixed use building 4-stories penthouse and cellar
40.687264,-73.97887,360470033002008.0,2025.0,3021070002,43.0,36047003300.0,ROCKWELL PLACE,,55.0,Empty Site,,,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.97887, 40.68726399999986]}",Erect new 43 story building. Hub consultation held on 10.17.23. MPP project #349.
40.78234383995774,-73.97709924020441,360610165003000.0,,1011500048,12.0,36061016500.0,WEST 79 STREET,,12.0,Residential: Not Specified (RES),,R10A,BIN DOB buildingfootprints,Yes,"{'type': 'Point', 'coordinates': [-73.97709924020441, 40.78234383995758]}",
40.68635360337312,-73.95048794769612,360470251003000.0,,3018087501,4.0,36047025100.0,NOSTRAND AVENUE,,51.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.95048794769612, 40.68635360337296]}",INTERIOR AND EXTERIOR RENOVATION OF EXISTING COMMERCIAL SPACE.
40.65732480085367,-73.92546494484814,360470866001002.0,2024.0,3046250020,2.0,36047086600.0,EAST 56 STREET,,40.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.92546494484814, 40.65732480085352]}",Interior renovation of a two story single family residence
40.68710212743616,-73.93171015101906,360470293003000.0,2022.0,3016417502,4.0,36047029300.0,MADISON STREET,,52.0,Empty Site,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.93171015101906, 40.68710212743599]}",THIS APPLICATION IS FILED FOR A 4-STORY 8-UNIT RESIDENTIAL BUILDING.
40.65649874838208,-73.92451030120532,360470864001001.0,2023.0,3046430014,3.0,36047086400.0,REMSEN AVENUE,,40.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.92451030120532, 40.65649874838192]}",FILING TO CONVERT ONE FAMILY INTO TWO-FAMILY DWELLING WORK INCLUDING PARTITION INSTALLATION AND PLUMBING TO BE FILED SEPARATELY A NEW CERTIFICATE OF OCCUPANCY WILL BE OBTAINED
40.613294085096975,-73.96330780188869,360470442001000.0,,3065920039,0.0,36047044200.0,CONEY ISLAND AVENUE,,39.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.96330780188869, 40.61329408509684]}",FULL DEMOLITION OF 2 STORY BUILDING
40.68814414164033,-73.9905300728723,360470043004005.0,,3001870014,5.0,36047004300.0,PACIFIC STREET,,54.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.9905300728723, 40.68814414164016]}",Filed to address violation 35357620k legalizing the combined 1st fl. With the cellar area as per plan. Plumbing work filed separately.
40.7941226756828,-73.9341602877588,360610178003006.0,,1017080024,3.0,36061017800.0,PLEASANT AVENUE,,14.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.93416028775881, 40.79412267568264]}",Interior renovation  New stoop to new Entry at Floor 1 restore fire escape platform and ladder new CO resolve ECB Violation#39113569Z No change to bulk.
40.80214107476356,-73.96406297048298,360610193005001.0,,1018630061,5.0,36061019300.0,WEST 109 STREET,,15.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.96406297048298, 40.80214107476342]}",INTERIOR RENOVATION CONVERT 1 APARTMENT UNIT INTO 2 APARTMENT UNITS. PLUMBING AND FACADE FILED UNDER SEPERATE APPLCATION.
40.8041410551041,-73.95015894128973,360610220002002.0,,1019030015,4.0,36061022000.0,WEST 118 STREET,,18.0,Residential: Not Specified (RES),,R7-2,BIN DOB buildingfootprints,Yes,"{'type': 'Point', 'coordinates': [-73.95015894128973, 40.80414105510397]}",OBTAIN CO FOR FOUR FAMILY RESIDENCE .
40.71763181509892,-74.00436406355311,360610033004005.0,,1001740028,6.0,36061003300.0,FRANKLIN STREET,,1.0,,,,BIN DOB buildingfootprints,Yes,"{'type': 'Point', 'coordinates': [-74.00436406355311, 40.71763181509877]}",Renovation and vertical enlargement of a mixed use commercial altered multiple dwelling.
40.68273121203139,-73.953128819234,360470245002001.0,2023.0,3018327503,4.0,36047024500.0,JEFFERSON AVENUE,,51.0,Empty Site,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.953128819234, 40.68273121203123]}",THE NEW DEVELOPMENT OF 106 JEFFERSON AVENUE BROOKLYN NEW YORK 11216
40.726466,-73.961049,360470561001006.0,2022.0,3025700030,40.0,36047056100.0,WHARF DRIVE,,57.0,Empty Site,,,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.961049, 40.72646599999985]}",PROPOSED FORTY (40) STORY RESIDENTIAL DEVELOPMENT.
40.6345987,-74.12907088,360850207022006.0,,5010130050,2.0,36085020702.0,SIMANOVSKY WAY,latitude/longitude,75.0,Empty Site,,,Lat/Lon DCP,,"{'type': 'Point', 'coordinates': [-74.12907088, 40.63459869999983]}",New Building- Detached Two-Family House
40.671842235367954,-73.98963545365494,360470121001001.0,,3009970071,3.0,36047012100.0,8 STREET,,50.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.98963545365494, 40.67184223536781]}",PROPOSING HORIZONTAL ENLARGEMENT ON THE SECOND FLOOR. INTERIOR RENOVATION OF THE EXISTING 2-FAMILY DWELLING 2 STORY WITH BASEMENT AND CELLAR. CHANGE IN BULK AND FAR. NO CHANGE OF EGRESS. NO CHANGE OF USE AND OCCUPANCY.
40.691624,-73.986578,360470011001006.0,2023.0,3001510037,25.0,36047001100.0,LAWRENCE STREET,,54.0,Empty Site,,,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.986578, 40.69162399999985]}",PROPOSING 25 STORY MIXED USED BUILDING - 99 DWELLING UNITS
40.63718488069381,-73.98918498365671,360470232003001.0,,3056110072,4.0,36047023200.0,45 STREET,,39.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.98918498365671, 40.637184880693674]}",REMOVE REAR PORTION OF BUILDING AS PER PLANS
40.642263,-73.989503,360470224004000.0,2025.0,3055850026,0.0,36047022400.0,39 STREET,,39.0,,,,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.989503, 40.64226299999982]}",Full demolition to a two story house
40.67374373605476,-73.96743127145668,360470207002001.0,,3011720037,4.0,36047020700.0,UNDERHILL AVENUE,,49.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.96743127145668, 40.67374373605462]}",Interior and exterior alterations and vertical expansion to existing three-family residential building.
40.86926892625593,-73.89484336672291,360050403033001.0,2015.0,2033187502,11.0,36005040303.0,MORRIS AVENUE,,34.0,Empty Site,,R8,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.89484336672291, 40.86926892625581]}",
40.8446434086212,-73.88753163053761,360050365013000.0,2005.0,2031060203,3.0,36005036501.0,EAST 178 STREET,,31.0,Empty Site,,R7-1,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.88753163053761, 40.844643408621046]}",
40.68319672422816,-73.90804455102256,360470403001005.0,2022.0,3034560027,3.0,36047040300.0,PILLING STREET,,53.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.90804455102256, 40.683196724228004]}",FILING TO RECONFIGURE APARTMENT LAYOUT AS PER PLAN. NO CHANGE IN NUMBER OF APARTMENTS.
40.67706491124225,-73.9495904164315,360470315001003.0,,3012070071,4.0,36047031500.0,DEAN STREET,,49.0,,,,BIN DOB buildingfootprints,Yes,"{'type': 'Point', 'coordinates': [-73.9495904164315, 40.677064911242105]}",PROPOSED ALTERATION OF AN EXISTING FOUR (4) STORY EIGHT (8) DWELLING UNITS TO BE CONVERTED TO A FOUR (4) STORY FOUR (4) DWELLING UNITS. ONLY INTERIOR WORK DEMOLISH ONLY NON-BEARING WALLS. OBTAIN A NEW CERTIFICATE OF OCCUPANCY.
40.64026391594706,-73.95396533311313,360470790023001.0,,3052110035,4.0,36047079002.0,BEDFORD AVENUE,,40.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.95396533311315, 40.64026391594691]}",Conversion of existing 3 family dwelling to 9 family and vertical enlargement (1 additional story and penthouse)
40.6167,-74.15649999999998,360850303012018.0,,5014940029,1.0,36085030301.0,RICHMOND AVENUE,,75.0,,,,Lat/Lon DOB,,"{'type': 'Point', 'coordinates': [-74.15649999999998, 40.61669999999983]}",test
40.79950554458526,-73.95308187780488,360610216002000.0,2024.0,1018210020,5.0,36061021600.0,WEST 111 STREET,,18.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.95308187780488, 40.7995055445851]}",INTERIOR RENOVATIONS AS PER PLANS FILED HEREWITH
40.625578274691,-73.967939946434,360470458002000.0,2024.0,3065210063,3.0,36047045800.0,EAST 8 STREET,,39.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.967939946434, 40.625578274690845]}",application filed herewith to propose interior renovation of existing 2 1/2 story two family dwelling with horizontal and vertical englargement. Converting to one family dwelling.
40.71067324061337,-73.9479267232267,360470503002002.0,2024.0,3027860041,4.0,36047050300.0,MAUJER STREET,,56.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.9479267232267, 40.71067324061322]}",PROPOSING VERTICAL ENLARGEMENT TO AN EXISTING THREE STORY BUILDING.
40.68409061,-73.87599532,360471176012001.0,,3041270035,3.0,36047117601.0,CHESTNUT STREET,longitude/latitude,47.0,Empty Site,,,Lat/Lon DCP,,"{'type': 'Point', 'coordinates': [-73.87599532, 40.68409060999985]}",Proposed three story w cellar 3 family dwelling
40.73265129430893,-74.0015653514218,360610071005005.0,2025.0,1005920007,4.0,36061007100.0,WASHINGTON PLACE,,3.0,,,,BIN DOB buildingfootprints,Yes,"{'type': 'Point', 'coordinates': [-74.0015653514218, 40.732651294308766]}",Change from a four family dwelling to a single family dwelling.
40.68351477786903,-73.9505326391057,360470245002000.0,2024.0,3018270058,0.0,36047024500.0,NOSTRAND AVENUE,,51.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.9505326391057, 40.6835147778689]}",DEMOLITION OF STRUCTURE
40.66684391301823,-73.8942272346552,360471156001002.0,2024.0,3037890008,3.0,36047115600.0,PENNSYLVANIA AVENUE,,47.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.8942272346552, 40.66684391301808]}",EXISTING 3 STORY 2 UNIT BUILDING TO BE CONVERTED INTO A 8 UNIT RESIDENTIAL BUILDING.
40.59944743821846,-74.0067591165842,360470282001002.0,,3064680051,2.0,36047028200.0,SHORE PARKWAY,,37.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-74.0067591165842, 40.599447438218306]}",Restoration to the existing conditions damaged by fire. Filing to obtain a new certificate of occupancy. In conjunction with job#B00871567-I1/B00871567-S1/B00871567-S2.
40.676376216674,-73.9545294057776,360470221002001.0,2024.0,3012170027,3.0,36047022100.0,BERGEN STREET,,49.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.9545294057776, 40.676376216673845]}",CONVERT FROM SIMPLEX OVER DUPLEX TO DUPLEX OVER SIMPLEX. PARTITION WORK. NEW REAR METAL PORCH. REPLACE WINDOWS. KITCHEN AND BATHROOM RENOVATION.
40.8622443569877,-73.84846249951411,360050316001004.0,2018.0,2044660049,,36005031600.0,YOUNG AVENUE,,32.0,Residential: Not Specified (RES),,R4,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.84846249951411, 40.862244356987546]}",
40.73889758011729,-73.98405741861178,360610068004001.0,2016.0,1008787502,19.0,36061006800.0,EAST 23 STREET,,7.0,Empty Site,,C2-8A,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.98405741861178, 40.73889758011715]}",
40.73910244049477,-74.00350603880634,360610077003003.0,2024.0,1006160044,4.0,36061007700.0,WEST 13 STREET,,3.0,,,,BIN DOB buildingfootprints,Yes,"{'type': 'Point', 'coordinates': [-74.00350603880634, 40.73910244049461]}",Alt-CO application filed for interior layout modifications and to change use from a Three family to a One family dwelling as per plans filed herewith.
40.672199,-73.980804,360470135001001.0,,3009750039,4.0,36047013500.0,6 AVENUE,,50.0,Empty Site,,,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.980804, 40.67219899999984]}",NEW 4 STORY (1) DWELLING UNIT BUILDING.
40.63526501339597,-74.00419638187242,360470116002001.0,2023.0,3056870060,4.0,36047011600.0,57 STREET,,39.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-74.00419638187242, 40.635265013395816]}",CONVERT EXISTING AMBULATORY DIAGNOSTIC TREATMENT HEALTH CARE FACILITY (O.G.: B/U U.G.: 4A/2B) TO BE COMMUNITY CENTER (O.G.: B/U U.G.: 4A/2B) ON CELLAR & 1ST FLOOR. NEW PARTITION AND COSMETIC WORK AS PER PLAN SUBMITTED. OBTAIN NEW C OF O.
40.75539088875677,-73.81061811292162,360811189002001.0,,4054330035,2.0,36081118900.0,156 STREET,,67.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.81061811292162, 40.75539088875662]}",VERTICAL AND HORIZONTAL EXTENSION OF EXISTING ONE FAMILY. CONVERT ONE FAMILY TO TWO FAMILY. OBTAIN NEW C OF O.
40.76455245633217,-73.92665101997088,360810075002000.0,2022.0,4005790036,6.0,36081007500.0,CRESCENT STREET,,72.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.92665101997088, 40.76455245633203]}",HEREBY FILING TO CONVERT 2 EXISTING DOCTOR OFFICES TO 1 APARTMENT AND TO MERGE 1 DOCTORS OFFICE WITH EXISTING APARTMENT
40.632761,-74.000908,360470216002002.0,,3056960012,3.0,36047021600.0,57 STREET,,39.0,Empty Site,,R5,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-74.000908, 40.63276099999986]}",NEW 3 STORY AND CELLAR 3 FAMILY BUILDING
40.83255119539204,-73.93077151997052,360050189001000.0,2015.0,2025230169,7.0,36005018900.0,SUMMIT AVENUE,,27.0,Empty Site,M1-5,R7-1,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.93077151997052, 40.83255119539189]}",
40.67911521825442,-73.90959077671548,360470369003001.0,2024.0,3015390063,0.0,36047036900.0,SOMERS STREET,,46.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.90959077671548, 40.67911521825425]}",full demolition of three story structure under DOB & HPD ED
40.716213006512255,-73.9619644277175,360470555001018.0,,3023580022,6.0,36047055500.0,METROPOLITAN AVENUE,,57.0,Empty Site,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.9619644277175, 40.71621300651209]}",The consultation with the HUB about the project has been completed . THE PROPOSED NEW 6-story BUIDLING
,,,,1000010001,1.0,,TESTING AVENUE,,,,,,,,,tewt
40.82580917138891,-73.90548874869404,360050185024000.0,2013.0,2026330001,3.0,36005018502.0,CAULDWELL AVENUE,,25.0,Empty Site,,R6,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.90548874869404, 40.82580917138877]}",
40.667276,-73.989939,360470141011000.0,2023.0,3010340015,5.0,36047014101.0,13 STREET,,50.0,Empty Site,,,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.989939, 40.66727599999983]}",Application filed for new five story 28 dwelling unit residential building
40.67614518812146,-73.97816504533041,360470131003001.0,2025.0,3009530037,4.0,36047013100.0,BERKELEY PLACE,,50.0,,,,BIN DOB buildingfootprints,Yes,"{'type': 'Point', 'coordinates': [-73.97816504533041, 40.67614518812132]}",Interior demolition and general construction associated with the change in egress and renovation of entire building as per plans filed herewith.
40.86914043534164,-73.8485038031356,360050350001005.0,2015.0,2045870029,3.0,36005035000.0,ADEE AVENUE,,32.0,Empty Site,,R4,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.8485038031356, 40.86914043534148]}",
