menu_item_id,restaurant_item_name,sugar,dietary_fiber,protein_100g,restaurant_id,trans_fat,restaurant,food_category,carbohydrates_100g,carbohydrates
10537,"Baskin Robbins Chocolate Chip Ice Cream, 2.5 oz Scoop",11.0,1.0,4.0,5,0.0,Baskin Robbins,Desserts,20.0,14.0
35380,Auntie Anne's Original Pretzel Nuggets,11.0,2.0,6.0,4,0.0,Auntie Anne's,Baked Goods,51.0,75.0
10338,"Arby's Roast Turkey, Ranch & Bacon Wrap",6.0,4.0,13.0,3,0.5,Arby's,Sandwiches,14.0,39.0
130574,7 Eleven Taquitos,,,,1,,7 Eleven,Entrees,,
80362,"Auntie Anne's Gold Peak, Sweetened Black Tea, 32 oz",66.0,0.0,0.0,4,0.0,Auntie Anne's,Beverages,7.0,66.0
60049,Applebee's Grilled Cheese Sandwich,8.0,2.0,,2,0.5,Applebee's,Sandwiches,,59.0
170077,7 Eleven Verde Chicken Enchiladas w/ Rice,,,,1,,7 Eleven,Entrees,,
170211,"Arby's Mountain Dew Game Fuel Citrus Cherry, Small",35.0,0.0,0.0,3,0.0,Arby's,Beverages,8.0,35.0
170151,"Applebee's Coca Cola, 30 oz",41.0,0.0,0.0,2,0.0,Applebee's,Beverages,5.0,41.0
170004,7 Eleven Watermelon Cup,,,,1,,7 Eleven,Appetizers & Sides,,
10236,Applebee's Garlic Mashed Potatoes,5.0,3.0,,2,0.0,Applebee's,Appetizers & Sides,,30.0
10410,"Arby's Vanilla Shake, Snack",37.0,0.0,4.0,3,0.0,Arby's,Beverages,18.0,40.0
90319,"Auntie Anne's Original Sweet Iced Tea, 20 fl oz",29.0,0.0,0.0,4,0.0,Auntie Anne's,Beverages,5.0,29.0
10420,Arby's Capri Sun,20.0,0.0,0.0,3,0.0,Arby's,Beverages,11.0,21.0
140108,Baskin Robbins Heath 31� Below Pie,34.0,1.0,,5,0.0,Baskin Robbins,Desserts,,43.0
29026,Applebee's Butter Pecan Blondie,86.0,2.0,,2,0.5,Applebee's,Desserts,,136.0
27256,Arby's 6 Mozzarella Sticks,4.0,3.0,14.0,3,1.0,Arby's,Appetizers & Sides,28.0,56.0
170235,Arby's Bacon Biscuit,3.0,1.0,10.0,3,15.0,Arby's,Sandwiches,35.0,36.0
35477,Auntie Anne's Marinara Dip,4.0,2.0,2.0,4,0.0,Auntie Anne's,Toppings & Ingredients,12.0,7.0
150072,Applebee's Three Cheese Chicken Cavatappi,6.0,6.0,,2,1.5,Applebee's,Entrees,,107.0
10806,"Baskin Robbins Ice Cream Soda, Large",137.0,1.0,1.0,5,1.5,Baskin Robbins,Beverages,17.0,151.0
80383,"Auntie Anne's Orange Fanta, 32 oz",87.0,0.0,0.0,4,0.0,Auntie Anne's,Beverages,10.0,87.0
35358,Auntie Anne's Cinnamon Sugar Pretzel w/ Butter,29.0,2.0,5.0,4,0.0,Auntie Anne's,Baked Goods,57.0,84.0
10197,Applebee's Chicken Tenders Basket,14.0,7.0,,2,0.5,Applebee's,Entrees,,101.0
140065,"Baskin Robbins Daiquiri Ice Freeze, Small",59.0,0.0,0.0,5,0.0,Baskin Robbins,Beverages,16.0,73.0
10228,"Applebee's Steamed Broccoli, Kids",2.0,3.0,,2,0.0,Applebee's,Appetizers & Sides,,6.0
170129,Applebee's Summer Squeeze Strawberry,63.0,0.0,,2,0.0,Applebee's,Beverages,,68.0
