q0_dbn,q17_c12_r1,q16_c9_r2,q15_c4_r3,q13_c6_r1,q17_c12_r3,q37_4,q27_r4_c1,q15_c5_r1,q13_c5_r4,q27_r3_c4,q14_c5_r2,q20_1,q8_r2_c2,q29_1,q35_3,q24_r3_c4,q32_4,q38_r3_c1,q25_r3_c3,q11_r2_c3,q42_r1_c2,q17_c4_r4,q11_r1_c3,q25_r1_c3,q14_c2_r3,q19_c1_r4,q15_c10_r4,q21_r3_c3,q25_r6_c4,q27_r6_c4,q14_c10_r2,q24_r4_c3,q13_c3_r1,q13_c6_r2,q13_c9_r1,q9_4,q24_r1_c2,q29_5,q26_r4_c2,q16_c12_r4,q21_r4_c3,q27_r3_c3,q27_r2_c3,q17_c5_r1,q14_c8_r1,q27_r4_c2,q28_5,q26_r4_c1,q24_r5_c4,q25_r5_c2,q21_r6_c2,q38_r6_c1,q13_c11_r3,q17_c6_r1,q13_c4_r2,q11_r3_c4,q10_r5_c1,q26_r5_c1,q13_c3_r3,q11_r3_c3,q8_r4_c2,q27_r3_c1,q9_16,q26_r4_c3,q23_4,q43_7,q13_c7_r1,q14_c9_r2,q16_c9_r4,q16_c3_r1,q26_r5_c2,q17_c2_r4,q38_r1_c1,q14_c9_r3,q43_9,q34_r5_c1,q15_c8_r4,q25_r1_c1,q14_c1_r3,q24_r4_c2,q16_c6_r2,q11_r3_c1,q43_2,q28_3,q22_r2_c2,q26_r5_c3,q15_c4_r2,q14_c1_r4,q14_c4_r3,q4_2,q15_c4_r1,q25_r6_c3,q15_c10_r3,q13_c1_r4,q14_c6_r1,q43_8,q14_c13_r1,q27_r5_c1,q14_c8_r2,q34_r4_c2,q14_c4_r4,q16_c9_r1,q16_c13_r2,q24_r4_c1,q17_c8_r2,q24_r5_c3,q9_3,q42_r1_c7,q24_r6_c2,q16_c9_r3,q10_r4_c2,q9_18,q8_r5_c2,q14_c4_r2,q16_c5_r1,q17_c11_r3,q21_r6_c4,q17_c7_r3,q17_c7_r1,q16_c11_r1,q9_20,q10_r3_c2,q21_r4_c1,q31_1,q14_c10_r3,q41_4,q16_c7_r3,q17_c7_r4,q38_r2_c2,q14_c10_r4,q16_c11_r2,q15_c7_r2,q15_c11_r3,q16_c4_r1,q26_r3_c4,q16_c13_r1,q16_c12_r2,q14_c11_r4,q27_r1_c3,q17_c10_r3,q9_19,q13_c6_r3,q12_c1_r2,q21_r1_c3,q9_12,q22_r4_c1,q39_1,q26_r1_c1,q41_3,q25_r2_c3,q14_c12_r1,q16_c12_r1,q24_r3_c2,q21_r5_c4,q28_2,q9_11,q14_c11_r2,q15_c5_r2,q31_3,q13_c8_r1,q1_1,q19_c1_r3,q9_14,q13_c2_r1,q14_c12_r2,q16_c3_r3,q3_2,q15_c8_r2,q16_c2_r1,q15_c11_r4,q34_r5_c2,q15_c1_r4,q26_r5_c4,q33_1,q38_r3_c2,q16_c10_r2,q14_c10_r1,q15_c1_r3,q21_r2_c1,q14_c11_r1,q16_c2_r2,q17_c11_r1,q22_r1_c2,q38_r2_c1,q17_c4_r1,q20_2,q10_r2_c1,q17_c4_r3,q15_c8_r3,q17_c5_r3,q6_2,q33_4,q26_r2_c2,q21_r1_c4,q29_3,q17_c6_r2,q14_c2_r2,q16_c10_r3,q16_c8_r3,q22_r5_c1,q14_c11_r3,q13_c2_r3,q17_c1_r4,q14_c2_r4,q13_c8_r4,q15_c12_r4,q5_2,q9_5,q14_c9_r1,q32_3,q13_c6_r4,q16_c10_r1,q13_c8_r3,q9_22,q27_r3_c2,q21_r3_c2,q15_c7_r4,q15_c6_r4
22K052,,,0.0,0.0,,0,0,0.0,0.0,0,0.0,0,1.0,31+ hrs,0,0,1-6 hrs,12.0,0,1,,0.0,0,0,0.0,,,0,0,0,,0,0.0,0.0,,0,0,31+ hrs,0,,1,0,0,0.0,,0,1.0,0,0,0,1,,,,0.0,0,0,0,0.0,1,1.0,0,0,0,,1,,,,0.0,0,0.0,2.0,,1,1,,0,0.0,0,0.0,1,1,1.0,0,0,0.0,0.0,0.0,0,0.0,0,,3.0,,1,,0,,1,0.0,,,0,,0,0,8.0,0,,0,1,1.0,0.0,0.0,,1,,,,0,0,1,0.0,,0,0.0,,6.0,,,,,0.0,0,,,,0,,0,0.0,0.0,1,0,0,1,0,0,0,,,0,1,2.0,1,,0.0,0.0,,Jennifer,,0,0.0,,0.0,0,,0.0,,0,0.0,0,0,1.0,,,0.0,1,,0.0,,0,15.0,0.0,0,0,0.0,,0.0,0.0,1,0,0,19-23 hrs,,0.0,,,0,,0.0,8.0,0.0,,,0,0,,,0.0,,,0,0,0,,8.0
13K492,,,,,,0,0,,,0,,0,1.0,,1,0,,2.0,0,0,,,0,0,0.0,0.0,,0,0,0,,0,,,,0,0,19-23 hrs,0,,1,0,0,,,0,2.0,0,0,0,1,0.0,,,,0,0,0,,0,,0,0,0,30.0,0,,,,,0,0.0,3.0,,0,0,,0,0.0,0,,0,1,1.0,1,0,,0.0,,0,,0,,0.0,,0,,0,,1,,,,0,,0,0,108.0,0,,0,1,7.0,,,,1,,,,1,0,1,0.0,,1,,,,,,,,,0,,,,0,,1,,0.0,0,0,1,0,0,0,0,,,0,1,0.0,0,,,0.0,,John,0.0,0,0.0,,,0,,18.0,,1,0.0,0,0,,,,0.0,1,,0.0,,1,3.0,,1,0,,,,1.0,0,0,1,7-12 hrs,,36.0,,,1,,0.0,0.0,0.0,,,0,1,,,,,,0,0,0,,
16K021,,,0.0,,,0,0,0.0,,0,0.0,0,1.0,,0,0,,1.0,0,0,ALLEY PARK QUEENSFESTIVAL OF CULTURES,0.0,0,0,0.0,,,0,0,0,,0,0.0,,,0,0,,0,,0,0,0,,,0,0.0,0,0,0,1,1.0,,,5.0,1,0,0,0.0,0,0.0,0,1,0,,1,,,,0.0,0,0.0,1.0,,0,0,,0,0.0,0,,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,,0.0,,0,,0,,1,0.0,,,0,,0,0,3.0,0,,0,0,1.0,0.0,0.0,,1,,,,0,0,0,0.0,,0,,,,,,,,0.0,0,,,,0,,0,,0.0,0,0,0,0,0,0,0,,,0,1,0.0,1,,0.0,0.0,,Lisa,,0,0.0,,0.0,0,,0.0,,1,0.0,0,0,,,,0.0,0,,0.0,,0,1.0,0.0,0,0,0.0,,,0.0,0,0,0,,,0.0,,,0,,0.0,0.0,0.0,,,1,0,,,,,,0,0,0,,
09X128,,,,,,0,0,,,0,,0,1.0,,1,0,,2.0,0,0,,,0,0,,0.0,,0,0,0,,0,,,,0,0,,0,,0,0,0,,,0,0.0,0,0,0,0,,,,,0,0,0,,0,2.0,0,0,0,,0,,,,,0,,0.0,,0,0,,0,,0,,0,0,0.0,1,0,,,,0,,0,,,,0,,0,,1,,,,0,,0,0,10.0,0,,0,1,1.0,,,,0,,,,0,0,0,0.0,,1,,,1.0,,,,,,0,,,,0,,0,,,0,1,0,0,0,0,0,,,0,0,0.0,1,,,0.0,,,0.0,0,,,,0,,,,1,,0,0,1.0,,,,0,,,,1,4.0,,1,0,,,,0.0,0,0,0,,,,,,0,,,,,,,0,0,,,,,,0,0,0,,
10X086,,87.0,0.0,4.0,,Responded to outside arts programming,0,6.0,3.0,0,87.0,0,2.0,1-6 hrs,0,0,,2.0,0,1,Symphony Space,2.0,1,0,0.0,52.0,6.0,0,0,0,87.0,0,4.0,90.0,0.0,1,0,31+ hrs,0,,0,0,0,0.0,4.0,0,3.0,0,0,0,1,10.0,,0.0,90.0,0,0,0,0.0,1,25.0,0,1,0,,1,4.0,87.0,24.0,0.0,0,2.0,30.0,0.0,1,0,25.0,0,0.0,0,87.0,0,1,1.0,0,0,87.0,6.0,0.0,0,6.0,0,0.0,2.0,0.0,1,,0,87.0,1,2.0,0.0,,0,87.0,0,1,180.0,0,1.0,0,1,25.0,87.0,0.0,1.0,1,1.0,0.0,,1,0,0,0.0,0.0,0,1.0,2.0,3.0,6.0,,87.0,,0.0,0,,,7.0,0,1.0,0,0.0,170.0,0,1,0,1,0,0,0,,,0,1,2.0,1,87.0,87.0,2.0,4.0,Margaret,8.0,1,4.0,,1.0,0,87.0,0.0,,1,24.0,0,0,2.0,,4.0,0.0,1,0.0,87.0,0.0,0,18.0,0.0,1,0,1.0,0.0,1.0,4.0,1,0,0,1-6 hrs,87.0,87.0,,1.0,0,0.0,0.0,4.0,3.0,2.0,,1,1,0.0,1-6 hrs,3.0,,0.0,1,0,1,4.0,2.0
01M378,,,,,,0,0,,,0,,0,0.0,,1,0,1-6 hrs,1.0,0,0,,,0,0,,810.0,,0,0,0,,0,,,,0,0,13-18 hrs,0,,0,0,0,,,0,1.0,0,0,0,0,0.0,,,,0,0,0,,0,0.0,0,1,0,,1,,,,,0,,1.0,,1,1,,0,,0,,0,0,0.0,1,0,,,,1,,0,,,,1,,0,,1,,,,0,,0,0,60.0,0,,0,1,0.0,,,,0,,,,0,0,0,,,0,,,,,,,,,0,,,,0,,0,,,0,0,0,1,0,0,0,,,0,0,0.0,1,,,,,Cheryl,60.0,0,,,,1,,,,0,,0,0,,,,,0,,,,1,1.0,,1,0,,,,0.0,1,0,0,,,,,,1,,,,,,,1,1,,,,,,0,0,0,,
12X217,,,,,,0,0,,,0,,0,1.0,1-6 hrs,1,0,,3.0,0,0,,,0,0,,2.0,,0,0,0,,0,,,,0,0,,0,,0,0,0,,,0,,0,0,0,0,,,,,0,0,0,,0,,0,1,0,,0,,,,,0,,,,0,0,,0,,0,,0,0,,1,0,,,,1,,0,,,,0,,0,,1,,,,0,,0,0,,0,,0,0,,,,,0,,,,0,0,0,0.0,,0,,,,,,,,,0,,,,0,,0,,,0,0,0,1,0,0,0,,,0,0,,1,,,0.0,,Dionne,1.0,0,,,,1,,,,1,,0,0,2.0,,,,0,,,,1,,,1,0,,,,0.0,0,0,0,,,,,,0,,,,,,,0,0,,,,,,0,0,0,,
10X243,,,,,,0,0,,,0,,0,0.0,,0,0,7-12 hrs,0.0,0,0,,,0,0,,0.0,,0,0,0,,0,,,,0,0,19-23 hrs,0,,0,0,0,,,0,1.0,0,0,0,0,0.0,,,,0,0,0,,0,0.0,0,1,0,,1,,,,,0,,1.0,,1,0,,0,,0,,0,1,1.0,1,0,,,,0,,0,,,,1,,0,,0,,,,0,,0,0,25.0,0,,0,0,0.0,,,,0,,,,0,0,0,0.0,,1,,,1.0,,,,,,0,,,,0,,0,,,0,0,0,0,0,0,0,,,0,0,0.0,1,,,0.0,,Kathleen,0.0,1,,,,1,,,,0,,0,0,0.0,,,,0,,,,1,2.0,,1,0,,,,1.0,1,0,0,19-23 hrs,,,,,0,,,,,,,0,1,,,,,,1,0,0,,
19K159,,,20.0,0.0,,0,0,20.0,0.0,0,0.0,0,25.0,,0,0,1-6 hrs,5.0,0,0,,0.0,0,0,0.0,,,1,0,0,,0,0.0,0.0,,1,0,1-6 hrs,0,,1,0,0,20.0,,0,1.0,0,0,0,1,4.0,,,0.0,0,0,0,0.0,0,25.0,0,1,0,,1,0.0,,,20.0,0,0.0,12.0,,1,1,,0,0.0,0,0.0,0,1,1.0,0,0,0.0,0.0,0.0,1,20.0,0,,0.0,,1,,0,,1,0.0,,,0,,0,0,12.0,0,,0,1,25.0,0.0,20.0,,1,,,,1,0,0,15.0,,0,0.0,,0.0,,,,,20.0,0,,,,0,,0,0.0,0.0,1,1,0,0,0,0,0,,,0,1,0.0,1,,0.0,,,Neffertiti,,1,0.0,,0.0,1,,20.0,,0,0.0,0,0,1.0,,,20.0,0,,0.0,,0,4.0,20.0,0,0,0.0,,0.0,0.0,0,0,1,1-6 hrs,,0.0,,0.0,0,,0.0,0.0,0.0,,,0,1,,,0.0,,,1,0,1,,0.0
16K028,,,,,,0,0,,,0,,0,1.0,,0,0,,3.0,0,0,,,0,0,0.0,,,0,0,0,,0,,,,0,0,,0,,0,0,0,,,0,,0,0,0,0,,,,,0,0,0,,0,,0,0,0,,1,,,,,0,0.0,,,1,0,,0,0.0,0,,0,1,1.0,0,0,,0.0,,0,,0,,0.0,,1,,0,,0,,,,0,,0,0,,0,,0,0,,,,,0,,,,0,0,0,,,1,,,1.0,,,,,,0,,,,0,,0,,12.0,0,1,0,0,0,0,0,,,0,0,,0,,,,,David,,0,12.0,,,0,,20.0,,0,0.0,0,0,1.0,,,0.0,0,,20.0,,0,3.0,,0,0,,,,1.0,0,0,0,13-18 hrs,,15.0,,,0,,0.0,0.0,0.0,,,1,0,,,,,,0,0,0,,
21K226,,,0.0,,,0,0,0.0,10.0,0,0.0,0,1.0,,1,0,,0.0,0,0,,10.0,0,0,0.0,0.0,,0,0,0,,0,0.0,,,0,0,13-18 hrs,0,,0,0,0,0.0,,0,1.0,0,0,0,0,1.0,,0.0,0.0,0,0,0,0.0,0,0.0,0,1,0,,1,,,,0.0,0,10.0,1.0,,1,0,,0,0.0,0,,0,1,2.0,1,0,3.0,10.0,0.0,1,0.0,0,,10.0,0.0,1,,0,,1,10.0,,,0,,0,0,10.0,0,,0,1,2.0,0.0,0.0,,0,,,,1,0,0,0.0,,0,,,0.0,,,,,0.0,0,,,,0,,0,,0.0,0,1,0,1,0,0,0,,,0,0,0.0,1,,4.0,0.0,,Soledad,0.0,1,0.0,,0.0,1,,0.0,,1,10.0,0,0,0.0,,,0.0,0,,4.0,,1,11.0,0.0,1,0,0.0,,0.0,0.0,1,0,0,31+ hrs,0.0,0.0,,,1,,0.0,10.0,10.0,,,0,1,,,,,,1,0,0,,
02M347,,,,,,0,0,,,0,,0,0.0,7-12 hrs,1,0,1-6 hrs,0.0,0,1,,,0,0,,0.0,,0,0,0,,0,,,,0,0,7-12 hrs,0,,0,0,0,,,0,1.0,0,0,0,0,0.0,,,,1,0,0,,0,0.0,0,0,0,,0,,,,,0,,0.0,,0,0,,0,0.0,0,,0,1,0.0,1,0,,8.0,,0,,0,,8.0,,1,,0,,1,,,,0,,0,0,85.0,0,,0,0,0.0,,,,1,,,,0,0,1,0.0,,1,,,0.0,,,,,,0,,,,0,,0,,0.0,0,0,0,0,0,0,0,,,0,1,0.0,0,,,0.0,,Maryanne,0.0,0,,,,0,,,,1,8.0,0,0,0.0,,,0.0,0,,,,1,0.0,,1,0,,,,0.0,1,0,1,,,,,,0,,,8.0,,,,0,0,,,,,,0,0,0,,
20K180,,,0.0,,,0,0,0.0,,0,0.0,1,25.0,,0,0,,4.0,0,0,,0.0,0,0,0.0,0.0,,0,0,0,,0,0.0,,,0,0,,0,,0,0,0,,,0,0.0,0,0,0,1,0.0,,,0.0,0,0,0,0.0,0,12.0,0,1,0,,1,,,,0.0,0,0.0,2.0,,1,0,,0,0.0,0,,0,1,1.0,1,0,0.0,0.0,0.0,1,0.0,0,,0.0,,1,,0,,0,0.0,,,0,,0,0,,0,,0,1,2.0,0.0,,,0,,,,1,0,0,0.0,,0,,,2.0,,,,,0.0,0,,,,0,,0,,0.0,0,1,0,0,0,1,0,,,0,0,0.0,1,,0.0,0.0,,Eric,0.0,0,0.0,,0.0,1,,0.0,,1,0.0,0,0,9.0,,,0.0,0,,0.0,,1,3.0,0.0,0,0,0.0,,,0.0,0,0,0,1-6 hrs,,0.0,,,1,,0.0,0.0,0.0,,,0,1,,,,,,1,0,1,,
02M407,,,,,,fundraising/ donations,0,,,0,,0,1.0,13-18 hrs,1,0,,4.0,0,0,,,0,0,,0.0,,0,0,0,,0,,,,0,0,13-18 hrs,0,,0,0,0,,,0,1.0,0,0,0,0,0.0,,,,0,0,0,,0,1.0,0,1,0,25.0,0,,,,,0,,1.0,,1,1,,0,,0,,0,0,1.0,1,0,,,,0,,0,,,,1,,0,,1,,,,0,,0,1,,0,,0,1,1.0,,,,0,,,,0,0,0,0.0,,1,,,2.0,,,,,,0,,,,0,,1,,,0,1,1,0,0,0,0,,,0,0,0.0,1,,,0.0,,Paul,30.0,1,,,,0,,,,0,,0,0,4.0,,,,0,,,,1,4.0,,1,0,,,,1.0,0,0,0,13-18 hrs,,,,,1,,,,,,,1,1,,,,,,1,0,0,,
04M964,,,,,,0,0,,,0,,0,0.0,,0,0,1-6 hrs,3.0,0,1,,,1,0,2.0,0.0,,0,0,0,,0,,,,0,0,1-6 hrs,0,,0,0,0,,,0,1.0,0,0,0,1,,,,,1,0,0,,0,0.0,0,0,0,,0,,,,,0,0.0,4.0,,0,0,,0,2.0,0,,0,0,0.0,0,0,,0.0,,0,,0,,0.0,,1,,0,,1,,,,0,,0,0,16.0,0,,0,0,0.0,,,,0,,,,0,0,0,0.0,,0,,,8.0,,,,,,0,,,,0,,0,,32.0,0,0,0,0,0,1,0,,,0,0,1.0,0,,,6.0,,Vida,0.0,1,8.0,,,0,,0.0,,1,0.0,0,0,2.0,,,2.0,0,,36.0,,0,8.0,,1,0,,,,0.0,1,0,0,,,16.0,,,0,,4.0,0.0,0.0,,,0,0,,1-6 hrs,,,,0,0,1,,
12X521,,,,,,0,0,,,0,,0,0.0,,1,0,,0.0,0,0,,,0,0,,,,0,0,0,,0,,,,0,0,1-6 hrs,0,,0,0,0,,,0,1.0,0,0,0,0,1.0,,,,0,0,0,,0,0.0,0,1,0,,0,,,,,0,,1.0,,0,0,,0,,0,,0,1,0.0,0,0,,,,1,,0,,,,0,,0,,1,,,,0,,0,0,,0,,0,0,0.0,,,,0,,,,0,0,0,0.0,,0,,,0.0,,,,,,0,,,,0,,1,,,0,0,0,0,0,1,0,,,0,0,0.0,1,,,0.0,,Cheriece,,1,,,,0,,,,1,,0,0,0.0,,,,0,,,,0,0.0,,0,0,,,,0.0,0,0,0,,,,,,0,,,,,,,0,0,,,,,,0,0,0,,
02M077,,,,,,0,0,,,0,,0,0.0,,1,0,,1.0,0,0,,,0,0,0.0,,,0,0,0,,0,,,,1,0,,0,,0,0,0,,,0,0.0,0,0,0,1,,,,,0,0,0,,0,0.0,0,0,0,,1,,,,,0,0.0,1.0,,1,0,,0,0.0,0,,0,1,0.0,0,0,,0.0,,0,,0,,0.0,,1,,0,,1,,,,0,,0,0,30.0,0,,0,1,0.0,,,,1,,,,0,0,0,0.0,,0,,,1.0,,,,,,0,,,,0,,0,,0.0,0,0,0,1,0,0,0,,,0,1,0.0,1,,,0.0,,Michelle,,0,0.0,,,0,,0.0,,1,0.0,0,0,,,,0.0,0,,0.0,,0,3.0,,0,0,,,,1.0,0,0,1,,,0.0,,,0,,0.0,0.0,0.0,,,0,0,,,,,,0,0,1,,
01M650,,,,,,0,0,,,0,,0,,,1,0,,2.0,0,0,,,0,0,,,,0,0,0,,0,,,,0,0,19-23 hrs,0,,0,0,0,,,0,1.0,0,0,0,0,,,,,0,0,0,,0,,0,1,0,,1,,,,,0,,,,1,0,,0,,0,,0,0,,0,0,,,,1,,0,,,,1,,0,,0,,,,0,,0,0,10.0,0,,0,1,,,,,0,,,,0,0,0,0.0,,0,,,2.0,,,,,,0,,,,0,,1,,,0,1,0,0,0,1,0,,,0,0,,1,,,0.0,,Adriana,,1,,,,1,,,,0,,0,0,,,,,0,,,,0,,,0,0,,,,0.0,0,0,0,,,,,,0,,,,,,,1,1,,,,,,1,0,0,,
17K548,,,,,,0,0,,,0,,0,0.0,,1,0,7-12 hrs,4.0,0,0,,,0,0,,,,0,0,0,,0,,,,0,0,,0,,0,0,0,,,0,0.0,0,0,0,0,0.0,,,,0,0,0,,0,0.0,0,1,0,,1,,,,,0,,1.0,,0,0,,0,,0,,0,0,1.0,0,0,,,,0,,0,,,,1,,0,,1,,,,0,,0,0,10.0,0,,0,1,0.0,,,,0,,,,0,0,0,0.0,,0,,,2.0,,,,,,0,,,,0,,0,,,0,1,0,1,0,0,0,,,0,0,0.0,1,,,1.0,,Pamela,,0,,,,1,,,,1,,0,0,2.0,,,,0,,,,0,4.0,,0,0,,,,1.0,1,0,0,24-30 hrs,,,,,0,,,,,,,0,0,,1-6 hrs,,,,1,0,0,,
10X342,,,,,,0,0,,,0,,0,0.0,,1,0,,1.0,0,0,,,0,0,,30.0,,0,0,0,,0,,,,0,0,7-12 hrs,0,,0,0,0,,,0,2.0,0,0,0,0,1.0,,,,0,0,0,,0,0.0,0,0,0,,1,,,,,0,,2.0,,1,0,,0,,0,,0,1,0.0,1,0,,,,1,,0,,,,1,,0,,1,,,,0,,0,0,20.0,0,,0,0,0.0,,,,0,,,,0,0,0,0.0,,0,,,2.0,,,,,,0,,,,0,,0,,,0,0,0,1,0,0,0,,,0,0,0.0,1,,,0.0,,Beatriz,0.0,0,,,,1,,,,1,,0,0,0.0,,,,0,,,,1,0.0,,1,0,,,,0.0,0,0,0,,,,,,1,,,,,,,1,0,,,,,,0,0,0,,
11X514,,,,,,0,0,,,0,,0,0.0,,0,0,,0.0,0,0,Rockerfeller Foundation-Gilder Lehman Organization,,0,0,,,,0,0,0,,0,,,,0,0,1-6 hrs,0,,0,0,0,,,0,1.0,0,0,0,0,0.0,,,,0,0,0,,0,0.0,0,0,0,,1,,,,,0,,1.0,,1,0,,0,,0,,0,0,0.0,0,0,,,,0,,0,,,,1,,0,,1,,,,0,,0,0,10.0,0,,0,0,0.0,,,,0,,,,0,0,0,0.0,,0,,,0.0,,,,,,0,,,,0,,0,,,0,0,0,0,0,0,0,,,0,0,0.0,1,,,0.0,,Ada,,0,,,,0,,,,1,,0,0,0.0,,,,0,,,,0,2.0,,0,0,,,,0.0,0,0,0,,,,,,0,,,,,,,0,0,,,,,,0,0,0,,
25Q294,,,,,,0,0,,,0,,0,1.0,,0,0,,0.0,0,0,,,0,0,,24.0,,0,0,0,,0,,,,0,0,31+ hrs,0,,0,0,0,,,0,1.0,0,0,0,0,0.0,,,,0,0,0,,0,0.0,0,0,0,,1,,,,,0,,4.0,,0,0,,0,,0,,0,1,1.0,1,0,,,,1,,0,,,,1,,0,,1,,,,0,,0,0,24.0,0,,0,1,0.0,,,,0,,,,0,0,0,0.0,,1,,,0.0,,,,,,0,,,,0,,0,,,0,0,0,0,0,0,0,,,0,0,0.0,1,,,0.0,,Liam,0.0,0,,,,1,,,,1,,0,0,0.0,,,,0,,,,1,2.0,,1,0,,,,0.0,0,0,0,7-12 hrs,,,,,0,,,,,,,0,1,,,,,,0,0,0,,
09X070,,2.0,1.0,2.0,,0,0,2.0,0.0,0,2.0,0,1.0,,0,0,,16.0,0,0,,0.0,0,0,0.0,,,0,0,0,2.0,0,2.0,2.0,2.0,0,0,7-12 hrs,0,,0,0,0,2.0,2.0,0,1.0,0,0,0,0,0.0,,2.0,2.0,0,0,0,0.0,0,1.0,0,1,0,,1,2.0,2.0,0.0,2.0,0,0.0,1.0,0.0,0,0,0.0,0,0.0,0,2.0,0,1,0.0,0,0,2.0,0.0,0.0,0,2.0,0,,0.0,2.0,0,,0,2.0,0,0.0,2.0,,0,2.0,0,0,50.0,0,1.0,0,1,1.0,2.0,2.0,1.0,0,1.0,2.0,,0,0,1,0.0,0.0,0,1.0,0.0,0.0,0.0,,2.0,,2.0,0,,,,0,1.0,0,0.0,2.0,0,1,0,0,0,0,0,,,0,0,0.0,1,,2.0,0.0,2.0,Melinda,,1,2.0,,1.0,0,2.0,2.0,,0,0.0,0,0,0.0,2.0,2.0,1.0,1,,2.0,2.0,0,1.0,2.0,0,0,1.0,1.0,1.0,0.0,0,0,0,,2.0,2.0,1.0,1.0,0,,0.0,0.0,0.0,0.0,,0,1,2.0,,0.0,2.0,0.0,1,0,0,0.0,0.0
03M258,,,,,,0,0,,,0,,0,0.0,,1,0,,,0,0,,,0,0,,135.0,,0,0,0,,0,,,,0,0,7-12 hrs,0,,0,0,0,,,0,1.0,0,0,0,0,,,,,0,0,0,,0,,0,1,0,,0,,,,,0,,1.0,,0,0,,0,,0,,0,0,0.0,1,0,,,,0,,0,,,,0,,0,,1,,,,0,,0,0,30.0,0,,0,1,0.0,,,,0,,,,0,0,0,0.0,,0,,,2.0,,,,,,0,,,,0,,0,,,0,0,0,1,0,0,0,,,0,0,0.0,1,,,0.0,,John,0.0,0,,,,0,,,,1,,0,0,2.0,,,,0,,,,1,,,1,0,,,,0.0,0,0,0,,,,,,0,,,,,,,1,1,,,,,,1,0,0,,
22K326,,,,,,0,0,,,0,,0,1.0,,1,0,,4.0,0,0,,,0,0,1.0,,,0,0,0,,0,1.0,,,0,0,13-18 hrs,0,,0,0,0,,,0,1.0,0,0,0,0,0.0,,,0.0,0,0,0,1.0,0,0.0,0,0,0,,1,,,,,0,,2.0,,0,0,,0,1.0,0,,0,1,0.0,0,0,,1.0,1.0,1,,0,,0.0,,1,,0,,0,1.0,,,0,,0,0,2.0,0,,0,0,0.0,1.0,,,0,,,,0,0,0,0.0,,1,,,2.0,,,,,,0,,,,0,,0,,0.0,0,0,0,0,0,0,0,,,0,0,0.0,1,,,0.0,,Barbara,,0,1.0,,,1,,,,1,,0,0,1.0,,,,1,,,,0,4.0,,0,0,,,,0.0,0,0,1,,,1.0,,,0,,1.0,,1.0,,,0,1,,,,,,0,0,1,,
01M134,,,,,,0,0,,,0,,0,,1-6 hrs,1,0,,2.0,0,0,,20.0,0,0,0.0,,,0,0,0,,0,0.0,,,0,0,,0,,0,0,0,0.0,,0,,0,0,0,1,,,,,1,0,0,0.0,0,,0,0,0,,1,,,,0.0,0,20.0,5.0,,0,0,,0,0.0,0,,0,1,5.0,0,0,,20.0,,0,,0,,20.0,,0,,0,,1,,,,0,,0,0,20.0,0,,0,0,,,,,0,,,,0,0,1,,,0,,,,,,,,0.0,0,,,,0,,0,,0.0,0,0,0,1,0,0,0,,,0,0,,0,,,,,Daniel,,0,0.0,,0.0,0,,0.0,,1,20.0,0,0,,,,0.0,1,,0.0,,0,2.0,0.0,0,0,0.0,,0.0,1.0,1,0,0,1-6 hrs,,0.0,,,0,,0.0,20.0,20.0,,,0,0,,,,,,0,0,1,,
19K108,,,0.0,0.0,,Help with theater performance,0,0.0,0.0,0,0.0,0,0.0,31+ hrs,1,0,,4.0,0,0,,0.0,0,0,0.0,,,0,0,0,,0,0.0,0.0,,0,0,31+ hrs,0,,1,0,0,0.0,,0,2.0,0,0,0,1,0.0,,0.0,0.0,0,0,0,0.0,0,25.0,0,1,0,,1,,,,0.0,0,0.0,4.0,,1,0,,0,0.0,0,0.0,0,1,2.0,0,0,0.0,0.0,0.0,1,0.0,0,,0.0,0.0,1,,0,,0,0.0,,,0,,0,0,28.0,0,,0,1,0.0,0.0,0.0,,1,0.0,0.0,,0,0,1,0.0,,1,,0.0,0.0,,,,,0.0,0,,,,0,,0,0.0,0.0,0,1,0,0,0,0,0,,,0,1,0.0,1,,0.0,0.0,,mary,,0,0.0,,0.0,1,,0.0,,0,0.0,0,0,3.0,,,0.0,0,,0.0,,0,6.0,0.0,0,0,0.0,,0.0,0.0,0,0,0,31+ hrs,0.0,0.0,,,0,,0.0,0.0,0.0,,,0,1,,,0.0,,,1,0,0,,0.0
