date_month,account_name,account_code,account_id,account_type,account_class,source_relation,net_amount
2019-12-01,Furniture & Fixtures,120,57f1a37e-2981-433c-b2e9-779744f10b0e,FIXED,ASSET,"",280.98
2019-12-01,Furniture & Fixtures - Accumulated,125,e350c254-d177-433f-b630-53b71cf54edf,FIXED,ASSET,"",-28
2019-12-01,Historical Adjustment,840,bfd1e9fa-956e-4336-abd0-5db94daa4409,CURRLIAB,LIABILITY,"",0
2019-12-01,Income Tax Payable,830,fd2e481e-3933-4ef9-81bc-0c8500ba031e,CURRLIAB,LIABILITY,"",-6733
2019-12-01,Loan,900,77292b82-c6b8-4a42-b686-7e9ea86e6956,TERMLIAB,LIABILITY,"",0
2019-12-01,Owner A Drawings,880,3d047457-230f-46a4-9320-74f5b7772859,CURRLIAB,LIABILITY,"",-7400
2019-12-01,Owner A Share Capital,970,5c88f9a4-3e6c-443f-84e4-14dd7d5fc504,EQUITY,EQUITY,"",-10
2019-12-01,Retained Earnings,,,,EQUITY,"",-46493.13999999998
2019-12-01,Rounding,860,76b7b132-eb28-4faa-b453-bc814428827b,CURRLIAB,LIABILITY,"",4.440892098500626e-16
2019-12-01,Sales Tax,820,b32c4064-cec9-4536-a0a3-bdbcb977eaa2,CURRLIAB,LIABILITY,"",283.95000000000005
2020-01-01,Accounts Payable,800,2279e376-30cc-40d0-8715-21ae95286fb3,CURRLIAB,LIABILITY,"",-12258.169999999996
2020-01-01,Accounts Receivable,610,b0860737-6dae-4403-8bc7-bfaa8a61a141,CURRENT,ASSET,"",48465.62000000001
2020-01-01,Accrued Liabilites,802,324b4c38-4428-4913-8e27-2db5c96c83a0,CURRLIAB,LIABILITY,"",-2000
2020-01-01,BMO Business,100,ee053c0a-ebdc-4d02-bb9c-b58baef1b572,BANK,ASSET,"",5454.489999999998
2020-01-01,Business American Express,,3e2f5871-9eca-46a6-899a-4417043ab5ae,BANK,ASSET,"",-2235.54
2020-01-01,Computer Hardware,110,4ff74dc8-82ac-42ad-8a65-0582792fa195,FIXED,ASSET,"",6326.86
2020-01-01,Computer Hardware -Accumulated,115,2de52e27-a979-4725-ab95-ea606288e4bd,FIXED,ASSET,"",-214
2020-01-01,Dividends Declared/Paid,1005,bc5948ad-72b7-4e3e-b66b-faefe4f86bfa,EQUITY,EQUITY,"",30000
2020-01-01,Furniture & Fixtures,120,57f1a37e-2981-433c-b2e9-779744f10b0e,FIXED,ASSET,"",280.98
2020-01-01,Furniture & Fixtures - Accumulated,125,e350c254-d177-433f-b630-53b71cf54edf,FIXED,ASSET,"",-28
2020-01-01,Historical Adjustment,840,bfd1e9fa-956e-4336-abd0-5db94daa4409,CURRLIAB,LIABILITY,"",0
2020-01-01,Income Tax Payable,830,fd2e481e-3933-4ef9-81bc-0c8500ba031e,CURRLIAB,LIABILITY,"",-6733
2020-01-01,Loan,900,77292b82-c6b8-4a42-b686-7e9ea86e6956,TERMLIAB,LIABILITY,"",0
2020-01-01,Office Equipment,710,528c3dbb-2867-4fbf-ab80-bf2e2022c248,FIXED,ASSET,"",1404.8
2020-01-01,Owner A Drawings,880,3d047457-230f-46a4-9320-74f5b7772859,CURRLIAB,LIABILITY,"",-7400
2020-01-01,Owner A Share Capital,970,5c88f9a4-3e6c-443f-84e4-14dd7d5fc504,EQUITY,EQUITY,"",-10
2020-01-01,Retained Earnings,,,,EQUITY,"",-62235.83000000004
2020-01-01,Rounding,860,76b7b132-eb28-4faa-b453-bc814428827b,CURRLIAB,LIABILITY,"",4.440892098500626e-16
2020-01-01,Sales Tax,820,b32c4064-cec9-4536-a0a3-bdbcb977eaa2,CURRLIAB,LIABILITY,"",1181.7900000000002
2020-02-01,Accounts Payable,800,2279e376-30cc-40d0-8715-21ae95286fb3,CURRLIAB,LIABILITY,"",-6713.4100000000035
2020-02-01,Accounts Receivable,610,b0860737-6dae-4403-8bc7-bfaa8a61a141,CURRENT,ASSET,"",43018.599999999984
2020-02-01,Accrued Liabilites,802,324b4c38-4428-4913-8e27-2db5c96c83a0,CURRLIAB,LIABILITY,"",-2000
2020-02-01,BMO Business,100,ee053c0a-ebdc-4d02-bb9c-b58baef1b572,BANK,ASSET,"",32750.019999999993
2020-02-01,Business American Express,,3e2f5871-9eca-46a6-899a-4417043ab5ae,BANK,ASSET,"",-3165.8400000000006
2020-02-01,Computer Hardware,110,4ff74dc8-82ac-42ad-8a65-0582792fa195,FIXED,ASSET,"",6326.86
2020-02-01,Computer Hardware -Accumulated,115,2de52e27-a979-4725-ab95-ea606288e4bd,FIXED,ASSET,"",-214
2020-02-01,Dividends Declared/Paid,1005,bc5948ad-72b7-4e3e-b66b-faefe4f86bfa,EQUITY,EQUITY,"",30000
2020-02-01,Furniture & Fixtures,120,57f1a37e-2981-433c-b2e9-779744f10b0e,FIXED,ASSET,"",280.98
2020-02-01,Furniture & Fixtures - Accumulated,125,e350c254-d177-433f-b630-53b71cf54edf,FIXED,ASSET,"",-28
2020-02-01,Historical Adjustment,840,bfd1e9fa-956e-4336-abd0-5db94daa4409,CURRLIAB,LIABILITY,"",0
2020-02-01,Income Tax Payable,830,fd2e481e-3933-4ef9-81bc-0c8500ba031e,CURRLIAB,LIABILITY,"",-6733
2020-02-01,Loan,900,77292b82-c6b8-4a42-b686-7e9ea86e6956,TERMLIAB,LIABILITY,"",0
2020-02-01,Office Equipment,710,528c3dbb-2867-4fbf-ab80-bf2e2022c248,FIXED,ASSET,"",1404.8
2020-02-01,Owner A Drawings,880,3d047457-230f-46a4-9320-74f5b7772859,CURRLIAB,LIABILITY,"",-7400
2020-02-01,Owner A Share Capital,970,5c88f9a4-3e6c-443f-84e4-14dd7d5fc504,EQUITY,EQUITY,"",-10
2020-02-01,Retained Earnings,,,,EQUITY,"",-88712.96999999999
2020-02-01,Rounding,860,76b7b132-eb28-4faa-b453-bc814428827b,CURRLIAB,LIABILITY,"",0.7400000000000004
2020-02-01,Sales Tax,820,b32c4064-cec9-4536-a0a3-bdbcb977eaa2,CURRLIAB,LIABILITY,"",1195.22
2020-03-01,Accounts Payable,800,2279e376-30cc-40d0-8715-21ae95286fb3,CURRLIAB,LIABILITY,"",-2405.7400000000084
2020-03-01,Accounts Receivable,610,b0860737-6dae-4403-8bc7-bfaa8a61a141,CURRENT,ASSET,"",48341.67999999998
2020-03-01,Accrued Liabilites,802,324b4c38-4428-4913-8e27-2db5c96c83a0,CURRLIAB,LIABILITY,"",-2000
2020-03-01,BMO Business,100,ee053c0a-ebdc-4d02-bb9c-b58baef1b572,BANK,ASSET,"",32694.479999999996
2020-03-01,Business American Express,,3e2f5871-9eca-46a6-899a-4417043ab5ae,BANK,ASSET,"",564.5199999999999
2020-03-01,Computer Hardware,110,4ff74dc8-82ac-42ad-8a65-0582792fa195,FIXED,ASSET,"",6421.86
2020-03-01,Computer Hardware -Accumulated,115,2de52e27-a979-4725-ab95-ea606288e4bd,FIXED,ASSET,"",-214
2020-03-01,Dividends Declared/Paid,1005,bc5948ad-72b7-4e3e-b66b-faefe4f86bfa,EQUITY,EQUITY,"",30000
2020-03-01,Furniture & Fixtures,120,57f1a37e-2981-433c-b2e9-779744f10b0e,FIXED,ASSET,"",280.98
2020-03-01,Furniture & Fixtures - Accumulated,125,e350c254-d177-433f-b630-53b71cf54edf,FIXED,ASSET,"",-28
2020-03-01,Historical Adjustment,840,bfd1e9fa-956e-4336-abd0-5db94daa4409,CURRLIAB,LIABILITY,"",0
2020-03-01,Income Tax Payable,830,fd2e481e-3933-4ef9-81bc-0c8500ba031e,CURRLIAB,LIABILITY,"",0
2020-03-01,Loan,900,77292b82-c6b8-4a42-b686-7e9ea86e6956,TERMLIAB,LIABILITY,"",0
2020-03-01,Office Equipment,710,528c3dbb-2867-4fbf-ab80-bf2e2022c248,FIXED,ASSET,"",1537.99
2020-03-01,Owner A Drawings,880,3d047457-230f-46a4-9320-74f5b7772859,CURRLIAB,LIABILITY,"",12100
2020-03-01,Owner A Share Capital,970,5c88f9a4-3e6c-443f-84e4-14dd7d5fc504,EQUITY,EQUITY,"",-10
2020-03-01,Retained Earnings,,,,EQUITY,"",-128837.67000000006
2020-03-01,Rounding,860,76b7b132-eb28-4faa-b453-bc814428827b,CURRLIAB,LIABILITY,"",0.7499999999999998
2020-03-01,Sales Tax,820,b32c4064-cec9-4536-a0a3-bdbcb977eaa2,CURRLIAB,LIABILITY,"",1553.1499999999994
2020-04-01,Accounts Payable,800,2279e376-30cc-40d0-8715-21ae95286fb3,CURRLIAB,LIABILITY,"",-2231.859999999988
2020-04-01,Accounts Receivable,610,b0860737-6dae-4403-8bc7-bfaa8a61a141,CURRENT,ASSET,"",29210.37999999999
2020-04-01,Accrued Liabilites,802,324b4c38-4428-4913-8e27-2db5c96c83a0,CURRLIAB,LIABILITY,"",-2000
2020-04-01,BMO Business,100,ee053c0a-ebdc-4d02-bb9c-b58baef1b572,BANK,ASSET,"",22202.119999999984
2020-04-01,Business American Express,,3e2f5871-9eca-46a6-899a-4417043ab5ae,BANK,ASSET,"",-2822.510000000004
2020-04-01,Computer Hardware,110,4ff74dc8-82ac-42ad-8a65-0582792fa195,FIXED,ASSET,"",7251.8099999999995
2020-04-01,Computer Hardware -Accumulated,115,2de52e27-a979-4725-ab95-ea606288e4bd,FIXED,ASSET,"",-214
2020-04-01,Dividends Declared/Paid,1005,bc5948ad-72b7-4e3e-b66b-faefe4f86bfa,EQUITY,EQUITY,"",30000
2020-04-01,Furniture & Fixtures,120,57f1a37e-2981-433c-b2e9-779744f10b0e,FIXED,ASSET,"",280.98
2020-04-01,Furniture & Fixtures - Accumulated,125,e350c254-d177-433f-b630-53b71cf54edf,FIXED,ASSET,"",-28
2020-04-01,Historical Adjustment,840,bfd1e9fa-956e-4336-abd0-5db94daa4409,CURRLIAB,LIABILITY,"",0
2020-04-01,Income Tax Payable,830,fd2e481e-3933-4ef9-81bc-0c8500ba031e,CURRLIAB,LIABILITY,"",0
2020-04-01,Loan,900,77292b82-c6b8-4a42-b686-7e9ea86e6956,TERMLIAB,LIABILITY,"",0
2020-04-01,Office Equipment,710,528c3dbb-2867-4fbf-ab80-bf2e2022c248,FIXED,ASSET,"",1537.9899999999998
2020-04-01,Owner A Drawings,880,3d047457-230f-46a4-9320-74f5b7772859,CURRLIAB,LIABILITY,"",21100
2020-04-01,Owner A Share Capital,970,5c88f9a4-3e6c-443f-84e4-14dd7d5fc504,EQUITY,EQUITY,"",-10
2020-04-01,Retained Earnings,,,,EQUITY,"",-125974.65
2020-04-01,Rounding,860,76b7b132-eb28-4faa-b453-bc814428827b,CURRLIAB,LIABILITY,"",0.7500000000000004
2020-04-01,Sales Tax,820,b32c4064-cec9-4536-a0a3-bdbcb977eaa2,CURRLIAB,LIABILITY,"",1696.9899999999996
2020-04-01,Wealthsimple Investments,640,c5960fa0-020e-490b-92a0-58fc98643beb,CURRENT,ASSET,"",20000
2020-05-01,Accounts Payable,800,2279e376-30cc-40d0-8715-21ae95286fb3,CURRLIAB,LIABILITY,"",-28.09999999996768
2020-05-01,Accounts Receivable,610,b0860737-6dae-4403-8bc7-bfaa8a61a141,CURRENT,ASSET,"",63780.07000000001
2020-05-01,Accrued Liabilites,802,324b4c38-4428-4913-8e27-2db5c96c83a0,CURRLIAB,LIABILITY,"",-2000
2020-05-01,BMO Business,100,ee053c0a-ebdc-4d02-bb9c-b58baef1b572,BANK,ASSET,"",30290.57
2020-05-01,Business American Express,,3e2f5871-9eca-46a6-899a-4417043ab5ae,BANK,ASSET,"",-406.4800000000012
2020-05-01,Computer Hardware,110,4ff74dc8-82ac-42ad-8a65-0582792fa195,FIXED,ASSET,"",7251.8099999999995
2020-05-01,Computer Hardware -Accumulated,115,2de52e27-a979-4725-ab95-ea606288e4bd,FIXED,ASSET,"",-214
2020-05-01,Dividends Declared/Paid,1005,bc5948ad-72b7-4e3e-b66b-faefe4f86bfa,EQUITY,EQUITY,"",30000
2020-05-01,Furniture & Fixtures,120,57f1a37e-2981-433c-b2e9-779744f10b0e,FIXED,ASSET,"",280.98
2020-05-01,Furniture & Fixtures - Accumulated,125,e350c254-d177-433f-b630-53b71cf54edf,FIXED,ASSET,"",-28
2020-05-01,Historical Adjustment,840,bfd1e9fa-956e-4336-abd0-5db94daa4409,CURRLIAB,LIABILITY,"",0
2020-05-01,Income Tax Payable,830,fd2e481e-3933-4ef9-81bc-0c8500ba031e,CURRLIAB,LIABILITY,"",0
2020-05-01,Loan,900,77292b82-c6b8-4a42-b686-7e9ea86e6956,TERMLIAB,LIABILITY,"",0
2020-05-01,Office Equipment,710,528c3dbb-2867-4fbf-ab80-bf2e2022c248,FIXED,ASSET,"",1537.9899999999998
2020-05-01,Owner A Drawings,880,3d047457-230f-46a4-9320-74f5b7772859,CURRLIAB,LIABILITY,"",29599.999999999996
2020-05-01,Owner A Share Capital,970,5c88f9a4-3e6c-443f-84e4-14dd7d5fc504,EQUITY,EQUITY,"",-10
2020-05-01,Retained Earnings,,,,EQUITY,"",-186774.1500000001
2020-05-01,Rounding,860,76b7b132-eb28-4faa-b453-bc814428827b,CURRLIAB,LIABILITY,"",0.7500000000000004
2020-05-01,Sales Tax,820,b32c4064-cec9-4536-a0a3-bdbcb977eaa2,CURRLIAB,LIABILITY,"",1718.5600000000002
2020-05-01,Wealthsimple Investments,640,c5960fa0-020e-490b-92a0-58fc98643beb,CURRENT,ASSET,"",25000
2020-06-01,Accounts Payable,800,2279e376-30cc-40d0-8715-21ae95286fb3,CURRLIAB,LIABILITY,"",-28.020000000007133
2020-06-01,Accounts Receivable,610,b0860737-6dae-4403-8bc7-bfaa8a61a141,CURRENT,ASSET,"",62076.40999999998
2020-06-01,Accrued Liabilites,802,324b4c38-4428-4913-8e27-2db5c96c83a0,CURRLIAB,LIABILITY,"",-2000
2020-06-01,BMO Business,100,ee053c0a-ebdc-4d02-bb9c-b58baef1b572,BANK,ASSET,"",49918.32
2020-06-01,Business American Express,,3e2f5871-9eca-46a6-899a-4417043ab5ae,BANK,ASSET,"",-2912.459999999999
2020-06-01,Computer Hardware,110,4ff74dc8-82ac-42ad-8a65-0582792fa195,FIXED,ASSET,"",9103.809999999998
2020-06-01,Computer Hardware -Accumulated,115,2de52e27-a979-4725-ab95-ea606288e4bd,FIXED,ASSET,"",-214
2020-06-01,Dividends Declared/Paid,1005,bc5948ad-72b7-4e3e-b66b-faefe4f86bfa,EQUITY,EQUITY,"",30000
2020-06-01,Furniture & Fixtures,120,57f1a37e-2981-433c-b2e9-779744f10b0e,FIXED,ASSET,"",280.98
2020-06-01,Furniture & Fixtures - Accumulated,125,e350c254-d177-433f-b630-53b71cf54edf,FIXED,ASSET,"",-28
2020-06-01,Historical Adjustment,840,bfd1e9fa-956e-4336-abd0-5db94daa4409,CURRLIAB,LIABILITY,"",0
2020-06-01,Income Tax Payable,830,fd2e481e-3933-4ef9-81bc-0c8500ba031e,CURRLIAB,LIABILITY,"",0
2020-06-01,Loan,900,77292b82-c6b8-4a42-b686-7e9ea86e6956,TERMLIAB,LIABILITY,"",0
2020-06-01,Office Equipment,710,528c3dbb-2867-4fbf-ab80-bf2e2022c248,FIXED,ASSET,"",1537.99
2020-06-01,Owner A Drawings,880,3d047457-230f-46a4-9320-74f5b7772859,CURRLIAB,LIABILITY,"",43099.99999999999
2020-06-01,Owner A Share Capital,970,5c88f9a4-3e6c-443f-84e4-14dd7d5fc504,EQUITY,EQUITY,"",-10
2020-06-01,Retained Earnings,,,,EQUITY,"",-222522.3000000001
2020-06-01,Rounding,860,76b7b132-eb28-4faa-b453-bc814428827b,CURRLIAB,LIABILITY,"",0.7500000000000002
2020-06-01,Sales Tax,820,b32c4064-cec9-4536-a0a3-bdbcb977eaa2,CURRLIAB,LIABILITY,"",1696.5199999999995
2020-06-01,Wealthsimple Investments,640,c5960fa0-020e-490b-92a0-58fc98643beb,CURRENT,ASSET,"",30000
2020-07-01,Accounts Payable,800,2279e376-30cc-40d0-8715-21ae95286fb3,CURRLIAB,LIABILITY,"",3.6100000000090553
2020-07-01,Accounts Receivable,610,b0860737-6dae-4403-8bc7-bfaa8a61a141,CURRENT,ASSET,"",52405.20999999996
2020-07-01,Accrued Liabilites,802,324b4c38-4428-4913-8e27-2db5c96c83a0,CURRLIAB,LIABILITY,"",-2000
2020-07-01,BMO Business,100,ee053c0a-ebdc-4d02-bb9c-b58baef1b572,BANK,ASSET,"",59833.240000000005
2020-07-01,Business American Express,,3e2f5871-9eca-46a6-899a-4417043ab5ae,BANK,ASSET,"",-1237.47
2020-07-01,Computer Hardware,110,4ff74dc8-82ac-42ad-8a65-0582792fa195,FIXED,ASSET,"",13089.310000000001
2020-07-01,Computer Hardware -Accumulated,115,2de52e27-a979-4725-ab95-ea606288e4bd,FIXED,ASSET,"",-214
2020-07-01,Dividends Declared/Paid,1005,bc5948ad-72b7-4e3e-b66b-faefe4f86bfa,EQUITY,EQUITY,"",30000
2020-07-01,Furniture & Fixtures,120,57f1a37e-2981-433c-b2e9-779744f10b0e,FIXED,ASSET,"",280.98
2020-07-01,Furniture & Fixtures - Accumulated,125,e350c254-d177-433f-b630-53b71cf54edf,FIXED,ASSET,"",-28
2020-07-01,Historical Adjustment,840,bfd1e9fa-956e-4336-abd0-5db94daa4409,CURRLIAB,LIABILITY,"",0
2020-07-01,Income Tax Payable,830,fd2e481e-3933-4ef9-81bc-0c8500ba031e,CURRLIAB,LIABILITY,"",0
2020-07-01,Loan,900,77292b82-c6b8-4a42-b686-7e9ea86e6956,TERMLIAB,LIABILITY,"",0
2020-07-01,Office Equipment,710,528c3dbb-2867-4fbf-ab80-bf2e2022c248,FIXED,ASSET,"",1537.99
2020-07-01,Owner A Drawings,880,3d047457-230f-46a4-9320-74f5b7772859,CURRLIAB,LIABILITY,"",55600
2020-07-01,Owner A Share Capital,970,5c88f9a4-3e6c-443f-84e4-14dd7d5fc504,EQUITY,EQUITY,"",-10
2020-07-01,Retained Earnings,,,,EQUITY,"",-246019.55999999994
2020-07-01,Rounding,860,76b7b132-eb28-4faa-b453-bc814428827b,CURRLIAB,LIABILITY,"",0.75
2020-07-01,Sales Tax,820,b32c4064-cec9-4536-a0a3-bdbcb977eaa2,CURRLIAB,LIABILITY,"",1757.9400000000003
2020-07-01,Wealthsimple Investments,640,c5960fa0-020e-490b-92a0-58fc98643beb,CURRENT,ASSET,"",35000
2020-08-01,Accounts Payable,800,2279e376-30cc-40d0-8715-21ae95286fb3,CURRLIAB,LIABILITY,"",-341.3400000000282
2020-08-01,Accounts Receivable,610,b0860737-6dae-4403-8bc7-bfaa8a61a141,CURRENT,ASSET,"",64541.309999999954
2020-08-01,Accrued Liabilites,802,324b4c38-4428-4913-8e27-2db5c96c83a0,CURRLIAB,LIABILITY,"",-2000
2020-08-01,BMO Business,100,ee053c0a-ebdc-4d02-bb9c-b58baef1b572,BANK,ASSET,"",46314.55000000002
2020-08-01,Business American Express,,3e2f5871-9eca-46a6-899a-4417043ab5ae,BANK,ASSET,"",-872.490000000002
2020-08-01,Computer Hardware,110,4ff74dc8-82ac-42ad-8a65-0582792fa195,FIXED,ASSET,"",13089.310000000001
2020-08-01,Computer Hardware -Accumulated,115,2de52e27-a979-4725-ab95-ea606288e4bd,FIXED,ASSET,"",-214
2020-08-01,Dividends Declared/Paid,1005,bc5948ad-72b7-4e3e-b66b-faefe4f86bfa,EQUITY,EQUITY,"",30000
2020-08-01,Furniture & Fixtures,120,57f1a37e-2981-433c-b2e9-779744f10b0e,FIXED,ASSET,"",280.98
2020-08-01,Furniture & Fixtures - Accumulated,125,e350c254-d177-433f-b630-53b71cf54edf,FIXED,ASSET,"",-28
2020-08-01,Historical Adjustment,840,bfd1e9fa-956e-4336-abd0-5db94daa4409,CURRLIAB,LIABILITY,"",0
2020-08-01,Income Tax Payable,830,fd2e481e-3933-4ef9-81bc-0c8500ba031e,CURRLIAB,LIABILITY,"",0
2020-08-01,Loan,900,77292b82-c6b8-4a42-b686-7e9ea86e6956,TERMLIAB,LIABILITY,"",0
2020-08-01,Office Equipment,710,528c3dbb-2867-4fbf-ab80-bf2e2022c248,FIXED,ASSET,"",1537.99
2020-08-01,Owner A Drawings,880,3d047457-230f-46a4-9320-74f5b7772859,CURRLIAB,LIABILITY,"",79100
2020-08-01,Owner A Share Capital,970,5c88f9a4-3e6c-443f-84e4-14dd7d5fc504,EQUITY,EQUITY,"",-10
2020-08-01,Retained Earnings,,,,EQUITY,"",-273284.30000000034
2020-08-01,Rounding,860,76b7b132-eb28-4faa-b453-bc814428827b,CURRLIAB,LIABILITY,"",0.7500000000000004
2020-08-01,Sales Tax,820,b32c4064-cec9-4536-a0a3-bdbcb977eaa2,CURRLIAB,LIABILITY,"",1885.24
2020-08-01,Wealthsimple Investments,640,c5960fa0-020e-490b-92a0-58fc98643beb,CURRENT,ASSET,"",40000
2020-09-01,Accounts Payable,800,2279e376-30cc-40d0-8715-21ae95286fb3,CURRLIAB,LIABILITY,"",-28.179999999994834
2020-09-01,Accounts Receivable,610,b0860737-6dae-4403-8bc7-bfaa8a61a141,CURRENT,ASSET,"",80673.12999999996
2020-09-01,Accrued Liabilites,802,324b4c38-4428-4913-8e27-2db5c96c83a0,CURRLIAB,LIABILITY,"",-2000
2020-09-01,BMO Business,100,ee053c0a-ebdc-4d02-bb9c-b58baef1b572,BANK,ASSET,"",51130.12999999997
2020-09-01,Business American Express,,3e2f5871-9eca-46a6-899a-4417043ab5ae,BANK,ASSET,"",-773.6199999999998
2020-09-01,Computer Hardware,110,4ff74dc8-82ac-42ad-8a65-0582792fa195,FIXED,ASSET,"",13089.310000000001
2020-09-01,Computer Hardware -Accumulated,115,2de52e27-a979-4725-ab95-ea606288e4bd,FIXED,ASSET,"",-214
2020-09-01,Dividends Declared/Paid,1005,bc5948ad-72b7-4e3e-b66b-faefe4f86bfa,EQUITY,EQUITY,"",30000
2020-09-01,Furniture & Fixtures,120,57f1a37e-2981-433c-b2e9-779744f10b0e,FIXED,ASSET,"",280.98
2020-09-01,Furniture & Fixtures - Accumulated,125,e350c254-d177-433f-b630-53b71cf54edf,FIXED,ASSET,"",-28
2020-09-01,Historical Adjustment,840,bfd1e9fa-956e-4336-abd0-5db94daa4409,CURRLIAB,LIABILITY,"",0
2020-09-01,Income Tax Payable,830,fd2e481e-3933-4ef9-81bc-0c8500ba031e,CURRLIAB,LIABILITY,"",0
2020-09-01,Loan,900,77292b82-c6b8-4a42-b686-7e9ea86e6956,TERMLIAB,LIABILITY,"",0
2020-09-01,Office Equipment,710,528c3dbb-2867-4fbf-ab80-bf2e2022c248,FIXED,ASSET,"",1537.99
2020-09-01,Owner A Drawings,880,3d047457-230f-46a4-9320-74f5b7772859,CURRLIAB,LIABILITY,"",87600
2020-09-01,Owner A Share Capital,970,5c88f9a4-3e6c-443f-84e4-14dd7d5fc504,EQUITY,EQUITY,"",-10
2020-09-01,Retained Earnings,,,,EQUITY,"",-308186.2700000001
2020-09-01,Rounding,860,76b7b132-eb28-4faa-b453-bc814428827b,CURRLIAB,LIABILITY,"",0.7500000000000004
2020-09-01,Sales Tax,820,b32c4064-cec9-4536-a0a3-bdbcb977eaa2,CURRLIAB,LIABILITY,"",1927.7799999999997
2020-09-01,Wealthsimple Investments,640,c5960fa0-020e-490b-92a0-58fc98643beb,CURRENT,ASSET,"",45000
2020-10-01,Accounts Payable,800,2279e376-30cc-40d0-8715-21ae95286fb3,CURRLIAB,LIABILITY,"",-1118.470000000025
2020-10-01,Accounts Receivable,610,b0860737-6dae-4403-8bc7-bfaa8a61a141,CURRENT,ASSET,"",48524.07000000003
2020-10-01,Accrued Liabilites,802,324b4c38-4428-4913-8e27-2db5c96c83a0,CURRLIAB,LIABILITY,"",-2000
2020-10-01,BMO Business,100,ee053c0a-ebdc-4d02-bb9c-b58baef1b572,BANK,ASSET,"",84229.66999999998
2020-10-01,Business American Express,,3e2f5871-9eca-46a6-899a-4417043ab5ae,BANK,ASSET,"",-1156.6400000000037
2020-10-01,Computer Hardware,110,4ff74dc8-82ac-42ad-8a65-0582792fa195,FIXED,ASSET,"",13089.310000000001
2020-10-01,Computer Hardware -Accumulated,115,2de52e27-a979-4725-ab95-ea606288e4bd,FIXED,ASSET,"",-214
2020-10-01,Dividends Declared/Paid,1005,bc5948ad-72b7-4e3e-b66b-faefe4f86bfa,EQUITY,EQUITY,"",30000
2020-10-01,Furniture & Fixtures,120,57f1a37e-2981-433c-b2e9-779744f10b0e,FIXED,ASSET,"",280.98
2020-10-01,Furniture & Fixtures - Accumulated,125,e350c254-d177-433f-b630-53b71cf54edf,FIXED,ASSET,"",-28
2020-10-01,Historical Adjustment,840,bfd1e9fa-956e-4336-abd0-5db94daa4409,CURRLIAB,LIABILITY,"",0
2020-10-01,Income Tax Payable,830,fd2e481e-3933-4ef9-81bc-0c8500ba031e,CURRLIAB,LIABILITY,"",0
