tag,ticket_id,_fivetran_synced
customer,1966,2020-03-05 04:50:07.657
customer,6605,2020-03-05 04:50:07.657
customer,11071,2020-03-05 04:50:07.657
prospect,4721,2020-03-05 04:50:07.657
customer,14173,2020-03-05 04:50:30.253
customer,6171,2020-03-05 04:50:30.253
prospect,1404,2020-03-05 04:50:30.253
connector,16988,2020-03-05 04:54:18.03
prospect,1595,2020-03-05 04:54:18.03
customer,11013,2020-03-05 04:54:31.717
