linked_trip_id,hh_member_8,ev_charge_station,d_location_type,r_transit_egress,ev_charge_station_level_998,arrive_dow,hh_member_1,r_transit_access,o_purpose,ev_charge_station_level_4,o_cms_zone,park_pay,r_distance_miles,d_in_region,depart_hour,depart_date,num_travelers,mode_2,arrive_hour,park_type,hh_member_5,o_county
2200046001004,995,995,4,1,995,4,1,0,60,995,2,995,1,1,22,2022-10-20T00:00:00.000,1,995,22,995,995,36005
2200197701008,995,995,4,1,995,1,1,1,60,995,4,995,4,1,18,2022-10-24T00:00:00.000,1,995,19,995,995,36061
2200060701005,995,995,4,995,995,5,1,995,11,995,4,995,1,1,13,2022-10-14T00:00:00.000,1,995,13,995,995,36061
2200127601010,995,995,2,995,995,4,1,995,51,995,3,995,1,1,12,2022-10-06T00:00:00.000,1,995,12,995,995,36061
2200043001017,995,995,4,995,995,2,1,995,45,995,2,995,1,1,12,2022-10-11T00:00:00.000,2,995,12,995,995,36005
2200258301024,995,995,4,995,995,2,1,995,1,995,2,995,1,1,8,2022-10-11T00:00:00.000,4,995,8,995,0,36005
2200065501017,995,995,4,0,995,4,1,0,60,995,2,995,3,1,14,2022-10-27T00:00:00.000,1,78,15,995,995,36005
2200156601024,995,995,2,995,995,2,1,995,1,995,2,995,3,1,6,2022-10-18T00:00:00.000,1,995,6,1,995,36005
2200005001002,995,995,1,995,995,5,1,995,37,995,3,995,1,1,14,2022-10-14T00:00:00.000,1,995,17,995,995,36061
2200197701028,995,995,4,1,995,4,1,1,1,995,2,995,1,1,14,2022-10-27T00:00:00.000,1,995,14,995,995,36005
2200012801039,995,995,4,995,995,2,1,995,1,995,2,995,1,1,16,2022-10-18T00:00:00.000,4,995,16,995,0,36005
2200257001037,995,995,4,995,995,2,1,995,1,995,2,995,1,1,7,2022-10-18T00:00:00.000,3,995,7,995,995,36005
2200060701025,995,995,4,995,995,1,1,995,10,995,4,995,1,1,18,2022-10-17T00:00:00.000,1,995,18,995,995,36061
2200183001020,995,995,1,995,995,4,1,995,150,995,11,2,1,1,7,2022-10-13T00:00:00.000,1,47,7,2,995,36005
2200060701055,995,995,4,1,995,4,1,1,60,995,4,995,4,1,18,2022-10-20T00:00:00.000,1,1,18,995,995,36061
2200122301032,995,995,4,1,995,7,1,1,60,995,4,995,995,1,15,2022-10-09T00:00:00.000,1,1,15,995,995,36061
2200197701031,995,995,4,1,995,5,1,1,60,995,4,995,4,1,0,2022-10-28T00:00:00.000,1,995,0,995,995,36061
2200130601018,995,995,4,1,995,5,1,1,50,995,4,995,995,1,10,2022-10-14T00:00:00.000,1,1,10,995,995,36061
2200076801023,995,995,4,1,995,5,1,1,60,995,4,995,3,1,14,2022-10-07T00:00:00.000,1,1,14,995,995,36061
2200228701018,995,995,4,995,995,2,1,995,1,995,2,995,1,1,14,2022-10-18T00:00:00.000,1,995,15,995,995,36005
2200060701024,995,995,2,995,995,1,1,995,11,995,4,995,1,1,15,2022-10-17T00:00:00.000,1,995,15,995,995,36061
2200046001004,995,995,4,1,995,4,1,0,60,995,2,995,3,1,22,2022-10-20T00:00:00.000,1,30,22,995,995,36005
2200060701032,995,995,4,995,995,2,1,995,10,995,4,995,3,1,15,2022-10-18T00:00:00.000,1,995,15,995,995,36061
2200183001021,995,995,4,995,995,4,1,995,1,995,2,995,1,1,8,2022-10-13T00:00:00.000,1,995,8,995,995,36005
2200122301020,995,995,4,995,995,5,1,995,32,995,7,995,1,1,10,2022-10-07T00:00:00.000,1,995,11,995,995,36081
2200198901020,995,995,4,995,995,6,1,995,1,995,2,995,1,1,19,2022-10-08T00:00:00.000,1,995,19,995,995,36005
2200046001006,995,995,4,0,995,2,1,1,60,995,5,995,3,1,21,2022-10-25T00:00:00.000,1,30,21,995,995,36081
2200197701008,995,995,1,1,995,1,1,1,60,995,2,995,1,1,19,2022-10-24T00:00:00.000,1,995,19,995,995,36005
2200144001040,995,995,1,1,995,3,1,1,60,995,2,995,1,1,22,2022-10-19T00:00:00.000,1,995,22,995,995,36005
2200298301006,995,995,4,5,995,4,1,1,1,995,2,995,995,1,13,2022-10-27T00:00:00.000,1,30,13,995,995,36005
2200012801018,995,995,4,995,995,7,1,995,46,995,2,1,1,1,13,2022-10-16T00:00:00.000,2,995,14,2,0,36005
2200183001014,995,995,4,1,995,3,1,1,60,995,1,995,1,1,18,2022-10-12T00:00:00.000,1,995,18,995,995,36005
2200010501015,995,995,4,0,995,2,1,0,60,995,2,995,1,1,15,2022-10-18T00:00:00.000,1,995,15,995,995,36005
2200228701006,995,995,4,995,995,5,1,995,1,995,2,995,1,1,12,2022-10-14T00:00:00.000,1,995,12,995,995,36005
2200122301001,995,995,4,995,995,2,1,995,60,995,2,995,1,1,11,2022-10-04T00:00:00.000,1,995,11,995,995,36005
2200112801019,995,995,3,995,995,1,1,995,60,995,1,995,3,1,8,2022-10-31T00:00:00.000,1,995,8,995,995,36005
2200012801038,995,995,1,995,995,2,1,995,31,995,2,995,1,1,14,2022-10-18T00:00:00.000,3,995,14,1,0,36005
2200122301007,995,995,4,1,995,3,1,1,1,995,2,995,1,1,12,2022-10-05T00:00:00.000,1,995,12,995,995,36005
2200076801033,995,995,4,1,995,6,1,1,60,995,4,995,4,1,3,2022-10-08T00:00:00.000,1,1,3,995,995,36061
2200122301009,995,995,1,1,995,3,1,1,60,995,2,995,1,1,13,2022-10-05T00:00:00.000,1,995,13,995,995,36005
2200060701055,995,995,4,1,995,4,1,1,60,995,2,995,3,1,18,2022-10-20T00:00:00.000,1,1,18,995,995,36005
2200258901026,995,995,4,995,995,7,1,995,1,995,2,995,4,0,12,2022-10-09T00:00:00.000,4,995,13,1,1,36005
2200076801041,995,995,1,1,995,7,1,1,60,995,2,995,1,1,0,2022-10-09T00:00:00.000,1,995,0,995,995,36005
2200122301021,995,995,4,995,995,5,1,995,150,995,7,995,1,1,15,2022-10-07T00:00:00.000,2,995,15,995,995,36081
2200151801030,995,995,4,995,995,3,1,995,54,995,11,995,1,0,14,2022-10-12T00:00:00.000,2,60,14,1,995,36119
2200053301017,995,995,4,995,995,5,1,995,33,995,2,995,1,1,16,2022-10-07T00:00:00.000,1,995,16,995,995,36005
2200012801037,995,995,4,995,995,2,1,995,45,995,2,995,2,1,14,2022-10-18T00:00:00.000,3,995,14,995,0,36005
2200257001028,995,995,1,995,995,7,1,995,10,995,2,995,1,1,22,2022-10-16T00:00:00.000,3,995,22,995,995,36005
2200122301025,995,995,4,1,995,6,1,1,150,995,7,995,1,1,9,2022-10-08T00:00:00.000,1,995,9,995,995,36081
2200012801040,995,995,1,995,995,2,1,995,46,995,2,995,1,1,16,2022-10-18T00:00:00.000,2,995,16,1,0,36005
2200127601026,995,995,4,995,995,7,1,995,33,995,2,995,1,1,10,2022-10-09T00:00:00.000,1,995,10,995,995,36005
2200010501035,995,995,4,0,995,4,1,0,10,995,3,995,1,1,15,2022-10-20T00:00:00.000,1,995,15,995,995,36061
2200127601017,995,995,4,995,995,6,1,995,52,995,11,995,1,0,11,2022-10-08T00:00:00.000,5,995,11,995,995,36071
2200076801015,995,995,4,1,995,4,1,1,60,995,4,995,4,1,2,2022-10-06T00:00:00.000,1,1,3,995,995,36061
2200076801041,995,995,4,1,995,7,1,1,60,995,4,995,1,1,0,2022-10-09T00:00:00.000,1,995,0,995,995,36061
2200151801025,995,995,4,1,995,2,1,1,44,995,4,995,5,1,9,2022-10-11T00:00:00.000,2,995,16,995,995,36061
2200228701004,995,995,4,995,995,4,1,995,1,995,2,995,1,1,14,2022-10-13T00:00:00.000,1,995,14,995,995,36005
2200144001016,995,995,4,995,995,1,1,995,150,995,1,995,1,1,11,2022-10-17T00:00:00.000,1,995,11,995,995,36005
2200076801059,995,995,4,1,995,1,1,1,60,995,4,995,1,1,14,2022-10-10T00:00:00.000,1,995,14,995,995,36061
2200060701026,995,995,1,1,995,1,1,1,60,995,2,995,1,1,20,2022-10-17T00:00:00.000,1,995,20,995,995,36005
2200010501003,995,995,4,995,995,1,1,995,33,995,3,995,1,1,15,2022-10-17T00:00:00.000,1,995,15,995,995,36061
2200127601004,995,995,2,995,995,3,1,995,11,995,3,995,1,1,12,2022-10-05T00:00:00.000,1,995,12,1,995,36061
2200060701017,995,995,1,995,995,7,1,995,44,995,2,995,3,1,19,2022-10-16T00:00:00.000,1,1,19,995,995,36005
2200198901008,995,995,4,1,995,5,1,1,60,995,4,995,1,1,8,2022-10-07T00:00:00.000,1,995,8,995,995,36061
2200144001036,995,995,4,1,995,3,1,1,60,995,4,995,1,1,18,2022-10-19T00:00:00.000,1,995,19,995,995,36061
2200151801008,995,995,1,995,995,6,1,995,50,995,4,1,4,1,19,2022-10-07T00:00:00.000,2,995,2,4,995,36061
2200258901037,995,995,4,1,995,1,1,1,52,995,11,995,995,1,18,2022-10-10T00:00:00.000,1,995,18,995,0,36027
2200122301035,995,995,1,1,995,7,1,1,60,995,2,995,1,1,18,2022-10-09T00:00:00.000,1,995,18,995,995,36005
2200183001014,995,995,4,995,995,3,1,995,52,995,3,995,1,1,17,2022-10-12T00:00:00.000,1,995,18,995,995,36061
2200130601015,995,995,4,1,995,5,1,1,60,995,2,995,3,1,9,2022-10-14T00:00:00.000,1,995,10,995,995,36005
2200258301027,995,995,4,995,995,2,1,995,51,995,2,995,1,1,9,2022-10-11T00:00:00.000,1,995,9,995,0,36005
2200060701023,995,995,4,995,995,1,1,995,10,995,4,995,1,1,14,2022-10-17T00:00:00.000,1,995,15,995,995,36061
2200010501060,995,995,4,995,995,6,1,995,52,995,2,995,2,1,20,2022-10-22T00:00:00.000,1,995,21,995,995,36005
2200065501003,995,995,4,995,995,1,1,995,1,995,2,995,1,1,16,2022-10-24T00:00:00.000,1,995,16,995,995,36005
2200060701009,995,995,4,1,995,6,1,1,1,995,2,995,1,1,13,2022-10-15T00:00:00.000,1,995,13,995,995,36005
2200010501027,995,995,4,995,995,3,1,995,1,995,2,995,1,1,18,2022-10-19T00:00:00.000,1,995,18,995,995,36005
2200043001007,995,995,1,995,995,6,1,995,52,995,3,995,3,1,15,2022-10-08T00:00:00.000,2,995,15,1,995,36061
2200012801006,995,995,4,995,995,5,1,995,1,995,2,995,1,1,7,2022-10-14T00:00:00.000,4,995,7,995,0,36005
2200065501016,995,995,4,995,995,4,1,995,11,995,2,995,1,1,14,2022-10-27T00:00:00.000,1,995,14,995,995,36005
2200012801030,995,995,4,995,995,2,1,995,46,995,2,995,2,1,8,2022-10-18T00:00:00.000,5,995,8,1,0,36005
2200197701025,995,995,4,995,995,3,1,995,11,995,4,995,1,1,22,2022-10-26T00:00:00.000,1,995,22,995,995,36061
2200060701006,995,995,2,995,995,5,1,995,11,995,4,995,1,1,13,2022-10-14T00:00:00.000,1,995,13,995,995,36061
2200060701049,995,995,4,1,995,4,1,1,60,995,2,995,4,1,9,2022-10-20T00:00:00.000,1,1,10,995,995,36005
2200043001016,995,995,4,995,995,2,1,995,1,995,2,995,1,1,11,2022-10-11T00:00:00.000,1,995,12,995,995,36005
2200076801046,995,995,4,1,995,7,1,1,60,995,2,995,4,1,14,2022-10-09T00:00:00.000,1,1,14,995,995,36005
2200228701001,995,995,1,995,995,3,1,995,1,995,2,995,1,1,14,2022-10-12T00:00:00.000,1,995,14,995,995,36005
2200076801020,995,995,2,1,995,4,1,1,60,995,2,995,4,1,14,2022-10-06T00:00:00.000,1,1,15,995,995,36005
2200258301001,995,995,4,995,995,3,1,995,1,995,2,995,1,1,18,2022-10-05T00:00:00.000,1,995,18,995,0,36005
2200076801059,995,995,4,1,995,1,1,1,1,995,2,995,1,1,14,2022-10-10T00:00:00.000,1,995,14,995,995,36005
2200130601003,995,995,4,1,995,6,1,1,60,995,3,995,3,1,19,2022-10-08T00:00:00.000,1,1,19,995,995,36061
2200183001032,995,995,4,995,995,6,1,995,1,995,2,995,1,1,3,2022-10-15T00:00:00.000,1,995,3,995,995,36005
2200122301007,995,995,4,1,995,3,1,1,60,995,2,995,4,1,12,2022-10-05T00:00:00.000,1,995,12,995,995,36005
2200065501012,995,995,4,995,995,3,1,995,33,995,6,995,2,1,15,2022-10-26T00:00:00.000,1,995,15,1,995,36081
2200053301037,995,995,1,1,995,2,1,1,60,995,2,995,1,1,20,2022-10-11T00:00:00.000,1,995,20,995,995,36005
2200130601001,995,995,4,1,995,6,1,1,60,995,2,995,3,1,13,2022-10-08T00:00:00.000,1,1,13,995,995,36005
2200112801031,995,995,4,1,995,2,1,0,60,995,2,995,2,1,13,2022-11-01T00:00:00.000,3,30,13,995,995,36005
2200228701017,995,995,1,995,995,2,1,995,45,995,11,995,2,1,14,2022-10-18T00:00:00.000,995,995,14,995,995,36005
2200012801032,995,995,4,995,995,2,1,995,60,995,1,995,1,1,11,2022-10-18T00:00:00.000,2,995,12,995,0,36005
2200228701010,995,995,4,1,995,1,1,0,60,995,2,995,3,1,15,2022-10-17T00:00:00.000,1,995,15,995,995,36005
2200043001009,995,995,1,995,995,6,1,995,46,995,2,995,3,1,19,2022-10-08T00:00:00.000,1,995,19,1,995,36005
2200197701004,995,995,1,1,995,7,1,1,60,995,2,995,1,1,17,2022-10-23T00:00:00.000,1,995,18,995,995,36005
2200197701045,995,995,4,995,995,6,1,995,30,995,2,995,1,1,19,2022-10-29T00:00:00.000,1,995,19,995,995,36005
2200010501042,995,995,2,995,995,5,1,995,11,995,3,995,1,1,10,2022-10-21T00:00:00.000,1,995,10,995,995,36061
2200197701026,995,995,4,995,995,3,1,995,60,995,4,995,4,1,23,2022-10-26T00:00:00.000,1,995,23,995,995,36061
2200060701026,995,995,4,1,995,1,1,1,50,995,4,995,1,1,19,2022-10-17T00:00:00.000,1,995,19,995,995,36061
2200010501029,995,995,2,0,995,4,1,0,60,995,3,995,995,1,6,2022-10-20T00:00:00.000,1,995,6,995,995,36061
2200148601003,995,995,995,1,995,2,1,1,60,995,4,995,995,1,16,2022-10-11T00:00:00.000,1,995,16,995,995,36061
2200148601002,995,995,995,1,995,2,1,1,60,995,3,995,4,1,9,2022-10-11T00:00:00.000,1,995,9,995,995,36061
2200127601011,995,995,1,995,995,4,1,995,10,995,3,995,4,1,15,2022-10-06T00:00:00.000,1,995,16,1,995,36061
2200076801069,995,995,4,995,995,2,1,995,99,995,8,995,1,1,0,2022-10-11T00:00:00.000,995,995,0,995,995,36047
2200012801007,995,995,4,995,995,5,1,995,46,995,2,995,1,1,7,2022-10-14T00:00:00.000,4,995,7,995,0,36005
2200183001022,995,995,1,995,995,4,1,995,50,995,2,995,1,1,14,2022-10-13T00:00:00.000,1,995,14,995,995,36005
2200060701047,995,995,4,1,995,3,1,1,60,995,2,995,2,1,19,2022-10-19T00:00:00.000,1,995,19,995,995,36005
2200099101006,995,995,4,995,995,6,1,995,1,995,2,995,1,1,12,2022-10-15T00:00:00.000,1,995,12,995,995,36005
2200053301001,995,995,2,1,995,3,1,1,60,995,2,995,995,1,4,2022-10-05T00:00:00.000,1,995,4,995,995,36005
2200053301037,995,995,4,1,995,2,1,1,60,995,4,995,1,1,18,2022-10-11T00:00:00.000,1,995,19,995,995,36061
2200076801011,995,995,2,995,995,3,1,995,50,995,8,995,1,1,15,2022-10-05T00:00:00.000,1,995,15,995,995,36047
2200258301029,995,995,4,995,995,2,1,995,30,995,2,995,1,1,14,2022-10-11T00:00:00.000,995,995,14,995,0,36005
2200279801011,995,995,4,995,995,1,1,995,1,995,2,995,3,1,15,2022-10-17T00:00:00.000,1,995,15,995,995,36005
2200161101001,995,995,1,1,995,3,1,0,99,995,2,995,995,1,2,2022-10-19T00:00:00.000,1,30,2,995,995,36005
2200257001040,995,995,1,995,995,2,1,995,11,995,2,995,1,1,14,2022-10-18T00:00:00.000,3,995,14,995,995,36005
2200122301040,995,995,4,995,995,1,1,995,1,995,2,995,2,1,11,2022-10-10T00:00:00.000,1,995,12,995,995,36005
2200279801003,995,995,4,995,995,7,1,995,45,995,4,995,1,1,17,2022-10-16T00:00:00.000,1,995,17,995,995,36061
2200010501029,995,995,2,0,995,4,1,0,60,995,3,995,2,1,6,2022-10-20T00:00:00.000,1,995,6,995,995,36061
2200012801011,995,995,1,995,995,5,1,995,45,995,2,995,1,1,14,2022-10-14T00:00:00.000,3,995,14,1,0,36005
2200060701014,995,995,4,995,995,6,1,995,1,995,2,995,1,1,19,2022-10-15T00:00:00.000,1,995,19,995,995,36005
2200053301026,995,995,4,0,995,6,1,1,13,995,11,995,3,0,12,2022-10-08T00:00:00.000,1,995,12,995,995,36119
2200156601022,995,995,4,995,995,1,1,995,10,995,3,995,1,1,14,2022-10-17T00:00:00.000,1,995,15,995,995,36061
2200156601008,995,995,4,995,995,4,1,995,1,995,2,995,1,1,15,2022-10-13T00:00:00.000,1,995,15,995,995,36005
2200144001028,995,995,4,1,995,2,1,1,60,995,2,995,3,1,14,2022-10-18T00:00:00.000,1,30,14,995,995,36005
2200258901021,995,995,4,1,995,6,1,1,10,995,8,995,1,1,17,2022-10-08T00:00:00.000,1,995,17,995,0,36047
2200010501055,995,995,1,995,995,6,1,995,60,995,3,995,2,1,15,2022-10-22T00:00:00.000,1,995,15,995,995,36061
2200112801013,995,995,4,1,995,5,1,1,22,995,2,995,995,1,12,2022-10-28T00:00:00.000,1,1,12,995,995,36005
2200151801015,995,995,4,995,995,6,1,995,53,995,4,995,1,1,16,2022-10-08T00:00:00.000,3,995,16,995,995,36061
2200151801001,995,995,4,1,995,4,1,1,1,995,2,995,995,1,8,2022-10-06T00:00:00.000,1,995,8,995,995,36005
2200127601023,995,995,4,995,995,6,1,995,52,995,11,995,4,0,13,2022-10-08T00:00:00.000,5,995,13,995,995,36071
2200076801035,995,995,4,1,995,6,1,1,60,995,4,995,4,1,15,2022-10-08T00:00:00.000,1,1,15,995,995,36061
2200183001007,995,995,4,5,995,3,1,1,1,995,2,995,1,1,14,2022-10-12T00:00:00.000,1,995,15,995,995,36005
2200053301008,995,995,4,995,995,4,1,995,10,995,1,995,1,1,13,2022-10-06T00:00:00.000,1,995,13,995,995,36005
2200258901011,995,995,4,1,995,5,1,1,60,995,2,995,5,1,6,2022-10-07T00:00:00.000,1,1,7,995,0,36005
2200076801035,995,995,4,1,995,6,1,1,60,995,2,995,4,1,14,2022-10-08T00:00:00.000,1,1,15,995,995,36005
2200076801053,995,995,2,995,995,7,1,995,10,995,8,995,1,1,21,2022-10-09T00:00:00.000,995,995,21,995,995,36047
2200198901028,995,995,4,995,995,1,1,995,1,995,2,995,1,1,11,2022-10-10T00:00:00.000,1,995,11,995,995,36005
2200197701007,995,995,4,1,995,7,1,1,1,995,2,995,995,1,18,2022-10-23T00:00:00.000,1,995,18,995,995,36005
2200099101018,995,995,4,995,995,3,1,995,1,995,2,995,1,1,11,2022-10-19T00:00:00.000,1,995,12,995,995,36005
2200183001001,995,995,4,995,995,3,1,995,1,995,2,995,1,1,5,2022-10-12T00:00:00.000,1,995,5,995,995,36005
2200043001019,995,995,4,995,995,2,1,995,33,995,2,995,1,1,13,2022-10-11T00:00:00.000,2,995,13,995,995,36005
2200122301001,995,995,4,1,995,2,1,1,60,995,2,995,1,1,11,2022-10-04T00:00:00.000,1,995,11,995,995,36005
2200144001002,995,995,1,995,995,5,1,995,51,995,2,995,1,1,8,2022-10-14T00:00:00.000,1,995,9,995,995,36005
2200378501003,995,995,4,1,995,2,1,1,10,995,2,995,995,1,15,2022-10-04T00:00:00.000,2,995,15,995,995,36005
2200053301034,995,995,4,1,995,1,1,1,60,995,1,995,3,1,15,2022-10-10T00:00:00.000,1,1,16,995,995,36005
2200257001008,995,995,4,995,995,3,1,995,30,995,2,995,1,1,23,2022-10-12T00:00:00.000,2,995,23,995,995,36005
2200012801001,995,995,4,995,995,4,1,995,1,995,2,995,1,1,7,2022-10-13T00:00:00.000,4,995,7,995,0,36005
2200012801031,995,995,4,995,995,2,1,995,34,995,2,995,5,1,9,2022-10-18T00:00:00.000,2,995,9,1,0,36005
2200076801023,995,995,2,995,995,5,1,995,60,995,8,995,1,1,15,2022-10-07T00:00:00.000,1,995,15,995,995,36047
2200010501029,995,995,4,0,995,4,1,0,60,995,3,995,1,1,6,2022-10-20T00:00:00.000,1,995,6,995,995,36061
2200076801068,995,995,2,995,995,1,1,995,60,995,8,995,1,1,22,2022-10-10T00:00:00.000,995,995,22,995,995,36047
2200148601003,995,995,995,1,995,2,1,1,60,995,4,995,4,1,15,2022-10-11T00:00:00.000,1,995,16,995,995,36061
2200060701037,995,995,4,1,995,3,1,1,60,995,2,995,995,1,8,2022-10-19T00:00:00.000,1,1,8,995,995,36005
2200181701014,995,995,1,995,995,2,1,995,10,995,1,995,1,1,14,2022-10-18T00:00:00.000,1,995,15,995,995,36005
2200010501045,995,995,4,995,995,5,1,995,10,995,3,995,1,1,15,2022-10-21T00:00:00.000,1,995,15,995,995,36061
2200257001025,995,995,2,995,995,7,1,995,1,995,2,995,1,1,13,2022-10-16T00:00:00.000,3,995,14,995,995,36005
2200010501053,995,995,4,995,995,6,1,995,32,995,3,995,1,1,12,2022-10-22T00:00:00.000,1,995,12,995,995,36061
2200156601010,995,995,2,995,995,5,1,995,1,995,2,995,3,1,6,2022-10-14T00:00:00.000,1,995,6,1,995,36005
2200076801032,995,995,4,1,995,6,1,2,50,995,8,995,3,1,2,2022-10-08T00:00:00.000,1,995,3,995,995,36047
2200010501052,995,995,4,995,995,6,1,995,50,995,3,995,1,1,12,2022-10-22T00:00:00.000,1,995,12,995,995,36061
2200060701029,995,995,4,1,995,2,1,1,1,995,2,995,1,1,9,2022-10-18T00:00:00.000,1,995,9,995,995,36005
2200183001027,995,995,1,995,995,5,1,995,45,995,2,995,1,1,13,2022-10-14T00:00:00.000,1,995,14,995,995,36005
2200258301017,995,995,4,995,995,6,1,995,32,995,2,995,1,1,16,2022-10-08T00:00:00.000,2,995,16,995,0,36005
2200060701053,995,995,2,995,995,4,1,995,50,995,4,995,1,1,15,2022-10-20T00:00:00.000,1,995,15,995,995,36061
2200130601001,995,995,4,1,995,6,1,1,60,995,2,995,995,1,13,2022-10-08T00:00:00.000,1,1,13,995,995,36005
2200144001015,995,995,4,995,995,1,1,995,47,995,1,995,3,1,10,2022-10-17T00:00:00.000,3,995,10,995,995,36005
2200043001015,995,995,1,995,995,1,1,995,46,995,1,995,3,1,18,2022-10-10T00:00:00.000,1,995,18,1,995,36005
2200258901001,995,995,4,1,995,2,1,1,1,995,2,995,1,1,7,2022-10-04T00:00:00.000,1,995,7,995,0,36005
2200181701013,995,995,2,995,995,2,1,995,1,995,2,995,2,1,7,2022-10-18T00:00:00.000,1,995,8,995,995,36005
2200197701034,995,995,4,995,995,5,1,995,1,995,2,995,1,1,10,2022-10-28T00:00:00.000,1,995,11,995,995,36005
2200151801016,995,995,4,995,995,6,1,995,53,995,4,995,3,1,17,2022-10-08T00:00:00.000,995,995,17,995,995,36061
2200076801046,995,995,2,1,995,7,1,1,60,995,8,995,1,1,15,2022-10-09T00:00:00.000,1,995,15,995,995,36047
2200183001055,995,995,1,995,995,2,1,995,51,995,2,995,1,1,19,2022-10-18T00:00:00.000,1,995,19,995,995,36005
2200127601002,995,995,2,995,995,3,1,995,11,995,3,995,1,1,10,2022-10-05T00:00:00.000,1,995,10,995,995,36061
2200144001024,995,995,1,995,995,2,1,995,99,995,2,995,1,1,9,2022-10-18T00:00:00.000,1,995,9,995,995,36005
2200122301004,995,995,1,1,995,2,1,1,60,995,2,995,1,1,14,2022-10-04T00:00:00.000,1,995,14,995,995,36005
2200076801054,995,995,4,1,995,1,1,2,99,995,8,995,2,1,1,2022-10-10T00:00:00.000,1,995,1,995,995,36047
2200279801001,995,995,4,995,995,7,1,995,99,995,4,995,1,1,16,2022-10-16T00:00:00.000,1,995,16,995,995,36061
2200043001022,995,995,1,995,995,2,1,995,30,995,3,995,3,1,17,2022-10-11T00:00:00.000,1,995,17,1,995,36061
2200010501028,995,995,1,995,995,3,1,995,33,995,2,995,1,1,18,2022-10-19T00:00:00.000,1,995,18,995,995,36005
2200010501055,995,995,4,0,995,6,1,5,10,995,3,995,1,1,15,2022-10-22T00:00:00.000,1,995,15,995,995,36061
2200197701037,995,995,2,995,995,5,1,995,44,995,2,995,1,1,13,2022-10-28T00:00:00.000,995,995,13,995,995,36005
2200012801024,995,995,4,995,995,1,1,995,1,995,2,995,1,1,14,2022-10-17T00:00:00.000,4,995,14,1,0,36005
2200144001008,995,995,4,995,995,6,1,995,33,995,1,995,1,1,12,2022-10-15T00:00:00.000,1,995,13,995,995,36005
2200151801012,995,995,4,1,995,6,1,1,60,995,3,995,3,1,13,2022-10-08T00:00:00.000,2,995,14,995,995,36061
2200156601015,995,995,4,995,995,7,1,995,1,995,2,995,1,1,16,2022-10-16T00:00:00.000,2,995,16,995,995,36005
2200099101001,995,995,4,995,995,4,1,995,1,995,2,1,5,1,6,2022-10-13T00:00:00.000,1,1,7,3,995,36005
2200122301031,995,995,1,995,995,6,1,995,30,995,2,995,1,1,13,2022-10-08T00:00:00.000,1,995,13,995,995,36005
2200197701015,995,995,4,1,995,2,1,1,60,995,4,995,4,1,18,2022-10-25T00:00:00.000,1,995,18,995,995,36061
2200053301019,995,995,1,995,995,5,1,995,33,995,2,995,1,1,16,2022-10-07T00:00:00.000,1,995,17,995,995,36005
2200257001033,995,995,1,995,995,1,1,995,50,995,2,995,1,1,16,2022-10-17T00:00:00.000,3,995,16,995,995,36005
2200258301025,995,995,4,995,995,2,1,995,46,995,2,995,1,1,8,2022-10-11T00:00:00.000,1,995,8,995,0,36005
2200258301021,995,995,4,995,995,7,1,995,50,995,2,995,1,1,13,2022-10-09T00:00:00.000,995,995,13,995,0,36005
2200076801054,995,995,1,1,995,1,1,2,60,995,2,995,1,1,2,2022-10-10T00:00:00.000,1,995,2,995,995,36005
