trip_id,linked_trip_id,day_id,trip_wkday_weight,transit_access,trip_svnday_weight,high_speed_flag,depart_seconds,r_duration_minutes,linked_leg_num,o_purpose_category,taxi_type,depart_dow,hh_member_10,hh_member_3,taxi_pay,dwell_mins,mode_3,hh_member_6,driver,is_complete,hh_member_2,ev_charge_station_level_5,trip_num,transit_egress,arrive_minute,num_hh_travelers,taxi_cost,ev_charge_station_level_3,mode_1
2200053301010,2200053301010,220005330102,479.8578584,1,274.2044905,0,42,1,1,2,995,4,995,995,995,0.0,995,995,995,1,0,995,12,1,44,1,,995,995
2200130601020,2200130601018,220013060107,0.0,1,0.0,0,46,1,4,11,995,5,995,995,995,875.6833333,995,995,995,1,995,995,23,1,24,1,,995,995
2200065501011,2200065501011,220006550103,83.34419975,995,47.625257,0,41,3,1,3,995,3,995,0,995,32.98333333,995,995,1,1,0,995,11,995,2,1,,995,6
2200258901043,2200258901001,220025890101,0.0,1,0.0,0,55,995,4,11,995,2,995,0,995,507.2166667,995,995,995,995,0,995,4,1,56,1,,995,30
2200151801023,2200151801023,220015180106,271.1773728,1,162.7064237,0,16,3,2,11,995,2,995,995,995,0.0,995,995,2,1,0,995,31,1,34,1,,995,30
2200053301016,2200053301015,220005330103,0.0,1,274.2044905,0,54,1,3,11,995,5,995,995,995,9.666666667,995,995,995,1,0,995,19,1,17,1,,995,995
2200053301036,2200053301034,220005330106,479.8578584,1,274.2044905,0,11,1,3,11,995,1,995,995,995,818.45,995,995,995,1,0,995,39,1,25,1,,995,995
2200257001013,2200257001013,220025700102,163.0187826,995,93.15359006,1,18,1,1,8,995,4,995,0,995,0.0,995,995,995,1,1,995,13,995,45,2,,995,1
2200046001002,2200046001001,220004600102,59.1234881,1,35.47409286,0,27,3,2,11,995,4,995,995,995,0.0,995,995,995,1,995,995,2,1,58,1,,995,30
2200198901001,2200198901001,220019890102,132.9265835,5,75.95804773,0,42,1,1,1,995,4,995,995,995,0.0,995,995,995,1,0,995,1,1,16,1,,995,995
2200257001015,2200257001015,220025700103,0.0,995,93.15359006,0,43,1,1,1,995,5,995,0,995,13.33333333,995,995,995,1,0,995,15,995,15,1,,995,1
2200122301036,2200122301035,220012230106,0.0,1,29.03863386,0,2,2,2,11,995,7,995,995,995,0.0,995,995,995,1,995,995,40,1,16,1,,995,30
2200198901021,2200198901021,220019890104,0.0,995,75.95804773,1,46,1,1,7,995,6,995,995,995,1067.15,995,995,995,1,0,995,22,995,22,1,,995,1
2200198901013,2200198901013,220019890104,0.0,995,75.95804773,0,18,2,1,1,995,6,995,995,995,43.75,995,995,995,1,1,995,14,995,8,2,,995,6
2200112801040,2200112801031,220011280107,0.0,3,0.0,0,27,995,1,4,995,2,995,0,995,0.0,995,995,995,995,1,995,40,1,19,2,,995,61
2200183001011,2200183001011,220018300101,845.4087018,995,483.0906868,0,28,3,1,7,995,3,995,0,995,8.766666667,995,995,995,1,0,995,11,995,10,1,,995,1
2200198901032,2200198901032,220019890106,132.9265835,995,75.95804773,1,57,1,1,7,995,1,995,995,995,938.75,995,995,995,1,0,995,33,995,13,1,,995,1
2200151801024,2200151801023,220015180106,271.1773728,1,162.7064237,0,57,3,3,11,995,2,995,995,995,19.3,995,995,2,1,0,995,32,1,54,1,,995,995
2200151801021,2200151801021,220015180105,271.1773728,995,162.7064237,0,2,4,1,1,995,1,995,995,995,0.016666667,995,995,2,1,0,995,28,995,50,1,,995,1
2200060701047,2200060701047,220006070106,1587.128157,1,906.9303753,0,39,3,2,11,995,3,995,0,995,0.0,995,995,995,1,0,995,51,1,29,1,,995,30
2200043001014,2200043001014,220004300105,50.96764312,995,29.1243675,0,21,3,1,8,995,1,995,995,995,7.116666667,995,995,995,1,995,995,14,995,5,1,,995,6
2200112801039,2200112801027,220011280106,0.0,3,0.0,0,6,995,1,8,995,1,995,0,995,0.0,995,995,995,995,0,995,34,1,35,1,,995,61
2200228701005,2200228701005,220022870102,67.91056169,995,33.95528085,0,44,2,1,6,995,4,995,995,995,1255.816667,995,995,995,1,995,995,5,995,6,1,,995,1
2200010501047,2200010501046,220001050105,0.0,3,492.3601658,0,41,2,2,11,995,5,995,995,995,11.36666667,995,995,2,1,0,995,49,3,38,1,,995,23
2200099101004,2200099101004,220009910102,0.0,995,1370.131838,0,26,1,1,1,995,5,995,995,995,0.0,995,995,995,1,1,995,4,995,38,2,,995,6
2200257001032,2200257001032,220025700106,163.0187826,995,93.15359006,0,48,1,1,6,995,1,995,0,995,13.66666667,995,995,995,1,1,995,32,995,18,2,,995,1
2200099101012,2200099101012,220009910103,0.0,995,0.0,0,49,3,1,7,995,6,995,995,995,24.03333333,995,995,995,0,0,995,12,995,33,1,,995,995
2200076801060,2200076801059,220007680106,0.0,1,0.0,0,37,3,2,11,995,1,995,0,995,0.0,995,995,995,1,0,995,65,1,58,1,,995,30
2200065501027,2200065501027,220006550105,0.0,995,47.625257,0,40,3,1,8,995,5,995,0,995,692.8666667,995,995,1,1,0,995,27,995,8,1,,995,6
2200144001014,2200144001014,220014400105,50.89898099,995,29.085132,0,31,2,1,12,1,1,995,995,1,93.43333333,995,995,995,1,995,995,14,995,2,1,22.0,995,49
2200228701012,2200228701012,220022870106,67.91056169,995,33.95528085,0,44,1,1,9,995,1,995,995,995,0.0,995,995,995,1,995,995,13,995,29,1,,995,1
2200197701003,2200197701001,220019770101,0.0,995,40.71824835,0,57,1,3,11,995,7,995,995,995,625.7833333,995,995,995,1,995,995,3,995,54,1,,995,1
2200130601019,2200130601018,220013060107,0.0,1,0.0,0,2,4,3,11,995,5,995,995,995,0.0,995,995,995,1,995,995,22,1,16,1,,995,30
2200076801050,2200076801050,220007680105,0.0,995,0.0,0,30,2,1,2,995,7,995,0,995,9.65,995,995,995,1,0,995,55,995,3,1,,995,1
2200112801022,2200112801021,220011280106,61.63010281,1,35.21720161,0,44,1,2,11,995,1,995,0,995,0.0,995,995,995,1,0,995,26,1,25,1,,995,23
2200258301011,2200258301011,220025830103,0.0,995,1925.829337,0,59,3,1,9,995,5,995,0,995,31.91666667,995,995,995,1,0,995,11,995,40,1,,995,1
2200012801027,2200012801027,220001280105,1163.731813,995,581.8659064,0,40,2,1,6,995,1,995,0,995,889.1,995,995,2,1,1,995,27,995,47,2,,995,6
2200183001053,2200183001053,220018300107,845.4087018,995,483.0906868,0,34,1,1,8,995,2,995,0,995,237.8666667,995,995,995,1,0,995,54,995,46,1,,995,1
2200076801047,2200076801046,220007680105,0.0,1,0.0,0,9,1,3,11,995,7,995,0,995,0.0,995,995,995,1,0,995,52,1,1,1,,995,995
2200257001038,2200257001038,220025700107,163.0187826,995,93.15359006,0,25,2,1,6,4,2,995,0,995,327.3833333,995,995,995,1,1,995,38,995,28,2,,995,36
2200065501033,2200065501033,220006550106,0.0,995,47.625257,0,56,4,1,9,995,6,995,0,995,8.833333333,995,995,1,1,0,995,33,995,31,1,,995,6
2200183001018,2200183001017,220018300101,845.4087018,997,483.0906868,0,46,1,2,11,995,3,995,0,995,0.0,1,995,995,1,0,995,18,1,58,1,,995,23
2200122301035,2200122301035,220012230106,0.0,995,29.03863386,0,39,1,1,8,995,7,995,995,995,28.01666667,995,995,995,1,995,995,39,995,38,1,,995,1
2200012801010,2200012801010,220001280102,0.0,995,581.8659064,0,2,1,1,1,995,5,995,0,995,61.46666667,995,995,2,1,0,995,10,995,17,2,,995,6
2200258301030,2200258301030,220025830107,0.0,995,0.0,1,14,1,1,6,995,2,995,1,995,8.75,995,995,995,1,1,995,30,995,43,4,,995,1
2200127601027,2200127601027,220012760105,0.0,995,41.27306269,0,6,1,1,6,995,7,995,995,995,36.8,995,995,1,1,0,995,27,995,4,1,,995,6
2200112801042,2200112801011,220011280103,0.0,1,0.0,0,21,995,3,11,995,5,995,0,995,261.9833333,995,995,995,995,0,995,15,1,35,1,,995,30
2200012801046,2200012801046,220001280107,0.0,995,0.0,0,43,3,1,10,995,3,995,0,995,45.05,995,995,2,1,1,995,46,995,31,2,,995,6
2200258301014,2200258301014,220025830103,0.0,995,1925.829337,0,57,4,1,6,995,5,995,1,995,1381.866667,995,995,995,1,1,995,14,995,0,4,,995,1
2200144001011,2200144001011,220014400103,0.0,995,29.085132,0,37,1,1,7,995,6,995,995,995,1401.583333,995,995,995,1,995,995,11,995,23,1,,995,1
2200076801056,2200076801054,220007680105,0.0,2,0.0,0,11,1,3,11,995,1,995,0,995,0.0,995,995,995,1,0,995,61,1,57,1,,995,995
2200144001043,2200144001019,220014400105,0.0,1,0.0,0,28,995,1,12,995,1,995,995,995,0.0,995,995,995,995,995,995,19,1,43,1,,995,23
2200257001024,2200257001024,220025700104,0.0,995,93.15359006,0,3,1,1,2,995,6,995,1,995,884.1833333,995,995,995,1,0,995,24,995,14,2,,995,1
2200183001025,2200183001025,220018300103,0.0,995,483.0906868,0,11,1,1,1,995,5,995,0,995,12.46666667,995,995,995,1,0,995,25,995,17,1,,995,1
2200043001011,2200043001011,220004300105,50.96764312,995,29.1243675,1,40,1,1,8,995,1,995,995,995,139.3833333,995,995,995,1,995,995,11,995,59,1,,995,1
2200181701003,2200181701003,220018170102,0.0,995,767.3282988,0,53,2,1,8,995,6,995,0,995,1172.083333,995,995,995,1,0,995,3,995,47,1,,995,1
2200112801009,2200112801009,220011280102,61.63010281,1,35.21720161,0,24,2,2,11,995,4,995,0,995,0.0,995,995,995,1,0,995,11,1,19,1,,995,30
2200144001001,2200144001001,220014400102,0.0,995,29.085132,0,1,1,1,2,995,5,995,995,995,0.0,995,995,995,1,995,995,1,995,55,1,,995,1
2200144001022,2200144001021,220014400105,50.89898099,1,29.085132,0,1,1,3,11,995,1,995,995,995,97.93333333,995,995,995,1,995,995,24,1,28,1,,995,995
2200010501046,2200010501046,220001050105,0.0,3,492.3601658,1,40,1,1,11,995,5,995,995,995,0.0,995,995,2,1,0,995,48,3,28,1,,995,995
2200112801004,2200112801004,220011280101,61.63010281,1,35.21720161,0,16,2,2,11,995,3,995,0,995,0.0,995,995,995,1,0,995,5,1,53,1,,995,30
2200012801025,2200012801025,220001280105,1163.731813,995,581.8659064,0,57,1,1,6,995,1,995,0,995,107.4833333,995,995,2,1,1,995,25,995,26,2,,995,6
2200010501014,2200010501014,220001050101,861.6302902,3,492.3601658,0,32,1,1,10,995,1,995,995,995,955.3166667,995,995,2,1,0,995,15,3,36,1,,995,995
2200198901009,2200198901008,220019890103,0.0,1,75.95804773,0,20,3,2,11,995,5,995,995,995,0.0,995,995,995,1,0,995,9,1,43,1,,995,58
2200279801007,2200279801007,220027980101,0.0,995,0.0,0,8,1,1,12,995,7,995,995,995,13.6,995,995,995,0,995,995,7,995,59,1,,995,995
2200258901036,2200258901036,220025890107,738.5996119,995,422.0569211,0,38,3,1,9,995,1,995,0,995,20.55,995,995,995,1,0,995,40,995,58,1,,995,34
