condo_number,bldg_class,total,average,count
100385.0,R4,0.0,0.0,2
,K2,0.0,0.0,2
400713.0,RP,0.0,0.0,1
101902.0,R4,0.0,0.0,10
,P7,0.0,0.0,2
100308.0,RB,0.0,0.0,1
100308.0,R4,0.0,0.0,119
100313.0,R4,0.0,0.0,14
101623.0,R4,0.0,0.0,11
,O4,0.0,0.0,2
