issuer_squad,violation_legal_code,violation_description,law_section,sub_division,date_first_observed,issuing_agency
0.0,,,408,C,0,P
0.0,,,408,D5,0,P
0.0,,,408,F1,0,P
0.0,,,408,E2,0,P
0.0,,,408,A1,0,P
0.0,,,408,K6,0,P
0.0,,,408,E2,0,P
0.0,,,408,E2,0,P
0.0,,,408,D5,0,P
0.0,,,408,E2,0,P
