floor_id,floor_id_1,item_detail,floor_kva,floor_kw,total_item_quantity
0,0,'',0,0,7738.0
0,0,'8/16',0,0,146.0
0,0,'4/3 riser',0,0,146.0
0,0,"'(1) 200A, (3) 100A'",0,0,584.0
0,0,'3 #2 awg',0,0,146.0
0,0,'30 amps for fire alarm',0,0,146.0
FFC09EAC-F153-E911-8120-005056B627E4,FFC09EAC-F153-E911-8120-005056B627E4,'',0,0,98.0
0,0,'1 X 2400A',0,0,146.0
0,0,'St Johnson',0,0,146.0
0,0,"'3x#6,3x#10,2x2x#10'",0,0,584.0
0,0,'#3AWG',0,0,2190.0
0,0,'3#2',0,0,146.0
DE7F7D43-0568-E811-8119-005056B627E6,DE7F7D43-0568-E811-8119-005056B627E6,'',0,0,14968.0
FF0E544E-A0FF-E811-811C-005056B627E4,FF0E544E-A0FF-E811-811C-005056B627E4,'',0,0,56.0
0,0,"'1 #6 SER , 1 #6 FED'",0,0,292.0
0,0,'100 amp',0,0,292.0
0,0,'30 circuits',0,0,146.0
0,0,'42 circuit breaker panels',0,0,584.0
FFC3AABE-8D55-E911-8120-005056B627E4,FFC3AABE-8D55-E911-8120-005056B627E4,'',0,153,497.0
0,0,'3@10 1@8',0,0,146.0
0,0,'45 amps',0,0,146.0
0,0,'24 pole 125A',0,0,146.0
0,0,'60 CKT',0,0,292.0
0,0,"'3x#6,3x3x#10'",0,0,584.0
0,0,'1 SET OF 3/O',0,0,146.0
690C9775-5721-E811-8117-005056B627E4,690C9775-5721-E811-8117-005056B627E4,'',0,0,20.0
D77CDDDF-3AC7-E811-811B-005056B627E4,D77CDDDF-3AC7-E811-811B-005056B627E4,'',0,0,205.0
FFD511FC-252A-E811-8117-005056B627E4,FFD511FC-252A-E811-8117-005056B627E4,'',0,0,157.0
0,0,'4/000',0,0,146.0
FFEC446D-ED44-E811-8117-005056B627E4,FFEC446D-ED44-E811-8117-005056B627E4,'',0,0,47.0
0,0,'2@30A',0,0,292.0
00176498-4302-E911-811C-005056B627E4,00176498-4302-E911-811C-005056B627E4,'',0,0,144.0
0,0,'1-100 amps',0,0,146.0
3A934D7E-5D22-E811-8117-005056B627E4,3A934D7E-5D22-E811-8117-005056B627E4,'',0,0,8.0
0,0,"'36sets2/0, 3sets3/0, 4 sets4/0'",0,0,6278.0
0,0,'3-#6 & 1-#8G',0,0,292.0
BF3D7914-FADD-E811-811A-005056B627E6,BF3D7914-FADD-E811-811A-005056B627E6,'',20,0,251.0
FF90011B-0D52-E911-8120-005056B627E4,FF90011B-0D52-E911-8120-005056B627E4,'',0,0,169.0
0,0,'1 - 20 circ.',0,0,146.0
002BF73A-F319-E911-811D-8CFAEDA547D3,002BF73A-F319-E911-811D-8CFAEDA547D3,'',0,0,93.0
FF9E8962-17DD-E811-811A-005056B627E6,FF9E8962-17DD-E811-811A-005056B627E6,'',0,0,160.0
0,0,"'2@20AMP, 1@15AMP'",0,0,146.0
F78C27F6-0B5A-E911-8120-005056B627E6,F78C27F6-0B5A-E911-8120-005056B627E6,'',0,0,146.0
91BCA85D-7C21-E811-8117-005056B627E4,91BCA85D-7C21-E811-8117-005056B627E4,'',0,0,29.0
0,0,'24-circuit',0,0,730.0
190FF191-3F17-E811-8117-005056B627E4,190FF191-3F17-E811-8117-005056B627E4,'',0,0,484.0
