endcity,total_gross_weight_by_endcity
MANHATTAN,1209277.0
Queens,89900.0
Bronx,131600.0
BROOKLYN,532158.0
MASPETH,63300.0
brooklyn,53080.0
THE BRONX,119000.0
,1006036.0
New York,135950.0
Brooklyn,160080.0
Staten Island,67000.0
