work_id,item_detail,item_quantity,work_description,floor_id,floor_outlets,sign_sq_footage,fee_amount,floor_kw
0017299E-3F17-E811-8117-005056B627E4,'',242.0,Floor Descriptions,190FF191-3F17-E811-8117-005056B627E4,55,0,60.5,0
0017299E-3F17-E811-8117-005056B627E4,'',242.0,Floor Descriptions,190FF191-3F17-E811-8117-005056B627E4,55,0,60.5,0
003D98CE-2B2E-E911-811E-005056B627E6,'#3AWG',15.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,2280.0,0
003D98CE-2B2E-E911-811E-005056B627E6,'#3AWG',15.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,1935.0,0
003D98CE-2B2E-E911-811E-005056B627E6,'#3AWG',15.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,1200.0,0
00086258-6E46-E911-8120-005056B627E4,'42 circuit breaker panels',4.0,Panels,0,0,0,2280.0,0
00086258-6E46-E911-8120-005056B627E4,'42 circuit breaker panels',4.0,Panels,0,0,0,1935.0,0
00086258-6E46-E911-8120-005056B627E4,'42 circuit breaker panels',4.0,Panels,0,0,0,1200.0,0
0094CA44-FADD-E811-811A-005056B627E6,'',251.0,Floor Descriptions,BF3D7914-FADD-E811-811A-005056B627E6,80,0,62.75,0
013ACB35-B7FB-E711-8116-005056B627E6,'3#2',1.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,2280.0,0
013ACB35-B7FB-E711-8116-005056B627E6,'3#2',1.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,1935.0,0
013ACB35-B7FB-E711-8116-005056B627E6,'3#2',1.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,1200.0,0
000BCB9A-BCED-E811-811A-005056B627E6,'3@10 1@8',1.0,Service Switches,0,0,0,2280.0,0
000BCB9A-BCED-E811-811A-005056B627E6,'3@10 1@8',1.0,Service Switches,0,0,0,1935.0,0
000BCB9A-BCED-E811-811A-005056B627E6,'3@10 1@8',1.0,Service Switches,0,0,0,1200.0,0
01176498-4302-E911-811C-005056B627E4,'',72.0,Floor Descriptions,00176498-4302-E911-811C-005056B627E4,60,0,18.0,0
01176498-4302-E911-811C-005056B627E4,'',72.0,Floor Descriptions,00176498-4302-E911-811C-005056B627E4,60,0,18.0,0
00080E73-398A-E811-811A-005056B627E4,'3-#6 & 1-#8G',2.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,2280.0,0
00080E73-398A-E811-811A-005056B627E4,'3-#6 & 1-#8G',2.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,1935.0,0
00080E73-398A-E811-811A-005056B627E4,'3-#6 & 1-#8G',2.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,1200.0,0
006E1696-565D-E911-8120-005056B627E6,"'3x#6,3x#10,2x2x#10'",4.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,2280.0,0
006E1696-565D-E911-8120-005056B627E6,"'3x#6,3x#10,2x2x#10'",4.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,1935.0,0
006E1696-565D-E911-8120-005056B627E6,"'3x#6,3x#10,2x2x#10'",4.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,1200.0,0
00A6347E-0D45-E911-8120-005056B627E4,'',29.0,Panels,0,0,0,2280.0,0
00A6347E-0D45-E911-8120-005056B627E4,'',29.0,Panels,0,0,0,1935.0,0
00A6347E-0D45-E911-8120-005056B627E4,'',29.0,Panels,0,0,0,1200.0,0
0100691A-79BB-E811-811A-005056B627E6,'45 amps',1.0,Service Switches,0,0,0,2280.0,0
0100691A-79BB-E811-811A-005056B627E6,'45 amps',1.0,Service Switches,0,0,0,1935.0,0
0100691A-79BB-E811-811A-005056B627E6,'45 amps',1.0,Service Switches,0,0,0,1200.0,0
000B46FA-1502-E911-811C-005056B627E4,'24-circuit',5.0,Panels,0,0,0,2280.0,0
000B46FA-1502-E911-811C-005056B627E4,'24-circuit',5.0,Panels,0,0,0,1935.0,0
000B46FA-1502-E911-811C-005056B627E4,'24-circuit',5.0,Panels,0,0,0,1200.0,0
003A2ACF-6A2C-E811-8117-005056B627E4,'St Johnson',1.0,Boiler Controls,0,0,0,2280.0,0
003A2ACF-6A2C-E811-8117-005056B627E4,'St Johnson',1.0,Boiler Controls,0,0,0,1935.0,0
003A2ACF-6A2C-E811-8117-005056B627E4,'St Johnson',1.0,Boiler Controls,0,0,0,1200.0,0
006A58EA-56E8-E811-811A-005056B627E6,'1 X 2400A',1.0,Service Switches,0,0,0,2280.0,0
006A58EA-56E8-E811-811A-005056B627E6,'1 X 2400A',1.0,Service Switches,0,0,0,1935.0,0
006A58EA-56E8-E811-811A-005056B627E6,'1 X 2400A',1.0,Service Switches,0,0,0,1200.0,0
009ECB8A-6F49-E811-8117-005056B627E4,'100 amp',2.0,Service Switches,0,0,0,2280.0,0
009ECB8A-6F49-E811-8117-005056B627E4,'100 amp',2.0,Service Switches,0,0,0,1935.0,0
009ECB8A-6F49-E811-8117-005056B627E4,'100 amp',2.0,Service Switches,0,0,0,1200.0,0
00C09DF4-D2F7-E811-811B-005056B627E4,'24 pole 125A',1.0,Panels,0,0,0,2280.0,0
00C09DF4-D2F7-E811-811B-005056B627E4,'24 pole 125A',1.0,Panels,0,0,0,1935.0,0
00C09DF4-D2F7-E811-811B-005056B627E4,'24 pole 125A',1.0,Panels,0,0,0,1200.0,0
01027011-A116-E811-8117-005056B627E4,'2@30A',2.0,Service Switches,0,0,0,2280.0,0
01027011-A116-E811-8117-005056B627E4,'2@30A',2.0,Service Switches,0,0,0,1935.0,0
01027011-A116-E811-8117-005056B627E4,'2@30A',2.0,Service Switches,0,0,0,1200.0,0
011C487D-E341-E911-811F-005056B627E6,'',1.0,Service Switches,0,0,0,2280.0,0
011C487D-E341-E911-811F-005056B627E6,'',1.0,Service Switches,0,0,0,1935.0,0
011C487D-E341-E911-811F-005056B627E6,'',1.0,Service Switches,0,0,0,1200.0,0
0010DA2B-5921-E811-8117-005056B627E4,'',20.0,Floor Descriptions,690C9775-5721-E811-8117-005056B627E4,15,0,5.0,0
00C1381B-DC17-E811-8117-005056B627E4,"'3x#6,3x3x#10'",4.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,2280.0,0
00C1381B-DC17-E811-8117-005056B627E4,"'3x#6,3x3x#10'",4.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,1935.0,0
00C1381B-DC17-E811-8117-005056B627E4,"'3x#6,3x3x#10'",4.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,1200.0,0
00C4AABE-8D55-E911-8120-005056B627E4,'',497.0,Floor Descriptions,FFC3AABE-8D55-E911-8120-005056B627E4,460,0,124.25,153
00F962A4-580B-E811-8117-005056B627E4,'30 circuits',1.0,Panels,0,0,0,2280.0,0
00F962A4-580B-E811-8117-005056B627E4,'30 circuits',1.0,Panels,0,0,0,1935.0,0
00F962A4-580B-E811-8117-005056B627E4,'30 circuits',1.0,Panels,0,0,0,1200.0,0
010745B3-030D-E911-811C-005056B627E4,'4/3 riser',1.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,2280.0,0
010745B3-030D-E911-811C-005056B627E4,'4/3 riser',1.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,1935.0,0
010745B3-030D-E911-811C-005056B627E4,'4/3 riser',1.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,1200.0,0
008D27F6-0B5A-E911-8120-005056B627E6,'',146.0,Floor Descriptions,F78C27F6-0B5A-E911-8120-005056B627E6,156,0,36.5,0
00A989F5-81A0-E811-811B-005056B627E4,'1-100 amps',1.0,Service Switches,0,0,0,2280.0,0
00A989F5-81A0-E811-811B-005056B627E4,'1-100 amps',1.0,Service Switches,0,0,0,1935.0,0
00A989F5-81A0-E811-811B-005056B627E4,'1-100 amps',1.0,Service Switches,0,0,0,1200.0,0
00C19EAC-F153-E911-8120-005056B627E4,'',98.0,Floor Descriptions,FFC09EAC-F153-E911-8120-005056B627E4,108,0,24.5,0
