work_id,item_detail,item_quantity,work_description,floor_id,floor_outlets,sign_sq_footage,fee_amount,floor_kw
012BC4C4-C0A0-E811-811B-005056B627E4,'',1.0,Panels,0,0,0,2280.0,0
012BC4C4-C0A0-E811-811B-005056B627E4,'',1.0,Panels,0,0,0,1935.0,0
012BC4C4-C0A0-E811-811B-005056B627E4,'',1.0,Panels,0,0,0,1200.0,0
006B5383-4B79-E811-811A-005056B627E4,"'36sets2/0, 3sets3/0, 4 sets4/0'",43.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,2280.0,0
006B5383-4B79-E811-811A-005056B627E4,"'36sets2/0, 3sets3/0, 4 sets4/0'",43.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,1935.0,0
006B5383-4B79-E811-811A-005056B627E4,"'36sets2/0, 3sets3/0, 4 sets4/0'",43.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,1200.0,0
012BF73A-F319-E911-811D-8CFAEDA547D3,'',93.0,Floor Descriptions,002BF73A-F319-E911-811D-8CFAEDA547D3,101,0,23.25,0
0027432C-F231-E811-8117-005056B627E4,"'2@20AMP, 1@15AMP'",1.0,Panels,0,0,0,2280.0,0
0027432C-F231-E811-8117-005056B627E4,"'2@20AMP, 1@15AMP'",1.0,Panels,0,0,0,1935.0,0
0027432C-F231-E811-8117-005056B627E4,"'2@20AMP, 1@15AMP'",1.0,Panels,0,0,0,1200.0,0
007820A2-0668-E811-8119-005056B627E6,'',3742.0,Floor Descriptions,DE7F7D43-0568-E811-8119-005056B627E6,482,0,935.5,0
007820A2-0668-E811-8119-005056B627E6,'',3742.0,Floor Descriptions,DE7F7D43-0568-E811-8119-005056B627E6,482,0,935.5,0
007820A2-0668-E811-8119-005056B627E6,'',3742.0,Floor Descriptions,DE7F7D43-0568-E811-8119-005056B627E6,482,0,935.5,0
0083AC4F-B9CC-E811-811B-005056B627E4,'',18.0,Panels,0,0,0,2280.0,0
0083AC4F-B9CC-E811-811B-005056B627E4,'',18.0,Panels,0,0,0,1935.0,0
0083AC4F-B9CC-E811-811B-005056B627E4,'',18.0,Panels,0,0,0,1200.0,0
00B19FB8-2294-E811-8119-005056B627E6,'',4.0,Panels,0,0,0,2280.0,0
00B19FB8-2294-E811-8119-005056B627E6,'',4.0,Panels,0,0,0,1935.0,0
00B19FB8-2294-E811-8119-005056B627E6,'',4.0,Panels,0,0,0,1200.0,0
000FE78B-5164-E811-8119-005056B627E4,"'(1) 200A, (3) 100A'",4.0,Panels,0,0,0,2280.0,0
000FE78B-5164-E811-8119-005056B627E4,"'(1) 200A, (3) 100A'",4.0,Panels,0,0,0,1935.0,0
000FE78B-5164-E811-8119-005056B627E4,"'(1) 200A, (3) 100A'",4.0,Panels,0,0,0,1200.0,0
0091011B-0D52-E911-8120-005056B627E4,'',169.0,Floor Descriptions,FF90011B-0D52-E911-8120-005056B627E4,177,0,42.25,0
0095562C-3BC7-E811-811B-005056B627E4,'',205.0,Floor Descriptions,D77CDDDF-3AC7-E811-811B-005056B627E4,87,0,51.25,0
00D611FC-252A-E811-8117-005056B627E4,'',157.0,Floor Descriptions,FFD511FC-252A-E811-8117-005056B627E4,59,0,39.25,0
000F544E-A0FF-E811-811C-005056B627E4,'',28.0,Floor Descriptions,FF0E544E-A0FF-E811-811C-005056B627E4,10,0,7.0,0
000F544E-A0FF-E811-811C-005056B627E4,'',28.0,Floor Descriptions,FF0E544E-A0FF-E811-811C-005056B627E4,10,0,7.0,0
005765AE-5D22-E811-8117-005056B627E4,'',8.0,Floor Descriptions,3A934D7E-5D22-E811-8117-005056B627E4,18,0,2.0,0
005AB596-3934-E811-8117-005056B627E4,"'1 #6 SER , 1 #6 FED'",2.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,2280.0,0
005AB596-3934-E811-8117-005056B627E4,"'1 #6 SER , 1 #6 FED'",2.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,1935.0,0
005AB596-3934-E811-8117-005056B627E4,"'1 #6 SER , 1 #6 FED'",2.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,1200.0,0
00F63F75-1201-E811-8116-005056B627E6,'3 #2 awg',1.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,2280.0,0
00F63F75-1201-E811-8116-005056B627E6,'3 #2 awg',1.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,1935.0,0
00F63F75-1201-E811-8116-005056B627E6,'3 #2 awg',1.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,1200.0,0
0064AD01-0440-E911-811F-005056B627E6,'4/000',1.0,Service Switches,0,0,0,2280.0,0
0064AD01-0440-E911-811F-005056B627E6,'4/000',1.0,Service Switches,0,0,0,1935.0,0
0064AD01-0440-E911-811F-005056B627E6,'4/000',1.0,Service Switches,0,0,0,1200.0,0
00683452-2EFE-E811-811B-005056B627E4,'30 amps for fire alarm',1.0,Service Switches,0,0,0,2280.0,0
00683452-2EFE-E811-811B-005056B627E4,'30 amps for fire alarm',1.0,Service Switches,0,0,0,1935.0,0
00683452-2EFE-E811-811B-005056B627E4,'30 amps for fire alarm',1.0,Service Switches,0,0,0,1200.0,0
007E1374-7C21-E811-8117-005056B627E4,'',29.0,Floor Descriptions,91BCA85D-7C21-E811-8117-005056B627E4,13,0,7.25,0
0022955F-B9E1-E711-8116-005056B627E6,'8/16',1.0,Panels,0,0,0,2280.0,0
0022955F-B9E1-E711-8116-005056B627E6,'8/16',1.0,Panels,0,0,0,1935.0,0
0022955F-B9E1-E711-8116-005056B627E6,'8/16',1.0,Panels,0,0,0,1200.0,0
00ED446D-ED44-E811-8117-005056B627E4,'',47.0,Floor Descriptions,FFEC446D-ED44-E811-8117-005056B627E4,57,0,11.75,0
009000AC-5D7A-E811-811A-005056B627E4,'60 CKT',2.0,Panels,0,0,0,2280.0,0
009000AC-5D7A-E811-811A-005056B627E4,'60 CKT',2.0,Panels,0,0,0,1935.0,0
009000AC-5D7A-E811-811A-005056B627E4,'60 CKT',2.0,Panels,0,0,0,1200.0,0
009F8962-17DD-E811-811A-005056B627E6,'',160.0,Floor Descriptions,FF9E8962-17DD-E811-811A-005056B627E6,2,0,40.0,0
00D10360-6CEF-E811-811A-005056B627E6,'1 - 20 circ.',1.0,Panels,0,0,0,2280.0,0
00D10360-6CEF-E811-811A-005056B627E6,'1 - 20 circ.',1.0,Panels,0,0,0,1935.0,0
00D10360-6CEF-E811-811A-005056B627E6,'1 - 20 circ.',1.0,Panels,0,0,0,1200.0,0
00FC7EA4-C194-E811-8119-005056B627E6,'1 SET OF 3/O',1.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,2280.0,0
00FC7EA4-C194-E811-8119-005056B627E6,'1 SET OF 3/O',1.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,1935.0,0
00FC7EA4-C194-E811-8119-005056B627E6,'1 SET OF 3/O',1.0,Service Entrance and Feeder Conductors. List Each Set,0,0,0,1200.0,0
