program_code,t2_program_code,site_id,t3_site_id,program_name,t4_program_name,location_1,t5_location_1,location_2,t6_location_2,class_instructional_support_score,strong_family_community_ties_survey_percent_positive,class_classroom_organization_score,class_instructional_support_rating,rank,dense_rank
15K118,15K118,14K297,14K297,The Maurice Sendak Community School,The Maurice Sendak Community School,211 8th Street,211 8th Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}",3.4,0.98,6.7,3.0,1,1
15K118,15K118,14K297,14K297,The Maurice Sendak Community School,The Maurice Sendak Community School,211 8th Street,211 8th Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}",3.4,0.98,6.7,2.0,1,1
15K230,15K230,15K024,15K024,P.S. 230 Doris L. Cohen,P.S. 230 Doris L. Cohen,1 Albemarle Road,1 Albemarle Road,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11218""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11218""}'}",4.2,0.96,6.9,2.0,1,1
15K230,15K230,15K024,15K024,P.S. 230 Doris L. Cohen,P.S. 230 Doris L. Cohen,1 Albemarle Road,1 Albemarle Road,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11218""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11218""}'}",4.2,0.96,6.9,3.0,1,1
22KBQU,22KBQU,KBPL,KBPL,KESHET LEARNING CENTER,KESHET LEARNING CENTER,1612 Quentin Road,1612 Quentin Road,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11229""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11229""}'}",2.7,0.99,6.3,,1,1
22KBQU,22KBQU,KBPL,KBPL,KESHET LEARNING CENTER,KESHET LEARNING CENTER,1612 Quentin Road,1612 Quentin Road,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11229""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11229""}'}",2.7,0.99,6.3,2.0,1,1
25Q129,25Q129,23K599,23K599,P.S. 129 Patricia Larkin,P.S. 129 Patricia Larkin,128-02 7 Avenue,128-02 7 Avenue,"{'human_address': '{""address"": """", ""city"": ""COLLEGE POINT"", ""state"": ""NY"", ""zip"": ""11356""}'}","{'human_address': '{""address"": """", ""city"": ""COLLEGE POINT"", ""state"": ""NY"", ""zip"": ""11356""}'}",3.9,0.96,6.6,3.0,1,1
28Q174,28Q174,27Q097,27Q097,P.S. 174 William Sidney Mount,P.S. 174 William Sidney Mount,65-10 Dieterle Crescent,65-10 Dieterle Crescent,"{'human_address': '{""address"": """", ""city"": ""REGO PARK"", ""state"": ""NY"", ""zip"": ""11374""}'}","{'human_address': '{""address"": """", ""city"": ""REGO PARK"", ""state"": ""NY"", ""zip"": ""11374""}'}",3.8,0.92,6.7,3.0,1,1
26Q221,26Q221,25Q107,25Q107,P.S. 221 The North Hills School,P.S. 221 The North Hills School,57-40 Marathon Parkway,57-40 Marathon Parkway,"{'human_address': '{""address"": """", ""city"": ""LITTLE NECK"", ""state"": ""NY"", ""zip"": ""11362""}'}","{'human_address': '{""address"": """", ""city"": ""LITTLE NECK"", ""state"": ""NY"", ""zip"": ""11362""}'}",,,,,1,1
31R036,31R036,30Q017,30Q017,P.S. 36 J. C. Drumgoole,P.S. 36 J. C. Drumgoole,255 Ionia Avenue,255 Ionia Avenue,"{'human_address': '{""address"": """", ""city"": ""Staten Island"", ""state"": ""NY"", ""zip"": ""10312""}'}","{'human_address': '{""address"": """", ""city"": ""Staten Island"", ""state"": ""NY"", ""zip"": ""10312""}'}",3.7,0.96,6.3,4.0,1,1
31R036,31R036,30Q017,30Q017,P.S. 36 J. C. Drumgoole,P.S. 36 J. C. Drumgoole,255 Ionia Avenue,255 Ionia Avenue,"{'human_address': '{""address"": """", ""city"": ""Staten Island"", ""state"": ""NY"", ""zip"": ""10312""}'}","{'human_address': '{""address"": """", ""city"": ""Staten Island"", ""state"": ""NY"", ""zip"": ""10312""}'}",3.7,0.96,6.3,3.0,1,1
15KBYJ,15KBYJ,KBWQ,KBWQ,"Al Madinah School, Inc.","Al Madinah School, Inc.",383 3rd Avenue,383 3rd Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}",2.2,0.9,6.0,4.0,1,1
15KBYJ,15KBYJ,KBWQ,KBWQ,"Al Madinah School, Inc.","Al Madinah School, Inc.",383 3rd Avenue,383 3rd Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}",2.2,0.9,6.0,,1,1
15KBYJ,15KBYJ,KBWQ,KBWQ,"Al Madinah School, Inc.","Al Madinah School, Inc.",383 3rd Avenue,383 3rd Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}",2.2,0.9,6.0,2.0,1,1
15KBYJ,15KBYJ,KBWQ,KBWQ,"Al Madinah School, Inc.","Al Madinah School, Inc.",383 3rd Avenue,383 3rd Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}",2.2,0.9,6.0,2.0,1,1
15KBYJ,15KBYJ,KBWQ,KBWQ,"Al Madinah School, Inc.","Al Madinah School, Inc.",383 3rd Avenue,383 3rd Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}",2.2,0.9,6.0,2.0,1,1
15KBYJ,15KBYJ,KBWQ,KBWQ,"Al Madinah School, Inc.","Al Madinah School, Inc.",383 3rd Avenue,383 3rd Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}",2.2,0.9,6.0,3.0,1,1
15KBYJ,15KBYJ,KBWQ,KBWQ,"Al Madinah School, Inc.","Al Madinah School, Inc.",383 3rd Avenue,383 3rd Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11215""}'}",2.2,0.9,6.0,2.0,1,1
20KBPY,20KBPY,KBON,KBON,Smart Start Early Childhood Center,Smart Start Early Childhood Center,8411 Fort Hamilton Parkway,8411 Fort Hamilton Parkway,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11209""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11209""}'}",2.8,0.94,5.8,2.0,1,1
20KBPY,20KBPY,KBON,KBON,Smart Start Early Childhood Center,Smart Start Early Childhood Center,8411 Fort Hamilton Parkway,8411 Fort Hamilton Parkway,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11209""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11209""}'}",2.8,0.94,5.8,3.0,1,1
20KBPY,20KBPY,KBON,KBON,Smart Start Early Childhood Center,Smart Start Early Childhood Center,8411 Fort Hamilton Parkway,8411 Fort Hamilton Parkway,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11209""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11209""}'}",2.8,0.94,5.8,3.0,1,1
20KBPY,20KBPY,KBON,KBON,Smart Start Early Childhood Center,Smart Start Early Childhood Center,8411 Fort Hamilton Parkway,8411 Fort Hamilton Parkway,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11209""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11209""}'}",2.8,0.94,5.8,2.0,1,1
22KBFD,22KBFD,KAXC,KAXC,Saint Marks,Saint Marks,2017 Beverley Road,2017 Beverley Road,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11226""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11226""}'}",2.9,0.92,5.6,3.0,1,1
22KBFD,22KBFD,KAXC,KAXC,Saint Marks,Saint Marks,2017 Beverley Road,2017 Beverley Road,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11226""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11226""}'}",2.9,0.92,5.6,2.0,1,1
22KBFD,22KBFD,KAXC,KAXC,Saint Marks,Saint Marks,2017 Beverley Road,2017 Beverley Road,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11226""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11226""}'}",2.9,0.92,5.6,3.0,1,1
09X073,09X073,08X392,08X392,P.S. 73 Bronx,P.S. 73 Bronx,1020 Anderson Avenue,1020 Anderson Avenue,"{'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10452""}'}","{'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10452""}'}",2.3,0.94,6.1,2.0,1,1
14KBMA,14KBMA,KBJP,KBJP,Tiferes Bnos,Tiferes Bnos,80 Skillman Street,80 Skillman Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11205""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11205""}'}",3.8,1.0,6.3,,1,1
14KBMA,14KBMA,KBJP,KBJP,Tiferes Bnos,Tiferes Bnos,80 Skillman Street,80 Skillman Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11205""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11205""}'}",3.8,1.0,6.3,3.0,1,1
21KABN,21KABN,31R057,31R057,Barkai Yeshivah,Barkai Yeshivah,5302 21st Avenue,5302 21st Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11204""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11204""}'}",1.8,1.0,5.1,2.0,1,1
21KABN,21KABN,31R057,31R057,Barkai Yeshivah,Barkai Yeshivah,5302 21st Avenue,5302 21st Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11204""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11204""}'}",1.8,1.0,5.1,2.0,1,1
21KABN,21KABN,31R057,31R057,Barkai Yeshivah,Barkai Yeshivah,5302 21st Avenue,5302 21st Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11204""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11204""}'}",1.8,1.0,5.1,,1,1
21KABN,21KABN,31R057,31R057,Barkai Yeshivah,Barkai Yeshivah,5302 21st Avenue,5302 21st Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11204""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11204""}'}",1.8,1.0,5.1,1.0,1,1
21KABN,21KABN,31R057,31R057,Barkai Yeshivah,Barkai Yeshivah,5302 21st Avenue,5302 21st Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11204""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11204""}'}",1.8,1.0,5.1,,1,1
29Q136,29Q136,27Q316,27Q316,P.S. 136 Roy Wilkins,P.S. 136 Roy Wilkins,201-15 115th Avenue,201-15 115th Avenue,"{'human_address': '{""address"": """", ""city"": ""SAINT ALBANS"", ""state"": ""NY"", ""zip"": ""11412""}'}","{'human_address': '{""address"": """", ""city"": ""SAINT ALBANS"", ""state"": ""NY"", ""zip"": ""11412""}'}",2.9,0.99,4.9,2.0,1,1
10X023,10X023,09X236,09X236,P.S. 23 The New Children's School,P.S. 23 The New Children's School,2151 Washington Avenue,2151 Washington Avenue,"{'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10457""}'}","{'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10457""}'}",4.3,0.97,6.9,3.0,1,1
10X023,10X023,09X236,09X236,P.S. 23 The New Children's School,P.S. 23 The New Children's School,2151 Washington Avenue,2151 Washington Avenue,"{'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10457""}'}","{'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10457""}'}",4.3,0.97,6.9,,1,1
10X023,10X023,09X236,09X236,P.S. 23 The New Children's School,P.S. 23 The New Children's School,2151 Washington Avenue,2151 Washington Avenue,"{'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10457""}'}","{'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10457""}'}",4.3,0.97,6.9,3.0,1,1
10X023,10X023,09X236,09X236,P.S. 23 The New Children's School,P.S. 23 The New Children's School,2151 Washington Avenue,2151 Washington Avenue,"{'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10457""}'}","{'human_address': '{""address"": """", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10457""}'}",4.3,0.97,6.9,3.0,1,1
14KABG,14KABG,31R056,31R056,Yeshiva Jesode Hatorah,Yeshiva Jesode Hatorah,563 Bedford Avenue,563 Bedford Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11211""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11211""}'}",2.3,0.98,5.4,2.0,1,1
17KBJH,17KBJH,KBAZ,KBAZ,All My Children Day Care 10,All My Children Day Care 10,420 Lefferts Avenue,420 Lefferts Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11225""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11225""}'}",2.5,0.92,5.2,2.0,1,1
17KBJH,17KBJH,KBAZ,KBAZ,All My Children Day Care 10,All My Children Day Care 10,420 Lefferts Avenue,420 Lefferts Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11225""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11225""}'}",2.5,0.92,5.2,2.0,1,1
17KBJH,17KBJH,KBAZ,KBAZ,All My Children Day Care 10,All My Children Day Care 10,420 Lefferts Avenue,420 Lefferts Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11225""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11225""}'}",2.5,0.92,5.2,2.0,1,1
24Q102,24Q102,22K361,22K361,P.S. 102 Bayview,P.S. 102 Bayview,55-24 Van Horn Street,55-24 Van Horn Street,"{'human_address': '{""address"": """", ""city"": ""ELMHURST"", ""state"": ""NY"", ""zip"": ""11373""}'}","{'human_address': '{""address"": """", ""city"": ""ELMHURST"", ""state"": ""NY"", ""zip"": ""11373""}'}",3.4,0.97,6.6,3.0,1,1
30QAYI,30QAYI,QBGI,QBGI,Brite Adventure Center (30th Avenue),Brite Adventure Center (30th Avenue),4922 30 Avenue,4922 30 Avenue,"{'human_address': '{""address"": """", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": ""11377""}'}","{'human_address': '{""address"": """", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": ""11377""}'}",2.1,0.92,5.6,2.0,1,1
13KCQE,13KCQE,MACU,MACU,Stuyvesant Heights Day Care/New Vision One,Stuyvesant Heights Day Care/New Vision One,69 Macdonough Street,69 Macdonough Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11216""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11216""}'}",3.1,0.96,6.3,4.0,1,1
13KCQE,13KCQE,MACU,MACU,Stuyvesant Heights Day Care/New Vision One,Stuyvesant Heights Day Care/New Vision One,69 Macdonough Street,69 Macdonough Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11216""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11216""}'}",3.1,0.96,6.3,2.0,1,1
22K193,22K193,21K100,21K100,P.S. 193 Gil Hodges,P.S. 193 Gil Hodges,2515 Avenue L,2515 Avenue L,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11210""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11210""}'}",3.2,0.95,6.9,2.0,1,1
23K178,23K178,22K194,22K194,P.S. 178 Saint Clair Mckelway,P.S. 178 Saint Clair Mckelway,2163 Dean Street,2163 Dean Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11233""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11233""}'}",,0.96,,2.0,1,1
23K178,23K178,22K194,22K194,P.S. 178 Saint Clair Mckelway,P.S. 178 Saint Clair Mckelway,2163 Dean Street,2163 Dean Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11233""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11233""}'}",,0.96,,2.0,1,1
23K178,23K178,22K194,22K194,P.S. 178 Saint Clair Mckelway,P.S. 178 Saint Clair Mckelway,2163 Dean Street,2163 Dean Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11233""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11233""}'}",,0.96,,2.0,1,1
23K178,23K178,22K194,22K194,P.S. 178 Saint Clair Mckelway,P.S. 178 Saint Clair Mckelway,2163 Dean Street,2163 Dean Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11233""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11233""}'}",,0.96,,,1,1
17KBOL,17KBOL,KBMB,KBMB,"PHEBEANA PRESCHOOL, INC.","PHEBEANA PRESCHOOL, INC.",160 Parkside Avenue,160 Parkside Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11226""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11226""}'}",4.2,0.94,6.9,3.0,1,1
17KBOL,17KBOL,KBMB,KBMB,"PHEBEANA PRESCHOOL, INC.","PHEBEANA PRESCHOOL, INC.",160 Parkside Avenue,160 Parkside Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11226""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11226""}'}",4.2,0.94,6.9,2.0,1,1
17KBOL,17KBOL,KBMB,KBMB,"PHEBEANA PRESCHOOL, INC.","PHEBEANA PRESCHOOL, INC.",160 Parkside Avenue,160 Parkside Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11226""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11226""}'}",4.2,0.94,6.9,3.0,1,1
18K115,18K115,17K191,17K191,P.S. 115 Daniel Mucatel School,P.S. 115 Daniel Mucatel School,1500 East 92nd Street,1500 East 92nd Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11236""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11236""}'}",3.1,0.96,5.5,,1,1
18K115,18K115,17K191,17K191,P.S. 115 Daniel Mucatel School,P.S. 115 Daniel Mucatel School,1500 East 92nd Street,1500 East 92nd Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11236""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11236""}'}",3.1,0.96,5.5,2.0,1,1
18K115,18K115,17K191,17K191,P.S. 115 Daniel Mucatel School,P.S. 115 Daniel Mucatel School,1500 East 92nd Street,1500 East 92nd Street,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11236""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11236""}'}",3.1,0.96,5.5,2.0,1,1
20K192,20K192,19K273,19K273,P.S. 192 - The Magnet School for Math and Science Inquiry,P.S. 192 - The Magnet School for Math and Science Inquiry,4715 18th Avenue,4715 18th Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11204""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11204""}'}",,,,2.0,1,1
20K192,20K192,19K273,19K273,P.S. 192 - The Magnet School for Math and Science Inquiry,P.S. 192 - The Magnet School for Math and Science Inquiry,4715 18th Avenue,4715 18th Avenue,"{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11204""}'}","{'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11204""}'}",,,,2.0,1,1
