createdon,permitseriesshortdesc,t3_createdon,permitnumberofzones,applicationtrackingid,permittotalsqfeet,t5_applicationtrackingid,boroughname
2025-07-09 08:26:30,STREET OPENING PERMIT,2025-07-09 08:26:30,18.0,2025070801045400,5000.0,2025070801045400,BROOKLYN
2025-07-09 08:26:57,STREET OPENING PERMIT,2025-07-09 08:26:57,18.0,2025070801045400,5000.0,2025070801045400,BROOKLYN
2025-07-09 08:26:57,STREET OPENING PERMIT,2025-07-09 08:26:57,18.0,2025070801045400,5000.0,2025070801045400,BROOKLYN
