work_id,total_item_quantity
00ED446D-ED44-E811-8117-005056B627E4,47.0
0022955F-B9E1-E711-8116-005056B627E6,146.0
009F8962-17DD-E811-811A-005056B627E6,160.0
00FC7EA4-C194-E811-8119-005056B627E6,146.0
009000AC-5D7A-E811-811A-005056B627E4,292.0
00D10360-6CEF-E811-811A-005056B627E6,146.0
000FE78B-5164-E811-8119-005056B627E4,584.0
0091011B-0D52-E911-8120-005056B627E4,169.0
0095562C-3BC7-E811-811B-005056B627E4,205.0
00D611FC-252A-E811-8117-005056B627E4,157.0
003A2ACF-6A2C-E811-8117-005056B627E4,146.0
000B46FA-1502-E911-811C-005056B627E4,730.0
01027011-A116-E811-8117-005056B627E4,292.0
006A58EA-56E8-E811-811A-005056B627E6,146.0
009ECB8A-6F49-E811-8117-005056B627E4,292.0
011C487D-E341-E911-811F-005056B627E6,146.0
00C09DF4-D2F7-E811-811B-005056B627E4,146.0
010745B3-030D-E911-811C-005056B627E4,146.0
00F962A4-580B-E811-8117-005056B627E4,146.0
00C4AABE-8D55-E911-8120-005056B627E4,497.0
0010DA2B-5921-E811-8117-005056B627E4,20.0
00C1381B-DC17-E811-8117-005056B627E4,584.0
007820A2-0668-E811-8119-005056B627E6,14968.0
00B19FB8-2294-E811-8119-005056B627E6,584.0
0083AC4F-B9CC-E811-811B-005056B627E4,2628.0
00080E73-398A-E811-811A-005056B627E4,292.0
006E1696-565D-E911-8120-005056B627E6,584.0
00A6347E-0D45-E911-8120-005056B627E4,4234.0
0100691A-79BB-E811-811A-005056B627E6,146.0
00683452-2EFE-E811-811B-005056B627E4,146.0
007E1374-7C21-E811-8117-005056B627E4,29.0
0064AD01-0440-E911-811F-005056B627E6,146.0
006B5383-4B79-E811-811A-005056B627E4,6278.0
012BF73A-F319-E911-811D-8CFAEDA547D3,93.0
0094CA44-FADD-E811-811A-005056B627E6,251.0
00086258-6E46-E911-8120-005056B627E4,584.0
013ACB35-B7FB-E711-8116-005056B627E6,146.0
003D98CE-2B2E-E911-811E-005056B627E6,2190.0
0017299E-3F17-E811-8117-005056B627E4,484.0
000BCB9A-BCED-E811-811A-005056B627E6,146.0
01176498-4302-E911-811C-005056B627E4,144.0
012BC4C4-C0A0-E811-811B-005056B627E4,146.0
008D27F6-0B5A-E911-8120-005056B627E6,146.0
00C19EAC-F153-E911-8120-005056B627E4,98.0
00A989F5-81A0-E811-811B-005056B627E4,146.0
0027432C-F231-E811-8117-005056B627E4,146.0
00F63F75-1201-E811-8116-005056B627E6,146.0
000F544E-A0FF-E811-811C-005056B627E4,56.0
005AB596-3934-E811-8117-005056B627E4,292.0
005765AE-5D22-E811-8117-005056B627E4,8.0
