_fivetran_synced,allowed_advertising_objects,created_timestamp,post_id,is_eligible_for_promotion,is_hidden,is_instagram_eligible,is_published,post_message,page_id,parent_id,privacy_allow,privacy_deny,privacy_description,privacy_friends,privacy_value,promotable_id,share_count,status_type,updated_timestamp,post_url,source_relation,is_most_recent_record
2021-05-30 14:21:26.394 UTC,,2021-04-29 17:30:00 UTC,125386894179471_4458643047520479,f,f,t,t,DNWu+ZzqyS98wnb80zLS5w==,514435155248879,,,,,,,125386894179471_4458643047520479,1,added_video,2021-04-29 17:30:06 UTC,https://facebook.com/125386894179471/posts/4458643047520479,"",t
2021-05-30 14:21:47.572 UTC,,2021-01-13 07:10:30 UTC,171919486258139_3502857426497645,f,f,t,t,unYPpPJVB14n4LFT+/ybVA==,514435155248879,,,,,,,171919486258139_3502857426497645,,added_photos,2021-01-13 07:10:35 UTC,https://facebook.com/171919486258139/posts/3502857426497645,"",t
2021-05-30 14:21:54.834 UTC,,2020-09-24 15:47:46 UTC,172890312840246_3118092738319974,f,f,t,t,0XaAlf30dby77xfF5ZQ4rA==,514435155248879,,,,,,,172890312840246_3118092738319974,,added_photos,2020-09-24 15:47:51 UTC,https://facebook.com/172890312840246/posts/3118092738319974,"",t
2021-05-30 14:21:45.798 UTC,,2021-01-22 16:04:00 UTC,172890312840246_3438071119655466,f,f,t,t,iHjebw05i7sM9xpCQZDX5A==,514435155248879,,,,,,,172890312840246_3438071119655466,,added_photos,2021-01-22 16:57:09 UTC,https://facebook.com/172890312840246/posts/3438071119655466,"",t
2021-05-30 14:21:44.900 UTC,,2021-01-25 21:01:17 UTC,172890312840246_3446944132101498,f,f,t,t,xcbwJNAqnL+EtP37FSqJ7g==,514435155248879,,,,,,,172890312840246_3446944132101498,1,added_photos,2021-01-25 21:01:17 UTC,https://facebook.com/172890312840246/posts/3446944132101498,"",t
2021-05-30 14:21:31.085 UTC,,2021-03-31 19:04:18 UTC,172890312840246_3620515991410977,f,f,t,t,Z8H3Eh5i0NzmJTB3Sjy8Yg==,514435155248879,,,,,,,172890312840246_3620515991410977,,added_photos,2021-03-31 19:04:18 UTC,https://facebook.com/172890312840246/posts/3620515991410977,"",t
2021-05-30 14:21:38.415 UTC,,2021-02-19 16:00:54 UTC,311743502494608_1372629186406029,f,f,t,t,/jnXtA1JD1kt/JfH9fR1vQ==,514435155248879,,,,,,,311743502494608_1372629186406029,,added_photos,2021-02-19 16:00:54 UTC,https://facebook.com/311743502494608/posts/1372629186406029,"",t
2021-05-30 14:21:39.748 UTC,,2021-02-16 14:58:27 UTC,342073189170987_4097581460286789,f,f,t,t,lAtNzKTD8oJ835pUe6scWw==,514435155248879,,,,,,,342073189170987_4097581460286789,1,added_photos,2021-02-16 14:58:27 UTC,https://facebook.com/342073189170987/posts/4097581460286789,"",t
2021-05-30 14:21:39.507 UTC,,2021-02-16 15:01:08 UTC,342073189170987_4097588590286076,f,f,t,t,Wx1OoWQ/SzRrjHvFaIk77w==,514435155248879,,,,,,,342073189170987_4097588590286076,,added_photos,2021-02-16 15:01:08 UTC,https://facebook.com/342073189170987/posts/4097588590286076,"",t
2021-05-30 14:21:30.624 UTC,,2021-03-31 19:30:09 UTC,403462853382734_1297339750661702,f,f,t,t,d7W/wWwG3uV9OrDyYrj3qQ==,514435155248879,,,,,,,403462853382734_1297339750661702,,added_photos,2021-03-31 19:52:09 UTC,https://facebook.com/403462853382734/posts/1297339750661702,"",t
